"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Bronisław DUTKA";"Jan Wincenty HAMERSKI";"Bogusław WAKSMUNDZKI"
"ffb4-4d5a-1626-319d-7e2d-3787-3f29-2e80";"121102";"36";"6";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Główna 116, 34-460 Szczawnica";"gm. Szczawnica";"nowotarski";"małopolskie";"1348";"1583";"435";"913";"2";"123";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"12";"4";"8";"0";"901";"212";"428";"261"
"d200-770c-e5a4-2998-4794-3752-6695-c8fb";"121103";"36";"1";"wieś";"stały";"Remiza OSP, ul. Józefa Piłsudskiego 2A, 34-470 Czarny Dunajec";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"797";"842";"414";"383";"0";"5";"0";"0";"0";"0";"0";"0";"0";"383";"0";"0";"383";"6";"2";"4";"0";"377";"114";"164";"99"
"001d-0a11-bdc8-41ca-defb-ba1d-7ebd-4194";"121103";"36";"2";"wieś";"stały";"Liceum Ogólnokształcące, ul. Kmietowicza 2, 34-470 Czarny Dunajec";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"883";"929";"519";"364";"0";"3";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"8";"2";"6";"0";"356";"71";"199";"86"
"a659-228b-45cf-d9b3-6a32-45f2-3ffd-92d5";"121103";"36";"3";"wieś";"stały";"Gminny Zespół Oświatowy ""Dworek"", ul. Kolejowa 14, 34-470 Czarny Dunajec";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"1135";"1216";"622";"513";"0";"6";"0";"0";"0";"0";"0";"0";"0";"513";"0";"0";"513";"11";"3";"8";"0";"502";"80";"308";"114"
"231c-561a-0e07-4c1a-65fb-cc86-09d1-a764";"121103";"36";"4";"wieś";"stały";"Remiza OSP, Wróblówka 40a, 34-470 Czarny Dunajec";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"440";"459";"261";"179";"0";"0";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"5";"0";"5";"0";"174";"19";"124";"31"
"ec78-a714-87cd-fdb8-1bb9-aed6-e904-d37a";"121103";"36";"5";"wieś";"stały";"Szkoła Podstawowa, Pieniążkowice 142, 34-408 Odrowąż";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"654";"700";"338";"316";"0";"0";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"8";"2";"6";"0";"308";"18";"265";"25"
"8a9f-6fac-7434-1290-8146-37cf-8344-ab86";"121103";"36";"6";"wieś";"stały";"Szkoła Podstawowa, Dział 9, 34-408 Odrowąż";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"380";"414";"230";"150";"0";"0";"0";"0";"0";"0";"0";"0";"0";"150";"0";"0";"150";"3";"0";"3";"0";"147";"13";"120";"14"
"c954-d7c8-4a64-6f44-a4ec-14f3-5b97-dbb8";"121103";"36";"7";"wieś";"stały";"Szkoła Podstawowa, Odrowąż 41, 34-408 Odrowąż";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"751";"794";"410";"341";"0";"2";"0";"0";"0";"0";"0";"0";"0";"341";"0";"0";"341";"14";"5";"9";"0";"327";"38";"256";"33"
"dbfc-426e-6de9-7fb0-1bb6-3765-9fd0-a44a";"121103";"36";"8";"wieś";"stały";"Szkoła Podstawowa, Załuczne 84A, 34-408 Odrowąż";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"543";"578";"192";"351";"0";"1";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"3";"0";"3";"0";"348";"28";"280";"40"
"6fdd-35ec-b1b2-de8e-6f20-5306-2084-6f24";"121103";"36";"9";"wieś";"stały";"Szkoła Podstawowa, Podszkle 47, 34-472 Piekielnik";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"630";"661";"312";"318";"0";"1";"0";"0";"0";"0";"0";"0";"0";"318";"0";"0";"318";"14";"0";"14";"0";"304";"23";"240";"41"
"3fd0-dec2-1247-1d60-2979-f1ef-761b-a633";"121103";"36";"10";"wieś";"stały";"Ośrodek Zdrowia, Piekielnik 129c, 34-472 Piekielnik";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"850";"919";"407";"443";"0";"2";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"6";"2";"4";"0";"437";"48";"315";"74"
"a4ae-0234-757c-4525-069f-13d1-aab2-9ae0";"121103";"36";"11";"wieś";"stały";"Szkoła Podstawowa, Piekielnik 202, 34-472 Piekielnik";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"860";"908";"392";"468";"0";"2";"0";"0";"0";"0";"0";"0";"0";"468";"0";"0";"468";"9";"1";"8";"0";"459";"35";"343";"81"
"f8a4-68ce-d9b1-e2f2-295b-9286-ab3a-5a1c";"121103";"36";"12";"wieś";"stały";"Remiza OSP, Podczerwone 112, 34-470 Czarny Dunajec";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"777";"807";"462";"315";"0";"1";"0";"0";"0";"0";"0";"0";"0";"315";"0";"0";"315";"9";"4";"5";"0";"306";"41";"240";"25"
"6f3c-04f0-2652-3bfc-b498-89df-d262-c5c5";"121103";"36";"13";"wieś";"stały";"Remiza OSP, Koniówka 215c, 34-470 Czarny Dunajec";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"303";"343";"140";"163";"0";"12";"0";"0";"0";"0";"0";"0";"0";"163";"0";"0";"163";"2";"1";"1";"0";"161";"14";"114";"33"
"1d12-a994-017e-9ec8-9856-9caf-9ed3-7537";"121103";"36";"14";"wieś";"stały";"Szkoła Podstawowa, Chochołów 184B, 34-513 Chochołów";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"929";"1000";"437";"492";"0";"30";"0";"0";"0";"0";"0";"0";"0";"492";"0";"0";"492";"4";"1";"3";"0";"488";"88";"337";"63"
"33b2-7b9a-8ac5-66a4-6e59-0404-1cbe-af13";"121103";"36";"15";"wieś";"stały";"Szkoła Podstawowa Nr 1, Ciche 152, 34-407 Ciche";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"757";"820";"395";"362";"0";"19";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"2";"1";"1";"0";"360";"47";"247";"66"
"07a8-1b36-88cf-5493-f7c6-343c-dbd0-bfe3";"121103";"36";"16";"wieś";"stały";"Remiza OSP (Ciche Środkowe), Ciche 343B, 34-407 Ciche";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"800";"853";"429";"371";"1";"12";"0";"0";"0";"0";"0";"0";"0";"371";"0";"0";"371";"2";"2";"0";"0";"369";"33";"296";"40"
"77fb-603c-a38e-2017-0475-f434-8d34-be67";"121103";"36";"17";"wieś";"stały";"Szkoła Podstawowa Nr 3, Ciche 611A, 34-407 Ciche";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"727";"778";"361";"366";"0";"2";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"4";"1";"3";"0";"362";"28";"304";"30"
"b697-e4af-5776-7fe5-cfcc-1df8-1bf1-bbf9";"121103";"36";"18";"wieś";"stały";"Remiza OSP (Ratułów dolny), Ratułów 110c, 34-407 Ciche";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"802";"856";"374";"428";"1";"2";"0";"0";"0";"0";"0";"0";"0";"428";"0";"0";"428";"4";"2";"2";"0";"424";"41";"360";"23"
"a402-fc37-db67-fe15-97df-9b48-4b73-f3ee";"121103";"36";"19";"wieś";"stały";"Remiza OSP (Ratułów górny), Ratułów 252a, 34-407 Ciche";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"832";"896";"434";"398";"0";"3";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"9";"1";"8";"0";"389";"39";"311";"39"
"645d-9eaf-44cf-820a-ea36-9295-3e68-9dce";"121103";"36";"20";"wieś";"stały";"Szkoła Podstawowa Nr 1, Czerwienne 89, 34-407 Ciche";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"577";"607";"284";"293";"0";"4";"0";"0";"0";"0";"0";"0";"0";"293";"0";"0";"293";"11";"3";"8";"0";"282";"32";"227";"23"
"464d-7db6-6977-1082-d032-9839-e38d-03f6";"121103";"36";"21";"wieś";"stały";"Katolicka Szkoła Podstawowa Stowarzyszenia Przyjaciół Szkół Katolickich, Czerwienne 245, 34-407 Ciche";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"637";"671";"286";"351";"0";"4";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"12";"2";"10";"0";"339";"41";"251";"47"
"e442-80e3-b894-6839-78ae-9f7b-1112-d7c5";"121103";"36";"22";"wieś";"stały";"Szkoła Podstawowa Nr 2 Stowarzyszenia Przyjaciół Szkół Katolickich, Stare Bystre 124, 34-407 Ciche";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"641";"684";"329";"312";"0";"0";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"7";"2";"5";"0";"305";"28";"254";"23"
"f13f-bfdb-955f-828e-584b-c3d0-3f18-784f";"121103";"36";"23";"wieś";"stały";"Szkoła Podstawowa Nr 1 Stowarzyszenia Przyjaciół Szkół Katolickich, Stare Bystre 347, 34-407 Ciche";"gm. Czarny Dunajec";"nowotarski";"małopolskie";"628";"669";"376";"252";"0";"1";"0";"0";"0";"0";"0";"0";"0";"252";"0";"0";"252";"7";"2";"5";"0";"245";"22";"174";"49"
"56ef-be5d-2057-636e-0b42-da14-f312-1e38";"121104";"36";"1";"wieś";"stały";"Urząd Gminy Czorsztyn z/s w Maniowach, ul. Gorczańska 3, 34-436 Maniowy";"gm. Czorsztyn";"nowotarski";"małopolskie";"757";"825";"396";"361";"0";"8";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"8";"2";"6";"0";"353";"49";"221";"83"
"198b-2d8a-ccfd-dacc-faa6-7121-4ad7-d931";"121104";"36";"2";"wieś";"stały";"Urząd Gminy Czorsztyn z/s w Maniowach, ul. Gorczańska 3, 34-436 Maniowy";"gm. Czorsztyn";"nowotarski";"małopolskie";"930";"1004";"438";"492";"0";"6";"0";"0";"0";"0";"0";"0";"0";"492";"0";"0";"492";"9";"3";"6";"0";"483";"78";"294";"111"
"8f8c-06f9-65d5-827a-dcc1-9448-1e97-b50a";"121104";"36";"3";"wieś";"stały";"Remiza OSP, Mizerna 144, 34-440 Kluszkowce";"gm. Czorsztyn";"nowotarski";"małopolskie";"423";"461";"195";"228";"0";"7";"0";"0";"0";"0";"0";"0";"0";"228";"0";"0";"228";"2";"0";"2";"0";"226";"45";"148";"33"
"dead-c7ae-8d6c-2824-4488-5ee3-51b2-dd19";"121104";"36";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Szkolna 22, 34-440 Kluszkowce";"gm. Czorsztyn";"nowotarski";"małopolskie";"1346";"1495";"513";"833";"1";"24";"0";"0";"0";"0";"0";"0";"0";"833";"0";"0";"833";"18";"3";"15";"0";"815";"154";"454";"207"
"1180-1193-8af7-0414-d86c-ca47-08f7-8eb4";"121104";"36";"5";"wieś";"stały";"Remiza OSP, Czorsztyn ul. Jana Pawła II 2, 34-440 Kluszkowce";"gm. Czorsztyn";"nowotarski";"małopolskie";"287";"339";"64";"223";"0";"32";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"5";"0";"5";"0";"218";"49";"96";"73"
"41d7-72e5-afdc-55e0-4411-4b79-dd92-fb32";"121104";"36";"6";"wieś";"stały";"Szkoła Podstawowa, ul. Nad Zalew 12, 34-443 Sromowce Wyżne";"gm. Czorsztyn";"nowotarski";"małopolskie";"874";"968";"289";"585";"0";"14";"0";"0";"0";"0";"0";"0";"0";"585";"0";"0";"585";"7";"4";"3";"0";"578";"112";"332";"134"
"1488-0f35-df3a-dcfc-f871-944a-247b-0dae";"121104";"36";"7";"wieś";"stały";"Szkoła Podstawowa, Sromowce Niżne ul. Szkolna 7, 34-443 Sromowce Wyżne";"gm. Czorsztyn";"nowotarski";"małopolskie";"767";"957";"141";"626";"0";"82";"0";"0";"0";"0";"0";"0";"0";"626";"0";"0";"626";"6";"1";"5";"0";"620";"117";"317";"186"
"363d-3289-6714-3909-1b22-d7bb-d918-8824";"121105";"36";"1";"wieś";"stały";"Remiza OSP, Chyżne 140, 34-481 Chyżne";"gm. Jabłonka";"nowotarski";"małopolskie";"813";"890";"411";"402";"2";"4";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"7";"0";"7";"0";"395";"35";"305";"55"
"0243-5335-7055-910b-578f-8bab-ef49-96de";"121105";"36";"2";"wieś";"stały";"Szkoła Podstawowa Nr 1, ul. Piusa Jabłońskiego 4, 34-480 Jabłonka";"gm. Jabłonka";"nowotarski";"małopolskie";"1856";"2034";"670";"1186";"3";"10";"0";"0";"0";"0";"0";"0";"0";"1186";"0";"0";"1186";"25";"10";"15";"0";"1161";"113";"885";"163"
"20e0-dcf9-db3f-152b-b3b3-3f70-cb09-ef7b";"121105";"36";"3";"wieś";"stały";"Szkoła Podstawowa Nr 1, ul. Piusa Jabłońskiego 4, 34-480 Jabłonka";"gm. Jabłonka";"nowotarski";"małopolskie";"1136";"1269";"434";"702";"0";"0";"0";"0";"0";"0";"0";"0";"0";"702";"0";"0";"702";"12";"3";"9";"0";"690";"112";"441";"137"
"f108-9e3f-a1da-6e67-4256-31c7-fabf-b7c6";"121105";"36";"4";"wieś";"stały";"Szkoła Podstawowa Nr 2, Lipnica Mała 346, 34-482 Lipnica Mała";"gm. Jabłonka";"nowotarski";"małopolskie";"1652";"1841";"644";"1008";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1008";"0";"0";"1008";"22";"1";"21";"0";"986";"79";"787";"120"
"8a5b-f82e-40a0-3829-55c2-9dfa-67ca-0759";"121105";"36";"5";"wieś";"stały";"Remiza OSP, Orawka 62, 34-480 Jabłonka";"gm. Jabłonka";"nowotarski";"małopolskie";"767";"855";"237";"530";"0";"9";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"12";"2";"10";"0";"518";"46";"409";"63"
"e488-a897-fa1b-bdee-be3f-f1e1-a278-2af8";"121105";"36";"6";"wieś";"stały";"Remiza OSP, Podwilk 289A, 34-722 Podwilk";"gm. Jabłonka";"nowotarski";"małopolskie";"1764";"1950";"587";"1177";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1177";"0";"0";"1177";"28";"5";"23";"0";"1149";"65";"971";"113"
"20b0-1d53-5b2a-3757-9f8a-e8c5-ca5f-04ea";"121105";"36";"7";"wieś";"stały";"Szkoła Podstawowa, Zubrzyca Dolna 257, 34-484 Zubrzyca Górna";"gm. Jabłonka";"nowotarski";"małopolskie";"1333";"1444";"478";"855";"0";"3";"0";"0";"0";"0";"0";"0";"0";"855";"0";"0";"855";"22";"8";"14";"0";"833";"58";"678";"97"
"6acb-751b-c8e9-6424-7584-e179-caa4-7bce";"121105";"36";"8";"wieś";"stały";"Szkoła Podstawowa Nr 2, Zubrzyca Górna 482, 34-484 Zubrzyca Górna";"gm. Jabłonka";"nowotarski";"małopolskie";"1090";"1213";"448";"642";"0";"15";"0";"0";"0";"0";"0";"0";"0";"642";"0";"0";"642";"10";"0";"10";"0";"632";"56";"502";"74"
"dc06-5476-42c4-9ddb-5bfe-6f1b-3728-f75c";"121105";"36";"9";"wieś";"stały";"Szkoła Podstawowa w Jabłonce – Bory, ul. Kopernika 14, 34-480 Jabłonka";"gm. Jabłonka";"nowotarski";"małopolskie";"666";"734";"242";"424";"0";"0";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"11";"0";"11";"0";"413";"37";"336";"40"
"bffd-d008-8530-ac95-172c-4a25-e1df-afad";"121105";"36";"10";"wieś";"stały";"Szkoła Podstawowa Nr 2, Lipnica Mała 346, 34-482 Lipnica Mała";"gm. Jabłonka";"nowotarski";"małopolskie";"840";"918";"335";"505";"1";"1";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"10";"3";"7";"0";"495";"26";"430";"39"
"0aec-6dc4-e21b-c059-bec0-7bad-7597-03bb";"121105";"36";"11";"wieś";"stały";"Szkoła Podstawowa Nr 2, Zubrzyca Górna 482, 34-484 Zubrzyca Górna";"gm. Jabłonka";"nowotarski";"małopolskie";"1040";"1169";"371";"669";"0";"10";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"1";"1";"0";"0";"668";"64";"520";"84"
"0f0e-1199-d926-fad9-2b00-0fa5-7b16-62b9";"121106";"36";"1";"wieś";"stały";"Liceum Ogólnokształcące, ul. Zdrojowa 11, 34-450 Krościenko nad Dunajcem";"gm. Krościenko nad Dunajcem";"nowotarski";"małopolskie";"872";"964";"314";"558";"0";"29";"1";"1";"0";"0";"0";"0";"1";"559";"1";"0";"559";"6";"1";"5";"0";"553";"99";"240";"214"
"b7e6-cc2b-2990-d3ec-7f82-28a1-f4e5-53af";"121106";"36";"2";"wieś";"stały";"Budynek Starej Plebanii, ul. Rynek 32, 34-450 Krościenko nad Dunajcem";"gm. Krościenko nad Dunajcem";"nowotarski";"małopolskie";"1249";"1413";"387";"862";"6";"72";"0";"0";"0";"0";"0";"0";"0";"860";"0";"0";"860";"9";"2";"7";"0";"851";"171";"337";"343"
"c541-a797-8bc8-0e04-9082-456d-1513-578c";"121106";"36";"3";"wieś";"stały";"Szkoła Podstawowa Nr 2, ul. Biały Potok 1, 34-450 Krościenko nad Dunajcem";"gm. Krościenko nad Dunajcem";"nowotarski";"małopolskie";"712";"790";"270";"442";"1";"13";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"7";"1";"6";"0";"435";"29";"183";"223"
"e859-6e0a-d761-3515-3de5-6b15-7870-c32c";"121106";"36";"4";"wieś";"stały";"Szkoła Podstawowa, Grywałd ul. Szkolna 29, 34-450 Krościenko nad Dunajcem";"gm. Krościenko nad Dunajcem";"nowotarski";"małopolskie";"1063";"1172";"371";"692";"15";"9";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"7";"4";"3";"0";"685";"34";"277";"374"
"a1aa-e3b8-8aae-834c-7c20-509b-7ff4-a82f";"121106";"36";"5";"wieś";"stały";"Remiza OSP, Hałuszowa 32A, 34-450 Krościenko nad Dunajcem";"gm. Krościenko nad Dunajcem";"nowotarski";"małopolskie";"190";"207";"73";"117";"0";"0";"0";"0";"0";"0";"0";"0";"0";"117";"0";"0";"117";"1";"0";"1";"0";"116";"6";"53";"57"
"a116-1e2d-448d-7e13-5c81-a895-1659-1ffd";"121106";"36";"6";"wieś";"stały";"Szkoła Podstawowa, Krośnica ul. Ojca Leona 1, 34-450 Krościenko nad Dunajcem";"gm. Krościenko nad Dunajcem";"nowotarski";"małopolskie";"753";"816";"255";"498";"0";"5";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"9";"3";"6";"0";"489";"42";"311";"136"
"c5fb-8a5a-d83e-4a38-e093-73a7-5a52-5d05";"121107";"36";"1";"wieś";"stały";"Szkoła Podstawowa, Kiczory 60, 34-483 Lipnica Wielka";"gm. Lipnica Wielka";"nowotarski";"małopolskie";"470";"513";"185";"285";"0";"3";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"6";"1";"5";"0";"279";"27";"219";"33"
"a950-d390-d8fa-cdef-dd45-a57f-b5dd-5b61";"121107";"36";"2";"wieś";"stały";"Szkoła Podstawowa Nr 1, Lipnica Wielka 205, 34-483 Lipnica Wielka";"gm. Lipnica Wielka";"nowotarski";"małopolskie";"950";"1037";"364";"586";"1";"1";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"11";"3";"8";"0";"575";"46";"465";"64"
"3ab6-19fd-9945-e12e-2381-dc52-0982-42c2";"121107";"36";"3";"wieś";"stały";"Dom Ludowy, Lipnica Wielka 521, 34-483 Lipnica Wielka";"gm. Lipnica Wielka";"nowotarski";"małopolskie";"1250";"1379";"444";"806";"1";"5";"0";"0";"0";"0";"0";"0";"0";"806";"0";"0";"806";"16";"4";"12";"0";"790";"70";"591";"129"
"85bf-91cf-5d37-98c9-eb9f-85ff-9414-3aa4";"121107";"36";"4";"wieś";"stały";"Szkoła Podstawowa Nr 3, Lipnica Wielka 825, 34-483 Lipnica Wielka";"gm. Lipnica Wielka";"nowotarski";"małopolskie";"773";"852";"293";"480";"0";"0";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"15";"2";"13";"0";"465";"41";"373";"51"
"afbd-3c63-e418-a51c-48da-dd09-3c86-895e";"121107";"36";"5";"wieś";"stały";"Szkoła Podstawowa Nr 4, Lipnica Wielka 1043, 34-483 Lipnica Wielka";"gm. Lipnica Wielka";"nowotarski";"małopolskie";"684";"749";"306";"378";"0";"2";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"16";"4";"12";"0";"362";"38";"260";"64"
"1def-62d2-82d5-e370-8022-88c2-1bc8-030f";"121108";"36";"1";"wieś";"stały";"Zespół Szkolno – Przedszkolny, ul. Szkolna 4, 34-435 Frydman";"gm. Łapsze Niżne";"nowotarski";"małopolskie";"1260";"1357";"612";"648";"0";"5";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"10";"0";"10";"0";"638";"94";"436";"108"
"6bfc-6b28-62da-d9ba-8915-3725-6eb6-8632";"121108";"36";"2";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Falsztyn ul. Królowej Polski 61, 34-435 Frydman";"gm. Łapsze Niżne";"nowotarski";"małopolskie";"230";"277";"66";"164";"0";"7";"0";"0";"0";"0";"0";"0";"0";"164";"0";"0";"164";"1";"0";"1";"0";"163";"32";"101";"30"
"4849-164b-ba9a-42aa-ec99-fbf8-8990-275c";"121108";"36";"3";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Niedzica-Zamek ul. Nad Zalewem 1, 34-441 Niedzica";"gm. Łapsze Niżne";"nowotarski";"małopolskie";"190";"224";"56";"134";"0";"19";"0";"0";"0";"0";"0";"0";"0";"134";"0";"0";"134";"0";"0";"0";"0";"134";"31";"67";"36"
"9c31-faad-c7ca-3d28-1849-22db-7867-6cdc";"121108";"36";"4";"wieś";"stały";"Zespół Placówek Oświatowych, ul. 3 Maja 97, 34-441 Niedzica";"gm. Łapsze Niżne";"nowotarski";"małopolskie";"1342";"1490";"572";"770";"0";"48";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"11";"0";"11";"0";"759";"135";"477";"147"
"c23f-c819-7b7e-ea42-8d45-d768-2bf5-cc4e";"121108";"36";"5";"wieś";"stały";"Budynek Starej Szkoły, Kacwin ul. Świętej Anny 118, 34-441 Niedzica";"gm. Łapsze Niżne";"nowotarski";"małopolskie";"903";"1000";"412";"491";"0";"0";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"7";"3";"4";"0";"484";"64";"332";"88"
"f153-58e4-b100-655e-cfbb-aa65-73dd-8edc";"121108";"36";"6";"wieś";"stały";"Dom Ludowy, ul. Jana Pawła II 57, 34-442 Łapsze Niżne";"gm. Łapsze Niżne";"nowotarski";"małopolskie";"1116";"1226";"479";"637";"1";"17";"0";"0";"0";"0";"0";"0";"0";"637";"0";"0";"637";"11";"1";"10";"0";"626";"88";"415";"123"
"82eb-1643-f227-ccf9-8a14-0a6a-9aad-ec29";"121108";"36";"7";"wieś";"stały";"Biblioteka i Świetlica, Łapsze Wyżne ul. Świętego Floriana 14, 34-442 Łapsze Niżne";"gm. Łapsze Niżne";"nowotarski";"małopolskie";"700";"760";"348";"352";"0";"2";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"14";"3";"11";"0";"338";"39";"246";"53"
"fab3-3fe6-c0b3-e31c-1364-6a03-adc3-de49";"121108";"36";"8";"wieś";"stały";"Szkoła Podstawowa, Łapszanka 32, 34-442 Łapsze Niżne";"gm. Łapsze Niżne";"nowotarski";"małopolskie";"300";"336";"97";"203";"0";"4";"0";"0";"0";"0";"0";"0";"0";"203";"0";"0";"203";"7";"0";"7";"0";"196";"19";"148";"29"
"6976-b0c7-0f6d-c23a-42c7-289a-4579-0598";"121108";"36";"9";"wieś";"stały";"Szkoła Podstawowa, Trybsz ul. Świętej Elżbiety 175, 34-442 Łapsze Niżne";"gm. Łapsze Niżne";"nowotarski";"małopolskie";"600";"656";"293";"307";"0";"6";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"6";"1";"5";"0";"301";"32";"235";"34"
"9e2b-ac05-8fae-5e9a-889f-30a6-86e8-d617";"121109";"36";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 3, 34-434 Dębno";"gm. Nowy Targ";"nowotarski";"małopolskie";"590";"647";"252";"338";"0";"5";"0";"0";"0";"0";"0";"0";"0";"338";"0";"0";"338";"10";"0";"10";"0";"328";"35";"243";"50"
"3003-005f-d10e-7af6-828f-a79a-b937-c179";"121109";"36";"2";"wieś";"stały";"Szkoła Podstawowa, Harklowa ul. Podhalańska 31, 34-434 Dębno";"gm. Nowy Targ";"nowotarski";"małopolskie";"470";"504";"157";"313";"0";"0";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"4";"0";"4";"0";"309";"45";"200";"64"
"0bbb-ef6d-3c2d-aa8a-bee3-8c34-b664-a125";"121109";"36";"3";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 1, 34-432 Łopuszna";"gm. Nowy Targ";"nowotarski";"małopolskie";"1198";"1324";"381";"817";"0";"16";"0";"0";"0";"0";"0";"0";"0";"817";"0";"0";"817";"10";"1";"9";"0";"807";"176";"378";"253"
"8236-a918-c83d-1948-590b-e653-3bce-a082";"121109";"36";"4";"wieś";"stały";"Szkoła Podstawowa, Ostrowsko ul. Jana Pawła II 13, 34-431 Waksmund";"gm. Nowy Targ";"nowotarski";"małopolskie";"960";"1026";"471";"489";"0";"6";"0";"0";"0";"0";"0";"0";"0";"489";"0";"0";"489";"9";"1";"8";"0";"480";"67";"298";"115"
"0ce5-700b-c413-9054-9c3d-0364-247a-422b";"121109";"36";"5";"wieś";"stały";"Szkoła Podstawowa, ul. Na Równi 28, 34-431 Waksmund";"gm. Nowy Targ";"nowotarski";"małopolskie";"1772";"1939";"674";"1098";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1098";"0";"0";"1098";"24";"6";"18";"0";"1074";"109";"657";"308"
