"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jerzy CZERWIŃSKI";"Adam Józef MAZGUŁA";"Janusz Antoni SANOCKI";"Jan Franciszek WOŹNIAK"
"8952-1a19-91fb-5829-259b-2346-cbf2-3fca";"160101";"51";"1";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji (Hala Sportowa), ul. Oławska 2A, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1040";"1113";"479";"561";"1";"0";"0";"0";"0";"0";"0";"0";"0";"561";"0";"0";"561";"14";"4";"10";"0";"547";"254";"31";"73";"189"
"ab71-a238-df2e-3c37-b501-00d0-c2d1-07d7";"160101";"51";"2";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej w Brzegu, ul. Chrobrego 32a, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1030";"1210";"452";"578";"0";"5";"0";"0";"0";"0";"0";"0";"0";"578";"0";"0";"578";"19";"7";"12";"0";"559";"251";"34";"82";"192"
"c250-02fc-0003-e78a-6137-ebad-bce4-2975";"160101";"51";"3";"miasto";"stały";"Przedszkole Publiczne nr 6, ul. Wysoka 1, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1238";"1353";"583";"655";"0";"1";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"10";"1";"9";"0";"645";"305";"38";"73";"229"
"542b-73cb-3469-bf7c-931b-611f-315a-2bfe";"160101";"51";"4";"miasto";"stały";"Urząd Stanu Cywilnego-Ratusz (hol USC-wejście od strony dziedzińca Ratusza), ul. Rynek 1, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1006";"1085";"397";"609";"0";"4";"0";"0";"0";"0";"0";"0";"0";"609";"0";"0";"609";"11";"6";"5";"0";"598";"240";"41";"92";"225"
"54cb-2791-33d6-2b4e-5e9a-479c-10f8-1941";"160101";"51";"5";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 8, ul. Lompy 1, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1536";"1657";"444";"1092";"3";"2";"1";"1";"0";"0";"0";"0";"1";"1093";"1";"0";"1093";"25";"13";"12";"0";"1068";"373";"46";"148";"501"
"ccf9-5591-ed8b-0f7c-a014-032c-9931-5459";"160101";"51";"6";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3 (sala gimnastyczna), ul. Kamienna 2, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1506";"1630";"665";"841";"3";"2";"0";"0";"0";"0";"0";"0";"0";"841";"0";"0";"841";"23";"4";"19";"0";"818";"409";"54";"89";"266"
"060b-191e-050f-99b8-3169-fa7e-a78d-db57";"160101";"51";"7";"miasto";"stały";"Zespół Szkól Budowalnych, ul. Kamienna 3, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1258";"1359";"504";"754";"6";"3";"0";"0";"0";"0";"0";"0";"0";"754";"0";"0";"754";"9";"3";"6";"0";"745";"354";"32";"86";"273"
"5672-3e45-ab35-11ac-7a4f-d0ff-32a9-7437";"160101";"51";"8";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3 (świetlica), ul. Kamienna 2, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"710";"772";"304";"406";"0";"0";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"5";"0";"5";"0";"401";"153";"31";"44";"173"
"1424-57cc-e38a-b4c5-10c7-5d9b-c9d1-fe57";"160101";"51";"9";"miasto";"stały";"Publiczne Przedszkole Nr 5, ul. Boh. Monte Cassino 1, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"870";"939";"263";"607";"0";"0";"0";"0";"0";"0";"0";"0";"0";"607";"0";"0";"607";"13";"4";"9";"0";"594";"245";"28";"57";"264"
"f65c-8af5-d921-2f97-8e1a-73a8-5368-2c9f";"160101";"51";"10";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 1, ul. Boh. Monte Cassino 14, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1689";"1822";"599";"1090";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1090";"0";"0";"1090";"21";"11";"10";"0";"1069";"403";"79";"119";"468"
"6c19-e815-8945-8a64-c3bf-6330-b8d8-aa34";"160101";"51";"11";"miasto";"stały";"Publiczne Przedszkole Nr 10, ul. Makarskiego 5, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1370";"1481";"340";"1031";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1031";"0";"0";"1031";"18";"0";"18";"0";"1013";"493";"57";"92";"371"
"5de7-89c3-9f32-047b-1a1b-dd97-a2ce-6c7b";"160101";"51";"12";"miasto";"stały";"Publiczne Przedszkole Nr 7, ul. Gaj 1, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1200";"1300";"370";"830";"0";"2";"0";"0";"0";"0";"0";"0";"0";"830";"0";"0";"830";"14";"4";"10";"0";"816";"379";"62";"84";"291"
"9cf8-ba11-2575-f290-9f52-ddd2-ff84-f385";"160101";"51";"13";"miasto";"stały";"Brzeskie Przedsiębiorstwo Energetyki Cieplnej, ul. Ciepłownicza 11, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"765";"824";"257";"508";"0";"4";"0";"0";"0";"0";"0";"0";"0";"508";"0";"0";"508";"7";"4";"3";"0";"501";"236";"24";"58";"183"
"7172-37a2-a34b-6266-a004-e80b-bc62-8ac4";"160101";"51";"14";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 6 w Brzegu (wejście od strony sali sportowej), ul. Poprzeczna 1, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1678";"1823";"608";"1070";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1070";"0";"0";"1070";"17";"3";"14";"0";"1053";"476";"74";"119";"384"
"ad2a-e964-2237-d15c-e7d8-7d11-c936-5d25";"160101";"51";"15";"miasto";"stały";"Stowarzyszenie Chorych na SM, ul. 1 Maja 2, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1290";"1386";"345";"945";"2";"4";"0";"0";"0";"0";"0";"0";"0";"943";"0";"0";"943";"14";"8";"6";"0";"929";"376";"78";"111";"364"
"91dc-cbef-64db-6850-abd0-e68b-6cd3-337b";"160101";"51";"16";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji (Stadion Miejski), ul. Sportowa 1, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1080";"1168";"297";"783";"0";"4";"0";"0";"0";"0";"0";"0";"0";"783";"0";"0";"783";"9";"3";"6";"0";"774";"283";"58";"88";"345"
"78e4-2139-7747-52a6-27b6-716b-3770-3575";"160101";"51";"17";"miasto";"stały";"Zespół Szkół Zawodowych Nr 1, ul. Słowiańska 18, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1200";"1290";"412";"788";"1";"4";"0";"0";"0";"0";"0";"0";"0";"788";"0";"0";"788";"11";"4";"7";"0";"777";"318";"40";"98";"321"
"d89d-25e4-c95b-47e4-da04-f2b2-22e0-49ca";"160101";"51";"18";"miasto";"stały";"Miejska Biblioteka Publiczna, ul. Jana Pawła II 5, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"808";"879";"320";"488";"1";"3";"0";"0";"0";"0";"0";"0";"0";"488";"0";"0";"488";"4";"0";"4";"0";"484";"207";"41";"52";"184"
"7db8-0440-ad53-f191-a148-ca51-a289-d01c";"160101";"51";"19";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 5, ul. Robotnicza 22, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1238";"1343";"425";"813";"1";"8";"0";"0";"0";"0";"0";"0";"0";"813";"0";"0";"813";"15";"5";"10";"0";"798";"288";"62";"130";"318"
"4639-82b2-f401-9c58-c3d7-4812-5dcf-56d6";"160101";"51";"20";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 6 w Brzegu (hol na parterze budynku A), ul. Poprzeczna 1, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1190";"1294";"372";"818";"0";"1";"0";"0";"0";"0";"0";"0";"0";"818";"0";"0";"818";"18";"6";"12";"0";"800";"341";"49";"98";"312"
"c2da-bfb4-f0bf-814e-30b8-5262-a726-a2c6";"160101";"51";"21";"miasto";"stały";"I Liceum Ogólnokształcące, ul. Armii Krajowej 7, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"1360";"1461";"485";"875";"0";"6";"0";"0";"0";"0";"0";"0";"0";"875";"0";"0";"875";"15";"5";"10";"0";"860";"376";"78";"119";"287"
"6da5-d909-c2f3-7e49-a4c9-b700-8793-3dd5";"160101";"51";"22";"miasto";"zakład karny";"Zakład Karny w Brzegu, ul. Chrobrego 29, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"329";"333";"145";"184";"0";"0";"0";"0";"0";"0";"0";"0";"0";"184";"0";"0";"184";"8";"1";"7";"0";"176";"30";"27";"21";"98"
"7127-8325-7826-d755-0bb9-ee59-f9da-97bf";"160101";"51";"23";"miasto";"zakład leczniczy";"Brzeskie Centrum Medyczne w Brzegu, ul. Mossora 1, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"200";"100";"170";"30";"0";"1";"0";"0";"0";"0";"0";"0";"0";"30";"0";"0";"30";"2";"0";"2";"0";"28";"13";"2";"3";"10"
"317b-da02-062e-4c22-f4c6-fa57-0d2c-0fd8";"160101";"51";"24";"miasto";"zakład leczniczy";"Brzeskie Centrum Medyczne w Brzegu-Oddział Rehabilitacji Neurologicznej, Nysańska 4 - 6, 49-300 Brzeg";"m. Brzeg";"brzeski";"opolskie";"50";"38";"42";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"8";"2";"1";"1";"0";"6";"4";"0";"0";"2"
"b2b9-8ce8-ed37-0b22-6ec4-2ca8-fee7-4fc4";"160102";"51";"1";"wieś";"stały";"Dom Ludowy, Zwanowice 44, 49-300 Brzeg";"gm. Skarbimierz";"brzeski";"opolskie";"410";"443";"153";"257";"0";"1";"0";"0";"0";"0";"0";"0";"0";"257";"0";"0";"257";"4";"0";"4";"0";"253";"164";"9";"17";"63"
"1d1f-fac5-b516-cec1-cb3f-cf3f-3e01-eaa1";"160102";"51";"2";"wieś";"stały";"Dom Ludowy, Kruszyna 84, 49-300 Brzeg";"gm. Skarbimierz";"brzeski";"opolskie";"360";"392";"127";"233";"0";"0";"0";"0";"0";"0";"0";"0";"0";"233";"0";"0";"233";"2";"0";"2";"0";"231";"143";"14";"22";"52"
"d5ac-0e3f-668b-0e20-773d-3bd5-2270-613d";"160102";"51";"3";"wieś";"stały";"Dom Ludowy, Pawłów ul. Wesoła 11, 49-300 Brzeg";"gm. Skarbimierz";"brzeski";"opolskie";"340";"368";"122";"218";"0";"1";"0";"0";"0";"0";"0";"0";"0";"218";"0";"0";"218";"2";"0";"2";"0";"216";"110";"11";"29";"66"
"ddc3-a68e-9b2d-90c3-50fe-2a89-d50a-05a1";"160102";"51";"4";"wieś";"stały";"Gminna Biblioteka Publiczna, Żłobizna ul. Jaśminowa 1, 49-305 Brzeg";"gm. Skarbimierz";"brzeski";"opolskie";"530";"575";"119";"411";"0";"4";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"17";"4";"13";"0";"394";"158";"17";"50";"169"
"d5b1-c1ee-e15a-545f-1599-85e4-25ac-cc7b";"160102";"51";"5";"wieś";"stały";"Dom Ludowy, Zielęcice ul. Klonowa 7, 49-318 Skarbimierz";"gm. Skarbimierz";"brzeski";"opolskie";"310";"336";"60";"250";"1";"1";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0";"249";"6";"3";"3";"0";"243";"97";"20";"25";"101"
"e1ec-9aed-93f4-b2f2-875c-8f28-7cd1-d1c2";"160102";"51";"6";"wieś";"stały";"Dom Ludowy, Skarbimierz 25, 49-318 Skarbimierz";"gm. Skarbimierz";"brzeski";"opolskie";"160";"166";"53";"107";"0";"0";"0";"0";"0";"0";"0";"0";"0";"107";"0";"0";"107";"1";"1";"0";"0";"106";"56";"6";"8";"36"
"06fe-e1ac-b1b0-468b-5fc0-47b6-a6bf-72de";"160102";"51";"7";"wieś";"stały";"Gminne Gimnazjum w Skarbimierzu-Osiedle, Skarbimierz-Osiedle Akacjowa 27, 49-318 Skarbimierz";"gm. Skarbimierz";"brzeski";"opolskie";"1478";"1640";"470";"1008";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1008";"0";"0";"1008";"13";"4";"9";"0";"995";"422";"86";"140";"347"
"e630-aab4-4d21-acad-3ec3-8e16-5e23-d1ad";"160102";"51";"8";"wieś";"stały";"Budynek byłego Przedszkola, Małujowice 65, 49-318 Skarbimierz";"gm. Skarbimierz";"brzeski";"opolskie";"320";"344";"135";"185";"0";"0";"0";"0";"0";"0";"0";"0";"0";"185";"0";"0";"185";"7";"3";"4";"0";"178";"104";"14";"21";"39"
"3817-8b45-a7f7-880d-5534-b87f-6e79-92e1";"160102";"51";"9";"wieś";"stały";"Dom Ludowy, Łukowice Brzeskie 88A, 49-318 Skarbimierz";"gm. Skarbimierz";"brzeski";"opolskie";"520";"570";"228";"292";"0";"0";"0";"0";"0";"0";"0";"0";"0";"292";"0";"0";"292";"4";"1";"3";"0";"288";"178";"20";"32";"58"
"1b37-0628-f07a-de2c-5b13-2319-4584-19cc";"160102";"51";"10";"wieś";"stały";"Dom Ludowy, Pępice 63, 49-317 Skarbimierz";"gm. Skarbimierz";"brzeski";"opolskie";"270";"297";"76";"194";"1";"1";"0";"0";"0";"0";"0";"0";"0";"194";"0";"0";"194";"3";"0";"3";"0";"191";"137";"8";"15";"31"
"848b-c27b-9d90-f39f-e220-64a1-dd61-e496";"160102";"51";"11";"wieś";"stały";"Przedszkole, Brzezina 64, 49-300 Brzeg";"gm. Skarbimierz";"brzeski";"opolskie";"410";"443";"136";"274";"0";"0";"0";"0";"0";"0";"0";"0";"0";"274";"0";"0";"274";"3";"2";"1";"0";"271";"148";"18";"31";"74"
"3995-f0d5-58d0-fcf8-d252-4009-3323-0767";"160102";"51";"12";"wieś";"stały";"Dom Ludowy, Lipki 32, 49-300 Brzeg";"gm. Skarbimierz";"brzeski";"opolskie";"510";"544";"185";"325";"0";"1";"0";"0";"0";"0";"0";"0";"0";"325";"0";"0";"325";"5";"0";"5";"0";"320";"150";"20";"40";"110"
"b892-f7c2-ce48-88f8-be26-6c8b-3eff-9a56";"160103";"51";"1";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 1, ul. Powstańców Śląskich 24, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"1040";"1122";"410";"630";"5";"8";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"14";"4";"10";"0";"616";"245";"41";"63";"267"
"56ff-2fbd-2c07-13ae-a455-59ee-96ed-b93c";"160103";"51";"2";"miasto";"stały";"Ośrodek Pomocy Społecznej, ul. Szpitalna 13, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"910";"982";"446";"464";"0";"3";"0";"0";"0";"0";"0";"0";"0";"464";"0";"0";"464";"6";"1";"5";"0";"458";"174";"27";"49";"208"
"bbd9-6152-7812-a1cc-005f-c887-1e94-097f";"160103";"51";"3";"miasto";"stały";"Hala Sportowa im. Zdzisława Zielonki przy Liceum Ogólnokształcącym, ul. Sienkiewicza 29 A, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"899";"972";"328";"571";"0";"3";"0";"0";"0";"0";"0";"0";"0";"571";"0";"0";"571";"16";"8";"8";"0";"555";"215";"44";"65";"231"
"54ba-38dd-b50e-9b25-4f8b-ab69-9ca3-19d6";"160103";"51";"4";"miasto";"stały";"Zespół Szkół Centrum Kształcenia Praktycznego, ul. Krakowska 20, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"770";"830";"234";"536";"0";"4";"0";"0";"0";"0";"0";"0";"0";"536";"0";"0";"536";"4";"1";"3";"0";"532";"180";"37";"46";"269"
"0572-9798-e7aa-1835-f2b0-71f9-ccb3-55c3";"160103";"51";"5";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 3, ul. Morcinka 2, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"748";"802";"244";"504";"0";"13";"0";"0";"0";"0";"0";"0";"0";"504";"0";"0";"504";"13";"6";"7";"0";"491";"190";"31";"60";"210"
"3e99-1562-1a80-3d27-b492-dec6-d715-3558";"160103";"51";"6";"miasto";"stały";"Dom Kultury, ul. Kasztanowa 16, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"1279";"1384";"527";"752";"2";"3";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"18";"5";"13";"0";"734";"329";"42";"74";"289"
"73e2-c9d4-8ae6-dc47-48de-06a8-babb-16a1";"160103";"51";"7";"miasto";"stały";"Kino Klaps, ul. Powstańców Śl. 16, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"500";"550";"215";"285";"0";"0";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"13";"0";"13";"0";"272";"94";"17";"39";"122"
"a0ee-70fc-37a5-d14c-acf5-2b3b-cac7-ae4c";"160103";"51";"8";"wieś";"stały";"Publiczna Szkoła Podstawowa, Kopice 32B, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"1170";"1261";"529";"641";"0";"2";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"21";"3";"18";"0";"620";"325";"32";"62";"201"
"9a6d-3f49-0f74-2b97-ea7e-ced5-1c72-6dbb";"160103";"51";"9";"wieś";"stały";"Świetlica Wiejska, Żelazna 15, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"610";"665";"257";"353";"0";"0";"0";"0";"0";"0";"0";"0";"0";"353";"0";"0";"353";"7";"1";"6";"0";"346";"210";"17";"25";"94"
"3430-f688-4916-344c-6d23-f1d5-4970-c25b";"160103";"51";"10";"wieś";"stały";"Świetlica Wiejska, Tarnów Grodkowski 90B, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"620";"668";"286";"334";"0";"1";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"1";"0";"1";"0";"333";"146";"40";"34";"113"
"40cf-4056-7d5e-91e3-9e47-5c46-b618-102c";"160103";"51";"11";"wieś";"stały";"Publiczna Szkoła Podstawowa, Lipowa 19, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"540";"595";"214";"326";"0";"0";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"5";"0";"5";"0";"321";"179";"20";"35";"87"
"67bc-6cc5-dd6a-a1b0-4b51-3cac-172b-8f27";"160103";"51";"12";"wieś";"stały";"Remiza Strażacka, Wierzbnik 35A, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"400";"433";"221";"179";"0";"1";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"6";"0";"6";"0";"173";"84";"18";"31";"40"
"a5c1-a0d5-6d8a-e518-5f02-96e2-db74-5249";"160103";"51";"13";"wieś";"stały";"Publiczna Szkoła Podstawowa, Kolnica 105, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"1250";"1367";"541";"709";"0";"3";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"14";"0";"14";"0";"695";"350";"30";"109";"206"
"6f08-6df6-70bb-aa32-0897-6af2-0088-a153";"160103";"51";"14";"wieś";"stały";"Publiczna Szkoła Podstawowa, Gnojna 119, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"740";"811";"373";"367";"0";"3";"0";"0";"0";"0";"0";"0";"0";"367";"0";"0";"367";"5";"0";"5";"0";"362";"178";"16";"27";"141"
"8cf5-7689-0f5a-ac30-bc1b-bcc2-b130-ae89";"160103";"51";"15";"wieś";"stały";"Szkoła Podstawowa, Gałązczyce 78, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"739";"809";"392";"347";"0";"3";"0";"0";"0";"0";"0";"0";"0";"347";"0";"0";"347";"13";"4";"9";"0";"334";"215";"25";"40";"54"
"f73d-b2b1-a76a-36bb-c9e5-8e15-051e-4cc5";"160103";"51";"16";"wieś";"stały";"Publiczna Szkoła Podstawowa, Jędrzejów 63, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"688";"748";"340";"348";"0";"2";"0";"0";"0";"0";"0";"0";"0";"348";"0";"0";"348";"4";"0";"4";"0";"344";"168";"24";"41";"111"
"5939-9df1-ee46-9d20-58b5-e0d8-36d8-c381";"160103";"51";"17";"wieś";"stały";"Świetlica Wiejska, Kobiela 21, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"828";"916";"422";"406";"0";"2";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"9";"3";"6";"0";"397";"231";"37";"24";"105"
"065a-5c11-44b9-2a72-fa7d-64d6-2daf-8fe1";"160103";"51";"18";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Grodkowie, ul. Mickiewicza 15, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"50";"50";"23";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"27";"1";"0";"1";"0";"26";"7";"12";"1";"6"
"f121-c440-8493-1a35-46fc-d179-f45c-e169";"160103";"51";"19";"miasto";"oddział zewnętrzny zakładu karnego";"Zakład Karny w Brzegu Oddział Zewnętrzny w Grodkowie, ul. Sienkiewicza 23, 49-200 Grodków";"gm. Grodków";"brzeski";"opolskie";"100";"95";"47";"53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53";"0";"0";"53";"1";"0";"1";"0";"52";"16";"8";"8";"20"
"1994-2406-a583-74ff-e3b5-dd5b-1ccc-18c6";"160104";"51";"1";"miasto";"stały";"Sala Świetlicy Terapeutycznej, ul. Moniuszki 41 A, 49-340 Lewin Brzeski";"gm. Lewin Brzeski";"brzeski";"opolskie";"1149";"1238";"475";"674";"0";"0";"0";"0";"0";"0";"0";"0";"0";"674";"0";"0";"674";"16";"4";"12";"0";"658";"291";"42";"79";"246"
"c543-2e98-3035-a6ab-3e25-321a-3d8e-e8d7";"160104";"51";"2";"miasto";"stały";"Sala narad Urzędu Miejskiego, ul. Rynek 26, 49-340 Lewin Brzeski";"gm. Lewin Brzeski";"brzeski";"opolskie";"1710";"1849";"668";"1042";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1040";"0";"0";"1040";"25";"12";"13";"0";"1015";"480";"76";"98";"361"
"076d-7e73-870d-4623-eaa9-e297-719b-9022";"160104";"51";"3";"miasto";"stały";"Sala gimnastyczna Publicznej Szkoły Podstawowej, ul. Mickiewicza 6, 49-340 Lewin Brzeski";"gm. Lewin Brzeski";"brzeski";"opolskie";"1960";"2132";"899";"1061";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1061";"0";"0";"1061";"19";"4";"15";"0";"1042";"472";"99";"115";"356"
"5171-d954-6d07-8740-081a-1227-3175-afeb";"160104";"51";"4";"wieś";"stały";"Sala Publicznej Szkoły Podstawowej, ul. Słowackiego 9, 49-330 Łosiów";"gm. Lewin Brzeski";"brzeski";"opolskie";"1320";"1442";"518";"802";"0";"9";"0";"0";"0";"0";"0";"0";"0";"802";"0";"0";"802";"27";"8";"19";"0";"775";"383";"64";"107";"221"
"182b-e2b5-3fdd-33af-e387-b425-a768-16cc";"160104";"51";"5";"wieś";"stały";"Sala Publicznej Szkoły Podstawowej, ul. Zamkowa 6, 49-345 Skorogoszcz";"gm. Lewin Brzeski";"brzeski";"opolskie";"1528";"1667";"769";"759";"1";"5";"0";"0";"0";"0";"0";"0";"0";"759";"0";"0";"759";"20";"4";"16";"0";"739";"382";"47";"84";"226"
"2068-d590-56c2-271c-b181-3f0a-0fa5-a1da";"160104";"51";"6";"wieś";"stały";"Świetlica Wiejska, Przecza 50, 49-345 Skorogoszcz";"gm. Lewin Brzeski";"brzeski";"opolskie";"650";"717";"292";"358";"0";"3";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"8";"8";"0";"0";"350";"165";"27";"39";"119"
"673d-029b-43da-1175-6d1b-e7dc-edd1-8ed7";"160104";"51";"7";"miasto";"stały";"Sala Publicznej Szkoły Podstawowej, ul. Zamkowa 3, 49-340 Lewin Brzeski";"gm. Lewin Brzeski";"brzeski";"opolskie";"960";"1062";"452";"508";"0";"5";"1";"1";"0";"0";"0";"0";"1";"509";"1";"0";"509";"9";"1";"8";"0";"500";"274";"37";"51";"138"
"f656-1d92-8ae5-9426-0dd8-1fa1-8065-57be";"160105";"51";"1";"wieś";"stały";"Dom Ludowy, ul. Kukurydziana 1A, 49-313 Lubsza";"gm. Lubsza";"brzeski";"opolskie";"1080";"1170";"456";"624";"1";"2";"0";"0";"0";"0";"0";"0";"0";"624";"0";"0";"624";"14";"2";"12";"0";"610";"278";"53";"79";"200"
"5141-fc65-4553-ba68-5c9f-2e2b-2050-4204";"160105";"51";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Bohaterów II Wojny Światowej w Czepielowicach, Czepielowice 31, 49-314 Pisarzowice";"gm. Lubsza";"brzeski";"opolskie";"872";"952";"398";"474";"0";"2";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"10";"4";"6";"0";"464";"227";"36";"44";"157"
"dc12-0091-e923-4e4d-1779-cdd1-4319-1479";"160105";"51";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Bohaterów II Wojny Światowej w Czepielowicach, Kościerzyce 31, 49-314 Pisarzowice";"gm. Lubsza";"brzeski";"opolskie";"758";"830";"328";"430";"0";"0";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"10";"1";"9";"0";"420";"202";"22";"52";"144"
"2c02-28a6-8625-d927-3ffa-4d87-1e6d-430a";"160105";"51";"4";"wieś";"stały";"Dom Ludowy, ul. Brzeska 21, 49-314 Pisarzowice";"gm. Lubsza";"brzeski";"opolskie";"592";"635";"203";"389";"0";"2";"0";"0";"0";"0";"0";"0";"0";"389";"0";"0";"389";"13";"5";"8";"0";"376";"164";"25";"47";"140"
"53d7-333e-efed-b537-573c-e3d3-bb57-e55e";"160105";"51";"5";"wieś";"stały";"Dom Ludowy, Michałowice 1a, 49-314 Pisarzowice";"gm. Lubsza";"brzeski";"opolskie";"550";"601";"161";"389";"0";"2";"0";"0";"0";"0";"0";"0";"0";"389";"0";"0";"389";"5";"0";"5";"0";"384";"178";"31";"45";"130"
