"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Wiktor Michał DURLAK";"Stanisław KOGUT"
"7735-bb8c-e4a2-df26-4d23-7c50-55dc-68ce";"121004";"37";"12";"wieś";"stały";"Szkoła Podstawowa, Stara Wieś 162, 33-325 Krużlowa Wyżna";"gm. Grybów";"nowosądecki";"małopolskie";"729";"797";"191";"538";"0";"3";"0";"0";"0";"0";"0";"0";"0";"538";"0";"0";"538";"26";"6";"20";"0";"512";"273";"239"
"10a9-563e-d4c5-cb78-6d8d-98f9-327d-cfa0";"121004";"37";"13";"wieś";"stały";"Zespół Szkolno – Przedszkolny, Stróże 396, 33-331 Stróże";"gm. Grybów";"nowosądecki";"małopolskie";"1810";"2005";"435";"1375";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1375";"0";"0";"1375";"56";"40";"16";"0";"1319";"316";"1003"
"6f66-a48d-bf8b-8cf4-7396-de90-3e52-7b94";"121004";"37";"14";"wieś";"stały";"Szkoła Podstawowa, Wawrzka 61, 33-332 Florynka";"gm. Grybów";"nowosądecki";"małopolskie";"320";"357";"59";"261";"0";"1";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"2";"0";"2";"0";"259";"174";"85"
"a8f9-e391-bba0-818e-afcf-a2d8-8531-5833";"121004";"37";"15";"wieś";"stały";"Szkoła Podstawowa, Wyskitna 44, 33-331 Stróże";"gm. Grybów";"nowosądecki";"małopolskie";"466";"499";"138";"328";"0";"0";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"7";"3";"4";"0";"321";"102";"219"
"ee08-eb30-e60d-852b-b2c8-b30e-25a7-0035";"121005";"37";"1";"wieś";"stały";"Zespół Szkolno – Przedszkolny, Kamionka Wielka 154, 33-334 Kamionka Wielka";"gm. Kamionka Wielka";"nowosądecki";"małopolskie";"1244";"1359";"291";"953";"0";"6";"0";"0";"0";"0";"0";"0";"0";"953";"0";"0";"953";"78";"38";"40";"0";"875";"605";"270"
"1e3f-9a50-0ef8-80a8-5f12-7a59-b675-4cd6";"121005";"37";"2";"wieś";"stały";"Szkoła Podstawowa im. Ks. Prof. Piotra Poręby, Mystków 208, 33-334 Kamionka Wielka";"gm. Kamionka Wielka";"nowosądecki";"małopolskie";"1379";"1482";"360";"1019";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1019";"0";"0";"1019";"63";"34";"29";"0";"956";"643";"313"
"0aeb-2be6-96cc-0e36-bfe1-7aa4-d7a1-bb65";"121005";"37";"3";"wieś";"stały";"Szkoła Podstawowa im. Wincentego Witosa, Królowa Górna 16, 33-334 Kamionka Wielka";"gm. Kamionka Wielka";"nowosądecki";"małopolskie";"644";"711";"179";"465";"0";"0";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"32";"12";"20";"0";"433";"302";"131"
"7e72-0663-9d30-9a5a-857d-e0a0-fb0a-35b2";"121005";"37";"4";"wieś";"stały";"Szkoła Podstawowa, Jamnica 182, 33-300 Nowy Sącz";"gm. Kamionka Wielka";"nowosądecki";"małopolskie";"558";"607";"169";"389";"0";"1";"0";"0";"0";"0";"0";"0";"0";"389";"0";"0";"389";"29";"10";"19";"0";"360";"203";"157"
"6614-5864-859d-7129-41da-732e-d382-45d0";"121005";"37";"5";"wieś";"stały";"Szkoła Podstawowa im. Bł. Karoliny Kózkówny, Mszalnica 127, 33-334 Kamionka Wielka";"gm. Kamionka Wielka";"nowosądecki";"małopolskie";"902";"973";"210";"692";"0";"1";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"33";"3";"30";"0";"658";"449";"209"
"e63c-1270-5187-9813-58a8-029b-9c5e-90d8";"121005";"37";"6";"wieś";"stały";"Remiza OSP, Bogusza 13, 33-334 Kamionka Wielka";"gm. Kamionka Wielka";"nowosądecki";"małopolskie";"466";"511";"115";"351";"0";"1";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"18";"5";"13";"0";"333";"212";"121"
"f879-e1ea-45fb-fa59-c201-1e85-0c83-2dc7";"121005";"37";"7";"wieś";"stały";"Szkoła Podstawowa, Królowa Polska 1, 33-334 Kamionka Wielka";"gm. Kamionka Wielka";"nowosądecki";"małopolskie";"576";"623";"138";"438";"0";"1";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"12";"5";"7";"0";"426";"301";"125"
"9c4c-e458-fb54-1f97-e16e-9908-3849-ac0b";"121005";"37";"8";"wieś";"stały";"Zespół Szkolno – Przedszkolny, Kamionka Wielka 154, 33-334 Kamionka Wielka";"gm. Kamionka Wielka";"nowosądecki";"małopolskie";"1376";"1508";"405";"971";"0";"9";"0";"0";"0";"0";"0";"0";"0";"971";"0";"0";"971";"43";"10";"33";"0";"928";"628";"300"
"7484-9b3c-466f-f8cc-7d2a-4465-8d55-64b0";"121006";"37";"1";"wieś";"stały";"Urząd Gminy, Korzenna 325, 33-322 Korzenna";"gm. Korzenna";"nowosądecki";"małopolskie";"2076";"2258";"559";"1517";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1517";"0";"0";"1517";"56";"20";"36";"0";"1461";"805";"656"
"8494-30aa-8b4d-9f9d-0340-8555-454e-8e1b";"121006";"37";"2";"wieś";"stały";"Dom Kultury, Mogilno 112, 33-326 Mogilno";"gm. Korzenna";"nowosądecki";"małopolskie";"1308";"1459";"386";"922";"4";"1";"0";"0";"0";"0";"0";"0";"0";"922";"0";"0";"922";"31";"6";"25";"0";"891";"463";"428"
"b0e4-5555-3b62-dae2-51f7-ac57-9c03-35d8";"121006";"37";"3";"wieś";"stały";"Szkoła Podstawowa im. Księdza Kardynała Stefana Wyszyńskiego, Siedlce 162, 33-322 Korzenna";"gm. Korzenna";"nowosądecki";"małopolskie";"1205";"1309";"398";"807";"3";"1";"0";"0";"0";"0";"0";"0";"0";"807";"0";"0";"807";"29";"6";"23";"0";"778";"442";"336"
"cbe0-6bdf-8673-f193-2c4e-19d5-8664-568d";"121006";"37";"4";"wieś";"stały";"Dom Kultury, Jasienna 207, 33-322 Korzenna";"gm. Korzenna";"nowosądecki";"małopolskie";"712";"784";"250";"462";"0";"1";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"20";"2";"18";"0";"442";"272";"170"
"d0c5-8995-eb63-1f53-3733-a75d-9545-cb24";"121006";"37";"5";"wieś";"stały";"Budynek wielofunkcyjny (dawna szkoła), Bukowiec 94, 33-323 Lipnica Wielka";"gm. Korzenna";"nowosądecki";"małopolskie";"190";"223";"71";"119";"0";"11";"0";"0";"0";"0";"0";"0";"0";"119";"0";"0";"119";"9";"1";"8";"0";"110";"75";"35"
"600d-51b3-e2e2-4010-1490-4cf3-ca56-03c5";"121006";"37";"6";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, Lipnica Wielka 25, 33-323 Lipnica Wielka";"gm. Korzenna";"nowosądecki";"małopolskie";"1345";"1468";"419";"926";"6";"6";"0";"0";"0";"0";"0";"0";"0";"926";"0";"0";"926";"33";"8";"25";"0";"893";"556";"337"
"f2d3-fc83-371d-0e42-b848-e699-0fde-897d";"121006";"37";"7";"wieś";"stały";"Szkoła Podstawowa, Wojnarowa 278, 33-322 Korzenna";"gm. Korzenna";"nowosądecki";"małopolskie";"1060";"1157";"287";"773";"0";"2";"0";"0";"0";"0";"0";"0";"0";"773";"0";"0";"773";"27";"5";"22";"0";"746";"311";"435"
"ec6c-e993-d3ba-1383-ac81-b64d-1f70-15aa";"121006";"37";"8";"wieś";"stały";"Szkoła Podstawowa im. Księdza Kardynała Stefana Wyszyńskiego, Siedlce 162, 33-322 Korzenna";"gm. Korzenna";"nowosądecki";"małopolskie";"1302";"1425";"432";"870";"1";"2";"0";"0";"0";"0";"0";"0";"0";"870";"0";"0";"870";"28";"10";"18";"0";"842";"458";"384"
"d24b-c608-8d2f-3bca-953b-fdeb-42ce-f486";"121006";"37";"9";"wieś";"stały";"Szkoła Podstawowa im. Generała Franciszka Gągora, Koniuszowa 203, 33-322 Korzenna";"gm. Korzenna";"nowosądecki";"małopolskie";"885";"979";"268";"617";"0";"4";"0";"0";"0";"0";"0";"0";"0";"617";"0";"0";"617";"25";"7";"18";"0";"592";"350";"242"
"9bf8-6869-9074-8782-f6f4-f80f-f91c-1c05";"121007";"37";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. Polskich Olimpijczyków, ul. Józefa Ignacego Kraszewskiego 158, 33-380 Krynica-Zdrój";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"855";"925";"315";"540";"1";"10";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"67";"35";"32";"0";"473";"286";"187"
"5fa1-1898-36cd-4552-c1f4-cde9-0347-8998";"121007";"37";"2";"miasto";"stały";"Miejskie Przedsiębiorstwo Gospodarki Komunalnej Spółka z o. o., ul. Józefa Ignacego Kraszewskiego 37, 33-380 Krynica-Zdrój";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"1250";"1382";"469";"781";"2";"67";"0";"0";"0";"0";"0";"0";"0";"781";"0";"0";"781";"131";"60";"71";"0";"650";"332";"318"
"bc41-95b3-285a-b873-497b-d051-34d7-42d1";"121007";"37";"3";"miasto";"stały";"Gminne Przedszkole Nr 2 ""Mali Odkrywcy"", ul. Władysława Reymonta 10, 33-380 Krynica-Zdrój";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"1773";"1894";"632";"1141";"1";"34";"0";"0";"0";"0";"0";"0";"0";"1140";"0";"2";"1138";"167";"61";"106";"0";"971";"511";"460"
"ef96-f260-fc86-b01d-ece1-e747-3b4e-fa12";"121007";"37";"4";"miasto";"stały";"Środowiskowy Dom Samopomocy, ul. Źródlana 59, 33-380 Krynica-Zdrój";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"1106";"1170";"444";"662";"2";"3";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"108";"52";"56";"0";"554";"284";"270"
"5312-3dd3-fa1f-8f31-9f2c-48dd-5a2a-aaec";"121007";"37";"5";"miasto";"stały";"Centrum Kultury Kino Cyfrowe Jaworzyna II, ul. Marszałka Józefa Piłsudskiego 19, 33-380 Krynica-Zdrój";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"1510";"1670";"109";"1401";"0";"892";"0";"0";"0";"0";"0";"0";"0";"1401";"0";"0";"1401";"219";"99";"120";"0";"1182";"606";"576"
"6e6c-3f42-b626-ee15-d4ba-e840-f703-9a94";"121007";"37";"6";"miasto";"stały";"Dom Wczasowy ""Iskra"", ul. Kazimierza Pułaskiego 34, 33-380 Krynica-Zdrój";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"799";"996";"48";"751";"0";"327";"0";"0";"0";"0";"0";"0";"0";"747";"0";"0";"747";"163";"77";"86";"0";"584";"285";"299"
"ea2c-fd54-6ea5-df76-2934-9e37-543f-3a59";"121007";"37";"7";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Ratowników Górskich, ul. Marszałka Józefa Piłsudskiego 91, 33-380 Krynica-Zdrój";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"1295";"1437";"464";"844";"0";"39";"0";"0";"0";"0";"0";"0";"0";"843";"0";"0";"843";"124";"58";"66";"0";"719";"348";"371"
"c728-17d1-602a-2034-7005-4324-119c-9e28";"121007";"37";"8";"miasto";"stały";"Urząd Miejski, ul. Józefa Ignacego Kraszewskiego 7, 33-380 Krynica-Zdrój";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"1061";"1150";"165";"895";"0";"370";"0";"0";"0";"0";"0";"0";"0";"895";"0";"0";"895";"185";"83";"102";"0";"710";"347";"363"
"b642-288e-68b1-71ec-d9fb-9767-3623-613d";"121007";"37";"9";"wieś";"stały";"Szkoła Podstawowa, Mochnaczka Wyżna 103, 33-383 Tylicz";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"512";"556";"224";"288";"1";"1";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"22";"11";"11";"0";"266";"183";"83"
"2650-a999-2874-02bf-f8c7-2ef4-aa8a-c587";"121007";"37";"10";"wieś";"stały";"Szkoła Podstawowa w Tyliczu filia w Mochnaczce Niżnej, Mochnaczka Niżna 44, 33-383 Tylicz";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"512";"574";"199";"313";"0";"12";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"15";"11";"4";"0";"298";"184";"114"
"405f-1ad5-cf89-3138-3c9b-95f7-eb82-5fef";"121007";"37";"11";"wieś";"stały";"Wiejski Dom Kultury, ul. Rynek 1, 33-383 Tylicz";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"1011";"1090";"353";"658";"0";"11";"0";"0";"0";"0";"0";"0";"0";"657";"0";"0";"657";"58";"25";"33";"0";"599";"337";"262"
"1f2e-b2fc-ccd8-1cf5-773a-50c7-5a8f-eb13";"121007";"37";"12";"wieś";"stały";"Szkoła Podstawowa im. Kazimierza Pułaskiego, ul. Kazimierza Wielkiego 9, 33-383 Tylicz";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"400";"440";"144";"256";"0";"8";"0";"0";"0";"0";"0";"0";"0";"256";"0";"0";"256";"15";"4";"11";"0";"241";"140";"101"
"7925-29af-2fe5-db88-1f71-2cc2-7cc1-c0ac";"121007";"37";"13";"wieś";"stały";"Szkoła Podstawowa, Muszynka 16, 33-383 Tylicz";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"319";"345";"140";"179";"0";"5";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"8";"5";"3";"0";"171";"98";"73"
"fe88-9f21-3445-c7c4-e57a-161f-7659-75d5";"121007";"37";"14";"wieś";"stały";"Dom Ludowy, Berest 23, 33-380 Krynica-Zdrój";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"554";"609";"180";"374";"0";"5";"0";"0";"0";"0";"0";"0";"0";"374";"0";"0";"374";"27";"10";"17";"0";"347";"178";"169"
"1605-d803-2173-eef5-e95d-7847-1c99-6b36";"121007";"37";"15";"wieś";"stały";"Szkoła Podstawowa, Polany 1, 33-380 Krynica-Zdrój";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"380";"425";"91";"289";"0";"0";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"15";"1";"14";"0";"274";"148";"126"
"1291-6d2b-9640-76a1-4350-3c19-d9d0-4e40";"121007";"37";"16";"wieś";"stały";"Dom Kultury, Piorunka 63, 33-380 Krynica-Zdrój";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"281";"302";"131";"150";"0";"0";"0";"0";"0";"0";"0";"0";"0";"150";"0";"0";"150";"9";"4";"5";"0";"141";"73";"68"
"72b6-0f7a-49bc-7dc7-3361-dfe3-18b9-92b0";"121007";"37";"17";"wieś";"stały";"Szkoła Podstawowa, Czyrna 36, 33-380 Krynica-Zdrój";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"220";"238";"85";"135";"0";"0";"0";"0";"0";"0";"0";"0";"0";"135";"0";"0";"135";"3";"0";"3";"0";"132";"71";"61"
"c852-f5bc-c7ab-6861-ac27-f9c7-1f1c-1d41";"121007";"37";"18";"miasto";"zakład leczniczy";"SPZOZ Szpital im. dr J. Dietla, ul. Józefa Ignacego Kraszewskiego 142, 33-380 Krynica-Zdrój";"gm. Krynica-Zdrój";"nowosądecki";"małopolskie";"100";"65";"56";"44";"0";"4";"0";"0";"0";"0";"0";"0";"0";"44";"0";"0";"44";"3";"0";"3";"0";"41";"20";"21"
"a994-f18a-2c5d-4f78-2a20-b646-a220-3a6b";"121008";"37";"1";"wieś";"stały";"Szkoła Podstawowa, Czaczów 67A, 33-336 Łabowa";"gm. Łabowa";"nowosądecki";"małopolskie";"532";"587";"191";"341";"0";"2";"0";"0";"0";"0";"0";"0";"0";"341";"0";"0";"341";"22";"9";"13";"0";"319";"234";"85"
"7870-7b51-1df5-ba6b-fefd-efa9-3ce7-2d38";"121008";"37";"2";"wieś";"stały";"Szkoła Podstawowa, Maciejowa 83, 33-336 Łabowa";"gm. Łabowa";"nowosądecki";"małopolskie";"627";"669";"207";"420";"0";"2";"0";"0";"0";"0";"0";"0";"0";"420";"0";"0";"420";"13";"0";"13";"0";"407";"278";"129"
"646c-ba9d-b6a6-c1c8-a325-1ea4-fe3a-a283";"121008";"37";"3";"wieś";"stały";"Urząd Gminy, Łabowa 38, 33-336 Łabowa";"gm. Łabowa";"nowosądecki";"małopolskie";"1253";"1363";"397";"856";"0";"15";"0";"0";"0";"0";"0";"0";"0";"856";"0";"0";"856";"80";"26";"54";"0";"776";"504";"272"
"f8b0-9621-aa01-353e-526b-5960-2e04-3ed6";"121008";"37";"4";"wieś";"stały";"Szkoła Podstawowa, Nowa Wieś 96, 33-336 Łabowa";"gm. Łabowa";"nowosądecki";"małopolskie";"1195";"1300";"462";"733";"0";"9";"0";"0";"0";"0";"0";"0";"0";"733";"0";"0";"733";"47";"17";"30";"0";"686";"458";"228"
"60ba-da15-28d1-1b7f-39da-8ce9-2cf8-69ea";"121008";"37";"5";"wieś";"stały";"Szkoła Podstawowa w Nowej Wsi Filia w Roztoce Wielkiej, Roztoka Wielka 20, 33-336 Łabowa";"gm. Łabowa";"nowosądecki";"małopolskie";"469";"510";"145";"324";"0";"2";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"15";"7";"8";"0";"309";"244";"65"
"6854-fb8b-2d69-228e-c060-c5e1-06d4-4dc7";"121009";"37";"1";"wieś";"stały";"Zespół Szkolno – Przedszkolny, Łącko 284, 33-390 Łącko";"gm. Łącko";"nowosądecki";"małopolskie";"790";"852";"219";"571";"0";"3";"0";"0";"0";"0";"0";"0";"0";"571";"0";"0";"571";"49";"13";"36";"0";"522";"342";"180"
"8b89-9d9c-3743-91cb-bd2d-2e3a-279f-66a7";"121009";"37";"2";"wieś";"stały";"Zespół Szkolno – Przedszkolny, Czarny Potok 111, 33-390 Łącko";"gm. Łącko";"nowosądecki";"małopolskie";"450";"487";"174";"276";"0";"0";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"21";"5";"16";"0";"255";"152";"103"
"1d17-44c2-60ec-ee71-1b36-84ba-cce6-5ee9";"121009";"37";"3";"wieś";"stały";"Szkoła Podstawowa, Jazowsko 171, 33-389 Jazowsko";"gm. Łącko";"nowosądecki";"małopolskie";"1526";"1644";"519";"1007";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1007";"0";"0";"1007";"64";"23";"41";"0";"943";"687";"256"
"c02f-a374-583e-0026-f3c0-1c36-ec96-b15d";"121009";"37";"4";"wieś";"stały";"Szkoła Podstawowa Nr 1, Obidza 206, 33-389 Jazowsko";"gm. Łącko";"nowosądecki";"małopolskie";"1003";"1099";"361";"642";"2";"8";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"34";"1";"33";"0";"607";"426";"181"
"545d-efe2-aec5-5cb4-75f5-6a79-52c2-18a8";"121009";"37";"5";"wieś";"stały";"Remiza OSP, Zabrzeż 394, 33-390 Łącko";"gm. Łącko";"nowosądecki";"małopolskie";"1260";"1366";"434";"826";"0";"9";"0";"0";"0";"0";"0";"0";"0";"826";"0";"0";"826";"54";"17";"37";"0";"772";"555";"217"
"fcf9-17fd-5fa7-b464-53c3-8689-be0b-2b63";"121009";"37";"6";"wieś";"stały";"Szkoła Podstawowa, Zagorzyn 172, 33-390 Łącko";"gm. Łącko";"nowosądecki";"małopolskie";"1514";"1610";"503";"1011";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1010";"0";"0";"1010";"51";"16";"35";"0";"959";"715";"244"
"02c1-8748-ba53-588e-59ca-e638-b623-dbdb";"121009";"37";"7";"wieś";"stały";"Zespół Szkolno – Przedszkolny, Łącko 284, 33-390 Łącko";"gm. Łącko";"nowosądecki";"małopolskie";"1273";"1393";"407";"866";"0";"6";"0";"0";"0";"0";"0";"0";"0";"866";"0";"0";"866";"76";"30";"46";"0";"790";"529";"261"
"7843-78de-f2fe-d610-ef16-6b0c-2ac6-e492";"121009";"37";"8";"wieś";"stały";"Świetlica Środowiskowa, Brzyna 183, 33-389 Jazowsko";"gm. Łącko";"nowosądecki";"małopolskie";"450";"491";"139";"311";"0";"2";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"18";"5";"13";"0";"293";"227";"66"
"1e48-dd68-3cc5-a53c-6112-e154-14f3-bbfe";"121009";"37";"9";"wieś";"stały";"Szkoła Podstawowa, Kicznia 121, 33-390 Łącko";"gm. Łącko";"nowosądecki";"małopolskie";"576";"639";"168";"408";"0";"15";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"13";"3";"10";"0";"395";"295";"100"
"92a6-dea4-6865-86fb-f2cc-a649-033c-7bbe";"121009";"37";"10";"wieś";"stały";"Szkoła Podstawowa, Szczereż 69, 33-390 Łącko";"gm. Łącko";"nowosądecki";"małopolskie";"350";"392";"83";"267";"0";"1";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"20";"10";"10";"0";"247";"194";"53"
"b40b-009d-6c3c-0b6a-81a4-0cb0-ad57-5dcd";"121009";"37";"11";"wieś";"stały";"Zespół Szkolno – Przedszkolny, Łącko 284, 33-390 Łącko";"gm. Łącko";"nowosądecki";"małopolskie";"1411";"1516";"440";"971";"2";"12";"0";"0";"0";"0";"0";"0";"0";"971";"0";"0";"971";"113";"46";"67";"0";"858";"560";"298"
"49a7-5361-6ea9-c5c1-0bde-6b71-d39c-5505";"121009";"37";"12";"wieś";"stały";"Szkoła Podstawowa, Jazowsko 171, 33-389 Jazowsko";"gm. Łącko";"nowosądecki";"małopolskie";"739";"794";"221";"518";"0";"4";"0";"0";"0";"0";"0";"0";"0";"518";"0";"0";"518";"33";"9";"24";"0";"485";"331";"154"
"dd2f-deb5-b287-071e-2411-2ff9-1cb1-b969";"121010";"37";"1";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, Łososina Dolna 82, 33-314 Łososina Dolna";"gm. Łososina Dolna";"nowosądecki";"małopolskie";"1079";"1184";"313";"766";"1";"14";"0";"0";"0";"0";"0";"0";"0";"766";"0";"0";"766";"23";"5";"18";"0";"743";"501";"242"
"0483-eb60-0b3b-10c6-1b29-9e7d-4f75-096e";"121010";"37";"2";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, Łososina Dolna 82, 33-314 Łososina Dolna";"gm. Łososina Dolna";"nowosądecki";"małopolskie";"909";"997";"196";"713";"1";"6";"0";"0";"0";"0";"0";"0";"0";"713";"0";"0";"713";"21";"5";"16";"0";"692";"466";"226"
"15e9-ad6b-2677-e5cb-fb52-5ab4-4dd9-3c66";"121010";"37";"3";"wieś";"stały";"Szkoła Podstawowa im. mjra pil. Jerzego Iszkowskiego, ul. św. Floriana 20, 33-312 Tęgoborze";"gm. Łososina Dolna";"nowosądecki";"małopolskie";"1630";"1787";"395";"1235";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1235";"0";"0";"1235";"64";"21";"43";"0";"1171";"781";"390"
"b0be-962f-0288-d760-764c-d163-17c1-448c";"121010";"37";"4";"wieś";"stały";"Szkoła Podstawowa im. mjra pil. Jerzego Iszkowskiego, ul. św. Floriana 20, 33-312 Tęgoborze";"gm. Łososina Dolna";"nowosądecki";"małopolskie";"1004";"1104";"303";"701";"0";"13";"0";"0";"0";"0";"0";"0";"0";"701";"0";"0";"701";"35";"8";"27";"0";"666";"489";"177"
"04f3-14e0-f116-46f6-cd8a-8ad3-04c7-6999";"121010";"37";"5";"wieś";"stały";"Szkoła Podstawowa im. Św. Świerada, Witowice Dolne 95, 33-314 Łososina Dolna";"gm. Łososina Dolna";"nowosądecki";"małopolskie";"747";"813";"275";"472";"0";"6";"0";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"24";"1";"23";"0";"448";"324";"124"
"6843-b4c5-36ca-521d-31de-9bb5-1d13-1e10";"121010";"37";"6";"wieś";"stały";"Szkoła Podstawowa im. Kardynała Stefana Wyszyńskiego, Michalczowa 87, 33-314 Łososina Dolna";"gm. Łososina Dolna";"nowosądecki";"małopolskie";"642";"713";"104";"538";"0";"4";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"18";"2";"16";"0";"519";"368";"151"
"3e4c-4a06-9d43-f27d-e7c4-090b-db36-16c4";"121010";"37";"7";"wieś";"stały";"Szkoła Podstawowa im. mjr Henryka Sucharskiego, Żbikowice 55, 33-314 Łososina Dolna";"gm. Łososina Dolna";"nowosądecki";"małopolskie";"650";"704";"209";"441";"2";"2";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"18";"4";"14";"0";"423";"296";"127"
"6354-52a9-7de5-89c1-7035-c24a-ee8f-2faf";"121010";"37";"8";"wieś";"stały";"Szkoła Podstawowa, Tabaszowa 51, 33-312 Tabaszowa";"gm. Łososina Dolna";"nowosądecki";"małopolskie";"845";"930";"239";"606";"0";"9";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"22";"12";"10";"0";"584";"438";"146"
"042a-9bc4-499f-dddc-3dc9-d433-dab2-588a";"121011";"37";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Rynek 13, 33-370 Muszyna";"gm. Muszyna";"nowosądecki";"małopolskie";"1149";"1335";"275";"874";"4";"129";"0";"0";"0";"0";"0";"0";"0";"874";"0";"0";"874";"101";"47";"54";"0";"773";"476";"297"
"5fe8-05e6-6d69-2d81-4082-8b06-f32b-7633";"121011";"37";"2";"miasto";"stały";"Krajowa Szkoła Skarbowości, Filia w Muszynie, ul. Nowa 70, 33-370 Muszyna";"gm. Muszyna";"nowosądecki";"małopolskie";"302";"405";"33";"269";"0";"49";"0";"0";"0";"0";"0";"0";"0";"269";"0";"0";"269";"41";"21";"20";"0";"228";"102";"126"
"abab-41b8-fc77-15b3-8d1b-ee42-fd87-dca1";"121011";"37";"3";"miasto";"stały";"Przedszkole, ul. Piłsudskiego 89, 33-370 Muszyna";"gm. Muszyna";"nowosądecki";"małopolskie";"1408";"1582";"402";"1006";"0";"62";"0";"0";"0";"0";"0";"0";"0";"1006";"0";"0";"1006";"144";"89";"55";"0";"862";"436";"426"
