"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jerzy Witold JACHNIK";"Tadeusz Wiktor KOPEĆ";"Hubert Zbigniew MAŚLANKA"
"6e20-b199-2eea-0eee-20ba-81b5-7af7-06c2";"241708";"79";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Staszica 8, 34-326 Zarzecze";"gm. Łodygowice";"żywiecki";"śląskie";"998";"1071";"288";"710";"0";"6";"0";"0";"0";"0";"0";"0";"0";"710";"0";"0";"710";"9";"2";"7";"0";"701";"69";"429";"203"
"5375-5765-c7b1-ca1f-17ed-c036-f766-2d96";"241708";"79";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Kościuszki 120, 34-326 Pietrzykowice";"gm. Łodygowice";"żywiecki";"śląskie";"1502";"1657";"466";"1036";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1036";"0";"0";"1036";"24";"11";"13";"0";"1012";"108";"545";"359"
"ba4e-adc8-6634-9d7e-2fbc-d794-1296-0f38";"241708";"79";"7";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Jana Pawła II 91, 34-326 Pietrzykowice";"gm. Łodygowice";"żywiecki";"śląskie";"1800";"1986";"484";"1316";"3";"9";"0";"0";"0";"0";"0";"0";"0";"1316";"0";"0";"1316";"23";"7";"16";"0";"1293";"104";"696";"493"
"2512-0995-7169-de9a-58b5-0ee0-2fac-e3ff";"241709";"79";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Dworcowa 3, 34-360 Milówka";"gm. Milówka";"żywiecki";"śląskie";"1851";"1997";"610";"1241";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1240";"0";"0";"1240";"27";"5";"22";"0";"1213";"103";"722";"388"
"d7f6-8780-6c14-5401-22d4-5d74-8eff-c5a4";"241709";"79";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Dworcowa 3, 34-360 Milówka";"gm. Milówka";"żywiecki";"śląskie";"1452";"1567";"458";"994";"0";"48";"0";"0";"0";"0";"0";"0";"0";"994";"0";"1";"993";"18";"4";"14";"0";"975";"94";"550";"331"
"2606-6861-7689-f6d9-90b6-f846-2c14-6b41";"241709";"79";"3";"wieś";"stały";"Szkoła Podstawowa nr 2 w Kamesznicy, ul. Sportowa 382, 34-383 Kamesznica";"gm. Milówka";"żywiecki";"śląskie";"1052";"1113";"400";"652";"0";"17";"0";"0";"0";"0";"0";"0";"0";"652";"0";"0";"652";"12";"3";"9";"0";"640";"53";"479";"108"
"141d-5e43-a768-4d48-a5be-3404-a3cf-1936";"241709";"79";"4";"wieś";"stały";"Szkoła Podstawowa nr 1 w Kamesznicy, ul. Parkowa 70, 34-383 Kamesznica";"gm. Milówka";"żywiecki";"śląskie";"1052";"1138";"346";"706";"0";"10";"0";"0";"0";"0";"0";"0";"0";"704";"0";"0";"704";"9";"2";"7";"0";"695";"30";"555";"110"
"2716-3763-ffc5-8e4f-90b1-9eb3-c5fd-d1c9";"241709";"79";"5";"wieś";"stały";"Szkoła Podstawowa w Szarem, Szare 51, 34-383 Kamesznica";"gm. Milówka";"żywiecki";"śląskie";"602";"606";"275";"327";"0";"2";"0";"0";"0";"0";"0";"0";"0";"327";"0";"0";"327";"10";"2";"8";"0";"317";"23";"244";"50"
"f8ca-a00a-c996-19b7-d106-dbb7-f66b-1ce8";"241709";"79";"6";"wieś";"stały";"Szkoła Podstawowa w Nieledwi, Nieledwia ul. Górska 297, 34-360 Milówka";"gm. Milówka";"żywiecki";"śląskie";"751";"773";"363";"388";"0";"11";"0";"0";"0";"0";"0";"0";"0";"388";"0";"0";"388";"5";"0";"5";"0";"383";"39";"255";"89"
"c275-ddf2-d171-59df-a67a-8607-045a-5fb7";"241709";"79";"7";"wieś";"stały";"Szkoła Podstawowa w Lalikach, Laliki 365, 34-373 Zwardoń";"gm. Milówka";"żywiecki";"śląskie";"742";"796";"317";"425";"0";"18";"0";"0";"0";"0";"0";"0";"0";"425";"0";"0";"425";"9";"1";"8";"0";"416";"28";"293";"95"
"83c2-6a69-da43-17ea-a588-e478-82f2-3a4e";"241710";"79";"1";"wieś";"stały";"Dom Wielofunkcyjny w Brzuśniku, Brzuśnik 233, 34-382 Bystra";"gm. Radziechowy-Wieprz";"żywiecki";"śląskie";"802";"879";"253";"549";"0";"4";"0";"0";"0";"0";"0";"0";"0";"549";"0";"0";"549";"8";"2";"6";"0";"541";"36";"378";"127"
"c5da-9725-0e99-680f-d131-b762-0608-0d51";"241710";"79";"2";"wieś";"stały";"Dom Ludowy w Bystrej, Bystra 13, 34-382 Bystra";"gm. Radziechowy-Wieprz";"żywiecki";"śląskie";"702";"761";"232";"470";"1";"3";"0";"0";"0";"0";"0";"0";"0";"470";"0";"0";"470";"8";"0";"8";"0";"462";"40";"331";"91"
"75d3-de08-96af-e7d2-d47d-ed7c-3be5-5572";"241710";"79";"3";"wieś";"stały";"Szkoła Podstawowa im. Franciszka Polaka w Juszczynie, Juszczyna 275, 34-382 Bystra";"gm. Radziechowy-Wieprz";"żywiecki";"śląskie";"1252";"1398";"367";"885";"2";"9";"0";"0";"0";"0";"0";"0";"0";"885";"0";"0";"885";"13";"3";"10";"0";"872";"69";"658";"145"
"7b1b-6b80-b476-e956-0181-6bfe-47d0-8636";"241710";"79";"4";"wieś";"stały";"Dom Ludowy w Przybędzy, Przybędza 3 Maja 75, 34-381 Radziechowy";"gm. Radziechowy-Wieprz";"żywiecki";"śląskie";"749";"790";"265";"484";"1";"2";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"15";"7";"8";"0";"468";"63";"277";"128"
"fcd0-214e-25e4-dfae-3eaf-c183-af99-b7cc";"241710";"79";"5";"wieś";"stały";"Strażnica OSP w Radziechowach, Główna 23, 34-381 Radziechowy";"gm. Radziechowy-Wieprz";"żywiecki";"śląskie";"1350";"1441";"474";"876";"3";"4";"0";"0";"0";"0";"0";"0";"0";"876";"0";"0";"876";"13";"5";"8";"0";"863";"84";"532";"247"
"bb17-aeb5-b7a7-c384-1222-70bf-aadc-c87a";"241710";"79";"6";"wieś";"stały";"Przedszkole (góra) w Radziechowach, Św. Marcina 740, 34-381 Radziechowy";"gm. Radziechowy-Wieprz";"żywiecki";"śląskie";"1952";"2072";"757";"1195";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1195";"0";"0";"1195";"19";"5";"14";"0";"1176";"104";"739";"333"
"04b5-f66a-467b-a483-601a-e531-c3e2-6285";"241710";"79";"7";"wieś";"stały";"Salka katechetyczna na plebanii w Wieprzu, Wieprz Kościelna 680, 34-382 Bystra";"gm. Radziechowy-Wieprz";"żywiecki";"śląskie";"1303";"1369";"489";"814";"2";"2";"0";"0";"0";"0";"0";"0";"0";"814";"0";"0";"814";"10";"5";"5";"0";"804";"65";"544";"195"
"66ad-92a6-767d-f4a1-d312-0c11-d361-de04";"241710";"79";"8";"wieś";"stały";"Szkoła Podstawowa im. Jana Klicha w Wieprzu, Wieprz Szkolna 800, 34-382 Bystra";"gm. Radziechowy-Wieprz";"żywiecki";"śląskie";"1447";"1549";"533";"914";"0";"7";"0";"0";"0";"0";"0";"0";"0";"914";"0";"0";"914";"12";"3";"9";"0";"902";"87";"555";"260"
"02fa-302e-4188-2543-78c4-6325-5192-de73";"241711";"79";"1";"wieś";"stały";"Budynek komunalny, Rajcza 54a, 34-370 Rajcza";"gm. Rajcza";"żywiecki";"śląskie";"403";"363";"189";"214";"0";"7";"0";"0";"0";"0";"0";"0";"0";"214";"0";"0";"214";"2";"0";"2";"0";"212";"17";"132";"63"
"e801-4cd5-ed44-58ab-68b7-27bf-309e-9a24";"241711";"79";"2";"wieś";"stały";"Szkoła Podstawowa, Rynek 2, 34-370 Rajcza";"gm. Rajcza";"żywiecki";"śląskie";"1545";"1604";"623";"922";"2";"12";"0";"0";"0";"0";"0";"0";"0";"922";"0";"0";"922";"26";"11";"15";"0";"896";"88";"496";"312"
"4fa7-36d3-6e99-0765-7498-2bd8-4569-e6dc";"241711";"79";"3";"wieś";"stały";"Szkoła Podstawowa, Rynek 2, 34-370 Rajcza";"gm. Rajcza";"żywiecki";"śląskie";"598";"618";"206";"392";"0";"16";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"4";"1";"3";"0";"388";"45";"193";"150"
"aa3b-6a8e-1c44-7ba0-02a7-b8c8-7787-676f";"241711";"79";"4";"wieś";"stały";"Szkoła Podstawowa, Rycerka Dolna 134b, 34-370 Rajcza";"gm. Rajcza";"żywiecki";"śląskie";"1099";"1157";"483";"616";"3";"5";"0";"0";"0";"0";"0";"0";"0";"616";"0";"0";"616";"6";"1";"5";"0";"610";"71";"376";"163"
"c8af-4fb8-4860-3b42-43fc-0f0e-f0ef-9f8f";"241711";"79";"5";"wieś";"stały";"Szkoła Podstawowa, Rycerka Górna 183, 34-370 Rajcza";"gm. Rajcza";"żywiecki";"śląskie";"1100";"1179";"449";"651";"0";"7";"0";"0";"0";"0";"0";"0";"0";"651";"0";"1";"650";"14";"4";"10";"0";"636";"34";"488";"114"
"418d-e05d-d270-0270-490b-1a01-0af9-a8c8";"241711";"79";"6";"wieś";"stały";"Szkoła Podstawowa, Sól 111, 34-370 Rajcza";"gm. Rajcza";"żywiecki";"śląskie";"900";"978";"315";"585";"0";"11";"0";"0";"0";"0";"0";"0";"0";"585";"0";"0";"585";"9";"2";"7";"0";"576";"29";"416";"131"
"7007-e055-5762-eec1-787f-4a44-1215-e588";"241711";"79";"7";"wieś";"stały";"Świetlica Środowiskowa, Sól-Kiczora 297, 34-370 Rajcza";"gm. Rajcza";"żywiecki";"śląskie";"399";"359";"163";"236";"0";"7";"0";"0";"0";"0";"0";"0";"0";"236";"0";"0";"236";"4";"0";"4";"0";"232";"18";"142";"72"
"ce6e-b445-fc72-86fc-2ecd-33e2-95c8-669c";"241711";"79";"8";"wieś";"stały";"Szkoła Podstawowa, Zwardoń 2b, 34-373 Zwardoń";"gm. Rajcza";"żywiecki";"śląskie";"650";"676";"301";"349";"0";"15";"0";"0";"0";"0";"0";"0";"0";"350";"0";"1";"349";"5";"1";"4";"0";"344";"29";"217";"98"
"83ff-7593-2dd4-6592-f18c-643e-db4a-7b94";"241711";"79";"9";"wieś";"zakład leczniczy";"Samodzielny Publiczny Zakład Opiekuńczo-Leczniczy w Rajczy, Ujsolska 35, 34-370 Rajcza";"gm. Rajcza";"żywiecki";"śląskie";"201";"102";"160";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41";"0";"0";"41";"0";"0";"0";"0";"41";"4";"34";"3"
"3a63-dd94-c74f-b2d8-8fe8-ea04-cc4e-4e86";"241712";"79";"1";"wieś";"stały";"Szkoła Podstawowa imienia Księdza Jana Twardowskiego, ul. Szkolna 1, 34-323 Ślemień";"gm. Ślemień";"żywiecki";"śląskie";"1497";"1664";"409";"1087";"0";"21";"0";"0";"0";"0";"0";"0";"0";"1088";"0";"0";"1088";"26";"3";"23";"0";"1062";"107";"679";"276"
"e55f-fe5d-22a5-f82b-da88-a345-3f1f-0396";"241712";"79";"2";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Kocoń ul. Żywiecka 38, 34-323 Ślemień";"gm. Ślemień";"żywiecki";"śląskie";"548";"567";"167";"381";"2";"8";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"6";"2";"4";"0";"375";"17";"254";"104"
"a495-ae74-c6c0-a431-5976-bed5-4781-cb62";"241712";"79";"3";"wieś";"stały";"była Filia Szkoły Podstawowej, Las ul. Zakopiańska 59, 34-323 Ślemień";"gm. Ślemień";"żywiecki";"śląskie";"602";"667";"170";"432";"2";"8";"0";"0";"0";"0";"0";"0";"0";"432";"0";"0";"432";"14";"2";"12";"0";"418";"33";"302";"83"
"007f-31b7-c961-1319-0563-5438-029f-28e7";"241713";"79";"1";"wieś";"stały";"Urząd Gminy, ul. Wspólna 13, 34-331 Świnna";"gm. Świnna";"żywiecki";"śląskie";"1496";"1591";"496";"1000";"1";"15";"0";"0";"0";"0";"0";"0";"0";"1000";"0";"0";"1000";"27";"5";"22";"0";"973";"66";"444";"463"
"e023-f0ff-f915-e295-8395-8351-51f0-4e49";"241713";"79";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny im. Jerzego Kukuczki, Pewel Mała ul. Jana Pawła II 15, 34-331 Świnna";"gm. Świnna";"żywiecki";"śląskie";"1152";"1260";"287";"865";"0";"43";"0";"0";"0";"0";"0";"0";"0";"865";"0";"0";"865";"5";"0";"5";"0";"860";"69";"398";"393"
"bdca-5960-cc17-db9a-0d4f-8140-45ed-0ee0";"241713";"79";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny im. ks. Bronisława Markiewicza, Pewel Ślemieńska ul. Krakowska 169, 34-331 Świnna";"gm. Świnna";"żywiecki";"śląskie";"1150";"1241";"367";"783";"0";"3";"0";"0";"0";"0";"0";"0";"0";"783";"0";"0";"783";"9";"3";"6";"0";"774";"75";"533";"166"
"8d3d-e26f-95c5-5850-687a-ee42-c0d6-cee5";"241713";"79";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny im. Janusza Korczaka, Trzebinia ul. Beskidzka 158, 34-300 Żywiec";"gm. Świnna";"żywiecki";"śląskie";"1303";"1370";"475";"828";"0";"2";"0";"0";"0";"0";"0";"0";"0";"828";"0";"0";"828";"13";"1";"12";"0";"815";"66";"477";"272"
"3427-f63d-c664-7898-b718-9f12-6852-db45";"241713";"79";"5";"wieś";"stały";"REMIZA OSP W RYCHWAŁDKU, Rychwałdek ul. Szkolna 19, 34-331 Świnna";"gm. Świnna";"żywiecki";"śląskie";"652";"665";"238";"414";"0";"1";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"4";"2";"2";"0";"410";"43";"224";"143"
"6ea7-5b1c-f3d1-a9e3-c4c4-bfdd-e25a-4130";"241713";"79";"6";"wieś";"stały";"REMIZA OSP W PRZYŁĘKOWIE, Przyłęków ul. Wspólna 36, 34-331 Świnna";"gm. Świnna";"żywiecki";"śląskie";"354";"324";"173";"181";"0";"2";"0";"0";"0";"0";"0";"0";"0";"181";"0";"0";"181";"2";"0";"2";"0";"179";"21";"89";"69"
"7bb1-078b-f861-0c9e-9d8d-dd3d-d906-a8a3";"241714";"79";"1";"wieś";"stały";"Szkoła Podstawowa, Złatna 95, 34-371 Ujsoły";"gm. Ujsoły";"żywiecki";"śląskie";"550";"602";"230";"320";"0";"5";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"12";"1";"11";"0";"308";"16";"222";"70"
"64a1-4695-a463-57bf-5fc2-9ca4-92d9-899e";"241714";"79";"2";"wieś";"stały";"Szkoła Podstawowa, Glinka 68, 34-371 Ujsoły";"gm. Ujsoły";"żywiecki";"śląskie";"652";"675";"269";"383";"0";"9";"0";"0";"0";"0";"0";"0";"0";"383";"0";"0";"383";"7";"2";"5";"0";"376";"23";"252";"101"
"d0a9-6f1c-e962-3b74-19b8-0c3c-db7f-d020";"241714";"79";"3";"wieś";"stały";"Dom Społeczności Lokalnej, Soblówka 191a, 34-371 Ujsoły";"gm. Ujsoły";"żywiecki";"śląskie";"499";"537";"167";"332";"1";"25";"0";"0";"0";"0";"0";"0";"0";"332";"0";"0";"332";"7";"0";"7";"0";"325";"25";"204";"96"
"8dc2-3d96-d535-1c0d-4d0b-e0fe-f65a-81e8";"241714";"79";"4";"wieś";"stały";"Szkoła Podstawowa, ul. Księdza Prałata Piotrowskiego 6, 34-371 Ujsoły";"gm. Ujsoły";"żywiecki";"śląskie";"903";"979";"349";"554";"2";"9";"0";"0";"0";"0";"0";"0";"0";"554";"0";"0";"554";"12";"2";"10";"0";"542";"58";"332";"152"
"27a0-e70e-62fd-22eb-5afe-9b60-d53d-d819";"241714";"79";"5";"wieś";"stały";"Szkoła Podstawowa, ul. Księdza Prałata Piotrowskiego 6, 34-371 Ujsoły";"gm. Ujsoły";"żywiecki";"śląskie";"852";"889";"329";"523";"3";"12";"0";"0";"0";"0";"0";"0";"0";"523";"0";"0";"523";"10";"6";"4";"0";"513";"47";"273";"193"
"bd3d-8870-c382-6098-b152-cf20-6211-f1fd";"241715";"79";"1";"wieś";"stały";"Szkoła Podstawowa, Cisiec ul. Szkolna 6, 34-350 Węgierska Górka";"gm. Węgierska Górka";"żywiecki";"śląskie";"1195";"1268";"382";"813";"3";"6";"0";"0";"0";"0";"0";"0";"0";"813";"0";"0";"813";"16";"3";"13";"0";"797";"67";"542";"188"
"c586-8d36-c251-1126-6fd4-91f5-d891-2496";"241715";"79";"2";"wieś";"stały";"Szkoła Podstawowa, Cisiec ul. Szkolna 6, 34-350 Węgierska Górka";"gm. Węgierska Górka";"żywiecki";"śląskie";"1248";"1354";"355";"893";"2";"12";"0";"0";"0";"0";"0";"0";"0";"893";"0";"0";"893";"19";"6";"13";"0";"874";"68";"605";"201"
"43ef-cc29-c2b1-bfda-5f6e-f632-2b56-6daa";"241715";"79";"3";"wieś";"stały";"Szkoła Podstawowa, ul. Zielona 41, 34-350 Węgierska Górka";"gm. Węgierska Górka";"żywiecki";"śląskie";"1549";"1706";"454";"1095";"1";"39";"0";"0";"0";"0";"0";"0";"0";"1095";"0";"0";"1095";"21";"6";"15";"0";"1074";"109";"449";"516"
"17e1-d1d0-cc0b-f585-a2e6-2fd5-3ac6-563e";"241715";"79";"4";"wieś";"stały";"OSP Węgierska Górka, ul. Kościuszki 19/A, 34-350 Węgierska Górka";"gm. Węgierska Górka";"żywiecki";"śląskie";"1496";"1617";"486";"1010";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1010";"0";"0";"1010";"12";"5";"7";"0";"998";"76";"553";"369"
"ef50-d447-3594-8328-1a0a-8814-0ef0-d328";"241715";"79";"5";"wieś";"stały";"Szkoła Podstawowa, Żabnica ul. Szkolna 6, 34-350 Węgierska Górka";"gm. Węgierska Górka";"żywiecki";"śląskie";"847";"888";"343";"504";"1";"8";"0";"0";"0";"0";"0";"0";"0";"504";"0";"0";"504";"9";"1";"8";"0";"495";"40";"330";"125"
"38f1-50ed-f591-5d77-1cee-c05e-d9cb-0727";"241715";"79";"6";"wieś";"stały";"Szkoła Podstawowa, Żabnica ul. Szkolna 6, 34-350 Węgierska Górka";"gm. Węgierska Górka";"żywiecki";"śląskie";"1450";"1539";"559";"891";"0";"5";"0";"0";"0";"0";"0";"0";"0";"890";"0";"0";"890";"18";"3";"15";"0";"872";"40";"619";"213"
"c690-4f44-14d6-171e-7954-6360-edc2-d083";"241715";"79";"7";"wieś";"stały";"Szkoła Podstawowa Nr 1, Cięcina ul. Świetej Katarzyny 20, 34-350 Węgierska Górka";"gm. Węgierska Górka";"żywiecki";"śląskie";"1649";"1758";"498";"1151";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1151";"0";"0";"1151";"21";"4";"17";"0";"1130";"88";"736";"306"
"1bec-57a3-c172-6a28-562d-8512-c85c-7b52";"241715";"79";"8";"wieś";"stały";"Szkoła Podstawowa Nr 1, Cięcina ul. Świętej Katarzyny 20, 34-350 Węgierska Górka";"gm. Węgierska Górka";"żywiecki";"śląskie";"1492";"1632";"508";"984";"4";"1";"0";"0";"0";"0";"0";"0";"0";"984";"0";"0";"984";"33";"12";"21";"0";"951";"73";"676";"202"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
