"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jan Maria JACKOWSKI";"Andrzej Juliusz KAMASA";"Piotr Daniel MIERZWA"
"1636-4d7f-d399-a98e-052c-b4e9-909d-b61c";"142010";"39";"5";"wieś";"stały";"Szkoła Podstawowa w Krajkowie, Krajkowo 8, 09-140 Raciąż";"gm. Raciąż";"płoński";"mazowieckie";"760";"844";"320";"440";"0";"5";"0";"0";"0";"0";"0";"0";"0";"440";"0";"0";"440";"7";"2";"5";"0";"433";"315";"78";"40"
"fef8-6df7-6c30-774b-90a9-60cb-a323-fa1d";"142010";"39";"6";"wieś";"zakład leczniczy";"Centrum Medyczne Grupa Zdrowie, Kraszewo-Czubaki 23a, 09-140 Raciąż";"gm. Raciąż";"płoński";"mazowieckie";"400";"412";"254";"146";"0";"2";"0";"0";"0";"0";"0";"0";"0";"146";"0";"0";"146";"21";"2";"19";"0";"125";"80";"33";"12"
"85d0-2cdb-0994-72e1-0dbd-bc3b-4390-5c01";"142011";"39";"1";"wieś";"stały";"Publiczny Zespół Szkół i Przedszkoli Samorządowych, ul. Szkolna 17, 09-110 Sochocin";"gm. Sochocin";"płoński";"mazowieckie";"1440";"1561";"459";"981";"3";"6";"0";"0";"0";"0";"0";"0";"0";"981";"0";"0";"981";"25";"2";"23";"0";"956";"459";"378";"119"
"93d1-4e66-9af5-78f5-c21c-8358-ebd2-7475";"142011";"39";"2";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Guzikarzy 8A, 09-110 Sochocin";"gm. Sochocin";"płoński";"mazowieckie";"1132";"1266";"444";"688";"4";"3";"0";"0";"0";"0";"0";"0";"0";"688";"0";"0";"688";"18";"3";"15";"0";"670";"426";"178";"66"
"b7b8-4426-ab8e-4925-ec0a-60f7-309a-20d0";"142011";"39";"3";"wieś";"stały";"Szkoła Podstawowa, Smardzewo 85, 09-110 Sochocin";"gm. Sochocin";"płoński";"mazowieckie";"716";"820";"325";"391";"0";"0";"0";"0";"0";"0";"0";"0";"0";"391";"0";"0";"391";"13";"4";"9";"0";"378";"247";"103";"28"
"de26-3535-7129-a518-74aa-9565-e5d5-7e67";"142011";"39";"4";"wieś";"stały";"Szkoła Podstawowa im. św Jana Pawła, Kołoząb 31, 09-110 Sochocin";"gm. Sochocin";"płoński";"mazowieckie";"962";"1080";"370";"592";"2";"3";"0";"0";"0";"0";"0";"0";"0";"591";"0";"0";"591";"12";"2";"10";"0";"579";"373";"142";"64"
"8fa9-3149-6fe8-fbe8-bbc3-886a-44a3-0c3d";"142012";"39";"1";"wieś";"stały";"Urząd Gminy w Załuskach, Załuski 67, 09-142 Załuski";"gm. Załuski";"płoński";"mazowieckie";"596";"684";"281";"315";"2";"6";"0";"0";"0";"0";"0";"0";"0";"315";"0";"0";"315";"14";"2";"12";"0";"301";"159";"102";"40"
"959d-0af2-d2e4-5e85-906d-29f4-e5b3-7f18";"142012";"39";"2";"wieś";"stały";"Szkoła Podstawowa im. Władysława St. Reymonta w Stróżewie, Stróżewo 50, 09-142 Załuski";"gm. Załuski";"płoński";"mazowieckie";"666";"746";"340";"326";"0";"2";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"11";"5";"6";"0";"315";"222";"61";"32"
"a75c-f68e-01d5-a771-04b4-86d6-1218-283b";"142012";"39";"3";"wieś";"stały";"Szkoła Podstawowa im. Św. Stanisława Kostki w Szczytnie, Szczytno 3, 09-142 Załuski";"gm. Załuski";"płoński";"mazowieckie";"1052";"1169";"446";"606";"0";"2";"0";"0";"0";"0";"0";"0";"0";"605";"0";"0";"605";"14";"0";"14";"0";"591";"352";"164";"75"
"05ee-498f-e56c-4b6e-82c7-553c-52c6-20b3";"142012";"39";"4";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Kroczewie, Kroczewo 136, 09-142 Załuski";"gm. Załuski";"płoński";"mazowieckie";"811";"904";"309";"502";"0";"12";"1";"1";"0";"0";"0";"0";"1";"503";"1";"0";"503";"18";"4";"14";"0";"485";"302";"121";"62"
"c81a-d0af-8b3c-e3fd-7308-8989-6786-c0ed";"142012";"39";"5";"wieś";"stały";"Szkoła Podstawowa im. Ks. Jana Twardowskiego w Kamienicy, Kamienica 44A, 09-142 Załuski";"gm. Załuski";"płoński";"mazowieckie";"910";"1016";"461";"449";"0";"1";"0";"0";"0";"0";"0";"0";"0";"449";"0";"0";"449";"11";"0";"11";"0";"438";"279";"100";"59"
"1a3c-45e9-24a6-1b46-ca3d-fb7f-b88d-2c30";"142201";"39";"1";"miasto";"stały";"Zespół Szkół Powiatowych, ul. Mazowiecka 25, 06-300 Przasnysz";"m. Przasnysz";"przasnyski";"mazowieckie";"941";"1021";"267";"674";"1";"6";"0";"0";"0";"0";"0";"0";"0";"674";"0";"0";"674";"14";"1";"13";"0";"660";"373";"202";"85"
"1652-c812-96cd-12c8-53a8-c710-7b45-876f";"142201";"39";"2";"miasto";"stały";"Zespół Szkół Powiatowych, ul. Mazowiecka 25, 06-300 Przasnysz";"m. Przasnysz";"przasnyski";"mazowieckie";"942";"940";"365";"577";"0";"1";"0";"0";"0";"0";"0";"0";"0";"577";"0";"0";"577";"5";"4";"1";"0";"572";"282";"199";"91"
"21e3-9269-688d-760c-8664-3306-86b9-979c";"142201";"39";"3";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. J. Kilińskiego 1, 06-300 Przasnysz";"m. Przasnysz";"przasnyski";"mazowieckie";"681";"742";"250";"431";"3";"6";"0";"0";"0";"0";"0";"0";"0";"431";"0";"0";"431";"3";"1";"2";"0";"428";"231";"128";"69"
"772a-e10e-2932-5b82-a299-2efe-31e4-c689";"142201";"39";"4";"miasto";"stały";"Ośrodek Sportu i Rekreacji, ul. Makowska 23, 06-300 Przasnysz";"m. Przasnysz";"przasnyski";"mazowieckie";"1063";"1125";"365";"698";"1";"0";"0";"0";"0";"0";"0";"0";"0";"698";"0";"0";"698";"10";"1";"9";"0";"688";"280";"293";"115"
"9049-2085-ed43-20e8-ee81-24d9-dcd6-9283";"142201";"39";"5";"miasto";"stały";"Miejskie Przedszkole nr 2, ul. Świerczewo 8, 06-300 Przasnysz";"m. Przasnysz";"przasnyski";"mazowieckie";"1272";"1352";"516";"756";"2";"2";"0";"0";"0";"0";"0";"0";"0";"756";"0";"0";"756";"15";"4";"11";"0";"741";"388";"257";"96"
"31bd-1d88-ef72-7689-0da2-70d1-fb0e-4544";"142201";"39";"6";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Żwirki i Wigury 4, 06-300 Przasnysz";"m. Przasnysz";"przasnyski";"mazowieckie";"1012";"1087";"345";"667";"0";"2";"0";"0";"0";"0";"0";"0";"0";"667";"0";"0";"667";"19";"5";"14";"0";"648";"337";"217";"94"
"3112-e4ff-de5c-2eb7-357e-4919-c691-dda7";"142201";"39";"7";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Żwirki i Wigury 4, 06-300 Przasnysz";"m. Przasnysz";"przasnyski";"mazowieckie";"912";"983";"267";"645";"0";"2";"0";"0";"0";"0";"0";"0";"0";"645";"0";"0";"645";"14";"3";"11";"0";"631";"305";"219";"107"
"0820-3548-9caf-3ea4-dbe8-89d1-6efa-3df4";"142201";"39";"8";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Żwirki i Wigury 4, 06-300 Przasnysz";"m. Przasnysz";"przasnyski";"mazowieckie";"1097";"1190";"281";"816";"0";"3";"0";"0";"0";"0";"0";"0";"0";"816";"0";"0";"816";"8";"4";"4";"0";"808";"361";"311";"136"
"69aa-abf6-b6ef-2ea5-bfd7-07e7-4217-7c3c";"142201";"39";"9";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Szkolna 2, 06-300 Przasnysz";"m. Przasnysz";"przasnyski";"mazowieckie";"751";"804";"248";"503";"2";"3";"0";"0";"0";"0";"0";"0";"0";"503";"0";"0";"503";"10";"2";"8";"0";"493";"263";"166";"64"
"198e-aded-945f-a541-076c-4bb9-740a-760b";"142201";"39";"10";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Orlika 48, 06-300 Przasnysz";"m. Przasnysz";"przasnyski";"mazowieckie";"680";"732";"275";"405";"0";"1";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"405";"5";"1";"4";"0";"400";"208";"116";"76"
"efa5-cfb2-f662-f63b-4210-8cc2-c89e-244c";"142201";"39";"11";"miasto";"stały";"Miejskie Przedszkole nr 1, ul. Lipowa 8, 06-300 Przasnysz";"m. Przasnysz";"przasnyski";"mazowieckie";"1282";"1373";"497";"785";"1";"1";"0";"0";"0";"0";"0";"0";"0";"785";"0";"0";"785";"14";"3";"11";"0";"771";"410";"244";"117"
"8ef1-7c34-d0b2-789e-e647-c2ff-c052-3634";"142201";"39";"12";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Orlika 48, 06-300 Przasnysz";"m. Przasnysz";"przasnyski";"mazowieckie";"1360";"1462";"471";"889";"0";"3";"0";"0";"0";"0";"0";"0";"0";"887";"0";"0";"887";"13";"6";"7";"0";"874";"465";"303";"106"
"43b2-abde-8e88-fece-fe6b-c496-c8c4-2a8b";"142201";"39";"13";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Ruda 1, 06-300 Przasnysz";"m. Przasnysz";"przasnyski";"mazowieckie";"145";"122";"97";"48";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48";"0";"0";"48";"9";"0";"9";"0";"39";"21";"10";"8"
"e255-e1fe-c315-8d1e-ca7e-ba6e-064a-dca3";"142201";"39";"14";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej, ul. Sadowa 9, 06-300 Przasnysz";"m. Przasnysz";"przasnyski";"mazowieckie";"187";"140";"139";"48";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48";"0";"0";"48";"2";"0";"2";"0";"46";"32";"10";"4"
"8856-d6e4-417c-4b16-7aed-2514-a020-ac0c";"142201";"39";"15";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej Zgromadzenia Sióstr Miłosierdzia św. Wincentego a Paulo, ul. Świerczewo 9, 06-300 Przasnysz";"m. Przasnysz";"przasnyski";"mazowieckie";"88";"75";"31";"57";"0";"0";"0";"0";"0";"0";"0";"0";"0";"57";"0";"0";"57";"4";"0";"4";"0";"53";"50";"2";"1"
"7e36-65c0-87f9-20bd-0e65-a53e-e373-c8c3";"142202";"39";"1";"miasto";"stały";"Hala Sportowa przy Zespole Szkół Powiatowych, Szkolna 4b, 06-330 Chorzele";"gm. Chorzele";"przasnyski";"mazowieckie";"990";"1128";"322";"668";"4";"3";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"23";"6";"17";"0";"645";"347";"228";"70"
"f307-3ee3-449f-180c-6fbe-9aca-cf6c-ad8e";"142202";"39";"2";"miasto";"stały";"Hala Sportowa przy Zespole Szkół Powiatowych, Szkolna 4b, 06-330 Chorzele";"gm. Chorzele";"przasnyski";"mazowieckie";"1110";"1255";"449";"661";"4";"7";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"13";"4";"9";"0";"647";"365";"190";"92"
"47d6-0179-07b9-3b69-dade-49c5-2cd4-747f";"142202";"39";"3";"wieś";"stały";"Świetlica Wiejska, Nowa Wieś 14, 06-330 Chorzele";"gm. Chorzele";"przasnyski";"mazowieckie";"405";"480";"184";"221";"0";"2";"0";"0";"0";"0";"0";"0";"0";"221";"0";"0";"221";"3";"0";"3";"0";"218";"155";"45";"18"
"c28f-e93b-7f90-8056-e97a-a4f4-b807-943b";"142202";"39";"4";"wieś";"stały";"Zespół Szkół, Duczymin 15, 06-330 Chorzele";"gm. Chorzele";"przasnyski";"mazowieckie";"405";"470";"187";"218";"0";"1";"0";"0";"0";"0";"0";"0";"0";"218";"0";"0";"218";"18";"1";"17";"0";"200";"141";"34";"25"
"06ae-9a58-5544-2af5-53be-886c-6040-786c";"142202";"39";"5";"wieś";"stały";"Zespół Szkół, Krzynowłoga Wielka 18, 06-330 Chorzele";"gm. Chorzele";"przasnyski";"mazowieckie";"405";"475";"166";"239";"0";"0";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"10";"1";"9";"0";"229";"150";"40";"39"
"fbd6-82ec-5a78-91b0-f26e-6e7c-9841-0be8";"142202";"39";"6";"wieś";"stały";"Świetlica Wiejska, Bagienice 37, 06-330 Chorzele";"gm. Chorzele";"przasnyski";"mazowieckie";"360";"408";"160";"200";"0";"1";"0";"0";"0";"0";"0";"0";"0";"200";"0";"0";"200";"8";"0";"8";"0";"192";"132";"34";"26"
"f6e3-833a-f4dc-bba1-1804-00f2-e4cb-f255";"142202";"39";"7";"wieś";"stały";"Świetlica Ochotniczej Straży Pożarnej, Rycice 50, 06-330 Chorzele";"gm. Chorzele";"przasnyski";"mazowieckie";"390";"445";"177";"213";"0";"2";"0";"0";"0";"0";"0";"0";"0";"213";"0";"0";"213";"7";"1";"6";"0";"206";"133";"53";"20"
"63d6-5c8a-78d5-fd76-648f-1af0-6751-b979";"142202";"39";"8";"wieś";"stały";"Publiczna Szkoła Podstawowa, Szkolna 4, 06-330 Chorzele";"gm. Chorzele";"przasnyski";"mazowieckie";"390";"453";"133";"257";"1";"3";"0";"0";"0";"0";"0";"0";"0";"257";"0";"0";"257";"8";"2";"6";"0";"249";"152";"63";"34"
"9439-23ae-de58-deb1-3abf-c3e7-0de1-6c15";"142202";"39";"9";"wieś";"stały";"Punkt Przedszkolny, Łaz 77, 06-333 Zaręby";"gm. Chorzele";"przasnyski";"mazowieckie";"595";"681";"300";"295";"0";"3";"0";"0";"0";"0";"0";"0";"0";"295";"0";"0";"295";"11";"0";"11";"0";"284";"209";"51";"24"
"c3ae-aac0-bc50-120f-598c-cba2-b273-c2b7";"142202";"39";"10";"wieś";"stały";"Zespół Szkół, Zaręby 41, 06-333 Zaręby";"gm. Chorzele";"przasnyski";"mazowieckie";"635";"733";"282";"353";"0";"1";"0";"0";"0";"0";"0";"0";"0";"353";"0";"0";"353";"14";"0";"14";"0";"339";"237";"66";"36"
"6b94-a906-cc1f-8282-b467-3ada-9f0c-600a";"142202";"39";"11";"wieś";"stały";"Publiczna Szkoła Podstawowa, Poścień-Wieś 47, 06-330 Chorzele";"gm. Chorzele";"przasnyski";"mazowieckie";"505";"592";"242";"263";"1";"4";"0";"0";"0";"0";"0";"0";"0";"263";"0";"0";"263";"9";"1";"8";"0";"254";"165";"64";"25"
"0616-5301-0a63-6d26-c6c2-9d98-4417-7ce4";"142202";"39";"12";"wieś";"stały";"Publiczna Szkoła Podstawowa, Krukowo 87, 06-333 Zaręby";"gm. Chorzele";"przasnyski";"mazowieckie";"400";"460";"168";"232";"0";"2";"0";"0";"0";"0";"0";"0";"0";"232";"0";"0";"232";"12";"1";"11";"0";"220";"161";"32";"27"
"7c10-c514-d0ac-d8ad-39af-7b2e-a14d-2ae5";"142202";"39";"13";"wieś";"stały";"Świetlica Wiejska, Rzodkiewnica 6a, 06-333 Zaręby";"gm. Chorzele";"przasnyski";"mazowieckie";"420";"479";"230";"190";"0";"1";"0";"0";"0";"0";"0";"0";"0";"190";"0";"0";"190";"4";"1";"3";"0";"186";"154";"21";"11"
"3c1c-a4c6-eb46-5e46-3447-7d8a-756a-dd04";"142203";"39";"1";"wieś";"stały";"Budynek OSP, ul. Stanisława Chełchowskiego 12, 06-415 Czernice Borowe";"gm. Czernice Borowe";"przasnyski";"mazowieckie";"955";"1062";"375";"580";"2";"4";"0";"0";"0";"0";"0";"0";"0";"580";"0";"0";"580";"11";"0";"11";"0";"569";"418";"100";"51"
"533e-6602-0ef0-f049-46bc-49c9-383e-8cc1";"142203";"39";"2";"wieś";"stały";"Strażnica OSP, Pawłowo Kościelne 21, 06-415 Czernice Borowe";"gm. Czernice Borowe";"przasnyski";"mazowieckie";"420";"473";"174";"246";"1";"0";"0";"0";"0";"0";"0";"0";"0";"246";"0";"0";"246";"8";"0";"8";"0";"238";"207";"22";"9"
"44ac-eec4-0a6e-ac73-b2bb-ddce-4ba7-21ec";"142203";"39";"3";"wieś";"stały";"Strażnica OSP, Rostkowo 38, 06-415 Czernice Borowe";"gm. Czernice Borowe";"przasnyski";"mazowieckie";"750";"829";"309";"441";"0";"1";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"13";"0";"13";"0";"428";"303";"84";"41"
"bd44-1557-b665-bf94-9dd9-8940-799b-3d6a";"142203";"39";"4";"wieś";"stały";"Budynek OSP, Węgra 23, 06-415 Czernice Borowe";"gm. Czernice Borowe";"przasnyski";"mazowieckie";"600";"667";"183";"417";"2";"1";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"10";"3";"7";"0";"407";"301";"53";"53"
"e3a9-3bd2-ffc7-cded-824e-2f9f-9c0e-3b99";"142204";"39";"1";"wieś";"stały";"Publiczne Gimnazjum im. Św. Stanisława Kostki w Jednorożcu, ul. Odrodzenia 13, 06-323 Jednorożec";"gm. Jednorożec";"przasnyski";"mazowieckie";"1460";"1596";"713";"747";"0";"0";"0";"0";"0";"0";"0";"0";"0";"747";"0";"0";"747";"31";"3";"28";"0";"716";"406";"194";"116"
"374a-d40c-23a4-74ac-36b2-1c59-92f7-3859";"142204";"39";"2";"wieś";"stały";"Strażnica Ochotniczej Straży Pożarnej w Jednorożcu, ul. Warszawska 5, 06-323 Jednorożec";"gm. Jednorożec";"przasnyski";"mazowieckie";"1029";"1133";"574";"455";"0";"0";"0";"0";"0";"0";"0";"0";"0";"455";"0";"0";"455";"8";"0";"8";"0";"447";"272";"109";"66"
"3665-63ee-69c1-362b-2aa3-d8d3-8eec-bf75";"142204";"39";"3";"wieś";"stały";"Świetlica Wiejska w Małowidzu, Małowidz 72a, 06-323 Jednorożec";"gm. Jednorożec";"przasnyski";"mazowieckie";"250";"289";"116";"134";"0";"1";"0";"0";"0";"0";"0";"0";"0";"134";"0";"0";"134";"5";"1";"4";"0";"129";"96";"15";"18"
"9893-f5d6-438f-58c3-50dc-cdd8-91d8-c131";"142204";"39";"4";"wieś";"stały";"Lokal prywatny Pana Mieczysława Koszczaka, Kobylaki-Konopki 1A, 06-323 Jednorożec";"gm. Jednorożec";"przasnyski";"mazowieckie";"170";"197";"70";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";"0";"0";"100";"2";"0";"2";"0";"98";"80";"12";"6"
"0e25-26b1-d514-07ae-7fa6-29bb-6b68-22f8";"142204";"39";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Lipie, Lipa 64, 06-323 Jednorożec";"gm. Jednorożec";"przasnyski";"mazowieckie";"426";"475";"184";"242";"0";"2";"0";"0";"0";"0";"0";"0";"0";"242";"0";"0";"242";"5";"0";"5";"0";"237";"146";"52";"39"
"4a6a-f9bf-e4d1-68ab-f8a5-4ec1-cce5-5dbb";"142204";"39";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa Żelazna Rządowa-Parciaki z siedzibą w Parciakach, Parciaki 22, 06-323 Jednorożec";"gm. Jednorożec";"przasnyski";"mazowieckie";"546";"606";"229";"317";"0";"2";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"7";"0";"7";"0";"310";"209";"57";"44"
"165a-3c50-6529-250d-57e2-501f-c23e-0b02";"142204";"39";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa Żelazna Rządowa-Parciaki z siedzibą w Parciakach, Żelazna Rządowa 27A, 06-323 Jednorożec";"gm. Jednorożec";"przasnyski";"mazowieckie";"370";"416";"211";"159";"0";"1";"0";"0";"0";"0";"0";"0";"0";"159";"0";"0";"159";"7";"1";"6";"0";"152";"104";"31";"17"
"0d3a-d2c5-5aa5-a938-a3b1-c4fc-442d-a169";"142204";"39";"8";"wieś";"stały";"Szkoła Podstawowa w Olszewce, Olszewka 80, 06-323 Jednorożec";"gm. Jednorożec";"przasnyski";"mazowieckie";"400";"443";"159";"241";"0";"1";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"8";"0";"8";"0";"233";"169";"36";"28"
"2e3d-a0a6-1c60-e770-cfa7-5e90-3915-d6c7";"142204";"39";"9";"wieś";"stały";"Budynek po byłej szkole podstawowej w Połoni, Połoń 5, 06-323 Jednorożec";"gm. Jednorożec";"przasnyski";"mazowieckie";"240";"264";"75";"165";"0";"1";"0";"0";"0";"0";"0";"0";"0";"165";"0";"0";"165";"6";"0";"6";"0";"159";"111";"29";"19"
"add4-ca94-5c21-e9c6-8da3-c8f1-58c3-5153";"142204";"39";"10";"wieś";"stały";"Strażnica Ochotniczej Straży Pożarnej w Budach Rządowych, Budy Rządowe 29, 06-323 Jednorożec";"gm. Jednorożec";"przasnyski";"mazowieckie";"140";"150";"67";"73";"0";"0";"0";"0";"0";"0";"0";"0";"0";"73";"0";"0";"73";"2";"0";"2";"0";"71";"36";"29";"6"
"c384-362d-5133-87dd-fcd5-1de9-dfc0-910b";"142205";"39";"1";"wieś";"stały";"Szkoła Podstawowa w Krasnem, ul. Spółdzielcza 1, 06-408 Krasne";"gm. Krasne";"przasnyski";"mazowieckie";"1489";"1629";"653";"836";"1";"2";"0";"0";"0";"0";"0";"0";"0";"836";"0";"0";"836";"20";"3";"17";"0";"816";"590";"145";"81"
"be2b-c016-5d8d-9555-e90e-9790-57cb-d0d0";"142205";"39";"2";"wieś";"stały";"Budynek po byłej Szkole Podstawowej w Milewie-Szwejkach, Milewo-Szwejki 19, 06-408 Krasne";"gm. Krasne";"przasnyski";"mazowieckie";"450";"505";"204";"246";"0";"0";"0";"0";"0";"0";"0";"0";"0";"246";"0";"0";"246";"3";"0";"3";"0";"243";"166";"54";"23"
"2664-4a39-321b-48d8-c03e-b60f-d4c9-5424";"142205";"39";"3";"wieś";"stały";"Szkoła Podstawowa w Zielonej, Zielona 3, 06-408 Krasne";"gm. Krasne";"przasnyski";"mazowieckie";"740";"814";"308";"432";"1";"2";"0";"0";"0";"0";"0";"0";"0";"432";"0";"0";"432";"9";"1";"8";"0";"423";"288";"80";"55"
"7032-43ac-4fee-acff-2969-0882-9d94-d22b";"142206";"39";"1";"wieś";"stały";"Urząd Gminy Krzynowłoga Mała, ul. Kościelna 3, 06-316 Krzynowłoga Mała";"gm. Krzynowłoga Mała";"przasnyski";"mazowieckie";"1171";"1282";"394";"777";"3";"7";"0";"0";"0";"0";"0";"0";"0";"777";"0";"0";"777";"18";"0";"18";"0";"759";"578";"91";"90"
"38d1-b6e6-6b8d-d32c-5df3-0725-44d6-ffcc";"142206";"39";"2";"wieś";"stały";"Świetlica wiejska w Świniarach, Świniary, 06-316 Krzynowłoga Mała";"gm. Krzynowłoga Mała";"przasnyski";"mazowieckie";"160";"179";"47";"113";"0";"0";"0";"0";"0";"0";"0";"0";"0";"113";"0";"0";"113";"0";"0";"0";"0";"113";"80";"20";"13"
"ab6a-860a-50d9-682c-e015-2640-159e-381c";"142206";"39";"3";"wieś";"stały";"Szkoła Podstawowa w Ulatowie-Adamach, Ulatowo-Adamy 9, 06-316 Krzynowłoga Mała";"gm. Krzynowłoga Mała";"przasnyski";"mazowieckie";"350";"394";"151";"199";"0";"3";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"10";"3";"7";"0";"189";"141";"24";"24"
"91d8-9f62-c5b1-759d-83d8-778a-6b4b-e9cf";"142206";"39";"4";"wieś";"stały";"Budynek byłej Szkoły Podstawowej w Grabowie-Rżańcach, Grabowo-Rżańce, 06-316 Krzynowłoga Mała";"gm. Krzynowłoga Mała";"przasnyski";"mazowieckie";"160";"171";"81";"79";"0";"0";"0";"0";"0";"0";"0";"0";"0";"79";"0";"0";"79";"0";"0";"0";"0";"79";"66";"6";"7"
"1f17-f161-4faa-67b1-92dd-dcdf-9dc2-f8c5";"142206";"39";"5";"wieś";"stały";"Budynek byłej Szkoły Podstawowej w Rudnie Jeziorowym, Rudno Jeziorowe, 06-316 Krzynowłoga Mała";"gm. Krzynowłoga Mała";"przasnyski";"mazowieckie";"180";"196";"56";"124";"0";"0";"0";"0";"0";"0";"0";"0";"0";"124";"0";"0";"124";"2";"0";"2";"0";"122";"106";"8";"8"
"e41b-99e5-908a-cb16-cabf-219a-70b8-e175";"142206";"39";"6";"wieś";"stały";"Szkoła Podstawowa w Romanach-Seborach, Romany-Sebory 7, 06-300 Przasnysz";"gm. Krzynowłoga Mała";"przasnyski";"mazowieckie";"330";"372";"110";"220";"0";"0";"0";"0";"0";"0";"0";"0";"0";"220";"0";"0";"220";"3";"0";"3";"0";"217";"183";"19";"15"
"a5e2-df3c-4307-2fba-d8c7-630f-158b-cc89";"142206";"39";"7";"wieś";"stały";"Świetlica wiejska w budynku OSP w Kakach-Mroczkach, Kaki-Mroczki 30, 06-316 Krzynowłoga Mała";"gm. Krzynowłoga Mała";"przasnyski";"mazowieckie";"190";"214";"52";"138";"0";"0";"0";"0";"0";"0";"0";"0";"0";"138";"0";"0";"138";"8";"1";"7";"0";"130";"107";"13";"10"
"bf67-9208-7787-db9a-dbd1-93e7-767b-d085";"142207";"39";"1";"wieś";"stały";"Świetlica Wiejska w Obrębie, Obrąb 78, 06-300 Przasnysz";"gm. Przasnysz";"przasnyski";"mazowieckie";"370";"406";"143";"227";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"10";"0";"10";"0";"217";"142";"49";"26"
"4e4d-f857-9be4-2c8f-5273-9b5b-8d0e-30b0";"142207";"39";"2";"wieś";"stały";"Szkoła Podstawowa im. Świętego Stanisława Kostki w Lesznie, Leszno 189, 06-300 Przasnysz";"gm. Przasnysz";"przasnyski";"mazowieckie";"709";"777";"287";"422";"0";"1";"0";"0";"0";"0";"0";"0";"0";"422";"0";"0";"422";"7";"1";"6";"0";"415";"302";"77";"36"
"ee9c-726d-dfcc-b159-18d8-b168-efb4-16b4";"142207";"39";"3";"wieś";"stały";"Gminna Biblioteka Publiczna im. Józefa Narzymskiego w Bogatem, Bogate 57a, 06-300 Przasnysz";"gm. Przasnysz";"przasnyski";"mazowieckie";"1068";"1163";"470";"598";"0";"1";"0";"0";"0";"0";"0";"0";"0";"598";"0";"0";"598";"4";"1";"3";"0";"594";"470";"68";"56"
