"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Władysław KOZAKIEWICZ";"Piotr ROMAN";"Rafał Józef ŚLUSARZ"
"e8fe-468f-27d5-c08d-9dc6-79c3-0da5-4f94";"020106";"1";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Iwiny Osiedle I 6, 59-720 Iwiny";"gm. Warta Bolesławiecka";"bolesławiecki";"dolnośląskie";"1099";"1234";"436";"663";"0";"5";"0";"0";"0";"0";"0";"0";"0";"663";"0";"0";"663";"9";"0";"9";"0";"654";"145";"211";"298"
"0ffe-daad-2491-e3a8-660b-38f4-ccaa-8e4c";"020106";"1";"5";"wieś";"stały";"Świetlica Wiejska, Szczytnica 34A, 59-720 Szczytnica";"gm. Warta Bolesławiecka";"bolesławiecki";"dolnośląskie";"999";"1058";"572";"427";"1";"0";"0";"0";"0";"0";"0";"0";"0";"427";"0";"0";"427";"8";"1";"7";"0";"419";"103";"140";"176"
"e73a-14c8-299d-d6d9-3c51-1015-e5d3-b296";"020106";"1";"6";"wieś";"stały";"Kino „Kujawy”, Raciborowice Dolne 61, 59-720 Raciborowice Dolne";"gm. Warta Bolesławiecka";"bolesławiecki";"dolnośląskie";"698";"747";"331";"367";"1";"0";"0";"0";"0";"0";"0";"0";"0";"367";"0";"0";"367";"4";"3";"1";"0";"363";"62";"103";"198"
"24e5-a47a-4337-2192-beb1-b2f5-7e83-fd2f";"021001";"1";"1";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Europejskich Dróg Świętego Jakuba, ul. Rybacka 16, 59-800 Lubań";"m. Lubań";"lubański";"dolnośląskie";"1399";"1481";"589";"810";"0";"4";"0";"0";"0";"0";"0";"0";"0";"810";"0";"0";"810";"12";"2";"10";"0";"798";"410";"128";"260"
"6851-a644-8539-839b-3b10-a48a-eab5-4d64";"021001";"1";"2";"miasto";"stały";"Galeria Łużycka-Tret, ul. Rynek-Sukiennice 38, 59-800 Lubań";"m. Lubań";"lubański";"dolnośląskie";"1295";"1507";"438";"857";"4";"11";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"20";"4";"16";"0";"837";"345";"152";"340"
"0849-f92a-9930-b99d-0f01-bc3a-0981-3fa5";"021001";"1";"3";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Tadeusza Kościuszki w Lubaniu, ul. Adama Mickiewicza 1, 59-800 Lubań";"m. Lubań";"lubański";"dolnośląskie";"2602";"2881";"1118";"1484";"2";"13";"0";"0";"0";"0";"0";"0";"0";"1484";"0";"0";"1484";"25";"1";"24";"0";"1459";"687";"287";"485"
"0fa1-589c-3314-ea8f-48f3-2465-50c1-a0ce";"021001";"1";"4";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych, ul. Władysława Łokietka 2, 59-800 Lubań";"m. Lubań";"lubański";"dolnośląskie";"2700";"2939";"826";"1874";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1874";"0";"0";"1874";"23";"5";"18";"0";"1851";"846";"305";"700"
"6204-9520-baeb-1302-b895-145a-0eac-6186";"021001";"1";"5";"miasto";"stały";"Przedszkole Miejskie nr 5 im. Juliana Tuwima, ul. Mieszka II 1, 59-800 Lubań";"m. Lubań";"lubański";"dolnośląskie";"1000";"1088";"382";"618";"1";"4";"0";"0";"0";"0";"0";"0";"0";"618";"0";"0";"618";"14";"1";"13";"0";"604";"312";"103";"189"
"d6f4-5223-1529-16e8-feb2-0ad4-f3a8-3690";"021001";"1";"6";"miasto";"stały";"Szkoła Podstawowa nr 4 im. Kawalerów Orderu Uśmiechu w Lubaniu, ul. Mikołaja Kopernika 15, 59-800 Lubań";"m. Lubań";"lubański";"dolnośląskie";"2298";"2551";"791";"1507";"2";"40";"0";"0";"0";"0";"0";"0";"0";"1507";"0";"0";"1507";"19";"7";"12";"0";"1488";"780";"224";"484"
"e986-7405-f0b7-0ca2-ade6-db61-f72c-651e";"021001";"1";"7";"miasto";"stały";"Żłobek Miejski, ul. Różana 1, 59-800 Lubań";"m. Lubań";"lubański";"dolnośląskie";"2302";"2469";"941";"1361";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1361";"0";"0";"1361";"31";"9";"22";"0";"1330";"616";"241";"473"
"9036-321b-a35a-af55-9e72-915d-477e-e700";"021001";"1";"8";"miasto";"stały";"Miejski Dom Kultury, ul. Tadeusza Kościuszki 4, 59-800 Lubań";"m. Lubań";"lubański";"dolnośląskie";"697";"805";"226";"471";"0";"3";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"11";"4";"7";"0";"460";"206";"84";"170"
"97bc-88b7-78ba-8862-c8e3-bd75-b4d2-dec0";"021001";"1";"9";"miasto";"stały";"Szkoła Podstawowa nr 3 im. Jana Pawła II z Oddziałami Integracyjnymi w Lubaniu, ul. Skalnicza 3, 59-800 Lubań";"m. Lubań";"lubański";"dolnośląskie";"799";"851";"349";"450";"0";"1";"0";"0";"0";"0";"0";"0";"0";"450";"0";"0";"450";"10";"0";"10";"0";"440";"176";"84";"180"
"6df9-d672-b060-c2ca-5fa2-59d0-93de-bfbe";"021001";"1";"10";"miasto";"zakład leczniczy";"Niepubliczny Zakład Opieki Zdrowotnej Łużyckie Centrum Medyczne w Lubaniu Sp. z o. o., ul. Zawidowska 4, 59-800 Lubań";"m. Lubań";"lubański";"dolnośląskie";"60";"53";"38";"22";"0";"1";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"22";"1";"0";"1";"0";"21";"5";"5";"11"
"42a2-bb13-8fb7-8ed2-fa9f-0cb1-0025-73de";"021002";"1";"1";"miasto";"stały";"Miejska Biblioteka Publiczna, ul. Skłodowskiej-Curie 2, 59-850 Świeradów-Zdrój";"m. Świeradów-Zdrój";"lubański";"dolnośląskie";"850";"1033";"137";"713";"3";"171";"0";"0";"0";"0";"0";"0";"0";"713";"0";"0";"713";"9";"3";"6";"0";"704";"335";"103";"266"
"a682-58e4-748e-f659-ef0a-cfe8-0d6c-87d7";"021002";"1";"2";"miasto";"stały";"Miejski Zespół Szkół, ul. Skłodowskiej-Curie 2, 59-850 Świeradów-Zdrój";"m. Świeradów-Zdrój";"lubański";"dolnośląskie";"800";"1030";"150";"650";"0";"147";"0";"0";"0";"0";"0";"0";"0";"650";"0";"0";"650";"16";"0";"16";"0";"634";"328";"84";"222"
"9b8f-ee11-86cf-45f6-f6a8-beba-4dd3-4438";"021002";"1";"3";"miasto";"stały";"Miejski Zespół Szkół, ul. Skłodowskiej-Curie 2, 59-850 Świeradów-Zdrój";"m. Świeradów-Zdrój";"lubański";"dolnośląskie";"800";"845";"372";"428";"0";"9";"0";"0";"0";"0";"0";"0";"0";"428";"0";"0";"428";"10";"0";"10";"0";"418";"226";"64";"128"
"b858-7484-e103-fe1a-5eae-64a5-8296-6de6";"021002";"1";"4";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Sanatoryjna 3, 59-850 Świeradów-Zdrój";"m. Świeradów-Zdrój";"lubański";"dolnośląskie";"702";"746";"317";"385";"0";"18";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"12";"0";"12";"0";"373";"159";"43";"171"
"ecd3-eff6-9029-1d3b-b7ab-be96-abba-792e";"021002";"1";"5";"miasto";"zakład leczniczy";"Uzdrowisko Świeradów-Czerniawa Sp. z o. o. Grupa PGU Szpital Centrum Rehabilitacji i Reumatologii ""Goplana"", ul. Piłsudskiego 33, 59-850 Świeradów-Zdrój";"m. Świeradów-Zdrój";"lubański";"dolnośląskie";"30";"6";"24";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"6";"1";"0";"1";"0";"5";"5";"0";"0"
"0f5a-1641-7a01-e49c-551a-20dc-c5e0-a2ca";"021003";"1";"1";"miasto";"stały";"Ośrodek Kultury i Sportu, ul. Elizy Orzeszkowej 5a, 59-820 Leśna";"gm. Leśna";"lubański";"dolnośląskie";"1300";"1470";"525";"775";"3";"32";"0";"0";"0";"0";"0";"0";"0";"775";"0";"0";"775";"32";"13";"19";"0";"743";"318";"109";"316"
"2f6b-ef5d-ad59-d65a-e4fc-04a1-4f71-3f75";"021003";"1";"2";"miasto";"stały";"Szkoła Podstawowa im. J. Pawła II w Smolniku, ul. Kościuszki 7 - 9, 59-820 Leśna";"gm. Leśna";"lubański";"dolnośląskie";"1399";"1512";"519";"880";"4";"11";"0";"0";"0";"0";"0";"0";"0";"880";"0";"0";"880";"14";"4";"10";"0";"866";"395";"137";"334"
"0e27-ce74-a610-87fb-9217-06f4-fc9d-2b5a";"021003";"1";"3";"wieś";"stały";"Szkoła Podstawowa im. J. Pawła II w Smolniku, Smolnik 52, 59-820 Leśna";"gm. Leśna";"lubański";"dolnośląskie";"1200";"1323";"530";"670";"0";"8";"0";"0";"0";"0";"0";"0";"0";"670";"0";"0";"670";"11";"7";"4";"0";"659";"349";"94";"216"
"2d82-5d0a-09b7-1c56-165e-3e75-1688-9580";"021003";"1";"4";"wieś";"stały";"Hala sportowa przy Zespole Szkolno-Przedszkolnym w Pobiednej, ul. Nowomiejska 31, 59-814 Pobiedna";"gm. Leśna";"lubański";"dolnośląskie";"1000";"1143";"450";"550";"0";"1";"0";"0";"0";"0";"0";"0";"0";"550";"0";"0";"550";"12";"4";"8";"0";"538";"182";"97";"259"
"5055-2342-55f9-7eac-9f28-5b2a-e79f-72cf";"021003";"1";"5";"wieś";"stały";"Świetlica w Świeciu, Świecie 196A, 59-820 Leśna";"gm. Leśna";"lubański";"dolnośląskie";"400";"468";"184";"216";"1";"3";"0";"0";"0";"0";"0";"0";"0";"216";"0";"0";"216";"1";"0";"1";"0";"215";"82";"30";"103"
"aa4b-175f-4d59-1212-121a-deb1-21e7-216b";"021003";"1";"6";"wieś";"stały";"Świetlica Wiejska w Szyszkowej, Szyszkowa 65, 59-820 Leśna";"gm. Leśna";"lubański";"dolnośląskie";"600";"695";"263";"337";"0";"2";"0";"0";"0";"0";"0";"0";"0";"337";"0";"0";"337";"3";"0";"3";"0";"334";"132";"48";"154"
"c318-789b-3068-f2c2-1622-0442-3922-8116";"021003";"1";"7";"wieś";"stały";"Świetlica OSP w Złotnikach Lubańskich, Złotniki Lubańskie 43, 59-820 Leśna";"gm. Leśna";"lubański";"dolnośląskie";"599";"644";"282";"317";"0";"19";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"10";"1";"9";"0";"307";"113";"54";"140"
"c156-db27-7a0e-45ef-3ee8-e2e8-db4c-a923";"021003";"1";"8";"wieś";"stały";"Świetlica Wiejska w Grabiszycach Górnych, Grabiszyce Górne 2, 59-820 Leśna";"gm. Leśna";"lubański";"dolnośląskie";"500";"603";"240";"260";"0";"0";"0";"0";"0";"0";"0";"0";"0";"260";"0";"0";"260";"4";"0";"4";"0";"256";"115";"43";"98"
"eaec-cca7-cf54-fe4e-0c84-9c1b-7a35-b981";"021004";"1";"1";"wieś";"stały";"Świetlica wiejska w Henrykowie Lubańskim, Henryków Lubański 375A, 59-800 Lubań";"gm. Lubań";"lubański";"dolnośląskie";"600";"641";"283";"317";"0";"1";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"4";"1";"3";"0";"313";"101";"47";"165"
"f2df-d63e-7de8-4074-24f2-6b27-d846-ce8d";"021004";"1";"2";"wieś";"stały";"Świetlica wiejska w Kościelniku, Kościelnik 18A, 59-800 Lubań";"gm. Lubań";"lubański";"dolnośląskie";"800";"894";"313";"487";"0";"2";"0";"0";"0";"0";"0";"0";"0";"487";"0";"0";"487";"9";"0";"9";"0";"478";"205";"73";"200"
"b3f4-50cb-9b36-9d17-c456-e306-bf7f-1659";"021004";"1";"3";"wieś";"stały";"Świetlica wiejska w Mściszowie, Mściszów 86, 59-800 Lubań";"gm. Lubań";"lubański";"dolnośląskie";"300";"286";"167";"133";"0";"0";"0";"0";"0";"0";"0";"0";"0";"133";"0";"0";"133";"2";"1";"1";"0";"131";"51";"19";"61"
"02b1-4384-eb5f-ea9d-2e20-74d6-dc38-6273";"021004";"1";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Radogoszczy, Radogoszcz 61B, 59-800 Lubań";"gm. Lubań";"lubański";"dolnośląskie";"300";"284";"108";"192";"0";"1";"0";"0";"0";"0";"0";"0";"0";"192";"0";"0";"192";"2";"0";"2";"0";"190";"85";"25";"80"
"0964-5475-bba0-6a27-67e0-e546-1d44-dab1";"021004";"1";"5";"wieś";"stały";"Świetlica wiejska w Nawojowie Łużyckim, Nawojów Łużycki 76, 59-800 Lubań";"gm. Lubań";"lubański";"dolnośląskie";"500";"518";"258";"242";"0";"0";"0";"0";"0";"0";"0";"0";"0";"242";"0";"0";"242";"5";"0";"5";"0";"237";"85";"50";"102"
"ff26-174e-79ea-33e7-c904-5ce4-cffa-ba59";"021004";"1";"6";"wieś";"stały";"Remiza OSP Pisarzowice, Pisarzowice 274A, 59-800 Lubań";"gm. Lubań";"lubański";"dolnośląskie";"1100";"1227";"457";"643";"0";"7";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"11";"0";"11";"0";"632";"246";"111";"275"
"740c-b43b-dc3d-3111-ee6f-eb88-a99f-3dcb";"021004";"1";"7";"wieś";"stały";"Gminna Biblioteka Publiczna w Pisarzowicach-Filia w Radostowie, Radostów Średni 54A, 59-800 Lubań";"gm. Lubań";"lubański";"dolnośląskie";"700";"816";"329";"371";"0";"1";"0";"0";"0";"0";"0";"0";"0";"371";"0";"0";"371";"4";"2";"2";"0";"367";"141";"82";"144"
"5aa3-291d-1408-bf7c-d6b6-d44e-c70f-be57";"021004";"1";"8";"wieś";"stały";"Sołtysówka, ul. Różana 18, 59-800 Lubań";"gm. Lubań";"lubański";"dolnośląskie";"400";"443";"113";"287";"0";"2";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"5";"1";"4";"0";"282";"119";"68";"95"
"53d5-963a-9933-68db-bb39-6aee-ec83-8f65";"021005";"1";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Olszynie, ul. Wolności 17B, 59-830 Olszyna";"gm. Olszyna";"lubański";"dolnośląskie";"1700";"1852";"781";"919";"1";"1";"0";"0";"0";"0";"0";"0";"0";"918";"0";"0";"918";"16";"6";"10";"0";"902";"408";"143";"351"
"b823-f26e-b06f-d17a-a7d7-0ed3-2da8-92a3";"021005";"1";"2";"miasto";"stały";"Gminny Ośrodek Kultury, ul. Wolności 20D, 59-830 Olszyna";"gm. Olszyna";"lubański";"dolnośląskie";"1699";"1852";"755";"944";"2";"7";"0";"0";"0";"0";"0";"0";"0";"944";"0";"0";"944";"21";"10";"11";"0";"923";"446";"130";"347"
"2086-f17d-693c-1c09-88f0-5d88-eeb6-ddc9";"021005";"1";"3";"wieś";"stały";"Świetlica Wiejska, Biedrzychowice 24B, 59-830 Olszyna";"gm. Olszyna";"lubański";"dolnośląskie";"1000";"1047";"437";"563";"1";"2";"0";"0";"0";"0";"0";"0";"0";"563";"0";"0";"563";"17";"3";"14";"0";"546";"206";"87";"253"
"a92c-b94a-2269-9b69-cbb9-e293-ecbd-422a";"021005";"1";"4";"wieś";"stały";"Świetlica Wiejska, Grodnica 44, 59-830 Olszyna";"gm. Olszyna";"lubański";"dolnośląskie";"298";"381";"108";"190";"0";"2";"0";"0";"0";"0";"0";"0";"0";"190";"0";"0";"190";"6";"4";"2";"0";"184";"64";"21";"99"
"5bca-365c-6ada-a933-7d87-165a-1a8d-c2e7";"021006";"1";"1";"wieś";"stały";"Szkoła Podstawowa im. Emilii Plater w Platerówce, Platerówka 213, 59-816 Platerówka";"gm. Platerówka";"lubański";"dolnośląskie";"606";"692";"238";"368";"1";"1";"0";"0";"0";"0";"0";"0";"0";"367";"0";"0";"367";"16";"2";"14";"0";"351";"111";"57";"183"
"20f9-0591-4b08-53f8-1d3f-c980-11cf-4056";"021006";"1";"2";"wieś";"stały";"Szkoła Podstawowa im. Emilii Plater w Platerówce, Włosień 207, 59-816 Platerówka";"gm. Platerówka";"lubański";"dolnośląskie";"520";"594";"179";"341";"0";"1";"0";"0";"0";"0";"0";"0";"0";"341";"0";"0";"341";"8";"0";"8";"0";"333";"112";"37";"184"
"917f-c2ac-9200-2f49-99da-0ddc-ff55-7a0d";"021007";"1";"1";"wieś";"stały";"Dom Kultury w Siekierczynie, Siekierczyn 1, 59-818 Siekierczyn";"gm. Siekierczyn";"lubański";"dolnośląskie";"1500";"1650";"616";"884";"0";"0";"0";"0";"0";"0";"0";"0";"0";"884";"0";"0";"884";"20";"2";"18";"0";"864";"350";"121";"393"
"ee1e-30ef-6ae9-9dca-e975-dd8f-dcc7-b28e";"021007";"1";"2";"wieś";"stały";"Szkoła Podstawowa w Zarębie, Zaręba ul. Szkolna 2, 59-800 Lubań";"gm. Siekierczyn";"lubański";"dolnośląskie";"1500";"1574";"641";"859";"0";"1";"0";"0";"0";"0";"0";"0";"0";"859";"0";"0";"859";"11";"3";"8";"0";"848";"352";"138";"358"
"0332-c355-1a1c-06d5-f3c7-cf52-d6c3-5b56";"021007";"1";"3";"wieś";"stały";"Świetlica Opiekuńczo-Wychowawcza w Rudzicy, Rudzica 135, 59-818 Siekierczyn";"gm. Siekierczyn";"lubański";"dolnośląskie";"300";"365";"98";"202";"0";"0";"0";"0";"0";"0";"0";"0";"0";"202";"0";"0";"202";"3";"1";"2";"0";"199";"68";"28";"103"
"9bdc-3f99-6210-7072-ab7b-3470-7541-d129";"021007";"1";"4";"wieś";"zakład karny";"Zakład Karny w Zarębie, Zaręba ul. Leśna 4, 59-800 Lubań";"gm. Siekierczyn";"lubański";"dolnośląskie";"404";"376";"224";"180";"0";"0";"0";"0";"0";"0";"0";"0";"0";"180";"0";"0";"180";"1";"0";"1";"0";"179";"95";"54";"30"
"b10e-75fe-d255-7478-1d62-754e-894b-9b4e";"021201";"1";"1";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Kombatantów Ziemi Gryfowskiej, ul. Uczniowska 11, 59-620 Gryfów Śląski";"gm. Gryfów Śląski";"lwówecki";"dolnośląskie";"1399";"1521";"641";"758";"1";"2";"0";"0";"0";"0";"0";"0";"0";"758";"0";"0";"758";"18";"2";"16";"0";"740";"296";"96";"348"
"9ff2-c2a2-455a-6cd0-84ed-2763-6a29-9480";"021201";"1";"2";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Bohaterów Łużyckiej Brygady WOP, ul. Uczniowska 17, 59-620 Gryfów Śląski";"gm. Gryfów Śląski";"lwówecki";"dolnośląskie";"1100";"1193";"443";"657";"0";"3";"0";"0";"0";"0";"0";"0";"0";"657";"0";"0";"657";"9";"1";"8";"0";"648";"276";"85";"287"
"244f-2e99-32da-15ea-c148-808b-32e0-5844";"021201";"1";"3";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, ul. Kolejowa 33a, 59-620 Gryfów Śląski";"gm. Gryfów Śląski";"lwówecki";"dolnośląskie";"1501";"1595";"658";"843";"1";"8";"0";"0";"0";"0";"0";"0";"0";"843";"0";"0";"843";"16";"2";"14";"0";"827";"379";"114";"334"
"ba39-9ad0-31dc-5758-1913-1983-95cb-2455";"021201";"1";"4";"miasto";"stały";"Urząd Gminy i Miasta, ul. Rynek 1, 59-620 Gryfów Śląski";"gm. Gryfów Śląski";"lwówecki";"dolnośląskie";"1800";"1908";"896";"904";"4";"4";"0";"0";"0";"0";"0";"0";"0";"904";"0";"0";"904";"25";"1";"24";"0";"879";"359";"127";"393"
"2756-bf52-35c5-b478-9e9e-85b5-44df-c607";"021201";"1";"5";"wieś";"stały";"Szkoła Podstawowa, Rząsiny 94, 59-620 Gryfów Śląski";"gm. Gryfów Śląski";"lwówecki";"dolnośląskie";"400";"464";"160";"240";"0";"3";"0";"0";"0";"0";"0";"0";"0";"240";"0";"0";"240";"2";"0";"2";"0";"238";"69";"40";"129"
"9724-d04a-120d-557a-ae19-1dde-76fe-3f6b";"021201";"1";"6";"wieś";"stały";"Szkoła Podstawowa, Ubocze 169, 59-620 Gryfów Ślaski";"gm. Gryfów Śląski";"lwówecki";"dolnośląskie";"898";"974";"374";"524";"0";"2";"0";"0";"0";"0";"0";"0";"0";"524";"0";"0";"524";"3";"0";"3";"0";"521";"169";"83";"269"
"ef94-fb92-a6bb-f7a7-9bc1-d720-7511-8f91";"021201";"1";"7";"miasto";"zakład leczniczy";"Powiatowe Centrum Zdrowia Sp. z o. o. w Lwówku Śląskim-Szpital im. Hugona Kołłątaja, ul. Rzeczna 25, 59-620 Gryfów Śląski";"gm. Gryfów Śląski";"lwówecki";"dolnośląskie";"70";"41";"39";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"1";"1";"0";"0";"30";"7";"1";"22"
"838d-10f5-f56a-b5a3-46b5-2f9e-604b-d78d";"021202";"1";"1";"miasto";"stały";"Internat Zespołu Szkół w Lubomierzu, Plac Kościelny 5, 59-623 Lubomierz";"gm. Lubomierz";"lwówecki";"dolnośląskie";"1499";"1645";"669";"830";"2";"57";"0";"0";"0";"0";"0";"0";"0";"830";"0";"0";"830";"17";"4";"13";"0";"813";"359";"116";"338"
"307b-57d0-31dd-79f6-9aa4-0018-7657-f254";"021202";"1";"2";"wieś";"stały";"Szkoła Podstawowa w Pławnej, Pławna Górna 23, 59-623 Lubomierz";"gm. Lubomierz";"lwówecki";"dolnośląskie";"800";"862";"388";"412";"0";"5";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"7";"0";"7";"0";"405";"171";"73";"161"
"fc77-c3c5-2cef-fce2-5d26-29c7-fd07-ddf0";"021202";"1";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Lubomierzu Oddział Przedszkolny w Pasieczniku, Pasiecznik 92, 59-623 Lubomierz";"gm. Lubomierz";"lwówecki";"dolnośląskie";"500";"529";"215";"285";"1";"0";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"7";"0";"7";"0";"278";"115";"42";"121"
"03ff-d4d6-2840-b85e-5f8d-fb19-cc3f-3dcd";"021202";"1";"4";"wieś";"stały";"Świetlica Wiejska w Chmieleniu, Chmieleń 80, 59-623 Lubomierz";"gm. Lubomierz";"lwówecki";"dolnośląskie";"699";"723";"329";"370";"0";"5";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"370";"7";"4";"3";"0";"363";"131";"59";"173"
"9e88-0189-e0ad-fe2c-3949-eee8-8403-d60a";"021202";"1";"5";"wieś";"stały";"Świetlica Wiejska w Wojciechowie, Wojciechów 57, 59-623 Lubomierz";"gm. Lubomierz";"lwówecki";"dolnośląskie";"499";"569";"218";"281";"1";"0";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"7";"1";"6";"0";"274";"109";"60";"105"
"4dde-8798-79d1-e270-ddfb-70ee-1188-f73f";"021202";"1";"6";"wieś";"stały";"Świetlica Wiejska w Olesznej Podgórskiej, Oleszna Podgórska 67a, 59-623 Lubomierz";"gm. Lubomierz";"lwówecki";"dolnośląskie";"400";"420";"204";"196";"0";"0";"0";"0";"0";"0";"0";"0";"0";"196";"0";"0";"196";"3";"1";"2";"0";"193";"61";"23";"109"
"5efe-9cd6-4c80-eaa5-369b-6e1b-319a-ade3";"021202";"1";"7";"wieś";"zakład leczniczy";"Szpital Rehabilitacyjny PJ-MED w Popielówku, Popielówek 1, 59-623 Lubomierz";"gm. Lubomierz";"lwówecki";"dolnośląskie";"111";"64";"61";"50";"0";"10";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"50";"1";"1";"0";"0";"49";"19";"8";"22"
"a945-7d2b-ce50-f27e-1904-e44a-13bc-e010";"021203";"1";"1";"miasto";"stały";"Ratusz, Plac Wolności 1, 59-600 Lwówek Śląski";"gm. Lwówek Śląski";"lwówecki";"dolnośląskie";"1498";"1669";"513";"985";"1";"14";"0";"0";"0";"0";"0";"0";"0";"985";"0";"0";"985";"22";"5";"17";"0";"963";"375";"216";"372"
"518c-bac9-6fab-6e59-36de-08b0-ba5c-be65";"021203";"1";"2";"miasto";"stały";"Hala Sportowa, Aleja Wojska Polskiego 1, 59-600 Lwówek Śląski";"gm. Lwówek Śląski";"lwówecki";"dolnośląskie";"798";"844";"300";"498";"1";"5";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"14";"3";"11";"0";"484";"205";"105";"174"
"6d93-02dc-d56e-bfc9-ed99-7456-637f-4cce";"021203";"1";"3";"miasto";"stały";"Zespół Szkół Ogólnokształcących i Zawodowych, ul. Henryka Brodatego 1, 59-600 Lwówek Śląski";"gm. Lwówek Śląski";"lwówecki";"dolnośląskie";"796";"901";"253";"543";"0";"5";"0";"0";"0";"0";"0";"0";"0";"543";"0";"0";"543";"10";"1";"9";"0";"533";"258";"129";"146"
"64ce-4c3c-ecfc-c259-5053-13f6-14ae-b3d8";"021203";"1";"4";"miasto";"stały";"Budynek byłych ""PZZ-ów"", ul. Jaśkiewicza 20, 59-600 Lwówek Śląski";"gm. Lwówek Śląski";"lwówecki";"dolnośląskie";"999";"1130";"375";"624";"0";"8";"0";"0";"0";"0";"0";"0";"0";"624";"0";"0";"624";"10";"3";"7";"0";"614";"273";"138";"203"
"8b08-adb8-ace5-43fb-b753-e64c-bf55-0c1a";"021203";"1";"5";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Jana Pawła II 35, 59-600 Lwówek Śląski";"gm. Lwówek Śląski";"lwówecki";"dolnośląskie";"1799";"1896";"650";"1149";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1149";"0";"0";"1149";"20";"9";"11";"0";"1129";"478";"269";"382"
"d4f6-6bea-b77d-ab5e-4e37-56ff-ff68-7b9b";"021203";"1";"6";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Pałacowa 11, 59-600 Lwówek Śląski";"gm. Lwówek Śląski";"lwówecki";"dolnośląskie";"801";"863";"311";"490";"0";"5";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"15";"1";"14";"0";"475";"199";"102";"174"
"5ad2-ff1c-3698-788b-7f22-5432-71d3-cbb8";"021203";"1";"7";"wieś";"stały";"Powiatowa i Miejska Biblioteka Publiczna w Lwówku Śląskim Filia w Sobocie, Sobota 51, 59-600 Lwówek Śląski";"gm. Lwówek Śląski";"lwówecki";"dolnośląskie";"800";"842";"421";"379";"2";"4";"0";"0";"0";"0";"0";"0";"0";"379";"0";"0";"379";"6";"0";"6";"0";"373";"117";"80";"176"
