"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Małgorzata KOPICZKO";"Jolanta PIOTROWSKA";"Stanisław TOŁWIŃSKI"
"a9e6-9aa1-85f6-ebdc-6d6e-f34d-f94e-c3e6";"280802";"87";"2";"wieś";"stały";"Sala Gimnastyczna przy Szkole Podstawowej w Drogoszach, Drogosze 40, 11-410 Barciany";"gm. Barciany";"kętrzyński";"warmińsko-mazurskie";"730";"801";"455";"275";"0";"5";"0";"0";"0";"0";"0";"0";"0";"275";"0";"0";"275";"7";"7";"0";"0";"268";"113";"82";"73"
"8cb1-bd6e-ccaf-8d0c-2b30-f5db-aa71-7270";"280802";"87";"3";"wieś";"stały";"Sala Gimnastyczna przy Szkole Podstawowej w Windzie, Winda 6, 11-410 Barciany";"gm. Barciany";"kętrzyński";"warmińsko-mazurskie";"625";"678";"336";"289";"0";"1";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"6";"2";"4";"0";"283";"135";"99";"49"
"5b64-e1b5-d8f8-64f7-ec26-e267-cdf5-5ea5";"280802";"87";"4";"wieś";"stały";"Sala Gimnastyczna przy Szkole Podstawowej im. Jana Pawła II w Mołtajnach, Mołtajny 1, 11-410 Barciany";"gm. Barciany";"kętrzyński";"warmińsko-mazurskie";"931";"996";"601";"330";"0";"2";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"8";"1";"7";"0";"322";"163";"90";"69"
"c3e7-34b2-d370-26b0-b3f4-6895-280f-1a21";"280802";"87";"5";"wieś";"stały";"Budynek po byłej Szkole Podstawowej w Skandawie, Skandawa 34, 11-410 Barciany";"gm. Barciany";"kętrzyński";"warmińsko-mazurskie";"685";"752";"453";"232";"0";"2";"0";"0";"0";"0";"0";"0";"0";"232";"0";"0";"232";"8";"2";"6";"0";"224";"115";"60";"49"
"d754-060c-f14b-474d-5119-3b55-3401-0c66";"280803";"87";"1";"wieś";"stały";"Świetlica Wiejska w budynku po Szkole Podstawowej w Linkowie, Linkowo 19/5, 11-400 Kętrzyn";"gm. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";"260";"289";"168";"92";"0";"0";"0";"0";"0";"0";"0";"0";"0";"92";"0";"0";"92";"0";"0";"0";"0";"92";"42";"29";"21"
"f94b-420b-6f07-1894-9966-ea57-f891-7510";"280803";"87";"2";"wieś";"stały";"Świetlica Wiejska w Gałwunach, Gałwuny 1B, 11-400 Kętrzyn";"gm. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";"440";"466";"248";"192";"0";"0";"0";"0";"0";"0";"0";"0";"0";"192";"0";"0";"192";"3";"1";"2";"0";"189";"88";"53";"48"
"28a0-3695-6810-e290-3c66-70b2-6c1a-07db";"280803";"87";"3";"wieś";"stały";"Szkoła Podstawowa w Biedaszkach, Biedaszki 11, 11-400 Kętrzyn";"gm. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";"776";"838";"345";"431";"0";"0";"0";"0";"0";"0";"0";"0";"0";"431";"0";"0";"431";"6";"0";"6";"0";"425";"160";"172";"93"
"5f15-b01e-1183-e50c-bcf8-d8e1-1f91-9f8a";"280803";"87";"4";"wieś";"stały";"Urząd Gminy Kętrzyn, ul. T. Kościuszki 2, 11-400 Kętrzyn";"gm. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";"470";"507";"295";"175";"0";"5";"0";"0";"0";"0";"0";"0";"0";"175";"0";"0";"175";"3";"0";"3";"0";"172";"77";"52";"43"
"2c57-fe96-3a70-0282-9fe8-246e-4776-93ac";"280803";"87";"5";"wieś";"stały";"Szkoła Podstawowa w Wilkowie, Wilkowo 23, 11-440 Reszel";"gm. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";"461";"507";"272";"189";"0";"0";"0";"0";"0";"0";"0";"0";"0";"189";"0";"0";"189";"3";"0";"3";"0";"186";"90";"64";"32"
"9bd8-f43c-af5b-fb73-f5ae-4714-09f1-efd0";"280803";"87";"6";"wieś";"stały";"Świetlica Wiejska w Nowej Wsi Kętrzyńskiej, Nowa Wieś Kętrzyńska 8A/4, 11-400 Kętrzyn";"gm. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";"380";"400";"178";"202";"0";"0";"0";"0";"0";"0";"0";"0";"0";"202";"0";"0";"202";"2";"0";"2";"0";"200";"55";"79";"66"
"8095-ae54-5567-b74b-f1b7-ea40-7b85-4cd7";"280803";"87";"7";"wieś";"stały";"Szkoła Podstawowa w Nakomiadach, Nakomiady 1, 11-400 Kętrzyn";"gm. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";"819";"917";"490";"329";"0";"1";"0";"0";"0";"0";"0";"0";"0";"329";"0";"0";"329";"12";"3";"9";"0";"317";"110";"98";"109"
"c390-0527-4b02-cf2b-e1ce-3859-c4fb-5f3f";"280803";"87";"8";"wieś";"stały";"Szkoła Podstawowa w Kruszewcu z siedzibą Karolewo sala nr 15, Karolewo 9, 11-400 Kętrzyn";"gm. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";"655";"706";"257";"398";"1";"3";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"2";"2";"0";"0";"396";"143";"135";"118"
"4707-cfd1-2ac6-6f08-388a-8a0a-37bf-132e";"280803";"87";"9";"wieś";"stały";"Szkoła Podstawowa w Kruszewcu z siedzibą Karolewo sala nr 13, Karolewo 9, 11-400 Kętrzyn";"gm. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";"480";"521";"241";"239";"0";"0";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"1";"0";"1";"0";"238";"111";"77";"50"
"10ce-87e2-55ac-918b-b551-2e94-1bf4-864f";"280803";"87";"10";"wieś";"stały";"Świetlica Wiejska ""Kuźnia"" w Wopławkach, Wopławki 10, 11-400 Kętrzyn";"gm. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";"430";"467";"207";"223";"0";"0";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"6";"1";"5";"0";"217";"90";"86";"41"
"e15b-c80b-f3b0-2d8a-57bc-247c-5fc7-3e48";"280803";"87";"11";"wieś";"stały";"Świetlica wiejska w Mażanach, Mażany 17, 11-400 Kętrzyn";"gm. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";"300";"322";"203";"97";"0";"0";"0";"0";"0";"0";"0";"0";"0";"97";"0";"0";"97";"7";"0";"7";"0";"90";"54";"17";"19"
"ef46-cc41-49e9-e1c0-c02e-2aab-eb3c-52c0";"280803";"87";"12";"wieś";"stały";"Świetlica Wiejska w Nowej Różance, Nowa Różanka 30A, 11-400 Kętrzyn";"gm. Kętrzyn";"kętrzyński";"warmińsko-mazurskie";"350";"383";"154";"196";"0";"3";"0";"0";"0";"0";"0";"0";"0";"196";"0";"0";"196";"8";"5";"3";"0";"188";"74";"56";"58"
"4e46-038b-4d41-7464-22d4-5976-fee5-88dd";"280804";"87";"1";"miasto";"stały";"Budynek administracyjny na stadionie miejskim, ul. Wojska Polskiego 39, 11-430 Korsze";"gm. Korsze";"kętrzyński";"warmińsko-mazurskie";"1286";"1296";"720";"566";"1";"2";"0";"0";"0";"0";"0";"0";"0";"566";"0";"0";"566";"11";"2";"9";"0";"555";"256";"158";"141"
"1caf-5c15-29d2-a780-b501-8925-c205-3b60";"280804";"87";"2";"miasto";"stały";"Miejsko-Gminna Biblioteka Publiczna, ul. Wolności 16, 11-430 Korsze";"gm. Korsze";"kętrzyński";"warmińsko-mazurskie";"782";"839";"330";"452";"2";"4";"0";"0";"0";"0";"0";"0";"0";"452";"0";"0";"452";"4";"0";"4";"0";"448";"199";"161";"88"
"0f23-3186-efa1-685a-d3f2-5d31-9881-7e78";"280804";"87";"3";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej, ul. Mickiewicza 13, 11-430 Korsze";"gm. Korsze";"kętrzyński";"warmińsko-mazurskie";"1106";"1273";"476";"630";"1";"2";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"18";"1";"17";"0";"612";"248";"211";"153"
"ea22-aafd-2306-a51f-7bad-60d2-45e0-d16e";"280804";"87";"4";"wieś";"stały";"Hala Widowisko-Sportowa w Korszach, ul. Kościuszki 12, 11-430 Korsze";"gm. Korsze";"kętrzyński";"warmińsko-mazurskie";"644";"696";"404";"240";"0";"4";"0";"0";"0";"0";"0";"0";"0";"240";"0";"0";"240";"6";"1";"5";"0";"234";"119";"66";"49"
"dfff-8ede-c472-9aad-698e-dda7-7720-9525";"280804";"87";"5";"wieś";"stały";"Świetlica wiejska w Garbnie, Garbno 36A, 11-430 Korsze";"gm. Korsze";"kętrzyński";"warmińsko-mazurskie";"1045";"1125";"597";"448";"1";"0";"0";"0";"0";"0";"0";"0";"0";"448";"0";"0";"448";"12";"1";"11";"0";"436";"189";"136";"111"
"b6d9-f5b1-3734-75e7-a22e-ba0a-bdfe-54c0";"280804";"87";"6";"wieś";"stały";"Świetlica wiejska w Warnikajmach, Warnikajmy 8, 11-430 Korsze";"gm. Korsze";"kętrzyński";"warmińsko-mazurskie";"401";"434";"225";"176";"0";"2";"0";"0";"0";"0";"0";"0";"0";"176";"0";"0";"176";"2";"0";"2";"0";"174";"99";"46";"29"
"cdca-3941-b7fb-b838-b66f-f224-d6ec-c1ab";"280804";"87";"7";"wieś";"stały";"Szkoła Podstawowa w Łankiejmach, Łankiejmy 10, 11-430 Korsze";"gm. Korsze";"kętrzyński";"warmińsko-mazurskie";"662";"710";"444";"218";"0";"1";"0";"0";"0";"0";"0";"0";"0";"218";"0";"0";"218";"6";"2";"4";"0";"212";"110";"41";"61"
"366f-02db-c4d3-b3db-d50b-1abd-f7d1-cf22";"280804";"87";"8";"wieś";"stały";"Świetlica wiejska w Wandajnach, Wandajny 10, 11-430 Korsze";"gm. Korsze";"kętrzyński";"warmińsko-mazurskie";"398";"436";"255";"143";"0";"0";"0";"0";"0";"0";"0";"0";"0";"143";"0";"0";"143";"1";"0";"1";"0";"142";"83";"42";"17"
"8a9f-cab5-3eb5-0e87-a9b5-607b-f6f7-2410";"280804";"87";"9";"wieś";"stały";"Szkoła Podstawowa w Sątocznie, Sątoczno 8, 11-430 Korsze";"gm. Korsze";"kętrzyński";"warmińsko-mazurskie";"804";"878";"485";"319";"0";"4";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"4";"0";"4";"0";"315";"163";"90";"62"
"82a0-cb18-420c-4303-aa1c-6e9e-9f45-50d8";"280804";"87";"10";"wieś";"zakład karny";"Zakład Karny w Dublinach, Dubliny 16, 11-430 Korsze";"gm. Korsze";"kętrzyński";"warmińsko-mazurskie";"310";"295";"167";"143";"0";"0";"0";"0";"0";"0";"0";"0";"0";"143";"0";"0";"143";"7";"1";"6";"0";"136";"26";"87";"23"
"5f37-347a-519e-eaf5-31ea-1925-a705-2a36";"280805";"87";"1";"miasto";"stały";"Hala sportowa przy Zespole Szkolno-Przedszkolnym, (sala główna), ul. Chrobrego 1, 11-440 Reszel";"gm. Reszel";"kętrzyński";"warmińsko-mazurskie";"1106";"1167";"471";"635";"2";"6";"1";"1";"0";"0";"0";"0";"1";"636";"1";"0";"636";"11";"4";"7";"0";"625";"215";"282";"128"
"7fd3-9b41-20fe-a025-2a18-94d4-4eef-0fc7";"280805";"87";"2";"miasto";"stały";"Hala sportowa przy Zespole Szkolno-Przedszkolnym, (mała sala), ul. Chrobrego 1, 11-440 Reszel";"gm. Reszel";"kętrzyński";"warmińsko-mazurskie";"720";"769";"327";"393";"0";"3";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"9";"1";"8";"0";"384";"127";"180";"77"
"4c49-c985-b461-f910-37f4-b9f5-87f2-a20c";"280805";"87";"3";"miasto";"stały";"Zespół Szkolno-Przedszkolny, (świetlica), ul. Marii Konopnickiej 2, 11-440 Reszel";"gm. Reszel";"kętrzyński";"warmińsko-mazurskie";"692";"735";"342";"350";"0";"8";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"9";"2";"7";"0";"341";"104";"169";"68"
"d77a-bd59-8791-35bd-7124-ddc9-4c8f-71b4";"280805";"87";"4";"miasto";"stały";"Zespół Szkolno-Przedszkolny, (stołówka), ul. Marii Konopnickiej 2, 11-440 Reszel";"gm. Reszel";"kętrzyński";"warmińsko-mazurskie";"894";"959";"371";"533";"0";"0";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"13";"4";"9";"0";"520";"194";"227";"99"
"4dee-f0cb-471c-05c2-f4f7-cf13-2d04-523a";"280805";"87";"5";"wieś";"stały";"Miejski Ośrodek Kultury, ul. Mickiewicza 4, 11-440 Reszel";"gm. Reszel";"kętrzyński";"warmińsko-mazurskie";"770";"848";"387";"383";"0";"3";"0";"0";"0";"0";"0";"0";"0";"383";"0";"0";"383";"13";"1";"12";"0";"370";"136";"137";"97"
"4f10-a0b0-24de-b222-2b1d-bb94-96c2-a904";"280805";"87";"6";"wieś";"stały";"Filia Miejskiej Biblioteki Publicznej, Święta Lipka 26, 11-440 Reszel";"gm. Reszel";"kętrzyński";"warmińsko-mazurskie";"790";"861";"373";"417";"1";"11";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"5";"1";"4";"0";"412";"162";"146";"104"
"ccb7-8806-6fcb-586b-3683-befb-2887-1fe4";"280805";"87";"7";"wieś";"stały";"Budynek byłej szkoły podstawowej w Leginach, Leginy 61, 11-440 Reszel";"gm. Reszel";"kętrzyński";"warmińsko-mazurskie";"311";"351";"150";"161";"1";"1";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"161";"4";"0";"4";"0";"157";"89";"47";"21"
"b08f-8e44-3e07-291f-578e-a806-978c-b253";"280805";"87";"8";"wieś";"stały";"Świetlica Stacji Dydaktyczno-Badawczej UW-M w Łężanach, Łężany 15, 11-440 Reszel";"gm. Reszel";"kętrzyński";"warmińsko-mazurskie";"310";"348";"124";"186";"0";"5";"0";"0";"0";"0";"0";"0";"0";"186";"0";"0";"186";"8";"2";"6";"0";"178";"103";"51";"24"
"91da-53ef-5af7-be27-28ab-8a52-c466-f792";"280805";"87";"9";"miasto";"zakład leczniczy";"Zespół Opieki Zdrowotnej w Reszlu, ul. Słowackiego 3, 11-440 Reszel";"gm. Reszel";"kętrzyński";"warmińsko-mazurskie";"60";"51";"57";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"3";"1";"0";"1";"0";"2";"2";"0";"0"
"853c-e366-e5df-0607-e713-a740-039b-68e3";"280805";"87";"10";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Pielęgnacyjno-Opiekuńczy w Reszlu, ul. Słowackiego 3, 11-440 Reszel";"gm. Reszel";"kętrzyński";"warmińsko-mazurskie";"45";"41";"37";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"8";"0";"0";"0";"0";"8";"3";"2";"3"
"f585-9c58-f894-de2f-5911-d8cf-41f5-76ed";"280806";"87";"1";"wieś";"stały";"Świetlica wiejska w Jegławkach, Jegławki 18, 11-420 Srokowo";"gm. Srokowo";"kętrzyński";"warmińsko-mazurskie";"563";"611";"322";"241";"0";"3";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"4";"0";"4";"0";"237";"116";"66";"55"
"f37d-0048-70bd-defb-4375-36fc-251d-0f02";"280806";"87";"2";"wieś";"stały";"Świetlica wiejska w Bajorach Małych, Bajory Małe 6/1, 11-420 Srokowo";"gm. Srokowo";"kętrzyński";"warmińsko-mazurskie";"170";"189";"117";"53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53";"0";"0";"53";"0";"0";"0";"0";"53";"25";"18";"10"
"9fb9-16c1-2043-80ae-9b9e-aeb7-339c-c0d6";"280806";"87";"3";"wieś";"stały";"Gminny Ośrodek Kultury w Srokowie (sala widowiskowa), ul. Plac Rynkowy 14, 11-420 Srokowo";"gm. Srokowo";"kętrzyński";"warmińsko-mazurskie";"782";"828";"309";"473";"2";"4";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"12";"1";"11";"0";"461";"169";"178";"114"
"c597-8257-1439-16ec-1703-aaf5-2ac7-72c8";"280806";"87";"4";"wieś";"stały";"Remiza OSP (sala przy remizie strażackiej), ul. Węgorzewska 5, 11-420 Srokowo";"gm. Srokowo";"kętrzyński";"warmińsko-mazurskie";"692";"745";"332";"360";"0";"4";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"6";"0";"6";"0";"354";"163";"115";"76"
"4a89-9ef9-3c30-c89e-bb39-743d-549d-2ec0";"280806";"87";"5";"wieś";"stały";"Szkoła Filialna w Solance, Solanka 3, 11-420 Srokowo";"gm. Srokowo";"kętrzyński";"warmińsko-mazurskie";"642";"696";"432";"210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"210";"0";"0";"210";"8";"0";"8";"0";"202";"97";"58";"47"
"aa0d-c8fe-ac57-61e0-1cca-5a52-94ad-3c87";"281001";"87";"1";"miasto";"stały";"Urząd Miejski (sala nr 1), ul. Królewiecka 60A, 11-700 Mrągowo";"m. Mrągowo";"mrągowski";"warmińsko-mazurskie";"1390";"1527";"523";"867";"3";"22";"0";"0";"0";"0";"0";"0";"0";"867";"0";"0";"867";"17";"3";"14";"0";"850";"275";"434";"141"
"2fe9-9f1a-aec2-479b-e956-c817-ce7f-694b";"281001";"87";"2";"miasto";"stały";"Powiatowa Stacja Sanitarno-Epidemiologiczna, ul. Królewiecka 60B, 11-700 Mrągowo";"m. Mrągowo";"mrągowski";"warmińsko-mazurskie";"1470";"1557";"580";"890";"6";"5";"0";"0";"0";"0";"0";"0";"0";"890";"0";"0";"890";"18";"4";"14";"0";"872";"256";"447";"169"
"71d3-f37f-78c9-a289-ddde-916c-7471-9cf9";"281001";"87";"3";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego, ul. Mrongowiusza 65, 11-700 Mrągowo";"m. Mrągowo";"mrągowski";"warmińsko-mazurskie";"517";"785";"95";"422";"2";"5";"0";"0";"0";"0";"0";"0";"0";"422";"0";"0";"422";"4";"0";"4";"0";"418";"169";"168";"81"
"cf49-68c2-e227-55a3-808d-1e43-1abf-40e1";"281001";"87";"4";"miasto";"stały";"Szkoła Podstawowa Nr 4 (sala nr 5E), osiedle Mazurskie 12, 11-700 Mrągowo";"m. Mrągowo";"mrągowski";"warmińsko-mazurskie";"940";"1018";"282";"658";"0";"9";"0";"0";"0";"0";"0";"0";"0";"657";"0";"0";"657";"10";"1";"9";"0";"647";"209";"302";"136"
"d9d4-67dc-cbbe-40c4-56a6-940f-b976-109f";"281001";"87";"5";"miasto";"stały";"Szkoła Podstawowa Nr 4 (sala nr 4E), osiedle Mazurskie 12, 11-700 Mrągowo";"m. Mrągowo";"mrągowski";"warmińsko-mazurskie";"1399";"1564";"459";"941";"1";"9";"0";"0";"0";"0";"0";"0";"0";"941";"0";"0";"941";"25";"6";"19";"0";"916";"326";"449";"141"
"350c-3ddf-ed2d-2176-c0c4-e5a2-a425-fe32";"281001";"87";"6";"miasto";"stały";"Centrum Kultury i Turystyki, ul. Warszawska 26, 11-700 Mrągowo";"m. Mrągowo";"mrągowski";"warmińsko-mazurskie";"1458";"1624";"638";"819";"2";"65";"0";"0";"0";"0";"0";"0";"0";"820";"0";"0";"820";"16";"4";"12";"0";"804";"249";"400";"155"
"04c7-d846-ed1d-521e-a9f5-7003-6084-78ee";"281001";"87";"7";"miasto";"stały";"Przedszkole Publiczne Nr 1 „Stokrotka”, ul. Brzozowa 7, 11-700 Mrągowo";"m. Mrągowo";"mrągowski";"warmińsko-mazurskie";"1509";"1619";"594";"915";"2";"2";"0";"0";"0";"0";"0";"0";"0";"915";"0";"0";"915";"25";"1";"24";"0";"890";"350";"389";"151"
"61c5-9295-c4ba-711a-23fc-c329-2bdb-72d8";"281001";"87";"8";"miasto";"stały";"I Liceum Ogólnokształcące, ul. Piotra Sobczyńskiego 1A, 11-700 Mrągowo";"m. Mrągowo";"mrągowski";"warmińsko-mazurskie";"1399";"1509";"481";"918";"3";"4";"0";"0";"0";"0";"0";"0";"0";"918";"0";"0";"918";"12";"8";"4";"0";"906";"284";"453";"169"
"ec5b-683c-98f6-2a9b-6bb2-0860-22f8-1c17";"281001";"87";"9";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. M. Kopernika (stołówka), ul. Kopernika 2, 11-700 Mrągowo";"m. Mrągowo";"mrągowski";"warmińsko-mazurskie";"1619";"1760";"596";"1023";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1023";"0";"0";"1023";"32";"30";"2";"0";"991";"370";"440";"181"
"6b74-597c-eb4e-61ce-d6b1-3cf5-320a-6d7c";"281001";"87";"10";"miasto";"stały";"Klub Seniora +, ul. Henryka Sienkiewicza 16, 11-700 Mrągowo";"m. Mrągowo";"mrągowski";"warmińsko-mazurskie";"1399";"1512";"512";"887";"1";"5";"0";"0";"0";"0";"0";"0";"0";"887";"0";"0";"887";"16";"2";"14";"0";"871";"337";"400";"134"
"8352-5982-eddf-0ef3-7d00-152e-a8b4-2c03";"281001";"87";"11";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. M. Kopernika (dawne Gimnazjum) w Mrągowie (sala nr 20), ul. Kopernika 2C, 11-700 Mrągowo";"m. Mrągowo";"mrągowski";"warmińsko-mazurskie";"891";"959";"324";"567";"0";"0";"0";"0";"0";"0";"0";"0";"0";"567";"0";"0";"567";"7";"3";"4";"0";"560";"214";"250";"96"
"5cd5-9911-655e-f0e2-6611-4528-3fc2-1a64";"281001";"87";"12";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. M. Kopernika (dawne Gimnazjum) w Mrągowie (sala nr 26), ul. Kopernika 2C, 11-700 Mrągowo";"m. Mrągowo";"mrągowski";"warmińsko-mazurskie";"1496";"1612";"569";"926";"0";"11";"0";"0";"0";"0";"0";"0";"0";"927";"0";"0";"927";"11";"2";"9";"0";"916";"344";"409";"163"
"6d33-b385-565e-16e5-bb81-4dbe-f6f9-d96d";"281001";"87";"13";"miasto";"zakład leczniczy";"Szpital Mrągowski im. Michała Kajki Sp. z o. o., ul. Wolności 3, 11-700 Mrągowo";"m. Mrągowo";"mrągowski";"warmińsko-mazurskie";"122";"47";"93";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"29";"2";"0";"2";"0";"27";"9";"13";"5"
"4ac2-ce2e-2e57-48fa-5b33-6c9f-21f9-e66f";"281002";"87";"1";"miasto";"stały";"Hala Sportowa w Mikołajkach, ul. Papieża Jana Pawła II 7, 11-730 Mikołajki";"gm. Mikołajki";"mrągowski";"warmińsko-mazurskie";"1279";"1407";"464";"815";"2";"32";"0";"0";"0";"0";"0";"0";"0";"815";"0";"0";"815";"10";"3";"7";"0";"805";"268";"386";"151"
"738b-7430-80dd-c767-4a76-bd33-225c-4ea4";"281002";"87";"2";"miasto";"stały";"Urząd Miasta i Gminy w Mikołajkach, ul. Kolejowa 7, 11-730 Mikołajki";"gm. Mikołajki";"mrągowski";"warmińsko-mazurskie";"1370";"1568";"482";"887";"1";"91";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"11";"3";"8";"0";"877";"304";"435";"138"
"570d-4618-18bf-5c73-36f5-4f8b-04bb-a238";"281002";"87";"3";"wieś";"stały";"Zespół Oświatowy w Mikołajkach, ul. Papieża Jana Pawła II 7, 11-730 Mikołajki";"gm. Mikołajki";"mrągowski";"warmińsko-mazurskie";"909";"1003";"466";"443";"0";"2";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"8";"1";"7";"0";"435";"149";"210";"76"
"6452-0734-f326-4ec1-3b9a-874b-ab26-7d46";"281002";"87";"4";"wieś";"stały";"Szkoła Podstawowa w Olszewie, Olszewo 20, 11-730 Mikołajki";"gm. Mikołajki";"mrągowski";"warmińsko-mazurskie";"528";"584";"315";"213";"0";"1";"0";"0";"0";"0";"0";"0";"0";"213";"0";"0";"213";"8";"2";"6";"0";"205";"107";"61";"37"
"ab03-e231-1ab0-e71b-6b9f-a4a3-0764-b161";"281002";"87";"5";"wieś";"stały";"Szkoła Podstawowa w Woźnicach, Woźnice 11a, 11-730 Mikołajki";"gm. Mikołajki";"mrągowski";"warmińsko-mazurskie";"670";"730";"365";"305";"0";"1";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"7";"0";"7";"0";"298";"120";"98";"80"
"1d67-5566-471c-73f7-961a-6c03-9291-d59f";"281002";"87";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Baranowie, Baranowo 29, 11-730 Mikołajki";"gm. Mikołajki";"mrągowski";"warmińsko-mazurskie";"1039";"1138";"488";"550";"0";"7";"0";"0";"0";"0";"0";"0";"0";"551";"0";"0";"551";"10";"2";"8";"0";"541";"234";"230";"77"
"cd47-9297-0cce-369f-423e-5c3a-ce3a-2005";"281002";"87";"7";"miasto";"dom pomocy społecznej";"Ewangelicki Dom Opieki ""ARKA"" w Mikołajkach, ul. Plac Kościelny 5, 11-730 Mikołajki";"gm. Mikołajki";"mrągowski";"warmińsko-mazurskie";"93";"91";"74";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"3";"0";"3";"0";"16";"6";"9";"1"
"caeb-ff25-0ffc-2779-da33-68b8-2ede-af4b";"281003";"87";"1";"wieś";"stały";"Świetlica Wiejska w Grabowie, Grabowo 28, 11-700 Mrągowo";"gm. Mrągowo";"mrągowski";"warmińsko-mazurskie";"800";"882";"390";"410";"0";"4";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"3";"0";"3";"0";"407";"172";"136";"99"
"7a34-f853-d0de-21be-efdc-8630-0b5b-344a";"281003";"87";"2";"wieś";"stały";"Szkoła Podstawowa w Kosewie, Kosewo 31, 11-700 Mrągowo";"gm. Mrągowo";"mrągowski";"warmińsko-mazurskie";"499";"549";"176";"323";"0";"7";"0";"0";"0";"0";"0";"0";"0";"323";"0";"0";"323";"7";"3";"4";"0";"316";"117";"148";"51"
"b64b-9472-c5ca-865a-8948-61a1-68c7-d9d5";"281003";"87";"3";"wieś";"stały";"Urząd Gminy Mrągowo, Królewiecka 60A, 11-700 Mrągowo";"gm. Mrągowo";"mrągowski";"warmińsko-mazurskie";"450";"504";"154";"296";"0";"20";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"6";"0";"6";"0";"290";"98";"141";"51"
