"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Henryk KIEPURA - nr na liście 1";"Krzysztof SMELA - nr na liście 2";"Stanisław GMITRUK - nr na liście 3";"Bartłomiej Przemysław DOBRZYNIEWICZ - nr na liście 4";"Andrzej KUBAT - nr na liście 5";"Anna Marta SOCHA-KORENDO - nr na liście 6";"Anna Barbara GRUS - nr na liście 7";"Monika Aleksandra KUMOR - nr na liście 8";"Edyta Jolanta MŁYŃSKA - nr na liście 9";"Krystian KOTYNIA - nr na liście 10";"Jerzy Józef CYRULIK - nr na liście 11";"Iwona Izabela LISEK - nr na liście 12";"Anna NOWICKA - nr na liście 13";"Michał Olaf DZWONNIK - nr na liście 14";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Szymon Stanisław GIŻYŃSKI - nr na liście 1";"Lidia Ewa BURZYŃSKA - nr na liście 2";"Mariusz Wiesław TREPKA - nr na liście 3";"Andrzej Janusz GAWRON - nr na liście 4";"Monika FAJER - nr na liście 5";"Piotr DEREJCZYK - nr na liście 6";"Anna Janina KAPTACZ - nr na liście 7";"Tomasz MAJ - nr na liście 8";"Łukasz Artur LANGE - nr na liście 9";"Paweł Jan RUKSZA - nr na liście 10";"Magdalena Anna PIETRULEWICZ - nr na liście 11";"Danuta Elżbieta SŁUŻAŁEK-JAWORSKA - nr na liście 12";"Andrzej Piotr SOWA - nr na liście 13";"Urszula ZALESKA - nr na liście 14";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Zdzisław WOLSKI - nr na liście 1";"Zbigniew Paweł NIESMACZNY - nr na liście 2";"Rafał Tadeusz KĘPSKI - nr na liście 3";"Ewelina Tacjana KOTKOWSKA - nr na liście 4";"Małgorzata IŻYŃSKA - nr na liście 5";"Łukasz Tadeusz KOT - nr na liście 6";"Ewa Katarzyna KSIĄŻEK - nr na liście 7";"Rafał Krzysztof JURECZKO - nr na liście 8";"Ewa LEWANDOWSKA - nr na liście 9";"Paweł Piotr ŁAPETA - nr na liście 10";"Joanna Janina GÓRNA - nr na liście 11";"Emilia Maria SKRZYPCZYŃSKA - nr na liście 12";"Marlena Sonia KAREWICZ - nr na liście 13";"Marcin Antoni GOŁDA - nr na liście 14";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Włodzimierz Bogdan SKALIK - nr na liście 1";"Jacek Adam PAWLIKOWSKI - nr na liście 2";"Bogusław Józef ADAMOWICZ - nr na liście 3";"Bartłomiej Michał BIEGAS - nr na liście 4";"Paweł KLIMCZAK - nr na liście 5";"Zofia SUROWIEC - nr na liście 6";"Władysława Bożena RYNKIEWICZ - nr na liście 7";"Agata Aneta POLAK - nr na liście 8";"Barbara Ewa PIĄTEK - nr na liście 9";"Cecylia Iwona MUSIALIK - nr na liście 10";"Grażyna Teresa MATUSIAK - nr na liście 11";"Katarzyna Anna ERMER - nr na liście 12";"Rafał Adrian GAWENDA - nr na liście 13";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Izabela Dorota LESZCZYNA - nr na liście 1";"Andrzej SZEWIŃSKI - nr na liście 2";"Marta Maria SALWIERAK - nr na liście 3";"Halina Leokadia ROZPONDEK - nr na liście 4";"Gabriel Jan PODBIOŁ - nr na liście 5";"Jolanta Małgorzata URBAŃSKA - nr na liście 6";"Dominik Bogusz KABUS - nr na liście 7";"Marzena Monika MANISZEWSKA - nr na liście 8";"Tomasz Artur STEFAŃCZYK - nr na liście 9";"Marcin BIERNAT - nr na liście 10";"Renata Maria STASIAK-BETLEJEWSKA - nr na liście 11";"Marcin ŚWITAŁA - nr na liście 12";"Edyta Wiesława CIURA - nr na liście 13";"Jarosław Wacław LASECKI - nr na liście 14";"Lista nr 8 - KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Marcin MARANDA - nr na liście 1";"Mariusz Michał SPIECHOWICZ - nr na liście 2";"Grażyna Marianna KLAMEK - nr na liście 3";"Mariusz Józef POGODA - nr na liście 4";"Adam ZAMORA - nr na liście 5";"Beata BOGUS - nr na liście 6";"Wojciech Stanisław SOCHA - nr na liście 7";"Zbigniew Stanisław MIZGALSKI - nr na liście 8";"Krystyna Jadwiga KOSARGA - nr na liście 9";"Łukasz Mateusz SŁAWEK - nr na liście 10";"Piotr Mateusz PTAK - nr na liście 11";"Aleksandra Zdzisława STANIOWSKA - nr na liście 12";"Piotr Paweł STRACH - nr na liście 13";"Magdalena Mirosława CZAJA - nr na liście 14"
"835f-d122-665e-69d1-2cf7-46cb-94be-e0c9";"240402";"28";"3";"wieś";"stały";"Remiza OSP w Cielętnikach, Cielętniki ul. Placowa 2, 42-265 Dąbrowa Zielona";"gm. Dąbrowa Zielona";"częstochowski";"śląskie";"331";"370";"131";"200";"0";"6";"0";"0";"0";"0";"0";"0";"0";"200";"0";"0";"200";"5";"4";"1";"0";"195";"32";"3";"12";"7";"0";"1";"0";"2";"0";"2";"1";"0";"0";"3";"1";"97";"19";"57";"7";"2";"2";"2";"0";"2";"0";"0";"0";"1";"2";"3";"21";"12";"0";"2";"0";"3";"1";"0";"0";"0";"0";"1";"0";"1";"1";"7";"2";"0";"2";"0";"0";"0";"0";"1";"0";"1";"0";"0";"1";"35";"26";"2";"0";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"3";"3";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"9c53-7dbe-dcef-62d9-7894-ac9d-49e7-22bc";"240402";"28";"4";"wieś";"stały";"Środowiskowy Dom Samopomocy w Soborzycach, Soborzyce pl. Wolności 1, 42-265 Dąbrowa Zielona";"gm. Dąbrowa Zielona";"częstochowski";"śląskie";"640";"712";"234";"406";"1";"6";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"6";"4";"2";"0";"400";"28";"3";"9";"2";"0";"3";"0";"1";"2";"7";"0";"0";"0";"0";"1";"285";"56";"176";"5";"9";"8";"5";"3";"10";"0";"4";"2";"1";"0";"6";"38";"22";"3";"1";"2";"0";"3";"1";"0";"2";"0";"1";"0";"2";"1";"10";"6";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"30";"12";"6";"1";"0";"0";"1";"0";"1";"2";"0";"0";"0";"1";"6";"9";"1";"1";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"1";"3"
"4a2b-c71c-c465-16cc-8e7f-56dd-92d5-7549";"240403";"28";"1";"wieś";"stały";"Filia Gminnej Biblioteki Publicznej w Żurawiu, Żuraw ul. Kościelna 19, 42-253 Janów";"gm. Janów";"częstochowski";"śląskie";"590";"669";"198";"392";"0";"2";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"5";"4";"1";"0";"387";"13";"4";"7";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"245";"49";"136";"7";"5";"26";"2";"4";"4";"4";"1";"2";"0";"2";"3";"36";"14";"2";"3";"0";"1";"6";"0";"0";"0";"0";"3";"5";"1";"1";"21";"9";"4";"1";"1";"0";"2";"0";"0";"0";"0";"0";"3";"1";"65";"17";"4";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"41";"7";"1";"1";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"be3f-d154-e44c-8c21-bd29-edcf-6d4f-d87a";"240403";"28";"2";"wieś";"stały";"Szkoła Podstawowa im. Wł. Broniewskiego w Lusławicach, Lusławice 70, 42-253 Janów";"gm. Janów";"częstochowski";"śląskie";"280";"310";"75";"205";"0";"1";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"2";"2";"0";"0";"203";"15";"2";"3";"7";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"119";"19";"74";"6";"2";"6";"1";"1";"4";"1";"0";"2";"0";"2";"1";"28";"7";"5";"7";"2";"3";"1";"0";"0";"0";"1";"0";"2";"0";"0";"9";"7";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"18";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"10";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"92dd-0e94-46c0-f82e-587e-2c50-8b97-3740";"240403";"28";"3";"wieś";"stały";"Szkoła Podstawowa im. Św. St. Kostki w Lgoczance, Lgoczanka 1, 42-253 Janów";"gm. Janów";"częstochowski";"śląskie";"670";"737";"273";"397";"0";"2";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"10";"6";"4";"0";"387";"27";"5";"12";"2";"0";"3";"0";"2";"1";"0";"0";"0";"1";"1";"0";"217";"38";"88";"66";"5";"11";"1";"2";"0";"1";"0";"1";"0";"1";"3";"32";"10";"3";"8";"1";"1";"3";"2";"0";"1";"0";"0";"1";"0";"2";"16";"10";"1";"1";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"94";"7";"0";"3";"0";"0";"2";"0";"76";"1";"0";"0";"0";"1";"4";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"0b6a-d025-5f9a-1d21-bebf-14dc-ce8e-e234";"240403";"28";"4";"wieś";"stały";"Szkoła Podstawowa w Piasku, Piasek ul. Żurawska 2, 42-253 Janów";"gm. Janów";"częstochowski";"śląskie";"641";"700";"232";"409";"0";"2";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"7";"3";"4";"0";"402";"15";"3";"3";"2";"1";"1";"0";"0";"0";"4";"0";"0";"0";"1";"0";"296";"43";"164";"32";"7";"24";"1";"1";"2";"2";"4";"7";"2";"2";"5";"28";"16";"1";"3";"0";"1";"2";"1";"1";"2";"1";"0";"0";"0";"0";"18";"11";"1";"2";"1";"0";"1";"0";"1";"0";"0";"0";"0";"1";"37";"11";"5";"3";"3";"0";"0";"0";"5";"0";"0";"0";"0";"0";"10";"8";"3";"0";"0";"0";"2";"0";"1";"0";"1";"0";"0";"0";"1";"0"
"2d5a-3e96-ad07-c083-aca9-d2bb-0aa8-834c";"240403";"28";"5";"wieś";"stały";"Szkolne Schronisko Młodzieżowe w Siedlcu, Siedlec ul. Szkolna 8, 42-253 Janów";"gm. Janów";"częstochowski";"śląskie";"390";"434";"142";"248";"0";"1";"0";"0";"0";"0";"0";"0";"0";"248";"0";"0";"248";"3";"0";"3";"0";"245";"16";"6";"1";"2";"0";"2";"0";"1";"0";"1";"0";"0";"0";"1";"2";"151";"35";"43";"21";"10";"17";"1";"5";"3";"1";"3";"1";"0";"1";"10";"18";"10";"2";"1";"1";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"45";"15";"1";"0";"0";"0";"0";"0";"24";"1";"1";"0";"0";"0";"3";"13";"2";"2";"0";"0";"6";"1";"0";"0";"0";"0";"0";"0";"1";"1"
"ae57-b194-a622-d915-4f1e-291e-a8e9-4312";"240403";"28";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Janowie, ul. Szkolna 1, 42-253 Janów";"gm. Janów";"częstochowski";"śląskie";"1070";"1194";"342";"728";"1";"16";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"8";"6";"2";"0";"720";"53";"17";"13";"15";"0";"0";"1";"2";"1";"1";"0";"0";"1";"0";"2";"333";"87";"136";"34";"5";"35";"2";"3";"4";"3";"8";"0";"3";"4";"9";"94";"41";"4";"7";"0";"5";"2";"2";"1";"6";"0";"3";"21";"0";"2";"68";"49";"5";"1";"1";"1";"5";"0";"1";"0";"3";"0";"0";"2";"165";"61";"11";"2";"2";"0";"2";"2";"53";"0";"3";"5";"0";"0";"24";"7";"2";"0";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0"
"dd99-0e5d-8e89-cd97-77a9-2eee-7a6e-fa36";"240403";"28";"7";"wieś";"stały";"Przedszkole w Złotym Potoku, Złoty Potok ul. Kościuszki 21 B, 42-253 Janów";"gm. Janów";"częstochowski";"śląskie";"800";"881";"249";"551";"0";"11";"0";"0";"0";"0";"0";"0";"0";"551";"0";"0";"551";"13";"11";"2";"0";"538";"30";"5";"7";"11";"2";"0";"1";"0";"0";"0";"1";"1";"0";"0";"2";"290";"73";"99";"55";"0";"29";"1";"2";"1";"3";"11";"4";"1";"2";"9";"64";"31";"5";"5";"0";"9";"0";"1";"1";"1";"0";"5";"4";"1";"1";"38";"18";"5";"1";"2";"1";"7";"0";"0";"3";"0";"0";"0";"1";"111";"42";"4";"9";"2";"1";"0";"0";"37";"1";"1";"0";"0";"0";"14";"5";"1";"0";"0";"0";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"ab27-cc8d-5128-af0f-a6a5-3a8d-7d3c-f51c";"240404";"28";"1";"wieś";"stały";"Gminny Ośrodek Kultury Sportu i Rekreacji, ul. Konopnickiej 135, 42-260 Kamienica Polska";"gm. Kamienica Polska";"częstochowski";"śląskie";"1309";"1432";"402";"907";"4";"7";"0";"0";"0";"0";"0";"0";"0";"907";"0";"0";"907";"13";"9";"4";"0";"894";"151";"12";"20";"17";"2";"22";"11";"0";"0";"4";"1";"0";"55";"2";"5";"306";"112";"71";"38";"9";"24";"5";"6";"7";"2";"4";"1";"7";"1";"19";"166";"73";"9";"5";"5";"14";"8";"13";"0";"9";"0";"3";"13";"2";"12";"53";"17";"8";"6";"6";"0";"3";"1";"6";"2";"2";"0";"2";"0";"198";"114";"27";"12";"11";"2";"8";"1";"4";"4";"4";"0";"2";"0";"9";"20";"6";"0";"1";"3";"1";"2";"3";"0";"0";"1";"0";"1";"0";"2"
"e4b7-87f1-4dc0-3c5c-e2fe-1244-8a73-0872";"240404";"28";"2";"wieś";"stały";"Gminna Hala Sportowa, ul. Konopnickiej 12B, 42-260 Kamienica Polska";"gm. Kamienica Polska";"częstochowski";"śląskie";"1050";"1168";"335";"715";"2";"0";"1";"1";"0";"0";"0";"0";"1";"716";"1";"1";"715";"6";"2";"4";"0";"709";"95";"7";"11";"4";"2";"25";"2";"1";"2";"1";"0";"0";"36";"2";"2";"289";"105";"99";"32";"7";"16";"2";"3";"2";"5";"1";"1";"5";"1";"10";"116";"74";"4";"5";"3";"1";"4";"3";"0";"2";"2";"1";"10";"1";"6";"27";"11";"7";"0";"2";"1";"0";"0";"3";"2";"0";"0";"0";"1";"164";"108";"23";"5";"12";"0";"2";"1";"1";"0";"1";"0";"0";"2";"9";"18";"7";"0";"0";"2";"1";"1";"1";"2";"0";"0";"1";"2";"0";"1"
"e7ce-99ee-486f-e021-2d2b-687e-264d-9703";"240404";"28";"3";"wieś";"stały";"Przedszkole, Rudnik Wielki ul. Słoneczna 186, 42-260 Kamienica Polska";"gm. Kamienica Polska";"częstochowski";"śląskie";"701";"771";"222";"479";"0";"5";"0";"0";"0";"0";"0";"0";"0";"478";"0";"0";"478";"4";"2";"2";"0";"474";"89";"5";"7";"3";"1";"40";"0";"0";"2";"0";"0";"0";"26";"0";"5";"162";"55";"42";"12";"12";"7";"6";"9";"4";"4";"2";"0";"2";"2";"5";"65";"33";"4";"4";"2";"3";"1";"2";"0";"8";"2";"2";"4";"0";"0";"36";"15";"7";"1";"3";"4";"2";"1";"2";"0";"0";"0";"0";"1";"112";"59";"28";"5";"9";"1";"0";"0";"0";"0";"3";"0";"1";"2";"4";"10";"2";"0";"0";"3";"1";"1";"0";"1";"0";"1";"0";"0";"1";"0"
"0661-4e92-88e1-568e-ff4d-f36f-d072-436e";"240404";"28";"4";"wieś";"stały";"Budynek Gminny, Osiny ul. Częstochowska 165, 42-260 Kamienica Polska";"gm. Kamienica Polska";"częstochowski";"śląskie";"592";"659";"216";"376";"0";"2";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"7";"4";"3";"0";"369";"55";"8";"2";"3";"3";"4";"17";"0";"2";"2";"0";"0";"12";"0";"2";"148";"36";"79";"8";"3";"8";"0";"1";"2";"0";"2";"0";"6";"0";"3";"61";"34";"1";"1";"1";"7";"1";"0";"0";"7";"1";"1";"3";"0";"4";"10";"7";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"89";"45";"15";"8";"3";"0";"0";"1";"0";"2";"3";"0";"0";"1";"11";"6";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"2"
"5722-309c-2ee6-04bb-2f1f-aa2f-2761-17b0";"240404";"28";"5";"wieś";"stały";"Przedszkole, Zawisna 69, 42-260 Kamienica Polska";"gm. Kamienica Polska";"częstochowski";"śląskie";"432";"471";"162";"270";"0";"2";"0";"0";"0";"0";"0";"0";"0";"270";"0";"0";"270";"5";"4";"1";"0";"265";"27";"1";"5";"0";"1";"13";"1";"0";"0";"0";"0";"0";"3";"2";"1";"141";"26";"44";"22";"2";"16";"0";"2";"1";"5";"1";"4";"1";"14";"3";"36";"20";"3";"1";"1";"3";"3";"1";"0";"2";"0";"1";"1";"0";"0";"9";"4";"2";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"45";"24";"5";"6";"3";"0";"1";"0";"0";"2";"0";"0";"3";"1";"0";"7";"0";"0";"0";"2";"0";"0";"1";"0";"1";"1";"1";"0";"0";"1"
"0825-1b2a-8685-4c3c-9dd9-74f1-ee8e-5c90";"240405";"28";"1";"wieś";"stały";"Szkoła Kłomnice, ul. Szkolna 1, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"2114";"2310";"655";"1459";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1459";"0";"0";"1459";"14";"7";"7";"0";"1445";"141";"17";"70";"17";"0";"11";"5";"2";"3";"3";"0";"0";"0";"1";"12";"682";"119";"474";"10";"6";"23";"10";"12";"8";"0";"8";"2";"0";"2";"8";"209";"89";"20";"4";"10";"16";"25";"4";"1";"8";"19";"3";"3";"4";"3";"91";"42";"13";"8";"5";"2";"4";"3";"5";"5";"0";"2";"1";"1";"302";"200";"51";"9";"12";"1";"2";"1";"1";"2";"3";"2";"0";"1";"17";"20";"6";"2";"2";"1";"0";"1";"1";"0";"0";"3";"1";"1";"0";"2"
"c356-443d-2b2d-ad96-437c-5c26-191f-e5a0";"240405";"28";"2";"wieś";"stały";"Gminny Ośrodek Kultury Kłomnice, ul. Częstochowska 96, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"779";"661";"457";"322";"0";"1";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"4";"3";"1";"0";"318";"42";"2";"26";"3";"0";"1";"3";"1";"0";"0";"0";"0";"2";"3";"1";"178";"37";"126";"0";"1";"3";"2";"0";"3";"0";"2";"0";"0";"0";"4";"25";"12";"3";"0";"0";"3";"2";"1";"0";"1";"3";"0";"0";"0";"0";"14";"12";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"52";"33";"4";"0";"3";"3";"4";"0";"0";"0";"0";"0";"0";"0";"5";"7";"1";"0";"0";"1";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0"
"cd48-ed9b-043a-d643-c672-8c6b-6fdf-68b2";"240405";"28";"3";"wieś";"stały";"Szkoła Witkowice, Witkowice ul. Częstochowska 22, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"910";"1000";"311";"599";"1";"5";"0";"0";"0";"0";"0";"0";"0";"599";"0";"0";"599";"3";"3";"0";"0";"596";"65";"10";"26";"8";"0";"5";"1";"0";"0";"0";"2";"1";"3";"2";"7";"277";"39";"189";"4";"2";"11";"0";"3";"9";"0";"12";"0";"0";"4";"4";"87";"31";"7";"4";"1";"7";"6";"2";"2";"3";"9";"4";"7";"0";"4";"45";"35";"4";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"3";"112";"60";"26";"4";"8";"1";"2";"2";"4";"0";"0";"2";"1";"1";"1";"10";"7";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"fdd8-e8f0-ea38-62d4-31d3-cf30-6127-aeca";"240405";"28";"4";"wieś";"stały";"Strażnica OSP Nieznanice, Nieznanice ul. Sobieskiego 1a, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"421";"461";"165";"256";"1";"0";"0";"0";"0";"0";"0";"0";"0";"256";"0";"0";"256";"6";"4";"2";"0";"250";"30";"4";"9";"7";"0";"2";"0";"2";"0";"0";"0";"0";"1";"2";"3";"138";"42";"75";"3";"0";"6";"0";"2";"4";"1";"1";"0";"0";"2";"2";"20";"12";"0";"0";"1";"0";"1";"1";"0";"0";"3";"0";"0";"0";"2";"14";"10";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"44";"32";"2";"5";"0";"0";"2";"0";"0";"0";"2";"0";"0";"0";"1";"4";"2";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0"
"3a14-ab59-afc1-3932-2d1e-c12e-7e39-6324";"240405";"28";"5";"wieś";"stały";"Świetlica OSP Zdrowa, Zdrowa ul. Kłomnicka 31, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"451";"499";"163";"288";"0";"1";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"4";"3";"1";"0";"284";"35";"4";"20";"1";"1";"4";"0";"1";"0";"0";"0";"0";"0";"0";"4";"149";"22";"102";"3";"4";"8";"0";"0";"3";"0";"1";"2";"0";"0";"4";"41";"13";"0";"1";"0";"1";"2";"0";"0";"2";"20";"0";"2";"0";"0";"15";"9";"1";"1";"0";"1";"0";"0";"1";"0";"2";"0";"0";"0";"39";"26";"3";"3";"0";"0";"2";"0";"1";"0";"0";"0";"0";"0";"4";"5";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"2"
"f8ee-f98d-4cb5-ca51-6acd-fe7e-941b-e287";"240405";"28";"6";"wieś";"stały";"Szkoła Skrzydlów, Skrzydlów ul. Główna 6a, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"952";"1040";"394";"558";"0";"1";"0";"0";"0";"0";"0";"0";"0";"558";"0";"0";"558";"12";"5";"7";"0";"546";"31";"7";"13";"2";"1";"3";"0";"0";"1";"1";"0";"0";"2";"0";"1";"377";"23";"321";"7";"3";"4";"0";"2";"3";"0";"4";"0";"0";"2";"8";"45";"22";"4";"3";"0";"4";"8";"1";"0";"1";"1";"1";"0";"0";"0";"43";"12";"2";"1";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"46";"25";"8";"0";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"9";"4";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"6275-e048-c592-2dc0-f816-dc66-0eb8-ba1a";"240405";"28";"7";"wieś";"stały";"Przedszkole Rzeki Wielkie, Rzeki Wielkie ul. Główna 11, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"583";"553";"268";"315";"2";"1";"0";"0";"0";"0";"0";"0";"0";"315";"0";"0";"315";"5";"5";"0";"0";"310";"18";"6";"3";"0";"1";"3";"0";"1";"0";"0";"0";"0";"2";"1";"1";"190";"36";"130";"5";"3";"8";"1";"1";"0";"2";"2";"0";"1";"0";"1";"21";"7";"0";"0";"1";"2";"5";"0";"1";"2";"0";"2";"0";"0";"1";"15";"6";"3";"3";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"61";"37";"9";"2";"2";"1";"0";"4";"0";"0";"0";"0";"0";"1";"5";"5";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0"
"8066-5af6-2235-9919-c35b-47ea-ddfa-07d3";"240405";"28";"8";"wieś";"stały";"Szkoła Rzerzęczyce, Rzerzęczyce ul. Skrzydlowska 91, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"1360";"1562";"415";"945";"0";"1";"0";"0";"0";"0";"0";"0";"0";"945";"0";"0";"945";"7";"7";"0";"0";"938";"81";"19";"28";"6";"3";"7";"1";"3";"0";"1";"0";"0";"2";"5";"6";"552";"64";"444";"3";"8";"4";"1";"1";"8";"2";"4";"0";"0";"3";"10";"110";"55";"8";"4";"6";"5";"8";"1";"0";"4";"10";"3";"1";"2";"3";"46";"22";"3";"2";"11";"0";"0";"1";"3";"0";"0";"0";"2";"2";"135";"68";"21";"11";"9";"0";"3";"2";"0";"1";"4";"0";"0";"2";"14";"14";"7";"0";"0";"1";"0";"2";"0";"1";"0";"0";"0";"0";"1";"2"
"bd1c-08b5-11ac-fbfd-cb76-a69b-d1da-87e7";"240405";"28";"9";"wieś";"stały";"Szkoła Garnek, Garnek ul. Szkolna 18, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"1130";"1244";"449";"681";"1";"3";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"11";"8";"3";"0";"670";"82";"14";"39";"7";"0";"5";"0";"0";"2";"1";"1";"0";"1";"4";"8";"365";"52";"256";"2";"9";"17";"2";"5";"3";"5";"4";"2";"0";"1";"7";"62";"25";"1";"2";"3";"7";"13";"1";"0";"2";"3";"1";"2";"1";"1";"35";"20";"4";"1";"1";"2";"2";"0";"3";"0";"0";"1";"0";"1";"103";"60";"6";"3";"6";"1";"4";"0";"1";"0";"4";"1";"0";"3";"14";"23";"7";"1";"0";"2";"1";"1";"1";"0";"0";"0";"0";"1";"5";"4"
