"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Henryk KIEPURA - nr na liście 1";"Krzysztof SMELA - nr na liście 2";"Stanisław GMITRUK - nr na liście 3";"Bartłomiej Przemysław DOBRZYNIEWICZ - nr na liście 4";"Andrzej KUBAT - nr na liście 5";"Anna Marta SOCHA-KORENDO - nr na liście 6";"Anna Barbara GRUS - nr na liście 7";"Monika Aleksandra KUMOR - nr na liście 8";"Edyta Jolanta MŁYŃSKA - nr na liście 9";"Krystian KOTYNIA - nr na liście 10";"Jerzy Józef CYRULIK - nr na liście 11";"Iwona Izabela LISEK - nr na liście 12";"Anna NOWICKA - nr na liście 13";"Michał Olaf DZWONNIK - nr na liście 14";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Szymon Stanisław GIŻYŃSKI - nr na liście 1";"Lidia Ewa BURZYŃSKA - nr na liście 2";"Mariusz Wiesław TREPKA - nr na liście 3";"Andrzej Janusz GAWRON - nr na liście 4";"Monika FAJER - nr na liście 5";"Piotr DEREJCZYK - nr na liście 6";"Anna Janina KAPTACZ - nr na liście 7";"Tomasz MAJ - nr na liście 8";"Łukasz Artur LANGE - nr na liście 9";"Paweł Jan RUKSZA - nr na liście 10";"Magdalena Anna PIETRULEWICZ - nr na liście 11";"Danuta Elżbieta SŁUŻAŁEK-JAWORSKA - nr na liście 12";"Andrzej Piotr SOWA - nr na liście 13";"Urszula ZALESKA - nr na liście 14";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Zdzisław WOLSKI - nr na liście 1";"Zbigniew Paweł NIESMACZNY - nr na liście 2";"Rafał Tadeusz KĘPSKI - nr na liście 3";"Ewelina Tacjana KOTKOWSKA - nr na liście 4";"Małgorzata IŻYŃSKA - nr na liście 5";"Łukasz Tadeusz KOT - nr na liście 6";"Ewa Katarzyna KSIĄŻEK - nr na liście 7";"Rafał Krzysztof JURECZKO - nr na liście 8";"Ewa LEWANDOWSKA - nr na liście 9";"Paweł Piotr ŁAPETA - nr na liście 10";"Joanna Janina GÓRNA - nr na liście 11";"Emilia Maria SKRZYPCZYŃSKA - nr na liście 12";"Marlena Sonia KAREWICZ - nr na liście 13";"Marcin Antoni GOŁDA - nr na liście 14";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Włodzimierz Bogdan SKALIK - nr na liście 1";"Jacek Adam PAWLIKOWSKI - nr na liście 2";"Bogusław Józef ADAMOWICZ - nr na liście 3";"Bartłomiej Michał BIEGAS - nr na liście 4";"Paweł KLIMCZAK - nr na liście 5";"Zofia SUROWIEC - nr na liście 6";"Władysława Bożena RYNKIEWICZ - nr na liście 7";"Agata Aneta POLAK - nr na liście 8";"Barbara Ewa PIĄTEK - nr na liście 9";"Cecylia Iwona MUSIALIK - nr na liście 10";"Grażyna Teresa MATUSIAK - nr na liście 11";"Katarzyna Anna ERMER - nr na liście 12";"Rafał Adrian GAWENDA - nr na liście 13";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Izabela Dorota LESZCZYNA - nr na liście 1";"Andrzej SZEWIŃSKI - nr na liście 2";"Marta Maria SALWIERAK - nr na liście 3";"Halina Leokadia ROZPONDEK - nr na liście 4";"Gabriel Jan PODBIOŁ - nr na liście 5";"Jolanta Małgorzata URBAŃSKA - nr na liście 6";"Dominik Bogusz KABUS - nr na liście 7";"Marzena Monika MANISZEWSKA - nr na liście 8";"Tomasz Artur STEFAŃCZYK - nr na liście 9";"Marcin BIERNAT - nr na liście 10";"Renata Maria STASIAK-BETLEJEWSKA - nr na liście 11";"Marcin ŚWITAŁA - nr na liście 12";"Edyta Wiesława CIURA - nr na liście 13";"Jarosław Wacław LASECKI - nr na liście 14";"Lista nr 8 - KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Marcin MARANDA - nr na liście 1";"Mariusz Michał SPIECHOWICZ - nr na liście 2";"Grażyna Marianna KLAMEK - nr na liście 3";"Mariusz Józef POGODA - nr na liście 4";"Adam ZAMORA - nr na liście 5";"Beata BOGUS - nr na liście 6";"Wojciech Stanisław SOCHA - nr na liście 7";"Zbigniew Stanisław MIZGALSKI - nr na liście 8";"Krystyna Jadwiga KOSARGA - nr na liście 9";"Łukasz Mateusz SŁAWEK - nr na liście 10";"Piotr Mateusz PTAK - nr na liście 11";"Aleksandra Zdzisława STANIOWSKA - nr na liście 12";"Piotr Paweł STRACH - nr na liście 13";"Magdalena Mirosława CZAJA - nr na liście 14"
"805d-1d0a-670b-b6ca-fba7-bd9b-b247-bff5";"240701";"28";"8";"miasto";"stały";"Przedszkole Miejskie Nr 1, ul. Słoneczna 13, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"1400";"1378";"520";"880";"0";"5";"0";"0";"0";"0";"0";"0";"0";"880";"0";"0";"880";"5";"2";"3";"0";"875";"46";"14";"1";"2";"0";"1";"2";"21";"2";"0";"0";"0";"1";"0";"2";"307";"28";"15";"2";"235";"2";"1";"1";"1";"3";"10";"1";"2";"2";"4";"108";"49";"5";"5";"5";"10";"4";"0";"14";"4";"2";"1";"1";"1";"7";"45";"27";"7";"2";"2";"0";"1";"0";"2";"0";"0";"1";"0";"3";"345";"86";"11";"3";"0";"232";"4";"1";"0";"0";"0";"1";"0";"0";"7";"24";"4";"0";"2";"1";"7";"0";"0";"6";"0";"0";"0";"1";"0";"3"
"afdc-b090-7cf8-ecfe-52f5-d788-ab8b-0682";"240701";"28";"9";"miasto";"stały";"Zespół Szkół im. Św. Edyty Stein Katolickiego Stowarzyszenia Wychowawców, ul. Marszałka Piłsudskiego 8, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"2230";"2461";"662";"1568";"4";"10";"0";"0";"0";"0";"0";"0";"0";"1568";"0";"0";"1568";"23";"11";"12";"0";"1545";"77";"16";"6";"4";"1";"5";"1";"35";"3";"0";"1";"0";"1";"4";"0";"626";"66";"23";"9";"454";"21";"2";"7";"4";"0";"12";"3";"2";"10";"13";"160";"65";"8";"3";"7";"10";"5";"10";"33";"6";"1";"1";"3";"0";"8";"113";"51";"14";"5";"6";"4";"4";"2";"11";"1";"3";"4";"3";"5";"533";"142";"16";"5";"6";"341";"1";"0";"3";"0";"4";"0";"0";"0";"15";"36";"7";"1";"2";"5";"6";"6";"2";"0";"1";"0";"0";"0";"1";"5"
"8520-8fd1-38e0-bcb6-b745-7e74-c311-44ac";"240701";"28";"10";"miasto";"stały";"Przedszkole Miejskie Nr 8, ul. Uchodźców 34, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"1792";"1937";"589";"1203";"5";"4";"0";"0";"0";"0";"0";"0";"0";"1203";"0";"0";"1203";"8";"6";"2";"0";"1195";"80";"17";"4";"4";"1";"6";"1";"29";"3";"0";"1";"11";"1";"2";"0";"499";"39";"20";"3";"384";"18";"2";"4";"1";"0";"15";"1";"0";"5";"7";"94";"46";"2";"3";"6";"4";"0";"3";"15";"5";"1";"2";"1";"0";"6";"63";"32";"10";"1";"6";"1";"4";"1";"3";"0";"0";"0";"3";"2";"439";"98";"13";"4";"2";"299";"1";"3";"0";"2";"1";"1";"2";"0";"13";"20";"2";"2";"0";"0";"4";"4";"1";"2";"1";"0";"0";"0";"0";"4"
"005d-1bdd-c626-a8db-8e7b-d36d-9987-d090";"240701";"28";"11";"miasto";"stały";"Przedszkole Miejskie Nr 4, ul. Wawrzyńca Hajdy 20, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"1050";"1151";"331";"719";"0";"1";"0";"0";"0";"0";"0";"0";"0";"719";"0";"0";"719";"5";"3";"2";"0";"714";"68";"14";"0";"0";"0";"0";"1";"47";"2";"1";"0";"1";"0";"2";"0";"296";"24";"14";"2";"224";"13";"1";"1";"3";"1";"3";"1";"0";"5";"4";"61";"29";"2";"2";"7";"1";"2";"0";"13";"3";"0";"0";"0";"0";"2";"45";"24";"6";"2";"0";"1";"4";"2";"1";"3";"0";"1";"0";"1";"226";"56";"4";"0";"4";"149";"0";"1";"2";"0";"0";"0";"0";"1";"9";"18";"5";"2";"0";"0";"4";"2";"0";"3";"0";"0";"0";"0";"1";"1"
"4129-e049-e3c2-f43c-d159-fa53-18b3-c2c2";"240701";"28";"12";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Zwycięstwa 32, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"790";"858";"263";"527";"2";"2";"0";"0";"0";"0";"0";"0";"0";"527";"0";"0";"527";"6";"5";"1";"0";"521";"43";"5";"0";"1";"1";"3";"0";"29";"0";"1";"0";"0";"1";"1";"1";"205";"13";"3";"1";"180";"3";"0";"1";"1";"0";"1";"1";"0";"1";"0";"55";"19";"3";"3";"5";"0";"1";"0";"19";"1";"0";"0";"2";"2";"0";"46";"24";"2";"5";"4";"2";"4";"1";"3";"1";"0";"0";"0";"0";"164";"26";"4";"0";"1";"122";"0";"0";"0";"1";"2";"0";"1";"0";"7";"8";"1";"0";"0";"1";"1";"2";"0";"1";"0";"0";"0";"1";"0";"1"
"9034-3a67-0758-686f-01ea-7333-611f-5889";"240701";"28";"13";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Droniowicka 45, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"1640";"1788";"446";"1194";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1194";"0";"0";"1194";"10";"6";"4";"0";"1184";"64";"18";"0";"1";"0";"3";"0";"27";"3";"0";"0";"4";"1";"5";"2";"520";"51";"16";"4";"402";"12";"2";"0";"2";"3";"11";"3";"2";"2";"10";"127";"45";"4";"3";"11";"10";"2";"7";"18";"6";"0";"3";"2";"2";"14";"79";"34";"5";"7";"4";"6";"2";"1";"9";"4";"1";"0";"1";"5";"364";"88";"7";"7";"8";"215";"1";"0";"1";"4";"1";"3";"6";"2";"21";"30";"5";"4";"0";"3";"6";"6";"2";"2";"0";"0";"0";"0";"1";"1"
"9e31-6620-7693-2fda-c385-f340-0ffc-0324";"240701";"28";"14";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej „Dom Kombatanta"", ul. Cyrana 10, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"200";"185";"150";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"50";"5";"2";"3";"0";"45";"6";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"30";"10";"4";"0";"9";"1";"1";"2";"1";"0";"0";"0";"0";"1";"1";"2";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"3";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"94ad-bd83-7314-9fa0-ad29-5a5a-4918-726b";"240701";"28";"15";"miasto";"zakład karny";"Zakład Karny, ul. Sobieskiego 6, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"226";"194";"110";"116";"0";"0";"0";"0";"0";"0";"0";"0";"0";"116";"0";"0";"116";"10";"8";"2";"0";"106";"5";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"12";"3";"0";"0";"3";"0";"0";"0";"3";"0";"2";"1";"0";"0";"0";"15";"7";"3";"0";"1";"1";"0";"1";"0";"0";"0";"1";"1";"0";"0";"10";"3";"1";"1";"3";"0";"0";"1";"1";"0";"0";"0";"0";"0";"62";"23";"7";"3";"7";"6";"2";"1";"3";"1";"3";"1";"4";"1";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0"
"d77b-465e-aa8d-7e54-cb4b-5d20-f012-2257";"240701";"28";"16";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Opieki Zdrowotnej, ul. Grunwaldzka 9, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"31";"35";"11";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"1";"0";"1";"0";"19";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"1";"1";"4";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"5";"3";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"e0c0-534c-6d1c-aacb-18e0-8455-e423-941c";"240701";"28";"17";"miasto";"zakład leczniczy";"Wojewódzki Szpital Neuropsychiatryczny im. dr Emila Cyrana, ul. Grunwaldzka 48, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"131";"131";"24";"107";"0";"0";"0";"0";"0";"0";"0";"0";"0";"107";"0";"0";"107";"5";"3";"2";"0";"102";"5";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"67";"33";"8";"4";"6";"3";"1";"0";"2";"0";"0";"5";"0";"2";"3";"11";"5";"0";"0";"2";"0";"0";"1";"0";"1";"0";"1";"0";"0";"1";"6";"4";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"9";"2";"4";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"4";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0"
"4cdb-298b-b6a2-0485-57d7-c0cf-d6bb-7c8b";"240701";"28";"18";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Kochcicka 14, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"174";"163";"120";"54";"0";"0";"0";"0";"0";"0";"0";"0";"0";"54";"0";"0";"54";"2";"1";"1";"0";"52";"4";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"41";"14";"3";"2";"8";"2";"3";"1";"1";"1";"1";"0";"0";"3";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"5";"2";"0";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"ff02-40cc-26e6-041a-5b73-3b85-a469-88c6";"240701";"28";"19";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej „ZAMECZEK"", ul. 74 GPP 2, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"29";"29";"1";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"1";"0";"1";"0";"27";"3";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"7";"2";"1";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"15";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"1b51-bea6-f112-1246-8290-6822-5a14-fb93";"240702";"28";"1";"wieś";"stały";"Zespół Placówek Oświatowych-świetlica szkolna, ul. Poznańska 2, 42-283 Boronów";"gm. Boronów";"lubliniecki";"śląskie";"1221";"1346";"446";"775";"1";"3";"0";"0";"0";"0";"0";"0";"0";"775";"0";"0";"775";"13";"9";"4";"0";"762";"72";"28";"0";"1";"3";"6";"0";"5";"0";"0";"0";"24";"2";"1";"2";"384";"44";"10";"3";"269";"20";"1";"3";"6";"1";"2";"4";"2";"13";"6";"73";"31";"2";"5";"1";"2";"7";"8";"1";"2";"4";"2";"2";"1";"5";"38";"22";"1";"3";"4";"2";"3";"2";"0";"1";"0";"0";"0";"0";"157";"85";"12";"3";"27";"13";"2";"2";"0";"2";"4";"0";"0";"0";"7";"38";"6";"1";"2";"19";"1";"0";"1";"1";"0";"0";"2";"0";"3";"2"
"9afc-9d22-fbf9-9587-17c4-af33-cb0a-90f8";"240702";"28";"2";"wieś";"stały";"Zespół Placówek Oświatowych-mała sala gimnastyczna, ul. Poznańska 2, 42-283 Boronów";"gm. Boronów";"lubliniecki";"śląskie";"1260";"1383";"465";"795";"0";"1";"0";"0";"0";"0";"0";"0";"0";"795";"0";"0";"795";"12";"8";"4";"0";"783";"67";"29";"1";"6";"1";"5";"1";"8";"0";"2";"1";"11";"1";"0";"1";"462";"38";"17";"6";"339";"19";"2";"3";"2";"4";"13";"1";"1";"12";"5";"36";"13";"0";"0";"2";"3";"1";"2";"3";"4";"0";"2";"0";"0";"6";"40";"18";"2";"7";"2";"4";"1";"0";"0";"3";"1";"0";"0";"2";"142";"66";"11";"3";"25";"7";"2";"2";"1";"2";"2";"2";"4";"1";"14";"36";"7";"1";"1";"20";"0";"0";"1";"0";"0";"0";"1";"1";"1";"3"
"7f02-0ece-1c28-55a7-6435-834b-ae9d-43bf";"240703";"28";"1";"wieś";"stały";"Urząd Gminy, ul. Nowa 1a, 42-793 Ciasna";"gm. Ciasna";"lubliniecki";"śląskie";"2000";"2186";"1070";"930";"0";"5";"0";"0";"0";"0";"0";"0";"0";"930";"0";"0";"930";"10";"5";"5";"0";"920";"90";"36";"3";"6";"1";"8";"2";"23";"1";"2";"1";"4";"1";"2";"0";"422";"56";"27";"16";"253";"25";"1";"3";"6";"2";"13";"1";"1";"6";"12";"67";"20";"2";"2";"7";"6";"2";"2";"10";"3";"3";"2";"4";"2";"2";"61";"26";"7";"6";"2";"3";"3";"1";"3";"2";"3";"0";"1";"4";"247";"105";"7";"2";"15";"85";"1";"0";"2";"0";"2";"3";"3";"2";"20";"33";"0";"0";"1";"4";"3";"5";"0";"0";"1";"1";"4";"1";"6";"7"
"d2a1-1c91-bb0e-9789-99c9-fa8c-9a78-0066";"240703";"28";"2";"wieś";"stały";"Szkoła Podstawowa, Glinica ul. Asfaltowa 6, 42-793 Ciasna";"gm. Ciasna";"lubliniecki";"śląskie";"710";"785";"317";"393";"0";"0";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"13";"9";"4";"0";"380";"54";"25";"2";"4";"0";"3";"1";"14";"0";"1";"0";"0";"1";"3";"0";"203";"17";"13";"2";"145";"9";"2";"1";"3";"2";"1";"3";"0";"2";"3";"20";"2";"2";"0";"5";"5";"1";"0";"0";"1";"1";"2";"0";"0";"1";"23";"11";"3";"1";"3";"1";"0";"0";"1";"1";"0";"0";"0";"2";"68";"34";"6";"1";"6";"7";"0";"1";"0";"2";"2";"0";"1";"1";"7";"12";"2";"2";"2";"1";"0";"0";"0";"1";"0";"0";"2";"0";"1";"1"
"f150-3d42-ac0a-04c0-bd77-7323-5512-d522";"240703";"28";"3";"wieś";"stały";"Hala Sportowa, Sieraków Śląski al. Parkowa 2, 42-793 Ciasna";"gm. Ciasna";"lubliniecki";"śląskie";"1630";"1787";"880";"750";"0";"1";"0";"0";"0";"0";"0";"0";"0";"750";"0";"0";"750";"7";"5";"2";"0";"743";"94";"42";"2";"16";"2";"7";"3";"11";"1";"2";"1";"2";"0";"4";"1";"370";"58";"27";"0";"228";"11";"4";"1";"11";"1";"0";"3";"0";"9";"17";"58";"26";"6";"5";"2";"2";"2";"0";"7";"3";"0";"1";"1";"0";"3";"57";"20";"12";"6";"3";"0";"2";"3";"6";"0";"0";"0";"0";"5";"147";"81";"8";"0";"10";"23";"3";"2";"0";"1";"5";"1";"2";"0";"11";"17";"1";"0";"2";"0";"2";"2";"1";"0";"2";"1";"1";"1";"2";"2"
"f40b-f4c5-840b-15c6-25a8-db14-cafa-46b4";"240703";"28";"4";"wieś";"stały";"Szkoła Podstawowa, Wędzina ul. Szkolna 23, 42-793 Ciasna";"gm. Ciasna";"lubliniecki";"śląskie";"464";"508";"296";"168";"0";"1";"0";"0";"0";"0";"0";"0";"0";"168";"0";"0";"168";"6";"4";"2";"0";"162";"26";"16";"0";"1";"1";"1";"1";"3";"3";"0";"0";"0";"0";"0";"0";"93";"21";"11";"1";"44";"7";"1";"1";"2";"0";"2";"0";"0";"1";"2";"8";"2";"1";"1";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"11";"3";"2";"0";"1";"0";"1";"0";"1";"1";"0";"1";"0";"1";"20";"7";"2";"2";"2";"3";"1";"0";"0";"0";"0";"0";"0";"1";"2";"4";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1"
"932c-1693-eb4c-9e71-a231-79ac-6922-74b4";"240703";"28";"5";"wieś";"stały";"Szkoła Podstawowa, Zborowskie ul. Myśliwska 1, 42-793 Ciasna";"gm. Ciasna";"lubliniecki";"śląskie";"770";"854";"460";"310";"0";"0";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"4";"3";"1";"0";"306";"34";"16";"0";"2";"0";"6";"0";"5";"2";"0";"0";"1";"0";"0";"2";"176";"12";"16";"1";"126";"6";"2";"2";"3";"1";"0";"2";"2";"1";"2";"14";"8";"0";"0";"0";"0";"3";"0";"0";"1";"0";"1";"0";"0";"1";"22";"6";"0";"3";"0";"4";"1";"2";"2";"0";"2";"0";"0";"2";"51";"28";"4";"0";"0";"11";"4";"0";"0";"0";"0";"0";"2";"0";"2";"9";"3";"0";"0";"1";"2";"0";"0";"0";"2";"0";"0";"0";"1";"0"
"8247-e97b-d9a1-ceb6-dfe6-e777-2b3c-1c6b";"240703";"28";"6";"wieś";"zakład karny";"Zakład Karny, Sieraków Śląski ul. Cegielniana 13, 42-793 Ciasna";"gm. Ciasna";"lubliniecki";"śląskie";"600";"575";"422";"178";"0";"0";"0";"0";"0";"0";"0";"0";"0";"178";"0";"0";"178";"9";"9";"0";"0";"169";"16";"4";"2";"0";"0";"1";"1";"0";"1";"1";"0";"0";"2";"3";"1";"25";"4";"4";"1";"0";"5";"0";"0";"2";"0";"0";"2";"0";"4";"3";"14";"2";"0";"2";"2";"1";"1";"1";"0";"4";"0";"1";"0";"0";"0";"7";"2";"0";"1";"0";"0";"1";"2";"1";"0";"0";"0";"0";"0";"102";"45";"12";"5";"10";"2";"7";"3";"4";"2";"4";"2";"0";"3";"3";"5";"1";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1"
"a865-1beb-8d70-6a69-608d-0f3b-80ea-7e2d";"240704";"28";"1";"wieś";"stały";"Gminne Centrum Kultury i Informacji, ul. Lubliniecka 31, 42-284 Herby";"gm. Herby";"lubliniecki";"śląskie";"1754";"1865";"629";"1125";"3";"10";"0";"0";"0";"0";"0";"0";"0";"1125";"0";"0";"1125";"11";"7";"4";"0";"1114";"125";"18";"0";"3";"0";"5";"1";"9";"0";"0";"1";"87";"1";"0";"0";"428";"81";"26";"12";"204";"25";"1";"7";"8";"22";"21";"6";"1";"5";"9";"191";"44";"11";"4";"4";"11";"1";"0";"88";"5";"1";"2";"6";"1";"13";"76";"32";"9";"7";"3";"7";"2";"0";"4";"3";"0";"1";"1";"7";"268";"154";"53";"4";"14";"10";"4";"1";"0";"1";"1";"2";"0";"1";"23";"26";"4";"1";"1";"8";"4";"0";"0";"0";"0";"0";"0";"2";"1";"5"
"4172-a99a-07fa-f492-726a-454a-b372-6e6e";"240704";"28";"2";"wieś";"stały";"Szkoła Podstawowa, Olszyna ul. Szkolna 4, 42-284 Herby";"gm. Herby";"lubliniecki";"śląskie";"878";"924";"322";"556";"0";"4";"0";"0";"0";"0";"0";"0";"0";"555";"0";"0";"555";"8";"1";"7";"0";"547";"61";"12";"2";"1";"0";"1";"2";"5";"0";"0";"1";"36";"0";"1";"0";"323";"18";"13";"2";"259";"12";"0";"3";"4";"4";"0";"2";"2";"2";"2";"32";"11";"3";"0";"2";"1";"2";"1";"5";"3";"1";"0";"0";"2";"1";"29";"17";"3";"1";"0";"1";"0";"1";"1";"1";"0";"0";"0";"4";"86";"47";"10";"2";"6";"9";"2";"1";"0";"1";"3";"1";"0";"0";"4";"16";"6";"1";"0";"5";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1"
"6a41-2af8-4059-d9e6-1047-c0f5-9f59-7b48";"240704";"28";"3";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 2, 42-714 Lisów";"gm. Herby";"lubliniecki";"śląskie";"1808";"1981";"678";"1130";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1130";"0";"0";"1130";"9";"8";"1";"0";"1121";"134";"37";"4";"11";"0";"8";"1";"26";"2";"2";"1";"40";"0";"2";"0";"595";"40";"20";"5";"482";"23";"2";"1";"5";"2";"5";"3";"0";"5";"2";"113";"41";"2";"2";"12";"2";"4";"3";"36";"2";"3";"2";"2";"1";"1";"53";"27";"4";"3";"3";"3";"4";"0";"1";"3";"0";"2";"1";"2";"200";"83";"28";"5";"22";"29";"4";"0";"7";"0";"4";"2";"0";"0";"16";"26";"7";"0";"6";"5";"0";"2";"0";"2";"0";"0";"0";"0";"1";"3"
