"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Arkadiusz Stanisław CIACH";"Wiesław Józef DOBKOWSKI";"Stanisław WITASZCZYK"
"691d-83dc-4e0f-74e7-8907-abff-75c4-e0db";"101204";"28";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Chrzanowicach, Chrzanowice ul. Włodzimierza Łuckiego 18, 97-545 Gomunice";"gm. Gomunice";"radomszczański";"łódzkie";"831";"915";"278";"553";"0";"2";"0";"0";"0";"0";"0";"0";"0";"553";"0";"0";"553";"12";"0";"12";"0";"541";"80";"330";"131"
"0d84-994e-9e4a-7b3b-fdf7-a986-1d6c-f8db";"101205";"28";"1";"miasto";"stały";"Zespół Szkół Ponadpodstawowych im. Tadeusza Kościuszki w Kamieńsku (sala gimnastyczna), ul. Szkolna 4, 97-360 Kamieńsk";"gm. Kamieńsk";"radomszczański";"łódzkie";"889";"958";"264";"625";"1";"3";"0";"0";"0";"0";"0";"0";"0";"624";"0";"0";"624";"21";"8";"13";"0";"603";"132";"375";"96"
"4bf8-4315-c81b-5b78-15ac-2d30-ad23-6203";"101205";"28";"2";"miasto";"stały";"Zespół Szkół Ponadpodstawowych im. Tadeusza Kościuszki w Kamieńsku (wejście główne), ul. Szkolna 4, 97-360 Kamieńsk";"gm. Kamieńsk";"radomszczański";"łódzkie";"1135";"1233";"294";"841";"0";"2";"0";"0";"0";"0";"0";"0";"0";"841";"0";"0";"841";"20";"8";"12";"0";"821";"173";"511";"137"
"c249-c385-6bea-20d9-1e0b-1676-a02d-6012";"101205";"28";"3";"wieś";"stały";"Dom Ludowy im. K. Tazbira w Kamieńsku, ul. Konopnickiej 6, 97-360 Kamieńsk";"gm. Kamieńsk";"radomszczański";"łódzkie";"1107";"1212";"442";"665";"4";"3";"0";"0";"0";"0";"0";"0";"0";"665";"0";"0";"665";"24";"5";"19";"0";"641";"85";"449";"107"
"a4ec-b5df-27d2-b6c6-4573-9cde-712b-a8aa";"101205";"28";"4";"wieś";"stały";"Świetlica Wiejska w Gałkowicach Starych, Gałkowice Stare 58, 97-360 Kamieńsk";"gm. Kamieńsk";"radomszczański";"łódzkie";"573";"630";"250";"323";"0";"0";"0";"0";"0";"0";"0";"0";"0";"323";"0";"0";"323";"16";"2";"14";"0";"307";"39";"230";"38"
"feba-ed07-19c3-034e-ea50-8a3a-626d-7fed";"101205";"28";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Gorzędowie, Gorzędów ul. Adamowskiego 7, 97-360 Kamieńsk";"gm. Kamieńsk";"radomszczański";"łódzkie";"628";"683";"181";"447";"0";"6";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"7";"2";"5";"0";"440";"56";"298";"86"
"6802-7604-e5a7-944e-0b11-226f-fd4f-e903";"101206";"28";"1";"wieś";"stały";"Świetlica Wiejska w Kobielach Małych, Kobiele Małe 70A, 97-524 Kobiele Wielkie";"gm. Kobiele Wielkie";"radomszczański";"łódzkie";"960";"1047";"392";"568";"2";"3";"0";"0";"0";"0";"0";"0";"0";"568";"0";"0";"568";"21";"7";"14";"0";"547";"108";"309";"130"
"053d-6962-7da4-dca3-6cfd-6182-774b-061b";"101206";"28";"2";"wieś";"stały";"Gminny Ośrodek Kultury i Sportu w Kobielach Wielkich, Reymonta 75, 97-524 Kobiele Wielkie";"gm. Kobiele Wielkie";"radomszczański";"łódzkie";"981";"1085";"385";"596";"3";"10";"0";"0";"0";"0";"0";"0";"0";"596";"0";"0";"596";"16";"3";"13";"0";"580";"157";"283";"140"
"85ef-2cbf-b433-36bf-2269-c2ff-4add-c1cc";"101206";"28";"3";"wieś";"stały";"Strażnica Ochotniczej Straży Pożarnej w Przybyszowie, Przybyszów 42, 97-524 Kobiele Wielkie";"gm. Kobiele Wielkie";"radomszczański";"łódzkie";"598";"653";"218";"380";"0";"0";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"4";"1";"3";"0";"376";"121";"158";"97"
"b741-1401-9bd6-3286-aabd-b032-8207-a2ab";"101206";"28";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Orzechowie, Orzechów 2, 97-524 Kobiele Wielkie";"gm. Kobiele Wielkie";"radomszczański";"łódzkie";"690";"750";"312";"378";"1";"1";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"2";"0";"2";"0";"376";"87";"191";"98"
"ae73-281c-388c-c507-ccee-0b8e-1d98-5f6b";"101207";"28";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kodrębie, ul. Leśna 2, 97-512 Kodrąb";"gm. Kodrąb";"radomszczański";"łódzkie";"702";"781";"291";"411";"3";"1";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"14";"3";"11";"0";"397";"53";"245";"99"
"4c61-f4cf-b0bc-7a06-e70e-2975-9679-1f05";"101207";"28";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kodrębie, ul. Leśna 2, 97-512 Kodrąb";"gm. Kodrąb";"radomszczański";"łódzkie";"717";"795";"278";"439";"1";"1";"0";"0";"0";"0";"0";"0";"0";"439";"0";"0";"439";"13";"3";"10";"0";"426";"108";"179";"139"
"367e-54d3-cbef-b503-8693-e34d-3f5e-ba01";"101207";"28";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Rzejowicach, Rzejowice 91, 97-512 Kodrąb";"gm. Kodrąb";"radomszczański";"łódzkie";"555";"607";"243";"312";"0";"1";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"14";"1";"13";"0";"298";"72";"171";"55"
"4118-c3df-60d8-dad3-42ce-db3d-40ef-9d3e";"101207";"28";"4";"wieś";"stały";"Świetlica wiejska w Woli Malowanej, Wola Malowana 22, 97-512 Kodrąb";"gm. Kodrąb";"radomszczański";"łódzkie";"479";"532";"202";"277";"0";"3";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0";"277";"7";"2";"5";"0";"270";"45";"134";"91"
"9c09-797a-12c6-c4ac-6e4b-a66c-7586-646c";"101207";"28";"5";"wieś";"stały";"Gminne Centrum Informacji w Dmeninie, Dmenin 124, 97-512 Kodrąb";"gm. Kodrąb";"radomszczański";"łódzkie";"433";"474";"181";"252";"0";"0";"0";"0";"0";"0";"0";"0";"0";"252";"0";"0";"252";"8";"0";"8";"0";"244";"45";"134";"65"
"1141-ffd7-9b0b-d007-9b27-3d10-95d1-c795";"101207";"28";"6";"wieś";"stały";"Gminne Centrum Informacji w Dmeninie, Dmenin 124, 97-512 Kodrąb";"gm. Kodrąb";"radomszczański";"łódzkie";"521";"581";"168";"353";"0";"3";"0";"0";"0";"0";"0";"0";"0";"353";"0";"0";"353";"6";"0";"6";"0";"347";"78";"149";"120"
"1a60-3d03-c253-9282-a718-5df9-3272-59d5";"101208";"28";"1";"wieś";"stały";"Urząd Gminy w Lgocie Wielkiej, ul. Radomszczańska 60, 97-565 Lgota Wielka";"gm. Lgota Wielka";"radomszczański";"łódzkie";"1301";"1426";"452";"849";"3";"5";"0";"0";"0";"0";"0";"0";"0";"849";"0";"0";"849";"28";"5";"23";"0";"821";"170";"444";"207"
"9c8a-c184-bbaa-3fe5-805a-f4c9-b490-ab5f";"101208";"28";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Woli Blakowej, Wola Blakowa 39, 97-565 Lgota Wielka";"gm. Lgota Wielka";"radomszczański";"łódzkie";"910";"992";"368";"542";"0";"7";"0";"0";"0";"0";"0";"0";"0";"542";"0";"0";"542";"10";"4";"6";"0";"532";"86";"337";"109"
"9c5e-2740-9406-6347-a55f-4612-2614-69c4";"101208";"28";"3";"wieś";"stały";"Świetlica Wiejska w Brudzicach, Brudzice ul. Radomszczańska 1A, 97-565 Lgota Wielka";"gm. Lgota Wielka";"radomszczański";"łódzkie";"533";"580";"208";"325";"0";"1";"0";"0";"0";"0";"0";"0";"0";"325";"0";"0";"325";"15";"4";"11";"0";"310";"41";"223";"46"
"69fe-2b5a-5a1e-0337-6b80-7587-38d8-22f4";"101208";"28";"4";"wieś";"stały";"Wiejski Dom Kultury w Krzywanicach, Krzywanice 142A, 97-565 Lgota Wielka";"gm. Lgota Wielka";"radomszczański";"łódzkie";"400";"443";"121";"279";"0";"2";"0";"0";"0";"0";"0";"0";"0";"279";"0";"0";"279";"3";"0";"3";"0";"276";"60";"142";"74"
"d443-d60f-640d-b477-4c22-a447-a15c-e155";"101209";"28";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Jedlnie Pierwszym, Jedlno Pierwsze 33A, 97-561 Ładzice";"gm. Ładzice";"radomszczański";"łódzkie";"1255";"1386";"564";"691";"0";"8";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"16";"6";"10";"0";"675";"144";"384";"147"
"a693-c903-5ac2-ee42-54ea-1e8d-3bc9-3c44";"101209";"28";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Stobiecku Szlacheckim, Stobiecko Szlacheckie 24A, 97-561 Ładzice";"gm. Ładzice";"radomszczański";"łódzkie";"1074";"1174";"393";"681";"0";"2";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"15";"3";"12";"0";"666";"135";"384";"147"
"a01a-f83e-6640-abac-de5f-69fe-f266-6c8a";"101209";"28";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Radziechowicach Drugich, Radziechowice Drugie 170, 97-561 Ładzice";"gm. Ładzice";"radomszczański";"łódzkie";"768";"843";"362";"406";"0";"1";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"4";"1";"3";"0";"402";"50";"240";"112"
"3174-c8d7-faff-eb75-70a4-5b6f-07bb-b227";"101209";"28";"4";"wieś";"stały";"Urząd Gminy Ładzice, ul. Wyzwolenia 36, 97-561 Ładzice";"gm. Ładzice";"radomszczański";"łódzkie";"344";"367";"109";"235";"0";"0";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"235";"7";"0";"7";"0";"228";"23";"105";"100"
"bfb1-4804-ec6c-2ce4-471c-a57b-d439-982e";"101209";"28";"5";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Radziechowice Pierwsze 2, 97-561 Ładzice";"gm. Ładzice";"radomszczański";"łódzkie";"77";"89";"46";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"2";"0";"2";"0";"29";"6";"18";"5"
"3979-c3bb-54ad-f26f-48ce-25e0-97d8-001a";"101210";"28";"1";"wieś";"stały";"Gminna Biblioteka Publiczna w Strzelcach Małych, Strzelce Małe 33, 97-515 Masłowice";"gm. Masłowice";"radomszczański";"łódzkie";"868";"951";"333";"535";"0";"5";"0";"0";"0";"0";"0";"0";"0";"535";"0";"0";"535";"15";"2";"13";"0";"520";"136";"263";"121"
"e00c-dbb3-3bdc-ad5a-0848-03ea-fe0b-3d56";"101210";"28";"2";"wieś";"stały";"Sala OSP w Chełmie, Chełmo 51, 97-515 Masłowice";"gm. Masłowice";"radomszczański";"łódzkie";"1002";"1102";"401";"601";"0";"2";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"23";"8";"15";"0";"578";"141";"329";"108"
"219d-3e80-cfb7-dc71-fcb7-a1ad-1add-10ed";"101210";"28";"3";"wieś";"stały";"Szkoła Podstawowa w Przerębie, Przerąb 61, 97-515 Masłowice";"gm. Masłowice";"radomszczański";"łódzkie";"596";"659";"203";"393";"0";"3";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"10";"0";"10";"0";"383";"105";"211";"67"
"32a8-e6e5-8c24-c36c-b13c-3dff-582f-03ac";"101210";"28";"4";"wieś";"stały";"Budynek po byłej Szkole Podstawowej w Ochotniku, Ochotnik 99, 97-515 Masłowice";"gm. Masłowice";"radomszczański";"łódzkie";"641";"719";"220";"421";"2";"7";"0";"0";"0";"0";"0";"0";"0";"421";"0";"0";"421";"23";"6";"17";"0";"398";"62";"289";"47"
"5ac0-6984-d418-3fb1-e5ee-54c9-1201-cae8";"101211";"28";"1";"miasto";"stały";"Publiczna Szkoła Podstawowa w Przedborzu, ul. Mostowa 37A, 97-570 Przedbórz";"gm. Przedbórz";"radomszczański";"łódzkie";"1285";"1387";"604";"681";"2";"10";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"27";"7";"20";"0";"654";"105";"393";"156"
"1245-6c6b-9cd3-3d11-509a-e003-c0fe-1c55";"101211";"28";"2";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych w Przedborzu, ul. Piotrkowska 1, 97-570 Przedbórz";"gm. Przedbórz";"radomszczański";"łódzkie";"1348";"1487";"491";"857";"0";"8";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"34";"9";"25";"0";"823";"171";"412";"240"
"cc90-0010-cd1b-318e-2e95-fc07-317a-7349";"101211";"28";"3";"wieś";"stały";"Szkoła Podstawowa w Górach Mokrych, Góry Mokre 94a, 97-570 Przedbórz";"gm. Przedbórz";"radomszczański";"łódzkie";"1084";"1188";"480";"604";"1";"6";"1";"1";"0";"0";"0";"0";"1";"605";"1";"0";"605";"14";"3";"11";"0";"591";"75";"406";"110"
"0666-1cb9-c4e9-3877-304e-87a5-31a3-e02b";"101211";"28";"4";"wieś";"stały";"Ochotnicza Straż Pożarna w Zuzowach, Zuzowy 15, 97-570 Przedbórz";"gm. Przedbórz";"radomszczański";"łódzkie";"720";"788";"330";"390";"0";"2";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"11";"4";"7";"0";"379";"58";"253";"68"
"05c1-c10a-ac97-4444-2a6c-2fc8-89e6-0c48";"101211";"28";"5";"miasto";"stały";"Przedszkole Samorządowe w Przedborzu, ul. Mostowa 39, 97-570 Przedbórz";"gm. Przedbórz";"radomszczański";"łódzkie";"946";"1012";"349";"597";"3";"3";"0";"0";"0";"0";"0";"0";"0";"597";"0";"0";"597";"20";"3";"17";"0";"577";"121";"261";"195"
"35cf-c02b-1ef4-0e56-227b-9a5d-3e6d-489a";"101211";"28";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej „Family”-Niepubliczny Zakład Pielęgnacyjno-Opiekuńczy ""Family"", Taras 46A, 97-570 Przedbórz";"gm. Przedbórz";"radomszczański";"łódzkie";"30";"52";"26";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"4";"0";"0";"0";"0";"4";"0";"2";"2"
"5cec-961d-6c1e-5665-e789-0955-f035-32d5";"101211";"28";"7";"miasto";"zakład leczniczy";"Zakład Pielęgnacyjno-Opiekuńczy w Przedborzu, ul. Częstochowska 25, 97-570 Przedbórz";"gm. Przedbórz";"radomszczański";"łódzkie";"21";"31";"17";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"4";"0";"0";"0";"0";"4";"1";"3";"0"
"3437-05a2-6ee8-eb13-a53d-497f-e9a8-9267";"101212";"28";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Dziepółci, Dziepółć 97, 97-500 Radomsko";"gm. Radomsko";"radomszczański";"łódzkie";"513";"558";"178";"335";"0";"5";"0";"0";"0";"0";"0";"0";"0";"335";"0";"0";"335";"7";"1";"6";"0";"328";"64";"132";"132"
"dfec-8cdb-ecac-a8da-3c70-8ec7-4574-d2ce";"101212";"28";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kietlinie, Kietlin ul. Radomszczańska 61, 97-500 Radomsko";"gm. Radomsko";"radomszczański";"łódzkie";"596";"640";"190";"406";"0";"2";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"21";"6";"15";"0";"385";"80";"208";"97"
"5ee4-f102-8366-ba0b-bb68-4995-fe29-a425";"101212";"28";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Płoszowie, Płoszów ul. Radomszczańska 41, 97-500 Radomsko";"gm. Radomsko";"radomszczański";"łódzkie";"619";"680";"247";"372";"0";"0";"0";"0";"0";"0";"0";"0";"0";"372";"0";"0";"372";"8";"3";"5";"0";"364";"88";"175";"101"
"dec2-40b9-b73c-ac47-2b32-bd82-4af8-751e";"101212";"28";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Strzałkowie (hala sportowa), Strzałków ul. Kolumba 2, 97-500 Radomsko";"gm. Radomsko";"radomszczański";"łódzkie";"829";"905";"329";"500";"0";"2";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"17";"1";"16";"0";"483";"122";"226";"135"
"5527-1373-ea22-6099-f00f-063c-28cd-d5f4";"101212";"28";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Strzałkowie (sala ćwiczeń), Strzałków ul. Kolumba 2, 97-500 Radomsko";"gm. Radomsko";"radomszczański";"łódzkie";"589";"654";"223";"366";"0";"0";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"14";"1";"13";"0";"352";"88";"171";"93"
"d206-244b-b1c1-ca0b-6ead-3054-4740-897a";"101212";"28";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Szczepocicach, Szczepocice Rządowe 19C, 97-500 Radomsko";"gm. Radomsko";"radomszczański";"łódzkie";"897";"963";"333";"564";"1";"0";"0";"0";"0";"0";"0";"0";"0";"564";"0";"0";"564";"12";"4";"8";"0";"552";"125";"279";"148"
"07dc-74c5-a2cb-35cd-55c9-a108-ddae-8f68";"101213";"28";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa, Krzętów ul. Stodolna 22, 97-525 Wielgomłyny";"gm. Wielgomłyny";"radomszczański";"łódzkie";"646";"709";"262";"384";"0";"6";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"9";"4";"5";"0";"375";"47";"227";"101"
"a5ee-6dd9-729b-a055-e01f-018a-fe63-6da5";"101213";"28";"2";"wieś";"stały";"Remiza OSP, Sokola Góra 47, 97-525 Wielgomłyny";"gm. Wielgomłyny";"radomszczański";"łódzkie";"514";"567";"198";"316";"0";"4";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"8";"2";"6";"0";"308";"37";"199";"72"
"25c0-1f74-b3d7-9a3d-c53c-ba29-e448-4c93";"101213";"28";"3";"wieś";"stały";"Gminny Ośrodek Kultury i Sportu w Wielgomłynach (parter), ul. Rynek 1, 97-525 Wielgomłyny";"gm. Wielgomłyny";"radomszczański";"łódzkie";"419";"464";"225";"194";"1";"8";"0";"0";"0";"0";"0";"0";"0";"194";"0";"0";"194";"5";"3";"2";"0";"189";"26";"108";"55"
"3cc2-fab7-7d15-e95f-6f7c-743d-c8a1-86db";"101213";"28";"4";"wieś";"stały";"Sala Obrad w Urzędzie Gminy w Wielgomłynach (I piętro), ul. Rynek 1, 97-525 Wielgomłyny";"gm. Wielgomłyny";"radomszczański";"łódzkie";"769";"834";"296";"473";"0";"8";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"12";"1";"11";"0";"461";"97";"220";"144"
"c478-efac-37d6-ef50-dab5-31cb-9a0b-136d";"101213";"28";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa, Zagórze 30, 97-525 Wielgomłyny";"gm. Wielgomłyny";"radomszczański";"łódzkie";"623";"676";"253";"370";"1";"0";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"370";"14";"5";"9";"0";"356";"36";"242";"78"
"9e22-7d98-0bd8-8ab1-0b0e-c2a8-772c-adcd";"101213";"28";"6";"wieś";"stały";"Świetlica w Niedośpielinie, Niedośpielin 97, 97-525 Wielgomłyny";"gm. Wielgomłyny";"radomszczański";"łódzkie";"461";"495";"202";"259";"1";"0";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"8";"2";"6";"0";"251";"41";"136";"74"
"e1ef-896c-2f45-7864-88d8-ee83-31ec-cd97";"101214";"28";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Żytnie, ul. Ogrodowa 16, 97-532 Żytno";"gm. Żytno";"radomszczański";"łódzkie";"1152";"1278";"466";"686";"0";"10";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"20";"4";"16";"0";"666";"155";"341";"170"
"6235-8b1c-151c-f8fe-6af3-e5c7-0f0e-97f6";"101214";"28";"2";"wieś";"stały";"Gminny Ośrodek Kultury w Żytnie, Silnica 77, 97-532 Żytno";"gm. Żytno";"radomszczański";"łódzkie";"752";"828";"332";"420";"1";"1";"0";"0";"0";"0";"0";"0";"0";"420";"0";"0";"420";"7";"3";"4";"0";"413";"41";"297";"75"
"a305-0ccb-4993-19f5-f814-c1b9-b35a-2164";"101214";"28";"3";"wieś";"stały";"Przedszkole Publiczne w Żytnie Filia w Maluszynie, Maluszyn ul. Wolności 5, 97-532 Żytno";"gm. Żytno";"radomszczański";"łódzkie";"1026";"1140";"463";"563";"0";"9";"0";"0";"0";"0";"0";"0";"0";"563";"0";"0";"563";"23";"6";"17";"0";"540";"87";"327";"126"
"dd66-aca4-c57d-05d4-a537-8560-049a-a2f9";"101214";"28";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Borzykowej, Borzykowa ul. Szkolna 12, 97-532 Żytno";"gm. Żytno";"radomszczański";"łódzkie";"965";"1073";"406";"559";"0";"11";"0";"0";"0";"0";"0";"0";"0";"559";"0";"0";"559";"18";"3";"15";"0";"541";"57";"402";"82"
"674e-65bb-dd51-3e42-2689-b4f8-4702-346a";"106201";"28";"1";"miasto";"stały";"Przedszkole Samorządowe Nr 11, ul. Adama Mickiewicza 98/102, 97-300 Piotrków Trybunalski";"m. Piotrków Trybunalski";"Piotrków Trybunalski";"łódzkie";"1026";"1093";"300";"726";"1";"1";"0";"0";"0";"0";"0";"0";"0";"726";"0";"0";"726";"14";"6";"8";"0";"712";"232";"327";"153"
"bef8-6cd8-663d-f09e-efb5-e98d-3f1e-6de9";"106201";"28";"2";"miasto";"stały";"Szkoła Podstawowa Nr 5 z Oddziałami Integracyjnymi, ul. Jerozolimska 73, 97-300 Piotrków Trybunalski";"m. Piotrków Trybunalski";"Piotrków Trybunalski";"łódzkie";"1023";"1109";"265";"758";"1";"1";"0";"0";"0";"0";"0";"0";"0";"758";"0";"0";"758";"12";"1";"11";"0";"746";"182";"418";"146"
"b9be-a189-afa8-569f-59ca-1866-532d-2c78";"106201";"28";"3";"miasto";"stały";"Pogotowie Opiekuńcze, ul. Wojska Polskiego 75, 97-300 Piotrków Trybunalski";"m. Piotrków Trybunalski";"Piotrków Trybunalski";"łódzkie";"1404";"1518";"512";"892";"3";"5";"0";"0";"0";"0";"0";"0";"0";"892";"0";"0";"892";"28";"14";"14";"0";"864";"294";"393";"177"
"49bc-db9b-165e-9a63-77e0-bcba-9a19-4ea0";"106201";"28";"4";"miasto";"stały";"Miejska Biblioteka Publiczna, ul. Skłodowskiej-Curie 3, 97-300 Piotrków Trybunalski";"m. Piotrków Trybunalski";"Piotrków Trybunalski";"łódzkie";"1454";"1581";"628";"826";"3";"7";"0";"0";"0";"0";"0";"0";"0";"826";"0";"0";"826";"26";"9";"17";"0";"800";"280";"372";"148"
"c8b4-d48a-1cf4-d41f-e5dc-c858-ec25-fb8a";"106201";"28";"5";"miasto";"stały";"Zespół Szkół Ponadpodstawowych Nr 4, ul. Henryka Sienkiewicza 10/12, 97-300 Piotrków Trybunalski";"m. Piotrków Trybunalski";"Piotrków Trybunalski";"łódzkie";"705";"759";"343";"362";"1";"2";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"8";"3";"5";"0";"354";"117";"163";"74"
"03fe-f79d-e109-60cb-6468-6432-7ea0-114b";"106201";"28";"6";"miasto";"stały";"Zespół Szkół Ponadpodstawowych Nr 5, ul. Leonarda 12/14, 97-300 Piotrków Trybunalski";"m. Piotrków Trybunalski";"Piotrków Trybunalski";"łódzkie";"1356";"1456";"426";"930";"1";"2";"0";"0";"0";"0";"0";"0";"0";"930";"0";"0";"930";"25";"9";"16";"0";"905";"340";"394";"171"
"ffe4-49d2-0c81-7460-792f-b38d-ac89-2d92";"106201";"28";"7";"miasto";"stały";"Przedszkole Samorządowe Nr 8, ul. Władysława Broniewskiego 3, 97-300 Piotrków Trybunalski";"m. Piotrków Trybunalski";"Piotrków Trybunalski";"łódzkie";"1574";"1701";"655";"919";"1";"4";"0";"0";"0";"0";"0";"0";"0";"919";"0";"0";"919";"31";"11";"20";"0";"888";"289";"447";"152"
"d35c-61e3-737d-f059-d8d7-298a-f46b-f048";"106201";"28";"8";"miasto";"stały";"Lokal wyborczy, ul. Zamurowa 10, 97-300 Piotrków Trybunalski";"m. Piotrków Trybunalski";"Piotrków Trybunalski";"łódzkie";"723";"801";"387";"336";"0";"5";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"7";"3";"4";"0";"329";"84";"185";"60"
"21fe-1488-624c-450e-9cd8-775d-fdc1-d875";"106201";"28";"9";"miasto";"stały";"I Liceum Ogólnokształcące im. Bolesława Chrobrego, al. Mikołaja Kopernika 1, 97-300 Piotrków Trybunalski";"m. Piotrków Trybunalski";"Piotrków Trybunalski";"łódzkie";"725";"783";"425";"300";"1";"5";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"7";"3";"4";"0";"293";"91";"137";"65"
"82a8-2037-7bd2-60ce-574a-d561-18a1-8642";"106201";"28";"10";"miasto";"stały";"Przedszkole Samorządowe Nr 5, ul. Kazimierza Wielkiego 5, 97-300 Piotrków Trybunalski";"m. Piotrków Trybunalski";"Piotrków Trybunalski";"łódzkie";"1068";"1143";"322";"746";"0";"0";"0";"0";"0";"0";"0";"0";"0";"746";"0";"0";"746";"24";"11";"13";"0";"722";"294";"303";"125"
"0bf4-a7bc-fee0-9022-ef03-a617-32c7-341f";"106201";"28";"11";"miasto";"stały";"Szkoła Podstawowa Nr 10, ul. Adama Próchnika 8/12, 97-300 Piotrków Trybunalski";"m. Piotrków Trybunalski";"Piotrków Trybunalski";"łódzkie";"1435";"1542";"536";"899";"5";"3";"0";"0";"0";"0";"0";"0";"0";"899";"0";"0";"899";"31";"12";"19";"0";"868";"310";"422";"136"
"7c95-c44a-e8a4-dd1b-9032-c022-f82f-d777";"106201";"28";"12";"miasto";"stały";"Szkoła Podstawowa Nr 16, ul. Krakowskie Przedmieście 11, 97-300 Piotrków Trybunalski";"m. Piotrków Trybunalski";"Piotrków Trybunalski";"łódzkie";"1664";"1808";"555";"1109";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1109";"0";"0";"1109";"23";"7";"16";"0";"1086";"367";"471";"248"
