"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Łukasz Jan BANAŚ";"Tomasz Paweł KAJKOWSKI";"Krzysztof Piotr KUBAT";"Ryszard Bogdan MAJER"
"598d-76d6-c4ba-68aa-2972-10ed-5023-9512";"240601";"68";"11";"wieś";"stały";"Zespół Szkolno-Przedszkolny im. Marii Konopnickiej w Łobodnie, Łobodno ul. Sienkiewicza 69, 42-125 Kamyk";"gm. Kłobuck";"kłobucki";"śląskie";"1308";"1449";"478";"830";"0";"0";"0";"0";"0";"0";"0";"0";"0";"830";"0";"0";"830";"23";"4";"19";"0";"807";"261";"132";"30";"384"
"de68-69cb-1880-024e-7ccd-07aa-dd5d-9205";"240601";"68";"12";"miasto";"stały";"Publiczna Szkoła Podstawowa Stowarzyszenia Przyjaciół Szkół Katolickich w Kłobucku, ul. Witosa 21, 42-100 Kłobuck";"gm. Kłobuck";"kłobucki";"śląskie";"530";"594";"225";"305";"0";"0";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"7";"2";"5";"0";"298";"91";"57";"17";"133"
"c794-e0a3-6286-e8be-cfaa-eefa-085e-d733";"240601";"68";"13";"miasto";"zakład leczniczy";"Szpital Rejonowy, ul. 11 Listopada 5E, 42-100 Kłobuck";"gm. Kłobuck";"kłobucki";"śląskie";"50";"8";"42";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"8";"0";"0";"0";"0";"8";"2";"2";"0";"4"
"9784-926d-64c6-b20e-6bc7-598e-2598-b5cb";"240602";"68";"1";"miasto";"stały";"Dom Kultury w Krzepicach, ul. Częstochowska 26, 42-160 Krzepice";"gm. Krzepice";"kłobucki";"śląskie";"961";"1048";"290";"671";"2";"16";"0";"0";"0";"0";"0";"0";"0";"671";"0";"0";"671";"9";"1";"8";"0";"662";"200";"132";"18";"312"
"8e68-dcce-750e-31bf-84fe-8887-4e35-739b";"240602";"68";"2";"miasto";"stały";"Zespół Szkół Liceum Ogólnokształcące w Krzepicach, ul. Ryły 26, 42-160 Krzepice";"gm. Krzepice";"kłobucki";"śląskie";"1360";"1474";"486";"874";"3";"6";"0";"0";"0";"0";"0";"0";"0";"873";"0";"0";"873";"19";"15";"4";"0";"854";"238";"188";"20";"408"
"01ea-3ea4-26cc-6179-8c7b-9360-9ee5-47b6";"240602";"68";"3";"miasto";"stały";"Remiza OSP w Krzepicach, ul. Kuków 79, 42-160 Krzepice";"gm. Krzepice";"kłobucki";"śląskie";"300";"324";"112";"188";"1";"0";"0";"0";"0";"0";"0";"0";"0";"188";"0";"0";"188";"2";"0";"2";"0";"186";"39";"27";"15";"105"
"d719-69a4-16f5-3d57-c164-c152-beb0-64c0";"240602";"68";"4";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Krzepicach, ul. Skłodowskiej 21, 42-160 Krzepice";"gm. Krzepice";"kłobucki";"śląskie";"879";"968";"306";"573";"1";"2";"0";"0";"0";"0";"0";"0";"0";"573";"0";"0";"573";"5";"1";"4";"0";"568";"148";"122";"15";"283"
"4931-c264-c043-76c4-1cfc-2b7a-7ff7-01da";"240602";"68";"5";"wieś";"stały";"Budynek b. Szkoły Podstawowej w Dankowicach Drugich, Dankowice Drugie 30, 42-160 Krzepice";"gm. Krzepice";"kłobucki";"śląskie";"532";"596";"235";"297";"0";"10";"0";"0";"0";"0";"0";"0";"0";"297";"0";"0";"297";"2";"2";"0";"0";"295";"70";"72";"14";"139"
"1d1d-839d-6436-3019-ceb4-a95b-1078-9950";"240602";"68";"6";"wieś";"stały";"Zespół Szkół w Starokrzepicach, Starokrzepice ul. Oleska 250, 42-161 Krzepice";"gm. Krzepice";"kłobucki";"śląskie";"1211";"1341";"415";"796";"0";"6";"0";"0";"0";"0";"0";"0";"0";"796";"0";"0";"796";"23";"6";"17";"0";"773";"216";"156";"23";"378"
"b001-41da-944f-717b-92e4-eb64-a871-2840";"240602";"68";"7";"wieś";"stały";"Szkoła Podstawowa w Zajączkach Pierwszych, Zajączki Pierwsze 50, 42-160 Krzepice";"gm. Krzepice";"kłobucki";"śląskie";"620";"671";"230";"390";"0";"0";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"7";"1";"6";"0";"383";"80";"62";"7";"234"
"52f9-6546-76d6-94f2-c5de-6dc7-b724-36cf";"240602";"68";"8";"wieś";"stały";"Remiza OSP w Zajączkach Drugich, Zajączki Drugie ul. Główna 140, 42-160 Krzepice";"gm. Krzepice";"kłobucki";"śląskie";"970";"1068";"398";"572";"1";"0";"0";"0";"0";"0";"0";"0";"0";"572";"0";"0";"572";"16";"1";"15";"0";"556";"122";"99";"22";"313"
"194c-cb97-5165-9bab-b860-4cf7-1d6e-405e";"240602";"68";"9";"miasto";"zakład leczniczy";"Szpital Rejonowy im. Dr. Anki, ul. Szkolna 1, 42-160 Krzepice";"gm. Krzepice";"kłobucki";"śląskie";"40";"23";"25";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"1";"0";"1";"0";"14";"2";"2";"5";"5"
"f410-21b8-484b-a137-e2d8-8fad-1f97-1c14";"240603";"68";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Lipiu, ul. Częstochowska 95, 42-165 Lipie";"gm. Lipie";"kłobucki";"śląskie";"1601";"1749";"571";"1030";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1029";"0";"0";"1029";"15";"2";"13";"0";"1014";"212";"310";"31";"461"
"38aa-4c25-7c5a-b21d-f3de-4220-06b1-e007";"240603";"68";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Parzymiechach, ul. Parkowa 2, 42-164 Parzymiechy";"gm. Lipie";"kłobucki";"śląskie";"1440";"1573";"566";"874";"0";"6";"0";"0";"0";"0";"0";"0";"0";"871";"0";"0";"871";"10";"6";"4";"0";"861";"134";"293";"15";"419"
"0a5a-7e33-0aa5-0e99-55a3-92f6-aace-3ccd";"240603";"68";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Lindowie, Lindów 42, 42-165 Lipie";"gm. Lipie";"kłobucki";"śląskie";"764";"834";"273";"491";"1";"1";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"4";"1";"3";"0";"487";"98";"92";"17";"280"
"d522-cf93-b327-e902-5602-8b0b-65f6-5934";"240603";"68";"4";"wieś";"stały";"Szkoła Podstawowa w Rębielicach Szlacheckich, Rębielice Szlacheckie 93, 42-165 Lipie";"gm. Lipie";"kłobucki";"śląskie";"500";"548";"193";"307";"0";"1";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"7";"0";"7";"0";"300";"45";"50";"14";"191"
"304d-ec0a-a422-b841-b418-cfa2-8b01-4a11";"240603";"68";"5";"wieś";"stały";"Świetlica Wiejska w Natolinie, Natolin 35, 42-165 Lipie";"gm. Lipie";"kłobucki";"śląskie";"369";"418";"121";"248";"0";"2";"0";"0";"0";"0";"0";"0";"0";"248";"0";"0";"248";"3";"0";"3";"0";"245";"40";"91";"4";"110"
"97dc-33d9-2873-96d0-f912-ab81-442c-257a";"240604";"68";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Miedźnie (sala nr 5), ul. Szkolna 1, 42-120 Miedźno";"gm. Miedźno";"kłobucki";"śląskie";"920";"999";"285";"635";"0";"0";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"15";"6";"9";"0";"620";"168";"96";"26";"330"
"6b7b-da4c-b85b-70c8-c5f8-1129-a24c-8d49";"240604";"68";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Miedźnie (sala gimnastyczna), ul. Szkolna 1, 42-120 Miedźno";"gm. Miedźno";"kłobucki";"śląskie";"954";"1045";"270";"684";"2";"2";"0";"0";"0";"0";"0";"0";"0";"684";"0";"0";"684";"18";"1";"17";"0";"666";"178";"89";"29";"370"
"d16f-5a47-1de9-b3f2-fad7-b4f9-ead1-53b2";"240604";"68";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Miedźnie (sala gimnastyczna w Szkole Podstawowej), ul. Szkolna 1, 42-120 Miedźno";"gm. Miedźno";"kłobucki";"śląskie";"860";"956";"304";"556";"0";"1";"0";"0";"0";"0";"0";"0";"0";"556";"0";"0";"556";"6";"1";"5";"0";"550";"94";"63";"24";"369"
"5d6a-44f4-fd66-54cb-1765-cbb3-1e5e-7bf2";"240604";"68";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Ostrowach nad Okszą (świetlica), Ostrowy nad Okszą ul. Szkolna 6, 42-120 Miedźno";"gm. Miedźno";"kłobucki";"śląskie";"768";"845";"196";"572";"2";"2";"0";"0";"0";"0";"0";"0";"0";"572";"0";"0";"572";"10";"7";"3";"0";"562";"110";"55";"25";"372"
"d09e-d294-6fe5-84f6-6e3c-ba1a-c4c9-4df2";"240604";"68";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Ostrowach nad Okszą (sala nr 7 - mała sala gimnastyczna), Ostrowy nad Okszą ul. Szkolna 6, 42-120 Miedźno";"gm. Miedźno";"kłobucki";"śląskie";"889";"979";"250";"639";"2";"1";"0";"0";"0";"0";"0";"0";"0";"639";"0";"0";"639";"17";"8";"9";"0";"622";"105";"61";"28";"428"
"9d79-c36a-9052-2c11-9f1f-d26e-8c66-8c6b";"240604";"68";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Mokrej, Mokra 194, 42-120 Miedźno";"gm. Miedźno";"kłobucki";"śląskie";"559";"616";"233";"326";"2";"0";"0";"0";"0";"0";"0";"0";"0";"326";"0";"1";"325";"17";"0";"17";"0";"308";"79";"44";"8";"177"
"c934-4285-2137-4133-e385-6cba-99cc-bb2a";"240604";"68";"7";"wieś";"stały";"Ochotnicza Straż Pożarna, Borowa ul. Główna 68, 42-120 Miedźno";"gm. Miedźno";"kłobucki";"śląskie";"349";"387";"102";"247";"0";"1";"0";"0";"0";"0";"0";"0";"0";"247";"0";"0";"247";"6";"2";"4";"0";"241";"39";"36";"11";"155"
"b764-ba80-9878-8315-5bc4-d716-a88c-4c1a";"240604";"68";"8";"wieś";"stały";"Świetlica, Władysławów ul. Turystyczna 122, 42-120 Miedźno";"gm. Miedźno";"kłobucki";"śląskie";"249";"278";"101";"148";"0";"0";"0";"0";"0";"0";"0";"0";"0";"148";"0";"0";"148";"4";"0";"4";"0";"144";"31";"20";"11";"82"
"f211-7b09-4cbf-10f9-4548-3d47-07ac-596e";"240605";"68";"1";"wieś";"stały";"Szkoła Podstawowa w Opatowie, ul. Szkolna 5, 42-152 Opatów";"gm. Opatów";"kłobucki";"śląskie";"868";"953";"260";"608";"1";"1";"0";"0";"0";"0";"0";"0";"0";"608";"0";"0";"608";"7";"2";"5";"0";"601";"174";"127";"38";"262"
"7f1d-65de-2895-c7c6-6faa-82b1-cb67-71f7";"240605";"68";"2";"wieś";"stały";"Szkoła Podstawowa w Opatowie, ul. Szkolna 5, 42-152 Opatów";"gm. Opatów";"kłobucki";"śląskie";"420";"460";"182";"238";"0";"0";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"1";"0";"1";"0";"237";"59";"62";"13";"103"
"6393-6c14-f2b6-6b5a-a588-dc69-52e8-05cf";"240605";"68";"3";"wieś";"stały";"Szkoła Podstawowa w Iwanowicach Dużych, Iwanowice Duże ul. Częstochowska 63, 42-152 Opatów";"gm. Opatów";"kłobucki";"śląskie";"698";"773";"277";"421";"0";"5";"0";"0";"0";"0";"0";"0";"0";"421";"0";"0";"421";"15";"3";"12";"0";"406";"91";"75";"21";"219"
"420c-5f70-852a-4b73-0467-55c5-4caf-565c";"240605";"68";"4";"wieś";"stały";"Szkoła Podstawowa w Waleńczowie, ul. Szkolna 19, 42-151 Waleńczów";"gm. Opatów";"kłobucki";"śląskie";"850";"921";"315";"535";"0";"0";"0";"0";"0";"0";"0";"0";"0";"535";"0";"0";"535";"14";"0";"14";"0";"521";"175";"101";"21";"224"
"0320-0270-796c-d207-71bb-ec9d-8044-cc94";"240605";"68";"5";"wieś";"stały";"Szkoła Podstawowa w Wilkowiecku, Wilkowiecko ul. Szkolna 1, 42-152 Opatów";"gm. Opatów";"kłobucki";"śląskie";"798";"869";"301";"497";"2";"3";"0";"0";"0";"0";"0";"0";"0";"497";"0";"0";"497";"9";"2";"7";"0";"488";"172";"84";"28";"204"
"cd42-6f96-d6c1-a422-a308-d631-205a-1554";"240605";"68";"6";"wieś";"stały";"Szkoła Podstawowa w Złochowicach, Złochowice ul. Wesoła 3, 42-151 Waleńczów";"gm. Opatów";"kłobucki";"śląskie";"889";"993";"317";"572";"0";"7";"0";"0";"0";"0";"0";"0";"0";"572";"0";"0";"572";"24";"2";"22";"0";"548";"161";"91";"49";"247"
"c3f7-14a3-86a4-21a5-cdf3-fd1d-5965-b496";"240605";"68";"7";"wieś";"stały";"Remiza OSP w Zwierzyńcu Pierwszym, Zwierzyniec Pierwszy ul. Jasna 5, 42-152 Opatów";"gm. Opatów";"kłobucki";"śląskie";"459";"508";"197";"262";"2";"1";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"12";"1";"11";"0";"250";"46";"43";"13";"148"
"8f45-9f83-40b7-0bc8-5458-bb1f-c9e2-8f76";"240606";"68";"1";"wieś";"stały";"Hala Sportowa, ul. Ogrodowa 11, 42-140 Panki";"gm. Panki";"kłobucki";"śląskie";"910";"980";"292";"618";"1";"3";"0";"0";"0";"0";"0";"0";"0";"618";"0";"0";"618";"13";"4";"9";"0";"605";"205";"121";"39";"240"
"da98-0acc-4638-f935-8093-9fee-3cb5-2e38";"240606";"68";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Tysiąclecia 17, 42-140 Panki";"gm. Panki";"kłobucki";"śląskie";"1110";"1234";"434";"676";"1";"15";"0";"0";"0";"0";"0";"0";"0";"676";"0";"0";"676";"13";"4";"9";"0";"663";"224";"125";"41";"273"
"f34f-4263-2263-87ed-bc53-352a-d402-c613";"240606";"68";"3";"wieś";"stały";"Szkoła Podstawowa, Aleksandrów 31, 42-140 Panki";"gm. Panki";"kłobucki";"śląskie";"670";"732";"234";"436";"0";"0";"0";"0";"0";"0";"0";"0";"0";"436";"0";"0";"436";"3";"3";"0";"0";"433";"132";"67";"36";"198"
"5f73-2a63-b2ec-6db0-9a90-c7a7-ab0d-05d7";"240606";"68";"4";"wieś";"stały";"Szkoła Podstawowa, Konieczki 64, 42-140 Panki";"gm. Panki";"kłobucki";"śląskie";"1011";"1112";"444";"567";"0";"0";"1";"1";"0";"0";"0";"0";"1";"568";"1";"0";"568";"13";"0";"13";"0";"555";"137";"76";"33";"309"
"ff27-df87-1e4d-b8e8-7ded-13dc-b1be-f42b";"240607";"68";"1";"wieś";"stały";"Gminny Zespół Szkolno-Przedszkolny Nr 1, ul. Długosza 7, 42-110 Popów";"gm. Popów";"kłobucki";"śląskie";"1169";"1284";"407";"762";"0";"7";"0";"0";"0";"0";"0";"0";"0";"762";"0";"0";"762";"16";"7";"9";"0";"746";"244";"133";"32";"337"
"2cc7-7744-1cbd-d2aa-3235-255e-1d91-5d20";"240607";"68";"2";"wieś";"stały";"Gminny Zespół Szkolno-Przedszkolny Nr 3, Rębielice Królewskie ul. Szkolna 1, 42-110 Popów";"gm. Popów";"kłobucki";"śląskie";"600";"667";"248";"352";"0";"2";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"7";"1";"6";"0";"345";"87";"58";"33";"167"
"fecd-2600-5412-9351-dd0b-fd7f-2646-e316";"240607";"68";"3";"wieś";"stały";"Gminny Zespół Szkolno-Przedszkolny Nr 2, Wąsosz Górny ul. Witosa 11, 42-110 Popów";"gm. Popów";"kłobucki";"śląskie";"1080";"1194";"459";"621";"1";"5";"0";"0";"0";"0";"0";"0";"0";"620";"0";"0";"620";"11";"2";"9";"0";"609";"134";"75";"28";"372"
"36c5-c1a9-dd36-873a-2b09-0439-a8c8-d328";"240607";"68";"4";"wieś";"stały";"Gminny Zespół Szkolno-Przedszkolny Nr 4, Więcki ul. Szkolna 1, 42-110 Popów";"gm. Popów";"kłobucki";"śląskie";"660";"742";"278";"382";"1";"6";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"6";"1";"5";"0";"376";"91";"56";"19";"210"
"d202-1f7c-6f60-b6a6-b032-603e-58a4-9a25";"240607";"68";"5";"wieś";"stały";"Gminny Zespół Szkolno-Przedszkolny Nr 5, Zawady ul. Szkolna 8, 42-110 Popów";"gm. Popów";"kłobucki";"śląskie";"890";"998";"330";"560";"1";"12";"0";"0";"0";"0";"0";"0";"0";"560";"0";"0";"560";"13";"5";"8";"0";"547";"185";"108";"31";"223"
"87dd-9041-3669-7136-5b8b-4eef-682f-0719";"240607";"68";"6";"wieś";"oddział zewnętrzny aresztu śledczego";"Oddział Zewnętrzny w Wąsoszu Górnym Aresztu Śledczego w Częstochowie, Wąsosz Górny ul. Powstańców 150, 42-110 Popów";"gm. Popów";"kłobucki";"śląskie";"99";"103";"32";"67";"0";"0";"0";"0";"0";"0";"0";"0";"0";"67";"0";"0";"67";"2";"1";"1";"0";"65";"40";"13";"7";"5"
"3492-9c74-631f-ce47-6e35-d8ec-c990-ff24";"240608";"68";"1";"wieś";"stały";"Budynek Szkoły Podstawowej w Przystajni, ul. Szkolna 9, 42-141 Przystajń";"gm. Przystajń";"kłobucki";"śląskie";"1700";"1850";"623";"1077";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1077";"0";"0";"1077";"22";"2";"20";"0";"1055";"347";"188";"56";"464"
"6d86-cdf0-c9b9-8de3-8e70-c32e-4ff9-40b6";"240608";"68";"2";"wieś";"stały";"Budynek Gminnego Ośrodka Kultury, Sportu i Rekreacji w Przystajni, ul. Targowa 5, 42-141 Przystajń";"gm. Przystajń";"kłobucki";"śląskie";"1421";"1564";"648";"773";"0";"0";"0";"0";"0";"0";"0";"0";"0";"773";"0";"0";"773";"22";"5";"17";"0";"751";"189";"127";"40";"395"
"2dd5-f410-2f90-95a2-9324-5771-608f-f3b8";"240608";"68";"3";"wieś";"stały";"Budynek Szkoły Podstawowej w Borze Zajacińskim, Bór Zajaciński 78, 42-142 Bór Zajaciński";"gm. Przystajń";"kłobucki";"śląskie";"729";"791";"337";"392";"0";"4";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"10";"10";"0";"0";"382";"94";"50";"21";"217"
"9756-17b8-e739-397a-b3fc-9740-c84d-b680";"240608";"68";"4";"wieś";"stały";"Budynek strażnicy OSP w Ługach-Radłach, ul. Leśna 1A, 42-142 Ługi-Radły";"gm. Przystajń";"kłobucki";"śląskie";"500";"562";"172";"328";"0";"5";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"5";"1";"4";"0";"323";"88";"33";"14";"188"
"09d3-2b0d-0a5c-5e40-8447-3b5c-d828-f7db";"240609";"68";"1";"wieś";"stały";"Szkoła Podstawowa we Wręczycy Wielkiej, ul. Szkolna 11, 42-130 Wręczyca Wielka";"gm. Wręczyca Wielka";"kłobucki";"śląskie";"2560";"2811";"775";"1785";"2";"30";"0";"0";"0";"0";"0";"0";"0";"1785";"0";"0";"1785";"37";"13";"24";"0";"1748";"742";"254";"97";"655"
"5684-bd41-f774-955c-3721-0045-8817-1e94";"240609";"68";"2";"wieś";"stały";"Szkoła Podstawowa w Grodzisku, Grodzisko ul. Kłobucka 1, 42-130 Wręczyca Wielka";"gm. Wręczyca Wielka";"kłobucki";"śląskie";"820";"911";"249";"571";"0";"1";"0";"0";"0";"0";"0";"0";"0";"571";"0";"0";"571";"10";"1";"9";"0";"561";"203";"87";"33";"238"
"3073-e895-3ce3-8828-d2df-4281-0c62-0cb5";"240609";"68";"3";"wieś";"stały";"Szkoła Podstawowa w Borowem, Borowe ul. Długa 75, 42-133 Węglowice";"gm. Wręczyca Wielka";"kłobucki";"śląskie";"1698";"1863";"694";"1004";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1004";"0";"0";"1004";"17";"0";"17";"0";"987";"308";"140";"51";"488"
"e0b2-bcdc-4f1f-cd61-eae8-bb54-d3d2-1bc9";"240609";"68";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Kalei, Kalej ul. Szkolna 1, 42-130 Wręczyca Wielka";"gm. Wręczyca Wielka";"kłobucki";"śląskie";"2449";"2413";"1009";"1440";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1440";"0";"0";"1440";"35";"10";"25";"0";"1405";"496";"152";"81";"676"
"663e-0cc9-effc-8680-075d-b8e3-1abb-1f09";"240609";"68";"5";"wieś";"stały";"Szkoła Podstawowa w Węglowicach, Węglowice 3, 42-133 Węglowice";"gm. Wręczyca Wielka";"kłobucki";"śląskie";"1730";"1895";"629";"1101";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1100";"0";"0";"1100";"25";"2";"23";"0";"1075";"313";"171";"54";"537"
"2aab-a611-03a7-cc6b-2cb1-5d17-6ed5-fb82";"240609";"68";"6";"wieś";"stały";"Szkoła Podstawowa w Kulejach, Kuleje ul. Szkolna 1, 42-134 Truskolasy";"gm. Wręczyca Wielka";"kłobucki";"śląskie";"1069";"1168";"457";"612";"0";"12";"0";"0";"0";"0";"0";"0";"0";"612";"0";"0";"612";"20";"8";"12";"0";"592";"184";"90";"50";"268"
"6be3-3b0a-5ac8-0592-9da2-4038-2bc2-afc6";"240609";"68";"7";"wieś";"stały";"Remiza OSP w Hutce, Hutka ul. Dolna 2, 42-134 Truskolasy";"gm. Wręczyca Wielka";"kłobucki";"śląskie";"460";"509";"179";"281";"0";"0";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"16";"3";"13";"0";"265";"58";"41";"11";"155"
"1bda-f770-8541-faa6-48ff-fbb4-b30c-6499";"240609";"68";"8";"wieś";"stały";"Szkoła Podstawowa w Truskolasach, ul. Szkolna 3, 42-134 Truskolasy";"gm. Wręczyca Wielka";"kłobucki";"śląskie";"2500";"2749";"1118";"1382";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1382";"0";"0";"1382";"28";"13";"15";"0";"1354";"405";"188";"95";"666"
"f56e-21f0-aca2-9c54-27fc-292a-9936-3e82";"240701";"68";"1";"miasto";"stały";"OSP, ul. Sokoła 13, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"1591";"1612";"575";"1016";"5";"6";"0";"0";"0";"0";"0";"0";"0";"1016";"0";"0";"1016";"19";"4";"15";"0";"997";"386";"139";"74";"398"
"217b-8ed5-3e13-e406-f565-e99c-761a-3edd";"240701";"68";"2";"miasto";"stały";"Siedziba Zespołu Pieśni i Tańca ""HALKA"", ul. Stalmacha 12, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"980";"1073";"332";"648";"0";"10";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"23";"5";"18";"0";"625";"236";"92";"40";"257"
"63ba-9ec6-0d7e-3c8f-cbc3-1360-fcc2-c8a3";"240701";"68";"3";"miasto";"stały";"Świetlica przy Domu Parafialnym, ul. Kokotek 22, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"220";"252";"62";"158";"0";"3";"0";"0";"0";"0";"0";"0";"0";"158";"0";"0";"158";"1";"0";"1";"0";"157";"37";"23";"6";"91"
"6dfb-c9d4-73e3-7934-8c63-7e1e-87da-1d44";"240701";"68";"4";"miasto";"stały";"Basen Kryty, ul. Powstańców Śląskich 42, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"1550";"1691";"556";"994";"0";"2";"1";"1";"0";"0";"0";"0";"1";"995";"1";"1";"994";"16";"5";"11";"0";"978";"313";"167";"38";"460"
"1a5e-c2ea-5f2d-e267-4d29-5657-7e17-7a15";"240701";"68";"5";"miasto";"stały";"Państwowa Szkoła Muzyczna I stopnia im. J. Garści, Plac K. Mańki 9, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"790";"854";"286";"504";"0";"6";"0";"0";"0";"0";"0";"0";"0";"504";"0";"0";"504";"9";"1";"8";"0";"495";"234";"88";"39";"134"
"b3b1-98b4-b87c-d536-92fa-1086-5137-b93f";"240701";"68";"6";"miasto";"stały";"Miejski Dom Kultury, ul. Plebiscytowa 9, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"830";"898";"358";"472";"1";"4";"1";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"8";"1";"7";"0";"464";"189";"83";"34";"158"
"b792-466c-a3c1-ed41-2e03-ec55-c4ac-6261";"240701";"68";"7";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Wilimowskiego 8, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"1611";"1745";"716";"895";"2";"2";"0";"0";"0";"0";"0";"0";"0";"894";"0";"0";"894";"30";"6";"24";"0";"864";"326";"136";"63";"339"
"f610-45e9-1b45-31e8-a710-a17c-1170-6425";"240701";"68";"8";"miasto";"stały";"Przedszkole Miejskie Nr 1, ul. Słoneczna 13, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"1399";"1378";"519";"880";"0";"5";"0";"0";"0";"0";"0";"0";"0";"880";"0";"0";"880";"15";"2";"13";"0";"865";"388";"136";"38";"303"
"a334-f5dd-2fea-6eb1-4a38-0c2e-bd2d-a39e";"240701";"68";"9";"miasto";"stały";"Zespół Szkół im. Św. Edyty Stein Katolickiego Stowarzyszenia Wychowawców, ul. Marszałka Piłsudskiego 8, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"2230";"2461";"662";"1568";"4";"10";"0";"0";"0";"0";"0";"0";"0";"1568";"0";"0";"1568";"50";"10";"40";"0";"1518";"594";"237";"89";"598"
"fa9e-3a01-59fc-8d27-d5e2-b422-cd44-e154";"240701";"68";"10";"miasto";"stały";"Przedszkole Miejskie Nr 8, ul. Uchodźców 34, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"1790";"1937";"587";"1203";"5";"4";"0";"0";"0";"0";"0";"0";"0";"1203";"0";"0";"1203";"21";"5";"16";"0";"1182";"469";"166";"51";"496"
"7956-a6fc-afff-57a1-a847-ce61-e617-a461";"240701";"68";"11";"miasto";"stały";"Przedszkole Miejskie Nr 4, ul. Wawrzyńca Hajdy 20, 42-700 Lubliniec";"m. Lubliniec";"lubliniecki";"śląskie";"1050";"1151";"331";"719";"0";"1";"0";"0";"0";"0";"0";"0";"0";"719";"0";"0";"719";"13";"3";"10";"0";"706";"271";"123";"33";"279"
