"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Grzegorz Michał BIERECKI";"Sławomir Antoni SOSNOWSKI"
"b2ea-89e8-5001-947a-2431-fe3a-47ab-8dfc";"060110";"17";"3";"wieś";"stały";"Szkoła Podstawowa w Rogoźnicy, Rogoźnica 96, 21-560 Miedzyrzec Podlaski";"gm. Międzyrzec Podlaski";"bialski";"lubelskie";"680";"753";"226";"454";"0";"4";"0";"0";"0";"0";"0";"0";"0";"454";"0";"0";"454";"11";"2";"9";"0";"443";"315";"128"
"563d-28dd-2b16-5f29-5551-0c44-4898-bfc9";"060110";"17";"4";"wieś";"stały";"Szkoła Podstawowa w Tłuśćcu, Tłuściec 112, 21-560 Międzyrzec Podlaski";"gm. Międzyrzec Podlaski";"bialski";"lubelskie";"670";"745";"236";"434";"0";"2";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"15";"4";"11";"0";"419";"334";"85"
"1403-0b60-7997-f9ef-e24d-7530-40f0-3b2c";"060110";"17";"5";"wieś";"stały";"Szkoła Podstawowa w Kożuszkach, Kożuszki 37, 21-560 Międzyrzec Podlaski";"gm. Międzyrzec Podlaski";"bialski";"lubelskie";"400";"432";"120";"280";"0";"0";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"3";"1";"2";"0";"277";"197";"80"
"740c-31a6-d87d-a436-9f99-4f95-e6b1-2fa4";"060110";"17";"6";"wieś";"stały";"Szkoła Podstawowa w Kożuszkach, budynek w Krzewicy, Krzewica 44, 21-560 Międzyrzec Podlaski";"gm. Międzyrzec Podlaski";"bialski";"lubelskie";"330";"365";"113";"217";"0";"3";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"3";"0";"3";"0";"214";"154";"60"
"975c-a201-2205-19f5-1e81-06ed-d76e-1223";"060110";"17";"7";"wieś";"stały";"Dom Ludowy w Berezie, Bereza 72A, 21-560 Międzyrzec Podlaski";"gm. Międzyrzec Podlaski";"bialski";"lubelskie";"430";"471";"144";"286";"0";"1";"0";"0";"0";"0";"0";"0";"0";"286";"0";"0";"286";"7";"3";"4";"0";"279";"195";"84"
"181f-f660-9c73-a987-d3cd-dd5c-3e96-c4ed";"060110";"17";"8";"wieś";"stały";"Szkoła Podstawowa w Halasach, Halasy 41, 21-560 Międzyrzec Podlaski";"gm. Międzyrzec Podlaski";"bialski";"lubelskie";"590";"642";"256";"334";"0";"0";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"8";"2";"6";"0";"326";"229";"97"
"d613-4949-e809-cefa-4bdc-188e-0d41-ab04";"060110";"17";"9";"wieś";"stały";"Remiza OSP w Maniach, Manie 25, 21-560 Międzyrzec Podlaski";"gm. Międzyrzec Podlaski";"bialski";"lubelskie";"540";"594";"170";"370";"0";"1";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"370";"8";"3";"5";"0";"362";"235";"127"
"7d8d-9020-0680-42a9-c4fb-9f57-1c4c-b582";"060110";"17";"10";"wieś";"stały";"Szkoła Podstawowa w Misiach, Misie 118, 21-560 Miedzyrzec Podlaski";"gm. Międzyrzec Podlaski";"bialski";"lubelskie";"970";"1062";"308";"662";"2";"7";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"26";"6";"20";"0";"636";"474";"162"
"4848-1d8d-8dd8-9cca-5e0f-0f50-cc08-2d9f";"060110";"17";"11";"wieś";"stały";"Szkoła Podstawowa w Rudnikach, Rudniki 2, 21-560 Międzyrzec Podlaski";"gm. Międzyrzec Podlaski";"bialski";"lubelskie";"819";"906";"337";"482";"0";"1";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"19";"3";"16";"0";"463";"351";"112"
"3a45-44cf-104e-6fcf-741e-fd18-2ad2-970a";"060110";"17";"12";"wieś";"stały";"Szkoła Podstawowa w Rzeczycy, Rzeczyca Gościniec 74, 21-560 Międzyrzec Podlaski";"gm. Międzyrzec Podlaski";"bialski";"lubelskie";"660";"723";"235";"425";"0";"2";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"14";"14";"0";"0";"410";"247";"163"
"5cb4-25a7-4f1e-93eb-3a7d-2c8e-dd99-b2b3";"060111";"17";"1";"wieś";"stały";"Zespół Placówek Oświatowych w Chotyłowie, Chotyłów ul. Piszczacka 50, 21-530 Piszczac";"gm. Piszczac";"bialski";"lubelskie";"700";"777";"287";"413";"0";"0";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"17";"7";"10";"0";"396";"245";"151"
"bbb4-3a55-9860-60b8-697d-ca96-e171-3b86";"060111";"17";"2";"wieś";"stały";"Szkoła Podstawowa w Dobrynce, Dobrynka 28, 21-530 Piszczac";"gm. Piszczac";"bialski";"lubelskie";"460";"500";"226";"234";"1";"0";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"5";"0";"5";"0";"229";"167";"62"
"914a-983f-3c79-4f55-dca3-78f2-57ad-74dd";"060111";"17";"3";"wieś";"stały";"Świetlica Wiejska w Kościeniewiczach, Kościeniewicze Kościeniewicze 12A, 21-530 Piszczac";"gm. Piszczac";"bialski";"lubelskie";"710";"773";"281";"429";"1";"0";"0";"0";"0";"0";"0";"0";"0";"429";"0";"0";"429";"13";"3";"10";"0";"416";"260";"156"
"9816-4e36-c2d8-f49c-2c45-7cc1-0861-36fc";"060111";"17";"4";"wieś";"stały";"Budynek Starej Szkoły w Piszczacu (duża sala konferencyjna), ul. Włodawska 4, 21-530 Piszczac";"gm. Piszczac";"bialski";"lubelskie";"1600";"1701";"605";"995";"3";"4";"0";"0";"0";"0";"0";"0";"0";"995";"0";"0";"995";"16";"5";"11";"0";"979";"645";"334"
"7a8c-e7f5-2699-1314-30e6-1757-cd11-39cf";"060111";"17";"5";"wieś";"stały";"Szkoła Podstawowa w Połoskach, Połoski 45A, 21-530 Piszczac";"gm. Piszczac";"bialski";"lubelskie";"680";"736";"331";"348";"1";"1";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"10";"0";"10";"0";"339";"241";"98"
"22db-caac-a267-d699-6a15-968d-5bb4-5071";"060111";"17";"6";"wieś";"stały";"Budynek Starej Szkoły w Piszczacu (mała sala konferencyjna), ul. Włodawska 4, 21-530 Piszczac";"gm. Piszczac";"bialski";"lubelskie";"1170";"1263";"585";"585";"1";"6";"0";"0";"0";"0";"0";"0";"0";"585";"0";"0";"585";"10";"0";"10";"0";"575";"436";"139"
"e2eb-b807-4677-7c84-127f-3b01-8bd5-d17e";"060112";"17";"1";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Rokitnie., Rokitno 57A, 21-504 Rokitno";"gm. Rokitno";"bialski";"lubelskie";"1040";"1154";"421";"619";"0";"13";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"23";"8";"15";"0";"596";"385";"211"
"3654-0c62-5774-53fa-e6eb-ec22-a987-bc14";"060112";"17";"2";"wieś";"stały";"Świetlica w Cieleśnicy PGR, Cieleśnica Pgr 23, 21-504 Rokitno";"gm. Rokitno";"bialski";"lubelskie";"310";"339";"139";"171";"0";"1";"0";"0";"0";"0";"0";"0";"0";"171";"0";"0";"171";"8";"1";"7";"0";"163";"106";"57"
"613f-767f-be96-0d26-56e0-acee-f926-b547";"060112";"17";"3";"wieś";"stały";"Świetlica w Olszynie, Olszyn 19, 21-504 Rokitno";"gm. Rokitno";"bialski";"lubelskie";"290";"322";"107";"183";"0";"4";"0";"0";"0";"0";"0";"0";"0";"183";"0";"0";"183";"6";"2";"4";"0";"177";"104";"73"
"792c-c69b-fd51-4007-8b9d-10e3-b4ae-f170";"060112";"17";"4";"wieś";"stały";"Świetlica w Zaczopkach, Zaczopki 35, 21-504 Rokitno";"gm. Rokitno";"bialski";"lubelskie";"270";"289";"140";"130";"0";"2";"0";"0";"0";"0";"0";"0";"0";"130";"0";"0";"130";"5";"1";"4";"0";"125";"89";"36"
"7d88-8e5f-2beb-35fc-1443-9fb2-fd49-11e6";"060112";"17";"5";"wieś";"stały";"Świetlica w Klonownicy Dużej, Klonownica Duża 53, 21-504 Rokitno";"gm. Rokitno";"bialski";"lubelskie";"280";"305";"142";"138";"0";"2";"0";"0";"0";"0";"0";"0";"0";"138";"0";"0";"138";"4";"1";"3";"0";"134";"88";"46"
"14ba-bea4-b075-2a5a-c464-00f2-f4cb-5cbd";"060113";"17";"1";"wieś";"stały";"Hala Sportowa w Rossoszu, ul. Lubelska 37, 21-533 Rossosz";"gm. Rossosz";"bialski";"lubelskie";"730";"782";"268";"462";"0";"4";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"14";"2";"12";"0";"448";"319";"129"
"48a2-89b4-0e98-1e2c-38a0-9d5d-2de6-c1cd";"060113";"17";"2";"wieś";"stały";"Gminny Ośrodek Kultury, Batalionów Chłopskich 53, 21-533 Rossosz";"gm. Rossosz";"bialski";"lubelskie";"690";"753";"231";"459";"0";"9";"0";"0";"0";"0";"0";"0";"0";"459";"0";"0";"459";"13";"3";"10";"0";"446";"266";"180"
"f9b0-f101-1cf5-a6ac-4dd8-62b9-34a1-cfbc";"060113";"17";"3";"wieś";"stały";"Biblioteka Publiczna Gminy Rossosz Filia w Romaszkach, Romaszki 58, 21-533 Rossosz";"gm. Rossosz";"bialski";"lubelskie";"280";"304";"114";"166";"0";"3";"0";"0";"0";"0";"0";"0";"0";"166";"0";"0";"166";"4";"0";"4";"0";"162";"99";"63"
"15be-ac4a-5ddf-c5d3-bf77-00e4-1141-b7a8";"060114";"17";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Sławatyczach, ul. Rynek 14, 21-515 Sławatycze";"gm. Sławatycze";"bialski";"lubelskie";"1140";"1256";"459";"681";"0";"6";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"12";"2";"10";"0";"669";"409";"260"
"b5be-1df8-3c80-ab21-7a14-dcad-8a08-f3a8";"060114";"17";"2";"wieś";"stały";"Świetlica OSP w Jabłecznej, Jabłeczna 53A, 21-515 Sławatycze";"gm. Sławatycze";"bialski";"lubelskie";"321";"360";"161";"160";"1";"7";"0";"0";"0";"0";"0";"0";"0";"160";"0";"0";"160";"2";"0";"2";"0";"158";"75";"83"
"47da-3b04-6f88-74a8-755f-acf4-5dc7-9305";"060114";"17";"3";"wieś";"stały";"Świetlica wiejska w Krzywowólce, Krzywowólka 8, 21-515 Sławatycze";"gm. Sławatycze";"bialski";"lubelskie";"310";"339";"152";"158";"0";"0";"0";"0";"0";"0";"0";"0";"0";"158";"0";"0";"158";"3";"0";"3";"0";"155";"90";"65"
"78d0-441c-b213-70fb-2664-772b-3f76-e9ab";"060115";"17";"1";"wieś";"stały";"Świetlica Wiejska w Motwicy, Motwica 39, 21-518 Sosnówka";"gm. Sosnówka";"bialski";"lubelskie";"430";"475";"186";"244";"2";"1";"0";"0";"0";"0";"0";"0";"0";"244";"0";"1";"243";"3";"0";"3";"0";"240";"156";"84"
"3cd9-656b-f134-34bc-8018-cfbb-61a8-b15f";"060115";"17";"2";"wieś";"stały";"Szkoła Podstawowa w Sosnówce, Sosnówka 117, 21-518 Sosnówka";"gm. Sosnówka";"bialski";"lubelskie";"900";"990";"431";"469";"2";"5";"0";"0";"0";"0";"0";"0";"0";"469";"0";"0";"469";"11";"3";"8";"0";"458";"236";"222"
"ee51-90e1-68ed-4580-3ab8-4150-95bd-7b31";"060115";"17";"3";"wieś";"stały";"Remizo-Świetlica w Przechodzie, Przechód 11, 21-518 Sosnówka";"gm. Sosnówka";"bialski";"lubelskie";"540";"595";"254";"286";"0";"1";"0";"0";"0";"0";"0";"0";"0";"286";"0";"0";"286";"8";"2";"6";"0";"278";"173";"105"
"6925-5de6-b684-fd34-ca52-16cc-812b-3e61";"060116";"17";"1";"wieś";"stały";"Świetlica Wiejska w Koroszczynie, Koroszczyn ul. Piłsudskiego 40, 21-550 Terespol";"gm. Terespol";"bialski";"lubelskie";"420";"461";"197";"223";"0";"2";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"7";"0";"7";"0";"216";"142";"74"
"e745-f98b-d666-c08e-b981-ecca-c271-fef3";"060116";"17";"2";"wieś";"stały";"Szkoła Podstawowa im. Orła Białego w Kobylanach, Kobylany ul. Słoneczna 11, 21-540 Małaszewicze";"gm. Terespol";"bialski";"lubelskie";"720";"798";"230";"490";"0";"6";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"17";"3";"14";"0";"473";"323";"150"
"b5ad-0628-3afb-0a6d-d533-f51b-f8a6-38f8";"060116";"17";"3";"wieś";"stały";"Zespół Szkół im. Kornela Makuszyńskiego w Małaszewiczach, ul. Wiejska 7A, 21-540 Małaszewicze";"gm. Terespol";"bialski";"lubelskie";"1263";"1353";"500";"763";"0";"4";"0";"0";"0";"0";"0";"0";"0";"763";"0";"0";"763";"17";"4";"13";"0";"746";"507";"239"
"044b-fc93-5c24-45ab-0d18-43ad-8448-b09c";"060116";"17";"4";"wieś";"stały";"Dom Strażaka w Neplach, Neple ul. Terespolska 10, 21-550 Terespol";"gm. Terespol";"bialski";"lubelskie";"370";"407";"143";"227";"1";"2";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"8";"0";"8";"0";"219";"154";"65"
"69d1-c015-45cb-e30f-6b0c-e02a-8f8d-0f66";"060116";"17";"5";"wieś";"stały";"Świetlica Wiejska w Łobaczewie Dużym, Łobaczew Duży ul. Spółdzielcza 1, 21-550 Terespol";"gm. Terespol";"bialski";"lubelskie";"660";"711";"248";"412";"1";"1";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"9";"2";"7";"0";"403";"248";"155"
"8b52-9e89-2740-6c3d-a467-48e4-f766-afd3";"060116";"17";"6";"wieś";"stały";"Świetlica Wiejska w Lebiedziewie, Lebiedziew ul. Kodeńska 113, 21-550 Terespol";"gm. Terespol";"bialski";"lubelskie";"590";"636";"303";"287";"0";"0";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"7";"2";"5";"0";"280";"169";"111"
"2012-d887-39c8-2ae1-bc28-c912-0c15-2b51";"060116";"17";"7";"wieś";"stały";"Świetlica Wiejska w Bohukałach, Bohukały 110, 21-550 Terespol";"gm. Terespol";"bialski";"lubelskie";"250";"273";"100";"150";"0";"2";"0";"0";"0";"0";"0";"0";"0";"150";"0";"0";"150";"3";"1";"2";"0";"147";"118";"29"
"5711-7ff2-3ac9-e2f9-35f9-96d4-bfba-df40";"060116";"17";"8";"wieś";"stały";"Świetlica Wiejska w Samowiczach, Samowicze 67, 21-550 Terespol";"gm. Terespol";"bialski";"lubelskie";"190";"206";"74";"116";"0";"1";"0";"0";"0";"0";"0";"0";"0";"116";"0";"0";"116";"1";"0";"1";"0";"115";"90";"25"
"622c-3b2c-1c9b-bac3-cdb8-7960-9cb4-871b";"060116";"17";"9";"wieś";"stały";"Świetlica Wiejska w Małaszewiczach Dużych, Małaszewicze Duże ul. Słoneczna 44, 21-540 Małaszewicze";"gm. Terespol";"bialski";"lubelskie";"359";"394";"121";"238";"0";"1";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"3";"0";"3";"0";"235";"168";"67"
"6157-1b26-67ee-93bd-2221-539f-7c1f-0f98";"060117";"17";"1";"wieś";"stały";"Świetlica wiejska, Mazanówka 51, 21-523 Tuczna";"gm. Tuczna";"bialski";"lubelskie";"430";"479";"183";"247";"1";"3";"0";"0";"0";"0";"0";"0";"0";"247";"0";"0";"247";"5";"0";"5";"0";"242";"164";"78"
"5dd4-496e-00da-02c1-6f74-fce9-7b4d-30cb";"060117";"17";"2";"wieś";"stały";"Urząd Gminy, Tuczna 191A, 21-523 Tuczna";"gm. Tuczna";"bialski";"lubelskie";"1330";"1450";"594";"736";"1";"7";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"16";"3";"13";"0";"720";"479";"241"
"5455-4537-5389-f8e2-5fb8-eb2b-7b87-8357";"060117";"17";"3";"wieś";"stały";"Środowiskowy Dom Samopomocy, Międzyleś 29, 21-523 Tuczna";"gm. Tuczna";"bialski";"lubelskie";"570";"619";"290";"280";"0";"0";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"9";"2";"7";"0";"271";"129";"142"
"a391-3963-6bcd-ecba-d910-159c-c22d-b6c0";"060118";"17";"1";"wieś";"stały";"Szkoła Podstawowa w Dołholisce, Dołholiska 1, 21-580 Wisznice";"gm. Wisznice";"bialski";"lubelskie";"340";"363";"110";"230";"1";"0";"0";"0";"0";"0";"0";"0";"0";"230";"0";"0";"230";"3";"0";"3";"0";"227";"149";"78"
"f0ab-46b0-fba5-43f8-623e-0aa0-15a6-3cae";"060118";"17";"2";"wieś";"stały";"Szkoła Podstawowa w Horodyszczu, Horodyszcze ul. Rynek 6, 21-580 Wisznice";"gm. Wisznice";"bialski";"lubelskie";"580";"627";"256";"324";"1";"1";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"7";"1";"6";"0";"317";"167";"150"
"3b33-317e-c427-8a6c-21d3-1123-70b1-f8c6";"060118";"17";"3";"wieś";"stały";"Szkoła Podstawowa w Polubiczach, Polubicze Wiejskie Pierwsze 100, 21-580 Wisznice";"gm. Wisznice";"bialski";"lubelskie";"530";"569";"242";"288";"1";"3";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"9";"0";"9";"0";"279";"162";"117"
"75e2-59b8-26c7-972a-2d4e-cfbf-48f4-e42e";"060118";"17";"4";"wieś";"stały";"Szkoła Podstawowa w Wisznicach, ul. Warszawska 19, 21-580 Wisznice";"gm. Wisznice";"bialski";"lubelskie";"1308";"1485";"438";"870";"2";"13";"0";"0";"0";"0";"0";"0";"0";"870";"0";"0";"870";"21";"9";"12";"0";"849";"517";"332"
"319d-f1b2-f714-72e1-6dc8-b4f2-a36c-df83";"060118";"17";"5";"wieś";"stały";"Liceum Ogólnokształcące w Wisznicach, ul. Warszawska 44, 21-580 Wisznice";"gm. Wisznice";"bialski";"lubelskie";"910";"981";"377";"533";"0";"0";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"9";"2";"7";"0";"524";"358";"166"
"443e-7b0c-1c1d-1897-add3-f0eb-2ae8-aca4";"060119";"17";"1";"wieś";"stały";"Szkoła Podstawowa w Berezówce, Berezówka 26, 21-512 Zalesie";"gm. Zalesie";"bialski";"lubelskie";"450";"510";"191";"259";"0";"2";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"5";"2";"3";"0";"254";"151";"103"
"2d56-f7aa-3364-46d0-d7e4-4e8b-3644-6d1f";"060119";"17";"2";"wieś";"stały";"Szkoła Podstawowa w Dobryniu Dużym, Dobryń Duży 66, 21-512 Zalesie";"gm. Zalesie";"bialski";"lubelskie";"410";"441";"156";"254";"1";"0";"0";"0";"0";"0";"0";"0";"0";"254";"0";"0";"254";"2";"0";"2";"0";"252";"161";"91"
"33e6-444d-281e-b6cf-1aeb-e5f9-273b-313b";"060119";"17";"3";"wieś";"stały";"Szkoła Podstawowa w Kijowcu, Kijowiec 34, 21-512 Zalesie";"gm. Zalesie";"bialski";"lubelskie";"560";"630";"237";"323";"0";"1";"0";"0";"0";"0";"0";"0";"0";"323";"0";"0";"323";"4";"2";"2";"0";"319";"173";"146"
"b90e-7891-5b37-c520-4e3d-6fdc-7a6f-b0a0";"060119";"17";"4";"wieś";"stały";"Zespół Szkół w Zalesiu, ul. Szkolna 10, 21-512 Zalesie";"gm. Zalesie";"bialski";"lubelskie";"1410";"1546";"632";"778";"3";"3";"0";"0";"0";"0";"0";"0";"0";"778";"0";"0";"778";"27";"12";"15";"0";"751";"424";"327"
"09de-4a25-7a4b-5c31-b240-0ff9-7ab2-6fe7";"060119";"17";"5";"wieś";"stały";"Szkoła Podstawowa w Wólce Dobryńskiej, Wólka Dobryńska 57, 21-512 Zalesie";"gm. Zalesie";"bialski";"lubelskie";"380";"411";"143";"237";"1";"2";"0";"0";"0";"0";"0";"0";"0";"237";"0";"0";"237";"7";"2";"5";"0";"230";"157";"73"
"2bee-15f5-db97-375d-848e-9397-7359-6b93";"061301";"17";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Dębowej Kłodzie, Dębowa Kłoda 116A, 21-211 Dębowa Kłoda";"gm. Dębowa Kłoda";"parczewski";"lubelskie";"1060";"1157";"467";"593";"0";"0";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"17";"4";"13";"0";"575";"375";"200"
"b37a-a09a-7ebc-28cc-dc0d-bcc4-8f56-7889";"061301";"17";"2";"wieś";"stały";"Szkoła Podstawowa w Kodeńcu, Kodeniec 71, 21-211 Dębowa Kłoda";"gm. Dębowa Kłoda";"parczewski";"lubelskie";"960";"1044";"464";"496";"0";"4";"0";"0";"0";"0";"0";"0";"0";"496";"0";"0";"496";"16";"3";"13";"0";"480";"255";"225"
"5904-ee52-699a-6b2a-4f7f-8193-29fa-8f71";"061301";"17";"3";"wieś";"stały";"Świetlica Wiejska w Stępkowie, Stępków 52, 21-211 Dębowa Kłoda";"gm. Dębowa Kłoda";"parczewski";"lubelskie";"650";"705";"298";"352";"1";"4";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"8";"6";"2";"0";"344";"212";"132"
"ec49-34bc-6730-bbd5-9ab9-cfbc-0635-9261";"061301";"17";"4";"wieś";"stały";"Remiza Strażacka w Chmielowie, Chmielów 61, 21-211 Dębowa Kłoda";"gm. Dębowa Kłoda";"parczewski";"lubelskie";"322";"349";"116";"206";"0";"0";"0";"0";"0";"0";"0";"0";"0";"206";"0";"0";"206";"8";"2";"6";"0";"198";"104";"94"
"3d23-943b-e65d-eafb-f4f9-d8ba-9b05-cb71";"061302";"17";"1";"wieś";"stały";"Gminna Biblioteka Publiczna w Jabłoniu, ul. Jadwigi Tokarskiej 2/3, 21-205 Jabłoń";"gm. Jabłoń";"parczewski";"lubelskie";"1010";"1075";"375";"635";"4";"7";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"17";"5";"12";"0";"618";"367";"251"
"9abf-622a-e66c-9f94-da07-a962-4c50-6575";"061302";"17";"2";"wieś";"stały";"Szkoła Podstawowa w Gęsi, Gęś 165, 21-205 Jabłoń";"gm. Jabłoń";"parczewski";"lubelskie";"520";"564";"194";"326";"0";"0";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"5";"0";"5";"0";"321";"232";"89"
"4ba3-86b7-7a13-29ce-f613-a6c9-043c-50e7";"061302";"17";"3";"wieś";"stały";"Szkoła Podstawowa im. Amelii hr. Łubieńskiej w Kolanie, Kolano-Kolonia 44, 21-205 Jabłoń";"gm. Jabłoń";"parczewski";"lubelskie";"390";"427";"151";"239";"0";"0";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"4";"1";"3";"0";"235";"130";"105"
"bd71-d30e-e25d-0c69-b04e-3a0b-c4b5-6de5";"061302";"17";"4";"wieś";"stały";"Szkoła Podstawowa w Paszenkach, Paszenki 78, 21-205 Jabłoń";"gm. Jabłoń";"parczewski";"lubelskie";"350";"373";"124";"226";"0";"3";"0";"0";"0";"0";"0";"0";"0";"226";"0";"0";"226";"8";"1";"7";"0";"218";"174";"44"
"848a-f666-5f25-328c-1d71-1029-ec82-b4ab";"061302";"17";"5";"wieś";"stały";"Dom Pomocy Społecznej w Kalince, Kalinka 12 - 13, 21-205 Jabłoń";"gm. Jabłoń";"parczewski";"lubelskie";"240";"257";"163";"77";"0";"0";"0";"0";"0";"0";"0";"0";"0";"77";"0";"0";"77";"0";"0";"0";"0";"77";"44";"33"
"fc16-22b7-6eda-0b0d-1b1d-0e8c-fc47-3283";"061302";"17";"6";"wieś";"stały";"Szkoła Podstawowa w Dawidach, Dawidy 56, 21-205 Jabłoń";"gm. Jabłoń";"parczewski";"lubelskie";"320";"346";"75";"245";"1";"1";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"7";"0";"7";"0";"238";"186";"52"
"6c16-f33d-6739-9cc2-932a-f807-531c-62d8";"061303";"17";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Milanowie, ul. Kościelna 3, 21-210  Milanów";"gm. Milanów";"parczewski";"lubelskie";"1030";"1115";"481";"549";"0";"4";"0";"0";"0";"0";"0";"0";"0";"548";"0";"0";"548";"12";"4";"8";"0";"536";"298";"238"
"d7a0-dbd8-cd7b-c97e-f807-fdca-3f17-6196";"061303";"17";"2";"wieś";"stały";"Szkoła Podstawowa w Rudnie, Rudno Ii 129 B, 21-210 Milanów";"gm. Milanów";"parczewski";"lubelskie";"551";"602";"217";"334";"1";"3";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"6";"0";"6";"0";"328";"231";"97"
"331f-3f53-60a1-d286-937b-597c-0b44-e8e2";"061303";"17";"3";"wieś";"stały";"Szkoła Podstawowa w Kostrach, Kostry 1, 21-210 Milanów";"gm. Milanów";"parczewski";"lubelskie";"510";"555";"251";"259";"0";"1";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"10";"3";"7";"0";"249";"127";"122"
"35a7-f6e5-4cd9-da24-8e61-9a96-4367-4ca0";"061303";"17";"4";"wieś";"stały";"Publiczna ""Mała Szkoła Podstawowa"" w Radczu, Radcze 88, 21-210  Milanów";"gm. Milanów";"parczewski";"lubelskie";"420";"453";"151";"269";"0";"0";"0";"0";"0";"0";"0";"0";"0";"269";"0";"0";"269";"7";"1";"6";"0";"262";"242";"20"
"9e63-bf84-62b2-dbaa-d6d9-797e-0429-c869";"061303";"17";"5";"wieś";"stały";"Świetlica Wiejska w Cichostowie, Cichostów-Kolonia Cichostów-Kolonia 19A, 21-210 Milanów";"gm. Milanów";"parczewski";"lubelskie";"300";"331";"115";"185";"0";"1";"0";"0";"0";"0";"0";"0";"0";"185";"0";"0";"185";"4";"1";"3";"0";"181";"105";"76"
"1e34-22a0-c10d-7537-68ac-92f2-bdbb-8a3b";"061304";"17";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Parczewie, ul. 11 Listopada 90, 21-200 Parczew";"gm. Parczew";"parczewski";"lubelskie";"1692";"1842";"540";"1152";"0";"14";"1";"1";"0";"0";"0";"0";"1";"1153";"1";"0";"1153";"30";"7";"23";"0";"1123";"595";"528"
