"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Waldemar BONKOWSKI";"Dariusz DRELICH";"Stanisław Józef LAMCZYK"
"cc00-44b5-d57a-f774-f149-a22c-a444-b94f";"220307";"63";"6";"wieś";"stały";"Szkoła Filjalna, Pieniężnica 55, 77-304 Rzeczenica";"gm. Rzeczenica";"człuchowski";"pomorskie";"251";"268";"131";"120";"2";"1";"0";"0";"0";"0";"0";"0";"0";"120";"0";"0";"120";"4";"0";"4";"0";"116";"7";"74";"35"
"81a4-85cc-041a-30f2-8274-1899-7c90-2910";"220501";"63";"1";"wieś";"stały";"Gminny Ośrodek Kultury Sportu i Rekreacji w Chmielnie, ul. Gryfa Pomorskiego 20, 83-333 Chmielno";"gm. Chmielno";"kartuski";"pomorskie";"1901";"2161";"478";"1423";"1";"77";"0";"0";"0";"0";"0";"0";"0";"1423";"0";"0";"1423";"23";"13";"10";"0";"1400";"106";"583";"711"
"b3c4-5e49-0fa2-2bd3-4ac3-7bfa-7a79-a864";"220501";"63";"2";"wieś";"stały";"Szkoła Podstawowa w Miechucinie ul. Szkolna 1, ul. Szkolna 1, 83-334 Miechucino";"gm. Chmielno";"kartuski";"pomorskie";"1647";"1799";"603";"1044";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1044";"0";"0";"1044";"17";"5";"12";"0";"1027";"121";"521";"385"
"aa88-3ddd-7199-8788-77b3-52e8-7bd5-8047";"220501";"63";"3";"wieś";"stały";"Szkoła Podstawowa, Borzestowo 182, 83-335 Borzestowo";"gm. Chmielno";"kartuski";"pomorskie";"656";"697";"209";"447";"0";"4";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"6";"4";"2";"0";"441";"42";"235";"164"
"c089-eb42-a01e-a2b9-8e9e-9302-8412-99fa";"220501";"63";"4";"wieś";"stały";"Centrum Integracji Społecznej w Garczu, ul. Kartuska 25, 83-333 Garcz";"gm. Chmielno";"kartuski";"pomorskie";"1051";"1147";"337";"714";"0";"1";"0";"0";"0";"0";"0";"0";"0";"714";"0";"0";"714";"8";"2";"6";"0";"706";"66";"318";"322"
"9b43-62cf-2fd9-6896-8a95-b429-0852-1de3";"220502";"63";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Wzgórze Wolności 1, 83-300 Kartuzy";"gm. Kartuzy";"kartuski";"pomorskie";"2100";"2279";"440";"1660";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1660";"0";"0";"1660";"18";"13";"5";"0";"1642";"141";"505";"996"
"70d1-30f2-a071-a254-3809-fd00-b428-1b8d";"220502";"63";"2";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. 3 Maja 14, 83-300 Kartuzy";"gm. Kartuzy";"kartuski";"pomorskie";"2018";"2180";"657";"1361";"2";"35";"0";"0";"0";"0";"0";"0";"0";"1361";"0";"0";"1361";"26";"4";"22";"0";"1335";"94";"373";"868"
"8d58-a0f4-2485-9195-4c5a-91f3-fca6-c4a0";"220502";"63";"3";"miasto";"stały";"Urząd Miejski w Kartuzach, ul. gen. Józefa Hallera 1, 83-300 Kartuzy";"gm. Kartuzy";"kartuski";"pomorskie";"1460";"1561";"451";"1009";"3";"13";"0";"0";"0";"0";"0";"0";"0";"1009";"0";"0";"1009";"14";"3";"11";"0";"995";"86";"293";"616"
"6814-f160-3c80-fcfe-8f02-e184-79d5-f0d7";"220502";"63";"4";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Marszałka Piłsudskiego 10, 83-300 Kartuzy";"gm. Kartuzy";"kartuski";"pomorskie";"1402";"1505";"338";"1064";"2";"11";"0";"0";"0";"0";"0";"0";"0";"1063";"0";"0";"1063";"16";"7";"9";"0";"1047";"73";"358";"616"
"3bd4-4298-2abd-d173-db71-3458-a7e2-846a";"220502";"63";"5";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 2, osiedle Wybickiego 33, 83-300 Kartuzy";"gm. Kartuzy";"kartuski";"pomorskie";"1150";"1210";"343";"806";"0";"0";"0";"0";"0";"0";"0";"0";"0";"806";"0";"0";"806";"11";"5";"6";"0";"795";"47";"237";"511"
"05ae-c484-014d-f1fe-9fff-f45a-0a31-8712";"220502";"63";"6";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 2, osiedle Wybickiego 33, 83-300 Kartuzy";"gm. Kartuzy";"kartuski";"pomorskie";"949";"1034";"219";"730";"1";"0";"0";"0";"0";"0";"0";"0";"0";"730";"0";"0";"730";"14";"12";"2";"0";"716";"57";"263";"396"
"03a4-8afd-c73a-7d17-5235-e5ce-a55d-3cbe";"220502";"63";"7";"miasto";"stały";"Przedszkole z Oddziałami Integracyjnymi Akademia Przedszkolaka, osiedle Wybickiego 33, 83-300 Kartuzy";"gm. Kartuzy";"kartuski";"pomorskie";"1000";"1060";"241";"759";"0";"1";"0";"0";"0";"0";"0";"0";"0";"759";"0";"0";"759";"6";"2";"4";"0";"753";"52";"259";"442"
"fe9e-ced9-8841-7fcf-3107-0f8b-078c-d1fc";"220502";"63";"8";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 2, 83-329 Mirachowo";"gm. Kartuzy";"kartuski";"pomorskie";"950";"1029";"375";"575";"1";"1";"0";"0";"0";"0";"0";"0";"0";"575";"0";"0";"575";"6";"3";"3";"0";"569";"49";"344";"176"
"e396-1b37-f935-d513-fb84-14fc-0722-c5ed";"220502";"63";"9";"wieś";"stały";"Szkoła Podstawowa, Staniszewo 2A, 83-328 Sianowo";"gm. Kartuzy";"kartuski";"pomorskie";"1002";"1057";"393";"609";"0";"1";"0";"0";"0";"0";"0";"0";"0";"609";"0";"0";"609";"4";"2";"2";"0";"605";"49";"369";"187"
"80d5-d35f-2948-5725-7087-d9dc-6ef6-1487";"220502";"63";"10";"wieś";"stały";"Ośrodek Geriatryczny, Sianowo 4, 83-328 Sianowo";"gm. Kartuzy";"kartuski";"pomorskie";"950";"1032";"286";"664";"0";"2";"0";"0";"0";"0";"0";"0";"0";"663";"0";"0";"663";"10";"6";"4";"0";"653";"65";"381";"207"
"4953-2150-1257-8c06-1a89-e933-26a5-f003";"220502";"63";"11";"wieś";"stały";"Szkoła Podstawowa, Prokowo ul. Kartuska 10, 83-300 Kartuzy";"gm. Kartuzy";"kartuski";"pomorskie";"1150";"1235";"392";"758";"0";"5";"0";"0";"0";"0";"0";"0";"0";"758";"0";"0";"758";"15";"3";"12";"0";"743";"69";"330";"344"
"865e-bfb8-852d-94ce-b79b-5c31-63b5-0493";"220502";"63";"12";"wieś";"stały";"Szkoła Podstawowa, Grzybno ul. Szkolna 12, 83-300 Kartuzy";"gm. Kartuzy";"kartuski";"pomorskie";"1149";"1216";"280";"869";"1";"0";"1";"1";"0";"0";"0";"0";"1";"870";"1";"0";"870";"19";"7";"12";"0";"851";"70";"325";"456"
"5e53-e3f4-0e53-2b39-b985-ea5b-a921-e00c";"220502";"63";"13";"wieś";"stały";"Zespół Kształcenia i Wychowania, ul. Edukacji Narodowej 4a, 83-332 Dzierżążno";"gm. Kartuzy";"kartuski";"pomorskie";"1634";"1807";"386";"1248";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1248";"0";"0";"1248";"18";"8";"10";"0";"1230";"91";"481";"658"
"8b9c-6307-edb2-2864-1f40-2492-faa9-4525";"220502";"63";"14";"wieś";"stały";"Zespół Kształcenia i Wychowania, ul. Edukacji Narodowej 4a, 83-332 Dzierżążno";"gm. Kartuzy";"kartuski";"pomorskie";"850";"909";"274";"576";"0";"3";"0";"0";"0";"0";"0";"0";"0";"576";"0";"0";"576";"8";"4";"4";"0";"568";"49";"192";"327"
"8436-205c-1d57-9ff4-6c66-509e-6db4-5f94";"220502";"63";"15";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 29, 83-307 Kiełpino";"gm. Kartuzy";"kartuski";"pomorskie";"1357";"1470";"394";"963";"0";"14";"0";"0";"0";"0";"0";"0";"0";"963";"0";"0";"963";"9";"3";"6";"0";"954";"90";"339";"525"
"a34d-dd92-1930-b754-bbb7-3a52-9531-a298";"220502";"63";"16";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 29, 83-307 Kiełpino";"gm. Kartuzy";"kartuski";"pomorskie";"1309";"1423";"449";"860";"0";"3";"0";"0";"0";"0";"0";"0";"0";"860";"0";"0";"860";"6";"1";"5";"0";"854";"68";"353";"433"
"4b82-9009-6ec8-848b-4287-04cc-49ea-df85";"220502";"63";"17";"wieś";"stały";"Szkoła Podstawowa, Łapalice ul. Szkolna 2, 83-300 Kartuzy";"gm. Kartuzy";"kartuski";"pomorskie";"800";"876";"226";"574";"0";"0";"0";"0";"0";"0";"0";"0";"0";"574";"0";"0";"574";"4";"1";"3";"0";"570";"45";"244";"281"
"510d-5a4d-4a52-9ae9-cb97-4d18-fa7b-b793";"220502";"63";"18";"wieś";"stały";"Zespół Kształcenia i Wychowania, ul. Chmieleńska 1, 83-324 Brodnica Górna";"gm. Kartuzy";"kartuski";"pomorskie";"1463";"1588";"484";"979";"2";"15";"0";"0";"0";"0";"0";"0";"0";"979";"0";"0";"979";"23";"14";"9";"0";"956";"71";"481";"404"
"1440-9b8a-15b7-ed94-a49b-a82d-2788-1af2";"220502";"63";"19";"miasto";"zakład leczniczy";"Powiatowe Centrum Zdrowia Sp. z o. o. NZOZ w Kartuzach, ul. Ceynowy 7, 83-300 Kartuzy";"gm. Kartuzy";"kartuski";"pomorskie";"120";"58";"97";"23";"0";"5";"0";"0";"0";"0";"0";"0";"0";"23";"0";"0";"23";"0";"0";"0";"0";"23";"4";"8";"11"
"4ecc-bb7c-c1b1-3c90-ee3f-1af8-ec16-7874";"220502";"63";"20";"wieś";"zakład leczniczy";"Szpital Specjalistyczny w Kościerzynie Sp. z o. o.-Placówka w Dzierżążnie, ul. Szpitalna 36, 83-332 Dzierżążno";"gm. Kartuzy";"kartuski";"pomorskie";"180";"51";"153";"27";"0";"1";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"27";"1";"0";"1";"0";"26";"2";"13";"11"
"f700-29c4-ecce-3602-d8ca-2dbe-41b7-4e2f";"220503";"63";"1";"wieś";"stały";"Szkoła Podstawowa w Przodkowie (łącznik przy hali sportowej), ul. Sportowa 12, 83-304 Przodkowo";"gm. Przodkowo";"kartuski";"pomorskie";"1413";"1555";"432";"981";"1";"4";"0";"0";"0";"0";"0";"0";"0";"981";"0";"0";"981";"10";"3";"7";"0";"971";"76";"465";"430"
"a0cf-3431-8017-f73d-7a92-9d6e-3961-229b";"220503";"63";"2";"wieś";"stały";"Szkoła Podstawowa w Przodkowie (sala nr 6 w hali sportowej), ul. Sportowa 12, 83-304 Przodkowo";"gm. Przodkowo";"kartuski";"pomorskie";"858";"931";"239";"619";"0";"0";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"11";"2";"9";"0";"608";"71";"202";"335"
"351b-251c-1d88-3b26-d2e0-96eb-aef2-51e5";"220503";"63";"3";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Czeczewie (sala sportowa), Czeczewo ul. Gdańska 8, 84-208 Kielno";"gm. Przodkowo";"kartuski";"pomorskie";"1159";"1310";"269";"892";"0";"4";"0";"0";"0";"0";"0";"0";"0";"891";"0";"0";"891";"13";"6";"7";"0";"878";"122";"334";"422"
"59bb-f033-a1e9-5710-2be8-fd53-aa2c-100f";"220503";"63";"4";"wieś";"stały";"Szkoła Podstawowa w Pomieczynie (sala sportowa), ul. Kartuska 14, 83-305 Pomieczyno";"gm. Przodkowo";"kartuski";"pomorskie";"1448";"1575";"446";"1002";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1002";"0";"0";"1002";"14";"3";"11";"0";"988";"143";"519";"326"
"6409-aa37-5377-c7ad-1688-321d-b59b-ad73";"220503";"63";"5";"wieś";"stały";"Szkoła Podstawowa w Przodkowie (sala nr 7 w hali sportowej), ul. Sportowa 12, 83-304 Przodkowo";"gm. Przodkowo";"kartuski";"pomorskie";"1312";"1435";"404";"908";"0";"0";"0";"0";"0";"0";"0";"0";"0";"908";"0";"0";"908";"24";"16";"8";"0";"884";"126";"441";"317"
"70de-a7ca-55bc-40e5-00c6-2e56-1ca9-41c5";"220504";"63";"1";"wieś";"stały";"Zespół Szkół Ponadgimnazjalnych, ul. Dworcowa 3, 83-340 Sierakowice";"gm. Sierakowice";"kartuski";"pomorskie";"1197";"1318";"231";"966";"0";"2";"0";"0";"0";"0";"0";"0";"0";"966";"0";"0";"966";"11";"5";"6";"0";"955";"88";"579";"288"
"81e6-235a-4f59-8424-f503-f717-0c81-7ab6";"220504";"63";"2";"wieś";"stały";"Urząd Gminy, ul. Lęborska 30, 83-340 Sierakowice";"gm. Sierakowice";"kartuski";"pomorskie";"2053";"2225";"474";"1579";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1579";"0";"0";"1579";"21";"5";"16";"0";"1558";"114";"773";"671"
"d331-eea4-040a-8989-1752-bd43-d3af-ea32";"220504";"63";"3";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Kartuska 27, 83-340 Sierakowice";"gm. Sierakowice";"kartuski";"pomorskie";"1601";"1750";"394";"1207";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1207";"0";"0";"1207";"24";"7";"17";"0";"1183";"94";"698";"391"
"812c-a6b9-9158-3014-3e51-d0fd-688d-cecd";"220504";"63";"4";"wieś";"stały";"Szkoła Podstawowa nr 1, ul. Kubusia Puchatka 7, 83-340 Sierakowice";"gm. Sierakowice";"kartuski";"pomorskie";"1000";"1084";"247";"753";"3";"11";"0";"0";"0";"0";"0";"0";"0";"753";"0";"0";"753";"9";"3";"6";"0";"744";"52";"358";"334"
"7174-3377-b1d6-635b-749c-a9d1-1bca-085a";"220504";"63";"5";"wieś";"stały";"Szkoła Podstawowa, Puzdrowo 32, 83-340 Sierakowice";"gm. Sierakowice";"kartuski";"pomorskie";"1100";"1188";"274";"826";"2";"17";"0";"0";"0";"0";"0";"0";"0";"826";"0";"0";"826";"14";"3";"11";"0";"812";"89";"489";"234"
"0f31-5f34-b8e0-eff5-b0bc-f1a9-33ef-0636";"220504";"63";"6";"wieś";"stały";"Szkoła Podstawowa, ul. Wyszyńskiego 5, 83-341 Gowidlino";"gm. Sierakowice";"kartuski";"pomorskie";"1500";"1637";"430";"1070";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1070";"0";"0";"1070";"14";"9";"5";"0";"1056";"103";"654";"299"
"31ab-453a-d475-bdb3-d5a9-3f12-8562-6f36";"220504";"63";"7";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, ul. Królewska 10, 83-342 Kamienica Królewska";"gm. Sierakowice";"kartuski";"pomorskie";"800";"838";"275";"525";"0";"4";"0";"0";"0";"0";"0";"0";"0";"525";"0";"0";"525";"3";"0";"3";"0";"522";"36";"315";"171"
"06b4-6328-0d61-6e9f-058e-ac48-8079-40e2";"220504";"63";"8";"wieś";"stały";"Szkoła Podstawowa, Mojusz 23, 83-334 Miechucino";"gm. Sierakowice";"kartuski";"pomorskie";"900";"964";"297";"603";"0";"0";"0";"0";"0";"0";"0";"0";"0";"603";"0";"0";"603";"12";"2";"10";"0";"591";"68";"302";"221"
"143c-3923-28ae-3a4a-81a3-b4c0-af6c-5ba9";"220504";"63";"9";"wieś";"stały";"Szkoła Podstawowa, Lisie Jamy 60 A, 83-335 Borzestowo";"gm. Sierakowice";"kartuski";"pomorskie";"853";"928";"299";"554";"0";"0";"0";"0";"0";"0";"0";"0";"0";"554";"0";"0";"554";"9";"2";"7";"0";"545";"51";"319";"175"
"7ee6-b0df-9edb-bb9e-4864-9f50-2412-814d";"220504";"63";"10";"wieś";"stały";"Szkoła Podstawowa, Tuchlino 16 B, 83-340 Sierakowice";"gm. Sierakowice";"kartuski";"pomorskie";"798";"865";"206";"592";"0";"7";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"7";"1";"6";"0";"585";"60";"387";"138"
"7d24-2ef0-d5db-6591-4056-bef9-7a43-65a1";"220504";"63";"11";"wieś";"stały";"Szkoła Podstawowa nr 2, ul. Spacerowa 14, 83-340 Sierakowice";"gm. Sierakowice";"kartuski";"pomorskie";"898";"967";"216";"682";"0";"1";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"15";"6";"9";"0";"666";"49";"363";"254"
"5673-dfa9-2947-2c89-3297-e9cd-85f7-4357";"220505";"63";"1";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Egiertowie, Lipowa 1, 83-312 Egiertowo";"gm. Somonino";"kartuski";"pomorskie";"1348";"1488";"593";"755";"1";"1";"0";"0";"0";"0";"0";"0";"0";"755";"0";"0";"755";"11";"1";"10";"0";"744";"53";"366";"325"
"bf6b-4571-9bd6-a57e-eaf5-a6b3-8d13-8246";"220505";"63";"2";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Goręczynie, Kasztelańska 63a, 83-311 Goręczyno";"gm. Somonino";"kartuski";"pomorskie";"2050";"2288";"653";"1397";"4";"40";"1";"1";"0";"0";"0";"0";"1";"1398";"1";"0";"1398";"20";"7";"13";"0";"1378";"90";"534";"754"
"4e99-cf0a-d9fb-93b4-f721-8342-644d-3940";"220505";"63";"3";"wieś";"stały";"Gminny Ośrodek Kultury-sala na parterze, Ceynowy 1a, 83-314 Somonino";"gm. Somonino";"kartuski";"pomorskie";"2102";"2282";"633";"1469";"0";"10";"2";"2";"0";"0";"0";"0";"2";"1471";"2";"0";"1471";"34";"14";"20";"0";"1437";"88";"500";"849"
"6b78-61d1-20a0-d0ef-5d84-ff69-c9a5-cbf7";"220505";"63";"4";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Hopowie, Świętego Floriana 9, 83-312 Hopowo";"gm. Somonino";"kartuski";"pomorskie";"1299";"1435";"571";"728";"1";"7";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"14";"3";"11";"0";"714";"75";"307";"332"
"ef1e-a0d7-8910-2bc2-5359-b2d8-db37-823a";"220505";"63";"5";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Somoninie-sala na I-wszym piętrze, Ceynowy 1a, 83-314 Somonino";"gm. Somonino";"kartuski";"pomorskie";"400";"413";"138";"262";"0";"0";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"3";"1";"2";"0";"259";"12";"116";"131"
"7742-c066-b31b-d5ca-816a-d246-a7dd-34a4";"220506";"63";"1";"wieś";"stały";"Zespół Kształcenia i Wychowania, ul. Abrahama 2, 83-322 Stężyca";"gm. Stężyca";"kartuski";"pomorskie";"1303";"1326";"470";"833";"0";"23";"0";"0";"0";"0";"0";"0";"0";"833";"0";"0";"833";"10";"3";"7";"0";"823";"74";"348";"401"
"a8d2-367c-2de6-cae6-9a60-64b4-ca3d-becb";"220506";"63";"2";"wieś";"stały";"Zespół Kształcenia i Wychowania, ul. Abrahama 2, 83-322 Stężyca";"gm. Stężyca";"kartuski";"pomorskie";"1280";"1300";"451";"829";"0";"14";"0";"0";"0";"0";"0";"0";"0";"829";"0";"0";"829";"12";"3";"9";"0";"817";"76";"416";"325"
"ab7b-5857-1347-1a66-3410-64ab-bf24-9861";"220506";"63";"3";"wieś";"stały";"Zespół Kształcenia i Wychowania, ul. Długa 13, 83-323 Kamienica Szlachecka";"gm. Stężyca";"kartuski";"pomorskie";"1200";"1294";"413";"787";"0";"7";"0";"0";"0";"0";"0";"0";"0";"787";"0";"0";"787";"10";"2";"8";"0";"777";"83";"425";"269"
"086c-6430-6ee0-b4f0-217a-b89e-ef47-494f";"220506";"63";"4";"wieś";"stały";"Zespół Kształcenia i Wychowania, Klukowa Huta ul. Józefa Wybickiego 6, 83-322 Stężyca";"gm. Stężyca";"kartuski";"pomorskie";"998";"1103";"281";"717";"0";"2";"0";"0";"0";"0";"0";"0";"0";"717";"0";"0";"717";"19";"3";"16";"0";"698";"65";"427";"206"
"f4ef-b89c-a89c-464d-0e7e-df93-935e-e451";"220506";"63";"5";"wieś";"stały";"Zespół Kształcenia i Wychowania, ul. Sambora II 17, 83-316 Gołubie";"gm. Stężyca";"kartuski";"pomorskie";"499";"576";"136";"363";"1";"65";"0";"0";"0";"0";"0";"0";"0";"363";"0";"0";"363";"12";"4";"8";"0";"351";"44";"176";"131"
"fb79-4d85-a77f-157e-ed33-41d3-3031-abfc";"220506";"63";"6";"wieś";"stały";"Zespół Kształcenia i Wychowania, ul. Sambora II 17, 83-316 Gołubie";"gm. Stężyca";"kartuski";"pomorskie";"899";"1002";"253";"646";"1";"82";"0";"0";"0";"0";"0";"0";"0";"646";"0";"0";"646";"12";"4";"8";"0";"634";"60";"281";"293"
"51bd-ea70-1ca6-b23c-3b64-1e70-5e94-fd9f";"220506";"63";"7";"wieś";"stały";"Zespół Kształcenia i Wychowania, ul. Szkolna 1, 83-315 Szymbark";"gm. Stężyca";"kartuski";"pomorskie";"952";"1078";"301";"651";"0";"25";"0";"0";"0";"0";"0";"0";"0";"651";"0";"0";"651";"9";"1";"8";"0";"642";"77";"269";"296"
"b68e-7b6c-db0c-469f-9484-5f33-f17f-6918";"220507";"63";"1";"wieś";"stały";"Szkoła Podstawowa w Sulęczynie, ul. Stefana Żeromskiego 16, 83-320 Sulęczyno";"gm. Sulęczyno";"kartuski";"pomorskie";"1303";"1418";"379";"924";"1";"22";"0";"0";"0";"0";"0";"0";"0";"924";"0";"0";"924";"13";"6";"7";"0";"911";"71";"365";"475"
"3086-ac3e-716e-d03c-bf3a-98ef-56f2-7c70";"220507";"63";"2";"wieś";"stały";"Zespół Szkół w Mściszewicach, Szkolna 5, 83-321 Mściszewice";"gm. Sulęczyno";"kartuski";"pomorskie";"852";"903";"302";"550";"0";"13";"0";"0";"0";"0";"0";"0";"0";"550";"0";"0";"550";"16";"1";"15";"0";"534";"45";"357";"132"
"a163-c7af-77ba-3ac4-a67f-d13a-59bc-b998";"220507";"63";"3";"wieś";"stały";"Szkoła Podstawowa w Węsiorach, Węsiory Kartuska 1, 83-320 Sulęczyno";"gm. Sulęczyno";"kartuski";"pomorskie";"598";"656";"184";"414";"0";"7";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"9";"1";"8";"0";"405";"50";"230";"125"
"2f36-f6d3-4bfb-4390-7af5-238c-f98b-9ef0";"220507";"63";"4";"wieś";"stały";"Szkoła Podstawowa w Sulęczynie, ul. Stefana Żeromskiego 16, 83-320 Sulęczyno";"gm. Sulęczyno";"kartuski";"pomorskie";"1052";"1157";"402";"650";"1";"8";"0";"0";"0";"0";"0";"0";"0";"650";"0";"0";"650";"13";"5";"8";"0";"637";"65";"351";"221"
"2bc7-134c-a334-ffb9-6de4-91ef-6971-cff3";"220508";"63";"1";"wieś";"stały";"Szkoła Podstawowa im. Adama Mickiewicza, ul. Mickiewicza 16, 80-209 Chwaszczyno";"gm. Żukowo";"kartuski";"pomorskie";"1349";"1475";"304";"1045";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1043";"0";"0";"1043";"13";"2";"11";"0";"1030";"121";"324";"585"
"6638-ad4f-5826-9290-1711-8ede-4d3e-a8ba";"220508";"63";"2";"wieś";"stały";"Szkoła Podstawowa im. Adama Mickiewicza, ul. Mickiewicza 16, 80-209 Chwaszczyno";"gm. Żukowo";"kartuski";"pomorskie";"1449";"1422";"335";"1114";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1103";"0";"0";"1103";"19";"9";"10";"0";"1084";"121";"350";"613"
"1b9e-add4-de85-594f-c54d-7e8b-6183-4892";"220508";"63";"3";"wieś";"stały";"Szkoła Podstawowa, Tuchom ul. Gdyńska 106, 80-209 Chwaszczyno";"gm. Żukowo";"kartuski";"pomorskie";"999";"1206";"305";"694";"0";"8";"0";"0";"0";"0";"0";"0";"0";"694";"0";"0";"694";"12";"4";"8";"0";"682";"85";"156";"441"
"2f27-5601-4628-56f1-7ab6-23d7-5523-d559";"220508";"63";"4";"wieś";"stały";"Szkoła Podstawowa im. Jana Trepczyka, Miszewo ul. Strażacka 9, 80-297 Banino";"gm. Żukowo";"kartuski";"pomorskie";"952";"1005";"255";"697";"0";"3";"1";"1";"0";"0";"0";"0";"1";"698";"1";"0";"698";"7";"3";"4";"0";"691";"73";"222";"396"
"1baa-a6f8-7b66-02a7-81b8-8056-e091-6897";"220508";"63";"5";"wieś";"stały";"Centrum Kulturalno-Sportowe, Małkowo ul. Pałacowa 92, 83-330 Żukowo";"gm. Żukowo";"kartuski";"pomorskie";"500";"532";"134";"366";"0";"2";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"3";"0";"3";"0";"363";"39";"122";"202"
"e1a4-336b-8782-4658-5001-b91e-cfb7-c2c5";"220508";"63";"6";"wieś";"stały";"Szkoła Podstawowa im. ppor. Klemensa Wickiego, Pępowo ul. Gdańska 117, 83-330 Żukowo";"gm. Żukowo";"kartuski";"pomorskie";"1508";"1681";"247";"1261";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1261";"0";"0";"1261";"20";"4";"16";"0";"1241";"153";"384";"704"
"03f9-683d-39e0-5c78-d5de-82c6-8f55-2161";"220508";"63";"7";"wieś";"stały";"Szkoła Podstawowa im. ks. prałata Józefa Bigusa, ul. Tuchomska 15, 80-297 Banino";"gm. Żukowo";"kartuski";"pomorskie";"2066";"2295";"375";"1691";"0";"32";"1";"1";"0";"0";"0";"0";"1";"1692";"1";"0";"1692";"27";"5";"22";"0";"1665";"202";"434";"1029"
"2b21-993e-89de-9bdc-bbae-c258-05e3-2de6";"220508";"63";"8";"wieś";"stały";"Szkoła Podstawowa im. ks. prałata Józefa Bigusa, ul. Tuchomska 15, 80-297 Banino";"gm. Żukowo";"kartuski";"pomorskie";"2161";"2397";"371";"1789";"0";"24";"0";"0";"0";"0";"0";"0";"0";"1790";"0";"2";"1788";"23";"7";"16";"0";"1765";"199";"431";"1135"
"7944-4b83-efe1-cb3c-cdd2-8e35-e23d-be2f";"220508";"63";"9";"wieś";"stały";"Szkoła Podstawowa im. ks. prałata Józefa Bigusa, ul. Lotnicza 15, 80-297 Banino";"gm. Żukowo";"kartuski";"pomorskie";"1813";"1966";"465";"1348";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1348";"0";"0";"1348";"18";"2";"16";"0";"1330";"138";"395";"797"
