"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Andrzej Franciszek LASAK";"Jacek Władysław WŁOSOWICZ"
"1134-a5c9-2ff6-5491-0992-cc28-f044-8e1e";"260201";"81";"3";"wieś";"stały";"Samorządowa Szkoła Podstawowa w Mierzwinie, Mierzwin 11, 38-313 Imielno";"gm. Imielno";"jędrzejowski";"świętokrzyskie";"505";"556";"261";"244";"1";"1";"0";"0";"0";"0";"0";"0";"0";"244";"0";"0";"244";"6";"0";"6";"0";"238";"75";"163"
"f8d3-547c-5599-6bb3-9cc8-8802-f765-0278";"260201";"81";"4";"wieś";"stały";"Strażnica OSP w Opatkowicach Murowanych, Opatkowice Murowane 32, 28-313  Imielno";"gm. Imielno";"jędrzejowski";"świętokrzyskie";"404";"441";"201";"203";"0";"0";"0";"0";"0";"0";"0";"0";"0";"203";"0";"0";"203";"7";"0";"7";"0";"196";"57";"139"
"174d-f417-46d8-7f97-b530-76c4-6969-683e";"260202";"81";"1";"miasto";"stały";"Przedszkole Nr 3 w Jędrzejowie, ul. Kościelna 16, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"1010";"1084";"359";"651";"0";"13";"0";"0";"0";"0";"0";"0";"0";"651";"0";"0";"651";"23";"6";"17";"0";"628";"291";"337"
"4275-d4d6-ee7e-28c6-e9ff-8038-dd5a-ff6d";"260202";"81";"2";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy w Jędrzejowie, ul. Feliksa Przypkowskiego 5, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"819";"874";"255";"564";"1";"0";"0";"0";"0";"0";"0";"0";"0";"564";"0";"0";"564";"17";"5";"12";"0";"547";"257";"290"
"5c98-530c-d468-a513-b8c3-5570-ef88-65e4";"260202";"81";"3";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. Komisji Edukacji Narodowej w Jędrzejowie, ul. Feliksa Przypkowskiego 12, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"1224";"1318";"425";"799";"1";"4";"0";"0";"0";"0";"0";"0";"0";"799";"0";"0";"799";"28";"11";"17";"0";"771";"362";"409"
"9481-37bb-9882-5d30-a2b6-f154-5687-f607";"260202";"81";"4";"miasto";"stały";"I Liceum Ogólnokształcące im. Mikołaja Reja w Jędrzejowie, ul. 11 Listopada 37, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"757";"807";"313";"444";"0";"2";"0";"0";"0";"0";"0";"0";"0";"444";"0";"0";"444";"13";"3";"10";"0";"431";"208";"223"
"2006-e4a6-089c-2903-3e48-82b5-57b2-4b1b";"260202";"81";"5";"miasto";"stały";"Przedszkole Nr 1 w Jędrzejowie, ul. Mieszka I 9, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"1191";"1269";"401";"790";"1";"1";"0";"0";"0";"0";"0";"0";"0";"790";"0";"0";"790";"20";"10";"10";"0";"770";"405";"365"
"861b-c036-c642-03c7-5fe5-064f-4daf-ba9e";"260202";"81";"6";"miasto";"stały";"Szkoła Podstawowa Nr 4 w Jędrzejowie, ul. Feliksa Przypkowskiego 43, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"970";"1042";"326";"644";"2";"3";"0";"0";"0";"0";"0";"0";"0";"644";"0";"0";"644";"17";"6";"11";"0";"627";"341";"286"
"ad51-434b-2c09-521f-b6e4-314d-30e5-acdf";"260202";"81";"7";"miasto";"stały";"Zespół Szkół Nr 1 im. ks. Stanisława Konarskiego w Jędrzejowie, ul. Feliksa Przypkowskiego 49, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"787";"841";"255";"532";"1";"2";"0";"0";"0";"0";"0";"0";"0";"532";"0";"0";"532";"14";"4";"10";"0";"518";"245";"273"
"f49f-5771-8771-8975-5444-4557-2bd0-a805";"260202";"81";"8";"miasto";"stały";"Spółdzielnia Mieszkaniowa „Przyszłość” w Jędrzejowie, ul. Dojazd 56, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"810";"857";"259";"551";"1";"1";"0";"0";"0";"0";"0";"0";"0";"551";"0";"0";"551";"19";"10";"9";"0";"532";"242";"290"
"8d91-eb21-0813-c405-e62c-471d-8b88-097e";"260202";"81";"9";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy im. Marii Grzegorzewskiej w Jędrzejowie, ul. Bolesława Krzywoustego 4, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"690";"754";"280";"410";"0";"3";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"13";"3";"10";"0";"397";"188";"209"
"b37f-8838-94c3-b239-c1c1-8f90-1f9d-9d0a";"260202";"81";"10";"miasto";"stały";"Zespół Szkół Nr 2 im. gen. Stefana Roweckiego „Grota” w Jędrzejowie, ul. Okrzei 63, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"1240";"1328";"488";"752";"1";"3";"1";"1";"0";"0";"0";"0";"1";"753";"1";"0";"753";"13";"3";"10";"0";"740";"338";"402"
"2e1d-684c-d968-9972-37cf-e686-2fe3-8c19";"260202";"81";"11";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Władysława Broniewskiego w Jędrzejowie, ul. Władysława Stanisława Reymonta 1, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"903";"1038";"228";"675";"1";"11";"0";"0";"0";"0";"0";"0";"0";"675";"0";"0";"675";"33";"6";"27";"0";"642";"324";"318"
"a94c-7ebc-9dc1-b85a-7545-8283-ee93-57da";"260202";"81";"12";"miasto";"stały";"Przedszkole Nr 2 Bajkowa Ciuchcia w Jędrzejowie, ul. 11 Listopada 113a, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"728";"775";"221";"507";"1";"6";"0";"0";"0";"0";"0";"0";"0";"507";"0";"0";"507";"22";"10";"12";"0";"485";"268";"217"
"1b82-610d-da57-b04e-1e95-4e11-0532-e5b3";"260202";"81";"13";"wieś";"stały";"Zespół Placówek Oświatowych w Prząsławiu, Prząsław 55, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"1362";"1462";"521";"841";"0";"0";"0";"0";"0";"0";"0";"0";"0";"841";"0";"0";"841";"24";"4";"20";"0";"817";"288";"529"
"621e-0c86-f2d2-89fa-59be-e5d1-1578-1a6a";"260202";"81";"14";"wieś";"stały";"Szkoła Podstawowa w Potoku Wielkim, Potok Wielki 9, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"738";"793";"316";"422";"1";"4";"0";"0";"0";"0";"0";"0";"0";"422";"0";"0";"422";"10";"2";"8";"0";"412";"125";"287"
"334f-cc7b-c6c5-557e-be15-b597-4f17-1fb2";"260202";"81";"15";"wieś";"stały";"Zespół Placówek Oświatowych w Skroniowie, Skroniów 75, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"1415";"1521";"514";"901";"1";"2";"0";"0";"0";"0";"0";"0";"0";"901";"0";"0";"901";"15";"6";"9";"0";"886";"307";"579"
"cc66-9f8b-9fbf-24b4-2fef-7414-2df7-26c2";"260202";"81";"16";"wieś";"stały";"Szkoła Podstawowa w Podchojnach, Podchojny 106, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"1349";"1485";"508";"841";"0";"3";"0";"0";"0";"0";"0";"0";"0";"841";"0";"0";"841";"26";"7";"19";"0";"815";"330";"485"
"5d63-a685-3311-a03e-8534-2a1b-9e4d-6cb6";"260202";"81";"17";"wieś";"stały";"Ludowy Klub Sportowy „Piaskowianka”, Piaski 173a, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"868";"938";"294";"574";"0";"1";"0";"0";"0";"0";"0";"0";"0";"574";"0";"0";"574";"34";"11";"23";"0";"540";"200";"340"
"1e41-40d9-f28b-5cee-96f5-b306-678d-10ee";"260202";"81";"18";"wieś";"stały";"Szkoła Podstawowa w Rakowie, Raków 45, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"833";"897";"317";"516";"0";"0";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"14";"7";"7";"0";"502";"144";"358"
"2cbe-93a4-052f-3ec6-7ce4-bc3a-d692-1342";"260202";"81";"19";"wieś";"stały";"Szkoła Podstawowa w Jasionnie, Jasionna 8, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"636";"691";"264";"372";"0";"0";"0";"0";"0";"0";"0";"0";"0";"372";"0";"0";"372";"2";"1";"1";"0";"370";"96";"274"
"5422-0030-bb40-d4e2-3d51-b91d-7139-07ac";"260202";"81";"20";"wieś";"stały";"Szkoła Podstawowa w Mnichowie, Mnichów 72, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"1047";"1118";"402";"645";"0";"0";"0";"0";"0";"0";"0";"0";"0";"645";"0";"0";"645";"25";"4";"21";"0";"620";"171";"449"
"b9cd-9e30-a82f-447a-6573-9fd7-995e-c01a";"260202";"81";"21";"wieś";"stały";"Szkoła Podstawowa w Łysakowie, Łysaków Drugi 44b, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"1149";"1249";"472";"677";"0";"0";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"17";"1";"16";"0";"660";"177";"483"
"d928-7957-4be2-5b4f-3781-4912-e9bc-d695";"260202";"81";"22";"miasto";"zakład leczniczy";"Szpital Specjalistyczny Artmedik sp. z o. o. w Jędrzejowie, ul. Małogoska 25, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"135";"105";"125";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"10";"0";"0";"0";"0";"10";"5";"5"
"a733-96f9-aca1-cd4c-5d8a-452d-e932-b5ab";"260202";"81";"23";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Mnichowie, Mnichów 135, 28-300 Jędrzejów";"gm. Jędrzejów";"jędrzejowski";"świętokrzyskie";"28";"28";"21";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"7";"0";"0";"0";"0";"7";"0";"7"
"2e75-8669-dae1-df3e-e360-0ecd-d0c5-d41f";"260203";"81";"1";"miasto";"stały";"Urząd Miasta i Gminy w Małogoszczu (sala konferencyjna), ul. Jaszowskiego 3a, 28-366 Małogoszcz";"gm. Małogoszcz";"jędrzejowski";"świętokrzyskie";"1325";"1427";"458";"867";"1";"10";"0";"0";"0";"0";"0";"0";"0";"867";"0";"0";"867";"20";"2";"18";"0";"847";"309";"538"
"ebbb-97d7-7054-6d32-f511-e30d-7c63-c460";"260203";"81";"2";"miasto";"stały";"Dom Kultury w Małogoszczu, ul. 11 Listopada 17, 28-366 Małogoszcz";"gm. Małogoszcz";"jędrzejowski";"świętokrzyskie";"1416";"1507";"527";"889";"0";"4";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"27";"5";"22";"0";"861";"288";"573"
"2741-785d-d364-94f8-974b-778a-4622-19cd";"260203";"81";"3";"wieś";"stały";"Zespół Placówek Oświatowych w Kozłowie, Kozłów 182, 28-366 Małogoszcz";"gm. Małogoszcz";"jędrzejowski";"świętokrzyskie";"1226";"1323";"520";"706";"1";"7";"0";"0";"0";"0";"0";"0";"0";"706";"0";"0";"706";"22";"4";"18";"0";"684";"152";"532"
"a00f-6a0e-b0e0-876a-675f-c3ad-65f6-82f8";"260203";"81";"4";"wieś";"stały";"Zespół Placówek Oświatowych w Żarczycach Dużych, Żarczyce Duże 29, 28-366 Małogoszcz";"gm. Małogoszcz";"jędrzejowski";"świętokrzyskie";"1395";"1504";"536";"859";"2";"2";"0";"0";"0";"0";"0";"0";"0";"859";"0";"0";"859";"21";"4";"17";"0";"838";"165";"673"
"2f77-dc1a-9087-1e74-49ec-74df-a841-d26f";"260203";"81";"5";"wieś";"stały";"Szkoła Podstawowa w Rembieszycach, Rembieszyce 10, 28-366 Małogoszcz";"gm. Małogoszcz";"jędrzejowski";"świętokrzyskie";"1193";"1197";"472";"721";"2";"5";"0";"0";"0";"0";"0";"0";"0";"721";"0";"0";"721";"16";"6";"10";"0";"705";"117";"588"
"49f4-cece-49b9-b9fe-b961-6a9f-6324-e184";"260203";"81";"6";"wieś";"stały";"Zespół Placówek Oświatowych w Złotnikach, Złotniki 66A, 28-366 Małogoszcz";"gm. Małogoszcz";"jędrzejowski";"świętokrzyskie";"823";"895";"307";"516";"1";"4";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"8";"2";"6";"0";"508";"123";"385"
"882b-da15-ec26-eb4e-4c66-6597-2294-14f2";"260203";"81";"7";"wieś";"stały";"Zespół Szkół Ogólnokształcących w Małogoszczu, ul. 11 Listopada 14B, 28-366 Małogoszcz";"gm. Małogoszcz";"jędrzejowski";"świętokrzyskie";"1235";"1326";"448";"787";"1";"5";"0";"0";"0";"0";"0";"0";"0";"786";"0";"0";"786";"18";"5";"13";"0";"768";"211";"557"
"846f-b44f-6007-c55d-2af3-1a6d-1274-b9c0";"260204";"81";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Mikołaja Reja 17, 28-362 Nagłowice";"gm. Nagłowice";"jędrzejowski";"świętokrzyskie";"890";"980";"390";"500";"1";"16";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"8";"0";"8";"0";"492";"117";"375"
"a4ab-420e-82f0-3112-9a5a-c83b-bad3-5c5d";"260204";"81";"2";"wieś";"stały";"Remiza OSP w Jaronowicach, Jaronowice 122, 28-362 Nagłowice";"gm. Nagłowice";"jędrzejowski";"świętokrzyskie";"241";"253";"113";"128";"0";"0";"0";"0";"0";"0";"0";"0";"0";"128";"0";"0";"128";"3";"1";"2";"0";"125";"37";"88"
"cdbf-118e-dc35-041a-dd64-2538-7d19-6f40";"260204";"81";"3";"wieś";"stały";"Zespół Placówek Oświatowych w Warzynie Pierwszym, Warzyn Pierwszy 95, 28-362 Nagłowice";"gm. Nagłowice";"jędrzejowski";"świętokrzyskie";"732";"798";"270";"462";"2";"2";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"13";"6";"7";"0";"449";"128";"321"
"5f29-2d8b-9079-9000-1802-d32b-e06f-74cd";"260204";"81";"4";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Trzciniec 131a, 28-362 Nagłowice";"gm. Nagłowice";"jędrzejowski";"świętokrzyskie";"441";"482";"154";"287";"1";"0";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"8";"1";"7";"0";"279";"75";"204"
"031c-d976-b66e-d465-a4bf-2e09-f025-474c";"260204";"81";"5";"wieś";"stały";"Remiza OSP w Ciernie-Żabieńcu, Cierno-Żabieniec 34, 28-362 Nagłowice";"gm. Nagłowice";"jędrzejowski";"świętokrzyskie";"565";"612";"243";"322";"0";"2";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"9";"1";"8";"0";"313";"110";"203"
"5a6e-09f1-7958-ae4e-0170-4802-a6bf-efc4";"260204";"81";"6";"wieś";"stały";"Świetlica Środowiskowa, Deszno 39, 28-362 Nagłowice";"gm. Nagłowice";"jędrzejowski";"świętokrzyskie";"373";"395";"139";"234";"0";"2";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"0";"0";"0";"0";"234";"65";"169"
"85c0-a98f-4dbf-5898-89ac-ecf0-a7ff-ea3d";"260204";"81";"7";"wieś";"stały";"Budynek po Szkole Podstawowej w Rakoszynie, Rakoszyn 19, 28-362 Nagłowice";"gm. Nagłowice";"jędrzejowski";"świętokrzyskie";"415";"460";"174";"241";"2";"4";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"6";"1";"5";"0";"235";"53";"182"
"aaf2-a24d-0682-d9d0-5a44-8fed-a9c9-f417";"260205";"81";"1";"wieś";"stały";"Szkoła Podstawowa w Oksie, ul. Pl. M. Reja 19, 28-363 Oksa";"gm. Oksa";"jędrzejowski";"świętokrzyskie";"1250";"1358";"488";"762";"3";"11";"0";"0";"0";"0";"0";"0";"0";"762";"0";"0";"762";"21";"2";"19";"0";"741";"316";"425"
"ea52-9812-cc02-ac82-1753-ded0-1768-6bcf";"260205";"81";"2";"wieś";"stały";"Remiza strażacka Ochotniczej Straży Pożarnej, Lipno 11, 28-363 Oksa";"gm. Oksa";"jędrzejowski";"świętokrzyskie";"350";"385";"125";"225";"0";"2";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"8";"2";"6";"0";"217";"36";"181"
"393c-4203-c294-5555-025b-41ae-0e9b-97a3";"260205";"81";"3";"wieś";"stały";"Szkoła Podstawowa w Węgleszynie, Węgleszyn 51A, 28-363 Oksa";"gm. Oksa";"jędrzejowski";"świętokrzyskie";"1300";"1422";"498";"802";"0";"4";"0";"0";"0";"0";"0";"0";"0";"802";"0";"0";"802";"25";"9";"16";"0";"777";"193";"584"
"6e38-3c28-531d-bef7-30ee-245a-3af8-8f7e";"260205";"81";"4";"wieś";"stały";"Remiza strażacka Ochotniczej Straży Pożarnej Tyniec-Kolonia, Tyniec-Kolonia 5, 28-363 Oksa";"gm. Oksa";"jędrzejowski";"świętokrzyskie";"293";"309";"124";"169";"0";"1";"0";"0";"0";"0";"0";"0";"0";"169";"0";"0";"169";"7";"1";"6";"0";"162";"40";"122"
"7ebe-18c4-24b7-c901-4bd8-955e-274f-28d5";"260205";"81";"5";"wieś";"stały";"Budynek po Szkole Podstawowej w Nowych Kanicach, Nowe Kanice 15A, 28-363 Oksa";"gm. Oksa";"jędrzejowski";"świętokrzyskie";"283";"311";"123";"160";"0";"2";"0";"0";"0";"0";"0";"0";"0";"160";"0";"0";"160";"5";"0";"5";"0";"155";"32";"123"
"18da-7e53-4f38-6ced-2d05-524e-c9f6-7cd6";"260206";"81";"1";"wieś";"stały";"Szkoła Podstawowa w Krzcięcicach, Krzcięcice 34, 28-340 Sędziszów";"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";"641";"699";"233";"408";"0";"4";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"11";"1";"10";"0";"397";"134";"263"
"ea0a-b112-0ee3-af6f-5076-a962-801e-09a8";"260206";"81";"2";"wieś";"stały";"Remiza OSP w Borszowicach, Borszowice 11a, 28-340 Sędziszów";"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";"716";"782";"262";"454";"1";"4";"0";"0";"0";"0";"0";"0";"0";"454";"0";"0";"454";"15";"1";"14";"0";"439";"85";"354"
"4cec-5493-7aaa-0b5a-26c0-80d1-52bc-10fa";"260206";"81";"3";"wieś";"stały";"Szkoła Podstawowa w Pawłowicach, Pawłowice 94, 28-340 Sędziszów";"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";"423";"455";"194";"229";"0";"3";"0";"0";"0";"0";"0";"0";"0";"229";"0";"0";"229";"4";"1";"3";"0";"225";"51";"174"
"327a-3da9-0b71-9f68-db72-42b5-ea70-6b6e";"260206";"81";"4";"wieś";"stały";"Szkoła Podstawowa w Tarnawie, Tarnawa 119, 28-340 Sędziszów";"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";"867";"936";"340";"527";"3";"0";"0";"0";"0";"0";"0";"0";"0";"526";"0";"0";"526";"17";"0";"17";"0";"509";"197";"312"
"8711-edbe-f1a6-f6aa-0a75-0da5-81c6-9ceb";"260206";"81";"5";"wieś";"stały";"Szkoła Podstawowa w Mstyczowie, Mstyczów 37, 28-340 Sędziszów";"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";"630";"691";"290";"340";"1";"7";"0";"0";"0";"0";"0";"0";"0";"339";"0";"0";"339";"5";"1";"4";"0";"334";"116";"218"
"abb0-5063-e99b-c620-14fc-7c28-7f34-75b6";"260206";"81";"6";"wieś";"stały";"Remiza OSP w Klimontowie, Klimontów 42, 28-340 Sędziszów";"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";"592";"646";"248";"344";"0";"3";"0";"0";"0";"0";"0";"0";"0";"344";"0";"0";"344";"9";"1";"8";"0";"335";"77";"258"
"2e92-80ba-35a8-4fa0-39fd-dda7-cc10-1633";"260206";"81";"7";"wieś";"stały";"Świetlica Wiejska w Gniewięcinie, Gniewięcin 150, 28-340 Sędziszów";"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";"504";"550";"187";"317";"0";"0";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"10";"6";"4";"0";"307";"103";"204"
"e717-4324-660d-face-0863-3c40-f73b-2aea";"260206";"81";"8";"miasto i wieś";"stały";"Remiza OSP w Sędziszowie, ul. Jędrzejowska 10, 28-340 Sędziszów";"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";"1278";"1388";"517";"761";"0";"5";"0";"0";"0";"0";"0";"0";"0";"761";"0";"0";"761";"24";"11";"13";"0";"737";"312";"425"
"fde1-d46e-cf0b-622a-cdd5-a2c5-73d4-cc67";"260206";"81";"9";"miasto";"stały";"Przedszkole Samorządowe w Sędziszowie, Osiedle Na Skarpie 8, 28-340 Sędziszów";"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";"1395";"1539";"542";"852";"2";"6";"0";"0";"0";"0";"0";"0";"0";"853";"0";"0";"853";"23";"8";"15";"0";"830";"313";"517"
"e27e-80cd-b66a-eeb4-b82e-1688-f93f-d022";"260206";"81";"10";"miasto";"stały";"Przedszkole Samorządowe w Sędziszowie, Osiedle Na Skarpie 8, 28-340 Sędziszów";"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";"616";"778";"203";"413";"0";"4";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"4";"1";"3";"0";"409";"160";"249"
"72cc-124a-e77c-758f-097d-29eb-4fe3-db78";"260206";"81";"11";"miasto";"stały";"Samorządowe Centrum Kultury w Sędziszowie, ul. Dworcowa 26, 28-340 Sędziszów";"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";"1592";"1719";"644";"948";"1";"5";"0";"0";"0";"0";"0";"0";"0";"948";"0";"0";"948";"31";"14";"17";"0";"917";"401";"516"
"2cf5-ceeb-31e1-424b-7f13-1335-7259-1b92";"260207";"81";"1";"wieś";"stały";"Remiza Strażacka, Rożnica 209, 28-350 Słupia";"gm. Słupia (Jędrzejowska)";"jędrzejowski";"świętokrzyskie";"718";"786";"281";"437";"1";"3";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"21";"1";"20";"0";"416";"111";"305"
"a264-8b3f-599e-c334-b993-98b7-d42c-611d";"260207";"81";"2";"wieś";"stały";"Zespół Placówek Oświatowych w Słupi, Słupia 281, 28-350 Słupia";"gm. Słupia (Jędrzejowska)";"jędrzejowski";"świętokrzyskie";"1230";"1350";"398";"832";"2";"8";"0";"0";"0";"0";"0";"0";"0";"832";"0";"0";"832";"15";"15";"0";"0";"817";"283";"534"
"9824-206d-e571-4da4-3fa7-c2a9-1101-c211";"260207";"81";"3";"wieś";"stały";"Remiza Strażacka, Raszków 51, 28-350 Słupia";"gm. Słupia (Jędrzejowska)";"jędrzejowski";"świętokrzyskie";"473";"519";"231";"242";"0";"1";"0";"0";"0";"0";"0";"0";"0";"242";"0";"0";"242";"11";"1";"10";"0";"231";"80";"151"
"378f-a06c-25a7-569a-4027-50a1-a514-b2d3";"260207";"81";"4";"wieś";"stały";"Szkoła Podstawowa, Obiechów 47, 28-350 Słupia";"gm. Słupia (Jędrzejowska)";"jędrzejowski";"świętokrzyskie";"806";"883";"404";"402";"0";"1";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"12";"4";"8";"0";"390";"125";"265"
"0029-dc10-a462-183e-369b-ff64-499e-2c10";"260208";"81";"1";"wieś";"stały";"Zespół Placówek Oświatowych w Mokrsku Dolnym, Mokrsko Dolne 50a, 28-305 Sobków";"gm. Sobków";"jędrzejowski";"świętokrzyskie";"720";"781";"261";"459";"1";"2";"0";"0";"0";"0";"0";"0";"0";"459";"0";"0";"459";"11";"1";"10";"0";"448";"136";"312"
"2ac2-c8ca-eef3-6c6f-3495-300b-e371-6340";"260208";"81";"2";"wieś";"stały";"Szkoła Podstawowa w Chomentowie, Chomentów 72, 28-305 Sobków";"gm. Sobków";"jędrzejowski";"świętokrzyskie";"1087";"1205";"456";"631";"0";"2";"0";"0";"0";"0";"0";"0";"0";"631";"0";"0";"631";"26";"2";"24";"0";"605";"160";"445"
"a7be-c967-4a6d-6637-3c46-e535-19ba-63bf";"260208";"81";"3";"wieś";"stały";"Budynek Remizy w Brzegach, Brzegi 116, 28-305 Sobków";"gm. Sobków";"jędrzejowski";"świętokrzyskie";"1011";"1110";"315";"696";"1";"9";"0";"0";"0";"0";"0";"0";"0";"696";"0";"0";"696";"24";"3";"21";"0";"672";"216";"456"
"d6d7-7d27-c166-5e95-5f8c-2026-942e-a989";"260208";"81";"4";"wieś";"stały";"Świetlica Wiejska w Miąsowej, Miąsowa 13a, 28-305 Sobków";"gm. Sobków";"jędrzejowski";"świętokrzyskie";"1285";"1396";"407";"878";"1";"5";"0";"0";"0";"0";"0";"0";"0";"878";"0";"0";"878";"24";"3";"21";"0";"854";"244";"610"
"d6f9-981a-e22d-b91b-99b8-7445-db45-b116";"260208";"81";"5";"wieś";"stały";"Szkoła Podstawowa w Sobkowie, ul. Źródłowa 4, 28-305 Sobków";"gm. Sobków";"jędrzejowski";"świętokrzyskie";"1610";"1743";"556";"1054";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1054";"0";"0";"1054";"26";"10";"16";"0";"1028";"339";"689"
"6f44-6ebf-b485-c3c0-30fd-98c7-7e58-540d";"260208";"81";"6";"wieś";"stały";"Zespół Placówek Oświatowych w Korytnicy, Korytnica 206, 28-305 Sobków";"gm. Sobków";"jędrzejowski";"świętokrzyskie";"575";"631";"200";"375";"0";"5";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"16";"7";"9";"0";"359";"72";"287"
