"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Tomasz Paweł GRODZKI";"Małgorzata Anna JACYNA-WITT"
"45e4-f104-778d-b072-6a9a-976a-8760-ff0c";"321101";"97";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Graniczna 31, 72-003 Dobra";"gm. Dobra (Szczecińska)";"policki";"zachodniopomorskie";"2438";"2736";"413";"2025";"4";"21";"0";"0";"0";"0";"0";"0";"0";"2025";"0";"0";"2025";"48";"15";"33";"0";"1977";"1459";"518"
"e3e8-1b24-493b-f514-92c2-8379-a69e-dd62";"321101";"97";"2";"wieś";"stały";"Klub w Dołujach, ul. Żubrza 7, 72-002 Dołuje";"gm. Dobra (Szczecińska)";"policki";"zachodniopomorskie";"1767";"1984";"439";"1328";"0";"19";"0";"0";"0";"0";"0";"0";"0";"1328";"0";"0";"1328";"46";"16";"30";"0";"1282";"907";"375"
"ce67-7b0b-23ca-7096-8818-977b-9a4d-2a45";"321101";"97";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Kolorowa 27, 72-006 Mierzyn";"gm. Dobra (Szczecińska)";"policki";"zachodniopomorskie";"2140";"2352";"262";"1878";"3";"17";"0";"0";"0";"0";"0";"0";"0";"1878";"0";"0";"1878";"41";"8";"33";"0";"1837";"1508";"329"
"6f84-0a07-b546-03ea-2409-5312-1590-db44";"321101";"97";"4";"wieś";"stały";"Klub w Wołczkowie, ul. Lipowa 11A, 72-003 Dobra";"gm. Dobra (Szczecińska)";"policki";"zachodniopomorskie";"1298";"1430";"192";"1106";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1105";"0";"0";"1105";"32";"11";"21";"0";"1073";"795";"278"
"51b7-8c7b-7416-d7cd-95c1-979e-77bf-5478";"321101";"97";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Kolorowa 27, 72-006 Mierzyn";"gm. Dobra (Szczecińska)";"policki";"zachodniopomorskie";"1749";"1913";"271";"1478";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1478";"0";"0";"1478";"34";"11";"23";"0";"1444";"1071";"373"
"287e-e5f0-a5d4-ffb2-9d18-fffa-d4d7-1692";"321101";"97";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Górna 3, 71-218 Bezrzecze";"gm. Dobra (Szczecińska)";"policki";"zachodniopomorskie";"1953";"2245";"284";"1669";"6";"10";"0";"0";"0";"0";"0";"0";"0";"1669";"0";"0";"1669";"46";"20";"26";"0";"1623";"1251";"372"
"16cd-95f6-9f3c-b2ad-69e6-c793-3496-b91b";"321101";"97";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Poziomkowa 5, 72-003 Dobra";"gm. Dobra (Szczecińska)";"policki";"zachodniopomorskie";"1097";"1215";"502";"595";"0";"0";"0";"0";"0";"0";"0";"0";"0";"594";"0";"0";"594";"13";"3";"10";"0";"581";"387";"194"
"efb1-73e2-c0fb-1fbf-803f-501c-f1d4-2ff4";"321101";"97";"8";"wieś";"stały";"Publiczna szkoła Podstawowa, Górna 3, 71-218 Bezrzecze";"gm. Dobra (Szczecińska)";"policki";"zachodniopomorskie";"1325";"1463";"153";"1172";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1172";"0";"0";"1172";"28";"11";"17";"0";"1144";"940";"204"
"6188-d368-d0b1-36a7-f9f8-a1d0-0ce1-cb24";"321101";"97";"9";"wieś";"stały";"Publiczna Szkoła Podstawowa, Kolorowa 27, 72-006 Mierzyn";"gm. Dobra (Szczecińska)";"policki";"zachodniopomorskie";"1547";"1701";"364";"1193";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1193";"0";"0";"1193";"36";"9";"27";"0";"1157";"851";"306"
"aa18-63ac-999d-59f6-65c8-de4f-1b73-5a89";"321102";"97";"1";"wieś";"stały";"Zespół Placówek Oświatowych, Kołbaskowo 57, 72-001 Kołbaskowo";"gm. Kołbaskowo";"policki";"zachodniopomorskie";"1899";"2155";"644";"1255";"3";"23";"1";"1";"0";"0";"0";"0";"1";"1256";"1";"0";"1256";"42";"6";"36";"0";"1214";"787";"427"
"6b3e-1ed1-977e-bd6e-13cc-c08e-a258-2cb5";"321102";"97";"2";"wieś";"stały";"Szkoła Podstawowa, Będargowo 1, 72-005 Przecław";"gm. Kołbaskowo";"policki";"zachodniopomorskie";"1737";"1940";"654";"1083";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1083";"0";"0";"1083";"39";"7";"32";"0";"1044";"644";"400"
"b57c-1bbe-27d7-0e9d-f09e-6b92-9780-a766";"321102";"97";"3";"wieś";"stały";"Szkoła Podstawowa, Przecław 27A, 72-005 Przecław";"gm. Kołbaskowo";"policki";"zachodniopomorskie";"955";"1079";"340";"615";"2";"7";"0";"0";"0";"0";"0";"0";"0";"615";"0";"0";"615";"20";"5";"15";"0";"595";"368";"227"
"e0e2-2731-f768-6e8b-2d33-6576-a982-b88d";"321102";"97";"4";"wieś";"stały";"Szkoła Podstawowa, Przecław 27A, 72-005 Przecław";"gm. Kołbaskowo";"policki";"zachodniopomorskie";"1428";"1597";"242";"1186";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1186";"0";"0";"1186";"44";"6";"38";"0";"1142";"913";"229"
"6e8e-2b15-7c2c-a576-786b-8a6c-ebbc-5e51";"321102";"97";"5";"wieś";"stały";"Szkoła Podstawowa, Przecław 27C, 72-005 Przecław";"gm. Kołbaskowo";"policki";"zachodniopomorskie";"1199";"1374";"147";"1052";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1052";"0";"0";"1052";"33";"13";"20";"0";"1019";"791";"228"
"6d36-3f49-5ce1-f4ca-4e85-fc5c-82d5-8fae";"321102";"97";"6";"wieś";"stały";"Szkoła Podstawowa, Przecław 27C, 72-005 Przecław";"gm. Kołbaskowo";"policki";"zachodniopomorskie";"1139";"1269";"162";"977";"0";"3";"0";"0";"0";"0";"0";"0";"0";"977";"0";"0";"977";"30";"12";"18";"0";"947";"766";"181"
"2113-a8ed-17a2-e6e9-c967-7d42-f4b9-a002";"321103";"97";"1";"miasto";"stały";"Urząd Gminy, Plac Zwycięstwa 1, 72-022 Nowe Warpno";"gm. Nowe Warpno";"policki";"zachodniopomorskie";"878";"943";"319";"559";"0";"6";"0";"0";"0";"0";"0";"0";"0";"559";"0";"0";"559";"24";"7";"17";"0";"535";"357";"178"
"0e08-4cf3-5529-e926-c1eb-746b-05e9-b5ad";"321103";"97";"2";"wieś";"stały";"Świetlica, Brzózki 26a, 72-022 Nowe Warpno";"gm. Nowe Warpno";"policki";"zachodniopomorskie";"319";"350";"106";"213";"0";"4";"0";"0";"0";"0";"0";"0";"0";"213";"0";"0";"213";"10";"3";"7";"0";"203";"120";"83"
"3965-6470-be01-ae2e-476e-9d9a-3d19-54c5";"321104";"97";"1";"wieś";"stały";"Szkoła Filialna w Pilchowie, ul. Szczecińska 1a, 72-010 Tanowo";"gm. Police";"policki";"zachodniopomorskie";"1076";"1085";"214";"862";"0";"5";"0";"0";"0";"0";"0";"0";"0";"861";"0";"0";"861";"29";"11";"18";"0";"832";"608";"224"
"7c48-5dab-d974-5df5-570c-51a6-1fb0-db24";"321104";"97";"2";"wieś";"stały";"Świetlica Sołecka, Trzeszczyn ul. Kościuszki 34a, 72-004 Tanowo";"gm. Police";"policki";"zachodniopomorskie";"190";"209";"54";"136";"0";"1";"0";"0";"0";"0";"0";"0";"0";"136";"0";"0";"136";"7";"3";"4";"0";"129";"80";"49"
"8362-45ca-78ca-68f9-57b6-8ea0-6684-fa34";"321104";"97";"3";"wieś";"stały";"Szkoła Podstawowa im. Jerzego Noskiewicza, ul. Szczecińska 31, 72-004 Tanowo";"gm. Police";"policki";"zachodniopomorskie";"1304";"1420";"352";"948";"0";"6";"0";"0";"0";"0";"0";"0";"0";"947";"0";"0";"947";"21";"6";"15";"0";"926";"660";"266"
"180d-51f0-3656-ce00-0288-9bae-a2fc-0d69";"321104";"97";"4";"wieś";"stały";"Szkoła Podstawowa z Oddziałami Przedszkolnymi, ul. Wkrzańska 19a, 72-020 Trzebież";"gm. Police";"policki";"zachodniopomorskie";"1490";"1646";"534";"956";"0";"13";"0";"0";"0";"0";"0";"0";"0";"956";"0";"0";"956";"30";"10";"20";"0";"926";"589";"337"
"8336-8e32-fca6-c2db-6cf7-0d5b-0858-8b25";"321104";"97";"5";"wieś";"stały";"Szkoła Filialna, Niekłończyca 34, 72-015 Police";"gm. Police";"policki";"zachodniopomorskie";"999";"1113";"392";"607";"0";"2";"0";"0";"0";"0";"0";"0";"0";"607";"0";"0";"607";"12";"2";"10";"0";"595";"344";"251"
"04b9-1d4c-3c0a-addb-8443-c94a-6eca-2009";"321104";"97";"6";"wieś";"stały";"Świetlica sołecka, Tatynia 38, 72-015 Police 3";"gm. Police";"policki";"zachodniopomorskie";"229";"251";"108";"121";"0";"0";"0";"0";"0";"0";"0";"0";"0";"121";"0";"0";"121";"3";"0";"3";"0";"118";"50";"68"
"ca37-ce4e-67ab-846f-945c-6d1b-d4a7-7046";"321104";"97";"7";"wieś";"stały";"Świetlica sołecka, Drogoradz 51, 72-015 Police";"gm. Police";"policki";"zachodniopomorskie";"189";"217";"58";"131";"0";"0";"0";"0";"0";"0";"0";"0";"0";"131";"0";"0";"131";"4";"1";"3";"0";"127";"59";"68"
"e6e5-5ba1-04aa-d20c-5222-1a55-3696-7b88";"321104";"97";"8";"miasto";"stały";"Szkoła Podstawowa nr 6 z Oddziałami Przedszkolnymi, Police ul. Owocowa 5, 72-015 Police 3";"gm. Police";"policki";"zachodniopomorskie";"928";"1031";"449";"479";"0";"0";"0";"0";"0";"0";"0";"0";"0";"479";"0";"0";"479";"26";"2";"24";"0";"453";"247";"206"
"6b46-3816-eae1-14d4-d1ae-fdb7-ffc6-a368";"321104";"97";"9";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Tadeusza Kościuszki z Oddziałami Sportowymi, ul. Sikorskiego 8, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"1400";"1517";"586";"814";"1";"3";"0";"0";"0";"0";"0";"0";"0";"814";"0";"0";"814";"38";"7";"31";"0";"776";"451";"325"
"9fa1-a173-80c4-2836-e126-f9dc-8b59-b0f7";"321104";"97";"10";"miasto";"stały";"Świetlica Rady Osiedla Nr 2 Stare Miasto, ul. M. Konopnickiej 2, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"1296";"1409";"577";"719";"1";"0";"0";"0";"0";"0";"0";"0";"0";"719";"0";"0";"719";"33";"4";"29";"0";"686";"388";"298"
"448d-ec10-e1cb-bf16-ff2c-ec93-0258-81d7";"321104";"97";"11";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. Bolesława Kaczyńskiego z Oddziałami Przedszkolnymi, ul. Cisowa 2, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"977";"1069";"385";"592";"1";"4";"0";"0";"0";"0";"0";"0";"0";"591";"0";"0";"591";"19";"6";"13";"0";"572";"356";"216"
"59b5-7039-f159-3dc9-12a8-519a-2183-4b23";"321104";"97";"12";"wieś";"stały";"Świetlica sołecka, Przęsocin ul. Centralna 20A, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"468";"522";"124";"344";"0";"1";"0";"0";"0";"0";"0";"0";"0";"344";"0";"0";"344";"19";"5";"14";"0";"325";"171";"154"
"9e8d-91f9-c425-8168-ac9c-7bc8-9441-8a1e";"321104";"97";"13";"miasto";"stały";"Klub Nauczyciela, ul. Ks. Barnima I 26, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"1358";"1482";"350";"1008";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1007";"0";"0";"1007";"33";"14";"19";"0";"974";"614";"360"
"bddd-a117-c014-9d2c-59a5-f798-ac60-e411";"321104";"97";"14";"miasto";"stały";"Szkoła Podstawowa nr 3 im. Marii Skłodowskiej-Curie z Oddziałami Dwujęzycznymi, ul. Siedlecka 4, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"1027";"1144";"380";"647";"0";"9";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"22";"7";"15";"0";"625";"355";"270"
"f18a-58df-3532-65de-15b5-510a-c906-6803";"321104";"97";"15";"miasto";"stały";"Przedszkole Publiczne Nr 9 ""Tęczowa Kraina"", ul. Piaskowa 13, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"1744";"1884";"577";"1167";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1167";"0";"0";"1167";"41";"9";"32";"0";"1126";"690";"436"
"30f7-373b-548e-2086-207e-be7c-8f56-fb67";"321104";"97";"16";"miasto";"stały";"Świetlica Rady Osiedla Nr 4 Dąbrówka, ul. Piaskowa 49, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"1269";"1370";"377";"892";"0";"2";"0";"0";"0";"0";"0";"0";"0";"892";"0";"0";"892";"31";"9";"22";"0";"861";"558";"303"
"a5e6-f5f0-d81b-bad9-6404-ca2d-30e4-6f09";"321104";"97";"17";"miasto";"stały";"Miejski Żłobek, ul. Robotnicza 15/17, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"1234";"1356";"456";"778";"0";"2";"0";"0";"0";"0";"0";"0";"0";"778";"0";"0";"778";"35";"11";"24";"0";"743";"440";"303"
"5ca1-34dd-a343-afd6-e4d7-ae17-ac31-8da5";"321104";"97";"18";"miasto";"stały";"Przedszkole Publiczne Nr 5 im. Wandy Chotomskiej, ul. Robotnicza 13, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"1720";"1896";"606";"1114";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1114";"0";"0";"1114";"49";"9";"40";"0";"1065";"644";"421"
"be42-7d22-0b0f-bc0c-51cb-1ed8-17ee-547a";"321104";"97";"19";"miasto";"stały";"""Bajkowe"" Przedszkole Publiczne Nr 8, ul. Kardynała Stefana Wyszyńskiego 31, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"1296";"1418";"315";"981";"1";"5";"0";"0";"0";"0";"0";"0";"0";"981";"0";"0";"981";"32";"6";"26";"0";"949";"582";"367"
"2433-db3d-7e0c-9cf3-09c3-5f22-613e-3895";"321104";"97";"20";"miasto";"stały";"Przedszkole Publiczne Nr 10, ul. Piaskowa 112, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"1680";"1808";"490";"1190";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1190";"0";"3";"1187";"39";"6";"33";"0";"1148";"640";"508"
"dec5-c9d5-ed6d-6ef5-31f1-c328-4dc0-45da";"321104";"97";"21";"miasto";"stały";"Świetlica Rady Osiedla Nr 7 Anny Jagiellonki, ul. Roweckiego 40, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"1293";"1417";"339";"954";"0";"4";"0";"0";"0";"0";"0";"0";"0";"954";"0";"0";"954";"44";"15";"29";"0";"910";"509";"401"
"9013-a4e5-d9c3-3a00-4dde-905d-4434-b967";"321104";"97";"22";"miasto";"stały";"Przedszkole Publiczne Nr 11, ul. Przyjaźni 1, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"1069";"1141";"329";"740";"0";"0";"0";"0";"0";"0";"0";"0";"0";"740";"0";"0";"740";"24";"6";"18";"0";"716";"375";"341"
"ba35-ea50-1551-fa91-b776-efae-54ad-b42e";"321104";"97";"23";"miasto";"stały";"Przedszkole Publiczne Nr 11, ul. Przyjaźni 33, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"1077";"1168";"293";"784";"0";"0";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"14";"1";"13";"0";"770";"434";"336"
"4c31-246b-0e07-6739-20b6-368e-b36c-6e55";"321104";"97";"24";"miasto";"stały";"Przedszkole Publiczne Nr 11, ul. Przyjaźni 1, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"1074";"1165";"331";"743";"0";"1";"0";"0";"0";"0";"0";"0";"0";"743";"0";"0";"743";"36";"7";"29";"0";"707";"371";"336"
"7fc3-2742-bd85-4ae1-b813-50e3-97dd-dbe6";"321104";"97";"25";"miasto";"stały";"Przedszkole Publiczne Nr 11, ul. Przyjaźni 33, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"1373";"1496";"462";"911";"2";"3";"0";"0";"0";"0";"0";"0";"0";"911";"0";"0";"911";"28";"7";"21";"0";"883";"542";"341"
"ef4f-d93a-3030-d71d-f723-c37b-a414-6b2a";"321104";"97";"26";"miasto";"zakład leczniczy";"Samodzielny Publiczny Szpital Kliniczny Nr 1 im. prof. Tadeusza Sokołowskiego Pomorskiego Uniwersytetu Medycznego Szczecin, ul. Unii Lubelskiej 1, Police, ul. Siedlecka 2, 72-010 Police";"gm. Police";"policki";"zachodniopomorskie";"150";"138";"120";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"0";"0";"30";"1";"0";"1";"0";"29";"13";"16"
"ae8a-bb1d-1037-6426-6e53-d643-02b5-5868";"326201";"97";"1";"miasto";"stały";"Rada Osiedla Płonia, Śmierdnica, Jezierzyce, ul. Pyrzycka 28, 70-892 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1040";"1142";"281";"759";"0";"5";"0";"0";"0";"0";"0";"0";"0";"759";"0";"0";"759";"22";"9";"13";"0";"737";"449";"288"
"c969-bdbc-fd5c-9ce3-9b69-d3db-9cf3-85c9";"326201";"97";"2";"miasto";"stały";"Warsztaty Terapii Zajeciowej, ul. Przyszłości 21, 70-893 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1970";"2170";"585";"1385";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1385";"0";"0";"1385";"44";"11";"33";"0";"1341";"751";"590"
"4a4e-0337-df40-5955-521d-3917-3996-f860";"326201";"97";"3";"miasto";"stały";"Szkoła Podstawowa Nr 13, ul. Bałtycka 1a, 70-880 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1280";"1393";"426";"854";"0";"10";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"24";"8";"16";"0";"824";"500";"324"
"ab6a-c1cd-bb8a-b0f4-0fa8-c123-7617-cbbe";"326201";"97";"4";"miasto";"stały";"Szkoła Podstawowa Nr 13, ul. Bałtycka 1a, 70-880 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1570";"1717";"411";"1156";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1160";"0";"4";"1156";"34";"17";"17";"0";"1122";"695";"427"
"9ab8-745e-0780-bca4-ee99-2269-23f8-d01f";"326201";"97";"5";"miasto";"stały";"Szkoła Podstawowa Nr 59, ul. Dąbska 105, 70-789 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1554";"1716";"322";"1230";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1230";"0";"0";"1230";"42";"15";"27";"0";"1188";"775";"413"
"0843-471b-d8a5-2b14-dd0d-e1c1-7822-170c";"326201";"97";"6";"miasto";"stały";"Szkoła Podstawowa Nr 59, ul. Dąbska 105, 70-789 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1348";"1480";"282";"1066";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1066";"0";"0";"1066";"35";"9";"26";"0";"1031";"713";"318"
"7141-68ea-7b30-d285-1a00-1d14-8c0f-6937";"326201";"97";"7";"miasto";"stały";"Przedszkole Publiczne Nr 11, ""Osiedle Kasztanowe"" 54, 70-895 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1100";"1195";"402";"698";"0";"0";"0";"0";"0";"0";"0";"0";"0";"698";"0";"0";"698";"29";"5";"24";"0";"669";"375";"294"
"b1b3-875b-ffae-2ac5-bbc5-88f6-54ab-db75";"326201";"97";"8";"miasto";"stały";"Przedszkole Publiczne Nr 11, ""Osiedle Kasztanowe"" 54, 70-895 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1200";"1331";"429";"771";"0";"3";"0";"0";"0";"0";"0";"0";"0";"771";"0";"0";"771";"27";"13";"14";"0";"744";"417";"327"
"7adc-1303-38c9-69c0-8c20-3325-ed4e-635b";"326201";"97";"9";"miasto";"stały";"Szkoła Podstawowa Nr 71, ul. Bośniacka 7, 70-842 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1330";"1449";"351";"979";"0";"10";"0";"0";"0";"0";"0";"0";"0";"979";"0";"0";"979";"30";"10";"20";"0";"949";"604";"345"
"58f6-2cbc-767d-f543-3666-5c7b-62b8-157b";"326201";"97";"10";"miasto";"stały";"Szkoła Podstawowa Nr 71, ul. Bośniacka 7, 70-842 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1300";"1428";"412";"888";"0";"2";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"22";"5";"17";"0";"866";"531";"335"
"4393-d23c-7fbb-860c-88cd-955c-437b-566d";"326201";"97";"11";"miasto";"stały";"Zespół Szkół nr 2, ul. Portowa 21, 70-833 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1920";"2050";"573";"1347";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1347";"0";"0";"1347";"50";"40";"10";"0";"1297";"800";"497"
"3f6d-4b4b-ac32-2e09-312b-24fa-5dd1-d598";"326201";"97";"12";"miasto";"stały";"III Liceum Ogólnokształcące, ul. Pomorska 150, 70-812 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1230";"1341";"412";"818";"0";"6";"0";"0";"0";"0";"0";"0";"0";"817";"0";"0";"817";"23";"11";"12";"0";"794";"484";"310"
"efb2-db12-474c-3bdd-1d81-e279-5e3f-26bf";"326201";"97";"13";"miasto";"stały";"III Liceum Ogólnokształcące, ul. Pomorska 150, 70-812 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1849";"1993";"645";"1204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1204";"0";"0";"1204";"48";"33";"15";"0";"1156";"675";"481"
"8ea6-2e62-8e50-2024-79f0-a341-6520-d89e";"326201";"97";"14";"miasto";"stały";"Szkoła Podstawowa Nr 23, ul. Miernicza 10, 70-823 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1899";"2097";"643";"1256";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1248";"0";"1";"1247";"49";"10";"39";"0";"1198";"706";"492"
"985a-106f-293c-301f-6cf3-d9ab-f106-57d8";"326201";"97";"15";"miasto";"stały";"Przedszkole Publiczne Nr 62, ul. Jasna 74, 70-784 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1682";"1819";"357";"1325";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1322";"0";"0";"1322";"44";"20";"24";"0";"1278";"843";"435"
"8c9c-0214-3567-24d6-2c74-4f0c-7a0d-5955";"326201";"97";"16";"miasto";"stały";"Przedszkole Niepubliczne ""Uśmiech"", ul. Jasna 113, 70-777 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1277";"1382";"299";"978";"0";"6";"0";"0";"0";"0";"0";"0";"0";"978";"0";"0";"978";"34";"14";"20";"0";"944";"537";"407"
"93f9-0a23-bb36-bec0-b703-f2be-3bf8-8df7";"326201";"97";"17";"miasto";"stały";"Szkoła Podstawowa ""Słoneczna"", ul. Rydla 5, 70-783 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1246";"1364";"325";"921";"0";"8";"0";"0";"0";"0";"0";"0";"0";"921";"0";"0";"921";"33";"9";"24";"0";"888";"505";"383"
"9a05-e56e-5799-ea9d-d893-6802-c8df-80a0";"326201";"97";"18";"miasto";"stały";"Centrum Kształcenia Sportowego, ul. Rydla 49, 70-783 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1500";"1618";"410";"1090";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1090";"0";"0";"1090";"35";"7";"28";"0";"1055";"648";"407"
"bbe6-5270-00af-b46a-fa58-4150-217a-cd3b";"326201";"97";"19";"miasto";"stały";"Centrum Kształcenia Sportowego, ul. Rydla 49, 70-783 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1030";"1123";"246";"784";"0";"7";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"17";"13";"4";"0";"767";"532";"235"
"05c2-06cf-c83d-a170-77be-2a15-d68d-ae34";"326201";"97";"20";"miasto";"stały";"Przedszkole Publiczne Nr 9, ul. Kostki Napierskiego 13, 70-783 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1347";"1496";"309";"1038";"3";"13";"0";"0";"0";"0";"0";"0";"0";"1038";"0";"0";"1038";"33";"10";"23";"0";"1005";"573";"432"
"9137-63ca-4441-3dfd-7398-c971-fbf6-1a7e";"326201";"97";"21";"miasto";"stały";"NS ZOZ ""Prawobrzeże – Medyk”, ul. Kostki Napierskiego 6c, 70-783 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1250";"1415";"340";"910";"0";"6";"0";"0";"0";"0";"0";"0";"0";"910";"0";"0";"910";"39";"11";"28";"0";"871";"526";"345"
"acba-c0f4-ac84-2cf7-029e-3e5e-c5b9-50fd";"326201";"97";"22";"miasto";"stały";"Środowiskowe Ognisko Wychowawcze TPD, ul. Kosynierów 16, 70-786 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"990";"1077";"274";"716";"0";"4";"0";"0";"0";"0";"0";"0";"0";"716";"0";"0";"716";"28";"6";"22";"0";"688";"392";"296"
"b4ad-1848-6cf4-ba1f-905c-535c-b251-3f67";"326201";"97";"23";"miasto";"stały";"Szkoła Podstawowa Nr 37, ul. Zofii Nałkowskiej 33, 70-785 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1415";"1536";"352";"1063";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1061";"0";"0";"1061";"27";"9";"18";"0";"1034";"656";"378"
"1f42-e524-d661-2e1c-880f-f591-0bce-6416";"326201";"97";"24";"miasto";"stały";"Szkoła Podstawowa Nr 37, ul. Zofii Nałkowskiej 33, 70-785 Szczecin";"m. Szczecin";"Szczecin";"zachodniopomorskie";"1327";"1452";"302";"1025";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1025";"0";"0";"1025";"32";"13";"19";"0";"993";"611";"382"
