"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Artur Ryszard PIEGDOŃ";"Sławomir SADOWSKI";"Jerzy WCISŁA"
"4662-05e9-9415-441a-3ff0-581d-6b10-7de9";"280203";"84";"1";"wieś";"stały";"Urząd Miasta i Gminy we Fromborku, Młynarska 5a, 14-530 Frombork";"gm. Frombork";"braniewski";"warmińsko-mazurskie";"956";"974";"601";"355";"0";"1";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"8";"2";"6";"0";"347";"79";"154";"114"
"1a45-d380-71eb-35b4-c49e-a15a-1035-470b";"280203";"84";"2";"miasto";"stały";"Zespół Szkół we Fromborku, Katedralna 9, 14-530 Frombork";"gm. Frombork";"braniewski";"warmińsko-mazurskie";"1024";"1147";"375";"649";"5";"38";"0";"0";"0";"0";"0";"0";"0";"649";"0";"0";"649";"16";"3";"13";"0";"633";"127";"219";"287"
"2969-a937-d6dd-188b-cd07-4b52-43fc-2b83";"280203";"84";"3";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury we Fromborku, Osiedle Słoneczne 16, 14-530 Frombork";"gm. Frombork";"braniewski";"warmińsko-mazurskie";"743";"789";"300";"443";"1";"1";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"7";"2";"5";"0";"436";"81";"123";"232"
"fbb6-d447-5e7b-9d7b-a94c-e72d-68a2-22b4";"280203";"84";"4";"miasto";"zakład leczniczy";"Samodzielny Publiczny Specjalistyczny Psychiatryczny Zakład Opieki Zdrowotnej, Sanatoryjna 1, 14-530 Frombork";"gm. Frombork";"braniewski";"warmińsko-mazurskie";"200";"169";"128";"72";"0";"0";"0";"0";"0";"0";"0";"0";"0";"72";"0";"0";"72";"1";"1";"0";"0";"71";"14";"38";"19"
"7d9e-064d-08cd-2cd7-bbff-18a1-4d3e-8844";"280204";"84";"1";"wieś";"stały";"Gminne Centrum Kultury, Lelkowo 17, 14-521 Lelkowo";"gm. Lelkowo";"braniewski";"warmińsko-mazurskie";"874";"939";"425";"449";"1";"1";"0";"0";"0";"0";"0";"0";"0";"449";"0";"0";"449";"9";"0";"9";"0";"440";"98";"223";"119"
"dafc-c27a-a1e8-cb4e-8e77-1658-1a7b-2301";"280204";"84";"2";"wieś";"stały";"Szkoła Podstawowa, Zagaje 6, 14-521 Lelkowo";"gm. Lelkowo";"braniewski";"warmińsko-mazurskie";"590";"643";"404";"186";"0";"0";"0";"0";"0";"0";"0";"0";"0";"186";"0";"0";"186";"12";"2";"10";"0";"174";"31";"84";"59"
"28af-625a-6cbc-3411-4f00-6a73-6ed7-2ef8";"280204";"84";"3";"wieś";"stały";"Świetlica, Głębock 63, 14-521 Lelkowo";"gm. Lelkowo";"braniewski";"warmińsko-mazurskie";"276";"307";"162";"114";"0";"1";"0";"0";"0";"0";"0";"0";"0";"114";"0";"0";"114";"4";"0";"4";"0";"110";"25";"52";"33"
"7c94-0690-f6a2-33fa-c656-ad18-3bdc-fbd8";"280204";"84";"4";"wieś";"stały";"Świetlica, Wyszkowo 20, 14-521 Lelkowo";"gm. Lelkowo";"braniewski";"warmińsko-mazurskie";"402";"443";"270";"132";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"0";"0";"132";"2";"0";"2";"0";"130";"28";"69";"33"
"caae-a509-7214-517f-9c45-2877-1de5-66fd";"280205";"84";"1";"miasto";"stały";"Środowiskowy Dom Samopomocy-""Bajka"", ul. Sienkiewicza 2, 14-520 Pieniężno";"gm. Pieniężno";"braniewski";"warmińsko-mazurskie";"1267";"1324";"597";"670";"0";"6";"0";"0";"0";"0";"0";"0";"0";"670";"0";"0";"670";"14";"5";"9";"0";"656";"93";"304";"259"
"e6ad-a51f-9be8-d26b-88fc-56ce-651a-c10c";"280205";"84";"2";"miasto";"stały";"Zespół Szkolno-Przedszkolny, ul. Ornecka 8, 14-520 Pieniężno";"gm. Pieniężno";"braniewski";"warmińsko-mazurskie";"866";"923";"376";"490";"1";"1";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"8";"1";"7";"0";"482";"81";"211";"190"
"7e48-d632-ab07-9da1-e335-416f-688d-ab03";"280205";"84";"3";"miasto";"stały";"Miejski Dom Kultury, ul. Sienkiewicza 4, 14-520 Pieniężno";"gm. Pieniężno";"braniewski";"warmińsko-mazurskie";"980";"1025";"612";"368";"0";"2";"0";"0";"0";"0";"0";"0";"0";"368";"0";"0";"368";"6";"0";"6";"0";"362";"55";"206";"101"
"e332-57fe-4dc5-7df1-4378-17d1-a0fa-96e6";"280205";"84";"4";"wieś";"stały";"Szkoła Podstawowa, Lechowo 72, 14-520 Pieniężno";"gm. Pieniężno";"braniewski";"warmińsko-mazurskie";"392";"430";"204";"188";"0";"1";"0";"0";"0";"0";"0";"0";"0";"188";"0";"0";"188";"4";"0";"4";"0";"184";"21";"128";"35"
"6931-edad-7097-5932-4928-3b16-83fe-9c71";"280205";"84";"5";"wieś";"stały";"Świetlica Sołecka, Pluty 13, 14-520 Pieniężno";"gm. Pieniężno";"braniewski";"warmińsko-mazurskie";"371";"406";"227";"144";"0";"2";"0";"0";"0";"0";"0";"0";"0";"144";"0";"0";"144";"6";"0";"6";"0";"138";"31";"61";"46"
"20a7-2d1f-20f8-3e88-a618-2b94-ac3a-2a02";"280205";"84";"6";"wieś";"stały";"Szkoła Podstawowa, Pakosze 22, 14-520 Pieniężno";"gm. Pieniężno";"braniewski";"warmińsko-mazurskie";"333";"352";"180";"153";"0";"0";"0";"0";"0";"0";"0";"0";"0";"153";"0";"0";"153";"4";"1";"3";"0";"149";"22";"99";"28"
"d3aa-3b64-3ae5-3ceb-8f1b-299c-0a3d-d3b4";"280205";"84";"7";"wieś";"stały";"Szkoła Podstawowa, Piotrowiec 10, 14-520 Pieniężno";"gm. Pieniężno";"braniewski";"warmińsko-mazurskie";"560";"609";"356";"204";"0";"2";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"7";"0";"7";"0";"197";"33";"119";"45"
"a9ab-096e-cb59-3eb9-be07-0ad0-1406-db69";"280206";"84";"1";"wieś";"stały";"Szkoła Podstawowa w Płoskini, Płoskinia 43, 14-526 Płoskinia";"gm. Płoskinia";"braniewski";"warmińsko-mazurskie";"924";"1020";"477";"447";"1";"1";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"9";"1";"8";"0";"438";"76";"225";"137"
"5e4f-a485-951b-bda2-e153-7cd8-a014-b06e";"280206";"84";"2";"wieś";"stały";"Szkoła Podstawowa w Chruścielu, Chruściel 27, 14-526 Płoskinia";"gm. Płoskinia";"braniewski";"warmińsko-mazurskie";"450";"514";"226";"224";"0";"3";"0";"0";"0";"0";"0";"0";"0";"224";"0";"0";"224";"5";"2";"3";"0";"219";"34";"90";"95"
"f19d-e89f-fdcb-f932-ecd0-34a2-88c8-14f9";"280206";"84";"3";"wieś";"stały";"Świetlica Wiejska w Długoborze, Długobór 11, 14-526 Płoskinia";"gm. Płoskinia";"braniewski";"warmińsko-mazurskie";"437";"477";"234";"203";"0";"1";"0";"0";"0";"0";"0";"0";"0";"203";"0";"0";"203";"3";"1";"2";"0";"200";"38";"106";"56"
"2685-22e8-df3e-499c-0225-1516-6d2a-488e";"280207";"84";"1";"wieś";"stały";"Szkoła Podstawowa w Nowicy, budynek w Wilczętach, Wilczęta 43, 14-405 Wilczęta";"gm. Wilczęta";"braniewski";"warmińsko-mazurskie";"569";"597";"255";"314";"1";"2";"0";"0";"0";"0";"0";"0";"0";"314";"0";"0";"314";"5";"0";"5";"0";"309";"35";"121";"153"
"6dfe-bccb-fb9c-7664-80e2-5258-8dfd-8c44";"280207";"84";"2";"wieś";"stały";"Szkoła Podstawowa w Nowicy, Nowica 17, 14-405 Wilczęta";"gm. Wilczęta";"braniewski";"warmińsko-mazurskie";"472";"513";"232";"240";"0";"0";"0";"0";"0";"0";"0";"0";"0";"240";"0";"0";"240";"5";"0";"5";"0";"235";"44";"111";"80"
"b928-484f-2f25-d356-51c6-0028-0645-f0b5";"280207";"84";"3";"wieś";"stały";"Szkoła Podstawowa w Słobitach, Słobity 3, 14-405 Wilczęta";"gm. Wilczęta";"braniewski";"warmińsko-mazurskie";"633";"692";"355";"279";"0";"1";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"9";"0";"9";"0";"269";"40";"136";"93"
"df76-57e1-45a5-f01a-281c-5f4e-4bdf-6b7e";"280207";"84";"4";"wieś";"stały";"Centrum Kultury w Gładyszach, Gładysze 13, 14-405 Wilczęta";"gm. Wilczęta";"braniewski";"warmińsko-mazurskie";"466";"507";"252";"214";"5";"4";"0";"0";"0";"0";"0";"0";"0";"214";"0";"0";"214";"4";"1";"3";"0";"210";"28";"117";"65"
"c73c-38de-da0a-29c8-4b03-3d09-3b51-3162";"280401";"84";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Państwowej Straży Pożarnej w Nowakowie, Nowakowo 47, 82-300 Elbląg";"gm. Elbląg";"elbląski";"warmińsko-mazurskie";"1017";"1122";"530";"487";"1";"1";"0";"0";"0";"0";"0";"0";"0";"487";"0";"3";"484";"4";"0";"4";"0";"480";"79";"237";"164"
"1d25-a1f2-bff4-f1ee-7680-9376-36e0-52a4";"280401";"84";"2";"wieś";"stały";"Dom Pomocy Społecznej we Władysławowie, Władysławowo 4, 82-300 Elbląg";"gm. Elbląg";"elbląski";"warmińsko-mazurskie";"944";"1034";"485";"459";"1";"9";"0";"0";"0";"0";"0";"0";"0";"459";"0";"0";"459";"7";"0";"7";"0";"452";"67";"189";"196"
"04f2-e1db-7898-e842-0164-adb9-cbe7-a962";"280401";"84";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Gronowie Górnym, Gronowo Górne Szmaragdowa 5, 82-300 Elbląg";"gm. Elbląg";"elbląski";"warmińsko-mazurskie";"1933";"2119";"743";"1190";"1";"2";"1";"1";"0";"0";"1";"0";"0";"1190";"0";"0";"1190";"21";"10";"11";"0";"1169";"187";"401";"581"
"bf92-4b43-585b-2352-cd46-8343-3ce5-0bb1";"280401";"84";"4";"wieś";"stały";"Gminna Biblioteka Publiczna w Komorowie Żuławskim, Komorowo Żuławskie 6, 82-300 Elbląg";"gm. Elbląg";"elbląski";"warmińsko-mazurskie";"873";"940";"415";"458";"0";"0";"0";"0";"0";"0";"0";"0";"0";"458";"0";"0";"458";"9";"3";"6";"0";"449";"71";"185";"193"
"6598-075a-8134-5f5f-4c15-b4d7-9c7a-843f";"280401";"84";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Węzinie, Węzina 16, 82-300 Elbląg";"gm. Elbląg";"elbląski";"warmińsko-mazurskie";"474";"535";"273";"201";"0";"0";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"201";"11";"0";"11";"0";"190";"30";"95";"65"
"bf62-5713-1d65-96a7-b506-a313-b7ce-b8bf";"280402";"84";"1";"wieś";"stały";"Szkoła Podstawowa, Bielica 11, 14-407 Godkowo";"gm. Godkowo";"elbląski";"warmińsko-mazurskie";"733";"794";"462";"271";"1";"0";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"6";"1";"5";"0";"265";"33";"170";"62"
"c20b-932f-7b0f-b4de-983e-ad40-0ae2-94bc";"280402";"84";"2";"wieś";"stały";"Urząd Gminy, Godkowo 14, 14-407 Godkowo";"gm. Godkowo";"elbląski";"warmińsko-mazurskie";"897";"1014";"431";"466";"0";"5";"0";"0";"0";"0";"0";"0";"0";"466";"0";"0";"466";"10";"0";"10";"0";"456";"60";"282";"114"
"5c2b-4898-d814-0930-4466-638c-5f6d-b176";"280402";"84";"3";"wieś";"stały";"Budynek Szkoły, Dobry 29, 14-407 Godkowo";"gm. Godkowo";"elbląski";"warmińsko-mazurskie";"611";"676";"339";"272";"0";"5";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"3";"0";"3";"0";"269";"37";"166";"66"
"29f0-08c9-7a52-e8a0-5e9c-38aa-4ca6-0a51";"280403";"84";"1";"wieś";"stały";"Zespół Szkół, Osiedlowa 6A, 82-335 Gronowo Elbląskie";"gm. Gronowo Elbląskie";"elbląski";"warmińsko-mazurskie";"1919";"2054";"980";"939";"3";"2";"0";"0";"0";"0";"0";"0";"0";"939";"0";"0";"939";"45";"29";"16";"0";"894";"163";"328";"403"
"4816-9dd8-f315-4f36-8616-6c6c-1342-e47a";"280403";"84";"2";"wieś";"stały";"Zespół Szkół, Jegłownik Malborska 43, 82-335 Gronowo Elbląskie";"gm. Gronowo Elbląskie";"elbląski";"warmińsko-mazurskie";"1654";"1836";"780";"874";"0";"3";"0";"0";"0";"0";"0";"0";"0";"874";"0";"0";"874";"23";"5";"18";"0";"851";"136";"351";"364"
"f34a-ac81-2284-548b-9dc5-bbc3-a085-97ec";"280404";"84";"1";"wieś";"stały";"Świetlica Wiejska w Markusach, Markusy 81, 82-325 Markusy";"gm. Markusy";"elbląski";"warmińsko-mazurskie";"1047";"1144";"574";"473";"0";"1";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"3";"0";"3";"0";"470";"60";"274";"136"
"20ac-bfb5-5256-9897-f633-20e9-6505-6f83";"280404";"84";"2";"wieś";"stały";"Szkoła Podstawowa, Żurawiec Elbląska 15, 82-325 Markusy";"gm. Markusy";"elbląski";"warmińsko-mazurskie";"770";"842";"409";"361";"0";"1";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"6";"0";"6";"0";"355";"70";"145";"140"
"4e2d-54bd-48f8-7cc4-c1c9-7e47-2236-dc2a";"280404";"84";"3";"wieś";"stały";"Szkoła Podstawowa, Zwierzno 28, 82-325 Markusy";"gm. Markusy";"elbląski";"warmińsko-mazurskie";"1046";"1159";"522";"524";"0";"10";"0";"0";"0";"0";"0";"0";"0";"524";"0";"0";"524";"11";"2";"9";"0";"513";"88";"264";"161"
"6386-5c70-f922-a4c1-91da-9ded-d376-0f8f";"280405";"84";"1";"wieś";"stały";"Szkoła Podstawowa, Szkolna 4, 82-316 Milejewo";"gm. Milejewo";"elbląski";"warmińsko-mazurskie";"1465";"1597";"522";"943";"3";"4";"0";"0";"0";"0";"0";"0";"0";"943";"0";"0";"943";"19";"6";"13";"0";"924";"165";"395";"364"
"03dc-fffe-35d5-4290-a6ea-bff4-9b7a-e6ac";"280405";"84";"2";"wieś";"stały";"Świetlica Wiejska, Pomorska Wieś 40, 82-316 Milejewo";"gm. Milejewo";"elbląski";"warmińsko-mazurskie";"990";"1081";"485";"505";"0";"2";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"13";"0";"13";"0";"492";"84";"222";"186"
"b1d2-1e9a-0983-23ef-f943-2222-c8bc-6e27";"280406";"84";"1";"miasto";"stały";"Ośrodek Kultury, ul. Dworcowa 10, 14-420 Młynary";"gm. Młynary";"elbląski";"warmińsko-mazurskie";"1462";"1581";"600";"862";"1";"8";"0";"0";"0";"0";"0";"0";"0";"862";"0";"0";"862";"17";"3";"14";"0";"845";"157";"374";"314"
"4a9e-eaec-4255-6af5-adaf-6c79-71e9-002b";"280406";"84";"2";"miasto";"stały";"Szkoła Podstawowa, ul. Warszawska 1, 14-420 Młynary";"gm. Młynary";"elbląski";"warmińsko-mazurskie";"1286";"1280";"732";"554";"0";"1";"0";"0";"0";"0";"0";"0";"0";"553";"0";"1";"552";"17";"0";"17";"0";"535";"87";"242";"206"
"152d-2e7d-2596-fb63-6297-5806-ff57-d8aa";"280406";"84";"3";"wieś";"stały";"Szkoła Podstawowa, Błudowo 48, 14-420 Młynary";"gm. Młynary";"elbląski";"warmińsko-mazurskie";"631";"694";"301";"330";"0";"3";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"4";"2";"2";"0";"326";"45";"94";"187"
"f7ed-dcb3-fb4e-8b33-06f1-fb02-6a5a-19e8";"280407";"84";"1";"miasto";"stały";"Ośrodek Szkolenia i Wychowania OHP w Pasłęku, ul. Bohaterów Westerplatte 20, 14-400 Pasłęk";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";"1057";"1151";"350";"707";"0";"2";"0";"0";"0";"0";"0";"0";"0";"707";"0";"0";"707";"10";"1";"9";"0";"697";"127";"260";"310"
"cd47-2720-cbfd-1ea4-ddf5-888b-2815-2a38";"280407";"84";"2";"miasto";"stały";"Szkoła Podstawowa nr 3 w Pasłęku, ul. 3 Maja 21, 14-400 Pasłęk";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";"967";"1023";"384";"583";"0";"0";"0";"0";"0";"0";"0";"0";"0";"583";"0";"0";"583";"7";"2";"5";"0";"576";"87";"238";"251"
"941b-9c0e-f497-bf9c-4c30-32eb-b170-b294";"280407";"84";"3";"miasto";"stały";"Przedszkole Samorządowe nr 2 w Pasłęku, ul. Gdańska 17, 14-400 Pasłęk";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";"942";"1002";"347";"595";"0";"0";"0";"0";"0";"0";"0";"0";"0";"594";"0";"0";"594";"7";"1";"6";"0";"587";"86";"236";"265"
"1caf-ef69-3993-6eb2-a779-1622-ce7e-3d44";"280407";"84";"4";"miasto";"stały";"Zespół Szkół w Pasłęku, ul. Zwycięstwa 28, 14-400 Pasłęk";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";"1033";"1138";"419";"614";"0";"2";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"12";"3";"9";"0";"602";"87";"235";"280"
"e0bf-21ca-5205-4734-3a4c-9102-ec2f-83a9";"280407";"84";"5";"miasto";"stały";"Przedszkole Samorządowe nr 1 w Pasłęku, ul. 11 Listopada 8, 14-400 Pasłęk";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";"897";"983";"315";"582";"0";"2";"0";"0";"0";"0";"0";"0";"0";"582";"0";"0";"582";"14";"1";"13";"0";"568";"85";"227";"256"
"39fe-8e15-a1a1-2161-25af-f10e-5455-07f9";"280407";"84";"6";"miasto";"stały";"Filia Szkoły Podstawowej w Pasłęku, ul. Spółdzielcza 7, 14-400 Pasłęk";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";"954";"1017";"349";"605";"1";"3";"0";"0";"0";"0";"0";"0";"0";"605";"0";"0";"605";"11";"2";"9";"0";"594";"78";"258";"258"
"a078-716f-aa03-8cf9-4819-5a6d-cd71-66aa";"280407";"84";"7";"miasto";"stały";"Pasłęcki Ośrodek Kultury w Pasłęku, Plac Świętego Wojciecha 5, 14-400 Pasłęk";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";"969";"1044";"477";"492";"0";"0";"0";"0";"0";"0";"0";"0";"0";"492";"0";"0";"492";"10";"2";"8";"0";"482";"85";"195";"202"
"241b-acf6-624b-8e37-47d5-e107-5852-7f87";"280407";"84";"8";"miasto";"stały";"Zespół Szkół Ekonomicznych i Technicznych w Pasłęku, ul. Wojska Polskiego 36, 14-400 Pasłęk";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";"1022";"1116";"377";"645";"2";"3";"0";"0";"0";"0";"0";"0";"0";"645";"0";"0";"645";"11";"1";"10";"0";"634";"112";"233";"289"
"ea60-fa5e-f62b-e2cd-7155-bc74-1556-7abb";"280407";"84";"9";"miasto";"stały";"Szkoła Podstawowa nr 2 w Pasłęku, ul. Sprzymierzonych 9, 14-400 Pasłęk";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";"1035";"1123";"412";"623";"0";"5";"0";"0";"0";"0";"0";"0";"0";"623";"0";"0";"623";"5";"0";"5";"0";"618";"105";"286";"227"
"e9c9-7f25-9873-e0df-568e-ecb4-457e-ef29";"280407";"84";"10";"wieś";"stały";"Miejski Ośrodek Sportu i Rekreacji, ul. Kraszewskiego 2a, 14-400 Pasłęk";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";"840";"929";"467";"373";"0";"1";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"6";"1";"5";"0";"367";"44";"183";"140"
"f817-1333-ae00-da38-5e59-abdb-250b-16a2";"280407";"84";"11";"wieś";"stały";"Środowiskowy Dom Samopomocy w Rzecznej, Rzeczna 19, 14-400 Pasłęk";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";"930";"1016";"546";"384";"1";"0";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"2";"1";"1";"0";"382";"65";"143";"174"
"cffa-0662-0915-8fbb-eac1-7ac2-7cf4-be36";"280407";"84";"12";"wieś";"stały";"Szkoła Podstawowa nr 1 w Pasłęku, ul. Władysława Jagiełły 30, 14-400 Pasłęk";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";"1247";"1360";"713";"534";"1";"2";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"10";"5";"5";"0";"524";"66";"275";"183"
"a9f9-80cc-7285-46aa-efd4-222d-a821-d3a7";"280407";"84";"13";"wieś";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi w Zielonce Pasłęckiej, Zielonka Pasłęcka 17, 14-400 Pasłęk";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";"1151";"1244";"665";"486";"0";"1";"0";"0";"0";"0";"0";"0";"0";"486";"0";"0";"486";"8";"1";"7";"0";"478";"51";"297";"130"
"01f9-9d59-f48f-dd26-b5b7-8119-1b40-e980";"280407";"84";"14";"wieś";"stały";"Szkoła Podstawowa w Rogajnach, Rogajny 27, 14-400 Pasłęk";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";"854";"919";"518";"336";"0";"0";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"4";"0";"4";"0";"332";"55";"170";"107"
"9cc8-9e0f-2012-2f2b-0c47-7708-d1dd-658a";"280407";"84";"15";"miasto";"zakład leczniczy";"Szpital Powiatowy Spółka z o. o. w Pasłęku, Kopernika 24A, 14-400 Pasłęk";"gm. Pasłęk";"elbląski";"warmińsko-mazurskie";"20";"11";"14";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"6";"0";"0";"0";"0";"6";"0";"3";"3"
"d6d9-2f07-df4c-2d9e-2225-9891-1488-89b5";"280408";"84";"1";"wieś";"stały";"Świetlica Wiejska w Jelonkach, Jelonki 108, 14-411 Rychliki";"gm. Rychliki";"elbląski";"warmińsko-mazurskie";"781";"853";"398";"383";"0";"3";"0";"0";"0";"0";"0";"0";"0";"383";"0";"0";"383";"5";"0";"5";"0";"378";"44";"187";"147"
"ca1e-4cf3-8c55-53c4-d845-7331-93c1-e683";"280408";"84";"2";"wieś";"stały";"Świetlica Wiejska w Kwietniewie, Kwietniewo 7, 14-411 Rychliki";"gm. Rychliki";"elbląski";"warmińsko-mazurskie";"740";"809";"429";"311";"0";"2";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"6";"0";"6";"0";"305";"49";"131";"125"
"e56d-92f6-105a-6f05-446a-a2fd-a6b4-ccc2";"280408";"84";"3";"wieś";"stały";"Szkoła Podstawowa im. Janusza Korczaka w Rychlikach z oddziałami przedszkolnymi, Rychliki 34, 14-411 Rychliki";"gm. Rychliki";"elbląski";"warmińsko-mazurskie";"1226";"1343";"720";"506";"2";"1";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"8";"0";"8";"0";"498";"98";"252";"148"
"25cf-5fb6-bfe5-eab2-ff36-53f0-3b23-b68e";"280409";"84";"1";"wieś";"stały";"Szkoła Podstawowa, Łęcze 29, 82-340 Tolkmicko";"gm. Tolkmicko";"elbląski";"warmińsko-mazurskie";"583";"648";"293";"290";"0";"2";"0";"0";"0";"0";"0";"0";"0";"290";"0";"0";"290";"10";"3";"7";"0";"280";"53";"102";"125"
"22c5-7c76-d007-fdbb-79cc-e1f7-5ef5-f615";"280409";"84";"2";"wieś";"stały";"Świetlica Wiejska, Suchacz ul. Królowej Marii 18, 82-340 Tolkmicko";"gm. Tolkmicko";"elbląski";"warmińsko-mazurskie";"910";"1012";"399";"511";"0";"1";"0";"0";"0";"0";"0";"0";"0";"511";"0";"1";"510";"7";"0";"7";"0";"503";"69";"208";"226"
"3928-2ec9-f27b-42a4-cc36-84c2-de30-a88b";"280409";"84";"3";"wieś";"stały";"Świetlica Wiejska, Pogrodzie 41C, 82-340 Tolkmicko";"gm. Tolkmicko";"elbląski";"warmińsko-mazurskie";"717";"783";"347";"370";"0";"0";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"370";"11";"2";"9";"0";"359";"55";"173";"131"
"f53e-2fba-3cfa-9346-78c7-5593-32b3-13d2";"280409";"84";"4";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, Świętojańska 1, 82-340 Tolkmicko";"gm. Tolkmicko";"elbląski";"warmińsko-mazurskie";"1832";"2014";"831";"1001";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1000";"0";"0";"1000";"25";"5";"20";"0";"975";"157";"445";"373"
"77cc-55ac-af0c-c011-0b8b-b3fb-5403-45f9";"280409";"84";"5";"wieś";"stały";"Dom Pomocy Społecznej, Rangóry 106, 82-340 Tolkmicko";"gm. Tolkmicko";"elbląski";"warmińsko-mazurskie";"28";"29";"24";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"4";"0";"0";"0";"0";"4";"0";"3";"1"
"c322-1acf-09c3-2ed3-e0ab-ecdd-1f77-19cb";"280409";"84";"6";"miasto";"stały";"Dom Pomocy Społecznej, ul. Szpitalna 2, 82-340 Tolkmicko";"gm. Tolkmicko";"elbląski";"warmińsko-mazurskie";"89";"99";"68";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"3";"0";"3";"0";"18";"1";"15";"2"
"8c3b-524e-faf8-e2da-740c-ee21-6242-8127";"280409";"84";"7";"wieś";"stały";"Świetlica Wiejska, Kadyny 13C, 82-340 Tolkmicko";"gm. Tolkmicko";"elbląski";"warmińsko-mazurskie";"500";"549";"241";"259";"1";"1";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"4";"1";"3";"0";"255";"41";"102";"112"
"f250-c8fa-c614-caa3-b3b0-b0a0-b3f8-de32";"280901";"84";"1";"miasto";"stały";"Zespół Szkolno-Przedszkolny, ul. Polna 36, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"1446";"1550";"453";"993";"0";"7";"0";"0";"0";"0";"0";"0";"0";"992";"0";"0";"992";"24";"7";"17";"0";"968";"176";"328";"464"
