"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Antoni SZYMAŃSKI";"Ryszard Jan ŚWILSKI"
"8133-a927-d667-a676-11ee-3cd4-9d97-640d";"221301";"66";"2";"miasto";"stały";"Przedszkole Publiczne w Czarnej Wodzie, ul. Mostowa 2, 83-262 Czarna Woda";"gm. Czarna Woda";"starogardzki";"pomorskie";"799";"863";"287";"512";"0";"3";"0";"0";"0";"0";"0";"0";"0";"512";"0";"0";"512";"10";"1";"9";"0";"502";"261";"241"
"e90f-2209-8718-797a-5000-47e0-6cd8-b1ab";"221301";"66";"3";"wieś";"stały";"Budynek byłej Szkoły w Hucie Kalnej, Huta Kalna ul. Szkolna 2, 83-261 Piece";"gm. Czarna Woda";"starogardzki";"pomorskie";"310";"332";"133";"177";"0";"2";"0";"0";"0";"0";"0";"0";"0";"177";"0";"0";"177";"6";"0";"6";"0";"171";"123";"48"
"c23d-fcb8-983d-ec17-a076-8670-6834-147b";"221302";"66";"1";"miasto";"stały";"Budynek Zespołu Szkół Publicznych w Skórczu, ul. Gen. Józefa Hallera 1, 83-220 Skórcz";"m. Skórcz";"starogardzki";"pomorskie";"1280";"1394";"481";"799";"4";"4";"0";"0";"0";"0";"0";"0";"0";"799";"0";"0";"799";"20";"1";"19";"0";"779";"357";"422"
"1e25-4ffc-0169-01c5-31a5-2587-a58e-cb2c";"221302";"66";"2";"miasto";"stały";"Budynek Miejskiego Ośrodka Kultury w Skórczu, ul. 27 Stycznia 4, 83-220 Skórcz";"m. Skórcz";"starogardzki";"pomorskie";"1171";"1287";"414";"757";"2";"4";"0";"0";"0";"0";"0";"0";"0";"757";"0";"0";"757";"18";"4";"14";"0";"739";"376";"363"
"6239-ffdd-12db-cff4-54cc-3c8d-d08f-1b4d";"221303";"66";"1";"miasto";"stały";"Przedszkole Nr 3, al. Wojska Polskiego 8b, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1717";"1878";"699";"1021";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1021";"0";"0";"1021";"18";"18";"0";"0";"1003";"481";"522"
"261c-89fa-0e34-0ad2-ab92-0889-00f1-6b6f";"221303";"66";"2";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Dominika 32, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1980";"2180";"569";"1411";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1410";"0";"0";"1410";"46";"12";"34";"0";"1364";"694";"670"
"2d2d-3e61-c779-7755-917d-7f44-9c16-17ee";"221303";"66";"3";"miasto";"stały";"Dyrekcja Szpitala, ul. Skarszewska 7, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1320";"1448";"412";"908";"0";"9";"0";"0";"0";"0";"0";"0";"0";"908";"0";"0";"908";"25";"8";"17";"0";"883";"379";"504"
"1c1c-4c53-80de-9643-cf19-2fb1-f443-0c7c";"221303";"66";"4";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Wybickiego 17, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1880";"2044";"649";"1231";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1231";"0";"0";"1231";"36";"12";"24";"0";"1195";"546";"649"
"6313-034f-db4a-7202-019b-9379-e938-e6fa";"221303";"66";"5";"miasto";"stały";"I Liceum Ogólnokształcące, ul. Hallera 34, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1540";"1712";"636";"904";"0";"9";"0";"0";"0";"0";"0";"0";"0";"904";"0";"0";"904";"34";"8";"26";"0";"870";"422";"448"
"b7f2-77d5-d7e9-364b-601d-3e11-6203-d8a9";"221303";"66";"6";"miasto";"stały";"Szkoła Postawowa Nr 3, ul. Traugutta 2, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1400";"1541";"488";"912";"0";"10";"0";"0";"0";"0";"0";"0";"0";"912";"0";"0";"912";"34";"12";"22";"0";"878";"441";"437"
"1c2f-2b87-56d8-9dc5-0e29-1ce2-dc9e-5861";"221303";"66";"7";"miasto";"stały";"Dom Rzemiosła, ul. Chojnicka 2, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1470";"1584";"853";"617";"2";"0";"0";"0";"0";"0";"0";"0";"0";"617";"0";"0";"617";"17";"4";"13";"0";"600";"293";"307"
"94ed-8f8c-84f7-b99e-aa09-2acb-be3b-0692";"221303";"66";"8";"miasto";"stały";"Środowiskowy Dom Samopomocy, ul. Pelplińska 3, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1480";"1626";"676";"804";"0";"6";"0";"0";"0";"0";"0";"0";"0";"804";"0";"0";"804";"33";"8";"25";"0";"771";"392";"379"
"f6c8-1d20-8b76-9c20-dece-0bbf-e685-434d";"221303";"66";"9";"miasto";"stały";"Szkoła Podstawowa Nr 4, al. Jana Pawła II 4, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1460";"1588";"656";"804";"3";"3";"0";"0";"0";"0";"0";"0";"0";"804";"0";"0";"804";"18";"3";"15";"0";"786";"391";"395"
"15c4-7e61-f66d-2632-5d3d-578e-34be-2bb6";"221303";"66";"10";"miasto";"stały";"Starogardzkie Centrum Kultury, al. Jana Pawła II 3, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1010";"1103";"301";"709";"2";"6";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"22";"6";"16";"0";"687";"340";"347"
"104a-aa82-3aa0-ebfb-df1d-f0c9-b6ee-1234";"221303";"66";"11";"miasto";"stały";"Przedszkole Nr 6, al. Jana Pawła II 5, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1890";"2057";"616";"1274";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1274";"0";"0";"1274";"21";"1";"20";"0";"1253";"585";"668"
"6757-b5b7-cdbf-2869-cdc5-eaae-f02e-424a";"221303";"66";"12";"miasto";"stały";"Przedszkole Nr 5, al. Jana Pawła II 8, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1239";"1347";"434";"805";"1";"2";"2";"2";"2";"0";"0";"0";"0";"805";"0";"0";"805";"25";"5";"20";"0";"780";"398";"382"
"ee20-f64d-0ddd-8588-f35a-f36a-348d-e28d";"221303";"66";"13";"miasto";"stały";"Spółdzielczy Dom Kultury, ul. Reymonta 1, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1310";"1427";"475";"835";"0";"3";"0";"0";"0";"0";"0";"0";"0";"834";"0";"0";"834";"26";"3";"23";"0";"808";"410";"398"
"79b1-6893-b1f7-6ace-c798-8f15-72ec-3117";"221303";"66";"14";"miasto";"stały";"Szkoła Podstawowa Nr 8, al. Jana Pawła II 10, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1180";"1288";"373";"807";"1";"5";"0";"0";"0";"0";"0";"0";"0";"807";"0";"0";"807";"18";"6";"12";"0";"789";"358";"431"
"a6d6-4d4f-ee1b-9b2b-26a3-5867-8736-4bf6";"221303";"66";"15";"miasto";"stały";"Przedszkole Nr 4, ul. Reymonta 7, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"2050";"2222";"725";"1325";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1325";"0";"0";"1325";"37";"6";"31";"0";"1288";"611";"677"
"2e68-c046-8b21-9bdf-194b-c15d-0991-c22d";"221303";"66";"16";"miasto";"stały";"Przedszkole Nr 10, os. 60 - lecia 8, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1537";"1670";"488";"1049";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1049";"0";"0";"1049";"37";"5";"32";"0";"1012";"495";"517"
"2051-7b14-27fb-0a7b-0a90-4754-eec1-e4c3";"221303";"66";"17";"miasto";"stały";"Przedszkole Nr 8, os. Konstytucji 3 Maja 15, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1670";"1813";"513";"1157";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1157";"0";"0";"1157";"40";"10";"30";"0";"1117";"507";"610"
"dd62-81e4-7ade-30de-f882-95a2-257c-0144";"221303";"66";"18";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Zblewska 18, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1550";"1681";"393";"1157";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1157";"0";"0";"1157";"24";"12";"12";"0";"1133";"490";"643"
"622d-95d7-3453-2d41-54f6-1bfa-2bc3-5781";"221303";"66";"19";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Szwoleżerów 4, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1950";"2096";"825";"1125";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1125";"0";"0";"1125";"37";"25";"12";"0";"1088";"449";"639"
"d51f-63a3-2e44-8f8d-a552-79f6-fe44-da2f";"221303";"66";"20";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Zblewska 18, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1080";"1180";"270";"810";"0";"10";"0";"0";"0";"0";"0";"0";"0";"810";"0";"0";"810";"24";"6";"18";"0";"786";"372";"414"
"6758-358c-e26f-db1a-630f-0e32-bb10-3095";"221303";"66";"21";"miasto";"stały";"Szkoła Podstawowa Nr 8, al. Jana Pawła II 10, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"1270";"1379";"350";"920";"0";"3";"0";"0";"0";"0";"0";"0";"0";"919";"0";"0";"919";"30";"8";"22";"0";"889";"385";"504"
"6709-b71b-c0ec-d6fe-c98b-9167-2392-161f";"221303";"66";"22";"miasto";"zakład leczniczy";"Kociewskie Centrum Zdrowia Sp z o. o., ul. Balewskiego 1, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"261";"95";"216";"45";"0";"2";"0";"0";"0";"0";"0";"0";"0";"45";"0";"0";"45";"4";"0";"4";"0";"41";"20";"21"
"e708-f3ed-4d9d-a8e2-99e1-502c-7cc2-6cfa";"221303";"66";"23";"miasto";"zakład leczniczy";"Szpital dla Nerwowo i Psychicznie Chorych, ul. Skarszewska 7, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"850";"557";"626";"224";"0";"0";"0";"0";"0";"0";"0";"0";"0";"224";"0";"0";"224";"7";"0";"7";"0";"217";"152";"65"
"9276-40cc-884e-3563-07cd-2ae6-d934-2234";"221303";"66";"24";"miasto";"areszt śledczy";"Areszt Śledczy, ul. Kościuszki 30a, 83-200 Starogard Gdański";"m. Starogard Gdański";"starogardzki";"pomorskie";"370";"323";"204";"166";"0";"0";"0";"0";"0";"0";"0";"0";"0";"166";"0";"0";"166";"9";"0";"9";"0";"157";"40";"117"
"a574-7ce0-7fbf-1cea-a900-f890-7c9c-f5d9";"221304";"66";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Bobowie, ul. Gdańska 81, 83-212 Bobowo";"gm. Bobowo";"starogardzki";"pomorskie";"1070";"1163";"458";"612";"0";"0";"0";"0";"0";"0";"0";"0";"0";"612";"0";"0";"612";"27";"6";"21";"0";"585";"341";"244"
"6bf8-e6e8-3ebc-234f-0e7d-3f2c-2c5d-9ab5";"221304";"66";"2";"wieś";"stały";"Świetlica Wiejska w Grabowie, Grabowo 39, 83-212 Bobowo";"gm. Bobowo";"starogardzki";"pomorskie";"350";"382";"116";"234";"0";"3";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"9";"0";"9";"0";"225";"151";"74"
"e538-c12d-c6f7-f13e-b51f-9c40-eeed-64cc";"221304";"66";"3";"wieś";"stały";"Świetlica Wiejska w Jabłówku, Jabłówko 13, 83-212 Bobowo";"gm. Bobowo";"starogardzki";"pomorskie";"400";"437";"203";"197";"0";"2";"0";"0";"0";"0";"0";"0";"0";"197";"0";"0";"197";"4";"1";"3";"0";"193";"134";"59"
"fefa-6c50-7c4f-45bc-a97d-8316-3116-faee";"221304";"66";"4";"wieś";"stały";"Świetlica Wiejska w Wysokiej, Wysoka 27, 83-212 Bobowo";"gm. Bobowo";"starogardzki";"pomorskie";"340";"369";"175";"165";"0";"1";"0";"0";"0";"0";"0";"0";"0";"165";"0";"0";"165";"10";"1";"9";"0";"155";"93";"62"
"9f26-2a04-1dee-22a6-1d6a-e9a4-b8c1-2866";"221305";"66";"1";"wieś";"stały";"Remiza OSP, ul. Nowowiejska 2b, 83-260 Kaliska";"gm. Kaliska";"starogardzki";"pomorskie";"1661";"1808";"663";"998";"0";"7";"0";"0";"0";"0";"0";"0";"0";"998";"0";"0";"998";"45";"6";"39";"0";"953";"468";"485"
"3b15-bb89-b1b5-4da2-6a4b-cb96-1839-154e";"221305";"66";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kaliskach-Szkoła Filialna w Piecach im. Świętego Jana Pawła II, ul. Kościelna 3, 83-261 Piece";"gm. Kaliska";"starogardzki";"pomorskie";"958";"1061";"405";"553";"1";"8";"0";"0";"0";"0";"0";"0";"0";"553";"0";"0";"553";"10";"1";"9";"0";"543";"339";"204"
"629e-0fb3-95dc-85ea-47c9-b658-aef8-8890";"221305";"66";"3";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Długa 18, 83-260 Kaliska";"gm. Kaliska";"starogardzki";"pomorskie";"1089";"1316";"403";"686";"0";"7";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"27";"6";"21";"0";"659";"361";"298"
"3a13-0e0b-17f3-02ed-d1ad-b391-1405-4d65";"221306";"66";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Lubichowie, ul. Księdza Lorenza 8, 83-240 Lubichowo";"gm. Lubichowo";"starogardzki";"pomorskie";"1460";"1620";"545";"915";"1";"4";"0";"0";"0";"0";"0";"0";"0";"915";"0";"0";"915";"26";"3";"23";"0";"889";"428";"461"
"73a2-2fad-4274-445e-20dd-d4ed-1794-da2f";"221306";"66";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Lubichowie, ul. Dworcowa 15, 83-240 Lubichowo";"gm. Lubichowo";"starogardzki";"pomorskie";"1100";"1290";"387";"713";"0";"10";"0";"0";"0";"0";"0";"0";"0";"713";"0";"1";"712";"16";"3";"13";"0";"696";"367";"329"
"bedc-5728-fa3d-b160-4200-e961-2a3f-720f";"221306";"66";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Zelgoszczy, Zelgoszcz ul. Główna 29, 83-208 Lubichowo";"gm. Lubichowo";"starogardzki";"pomorskie";"630";"696";"265";"365";"0";"2";"0";"0";"0";"0";"0";"0";"0";"365";"0";"0";"365";"14";"4";"10";"0";"351";"217";"134"
"8adf-32f2-87de-4c55-b218-19bd-87fa-95c5";"221306";"66";"4";"wieś";"stały";"Świetlica we Wdzie, Wda ul. Szkolna 2, 83-240 Lubichowo";"gm. Lubichowo";"starogardzki";"pomorskie";"440";"490";"170";"270";"0";"5";"0";"0";"0";"0";"0";"0";"0";"270";"0";"0";"270";"3";"0";"3";"0";"267";"141";"126"
"9170-30a9-ce53-73c2-cf9d-17e6-ef3d-c4e8";"221306";"66";"5";"wieś";"stały";"Świetlica w Ocyplu, Ocypel ul. Szkolna 4, 83-240 Lubichowo";"gm. Lubichowo";"starogardzki";"pomorskie";"480";"539";"179";"301";"0";"12";"0";"0";"0";"0";"0";"0";"0";"301";"0";"0";"301";"12";"3";"9";"0";"289";"147";"142"
"0593-c4ae-4500-e527-2a8e-7167-7021-e4e5";"221306";"66";"6";"wieś";"stały";"Świetlica w Osowie Leśnym, Osowo Leśne 18, 83-240 Lubichowo";"gm. Lubichowo";"starogardzki";"pomorskie";"360";"412";"187";"173";"0";"10";"0";"0";"0";"0";"0";"0";"0";"173";"0";"0";"173";"15";"6";"9";"0";"158";"99";"59"
"86e5-a01d-7846-8929-49c1-cb0a-c481-33de";"221307";"66";"1";"wieś";"stały";"Sala widowiskowa w Osiecznej, ul. Plac 1000 - lecia 1, 83-242 Osieczna";"gm. Osieczna";"starogardzki";"pomorskie";"1140";"1265";"452";"688";"0";"8";"0";"0";"0";"0";"0";"0";"0";"688";"0";"0";"688";"28";"3";"25";"0";"660";"406";"254"
"8b66-59b4-ab77-ddb2-fd97-ca85-d449-81a9";"221307";"66";"2";"wieś";"stały";"Świetlica wiejska w Szlachcie, ul. 3 Maja 28, 83-243 Szlachta";"gm. Osieczna";"starogardzki";"pomorskie";"909";"1003";"389";"520";"1";"5";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"23";"5";"18";"0";"497";"342";"155"
"aa85-6417-dc4b-6e04-3707-3c7c-4c15-675d";"221308";"66";"1";"wieś";"stały";"Świetlica Wiejska w Bukowinach, Bukowiny 24a, 83-221 Osiek";"gm. Osiek";"starogardzki";"pomorskie";"270";"292";"137";"133";"0";"6";"0";"0";"0";"0";"0";"0";"0";"133";"0";"0";"133";"3";"0";"3";"0";"130";"84";"46"
"9330-4089-7c3c-71b6-24fb-2580-8348-1bd5";"221308";"66";"2";"wieś";"stały";"Środowiskowy Dom Samopomocy w Osieku, ul. Wyzwolenia 25, 83-221 Osiek";"gm. Osiek";"starogardzki";"pomorskie";"470";"540";"162";"308";"2";"13";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"10";"1";"9";"0";"298";"148";"150"
"8692-7c76-dcbb-ad26-c4e1-fddb-09a2-f5bb";"221308";"66";"3";"wieś";"stały";"Świetlica Wiejska w Osieku, ul. Strażacka 1, 83-221 Osiek";"gm. Osiek";"starogardzki";"pomorskie";"770";"919";"201";"568";"0";"75";"1";"1";"1";"0";"0";"0";"0";"569";"0";"0";"569";"14";"2";"12";"0";"555";"264";"291"
"f40a-b3cd-814b-c860-4886-4e80-c194-022c";"221308";"66";"4";"wieś";"stały";"Świetlica Wiejska w Kasparusie, Kasparus 9 a, 83-221 Osiek";"gm. Osiek";"starogardzki";"pomorskie";"310";"346";"136";"174";"0";"3";"0";"0";"0";"0";"0";"0";"0";"174";"0";"0";"174";"6";"1";"5";"0";"168";"81";"87"
"a1c5-c2ae-7340-eeba-3f89-ee06-d585-4267";"221309";"66";"1";"miasto";"stały";"Szkoła Podstawowa w Skarszewach, ul. Dworcowa 27, 83-250 Skarszewy";"gm. Skarszewy";"starogardzki";"pomorskie";"2091";"2301";"860";"1231";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1231";"0";"0";"1231";"23";"6";"17";"0";"1208";"608";"600"
"fdc5-54c2-5e9e-ec34-62f9-8c59-75dd-b347";"221309";"66";"2";"miasto";"stały";"Zespół Szkół Publicznych w Skarszewach, ul. Kopernika 3, 83-250 Skarszewy";"gm. Skarszewy";"starogardzki";"pomorskie";"1739";"1901";"639";"1100";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1100";"0";"0";"1100";"25";"22";"3";"0";"1075";"538";"537"
"fd56-a41a-f7c9-417d-6f7b-511c-83b8-a643";"221309";"66";"3";"miasto";"stały";"Urząd Miejski w Skarszewach, Plac Gen. J. Hallera 18, 83-250 Skarszewy";"gm. Skarszewy";"starogardzki";"pomorskie";"1480";"1639";"690";"790";"1";"11";"0";"0";"0";"0";"0";"0";"0";"790";"0";"0";"790";"20";"5";"15";"0";"770";"377";"393"
"60ea-b8fa-8737-ecb1-6c7e-4275-3d6e-f6c7";"221309";"66";"4";"wieś";"stały";"Szkoła Podstawowa w Szczodrowie, Szczodrowo Szkolna 1, 83-250 Skarszewy";"gm. Skarszewy";"starogardzki";"pomorskie";"710";"789";"296";"414";"0";"2";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"19";"5";"14";"0";"395";"243";"152"
"057c-b3d2-32c9-d171-d688-59d0-3f01-a0f6";"221309";"66";"5";"wieś";"stały";"Szkoła Podstawowa w Więckowach, Więckowy 25, 83-250 Skarszewy";"gm. Skarszewy";"starogardzki";"pomorskie";"550";"609";"192";"358";"0";"1";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"9";"0";"9";"0";"349";"232";"117"
"620d-d518-1365-e061-204d-19fa-f8b0-8830";"221309";"66";"6";"wieś";"stały";"Szkoła Podstawowa w Pogódkach, ul. Szkolna 3, 83-236 Pogódki";"gm. Skarszewy";"starogardzki";"pomorskie";"1190";"1309";"471";"719";"0";"3";"0";"0";"0";"0";"0";"0";"0";"719";"0";"0";"719";"21";"2";"19";"0";"698";"431";"267"
"37a3-e78e-ca93-7392-56a4-35de-aea2-bd34";"221309";"66";"7";"wieś";"stały";"Szkoła Podstawowa w Godziszewie, ul. Gdańska 7, 83-209 Godziszewo";"gm. Skarszewy";"starogardzki";"pomorskie";"1020";"1117";"466";"554";"0";"0";"0";"0";"0";"0";"0";"0";"0";"554";"0";"0";"554";"18";"5";"13";"0";"536";"217";"319"
"7747-25ab-b317-c9c5-b99f-aecb-8633-ce08";"221309";"66";"8";"wieś";"stały";"Szkoła Podstawowa w Skarszewach Filia w Bączku, Bączek 1, 83-250 Skarszewy";"gm. Skarszewy";"starogardzki";"pomorskie";"449";"492";"164";"285";"0";"0";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"10";"1";"9";"0";"275";"167";"108"
"bf18-6f1b-8468-4f79-9975-5de4-297e-eb2b";"221309";"66";"9";"wieś";"stały";"Świetlica Wiejska w Bolesławowie, Nygut 1a, 83-250 Skarszewy";"gm. Skarszewy";"starogardzki";"pomorskie";"589";"642";"255";"334";"0";"2";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"12";"1";"11";"0";"322";"138";"184"
"47b0-88e1-78d2-74c6-b40b-79c5-438f-94d5";"221310";"66";"1";"wieś";"stały";"Świetlica Wiejska w Wielbrandowie, Wielbrandowo ul. Główna 2, 83-220 Skórcz";"gm. Skórcz";"starogardzki";"pomorskie";"650";"712";"243";"407";"0";"0";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"10";"1";"9";"0";"397";"251";"146"
"44f7-8c64-feef-0046-2d6d-5b69-06a7-0127";"221310";"66";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Ks. Senatora Feliksa Bolta w Barłożnie, Barłożno 23, 83-225 Barłożno";"gm. Skórcz";"starogardzki";"pomorskie";"940";"1036";"426";"514";"0";"2";"0";"0";"0";"0";"0";"0";"0";"514";"0";"0";"514";"13";"1";"12";"0";"501";"296";"205"
"6468-adf5-b0fd-f651-db61-2d36-3567-e12a";"221310";"66";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Ks. Jana Twardowskiego w Pączewie, Pączewo 124, 83-213 Pączewo";"gm. Skórcz";"starogardzki";"pomorskie";"860";"945";"371";"489";"0";"3";"0";"0";"0";"0";"0";"0";"0";"489";"0";"0";"489";"10";"1";"9";"0";"479";"307";"172"
"adaa-7324-22ae-8b5d-6fee-f234-4161-28a5";"221310";"66";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Wielkim Bukowcu, Wielki Bukowiec 38a, 83-220 Skórcz";"gm. Skórcz";"starogardzki";"pomorskie";"740";"817";"313";"427";"0";"4";"0";"0";"0";"0";"0";"0";"0";"427";"0";"0";"427";"17";"3";"14";"0";"410";"218";"192"
"ae07-8f8d-c69f-b7b5-3c5e-b820-7313-0bfb";"221311";"66";"1";"wieś";"stały";"Szkoła Podstawowa im. Ks. Pawła Szynwelskiego w Smętowie Granicznym, ul. Gdańska 23, 83-230 Smętowo Graniczne";"gm. Smętowo Graniczne";"starogardzki";"pomorskie";"1130";"1231";"429";"701";"0";"2";"0";"0";"0";"0";"0";"0";"0";"701";"0";"0";"701";"23";"7";"16";"0";"678";"316";"362"
"6cf9-082c-6d0a-2aa7-244c-d07b-6edf-9af7";"221311";"66";"2";"wieś";"stały";"Szkoła Podstawowa w Kopytkowie, Kopytkowo 18, 83-230 Smętowo Graniczne";"gm. Smętowo Graniczne";"starogardzki";"pomorskie";"550";"598";"288";"262";"0";"1";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"7";"3";"4";"0";"255";"159";"96"
"df97-8dec-dc3c-d4cf-f343-95b4-9174-e038";"221311";"66";"3";"wieś";"stały";"Świetlica wiejska w Kościelnej Jani, Kościelna Jania 37, 83-230 Smętowo Graniczne";"gm. Smętowo Graniczne";"starogardzki";"pomorskie";"640";"700";"352";"288";"2";"1";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"19";"1";"18";"0";"269";"178";"91"
"39b0-937c-dc29-a101-f5b7-82cc-089b-983b";"221311";"66";"4";"wieś";"stały";"Warsztaty Terapii Zajęciowej w Lalkowach, Lalkowy 10, 83-230 Smętowo Graniczne";"gm. Smętowo Graniczne";"starogardzki";"pomorskie";"390";"417";"179";"211";"0";"2";"0";"0";"0";"0";"0";"0";"0";"209";"0";"0";"209";"7";"1";"6";"0";"202";"113";"89"
"03d5-7e3b-d409-893f-6f38-86fc-0d1a-5f7c";"221311";"66";"5";"wieś";"stały";"Szkoła Podstawowa w Kamionce, Kamionka 11, 83-230 Smętowo Graniczne";"gm. Smętowo Graniczne";"starogardzki";"pomorskie";"450";"485";"217";"233";"0";"3";"0";"0";"0";"0";"0";"0";"0";"233";"0";"0";"233";"8";"0";"8";"0";"225";"139";"86"
"0294-0023-cf07-4de8-0a52-0696-fa3d-2dfc";"221311";"66";"6";"wieś";"stały";"Szkoła Podstawowa im. Ks. Pawła Szynwelskiego w Smętowie Granicznym, ul. Gdańska 23, 83-230 Smętowo Graniczne";"gm. Smętowo Graniczne";"starogardzki";"pomorskie";"540";"594";"247";"293";"1";"0";"0";"0";"0";"0";"0";"0";"0";"293";"0";"0";"293";"15";"3";"12";"0";"278";"173";"105"
"1f76-9425-e7c7-b4d3-9c60-a60a-c0d7-8ed7";"221312";"66";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Dąbrówce, Dąbrówka ul. Hermanowska 4, 83-212 Bobowo";"gm. Starogard Gdański";"starogardzki";"pomorskie";"650";"713";"222";"428";"0";"1";"0";"0";"0";"0";"0";"0";"0";"428";"0";"0";"428";"11";"2";"9";"0";"417";"216";"201"
