"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Marek Eryk MARTYNOWSKI";"Waldemar PAWLAK"
"5784-3f73-c445-e944-3af5-30d0-bfd9-1ee3";"142805";"38";"5";"wieś";"stały";"Szkoła Podstawowa w Kurdwanowie, Kurdwanów 35, 96-513 Nowa Sucha";"gm. Nowa Sucha";"sochaczewski";"mazowieckie";"765";"852";"261";"504";"0";"1";"0";"0";"0";"0";"0";"0";"0";"504";"0";"0";"504";"24";"4";"20";"0";"480";"312";"168"
"44b7-65ee-fe70-5956-c5fc-5900-0cdc-649b";"142806";"38";"1";"wieś";"stały";"Zespół Szkół w Erminowie, Erminów 1, 96-514 Rybno";"gm. Rybno";"sochaczewski";"mazowieckie";"660";"743";"256";"404";"1";"2";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"10";"1";"9";"0";"394";"280";"114"
"c817-7799-9214-1c51-a350-4fc2-bb46-31c4";"142806";"38";"2";"wieś";"stały";"Szkoła Podstawowa z Oddziałami Przedszkolnymi w Rybnie, ul. Długa 11, 96-514 Rybno";"gm. Rybno";"sochaczewski";"mazowieckie";"623";"697";"187";"436";"0";"0";"0";"0";"0";"0";"0";"0";"0";"436";"0";"0";"436";"14";"2";"12";"0";"422";"242";"180"
"6930-ac81-3649-14a8-96c9-49bc-a0f9-8aa6";"142806";"38";"3";"wieś";"stały";"Szkoła Podstawowa z Oddziałami Przedszkolnymi w Rybnie, ul. Długa 11, 96-514 Rybno";"gm. Rybno";"sochaczewski";"mazowieckie";"686";"766";"185";"501";"0";"0";"0";"0";"0";"0";"0";"0";"0";"501";"0";"0";"501";"18";"8";"10";"0";"483";"288";"195"
"3a85-0c7e-6cdf-f4f9-cb9f-cd76-70ee-ab20";"142806";"38";"4";"wieś";"stały";"Świetlica Wiejska w Wężykach, Wężyki 29, 96-514 Rybno";"gm. Rybno";"sochaczewski";"mazowieckie";"480";"531";"215";"265";"0";"0";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"10";"1";"9";"0";"255";"153";"102"
"9782-9ae8-6fe7-6128-23c9-0f31-7f92-0719";"142807";"38";"1";"wieś";"stały";"Szkoła Podstawowa w Wymysłowie, Wymysłów 17, 96-500 Sochaczew";"gm. Sochaczew";"sochaczewski";"mazowieckie";"400";"433";"130";"270";"0";"0";"0";"0";"0";"0";"0";"0";"0";"270";"0";"0";"270";"9";"1";"8";"0";"261";"171";"90"
"17f2-7b01-2dc3-70d5-12e5-cf44-099c-bdf5";"142807";"38";"2";"wieś";"stały";"Szkoła Podstawowa w Feliksowie, Feliksów 20, 96-500 Sochaczew";"gm. Sochaczew";"sochaczewski";"mazowieckie";"1086";"1195";"361";"725";"1";"7";"0";"0";"0";"0";"0";"0";"0";"725";"0";"0";"725";"26";"9";"17";"0";"699";"382";"317"
"a573-7fe7-ba49-5b0c-b334-04d5-d85e-811b";"142807";"38";"3";"wieś";"stały";"Szkoła Podstawowa w Wyczółkach, Wyczółki 21A, 96-500 Sochaczew";"gm. Sochaczew";"sochaczewski";"mazowieckie";"870";"935";"318";"552";"0";"5";"0";"0";"0";"0";"0";"0";"0";"552";"0";"0";"552";"25";"4";"21";"0";"527";"303";"224"
"1011-7411-d1d6-13b1-fb49-13b6-0e26-c21d";"142807";"38";"4";"wieś";"stały";"Świetlica Wiejska w Czystem, Czyste 11A, 96-500 Sochaczew";"gm. Sochaczew";"sochaczewski";"mazowieckie";"990";"1082";"281";"709";"1";"0";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"25";"8";"17";"0";"684";"346";"338"
"dcac-830b-42c5-ac88-5ef8-dea4-eb76-07d3";"142807";"38";"5";"wieś";"stały";"Szkoła Podstawowa w Kątach, Kąty 74B, 96-500 Sochaczew";"gm. Sochaczew";"sochaczewski";"mazowieckie";"1150";"1260";"315";"835";"3";"4";"0";"0";"0";"0";"0";"0";"0";"834";"0";"0";"834";"32";"7";"25";"0";"802";"400";"402"
"6c3a-c135-2bed-18c4-7dd2-b494-c145-8897";"142807";"38";"6";"wieś";"stały";"Szkoła Podstawowa w Żukowie, Żuków 104A, 96-500 Sochaczew";"gm. Sochaczew";"sochaczewski";"mazowieckie";"1041";"1121";"308";"733";"0";"2";"0";"0";"0";"0";"0";"0";"0";"733";"0";"0";"733";"35";"8";"27";"0";"698";"350";"348"
"1cd3-37ab-98bb-444a-042f-620a-3a4a-1718";"142807";"38";"7";"wieś";"stały";"Szkoła Podstawowa w Mokasie, Mokas 26, 96-500 Sochaczew";"gm. Sochaczew";"sochaczewski";"mazowieckie";"521";"569";"215";"306";"0";"2";"0";"0";"0";"0";"0";"0";"0";"306";"0";"0";"306";"7";"2";"5";"0";"299";"168";"131"
"dc4d-2b90-9195-cace-7dc1-6876-2e0a-703a";"142807";"38";"8";"wieś";"stały";"Szkoła Podstawowa w Kątach, Kąty 74B, 96-500 Sochaczew";"gm. Sochaczew";"sochaczewski";"mazowieckie";"1484";"1598";"435";"1049";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1049";"0";"0";"1049";"35";"8";"27";"0";"1014";"521";"493"
"18d2-064c-b752-ce23-121f-95f9-efff-b9fb";"142808";"38";"1";"wieś";"stały";"Szkoła Podstawowa w Teresinie, Aleja XX-lecia 2, 96-515 Teresin";"gm. Teresin";"sochaczewski";"mazowieckie";"1000";"1105";"243";"756";"5";"8";"0";"0";"0";"0";"0";"0";"0";"757";"0";"0";"757";"18";"7";"11";"0";"739";"342";"397"
"8e95-9896-f147-ae1c-3471-fcb7-a273-cedd";"142808";"38";"2";"wieś";"stały";"Szkoła Podstawowa w Teresinie, Aleja XX-lecia 2, 96-515 Teresin";"gm. Teresin";"sochaczewski";"mazowieckie";"1061";"1186";"244";"817";"1";"9";"0";"0";"0";"0";"0";"0";"0";"817";"0";"0";"817";"27";"3";"24";"0";"790";"399";"391"
"af49-efb9-6f66-9289-551b-749c-0efc-78e7";"142808";"38";"3";"wieś";"stały";"Szkoła Podstawowa w Teresinie, Aleja XX-lecia 2, 96-515 Teresin";"gm. Teresin";"sochaczewski";"mazowieckie";"1051";"1155";"251";"800";"2";"1";"0";"0";"0";"0";"0";"0";"0";"800";"0";"0";"800";"23";"7";"16";"0";"777";"393";"384"
"3308-8690-5a92-c43a-0c35-e336-380b-fb3e";"142808";"38";"4";"wieś";"stały";"Szkoła Podstawowa w Budkach Piaseckich, Budki Piaseckie 17, 96-516 Szymanów";"gm. Teresin";"sochaczewski";"mazowieckie";"769";"865";"328";"441";"0";"0";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"22";"5";"17";"0";"419";"230";"189"
"7a32-87fa-471c-00b2-1e08-73c2-cbab-a2e1";"142808";"38";"5";"wieś";"stały";"Szkoła Podstawowa Szymanowie, ul. Szkolna 35, 96-516 Szymanów";"gm. Teresin";"sochaczewski";"mazowieckie";"1002";"1095";"351";"651";"2";"5";"0";"0";"0";"0";"0";"0";"0";"651";"0";"0";"651";"21";"6";"15";"0";"630";"347";"283"
"384d-8784-31b7-8bd8-fa4b-0529-8c81-2d66";"142808";"38";"6";"wieś";"stały";"Szkoła Podstawowa w Paprotni, Paprotnia ul. Sochaczewska 10, 96-515 Teresin";"gm. Teresin";"sochaczewski";"mazowieckie";"1192";"1307";"275";"917";"2";"19";"0";"0";"0";"0";"0";"0";"0";"917";"0";"0";"917";"29";"6";"23";"0";"888";"521";"367"
"7419-b659-640a-7163-856b-88c6-2ed2-2f33";"142808";"38";"7";"wieś";"stały";"Szkoła Podstawowa w Paprotni, Paprotnia ul. Sochaczewska 10, 96-515 Teresin";"gm. Teresin";"sochaczewski";"mazowieckie";"1012";"1103";"338";"674";"0";"1";"0";"0";"0";"0";"0";"0";"0";"673";"0";"0";"673";"28";"6";"22";"0";"645";"367";"278"
"308c-06c9-2e01-edec-4255-5974-66a4-70d4";"142808";"38";"8";"wieś";"stały";"Szkoła Podstawowa w Paprotni, Paprotnia ul. Sochaczewska 10, 96-515 Teresin";"gm. Teresin";"sochaczewski";"mazowieckie";"1080";"1206";"377";"703";"2";"11";"0";"0";"0";"0";"0";"0";"0";"703";"0";"0";"703";"26";"3";"23";"0";"677";"389";"288"
"80c2-3ebb-894d-a0ec-f97a-38ea-0148-bc1b";"143801";"38";"1";"miasto";"stały";"Osiedlowy Dom Kultury, ul. Ks. Ottona Wittenberga 5, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1471";"1617";"325";"1146";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1146";"0";"0";"1146";"22";"12";"10";"0";"1124";"445";"679"
"9dff-edab-e01f-5a90-1788-1be8-7c6b-ba86";"143801";"38";"2";"miasto";"stały";"Miejskie Przedszkole Nr 6 im. Krasnala Hałabały, ul. Szarych Szeregów 5, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1310";"1447";"394";"916";"3";"4";"1";"1";"0";"0";"0";"0";"1";"917";"1";"0";"917";"25";"13";"12";"0";"892";"382";"510"
"447c-e1e3-fd16-f083-68f2-194a-7764-21e3";"143801";"38";"3";"miasto";"stały";"Hala Sportowa, ul. Fryderyka Chopina 1, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1080";"1168";"347";"733";"0";"3";"0";"0";"0";"0";"0";"0";"0";"733";"0";"0";"733";"22";"5";"17";"0";"711";"297";"414"
"2cab-7b68-a299-4667-daa4-4cd0-8f83-86c1";"143801";"38";"4";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Franklina Roosevelta 2, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"970";"1015";"257";"713";"0";"3";"0";"0";"0";"0";"0";"0";"0";"713";"0";"0";"713";"24";"10";"14";"0";"689";"302";"387"
"dd7f-ebe5-4045-67ab-ba83-8328-b659-c3f8";"143801";"38";"5";"miasto";"stały";"Zespół Szkół Nr 2, ul. Legionów Polskich 54/56, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1120";"1241";"237";"883";"2";"9";"0";"0";"0";"0";"0";"0";"0";"883";"0";"0";"883";"26";"10";"16";"0";"857";"395";"462"
"b97c-7a3d-a332-9569-ee1b-5881-267e-a9b6";"143801";"38";"6";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Radziwiłłowska 16, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"920";"1009";"333";"587";"0";"2";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"14";"4";"10";"0";"573";"231";"342"
"1891-c236-89b9-e3d1-70a1-899a-e30b-e64f";"143801";"38";"7";"miasto";"stały";"Miejski Ogród Jordanowski, ul. Władysława Reymonta 13, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1648";"1805";"369";"1279";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1279";"0";"0";"1279";"51";"13";"38";"0";"1228";"574";"654"
"23cd-1f81-a771-a076-3e2d-89a6-cd6d-ad28";"143801";"38";"8";"miasto";"stały";"Miejskie Przedszkole Nr 9, Plac Jana Pawła II nr 6, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1468";"1631";"496";"972";"2";"21";"0";"0";"0";"0";"0";"0";"0";"972";"0";"0";"972";"32";"10";"22";"0";"940";"407";"533"
"df0b-d57c-185f-576d-9902-7be7-30ad-8a19";"143801";"38";"9";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Gabriela Narutowicza 35, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1490";"1640";"627";"863";"2";"9";"0";"0";"0";"0";"0";"0";"0";"861";"0";"0";"861";"31";"3";"28";"0";"830";"370";"460"
"b2b3-8f0a-4583-06b4-2878-2df4-1cb4-53e3";"143801";"38";"10";"miasto";"stały";"Budynek biurowy, ul. Armii Krajowej 3, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1350";"1468";"662";"688";"0";"1";"0";"0";"0";"0";"0";"0";"0";"688";"0";"0";"688";"15";"3";"12";"0";"673";"311";"362"
"1798-cb25-2f3b-ff97-6c15-0c81-ce33-1d2a";"143801";"38";"11";"miasto";"stały";"Miejskie Przedszkole Nr 5, ul. Leszno 19, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1780";"1935";"496";"1284";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1284";"0";"0";"1284";"36";"22";"14";"0";"1248";"512";"736"
"7d07-e855-154f-ebf4-0858-4e2e-3d7c-e281";"143801";"38";"12";"miasto";"stały";"Miejskie Przedszkole Nr 2, ul. Parkingowa 32, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1406";"1563";"327";"1079";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1079";"0";"0";"1079";"31";"9";"22";"0";"1048";"442";"606"
"af3e-a20a-09e9-3909-459b-a331-acad-ff50";"143801";"38";"13";"miasto";"stały";"Miejskie Przedszkole Nr 8, ul. Marii Nietrzebki 6, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1180";"1289";"284";"896";"0";"5";"0";"0";"0";"0";"0";"0";"0";"896";"0";"0";"896";"18";"7";"11";"0";"878";"337";"541"
"02f7-d5a4-fde5-172f-30b8-589b-2296-98a0";"143801";"38";"14";"miasto";"stały";"Klub Osiedlowy Koliber, ul. Filipa de Girarda 12, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1440";"1594";"304";"1136";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1136";"0";"0";"1136";"33";"12";"21";"0";"1103";"431";"672"
"b5dd-e327-88b6-5431-185d-1ac0-38a9-6b8e";"143801";"38";"15";"miasto";"stały";"Liceum Ogólnokształcące im. Stefana Żeromskiego, ul. Janiny Jadwigi Kacperskiej 6A, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1319";"1444";"266";"1053";"1";"7";"1";"1";"0";"0";"0";"0";"1";"1054";"1";"0";"1054";"21";"9";"12";"0";"1033";"360";"673"
"6e02-fe8c-06ec-adf8-beb7-e2e8-0d1b-e469";"143801";"38";"16";"miasto";"stały";"""Aqua Żyrardów"", ul. Rotmistrza Witolda Pileckiego 25/27, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1150";"1270";"247";"903";"0";"3";"0";"0";"0";"0";"0";"0";"0";"903";"0";"0";"903";"17";"7";"10";"0";"886";"357";"529"
"9422-7911-4b9d-1919-225e-a43d-9d7c-4123";"143801";"38";"17";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Józefa Mireckiego 56, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1089";"1214";"446";"643";"2";"1";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"19";"6";"13";"0";"624";"316";"308"
"3769-5164-2f2f-8bd7-9250-04a6-e5e1-dbec";"143801";"38";"18";"miasto";"stały";"Specjalny Ośrodek Szkolno Wychowawczy, ul. Środkowa 36, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1500";"1656";"355";"1145";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1144";"0";"0";"1144";"40";"18";"22";"0";"1104";"448";"656"
"b1a1-7091-cc07-d4c3-3303-3a32-0605-2edb";"143801";"38";"19";"miasto";"stały";"Młodzieżowy Dom Kultury, ul. Stanisława Moniuszki 15, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1200";"1314";"353";"847";"1";"2";"0";"0";"0";"0";"0";"0";"0";"847";"0";"0";"847";"31";"6";"25";"0";"816";"374";"442"
"068c-6ff5-042c-1742-ce67-46d1-6c5c-e35e";"143801";"38";"20";"miasto";"stały";"Zespół Szkół Nr 1, ul. Bohaterów Warszawy 4, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1049";"1148";"212";"837";"4";"5";"0";"0";"0";"0";"0";"0";"0";"837";"0";"0";"837";"27";"5";"22";"0";"810";"352";"458"
"470d-23c6-ea89-b339-403c-f4e4-7d70-a1af";"143801";"38";"21";"miasto";"stały";"Ruukki Polska, ul. Jaktorowska 13, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"1120";"1247";"254";"866";"0";"4";"0";"0";"0";"0";"0";"0";"0";"861";"0";"0";"861";"30";"12";"18";"0";"831";"378";"453"
"1726-4db1-029b-7eef-965c-5929-516c-e698";"143801";"38";"22";"miasto";"zakład leczniczy";"Centrum Zdrowia Mazowsza Zachodniego Sp. z o. o., ul. Bolesława Limanowskiego 30, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"200";"144";"157";"43";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43";"0";"0";"43";"1";"0";"1";"0";"42";"23";"19"
"f499-6a35-51d0-03e0-c3a6-24b3-cbad-2cda";"143801";"38";"23";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Gen. Stanisława Sosabowskiego 23, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"48";"57";"14";"34";"0";"1";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"0";"0";"0";"0";"34";"18";"16"
"65c6-0c72-f2b2-2f78-df73-09e0-2c47-93e2";"143801";"38";"24";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Bolesława Limanowskiego 32b, 96-300 Żyrardów";"m. Żyrardów";"żyrardowski";"mazowieckie";"28";"33";"11";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"17";"0";"0";"17";"2";"0";"2";"0";"15";"9";"6"
"5838-9ee7-2ed3-cd91-4a8e-c13b-00cf-aa95";"143802";"38";"1";"miasto";"stały";"Urząd Miejski w Mszczonowie, Plac Piłsudskiego 1, 96-320 Mszczonów";"gm. Mszczonów";"żyrardowski";"mazowieckie";"470";"517";"145";"325";"1";"4";"0";"0";"0";"0";"0";"0";"0";"325";"0";"0";"325";"11";"4";"7";"0";"314";"169";"145"
"50fa-7561-06f7-7248-d7bb-6086-48d6-52cc";"143802";"38";"2";"miasto";"stały";"Liceum Ogólnokształcące w Mszczonowie, ul. Maklakiewicza 18, 96-320 Mszczonów";"gm. Mszczonów";"żyrardowski";"mazowieckie";"530";"603";"133";"397";"1";"1";"0";"0";"0";"0";"0";"0";"0";"396";"0";"0";"396";"12";"7";"5";"0";"384";"227";"157"
"8eb8-4184-af92-4844-68cc-c07b-c78a-6210";"143802";"38";"3";"miasto";"stały";"Gminne Centrum Informacji w Mszczonowie, ul. Żyrardowska 4, 96-320 Mszczonów";"gm. Mszczonów";"żyrardowski";"mazowieckie";"770";"754";"285";"485";"0";"4";"0";"0";"0";"0";"0";"0";"0";"485";"0";"0";"485";"13";"8";"5";"0";"472";"274";"198"
"6465-4a50-03a5-1da9-a57b-1095-d5cb-180e";"143802";"38";"4";"miasto";"stały";"Spółdzielnia Mieszkaniowa w Mszczonowie, ul. Dworcowa 1, 96-320 Mszczonów";"gm. Mszczonów";"żyrardowski";"mazowieckie";"817";"901";"230";"587";"0";"3";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"29";"11";"18";"0";"558";"293";"265"
"0faa-83b6-ec31-f5c8-bfec-71e2-ccc7-0935";"143802";"38";"5";"miasto";"stały";"Mszczonowski Ośrodek Kultury w Mszczonowie, ul. Warszawska 33, 96-320 Mszczonów";"gm. Mszczonów";"żyrardowski";"mazowieckie";"500";"562";"116";"384";"1";"3";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"15";"5";"10";"0";"369";"180";"189"
"7db5-d60a-bed1-28fa-5eb5-0f33-400b-87e6";"143802";"38";"6";"miasto";"stały";"Mszczonowski Ośrodek Kultury w Mszczonowie (Sala Klubowa), ul. Warszawska 33, 96-320 Mszczonów";"gm. Mszczonów";"żyrardowski";"mazowieckie";"470";"516";"137";"333";"1";"1";"0";"0";"0";"0";"0";"0";"0";"333";"0";"0";"333";"8";"3";"5";"0";"325";"168";"157"
"a59f-1479-e132-11b5-7b89-fcf6-4174-9a14";"143802";"38";"7";"miasto";"stały";"Miejskie Przedszkole w Mszczonowie, ul. Tarczyńska 28, 96-320 Mszczonów";"gm. Mszczonów";"żyrardowski";"mazowieckie";"414";"451";"117";"297";"0";"0";"0";"0";"0";"0";"0";"0";"0";"297";"0";"0";"297";"11";"3";"8";"0";"286";"159";"127"
"47b2-43c6-3603-a651-64a8-ae04-39e3-f60a";"143802";"38";"8";"miasto";"stały";"Szkoła Podstawowa, ul. Warszawska 27, 96-320 Mszczonów";"gm. Mszczonów";"żyrardowski";"mazowieckie";"560";"614";"164";"396";"0";"4";"0";"0";"0";"0";"0";"0";"0";"396";"0";"0";"396";"19";"9";"10";"0";"377";"213";"164"
"e027-e05f-88e6-4686-f472-cabb-1c23-f1f5";"143802";"38";"9";"wieś";"stały";"Izba Pamięci Rodziny Maklakiewiczów, ul. Kościuszki 1, 96-320 Mszczonów";"gm. Mszczonów";"żyrardowski";"mazowieckie";"659";"730";"272";"387";"0";"3";"0";"0";"0";"0";"0";"0";"0";"387";"0";"0";"387";"9";"3";"6";"0";"378";"203";"175"
"efcc-a3d4-7fde-c07d-1766-bbe6-9da3-4999";"143802";"38";"10";"wieś";"stały";"Szkoła Podstawowa w Piekarach, Piekary ul. Piekarska 47, 96-323 Osuchów";"gm. Mszczonów";"żyrardowski";"mazowieckie";"630";"694";"275";"355";"0";"2";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"11";"1";"10";"0";"344";"188";"156"
"565d-e97f-4a4c-cbea-eeea-f4ac-f7e6-81a8";"143802";"38";"11";"wieś";"stały";"Szkoła Podstawowa w Osuchowie, ul. Szkolna 1, 96-323 Osuchów";"gm. Mszczonów";"żyrardowski";"mazowieckie";"510";"572";"198";"312";"0";"0";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"5";"2";"3";"0";"307";"198";"109"
"6830-846a-2995-d4f8-9f55-fad2-8dd5-02d5";"143802";"38";"12";"wieś";"stały";"Szkoła Podstawowa w Bobrowcach, Bobrowce ul. Mszczonowska 5, 96-323 Osuchów";"gm. Mszczonów";"żyrardowski";"mazowieckie";"558";"618";"219";"339";"0";"1";"0";"0";"0";"0";"0";"0";"0";"339";"0";"0";"339";"7";"1";"6";"0";"332";"243";"89"
"192d-8063-e1b8-15b5-5c2c-9e5c-4960-061e";"143802";"38";"13";"wieś";"stały";"Zespół Szkół w Mszczonowie, ul. Ługowa 13, 96-320 Mszczonów";"gm. Mszczonów";"żyrardowski";"mazowieckie";"631";"697";"246";"385";"0";"1";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"13";"2";"11";"0";"372";"238";"134"
"ca52-c097-0eed-bf08-1179-9f46-105f-beb4";"143802";"38";"14";"wieś";"stały";"Szkoła Podstawowa w Lutkówce, Lutkówka ul. Szkolna 1, 96-323 Osuchów";"gm. Mszczonów";"żyrardowski";"mazowieckie";"651";"716";"266";"385";"0";"7";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"14";"10";"4";"0";"371";"210";"161"
"81d1-86bd-867c-9e4c-4304-f709-9d6e-fa44";"143803";"38";"1";"wieś";"stały";"Budynek gminny, tzw. ""dom kultury"" w Puszczy Mariańskiej, ul. Króla Jana Sobieskiego 1, 96-330 Puszcza Mariańska";"gm. Puszcza Mariańska";"żyrardowski";"mazowieckie";"1430";"1577";"493";"937";"0";"9";"0";"0";"0";"0";"0";"0";"0";"937";"0";"0";"937";"29";"9";"20";"0";"908";"478";"430"
"4523-c95f-ac22-bff5-a975-1495-eebe-0d26";"143803";"38";"2";"wieś";"stały";"Szkoła Podstawowa w Michałowie, Michałów 39, 96-330 Puszcza Mariańska";"gm. Puszcza Mariańska";"żyrardowski";"mazowieckie";"700";"779";"282";"418";"0";"1";"0";"0";"0";"0";"0";"0";"0";"418";"0";"0";"418";"17";"9";"8";"0";"401";"255";"146"
"795c-1651-a9e0-d3fc-2e4b-b303-e2b4-7695";"143803";"38";"3";"wieś";"stały";"Budynek gminny w Starym Łajszczewie, Stary Łajszczew 49A, 96-330 Puszcza Mariańska";"gm. Puszcza Mariańska";"żyrardowski";"mazowieckie";"330";"374";"126";"204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"6";"3";"3";"0";"198";"134";"64"
"140d-b457-5dad-4504-2e0c-842b-a6dc-602c";"143803";"38";"4";"wieś";"stały";"Budynek gminny/ obecnie Niepubliczne Przedszkole Językowo-Artystyczne ""Leśne Skrzaty"" w Kamionie, Kamion 85, 96-330 Puszcza Mariańska";"gm. Puszcza Mariańska";"żyrardowski";"mazowieckie";"270";"305";"108";"162";"0";"6";"0";"0";"0";"0";"0";"0";"0";"162";"0";"0";"162";"8";"0";"8";"0";"154";"69";"85"
"ba7a-71bc-a3c0-51a7-ae37-2496-3b52-f5ca";"143803";"38";"5";"wieś";"stały";"Filia Szkoły Podstawowej w Puszczy Mariańskiej-w Korabiewicach, Korabiewice 50A, 96-330 Puszcza Mariańska";"gm. Puszcza Mariańska";"żyrardowski";"mazowieckie";"400";"448";"150";"250";"0";"0";"0";"0";"0";"0";"0";"0";"0";"250";"0";"0";"250";"9";"1";"8";"0";"241";"150";"91"
"3ee1-6681-2a3a-5bf1-2c87-025f-adcf-0d2f";"143803";"38";"6";"wieś";"stały";"Szkoła Podstawowa w Walerianach, Waleriany 24, 96-330 Puszcza Mariańska";"gm. Puszcza Mariańska";"żyrardowski";"mazowieckie";"904";"999";"306";"598";"0";"1";"0";"0";"0";"0";"0";"0";"0";"598";"0";"0";"598";"20";"4";"16";"0";"578";"315";"263"
"4f52-2c67-4fd6-c7e5-d84c-f783-2e85-f6b2";"143803";"38";"7";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Bartnikach, Bartniki ul. Miodowa 47, 96-332 Radziwiłłów";"gm. Puszcza Mariańska";"żyrardowski";"mazowieckie";"1330";"1484";"451";"879";"0";"4";"0";"0";"0";"0";"0";"0";"0";"879";"0";"0";"879";"24";"6";"18";"0";"855";"553";"302"
