"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Krzysztof Michał PASZYK - nr na liście 1";"Błażej Łukasz PARDA - nr na liście 2";"Tadeusz Krzysztof TETERUS - nr na liście 3";"Jarosław Zygmunt MACIEJEWSKI - nr na liście 4";"Tomasz Bronisław KRANC - nr na liście 5";"Marcin PISZCZEK - nr na liście 6";"Agnieszka LINKIEWICZ-MENDEL - nr na liście 7";"Józef Kazimierz KWAŚNIEWICZ - nr na liście 8";"Anna KORPIK - nr na liście 9";"Julian Marian HERMASZCZUK - nr na liście 10";"Jolanta Jadwiga LUBIŃSKA - nr na liście 11";"Małgorzata Anna BEJMA - nr na liście 12";"Lucyna Hanna NAWROT - nr na liście 13";"Sławomira Jadwiga KRÓL - nr na liście 14";"Daniel SZTYCH - nr na liście 15";"Maria Teresa GALAS - nr na liście 16";"Radosław Paweł ŁANOSZKA - nr na liście 17";"Bartłomiej Wojciech GÓRNY - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Krzysztof Władysław CZARNECKI - nr na liście 1";"Marta Ryszarda KUBIAK - nr na liście 2";"Grzegorz PIECHOWIAK - nr na liście 3";"Marcin Bartosz PORZUCEK - nr na liście 4";"Michał Witold ZIELIŃSKI - nr na liście 5";"Dorota BANAŚ - nr na liście 6";"Bogdan Włodzimierz FLEMING - nr na liście 7";"Danuta Maria NIJAKA - nr na liście 8";"Maja Małgorzata JANKOWSKA - nr na liście 9";"Józef FELCYN - nr na liście 10";"Maria Lidia MILER - nr na liście 11";"Robert Piotr KASPRZAK - nr na liście 12";"Andrzej Janusz OKPISZ - nr na liście 13";"Rafał PRĘTKOWSKI - nr na liście 14";"Wiesław PIETRUCZUK - nr na liście 15";"Emilia MUZYKA - nr na liście 16";"Maria Joanna KARDASZ - nr na liście 17";"Krzysztof Jakub BŁASZCZYK - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Dariusz Marian STANDERSKI - nr na liście 1";"Romuald Kazimierz AJCHLER - nr na liście 2";"Kamil Bartosz BOCIAN - nr na liście 3";"Agnieszka Magdalena GRZECHOWIAK - nr na liście 4";"Katarzyna JÓZEFOWSKA - nr na liście 5";"Anna Elżbieta WILK-BARAN - nr na liście 6";"Jacek Tadeusz FLIEGER - nr na liście 7";"Karolina SMYKOWSKA - nr na liście 8";"Stanisław Tomasz ŚLIWAK - nr na liście 9";"Paulina BIRULA - nr na liście 10";"Andrzej MELIŃSKI - nr na liście 11";"Natalia Ewa MINGE - nr na liście 12";"Maksym KAPLANSKYY - nr na liście 13";"Patrycja Monika BUŚKO - nr na liście 14";"Marta Grażyna BILON - nr na liście 15";"Jakub Paweł MIĘSIKOWSKI - nr na liście 16";"Hanna MAŃKOWSKA - nr na liście 17";"Adam Roman CUKIER - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Adam URBAŃSKI - nr na liście 1";"Jerzy Józef MOEGLICH - nr na liście 2";"Patrycja Martyna STEMPNIAK - nr na liście 3";"Małgorzata JĘDRYCH - nr na liście 4";"Agata Jadwiga OSTASZEWSKA - nr na liście 5";"Radosław MUSIAŁ - nr na liście 6";"Justyna Tamara WIATR - nr na liście 7";"Marcin Marian MAHSEL - nr na liście 8";"Radosław KOS - nr na liście 9";"Weronika DOMAGAŁA - nr na liście 10";"Daniel WŁUDARCZAK - nr na liście 11";"Adam FELDMANN - nr na liście 12";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Maria Małgorzata JANYSKA - nr na liście 1";"Jakub Adam RUTNICKI - nr na liście 2";"Iwona Maria KAMIŃSKA-LECH - nr na liście 3";"Zbigniew Czesław AJCHLER - nr na liście 4";"Killion Munzele MUNYAMA - nr na liście 5";"Henryk Marian SZOPIŃSKI - nr na liście 6";"Dorota Ewa TUŁODZIECKA-ADAMS - nr na liście 7";"Janusz MROZKOWIAK - nr na liście 8";"Karolina URYZAJ - nr na liście 9";"Krzysztof POSZWA - nr na liście 10";"Artur Łukasz WRÓBLEWSKI - nr na liście 11";"Tomasz Marek WOJCIECHOWSKI - nr na liście 12";"Lidia NOWAKOWSKA - nr na liście 13";"Arkadiusz Jerzy DOLECKI - nr na liście 14";"Magdalena SROKA - nr na liście 15";"Agnieszka Małgorzata KOWALSKA - nr na liście 16";"Maria Małgorzata JEWSZEL-CHABERSKA - nr na liście 17";"Rafał Maciej LIPSKI - nr na liście 18"
"bbd8-27c2-97a9-8c6b-091b-99b5-e2e6-67d8";"302807";"38";"2";"wieś";"stały";"Świetlica Wiejska, Łaziska 51, 62-100 Wągrowiec";"gm. Wągrowiec";"wągrowiecki";"wielkopolskie";"735";"802";"226";"509";"0";"1";"0";"0";"0";"0";"0";"0";"0";"509";"0";"0";"509";"19";"16";"3";"0";"490";"133";"21";"3";"1";"3";"12";"0";"0";"1";"2";"0";"0";"83";"3";"0";"3";"0";"0";"1";"170";"53";"20";"13";"35";"9";"6";"14";"1";"4";"0";"4";"2";"1";"0";"3";"3";"0";"2";"55";"10";"13";"4";"21";"1";"0";"0";"3";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"32";"14";"7";"6";"1";"0";"2";"2";"0";"0";"0";"0";"0";"100";"31";"25";"4";"9";"3";"1";"1";"1";"0";"21";"0";"0";"2";"0";"1";"0";"0";"1"
"20e8-c1a0-f9b8-afea-0418-16d3-d3f8-2731";"302807";"38";"3";"wieś";"stały";"Świetlica Wiejska, Sienno 26b, 62-100 Wągrowiec";"gm. Wągrowiec";"wągrowiecki";"wielkopolskie";"1061";"1166";"448";"613";"0";"0";"0";"0";"0";"0";"0";"0";"0";"613";"0";"0";"613";"14";"10";"4";"0";"599";"130";"13";"10";"2";"0";"15";"0";"0";"0";"0";"0";"0";"82";"2";"3";"1";"0";"0";"2";"235";"61";"32";"26";"48";"22";"7";"18";"2";"2";"1";"5";"0";"0";"0";"3";"1";"4";"3";"77";"28";"12";"5";"18";"1";"5";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"3";"45";"18";"11";"2";"0";"1";"3";"2";"0";"1";"4";"0";"3";"112";"34";"34";"6";"4";"7";"0";"0";"1";"0";"17";"1";"0";"2";"2";"1";"1";"1";"1"
"9eca-f875-5a72-6db8-b475-962d-6134-7763";"302807";"38";"4";"wieś";"stały";"Szkoła Podstawowa im. Stanisława Staszica, Żelice 14A, 62-113 Żelice";"gm. Wągrowiec";"wągrowiecki";"wielkopolskie";"1458";"1602";"763";"695";"0";"3";"0";"0";"0";"0";"0";"0";"0";"695";"0";"0";"695";"4";"3";"1";"0";"691";"150";"25";"10";"1";"1";"13";"1";"1";"1";"1";"1";"0";"92";"0";"0";"1";"0";"1";"1";"342";"91";"34";"39";"113";"19";"8";"14";"1";"5";"1";"6";"1";"1";"0";"0";"1";"3";"5";"58";"16";"11";"3";"17";"1";"0";"0";"2";"0";"2";"0";"1";"1";"1";"1";"0";"1";"1";"51";"21";"5";"8";"2";"0";"7";"1";"0";"2";"3";"1";"1";"90";"27";"17";"7";"6";"2";"0";"1";"1";"0";"19";"1";"0";"1";"1";"3";"2";"0";"2"
"5b54-2eef-9e1f-3f02-a56c-d0d3-1830-a53e";"302807";"38";"5";"wieś";"stały";"Przedszkole, Pawłowo Żońskie 52a, 62-104 Pawłowo Żońskie";"gm. Wągrowiec";"wągrowiecki";"wielkopolskie";"1116";"1236";"457";"659";"0";"3";"0";"0";"0";"0";"0";"0";"0";"659";"0";"0";"659";"14";"10";"4";"0";"645";"184";"25";"6";"0";"3";"32";"2";"1";"0";"2";"2";"0";"107";"0";"1";"1";"0";"0";"2";"274";"57";"29";"26";"98";"8";"14";"10";"1";"6";"2";"5";"1";"0";"1";"0";"9";"0";"7";"52";"14";"16";"3";"5";"2";"2";"0";"6";"0";"0";"0";"2";"0";"0";"0";"1";"1";"0";"41";"11";"5";"13";"1";"0";"5";"1";"0";"0";"4";"0";"1";"94";"30";"8";"4";"9";"6";"0";"1";"0";"1";"26";"1";"0";"2";"0";"4";"1";"0";"1"
"39b7-7609-b8dc-fb7b-c9e6-375f-00ab-666e";"302807";"38";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Łeknie, ul. Pocztowa 7, 62-105 Łekno";"gm. Wągrowiec";"wągrowiecki";"wielkopolskie";"1691";"1858";"660";"1031";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1031";"0";"0";"1031";"19";"14";"5";"0";"1012";"290";"55";"7";"2";"12";"68";"2";"4";"1";"2";"0";"3";"123";"1";"2";"1";"0";"0";"7";"414";"118";"58";"30";"65";"48";"12";"24";"2";"14";"2";"9";"3";"4";"2";"2";"7";"2";"12";"118";"32";"34";"1";"19";"1";"3";"2";"3";"1";"3";"2";"4";"0";"2";"1";"0";"5";"5";"77";"21";"27";"5";"4";"3";"4";"1";"2";"2";"5";"0";"3";"113";"38";"23";"4";"9";"1";"2";"0";"2";"0";"27";"0";"2";"1";"0";"1";"0";"0";"3"
"ee29-c076-ce5a-cc32-089e-0ff9-7836-5902";"302807";"38";"7";"wieś";"stały";"Świetlica Wiejska, Rąbczyn 68, 62-106 Rąbczyn";"gm. Wągrowiec";"wągrowiecki";"wielkopolskie";"521";"577";"249";"272";"1";"7";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"11";"11";"0";"0";"261";"62";"10";"1";"0";"1";"12";"1";"1";"0";"1";"0";"0";"31";"2";"0";"0";"1";"0";"1";"108";"27";"5";"18";"18";"20";"3";"7";"1";"0";"0";"0";"1";"2";"0";"1";"1";"1";"3";"21";"8";"1";"2";"5";"1";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"1";"0";"16";"6";"4";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"54";"16";"10";"1";"2";"2";"0";"0";"0";"0";"16";"0";"2";"1";"0";"0";"2";"0";"2"
"83c7-e3df-3634-726e-9b36-8d6b-976a-09bf";"302901";"38";"1";"wieś";"stały";"Szkoła Podstawowa im. Edwarda Tomińskiego w Buczu, Bucz ul. Kasztanowa 8, 64-234 Przemęt";"gm. Przemęt";"wolsztyński";"wielkopolskie";"1408";"1562";"511";"897";"0";"0";"0";"0";"0";"0";"0";"0";"0";"897";"0";"0";"897";"38";"33";"5";"0";"859";"279";"16";"2";"2";"10";"1";"0";"6";"0";"1";"0";"0";"2";"2";"1";"0";"5";"1";"230";"363";"99";"113";"32";"29";"21";"9";"2";"5";"8";"2";"7";"3";"2";"0";"0";"5";"1";"25";"80";"29";"12";"6";"8";"1";"1";"3";"1";"2";"0";"0";"0";"1";"2";"3";"0";"2";"9";"61";"37";"3";"1";"3";"3";"3";"3";"0";"3";"4";"0";"1";"76";"26";"18";"5";"0";"11";"1";"0";"3";"0";"2";"4";"2";"1";"0";"2";"0";"0";"1"
"6aab-f01e-2eb8-a469-8901-b1e7-0732-26c5";"302901";"38";"2";"wieś";"stały";"Sala wiejska w Poświętnie, Poświętno 3, 64-234 Przemęt";"gm. Przemęt";"wolsztyński";"wielkopolskie";"646";"697";"253";"393";"0";"0";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"11";"8";"3";"0";"382";"106";"7";"0";"3";"3";"3";"0";"2";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"85";"203";"71";"55";"10";"11";"20";"3";"2";"7";"7";"0";"3";"5";"0";"2";"0";"2";"0";"5";"19";"7";"0";"2";"1";"2";"0";"1";"1";"0";"2";"0";"0";"0";"0";"2";"0";"1";"0";"24";"14";"0";"2";"0";"0";"1";"1";"0";"1";"2";"0";"3";"30";"14";"5";"1";"3";"1";"0";"1";"2";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1"
"bc96-9eb2-0a36-3ce3-ea84-d5b7-34d5-2b2b";"302901";"38";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Kluczewie, Kluczewo ul. Szkolna 19, 64-234 Przemęt";"gm. Przemęt";"wolsztyński";"wielkopolskie";"790";"872";"360";"430";"0";"2";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"13";"12";"1";"0";"417";"118";"13";"3";"2";"3";"1";"6";"0";"0";"4";"0";"1";"1";"0";"0";"1";"0";"1";"82";"224";"61";"75";"17";"8";"17";"13";"2";"7";"5";"0";"0";"1";"1";"2";"0";"2";"2";"11";"21";"8";"2";"3";"1";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"3";"21";"13";"1";"0";"0";"1";"2";"1";"0";"2";"0";"1";"0";"33";"12";"6";"2";"4";"3";"0";"0";"2";"1";"0";"2";"0";"0";"0";"1";"0";"0";"0"
"565a-1672-6c1e-d893-c790-7c0d-63f6-4e3c";"302901";"38";"4";"wieś";"stały";"Zespół Szkół w Przemęcie, ul. Szkolna 1, 64-234 Przemęt";"gm. Przemęt";"wolsztyński";"wielkopolskie";"1827";"1994";"731";"1096";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1096";"0";"0";"1096";"28";"20";"8";"0";"1068";"282";"56";"13";"3";"8";"2";"9";"8";"1";"7";"1";"2";"0";"4";"1";"1";"4";"1";"161";"501";"130";"113";"33";"20";"67";"23";"5";"22";"11";"3";"10";"4";"2";"3";"1";"5";"4";"45";"89";"39";"4";"9";"3";"4";"2";"1";"4";"1";"0";"1";"3";"1";"1";"3";"1";"2";"10";"63";"33";"4";"3";"4";"2";"5";"0";"1";"2";"3";"2";"4";"133";"38";"36";"4";"3";"7";"0";"0";"21";"1";"2";"1";"9";"3";"0";"2";"3";"1";"2"
"dd7d-8bcd-f22a-d2b4-2c89-1614-99ee-4eef";"302901";"38";"5";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Mochach, Mochy ul. Wolsztyńska 4, 64-234 Przemęt";"gm. Przemęt";"wolsztyński";"wielkopolskie";"1912";"2094";"860";"1052";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1052";"0";"0";"1052";"26";"19";"7";"0";"1026";"181";"33";"12";"0";"5";"2";"3";"2";"2";"8";"2";"2";"0";"10";"3";"1";"2";"3";"91";"502";"125";"137";"40";"37";"45";"18";"3";"12";"12";"0";"3";"9";"0";"0";"3";"7";"6";"45";"77";"19";"9";"8";"10";"4";"1";"2";"2";"0";"3";"0";"3";"1";"2";"1";"0";"2";"10";"77";"26";"8";"8";"7";"2";"9";"5";"0";"3";"5";"0";"4";"189";"38";"46";"3";"8";"17";"3";"2";"56";"0";"0";"3";"6";"1";"0";"2";"1";"0";"3"
"b9e4-8b41-a48e-f0df-3418-b85d-3884-c17a";"302901";"38";"6";"wieś";"stały";"Zespół Szkoła Podstawowa i Przedszkole Samorządowe z Oddziałem Integracyjnym w Kaszczorze, Kaszczor ul. Cysterska 9, 64-234 Przemęt";"gm. Przemęt";"wolsztyński";"wielkopolskie";"1540";"1723";"489";"1051";"1";"33";"1";"1";"0";"0";"0";"0";"1";"1052";"1";"0";"1052";"18";"14";"4";"0";"1034";"182";"51";"6";"4";"8";"4";"7";"1";"3";"2";"1";"6";"2";"11";"7";"0";"2";"0";"67";"455";"152";"137";"28";"22";"25";"9";"2";"12";"3";"1";"7";"6";"2";"2";"4";"10";"6";"27";"123";"55";"16";"8";"12";"8";"1";"1";"0";"0";"0";"1";"4";"0";"0";"0";"0";"2";"15";"56";"31";"6";"2";"2";"2";"2";"1";"2";"0";"3";"3";"2";"218";"72";"54";"4";"2";"24";"1";"1";"40";"3";"3";"0";"3";"3";"0";"4";"0";"0";"4"
"9724-8898-021a-9d6e-c6a0-e500-d708-79c3";"302901";"38";"7";"wieś";"stały";"Zespół Szkolno-Przedszkolny z Oddziałami Integracyjnymi w Radomierzu, Radomierz ul. Słoneczna 8, 64-234 Przemęt";"gm. Przemęt";"wolsztyński";"wielkopolskie";"1279";"1425";"507";"772";"1";"9";"0";"0";"0";"0";"0";"0";"0";"772";"0";"0";"772";"16";"7";"9";"0";"756";"188";"37";"5";"3";"3";"1";"8";"3";"2";"3";"0";"0";"2";"3";"2";"2";"2";"1";"111";"337";"94";"65";"30";"6";"46";"11";"3";"15";"3";"3";"2";"4";"3";"1";"3";"5";"11";"32";"72";"28";"4";"2";"4";"3";"3";"3";"2";"0";"1";"0";"6";"0";"3";"0";"1";"1";"11";"59";"34";"1";"5";"0";"2";"5";"1";"0";"3";"6";"2";"0";"100";"31";"19";"3";"3";"8";"2";"0";"17";"2";"2";"1";"1";"3";"0";"2";"0";"1";"5"
"ca4e-9ba8-6c83-24d9-2bdb-52f6-6e57-1f8e";"302901";"38";"8";"wieś";"stały";"Przedszkole Samorządowe w Nowej Wsi, Nowa Wieś ul. Przemęcka 22, 64-234 Przemęt";"gm. Przemęt";"wolsztyński";"wielkopolskie";"570";"623";"240";"330";"0";"0";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"5";"4";"1";"0";"325";"109";"18";"4";"0";"4";"1";"3";"1";"0";"1";"1";"0";"1";"1";"1";"0";"1";"0";"72";"127";"38";"31";"9";"6";"14";"3";"0";"10";"2";"0";"1";"0";"1";"0";"0";"1";"6";"5";"17";"1";"7";"0";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"3";"22";"9";"2";"4";"0";"0";"1";"2";"2";"0";"1";"0";"1";"50";"16";"11";"2";"2";"1";"1";"0";"12";"0";"0";"0";"3";"1";"0";"0";"1";"0";"0"
"2709-2f34-0cd9-74c5-fefa-c4b4-b722-3c8d";"302901";"38";"9";"wieś";"zakład leczniczy";"Wojewódzki Szpital Neuropsychiatryczny im. Oskara Bielawskiego w Kościanie, Oddział Psychiatryczny w Siekowie, Siekowo 80, 64-234 Przemęt";"gm. Przemęt";"wolsztyński";"wielkopolskie";"38";"33";"8";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"0";"0";"30";"4";"3";"1";"0";"26";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"19";"10";"2";"0";"1";"1";"3";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"3";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"9b28-4d7f-c1da-8037-599b-c60c-fdbb-3669";"302902";"38";"1";"wieś";"stały";"Gminny Ośrodek Kultury, Zbąszyńska 19, 64-212 Siedlec";"gm. Siedlec";"wolsztyński";"wielkopolskie";"1173";"1298";"337";"836";"1";"6";"0";"0";"0";"0";"0";"0";"0";"834";"0";"0";"834";"13";"6";"7";"0";"821";"64";"14";"3";"2";"2";"3";"5";"10";"1";"6";"0";"0";"0";"0";"1";"6";"2";"0";"9";"256";"59";"70";"15";"28";"6";"33";"0";"3";"1";"0";"4";"4";"0";"1";"0";"3";"6";"23";"145";"10";"5";"3";"4";"1";"0";"1";"3";"1";"0";"1";"0";"1";"0";"1";"0";"0";"114";"74";"31";"6";"7";"9";"5";"4";"2";"1";"3";"2";"0";"4";"282";"26";"125";"2";"3";"70";"3";"0";"48";"0";"0";"0";"2";"1";"0";"0";"0";"0";"2"
"f018-24eb-baa2-067b-c288-9a37-f648-861c";"302902";"38";"2";"wieś";"stały";"Świetlica Wiejska, Jaromierz 9, 64-225 Kopanica";"gm. Siedlec";"wolsztyński";"wielkopolskie";"720";"797";"295";"425";"0";"1";"0";"0";"0";"0";"0";"0";"0";"425";"0";"0";"425";"11";"11";"0";"0";"414";"42";"13";"5";"2";"1";"0";"3";"1";"0";"5";"0";"0";"0";"3";"1";"3";"0";"0";"5";"231";"26";"62";"12";"15";"5";"11";"0";"1";"1";"1";"3";"2";"0";"4";"0";"1";"3";"84";"47";"4";"3";"6";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"29";"19";"9";"0";"0";"1";"5";"2";"1";"0";"1";"0";"0";"0";"75";"6";"18";"0";"1";"18";"0";"0";"24";"0";"0";"3";"0";"2";"0";"1";"1";"0";"1"
"632c-0a7e-2420-f025-d335-a2e9-0436-c24b";"302902";"38";"3";"wieś";"stały";"Świetlica Wiejska, Żodyń Główna 43A, 64-212 Siedlec";"gm. Siedlec";"wolsztyński";"wielkopolskie";"684";"744";"244";"440";"0";"2";"0";"0";"0";"0";"0";"0";"0";"440";"0";"0";"440";"8";"6";"2";"0";"432";"59";"14";"3";"0";"1";"3";"6";"7";"2";"3";"2";"4";"1";"2";"0";"1";"3";"0";"7";"153";"44";"19";"13";"15";"9";"8";"0";"3";"2";"0";"2";"1";"0";"4";"0";"3";"0";"30";"65";"6";"5";"3";"0";"0";"1";"0";"0";"0";"1";"0";"3";"0";"2";"0";"0";"0";"44";"30";"17";"0";"2";"0";"3";"1";"1";"0";"0";"6";"0";"0";"125";"8";"59";"0";"1";"28";"1";"0";"23";"2";"0";"1";"0";"1";"0";"0";"1";"0";"0"
"6a09-3475-774f-a954-ef48-ad0e-e734-4dd0";"302902";"38";"4";"wieś";"stały";"Świetlica Ochotniczej Straży Pożarnej, Zbąszyńska 29, 64-225 Kopanica";"gm. Siedlec";"wolsztyński";"wielkopolskie";"1092";"1205";"354";"738";"1";"8";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"17";"13";"4";"0";"720";"71";"21";"7";"3";"7";"3";"2";"1";"3";"5";"1";"1";"1";"2";"0";"0";"4";"4";"6";"321";"58";"67";"34";"49";"33";"16";"2";"10";"3";"1";"1";"4";"0";"6";"0";"3";"3";"31";"102";"15";"10";"2";"1";"2";"0";"1";"0";"0";"1";"0";"2";"0";"2";"0";"0";"0";"66";"44";"23";"1";"2";"0";"8";"2";"1";"0";"1";"3";"0";"3";"182";"21";"59";"4";"4";"45";"2";"1";"32";"2";"1";"2";"2";"2";"0";"2";"0";"0";"3"
"aa9a-8e13-6e59-82e1-6203-f945-e6ce-6827";"302902";"38";"5";"wieś";"stały";"Zespół Szkoły Podstawowej i Przedszkola, Chobienice 145, 64-214 Chobienice";"gm. Siedlec";"wolsztyński";"wielkopolskie";"1467";"1633";"537";"930";"1";"22";"0";"0";"0";"0";"0";"0";"0";"930";"0";"0";"930";"33";"25";"8";"0";"897";"77";"22";"12";"2";"4";"1";"3";"3";"1";"8";"1";"2";"1";"3";"2";"2";"1";"0";"9";"334";"80";"56";"32";"37";"24";"35";"0";"3";"6";"0";"8";"2";"2";"1";"1";"7";"4";"36";"98";"8";"2";"4";"1";"3";"1";"2";"2";"0";"0";"0";"1";"4";"1";"3";"0";"1";"65";"55";"24";"0";"4";"7";"1";"7";"1";"3";"2";"3";"0";"3";"333";"26";"206";"3";"3";"43";"0";"0";"46";"0";"0";"1";"1";"1";"0";"1";"0";"0";"2"
"aad9-9d2d-0873-4d1c-c305-c9a8-08ab-4f9b";"302902";"38";"6";"wieś";"stały";"Świetlica Wiejska, Tuchorza 60, 64-232 Tuchorza";"gm. Siedlec";"wolsztyński";"wielkopolskie";"1289";"1423";"454";"835";"0";"1";"0";"0";"0";"0";"0";"0";"0";"835";"0";"0";"835";"12";"8";"4";"0";"823";"76";"18";"2";"2";"5";"2";"12";"14";"0";"2";"1";"4";"0";"4";"5";"0";"1";"0";"4";"322";"84";"60";"37";"20";"22";"15";"0";"35";"1";"0";"2";"7";"1";"3";"1";"2";"7";"25";"136";"6";"10";"1";"1";"3";"0";"1";"0";"0";"0";"0";"3";"0";"0";"0";"1";"0";"110";"71";"36";"3";"10";"4";"2";"3";"0";"2";"0";"5";"1";"5";"218";"22";"88";"1";"0";"53";"0";"0";"49";"1";"0";"0";"1";"0";"0";"3";"0";"0";"0"
"3b97-94e5-dcca-8fde-a6ef-8b62-e208-5f55";"302902";"38";"7";"wieś";"stały";"Świetlica Ochotniczej Straży Pożarnej, Boruja 14, 64-232 Tuchorza";"gm. Siedlec";"wolsztyński";"wielkopolskie";"367";"411";"126";"241";"0";"4";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"11";"7";"4";"0";"230";"26";"5";"7";"0";"0";"2";"4";"1";"0";"2";"1";"1";"0";"2";"0";"0";"0";"0";"1";"86";"19";"7";"11";"15";"11";"5";"0";"5";"3";"0";"1";"1";"0";"0";"0";"0";"0";"8";"27";"6";"1";"0";"2";"1";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"14";"18";"7";"1";"0";"0";"2";"3";"1";"0";"2";"1";"0";"1";"73";"6";"44";"0";"3";"11";"0";"0";"7";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0"
"a62e-ce56-76bd-eff4-9f5a-39d3-8e31-149e";"302902";"38";"8";"wieś";"stały";"Świetlica Wiejska, Belęcin 106, 64-231 Belęcin";"gm. Siedlec";"wolsztyński";"wielkopolskie";"931";"1009";"366";"565";"0";"1";"0";"0";"0";"0";"0";"0";"0";"565";"0";"0";"565";"25";"23";"2";"0";"540";"61";"18";"5";"0";"2";"1";"9";"2";"2";"2";"1";"0";"4";"4";"0";"1";"6";"0";"4";"208";"41";"57";"19";"18";"14";"9";"4";"7";"5";"1";"5";"3";"2";"1";"0";"2";"1";"19";"69";"8";"8";"2";"3";"0";"3";"1";"0";"1";"0";"1";"0";"0";"1";"1";"0";"0";"40";"54";"29";"1";"6";"1";"2";"4";"1";"0";"1";"5";"1";"3";"148";"13";"79";"0";"9";"19";"0";"0";"20";"4";"0";"0";"0";"2";"0";"0";"1";"0";"1"
