"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Krzysztof Michał PASZYK - nr na liście 1";"Błażej Łukasz PARDA - nr na liście 2";"Tadeusz Krzysztof TETERUS - nr na liście 3";"Jarosław Zygmunt MACIEJEWSKI - nr na liście 4";"Tomasz Bronisław KRANC - nr na liście 5";"Marcin PISZCZEK - nr na liście 6";"Agnieszka LINKIEWICZ-MENDEL - nr na liście 7";"Józef Kazimierz KWAŚNIEWICZ - nr na liście 8";"Anna KORPIK - nr na liście 9";"Julian Marian HERMASZCZUK - nr na liście 10";"Jolanta Jadwiga LUBIŃSKA - nr na liście 11";"Małgorzata Anna BEJMA - nr na liście 12";"Lucyna Hanna NAWROT - nr na liście 13";"Sławomira Jadwiga KRÓL - nr na liście 14";"Daniel SZTYCH - nr na liście 15";"Maria Teresa GALAS - nr na liście 16";"Radosław Paweł ŁANOSZKA - nr na liście 17";"Bartłomiej Wojciech GÓRNY - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Krzysztof Władysław CZARNECKI - nr na liście 1";"Marta Ryszarda KUBIAK - nr na liście 2";"Grzegorz PIECHOWIAK - nr na liście 3";"Marcin Bartosz PORZUCEK - nr na liście 4";"Michał Witold ZIELIŃSKI - nr na liście 5";"Dorota BANAŚ - nr na liście 6";"Bogdan Włodzimierz FLEMING - nr na liście 7";"Danuta Maria NIJAKA - nr na liście 8";"Maja Małgorzata JANKOWSKA - nr na liście 9";"Józef FELCYN - nr na liście 10";"Maria Lidia MILER - nr na liście 11";"Robert Piotr KASPRZAK - nr na liście 12";"Andrzej Janusz OKPISZ - nr na liście 13";"Rafał PRĘTKOWSKI - nr na liście 14";"Wiesław PIETRUCZUK - nr na liście 15";"Emilia MUZYKA - nr na liście 16";"Maria Joanna KARDASZ - nr na liście 17";"Krzysztof Jakub BŁASZCZYK - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Dariusz Marian STANDERSKI - nr na liście 1";"Romuald Kazimierz AJCHLER - nr na liście 2";"Kamil Bartosz BOCIAN - nr na liście 3";"Agnieszka Magdalena GRZECHOWIAK - nr na liście 4";"Katarzyna JÓZEFOWSKA - nr na liście 5";"Anna Elżbieta WILK-BARAN - nr na liście 6";"Jacek Tadeusz FLIEGER - nr na liście 7";"Karolina SMYKOWSKA - nr na liście 8";"Stanisław Tomasz ŚLIWAK - nr na liście 9";"Paulina BIRULA - nr na liście 10";"Andrzej MELIŃSKI - nr na liście 11";"Natalia Ewa MINGE - nr na liście 12";"Maksym KAPLANSKYY - nr na liście 13";"Patrycja Monika BUŚKO - nr na liście 14";"Marta Grażyna BILON - nr na liście 15";"Jakub Paweł MIĘSIKOWSKI - nr na liście 16";"Hanna MAŃKOWSKA - nr na liście 17";"Adam Roman CUKIER - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Adam URBAŃSKI - nr na liście 1";"Jerzy Józef MOEGLICH - nr na liście 2";"Patrycja Martyna STEMPNIAK - nr na liście 3";"Małgorzata JĘDRYCH - nr na liście 4";"Agata Jadwiga OSTASZEWSKA - nr na liście 5";"Radosław MUSIAŁ - nr na liście 6";"Justyna Tamara WIATR - nr na liście 7";"Marcin Marian MAHSEL - nr na liście 8";"Radosław KOS - nr na liście 9";"Weronika DOMAGAŁA - nr na liście 10";"Daniel WŁUDARCZAK - nr na liście 11";"Adam FELDMANN - nr na liście 12";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Maria Małgorzata JANYSKA - nr na liście 1";"Jakub Adam RUTNICKI - nr na liście 2";"Iwona Maria KAMIŃSKA-LECH - nr na liście 3";"Zbigniew Czesław AJCHLER - nr na liście 4";"Killion Munzele MUNYAMA - nr na liście 5";"Henryk Marian SZOPIŃSKI - nr na liście 6";"Dorota Ewa TUŁODZIECKA-ADAMS - nr na liście 7";"Janusz MROZKOWIAK - nr na liście 8";"Karolina URYZAJ - nr na liście 9";"Krzysztof POSZWA - nr na liście 10";"Artur Łukasz WRÓBLEWSKI - nr na liście 11";"Tomasz Marek WOJCIECHOWSKI - nr na liście 12";"Lidia NOWAKOWSKA - nr na liście 13";"Arkadiusz Jerzy DOLECKI - nr na liście 14";"Magdalena SROKA - nr na liście 15";"Agnieszka Małgorzata KOWALSKA - nr na liście 16";"Maria Małgorzata JEWSZEL-CHABERSKA - nr na liście 17";"Rafał Maciej LIPSKI - nr na liście 18"
"f079-c4c9-913a-6731-f846-8262-2da9-60c5";"301603";"38";"2";"wieś";"stały";"Przedszkole Publiczne, ul. Brzozowa 16, 64-630 Ryczywół";"gm. Ryczywół";"obornicki";"wielkopolskie";"937";"1034";"463";"474";"0";"1";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"14";"12";"2";"0";"460";"129";"106";"3";"0";"3";"3";"3";"1";"0";"0";"1";"1";"3";"1";"2";"0";"0";"1";"1";"223";"77";"17";"14";"17";"77";"8";"0";"0";"0";"0";"2";"0";"1";"1";"0";"1";"5";"3";"32";"10";"6";"3";"4";"1";"3";"0";"0";"0";"2";"0";"2";"0";"0";"0";"0";"0";"1";"28";"9";"0";"4";"3";"0";"2";"3";"0";"1";"0";"2";"4";"48";"18";"19";"1";"3";"1";"0";"0";"0";"1";"2";"0";"1";"2";"0";"0";"0";"0";"0"
"c1fd-baab-9e7e-1260-fb3f-a784-f97e-5d5c";"301603";"38";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Ludomach, Ludomy 25, 64-603 Ludomy";"gm. Ryczywół";"obornicki";"wielkopolskie";"706";"776";"304";"402";"0";"2";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"8";"7";"1";"0";"394";"95";"67";"4";"0";"3";"0";"3";"1";"11";"0";"0";"2";"1";"1";"0";"0";"0";"1";"1";"152";"47";"13";"22";"7";"37";"6";"0";"5";"0";"0";"0";"0";"3";"2";"0";"2";"3";"5";"51";"22";"17";"1";"2";"1";"0";"1";"1";"0";"0";"2";"0";"0";"0";"1";"0";"1";"2";"19";"9";"3";"2";"0";"1";"1";"1";"0";"0";"1";"0";"1";"77";"22";"33";"1";"7";"5";"0";"2";"0";"1";"0";"2";"0";"0";"0";"1";"1";"0";"2"
"f9cb-9da3-235b-f13a-fd0f-c892-69d8-3e7f";"301603";"38";"4";"wieś";"stały";"Świetlica wiejska w Radomiu, Radom 33, 64-630 Ryczywół";"gm. Ryczywół";"obornicki";"wielkopolskie";"238";"255";"128";"110";"0";"1";"0";"0";"0";"0";"0";"0";"0";"110";"0";"0";"110";"2";"0";"2";"0";"108";"24";"15";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"58";"23";"5";"2";"9";"10";"4";"0";"1";"0";"0";"0";"1";"0";"0";"0";"2";"0";"1";"6";"2";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"9";"3";"0";"2";"1";"2";"0";"0";"0";"0";"0";"0";"1";"11";"6";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"0f1f-6048-c7dc-3498-0751-079c-ebbc-7ae6";"301603";"38";"5";"wieś";"stały";"Świetlica wiejska w Gorzewie, Gorzewo 12, 64-630 Ryczywół";"gm. Ryczywół";"obornicki";"wielkopolskie";"463";"508";"188";"275";"0";"0";"0";"0";"0";"0";"0";"0";"0";"275";"0";"0";"275";"11";"10";"1";"0";"264";"61";"46";"0";"0";"2";"1";"1";"1";"0";"0";"0";"0";"2";"4";"1";"2";"1";"0";"0";"107";"34";"8";"5";"9";"33";"2";"0";"0";"1";"1";"0";"0";"10";"0";"0";"0";"0";"4";"24";"7";"9";"4";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"19";"9";"1";"2";"0";"0";"1";"1";"1";"1";"3";"0";"0";"53";"28";"12";"0";"1";"0";"3";"0";"0";"0";"1";"4";"0";"1";"0";"1";"0";"0";"2"
"9cf1-c3ec-c7eb-b0c1-8d42-6c45-a132-d8e1";"301603";"38";"6";"wieś";"stały";"Świetlica wiejska w Lipie, Lipa 74a, 64-603 Ludomy";"gm. Ryczywół";"obornicki";"wielkopolskie";"693";"733";"337";"356";"0";"1";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"12";"11";"1";"0";"344";"85";"70";"1";"2";"0";"2";"1";"0";"0";"1";"0";"2";"0";"0";"0";"0";"0";"1";"5";"142";"25";"15";"17";"12";"38";"11";"1";"1";"4";"0";"2";"5";"3";"0";"1";"2";"1";"4";"25";"8";"3";"5";"5";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"1";"16";"8";"1";"3";"0";"1";"1";"0";"0";"0";"2";"0";"0";"76";"34";"21";"3";"5";"3";"0";"1";"1";"3";"0";"3";"2";"0";"0";"0";"0";"0";"0"
"8aaa-c0da-0ae1-28cd-3611-4f89-d8bd-a643";"301603";"38";"7";"wieś";"stały";"Warsztaty Terapii Zajęciowej w Wiardunkach, Wiardunki 64, 64-630 Ryczywół";"gm. Ryczywół";"obornicki";"wielkopolskie";"289";"326";"91";"198";"0";"2";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0";"198";"3";"3";"0";"0";"195";"45";"32";"0";"0";"1";"2";"2";"1";"0";"0";"1";"0";"1";"1";"1";"0";"1";"0";"2";"86";"27";"2";"6";"23";"16";"7";"0";"2";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"16";"4";"7";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"1";"0";"9";"1";"1";"3";"0";"0";"0";"0";"0";"1";"2";"0";"1";"39";"10";"12";"2";"10";"2";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0"
"f759-45ce-a40b-7d39-1be2-f37c-2c31-13de";"301901";"38";"1";"miasto";"stały";"Szkoła Podstawowa Nr 5 im. Dzieci Polskich, al. Niepodległości 18, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2522";"2775";"882";"1656";"6";"17";"0";"0";"0";"0";"0";"0";"0";"1651";"0";"0";"1651";"15";"6";"9";"0";"1636";"179";"43";"98";"6";"2";"1";"3";"2";"2";"2";"3";"8";"2";"1";"1";"0";"1";"1";"3";"473";"95";"52";"82";"191";"5";"20";"0";"2";"2";"4";"3";"2";"1";"0";"0";"3";"5";"6";"268";"93";"52";"49";"11";"7";"8";"3";"5";"16";"4";"0";"8";"1";"3";"2";"0";"2";"4";"139";"67";"3";"3";"11";"13";"10";"11";"2";"3";"7";"4";"5";"577";"278";"72";"65";"27";"37";"46";"3";"2";"6";"4";"1";"17";"3";"1";"1";"2";"0";"12"
"8543-974e-a64b-4793-f02e-9db0-27b2-ae05";"301901";"38";"2";"miasto";"stały";"Szkoła Podstawowa nr 5 im. Dzieci Polskich, ul. Kujawska 18, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2749";"2964";"994";"1755";"4";"10";"1";"1";"0";"0";"0";"0";"1";"1756";"1";"0";"1756";"17";"6";"11";"0";"1739";"141";"45";"65";"0";"2";"0";"3";"2";"0";"3";"3";"3";"2";"2";"3";"3";"2";"0";"3";"576";"114";"47";"107";"254";"0";"20";"0";"1";"10";"4";"3";"2";"1";"0";"0";"4";"1";"8";"300";"109";"81";"39";"19";"6";"3";"2";"11";"10";"1";"0";"6";"1";"5";"1";"1";"3";"2";"101";"57";"8";"6";"4";"5";"7";"3";"1";"3";"3";"2";"2";"621";"334";"65";"58";"27";"52";"32";"2";"0";"3";"9";"1";"19";"1";"0";"3";"3";"7";"5"
"2284-0285-d1cc-ff6e-4ad2-7711-f791-6b88";"301901";"38";"3";"miasto";"stały";"I Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie, ul. Wincentego Pola 11, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2479";"2719";"846";"1633";"2";"11";"0";"0";"0";"0";"0";"0";"0";"1633";"0";"0";"1633";"17";"10";"7";"0";"1616";"169";"37";"82";"7";"3";"0";"5";"4";"0";"5";"0";"11";"1";"1";"4";"4";"3";"0";"2";"592";"102";"65";"102";"275";"1";"25";"0";"1";"3";"3";"2";"3";"0";"1";"0";"4";"3";"2";"249";"91";"82";"20";"9";"6";"3";"0";"4";"11";"3";"1";"8";"2";"4";"0";"2";"1";"2";"102";"38";"3";"7";"6";"8";"10";"18";"0";"3";"3";"1";"5";"504";"301";"50";"34";"29";"29";"27";"2";"0";"2";"3";"0";"13";"1";"0";"2";"7";"1";"3"
"bf03-1ef0-420b-eb4f-1897-497c-a00b-137c";"301901";"38";"4";"miasto";"stały";"Regionalne Centrum Kultury-Fabryka Emocji, pl. Staszica 1, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2517";"2775";"912";"1603";"8";"20";"0";"0";"0";"0";"0";"0";"0";"1602";"0";"0";"1602";"13";"8";"5";"0";"1589";"135";"37";"59";"1";"2";"1";"3";"3";"1";"5";"0";"9";"1";"5";"4";"1";"1";"0";"2";"594";"147";"67";"95";"238";"8";"11";"0";"1";"4";"2";"8";"1";"1";"3";"0";"3";"2";"3";"244";"82";"58";"33";"15";"4";"7";"1";"2";"13";"5";"3";"6";"2";"4";"1";"0";"1";"7";"87";"46";"3";"9";"7";"5";"2";"6";"4";"0";"1";"0";"4";"529";"304";"56";"47";"29";"23";"36";"1";"1";"3";"6";"2";"8";"3";"0";"1";"3";"1";"5"
"85b3-3b43-9900-abc0-4066-7fd7-a863-2335";"301901";"38";"5";"miasto";"stały";"Szkoła Podstawowa nr 7 im. Adama Mickiewicza, al. Wojska Polskiego 45, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2204";"2381";"712";"1492";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1488";"0";"0";"1488";"13";"5";"8";"0";"1475";"159";"37";"85";"1";"3";"0";"5";"4";"1";"2";"1";"8";"2";"2";"1";"3";"1";"0";"3";"467";"97";"54";"69";"195";"3";"19";"1";"0";"2";"2";"5";"1";"0";"0";"1";"12";"2";"4";"236";"68";"57";"37";"18";"3";"4";"2";"11";"6";"4";"1";"8";"0";"6";"1";"4";"2";"4";"107";"52";"3";"5";"3";"15";"7";"4";"3";"1";"7";"1";"6";"506";"263";"52";"48";"31";"30";"40";"1";"2";"3";"4";"6";"10";"1";"0";"3";"4";"1";"7"
"0d97-886c-c36a-1d99-8b0e-ab76-0cf6-5e25";"301901";"38";"6";"miasto";"stały";"Publiczne Przedszkole nr 13, ul. Kraszewskiego 2, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2150";"2348";"646";"1504";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1504";"0";"0";"1504";"16";"8";"8";"0";"1488";"162";"35";"88";"17";"1";"1";"4";"0";"3";"2";"1";"1";"4";"3";"1";"0";"0";"0";"1";"427";"80";"60";"59";"182";"1";"18";"0";"1";"1";"7";"1";"2";"1";"0";"0";"8";"1";"5";"291";"85";"76";"52";"15";"11";"4";"3";"5";"16";"1";"0";"4";"2";"6";"0";"4";"1";"6";"109";"59";"2";"4";"2";"8";"11";"3";"1";"2";"7";"2";"8";"499";"262";"36";"52";"29";"39";"39";"2";"0";"1";"6";"0";"15";"6";"1";"3";"1";"2";"5"
"e81b-c42b-53d4-8be1-c91c-2e87-9559-345d";"301901";"38";"7";"miasto";"stały";"Publiczne Przedszkole nr 12, ul. Reja 11, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2066";"2245";"524";"1542";"1";"12";"0";"0";"0";"0";"0";"0";"0";"1542";"0";"0";"1542";"10";"3";"7";"0";"1532";"145";"39";"74";"5";"1";"2";"6";"2";"1";"6";"0";"4";"0";"1";"0";"1";"1";"1";"1";"480";"105";"51";"60";"216";"6";"14";"2";"2";"7";"1";"7";"0";"1";"1";"0";"3";"1";"3";"250";"85";"66";"33";"14";"8";"2";"2";"3";"13";"8";"2";"6";"1";"2";"0";"1";"2";"2";"122";"58";"9";"6";"6";"8";"9";"6";"3";"3";"9";"1";"4";"535";"284";"70";"60";"18";"34";"31";"0";"2";"3";"4";"2";"9";"5";"0";"4";"6";"1";"2"
"ac6c-20f3-96f4-ca51-e91a-8c10-d63d-623e";"301901";"38";"8";"miasto";"stały";"Szkoła Podstawowa nr 6 im. Lotników Polskich, ul. Żeromskiego 41, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1454";"1552";"392";"1062";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1061";"0";"0";"1061";"11";"7";"4";"0";"1050";"89";"21";"40";"2";"1";"0";"4";"2";"1";"2";"0";"7";"0";"1";"6";"0";"1";"0";"1";"361";"73";"41";"50";"158";"2";"15";"1";"2";"3";"3";"4";"0";"0";"0";"0";"5";"1";"3";"193";"57";"54";"36";"10";"4";"3";"0";"2";"6";"5";"0";"3";"3";"0";"1";"1";"4";"4";"65";"33";"7";"4";"3";"5";"3";"4";"0";"1";"3";"0";"2";"342";"180";"36";"39";"10";"34";"17";"0";"0";"2";"2";"2";"8";"1";"0";"2";"0";"2";"7"
"7ed2-1a98-2f25-9b27-8f90-f167-7f5f-6dda";"301901";"38";"9";"miasto";"stały";"Szkoła Podstawowa nr 6 im. Lotników Polskich, ul. Żeromskiego 41, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1493";"1655";"333";"1160";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1160";"0";"0";"1160";"8";"1";"7";"0";"1152";"125";"35";"65";"0";"5";"0";"2";"1";"1";"1";"1";"3";"1";"4";"2";"0";"0";"0";"4";"361";"67";"36";"50";"181";"1";"7";"3";"0";"0";"4";"2";"1";"0";"1";"0";"2";"2";"4";"242";"80";"69";"33";"15";"3";"3";"2";"2";"7";"4";"3";"2";"1";"5";"3";"3";"0";"7";"54";"30";"4";"2";"2";"3";"4";"6";"0";"1";"1";"1";"0";"370";"184";"38";"42";"21";"25";"36";"0";"1";"2";"3";"2";"10";"2";"0";"0";"1";"1";"2"
"b4ee-9233-20e5-a586-6494-eae8-b9e1-080c";"301901";"38";"10";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji-Mała Hala Treningowa, ul. Żeromskiego 90, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"523";"567";"114";"409";"0";"5";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"2";"2";"0";"0";"405";"41";"11";"20";"2";"0";"1";"0";"1";"0";"0";"0";"4";"2";"0";"0";"0";"0";"0";"0";"126";"19";"27";"12";"52";"3";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"3";"2";"55";"27";"6";"5";"3";"2";"0";"0";"2";"3";"0";"1";"3";"0";"1";"0";"0";"2";"0";"34";"22";"0";"5";"1";"1";"0";"0";"1";"2";"2";"0";"0";"149";"76";"15";"9";"6";"5";"19";"1";"0";"0";"4";"2";"9";"0";"0";"0";"0";"3";"0"
"2ff3-1a6c-ad2e-d0c8-b87b-45ae-6a55-c192";"301901";"38";"11";"miasto";"stały";"Szkoła Podstawowa nr 3 im. Jana Brzechwy, ul. Brzozowa 4, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1650";"1796";"452";"1198";"3";"13";"0";"0";"0";"0";"0";"0";"0";"1198";"0";"0";"1198";"5";"3";"2";"0";"1193";"126";"30";"73";"5";"1";"0";"0";"1";"0";"2";"0";"3";"2";"2";"6";"0";"0";"0";"1";"349";"54";"54";"66";"136";"2";"21";"0";"0";"1";"1";"1";"2";"0";"1";"0";"4";"1";"5";"213";"70";"35";"45";"11";"4";"4";"0";"7";"12";"7";"3";"6";"1";"3";"1";"0";"4";"0";"71";"40";"6";"1";"1";"3";"4";"4";"2";"2";"3";"3";"2";"434";"238";"67";"37";"11";"20";"26";"1";"0";"1";"8";"1";"10";"3";"0";"2";"2";"1";"6"
"4a2a-7fe4-4536-fa62-3955-38d1-b161-e2d5";"301901";"38";"12";"miasto";"stały";"Liceum Ogólnokształcące Towarzystwa Salezjańskiego im. Św. Jana Bosko, ul. Dembowskiego 4, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1666";"1787";"382";"1284";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1284";"0";"0";"1284";"5";"2";"3";"0";"1279";"131";"37";"52";"6";"0";"1";"1";"1";"1";"0";"2";"20";"1";"1";"4";"0";"3";"0";"1";"402";"79";"50";"63";"171";"1";"12";"0";"1";"5";"5";"6";"1";"0";"0";"1";"4";"1";"2";"212";"82";"54";"33";"11";"1";"1";"0";"3";"10";"2";"1";"6";"0";"1";"0";"3";"3";"1";"71";"38";"1";"3";"1";"7";"8";"3";"0";"1";"4";"0";"5";"463";"250";"70";"27";"22";"22";"31";"0";"2";"1";"4";"3";"16";"0";"1";"2";"2";"1";"9"
"e03e-e2bc-4bfc-c10f-27bd-b996-28b9-7713";"301901";"38";"13";"miasto";"stały";"ENEA Operator Sp. z o. o. Rejon Dystrybucji Piła, al. Poznańska 34, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1182";"1273";"371";"811";"0";"10";"0";"0";"0";"0";"0";"0";"0";"811";"0";"0";"811";"5";"4";"1";"0";"806";"77";"15";"42";"2";"1";"0";"0";"0";"1";"1";"1";"8";"1";"4";"0";"0";"0";"0";"1";"267";"61";"34";"43";"105";"1";"13";"2";"0";"1";"3";"1";"1";"0";"0";"0";"1";"0";"1";"170";"56";"53";"17";"9";"2";"5";"0";"1";"8";"5";"2";"5";"2";"1";"0";"1";"0";"3";"50";"25";"3";"2";"1";"7";"3";"3";"1";"1";"2";"0";"2";"242";"133";"33";"19";"11";"13";"15";"0";"1";"1";"1";"0";"5";"4";"1";"0";"1";"1";"3"
"2bce-edf8-931e-d043-452f-120b-823b-3236";"301901";"38";"14";"miasto";"stały";"Siedziba Zarządu Osiedla Motylewo, ul. Sowia 2, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"634";"667";"131";"503";"1";"5";"0";"0";"0";"0";"0";"0";"0";"503";"0";"0";"503";"7";"5";"2";"0";"496";"55";"18";"24";"2";"4";"0";"1";"1";"0";"1";"0";"2";"1";"0";"1";"0";"0";"0";"0";"119";"15";"16";"22";"55";"1";"3";"0";"0";"3";"0";"2";"0";"0";"0";"0";"0";"1";"1";"70";"24";"21";"6";"3";"3";"0";"1";"2";"0";"4";"0";"1";"0";"2";"2";"1";"0";"0";"46";"23";"2";"0";"2";"3";"7";"5";"0";"0";"0";"1";"3";"206";"100";"42";"15";"4";"8";"18";"1";"0";"4";"3";"0";"4";"3";"0";"1";"1";"0";"2"
"dd75-09b8-e92b-ad79-33a2-e94a-253c-80ca";"301901";"38";"15";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy im. Marii Grzegorzewskiej, ul. Śniadeckich 27, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"572";"627";"131";"441";"0";"4";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"4";"3";"1";"0";"437";"29";"11";"10";"1";"0";"0";"0";"1";"0";"0";"0";"2";"1";"2";"1";"0";"0";"0";"0";"135";"22";"11";"12";"46";"0";"3";"0";"0";"0";"0";"33";"2";"0";"0";"0";"1";"0";"5";"79";"34";"16";"11";"0";"1";"0";"3";"2";"2";"0";"0";"4";"0";"2";"0";"1";"1";"2";"19";"7";"2";"1";"0";"4";"1";"2";"0";"1";"1";"0";"0";"175";"93";"16";"26";"9";"13";"6";"1";"0";"0";"1";"1";"4";"1";"0";"1";"1";"1";"1"
"f546-6460-b3c6-ed3c-c6ae-7d72-fdbe-b68b";"301901";"38";"16";"miasto";"stały";"Publiczne Przedszkole nr 19 im. Misia Uszatka, ul. Królowej Jadwigi 20, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"889";"964";"161";"728";"0";"2";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"2";"2";"0";"0";"726";"102";"27";"57";"7";"0";"1";"4";"1";"0";"0";"0";"2";"1";"0";"1";"0";"0";"0";"1";"123";"20";"14";"12";"54";"1";"10";"0";"0";"0";"2";"6";"1";"0";"0";"2";"1";"0";"0";"176";"76";"39";"28";"6";"0";"1";"2";"1";"11";"2";"0";"1";"0";"3";"0";"0";"1";"5";"30";"19";"1";"1";"1";"2";"1";"2";"0";"0";"2";"0";"1";"295";"157";"40";"43";"11";"8";"14";"0";"3";"0";"3";"0";"7";"2";"0";"0";"3";"2";"2"
"f236-964d-9f4f-a151-d1d7-5caa-a71f-24cd";"301901";"38";"17";"miasto";"stały";"Szkoła Podstawowa Nr 11 im. Królowej Jadwigi, ul. Królowej Jadwigi 2, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1855";"1992";"508";"1347";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1348";"0";"0";"1348";"10";"7";"3";"0";"1338";"169";"31";"123";"3";"1";"0";"2";"0";"0";"1";"0";"3";"3";"1";"0";"1";"0";"0";"0";"445";"103";"49";"64";"152";"3";"28";"3";"1";"5";"1";"28";"1";"0";"0";"0";"0";"4";"3";"218";"80";"36";"38";"14";"8";"1";"0";"6";"13";"1";"4";"4";"0";"1";"0";"6";"2";"4";"73";"39";"5";"0";"5";"9";"7";"3";"0";"1";"2";"1";"1";"433";"232";"60";"57";"16";"16";"23";"0";"0";"1";"7";"1";"9";"3";"0";"2";"1";"3";"2"
