"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Radosław LUBCZYK - nr na liście 1";"Stefan Józef ROMECKI - nr na liście 2";"Elżbieta Henryka GUMIŃSKA-WASIAK - nr na liście 3";"Lech BANY - nr na liście 4";"Jerzy HARŁACZ - nr na liście 5";"Agnieszka Alicja BRODOWSKA - nr na liście 6";"Stanisław KUCZYŃSKI - nr na liście 7";"Aldona Teresa PIASKOWSKA - nr na liście 8";"Adam DRAPAŁA - nr na liście 9";"Roman WIŚNIEWSKI - nr na liście 10";"Sylwia HALAMA - nr na liście 11";"Agata Anna SŁODKOWSKA - nr na liście 12";"Piotr IWAT - nr na liście 13";"Halina SAMEK - nr na liście 14";"Marcin MAJCZYNA - nr na liście 15";"Ryszard Józef MIĆKO - nr na liście 16";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Czesław HOC - nr na liście 1";"Paweł Maciej SZEFERNAKER - nr na liście 2";"Małgorzata Joanna GOLIŃSKA - nr na liście 3";"Stefan Zdzisław STRZAŁKOWSKI - nr na liście 4";"Marek Andrzej SUBOCZ - nr na liście 5";"Artur WIŚNIEWSKI - nr na liście 6";"Jan Andrzej OWSIAK - nr na liście 7";"Izabella Marzena SOZAŃSKA-MAJCHRZAK - nr na liście 8";"Jakub Mikołaj PYŻANOWSKI - nr na liście 9";"Ryszard Ambroży CHRUŚCIEL - nr na liście 10";"Barbara NAGÓRSKA - nr na liście 11";"Grzegorz BŁASZCZYK - nr na liście 12";"Barbara KĘDZIOR - nr na liście 13";"Halina Zofia SZTREJA - nr na liście 14";"Jacek Piotr SZADZEWICZ - nr na liście 15";"Emilia Kazimiera NIEMYT - nr na liście 16";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Małgorzata Barbara PROKOP-PACZKOWSKA - nr na liście 1";"Jerzy Waldemar KOTLĘGA - nr na liście 2";"Jacek Artur WEZGRAJ - nr na liście 3";"Andrzej LEWANDOWSKI - nr na liście 4";"Agnieszka SZUBA - nr na liście 5";"Lech Antoni FABIAŃCZYK - nr na liście 6";"Agnieszka Katarzyna MASTALERZ - nr na liście 7";"Józef Romuald SZKANDERA - nr na liście 8";"Ewa Bożena KOKOT - nr na liście 9";"Katarzyna Petronela PAPROCKA - nr na liście 10";"Magdalena Teresa KUSIAKIEWICZ - nr na liście 11";"Hanna KUJATH - nr na liście 12";"Marcin Dominik ADAMCZYK - nr na liście 13";"Łukasz Patryk OLSZEWSKI - nr na liście 14";"Maciej Walenty BOCK - nr na liście 15";"Małgorzata Genowefa CHYŁA - nr na liście 16";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Krzysztof Robert CHMIELEWSKI - nr na liście 1";"Aleksandra Urszula ZADENCKA - nr na liście 2";"Monika TKACZYK - nr na liście 3";"Edyta BELKA - nr na liście 4";"Piotr KARPIŃSKI - nr na liście 5";"Mieczysław Eugeniusz ARCIUSZKIEWICZ - nr na liście 6";"Małgorzata Dorota KOTWICKA - nr na liście 7";"Mateusz Jacek WOJTASZEWSKI - nr na liście 8";"Agata Anna RADEK - nr na liście 9";"Kamil WĄWOŹNY - nr na liście 10";"Kamilla Maria CZERWIŃSKA - nr na liście 11";"Łukasz KUREK - nr na liście 12";"Artur Jan SZULGANIUK - nr na liście 13";"Michał RAWDANOWICZ - nr na liście 14";"Artur GŁOWACKI - nr na liście 15";"Dariusz Tadeusz KOT - nr na liście 16";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Piotr Benedykt ZIENTARSKI - nr na liście 1";"Tomasz CZUCZAK - nr na liście 2";"Marek Tomasz HOK - nr na liście 3";"Barbara Anna GRYGORCEWICZ - nr na liście 4";"Paweł SUSKI - nr na liście 5";"Adam OSTASZEWSKI - nr na liście 6";"Elżbieta Wiesława KARLIŃSKA - nr na liście 7";"Tomasz STRZĄBAŁA - nr na liście 8";"Wioletta KASZAK - nr na liście 9";"Jacek Jerzy KOZŁOWSKI - nr na liście 10";"Marek Tomasz FIRKOWSKI - nr na liście 11";"Marcin Sylwester URBANIAK - nr na liście 12";"Danuta Zofia BUTRYM - nr na liście 13";"Małgorzata LEŚNIEWSKA - nr na liście 14";"Anna BAŃKOWSKA - nr na liście 15";"Jerzy HARDIE-DOUGLAS - nr na liście 16"
"369a-bdf2-ced2-356b-1773-4c42-52b0-ef42";"320906";"40";"1";"miasto";"stały";"Urząd Miejski w Polanowie, Blok I, ul. Wolności 4, 76-010 Polanów";"gm. Polanów";"koszaliński";"zachodniopomorskie";"1310";"1443";"496";"814";"1";"5";"0";"0";"0";"0";"0";"0";"0";"813";"0";"0";"813";"14";"10";"4";"0";"799";"87";"27";"20";"8";"1";"1";"3";"1";"1";"1";"3";"1";"1";"15";"1";"1";"2";"275";"106";"78";"33";"6";"12";"13";"3";"1";"6";"0";"2";"7";"1";"1";"1";"5";"115";"33";"23";"23";"9";"1";"0";"0";"0";"2";"4";"1";"1";"1";"0";"9";"8";"50";"22";"1";"5";"15";"2";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"2";"272";"164";"43";"5";"33";"10";"2";"6";"0";"2";"0";"0";"1";"0";"1";"1";"4"
"4b44-7cf4-b4e5-b0ae-9e8d-d5f9-73ba-0813";"320906";"40";"2";"miasto";"stały";"Urząd Miejski w Polanowie, Blok II, ul. Wolności 4, 76-010 Polanów";"gm. Polanów";"koszaliński";"zachodniopomorskie";"804";"870";"324";"480";"0";"3";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"12";"8";"4";"0";"468";"50";"12";"18";"4";"0";"1";"1";"0";"0";"1";"1";"3";"2";"6";"0";"0";"1";"175";"69";"49";"26";"3";"5";"13";"2";"2";"1";"1";"0";"3";"0";"0";"0";"1";"65";"26";"12";"15";"0";"0";"0";"1";"0";"2";"4";"0";"0";"1";"0";"0";"4";"32";"13";"0";"3";"11";"1";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"1";"146";"86";"26";"1";"11";"2";"3";"4";"3";"0";"0";"1";"1";"0";"2";"1";"5"
"cae8-0a11-97ec-3896-3267-3092-1eb0-48d6";"320906";"40";"3";"wieś";"stały";"Środowiskowy Dom Samopomocy, Krąg 5, 76-010 Polanów";"gm. Polanów";"koszaliński";"zachodniopomorskie";"340";"369";"195";"145";"0";"0";"0";"0";"0";"0";"0";"0";"0";"145";"0";"0";"145";"4";"3";"1";"0";"141";"19";"5";"5";"1";"2";"0";"0";"1";"0";"1";"0";"2";"2";"0";"0";"0";"0";"73";"27";"23";"10";"0";"2";"3";"1";"2";"0";"0";"1";"2";"0";"1";"0";"1";"11";"4";"0";"2";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"7";"3";"0";"0";"1";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"16";"6";"0";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2"
"b993-f1a0-9edd-3d98-f912-90f6-d722-b5a8";"320906";"40";"4";"wieś";"stały";"Polanowski Ośrodek Kultury i Sportu, ul. Polna 4, 76-010 Polanów";"gm. Polanów";"koszaliński";"zachodniopomorskie";"1165";"1275";"746";"419";"0";"5";"0";"0";"0";"0";"0";"0";"0";"419";"0";"0";"419";"12";"8";"4";"0";"407";"57";"10";"17";"7";"0";"0";"6";"2";"0";"2";"0";"2";"2";"8";"0";"1";"0";"184";"69";"49";"22";"5";"2";"8";"7";"0";"0";"2";"4";"8";"5";"2";"0";"1";"38";"12";"9";"7";"0";"0";"0";"0";"1";"1";"0";"0";"1";"2";"1";"2";"2";"26";"4";"0";"4";"5";"3";"1";"0";"0";"4";"0";"0";"1";"0";"0";"3";"1";"102";"64";"8";"1";"13";"5";"1";"3";"2";"0";"0";"0";"1";"1";"0";"1";"2"
"8a13-2d60-b7af-0141-c3e2-8ad4-34dd-39ef";"320906";"40";"5";"wieś";"stały";"Szkoła Podstawowa, Żydowo 91, 76-010 Polanów";"gm. Polanów";"koszaliński";"zachodniopomorskie";"783";"854";"401";"382";"0";"0";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"13";"9";"4";"0";"369";"49";"13";"13";"5";"1";"2";"2";"1";"0";"3";"2";"0";"1";"6";"0";"0";"0";"170";"86";"37";"16";"4";"1";"9";"3";"2";"0";"0";"5";"4";"1";"0";"1";"1";"35";"8";"4";"10";"2";"0";"2";"1";"1";"0";"0";"0";"2";"1";"0";"0";"4";"23";"7";"1";"3";"4";"0";"1";"0";"0";"2";"0";"1";"3";"0";"0";"1";"0";"92";"48";"11";"7";"7";"1";"0";"2";"0";"2";"0";"1";"1";"0";"0";"1";"11"
"1280-06e0-9203-c473-b858-ba54-435b-690c";"320906";"40";"6";"wieś";"stały";"Szkoła Podstawowa, Bukowo 19, 76-010 Polanów";"gm. Polanów";"koszaliński";"zachodniopomorskie";"510";"559";"279";"231";"1";"0";"0";"0";"0";"0";"0";"0";"0";"231";"0";"0";"231";"13";"7";"6";"0";"218";"17";"5";"2";"1";"0";"0";"2";"0";"2";"0";"3";"1";"1";"0";"0";"0";"0";"119";"56";"39";"8";"2";"0";"2";"2";"2";"0";"0";"2";"5";"1";"0";"0";"0";"21";"9";"0";"8";"0";"2";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"8";"5";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53";"34";"3";"1";"4";"5";"2";"1";"0";"1";"0";"0";"0";"0";"0";"1";"1"
"0d34-f774-23cc-a254-5386-e8a2-b355-6e28";"320906";"40";"7";"wieś";"stały";"Świetlica Wiejska, Nacław 27A, 76-010 Polanów";"gm. Polanów";"koszaliński";"zachodniopomorskie";"1141";"1250";"642";"499";"0";"3";"0";"0";"0";"0";"0";"0";"0";"499";"0";"0";"499";"17";"14";"3";"0";"482";"44";"13";"19";"3";"0";"1";"2";"0";"0";"1";"2";"2";"0";"0";"0";"0";"1";"221";"92";"69";"11";"6";"3";"5";"8";"3";"8";"1";"5";"5";"3";"0";"0";"2";"53";"14";"2";"14";"4";"2";"0";"3";"0";"1";"1";"0";"1";"0";"0";"1";"10";"42";"18";"1";"2";"8";"2";"0";"5";"0";"2";"0";"0";"0";"0";"0";"1";"3";"122";"58";"29";"4";"20";"2";"3";"1";"2";"0";"0";"0";"0";"0";"0";"0";"3"
"7624-6b28-c447-e246-8793-8ea1-cec3-49e9";"320906";"40";"8";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Cetuniu, Cetuń 6, 76-010 Polanów";"gm. Polanów";"koszaliński";"zachodniopomorskie";"51";"51";"29";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"22";"3";"3";"0";"0";"19";"4";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"7";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"6";"1";"2";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"f1fe-03c2-9b8f-b2d4-69a6-a027-e54b-36f1";"320906";"40";"9";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Żydowie, Żydowo 112, 76-010 Polanów";"gm. Polanów";"koszaliński";"zachodniopomorskie";"84";"51";"59";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"25";"3";"1";"2";"0";"22";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"3";"0";"1";"0";"1";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"5";"0";"3";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"3";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"6ee3-3608-f734-6073-a2a2-7a94-8aa4-5c5d";"320907";"40";"1";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Bolesława Chrobrego 4, 76-004 Sianów";"gm. Sianów";"koszaliński";"zachodniopomorskie";"1561";"1709";"666";"895";"2";"6";"0";"0";"0";"0";"0";"0";"0";"895";"0";"0";"895";"10";"8";"2";"0";"885";"82";"21";"22";"10";"2";"3";"2";"5";"1";"1";"3";"4";"1";"2";"2";"2";"1";"343";"62";"173";"18";"11";"4";"19";"6";"2";"30";"1";"4";"3";"5";"3";"1";"1";"158";"56";"8";"46";"10";"12";"2";"2";"0";"10";"1";"0";"1";"1";"2";"0";"7";"77";"33";"4";"4";"6";"1";"4";"1";"0";"2";"2";"7";"3";"3";"2";"2";"3";"225";"93";"59";"5";"37";"1";"4";"1";"5";"6";"0";"2";"0";"0";"7";"0";"5"
"d74c-8a28-9b4c-6604-71c4-d7da-7d47-6ccb";"320907";"40";"2";"miasto";"stały";"Przedszkole Gminne, ul. Słowackiego 3, 76-004 Sianów";"gm. Sianów";"koszaliński";"zachodniopomorskie";"1250";"1372";"446";"804";"0";"2";"0";"0";"0";"0";"0";"0";"0";"804";"0";"0";"804";"8";"6";"2";"0";"796";"82";"18";"30";"16";"0";"2";"3";"1";"1";"2";"3";"2";"0";"2";"0";"0";"2";"293";"57";"154";"15";"5";"4";"14";"0";"4";"19";"2";"4";"6";"1";"1";"1";"6";"126";"45";"19";"33";"8";"7";"2";"3";"1";"3";"0";"0";"0";"0";"0";"0";"5";"68";"34";"5";"7";"5";"2";"0";"1";"1";"1";"2";"2";"4";"1";"1";"0";"2";"227";"105";"56";"7";"30";"9";"5";"3";"2";"0";"2";"0";"0";"3";"1";"3";"1"
"06bf-9a0a-e359-4e3f-203f-cf1a-955c-562d";"320907";"40";"3";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Dworcowa 26a, 76-004 Sianów";"gm. Sianów";"koszaliński";"zachodniopomorskie";"1810";"1957";"732";"1078";"3";"4";"0";"0";"0";"0";"0";"0";"0";"1078";"0";"0";"1078";"27";"18";"9";"0";"1051";"120";"33";"33";"14";"3";"5";"4";"4";"0";"4";"2";"8";"0";"6";"0";"1";"3";"351";"71";"165";"18";"11";"8";"20";"7";"3";"29";"0";"5";"2";"7";"2";"1";"2";"175";"62";"21";"45";"13";"2";"4";"1";"0";"10";"3";"0";"2";"1";"0";"4";"7";"69";"33";"1";"3";"6";"5";"2";"1";"0";"2";"0";"5";"1";"0";"0";"5";"5";"336";"121";"81";"15";"54";"11";"6";"2";"16";"5";"2";"0";"1";"2";"9";"4";"7"
"7f63-87f1-b2dd-5cd9-355a-1bef-d57f-902a";"320907";"40";"4";"wieś";"stały";"Szkoła Podstawowa, Szczeglino 15, 76-004 Sianów";"gm. Sianów";"koszaliński";"zachodniopomorskie";"830";"919";"329";"501";"2";"2";"0";"0";"0";"0";"0";"0";"0";"501";"0";"0";"501";"11";"10";"1";"0";"490";"48";"12";"21";"5";"0";"1";"2";"0";"0";"1";"3";"1";"1";"1";"0";"0";"0";"182";"48";"56";"7";"5";"2";"5";"0";"0";"53";"0";"0";"1";"1";"2";"0";"2";"86";"35";"8";"29";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"8";"44";"25";"5";"5";"0";"3";"1";"0";"0";"0";"0";"1";"2";"0";"0";"1";"1";"130";"43";"32";"5";"34";"3";"6";"0";"2";"1";"0";"0";"2";"0";"1";"0";"1"
"7b4f-5bcf-ef4e-b744-8bcc-447b-cc7d-5ed9";"320907";"40";"5";"wieś";"stały";"Świetlica Wiejska, Iwięcino 13, 76-003 Sianów";"gm. Sianów";"koszaliński";"zachodniopomorskie";"590";"635";"301";"289";"0";"0";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"12";"8";"4";"0";"277";"31";"6";"9";"4";"2";"1";"1";"2";"0";"1";"1";"2";"0";"0";"0";"0";"2";"140";"29";"64";"15";"4";"3";"9";"6";"1";"3";"2";"0";"4";"0";"0";"0";"0";"37";"10";"3";"7";"7";"0";"1";"0";"1";"0";"1";"0";"0";"2";"2";"0";"3";"16";"10";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"53";"19";"11";"4";"7";"5";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"3"
"98c8-74fa-1979-a5eb-06a8-1b55-9b20-2331";"320907";"40";"6";"wieś";"stały";"Szkoła Podstawowa, Sucha Koszalińska ul. Morska 6, 76-003 Sianów";"gm. Sianów";"koszaliński";"zachodniopomorskie";"861";"940";"405";"456";"1";"2";"0";"0";"0";"0";"0";"0";"0";"455";"0";"0";"455";"11";"9";"2";"0";"444";"56";"15";"11";"11";"3";"0";"2";"0";"1";"1";"1";"6";"2";"0";"2";"0";"1";"174";"40";"91";"15";"4";"2";"4";"0";"2";"4";"0";"1";"3";"1";"2";"2";"3";"68";"28";"5";"16";"4";"1";"0";"1";"1";"1";"3";"1";"0";"1";"1";"0";"5";"32";"13";"2";"1";"0";"5";"2";"0";"1";"2";"1";"2";"1";"0";"0";"2";"0";"114";"33";"38";"6";"23";"1";"2";"1";"2";"2";"0";"0";"1";"0";"1";"2";"2"
"5702-f026-8c49-ad2f-b3f6-8b17-ff03-5fa1";"320907";"40";"7";"wieś";"stały";"Szkoła Podstawowa, Dąbrowa 55, 76-004 Sianów";"gm. Sianów";"koszaliński";"zachodniopomorskie";"680";"742";"312";"368";"0";"0";"0";"0";"0";"0";"0";"0";"0";"368";"0";"0";"368";"21";"13";"8";"0";"347";"44";"14";"10";"5";"3";"1";"1";"3";"0";"1";"1";"1";"2";"1";"1";"0";"0";"131";"36";"57";"11";"1";"6";"5";"0";"0";"6";"2";"2";"1";"1";"0";"0";"3";"41";"15";"5";"11";"3";"4";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"36";"15";"2";"3";"1";"6";"0";"0";"1";"2";"0";"0";"3";"0";"1";"1";"1";"95";"34";"33";"6";"7";"2";"2";"2";"0";"1";"0";"0";"0";"0";"5";"0";"3"
"0fe8-f52f-a74c-303c-0e73-9b26-9086-ab12";"320907";"40";"8";"wieś";"stały";"Świetlica Wiejska, Ratajki 8, 76-004 Sianów";"gm. Sianów";"koszaliński";"zachodniopomorskie";"370";"404";"244";"126";"0";"0";"0";"0";"0";"0";"0";"0";"0";"126";"0";"0";"126";"1";"0";"1";"0";"125";"17";"6";"2";"2";"0";"0";"0";"1";"1";"0";"0";"3";"1";"0";"1";"0";"0";"37";"9";"15";"2";"0";"1";"2";"0";"0";"3";"1";"0";"4";"0";"0";"0";"0";"22";"10";"2";"6";"2";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"8";"4";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"3";"0";"0";"0";"0";"41";"9";"10";"1";"8";"4";"0";"1";"2";"0";"1";"0";"0";"1";"1";"0";"3"
"28b5-b0ef-69f6-d6dc-f06c-5de4-05ef-a949";"320907";"40";"9";"wieś";"stały";"Świetlica Wiejska, Skibno 24 a, 76-003 Sianów";"gm. Sianów";"koszaliński";"zachodniopomorskie";"570";"619";"250";"320";"0";"0";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"9";"7";"2";"0";"311";"30";"12";"4";"6";"1";"0";"1";"0";"1";"0";"2";"0";"0";"1";"1";"1";"0";"147";"37";"72";"7";"1";"2";"12";"1";"1";"4";"0";"2";"2";"1";"3";"0";"2";"53";"14";"1";"20";"5";"2";"1";"1";"0";"2";"1";"1";"0";"3";"0";"1";"1";"17";"7";"0";"1";"0";"1";"0";"0";"0";"2";"1";"1";"1";"0";"1";"1";"1";"64";"29";"14";"3";"6";"2";"1";"1";"4";"0";"2";"0";"0";"0";"0";"0";"2"
"bbaa-4afe-38fb-0cb6-1bf3-2d2c-22a2-9915";"320907";"40";"10";"wieś";"stały";"Świetlica Wiejska, Wierciszewo 54 a, 76-003 Sianów";"gm. Sianów";"koszaliński";"zachodniopomorskie";"540";"601";"221";"319";"1";"1";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"13";"8";"5";"0";"306";"44";"19";"11";"3";"1";"0";"4";"0";"1";"0";"0";"3";"0";"0";"0";"0";"2";"141";"42";"53";"10";"7";"5";"6";"3";"0";"7";"0";"1";"5";"1";"0";"0";"1";"38";"12";"2";"11";"1";"5";"1";"1";"0";"1";"1";"0";"1";"0";"1";"0";"1";"29";"16";"2";"2";"3";"1";"1";"0";"0";"1";"0";"2";"0";"0";"0";"0";"1";"54";"21";"13";"0";"8";"2";"1";"1";"0";"1";"1";"3";"0";"0";"3";"0";"0"
"4a21-8465-6bb0-9d7a-680b-5e72-81c2-c066";"320907";"40";"11";"wieś";"stały";"Kino Zorza, ul. Plac pod Lipami 2, 76-004 Sianów";"gm. Sianów";"koszaliński";"zachodniopomorskie";"811";"904";"230";"581";"1";"5";"0";"0";"0";"0";"0";"0";"0";"581";"0";"0";"581";"7";"4";"3";"0";"574";"38";"16";"9";"1";"1";"1";"0";"1";"1";"1";"0";"4";"0";"0";"0";"1";"2";"163";"46";"69";"9";"11";"0";"6";"2";"0";"9";"0";"4";"3";"1";"1";"0";"2";"113";"42";"11";"39";"2";"2";"3";"0";"0";"3";"0";"1";"0";"0";"0";"0";"10";"41";"17";"5";"1";"1";"3";"0";"4";"0";"4";"1";"2";"0";"0";"0";"0";"3";"219";"89";"63";"6";"38";"2";"8";"3";"1";"1";"0";"0";"0";"0";"2";"0";"6"
"836a-9920-3217-0359-bfd3-7cfb-9eca-dc3d";"320908";"40";"1";"wieś";"stały";"Multimedialne Centrum Kultury e-Eureka Biblioteka Publiczna, Świeszyno 36, 76-024 Świeszyno";"gm. Świeszyno";"koszaliński";"zachodniopomorskie";"1470";"1598";"453";"1017";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1017";"0";"0";"1017";"12";"4";"8";"0";"1005";"116";"33";"34";"11";"1";"13";"4";"4";"2";"2";"2";"3";"0";"3";"0";"2";"2";"313";"110";"109";"32";"4";"13";"8";"9";"3";"5";"3";"3";"4";"4";"1";"3";"2";"186";"79";"21";"39";"3";"8";"4";"5";"1";"0";"5";"1";"3";"0";"1";"1";"15";"52";"25";"2";"4";"4";"4";"0";"1";"3";"1";"1";"2";"2";"0";"1";"0";"2";"338";"103";"77";"8";"87";"6";"17";"2";"17";"6";"1";"0";"4";"0";"1";"2";"7"
"b316-f708-830d-c434-6c79-29e6-5160-3840";"320908";"40";"2";"wieś";"stały";"Świetlica wiejska, Konikowo 47B, 76-024 Świeszyno";"gm. Świeszyno";"koszaliński";"zachodniopomorskie";"1090";"1183";"247";"843";"1";"4";"0";"0";"0";"0";"0";"0";"0";"843";"0";"0";"843";"8";"6";"2";"0";"835";"77";"22";"23";"8";"1";"3";"2";"2";"0";"1";"2";"5";"2";"5";"0";"0";"1";"227";"66";"91";"19";"9";"7";"9";"1";"2";"7";"1";"3";"4";"2";"1";"1";"4";"140";"46";"9";"46";"11";"3";"1";"1";"0";"1";"3";"0";"1";"0";"3";"2";"13";"50";"21";"4";"3";"0";"3";"1";"3";"0";"4";"1";"0";"2";"1";"0";"2";"5";"341";"116";"101";"13";"71";"4";"7";"2";"6";"3";"1";"0";"0";"2";"2";"2";"11"
"ade6-55f4-6dd8-47de-f505-ecca-e7dc-a7a5";"320908";"40";"3";"wieś";"stały";"Świetlica wiejska, Niekłonice 26A, 76-024 Świeszyno";"gm. Świeszyno";"koszaliński";"zachodniopomorskie";"790";"859";"124";"666";"0";"6";"0";"0";"0";"0";"0";"0";"0";"666";"0";"0";"666";"5";"3";"2";"0";"661";"83";"26";"35";"3";"1";"2";"2";"1";"1";"0";"0";"5";"2";"4";"0";"1";"0";"144";"45";"41";"23";"1";"1";"14";"2";"1";"1";"0";"0";"4";"3";"1";"1";"6";"141";"49";"13";"39";"2";"7";"4";"0";"0";"3";"2";"0";"1";"4";"3";"0";"14";"47";"22";"3";"7";"1";"3";"0";"0";"0";"4";"1";"0";"1";"1";"0";"4";"0";"246";"77";"80";"3";"61";"1";"5";"3";"1";"1";"1";"0";"0";"4";"2";"2";"5"
"8392-6612-0e8d-866f-706c-00eb-88fc-19d6";"320908";"40";"4";"wieś";"stały";"Świetlica wiejska, Strzekęcino 27 - 27A, 76-024 Świeszyno";"gm. Świeszyno";"koszaliński";"zachodniopomorskie";"390";"424";"175";"215";"0";"0";"0";"0";"0";"0";"0";"0";"0";"215";"0";"0";"215";"8";"4";"4";"0";"207";"22";"6";"7";"2";"0";"2";"0";"1";"2";"1";"0";"1";"0";"0";"0";"0";"0";"74";"24";"29";"4";"1";"7";"3";"2";"1";"1";"0";"0";"1";"1";"0";"0";"0";"29";"13";"5";"4";"2";"2";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"14";"5";"1";"2";"0";"4";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"68";"31";"9";"4";"15";"3";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"3"
"2317-3b60-55c4-bc11-dcad-08ff-08ca-ae80";"320908";"40";"5";"wieś";"stały";"Świetlica wiejska, Dunowo 16, 76-024 Świeszyno";"gm. Świeszyno";"koszaliński";"zachodniopomorskie";"470";"508";"212";"258";"0";"0";"0";"0";"0";"0";"0";"0";"0";"258";"0";"0";"258";"15";"13";"2";"0";"243";"33";"19";"5";"1";"0";"4";"0";"2";"0";"0";"0";"0";"1";"1";"0";"0";"0";"89";"29";"28";"3";"1";"1";"11";"3";"1";"1";"1";"3";"1";"3";"1";"0";"2";"40";"14";"8";"9";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"24";"10";"1";"4";"2";"2";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"2";"57";"29";"12";"0";"10";"4";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
