"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Radosław LUBCZYK - nr na liście 1";"Stefan Józef ROMECKI - nr na liście 2";"Elżbieta Henryka GUMIŃSKA-WASIAK - nr na liście 3";"Lech BANY - nr na liście 4";"Jerzy HARŁACZ - nr na liście 5";"Agnieszka Alicja BRODOWSKA - nr na liście 6";"Stanisław KUCZYŃSKI - nr na liście 7";"Aldona Teresa PIASKOWSKA - nr na liście 8";"Adam DRAPAŁA - nr na liście 9";"Roman WIŚNIEWSKI - nr na liście 10";"Sylwia HALAMA - nr na liście 11";"Agata Anna SŁODKOWSKA - nr na liście 12";"Piotr IWAT - nr na liście 13";"Halina SAMEK - nr na liście 14";"Marcin MAJCZYNA - nr na liście 15";"Ryszard Józef MIĆKO - nr na liście 16";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Czesław HOC - nr na liście 1";"Paweł Maciej SZEFERNAKER - nr na liście 2";"Małgorzata Joanna GOLIŃSKA - nr na liście 3";"Stefan Zdzisław STRZAŁKOWSKI - nr na liście 4";"Marek Andrzej SUBOCZ - nr na liście 5";"Artur WIŚNIEWSKI - nr na liście 6";"Jan Andrzej OWSIAK - nr na liście 7";"Izabella Marzena SOZAŃSKA-MAJCHRZAK - nr na liście 8";"Jakub Mikołaj PYŻANOWSKI - nr na liście 9";"Ryszard Ambroży CHRUŚCIEL - nr na liście 10";"Barbara NAGÓRSKA - nr na liście 11";"Grzegorz BŁASZCZYK - nr na liście 12";"Barbara KĘDZIOR - nr na liście 13";"Halina Zofia SZTREJA - nr na liście 14";"Jacek Piotr SZADZEWICZ - nr na liście 15";"Emilia Kazimiera NIEMYT - nr na liście 16";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Małgorzata Barbara PROKOP-PACZKOWSKA - nr na liście 1";"Jerzy Waldemar KOTLĘGA - nr na liście 2";"Jacek Artur WEZGRAJ - nr na liście 3";"Andrzej LEWANDOWSKI - nr na liście 4";"Agnieszka SZUBA - nr na liście 5";"Lech Antoni FABIAŃCZYK - nr na liście 6";"Agnieszka Katarzyna MASTALERZ - nr na liście 7";"Józef Romuald SZKANDERA - nr na liście 8";"Ewa Bożena KOKOT - nr na liście 9";"Katarzyna Petronela PAPROCKA - nr na liście 10";"Magdalena Teresa KUSIAKIEWICZ - nr na liście 11";"Hanna KUJATH - nr na liście 12";"Marcin Dominik ADAMCZYK - nr na liście 13";"Łukasz Patryk OLSZEWSKI - nr na liście 14";"Maciej Walenty BOCK - nr na liście 15";"Małgorzata Genowefa CHYŁA - nr na liście 16";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Krzysztof Robert CHMIELEWSKI - nr na liście 1";"Aleksandra Urszula ZADENCKA - nr na liście 2";"Monika TKACZYK - nr na liście 3";"Edyta BELKA - nr na liście 4";"Piotr KARPIŃSKI - nr na liście 5";"Mieczysław Eugeniusz ARCIUSZKIEWICZ - nr na liście 6";"Małgorzata Dorota KOTWICKA - nr na liście 7";"Mateusz Jacek WOJTASZEWSKI - nr na liście 8";"Agata Anna RADEK - nr na liście 9";"Kamil WĄWOŹNY - nr na liście 10";"Kamilla Maria CZERWIŃSKA - nr na liście 11";"Łukasz KUREK - nr na liście 12";"Artur Jan SZULGANIUK - nr na liście 13";"Michał RAWDANOWICZ - nr na liście 14";"Artur GŁOWACKI - nr na liście 15";"Dariusz Tadeusz KOT - nr na liście 16";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Piotr Benedykt ZIENTARSKI - nr na liście 1";"Tomasz CZUCZAK - nr na liście 2";"Marek Tomasz HOK - nr na liście 3";"Barbara Anna GRYGORCEWICZ - nr na liście 4";"Paweł SUSKI - nr na liście 5";"Adam OSTASZEWSKI - nr na liście 6";"Elżbieta Wiesława KARLIŃSKA - nr na liście 7";"Tomasz STRZĄBAŁA - nr na liście 8";"Wioletta KASZAK - nr na liście 9";"Jacek Jerzy KOZŁOWSKI - nr na liście 10";"Marek Tomasz FIRKOWSKI - nr na liście 11";"Marcin Sylwester URBANIAK - nr na liście 12";"Danuta Zofia BUTRYM - nr na liście 13";"Małgorzata LEŚNIEWSKA - nr na liście 14";"Anna BAŃKOWSKA - nr na liście 15";"Jerzy HARDIE-DOUGLAS - nr na liście 16"
"6567-5802-f23e-72fa-8a63-cdd4-f681-e9ed";"320302";"40";"13";"wieś";"stały";"Szkoła Podstawowa w Nętnie, Nętno 38, 78-500 Drawsko Pomorskie";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"830";"903";"427";"403";"0";"1";"0";"0";"0";"0";"0";"0";"0";"403";"0";"0";"403";"11";"9";"2";"0";"392";"46";"13";"2";"1";"6";"0";"3";"15";"0";"0";"0";"2";"2";"0";"2";"0";"0";"192";"42";"51";"58";"6";"1";"4";"3";"4";"2";"1";"11";"2";"4";"0";"1";"2";"55";"12";"13";"5";"2";"2";"1";"14";"0";"1";"2";"0";"0";"1";"0";"1";"1";"21";"13";"3";"0";"0";"0";"0";"2";"0";"0";"0";"2";"1";"0";"0";"0";"0";"78";"22";"1";"4";"2";"6";"3";"2";"25";"0";"6";"1";"0";"0";"2";"2";"2"
"51b5-3965-a2fe-c0cb-f0dd-8b99-1322-b49f";"320302";"40";"14";"wieś";"stały";"Świetlica Wiejska w Suliszewie, Suliszewo 70A, 78-500 Drawsko Pomorskie";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"1060";"1153";"559";"501";"0";"5";"0";"0";"0";"0";"0";"0";"0";"501";"0";"0";"501";"11";"8";"3";"0";"490";"40";"12";"2";"3";"6";"0";"2";"6";"1";"0";"0";"3";"1";"0";"0";"0";"4";"222";"41";"29";"67";"3";"7";"1";"2";"1";"1";"1";"44";"3";"0";"1";"10";"11";"68";"28";"7";"2";"1";"5";"1";"10";"0";"0";"3";"1";"0";"3";"2";"2";"3";"35";"10";"3";"2";"4";"2";"2";"0";"1";"2";"3";"4";"0";"0";"0";"1";"1";"125";"32";"0";"9";"7";"14";"3";"2";"31";"1";"16";"0";"1";"0";"2";"3";"4"
"44b2-9d3b-0a74-db2c-5a45-2c8e-8e8b-a2eb";"320302";"40";"15";"wieś";"stały";"Szkoła Podstawowa w Ostrowicach, Ostrowice 3, 78-506 Ostrowice";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"590";"662";"279";"311";"0";"26";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"6";"5";"1";"0";"305";"17";"4";"5";"2";"1";"0";"0";"4";"0";"0";"0";"1";"0";"0";"0";"0";"0";"147";"34";"36";"44";"4";"6";"2";"1";"1";"0";"0";"7";"3";"0";"1";"2";"6";"39";"11";"7";"2";"1";"6";"0";"8";"1";"1";"1";"0";"0";"1";"0";"0";"0";"9";"2";"0";"1";"0";"0";"0";"1";"0";"1";"1";"0";"3";"0";"0";"0";"0";"93";"17";"2";"4";"5";"3";"3";"1";"5";"2";"50";"0";"0";"0";"0";"0";"1"
"cdd8-7209-a712-49d5-3f22-9b7f-6341-bab6";"320302";"40";"16";"miasto";"zakład leczniczy";"Szpitale Polskie S. A.-Drawskie Centrum Specjalistyczne w Drawsku Pomorskim, ul. B. Chrobrego 4, 78-500 Drawsko Pomorskie";"gm. Drawsko Pomorskie";"drawski";"zachodniopomorskie";"50";"19";"41";"9";"0";"2";"0";"0";"0";"0";"0";"0";"0";"9";"0";"0";"9";"0";"0";"0";"0";"9";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"0617-4ba2-e245-9537-a76a-3e8e-d125-c468";"320303";"40";"1";"miasto";"stały";"Świetlica, ul. Dworcowa 51, 78-540 Kalisz Pomorski";"gm. Kalisz Pomorski";"drawski";"zachodniopomorskie";"701";"770";"307";"394";"0";"1";"0";"0";"0";"0";"0";"0";"0";"394";"0";"0";"394";"13";"11";"2";"0";"381";"72";"3";"2";"1";"0";"0";"4";"7";"1";"0";"1";"0";"1";"0";"52";"0";"0";"142";"40";"31";"11";"3";"13";"9";"3";"1";"2";"0";"9";"4";"2";"1";"3";"10";"50";"15";"16";"0";"5";"4";"2";"2";"0";"1";"2";"0";"2";"0";"0";"0";"1";"25";"10";"2";"2";"2";"1";"0";"1";"1";"4";"0";"0";"2";"0";"0";"0";"0";"92";"33";"1";"8";"0";"17";"0";"3";"16";"6";"3";"0";"1";"0";"3";"1";"0"
"4d12-a6a5-3c9e-ca7f-fabb-3e4c-85c0-157d";"320303";"40";"2";"miasto";"stały";"Nadleśnictwo, ul. al. prof. Leona Mroczkiewicza 1, 78-540 Kalisz Pomorski";"gm. Kalisz Pomorski";"drawski";"zachodniopomorskie";"640";"695";"289";"351";"0";"0";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"5";"5";"0";"0";"346";"76";"8";"1";"1";"0";"6";"2";"7";"2";"0";"1";"1";"0";"0";"46";"0";"1";"111";"28";"24";"12";"5";"9";"12";"2";"0";"2";"0";"8";"1";"2";"0";"1";"5";"49";"20";"5";"1";"4";"8";"0";"3";"0";"1";"2";"0";"0";"1";"0";"0";"4";"19";"8";"4";"3";"0";"0";"0";"0";"0";"0";"1";"1";"2";"0";"0";"0";"0";"91";"20";"0";"10";"2";"29";"2";"2";"20";"0";"2";"0";"0";"1";"0";"0";"3"
"420e-cf2f-7550-4fdf-1942-ccf1-fae0-12b1";"320303";"40";"3";"wieś";"stały";"Miejsko Gminny Ośrodek Kultury, ul. Dworcowa 6, 78-540 Kalisz Pomorski";"gm. Kalisz Pomorski";"drawski";"zachodniopomorskie";"1090";"1201";"653";"437";"1";"6";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"7";"5";"2";"0";"430";"97";"10";"2";"0";"0";"1";"1";"9";"0";"1";"3";"0";"2";"0";"66";"0";"2";"176";"43";"31";"18";"12";"24";"5";"4";"1";"0";"0";"11";"11";"1";"0";"0";"15";"51";"36";"4";"0";"5";"2";"0";"1";"0";"2";"0";"0";"0";"0";"0";"1";"0";"12";"6";"0";"3";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"0";"0";"94";"25";"5";"3";"2";"20";"0";"1";"20";"1";"6";"0";"0";"1";"3";"1";"6"
"4dba-5449-9e9b-ac94-e2a5-bec2-fc99-97aa";"320303";"40";"4";"miasto";"stały";"Pałac, Wolności 31, 78-540 Kalisz Pomorski";"gm. Kalisz Pomorski";"drawski";"zachodniopomorskie";"970";"1048";"455";"515";"0";"4";"0";"0";"0";"0";"0";"0";"0";"515";"0";"0";"515";"7";"4";"3";"0";"508";"82";"5";"1";"3";"1";"0";"2";"7";"1";"0";"4";"0";"1";"0";"57";"0";"0";"182";"54";"37";"17";"8";"17";"14";"2";"2";"2";"0";"11";"2";"6";"0";"2";"8";"86";"38";"17";"0";"9";"5";"0";"4";"4";"0";"2";"1";"1";"3";"1";"0";"1";"23";"13";"2";"3";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"135";"31";"4";"10";"5";"35";"4";"1";"26";"4";"6";"0";"1";"1";"4";"2";"1"
"79f1-27a3-bda9-c3e6-adfc-fed7-b049-ffa8";"320303";"40";"5";"miasto";"stały";"Szkoła Podstawowa im. Kornela Makuszyńskiego, Toruńska 9, 78-540 Kalisz Pomorski";"gm. Kalisz Pomorski";"drawski";"zachodniopomorskie";"721";"779";"349";"372";"0";"2";"0";"0";"0";"0";"0";"0";"0";"372";"0";"0";"372";"13";"12";"1";"0";"359";"87";"3";"1";"3";"0";"2";"1";"13";"0";"1";"2";"1";"4";"0";"56";"0";"0";"102";"33";"17";"8";"10";"9";"3";"2";"0";"1";"0";"11";"3";"0";"0";"0";"5";"71";"30";"16";"0";"2";"10";"0";"2";"2";"2";"1";"1";"0";"1";"0";"2";"2";"14";"9";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"85";"29";"2";"9";"1";"17";"1";"2";"7";"2";"7";"0";"0";"1";"4";"1";"2"
"3bfb-a9d0-c1de-210d-b1c0-eb92-a5f8-4a3f";"320303";"40";"6";"wieś";"stały";"Szkoła Podstawowa, Pomierzyn 10, 78-540 Kalisz Pomorski";"gm. Kalisz Pomorski";"drawski";"zachodniopomorskie";"940";"1028";"492";"448";"1";"1";"0";"0";"0";"0";"0";"0";"0";"448";"0";"0";"448";"13";"8";"5";"0";"435";"108";"4";"2";"1";"2";"3";"1";"10";"0";"1";"0";"0";"0";"2";"81";"0";"1";"190";"44";"42";"20";"13";"14";"7";"4";"2";"4";"0";"25";"3";"3";"1";"2";"6";"35";"8";"3";"4";"4";"6";"1";"1";"2";"0";"1";"1";"1";"1";"0";"0";"2";"27";"12";"1";"1";"2";"4";"1";"1";"0";"1";"0";"1";"1";"1";"0";"1";"0";"75";"20";"1";"7";"4";"20";"3";"2";"10";"0";"1";"0";"0";"0";"4";"2";"1"
"1672-b518-e726-d836-6d43-ea32-601f-c0e0";"320305";"40";"1";"wieś";"stały";"Zespół Szkół, Świerczyna 85, 78-531 Świerczyna";"gm. Wierzchowo";"drawski";"zachodniopomorskie";"790";"860";"383";"407";"0";"1";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"15";"9";"6";"0";"392";"36";"9";"0";"2";"3";"0";"1";"8";"6";"0";"0";"1";"2";"0";"1";"1";"2";"204";"22";"72";"13";"2";"40";"3";"1";"0";"0";"2";"11";"4";"2";"0";"7";"25";"54";"22";"7";"3";"8";"4";"0";"0";"3";"3";"1";"0";"0";"0";"1";"2";"0";"18";"5";"1";"4";"0";"2";"1";"0";"1";"1";"3";"0";"0";"0";"0";"0";"0";"80";"6";"0";"2";"3";"50";"1";"0";"1";"1";"8";"1";"0";"0";"0";"1";"6"
"82b5-9568-cec5-dd9a-80c0-df2e-a6f5-d6f7";"320305";"40";"2";"wieś";"stały";"Świetlica Wiejska, Plac Orła Białego 4, 78-530 Wierzchowo";"gm. Wierzchowo";"drawski";"zachodniopomorskie";"642";"699";"345";"297";"0";"1";"0";"0";"0";"0";"0";"0";"0";"297";"0";"0";"297";"10";"8";"2";"0";"287";"29";"8";"3";"0";"1";"0";"1";"8";"0";"0";"3";"2";"0";"0";"1";"0";"2";"141";"26";"26";"14";"0";"19";"3";"3";"2";"2";"2";"12";"3";"2";"0";"4";"23";"40";"9";"12";"0";"7";"4";"0";"2";"1";"0";"1";"1";"1";"1";"1";"0";"0";"12";"9";"0";"0";"0";"0";"1";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"65";"13";"2";"1";"1";"11";"2";"0";"5";"1";"21";"0";"0";"0";"2";"5";"1"
"43cf-ca95-1aae-0231-8cf5-d140-007a-5596";"320305";"40";"3";"wieś";"stały";"Szkoła Podstawowa, ul. Długa 26a, 78-530 Wierzchowo";"gm. Wierzchowo";"drawski";"zachodniopomorskie";"840";"914";"389";"451";"0";"0";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"6";"2";"4";"0";"445";"56";"19";"4";"4";"2";"8";"2";"4";"2";"0";"3";"2";"1";"1";"3";"0";"1";"200";"40";"22";"14";"4";"9";"8";"1";"0";"2";"1";"20";"4";"4";"0";"8";"63";"48";"12";"21";"1";"6";"3";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"1";"20";"6";"0";"0";"1";"2";"1";"0";"0";"1";"1";"1";"2";"0";"1";"3";"1";"121";"26";"3";"9";"7";"16";"1";"6";"1";"1";"39";"0";"2";"0";"3";"1";"6"
"575e-325f-7aa3-d921-98ca-1ef8-806b-15d0";"320305";"40";"4";"wieś";"stały";"Sala Wiejska ""Lasek Arkoński"", Parkowa 7, 78-530 Wierzchowo";"gm. Wierzchowo";"drawski";"zachodniopomorskie";"860";"933";"417";"443";"0";"3";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"9";"7";"2";"0";"434";"43";"10";"3";"5";"1";"1";"3";"6";"3";"1";"1";"2";"2";"0";"3";"1";"1";"206";"37";"38";"18";"1";"17";"5";"3";"3";"1";"1";"16";"1";"2";"1";"10";"52";"63";"24";"16";"1";"3";"3";"1";"2";"5";"0";"3";"0";"0";"3";"1";"0";"1";"19";"6";"2";"1";"0";"3";"0";"1";"0";"1";"0";"0";"2";"0";"2";"1";"0";"103";"27";"3";"7";"6";"9";"0";"3";"0";"1";"40";"1";"0";"0";"1";"0";"5"
"8f7c-0363-809c-3250-3e76-45d6-cadd-800d";"320305";"40";"5";"wieś";"zakład karny";"Zakład Karny w Wierzchowie, Szkolna 8, 78-530 Wierzchowo";"gm. Wierzchowo";"drawski";"zachodniopomorskie";"471";"471";"224";"247";"0";"0";"0";"0";"0";"0";"0";"0";"0";"247";"0";"0";"247";"11";"7";"4";"0";"236";"26";"3";"1";"2";"0";"3";"0";"5";"0";"0";"2";"4";"3";"1";"2";"0";"0";"41";"12";"4";"4";"2";"1";"1";"5";"2";"0";"0";"2";"1";"3";"0";"0";"4";"36";"18";"0";"2";"3";"10";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"29";"11";"2";"3";"4";"1";"0";"1";"1";"2";"2";"1";"1";"0";"0";"0";"0";"104";"30";"4";"6";"5";"11";"3";"7";"1";"3";"3";"1";"2";"1";"14";"5";"8"
"6604-7a0e-d5c9-5d8a-c06a-ef94-8cfe-78c3";"320306";"40";"1";"miasto";"stały";"Zakład Gospodarki Mieszkaniowej Sp. z o. o., ul. Piaskowa 1, 78-520 Złocieniec";"gm. Złocieniec";"drawski";"zachodniopomorskie";"770";"814";"282";"488";"0";"1";"0";"0";"0";"0";"0";"0";"0";"488";"0";"0";"488";"11";"8";"3";"0";"477";"30";"11";"1";"0";"0";"0";"2";"5";"1";"2";"1";"1";"0";"0";"6";"0";"0";"165";"29";"27";"21";"6";"9";"2";"3";"2";"0";"0";"1";"1";"0";"1";"55";"8";"76";"20";"20";"6";"10";"5";"1";"1";"0";"4";"1";"2";"0";"0";"1";"3";"2";"32";"14";"2";"2";"0";"0";"1";"1";"0";"1";"2";"0";"5";"0";"0";"1";"3";"174";"37";"1";"4";"16";"11";"3";"1";"17";"0";"70";"0";"0";"0";"2";"1";"11"
"64fc-340c-9b87-d559-4e5b-e1e9-e7f5-f9ef";"320306";"40";"2";"miasto";"stały";"Przedszkole, ul. Stefana Okrzei 4, 78-520 Złocieniec";"gm. Złocieniec";"drawski";"zachodniopomorskie";"730";"765";"297";"433";"1";"1";"0";"0";"0";"0";"0";"0";"0";"433";"0";"0";"433";"7";"5";"2";"0";"426";"31";"16";"2";"2";"1";"3";"1";"3";"1";"0";"0";"1";"1";"0";"0";"0";"0";"163";"38";"18";"18";"0";"5";"3";"0";"1";"0";"2";"5";"0";"0";"0";"65";"8";"73";"22";"23";"3";"3";"9";"1";"4";"2";"3";"0";"0";"0";"3";"0";"0";"0";"21";"6";"0";"2";"1";"0";"0";"1";"1";"1";"3";"0";"0";"0";"0";"2";"4";"138";"24";"1";"7";"3";"4";"0";"3";"17";"1";"58";"0";"3";"0";"1";"0";"16"
"41bc-c624-f72d-7e39-97d7-e0b9-ad4d-cabf";"320306";"40";"3";"miasto";"stały";"Szkola Podstawowa nr 1, ul. Chopina 10, 78-520 Złocieniec";"gm. Złocieniec";"drawski";"zachodniopomorskie";"760";"829";"335";"425";"2";"2";"0";"0";"0";"0";"0";"0";"0";"425";"0";"1";"424";"13";"12";"1";"0";"411";"20";"11";"2";"1";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"1";"0";"2";"166";"32";"17";"16";"4";"9";"1";"1";"0";"0";"0";"2";"2";"0";"0";"78";"4";"44";"18";"12";"1";"0";"2";"1";"1";"2";"0";"3";"0";"2";"1";"0";"1";"0";"45";"13";"1";"5";"4";"2";"1";"1";"1";"1";"6";"1";"2";"0";"0";"3";"4";"136";"22";"1";"2";"0";"4";"0";"1";"9";"1";"79";"1";"1";"1";"1";"1";"12"
"db2f-df48-9932-45b5-4b9b-0f78-dc3e-bea8";"320306";"40";"4";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Fryderyka Chopina 10, 78-520 Złocieniec";"gm. Złocieniec";"drawski";"zachodniopomorskie";"830";"898";"396";"434";"1";"2";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"3";"3";"0";"0";"431";"21";"8";"1";"0";"0";"1";"1";"3";"1";"0";"1";"1";"1";"1";"1";"0";"1";"176";"25";"15";"15";"3";"4";"1";"0";"0";"0";"1";"6";"2";"2";"0";"101";"1";"59";"26";"12";"1";"2";"2";"1";"3";"2";"4";"1";"1";"1";"1";"1";"1";"0";"34";"16";"1";"4";"1";"1";"0";"1";"1";"1";"0";"2";"1";"1";"0";"1";"3";"141";"24";"1";"4";"1";"3";"2";"1";"12";"1";"68";"0";"0";"1";"2";"4";"17"
"8699-ab13-02c4-809c-9222-2124-4d32-789a";"320306";"40";"5";"miasto";"stały";"Biblioteka Publiczna, ul. Obrońców Westerplatte 3, 78-520 Złocieniec";"gm. Złocieniec";"drawski";"zachodniopomorskie";"794";"838";"294";"500";"1";"2";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"5";"3";"2";"0";"495";"40";"16";"1";"1";"4";"2";"0";"9";"1";"2";"1";"1";"0";"0";"2";"0";"0";"230";"36";"36";"43";"2";"6";"2";"0";"0";"1";"0";"4";"0";"1";"1";"94";"4";"56";"16";"21";"0";"5";"4";"0";"2";"2";"1";"0";"0";"0";"2";"0";"0";"3";"27";"9";"0";"5";"0";"4";"2";"2";"0";"0";"2";"1";"1";"0";"0";"0";"1";"142";"24";"0";"17";"2";"4";"3";"3";"9";"0";"65";"0";"0";"0";"0";"1";"14"
"421e-4565-1440-0df4-6dc3-834a-876e-df12";"320306";"40";"6";"miasto";"stały";"Spółdzielnia Mieszkaniowa ""Postęp"", ul. Obrońców Westerplatte 3, 78-520 Złocieniec";"gm. Złocieniec";"drawski";"zachodniopomorskie";"1492";"1603";"573";"919";"0";"3";"0";"0";"0";"0";"0";"0";"0";"919";"0";"0";"919";"16";"12";"4";"0";"903";"89";"33";"6";"5";"4";"4";"1";"12";"4";"3";"4";"0";"3";"1";"6";"2";"1";"379";"82";"57";"69";"5";"5";"5";"3";"1";"1";"2";"13";"4";"1";"0";"115";"16";"122";"48";"29";"10";"8";"7";"1";"0";"5";"2";"1";"1";"0";"2";"3";"0";"5";"36";"16";"1";"6";"1";"1";"0";"2";"0";"1";"4";"0";"1";"0";"0";"2";"1";"277";"57";"5";"20";"6";"2";"4";"2";"24";"3";"106";"0";"0";"0";"4";"1";"43"
"af0a-77e6-802d-d56f-e157-e8d7-b681-1946";"320306";"40";"7";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. I Dywizji WP 4, 78-520 Złocieniec";"gm. Złocieniec";"drawski";"zachodniopomorskie";"860";"932";"349";"511";"2";"5";"0";"0";"0";"0";"0";"0";"0";"511";"0";"0";"511";"6";"2";"4";"0";"505";"34";"14";"2";"4";"0";"1";"1";"4";"0";"0";"1";"2";"0";"0";"3";"0";"2";"221";"59";"22";"34";"6";"4";"0";"5";"0";"0";"0";"3";"1";"0";"0";"83";"4";"64";"17";"26";"2";"4";"2";"0";"2";"0";"0";"2";"0";"0";"0";"1";"0";"8";"35";"12";"1";"4";"1";"2";"2";"1";"1";"2";"4";"0";"3";"0";"0";"0";"2";"151";"25";"3";"6";"3";"6";"1";"1";"23";"4";"54";"0";"0";"0";"1";"2";"22"
"e522-65bd-a43f-b760-6018-8813-e169-7a84";"320306";"40";"8";"miasto";"stały";"Sala Widowiskowa, ul. Wolności 6, 78-520 Złocieniec";"gm. Złocieniec";"drawski";"zachodniopomorskie";"790";"846";"385";"405";"2";"1";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"405";"9";"5";"4";"0";"396";"26";"5";"0";"3";"1";"4";"2";"4";"0";"1";"0";"1";"0";"0";"4";"0";"1";"170";"34";"30";"24";"1";"4";"1";"2";"2";"0";"0";"7";"0";"0";"0";"62";"3";"52";"15";"14";"2";"8";"2";"0";"0";"3";"0";"4";"0";"2";"0";"0";"0";"2";"36";"11";"5";"3";"2";"0";"0";"0";"0";"3";"7";"2";"1";"0";"0";"1";"1";"112";"17";"1";"1";"3";"5";"1";"0";"12";"2";"50";"0";"0";"0";"1";"1";"18"
"7faa-c688-8b7d-1495-93f4-035a-2837-1634";"320306";"40";"9";"miasto";"stały";"Urząd Miejski, Stary Rynek 3, 78-520 Złocieniec";"gm. Złocieniec";"drawski";"zachodniopomorskie";"1521";"1638";"633";"888";"1";"7";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"15";"13";"2";"0";"873";"71";"23";"5";"7";"3";"1";"2";"9";"1";"1";"4";"3";"0";"1";"11";"0";"0";"331";"80";"35";"70";"9";"7";"3";"3";"1";"0";"1";"6";"1";"1";"1";"103";"10";"130";"46";"29";"2";"13";"5";"0";"5";"11";"2";"6";"0";"1";"3";"2";"1";"4";"59";"24";"4";"8";"6";"6";"0";"0";"0";"4";"4";"1";"0";"1";"0";"0";"1";"282";"48";"2";"7";"7";"11";"1";"2";"37";"3";"109";"1";"1";"0";"3";"5";"45"
