"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Przemysław Jacek BŁASZCZYK";"Krzysztof Mariusz DEBICH";"Dariusz Andrzej PIGŁOWSKI"
"29bf-150a-85c8-2522-5780-0f3d-5ff8-3c80";"100206";"25";"8";"wieś";"stały";"ZDZ w Warszawie Centrum Kształcenia w Kutnie, Bielawki 35a, 99-300 Kutno";"gm. Kutno";"kutnowski";"łódzkie";"621";"671";"208";"413";"0";"0";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"12";"0";"12";"0";"401";"173";"176";"52"
"6de1-3e1f-64ee-52ca-ffe0-958a-2ac4-a8b4";"100207";"25";"1";"wieś";"stały";"Świetlica wiejska w Łaniętach, Łanięta 15g, 99-306 Łanięta";"gm. Łanięta";"kutnowski";"łódzkie";"1031";"1133";"526";"505";"0";"0";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"16";"3";"13";"0";"489";"326";"128";"35"
"1bb2-e7df-5b02-d965-84df-b6b3-70ed-b34a";"100207";"25";"2";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Suchodębiu, Suchodębie 50, 99-306 Łanięta";"gm. Łanięta";"kutnowski";"łódzkie";"648";"718";"296";"352";"0";"0";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"9";"3";"6";"0";"343";"250";"76";"17"
"78ca-5791-3f68-e896-e6b9-af51-5b8d-87d4";"100207";"25";"3";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Woli Chruścińskiej, Wola Chruścińska 4, 99-306 Łanięta";"gm. Łanięta";"kutnowski";"łódzkie";"57";"56";"31";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"0";"0";"0";"0";"26";"18";"6";"2"
"775b-64cc-753c-c53f-e7b7-7e4b-c78a-a7a5";"100208";"25";"1";"wieś";"stały";"Szkoła Podstawowa w Ostrowach, Ostrowy 8, 99-350 Ostrowy";"gm. Nowe Ostrowy";"kutnowski";"łódzkie";"1018";"1113";"434";"584";"0";"0";"0";"0";"0";"0";"0";"0";"0";"584";"0";"0";"584";"3";"2";"1";"0";"581";"346";"184";"51"
"c67f-d9dd-3839-6717-0f97-ff5a-9eb5-1885";"100208";"25";"2";"wieś";"stały";"Urząd Gminy w Nowych Ostrowach, Nowe Ostrowy 80, 99-350 Ostrowy";"gm. Nowe Ostrowy";"kutnowski";"łódzkie";"834";"903";"369";"465";"0";"0";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"10";"1";"9";"0";"455";"255";"149";"51"
"7f22-ac4c-323e-2e55-0ea9-c103-db2d-3eaf";"100208";"25";"3";"wieś";"stały";"Ochotnicza Straż Pożarna, Grochów 25, 99-350 Ostrowy";"gm. Nowe Ostrowy";"kutnowski";"łódzkie";"427";"465";"205";"222";"0";"0";"0";"0";"0";"0";"0";"0";"0";"222";"0";"0";"222";"7";"2";"5";"0";"215";"142";"47";"26"
"4b3b-199f-ef4d-abd7-6081-56b3-cf6c-d59e";"100208";"25";"4";"wieś";"stały";"Ochotnicza Straż Pożarna, Wola Pierowa 22, 99-350 Ostrowy";"gm. Nowe Ostrowy";"kutnowski";"łódzkie";"331";"363";"162";"169";"0";"0";"0";"0";"0";"0";"0";"0";"0";"169";"0";"0";"169";"7";"2";"5";"0";"162";"122";"33";"7"
"8dc0-a7d4-27ed-98a2-766e-010f-a912-8369";"100209";"25";"1";"wieś";"stały";"Szkoła Podstawowa w Oporowie, Oporów 57A, 99-322 Oporów";"gm. Oporów";"kutnowski";"łódzkie";"1032";"1120";"417";"615";"1";"0";"0";"0";"0";"0";"0";"0";"0";"615";"0";"0";"615";"26";"6";"20";"0";"589";"410";"115";"64"
"e257-02c3-4aaa-a474-e112-4128-a674-32a6";"100209";"25";"2";"wieś";"stały";"Szkoła Podstawowa w Szczycie, Szczyt 6A, 99-311 Bedlno";"gm. Oporów";"kutnowski";"łódzkie";"839";"918";"342";"497";"0";"2";"0";"0";"0";"0";"0";"0";"0";"497";"0";"0";"497";"11";"3";"8";"0";"486";"368";"82";"36"
"ce22-6d1e-e4d5-fd31-7700-fe07-d0ae-ebf1";"100210";"25";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Strzelcach, ul. Główna 10, 99-307 Strzelce";"gm. Strzelce";"kutnowski";"łódzkie";"1412";"1540";"570";"842";"0";"1";"0";"0";"0";"0";"0";"0";"0";"842";"0";"0";"842";"16";"4";"12";"0";"826";"550";"208";"68"
"60ab-b26c-3d01-85f3-ed84-02d7-b552-0195";"100210";"25";"2";"wieś";"stały";"Ochotnicza Straż Pożarna w Klonowcu Starym, Klonowiec Stary 33, 99-306 Łanięta";"gm. Strzelce";"kutnowski";"łódzkie";"552";"602";"247";"305";"0";"1";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"7";"0";"7";"0";"298";"205";"71";"22"
"3af0-a027-495d-7deb-b9ed-d56f-bd18-65f9";"100210";"25";"3";"wieś";"stały";"Budynek OSP w Muchnicach Nowych, Muchnice Nowe 34, 99-307 Strzelce";"gm. Strzelce";"kutnowski";"łódzkie";"552";"607";"236";"316";"3";"1";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"4";"0";"4";"0";"312";"223";"66";"23"
"5062-56c6-d00f-bdd4-442d-abe5-0eff-f3c3";"100210";"25";"4";"wieś";"stały";"Świetlica wiejska w Muchnowie, Muchnów 38, 99-307 Strzelce";"gm. Strzelce";"kutnowski";"łódzkie";"392";"433";"173";"219";"0";"1";"0";"0";"0";"0";"0";"0";"0";"219";"0";"0";"219";"5";"0";"5";"0";"214";"147";"52";"15"
"d6c8-20c1-dd7e-0b3f-0d7c-937a-3212-537a";"100211";"25";"1";"wieś";"stały";"Szkoła Podstawowa, Grabów ul. Szkolna 4, 99-319 Dobrzelin";"gm. Żychlin";"kutnowski";"łódzkie";"1442";"1564";"706";"736";"3";"0";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"17";"7";"10";"0";"719";"433";"234";"52"
"0ae1-f230-a839-30e4-f035-cd91-9374-c3fc";"100211";"25";"2";"wieś";"stały";"Świetlica w budynku Ochotniczej Straży Pożarnej, ul. Górna 3, 99-321 Śleszyn";"gm. Żychlin";"kutnowski";"łódzkie";"596";"653";"247";"349";"0";"1";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"9";"2";"7";"0";"340";"218";"98";"24"
"e67c-2634-006e-bc2f-8ad9-4d85-7d51-a318";"100211";"25";"3";"wieś";"stały";"Społeczna Szkoła Podstawowa, Orątki Dolne 1, 99-320 Żychlin";"gm. Żychlin";"kutnowski";"łódzkie";"377";"417";"178";"199";"0";"0";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"3";"2";"1";"0";"196";"142";"41";"13"
"c05d-0c77-1b07-9696-1a6a-6d86-398a-6256";"100211";"25";"4";"miasto";"stały";"Zespół Szkół Nr 1, ul. Łukasińskiego 21, 99-320 Żychlin";"gm. Żychlin";"kutnowski";"łódzkie";"1264";"1370";"536";"728";"4";"3";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"18";"6";"12";"0";"710";"368";"279";"63"
"f89a-16b3-75fc-97cb-be5d-2114-7bb2-bc5e";"100211";"25";"5";"miasto";"stały";"Zespół Szkół Nr 1, ul. Łukasińskiego 21, 99-320 Żychlin";"gm. Żychlin";"kutnowski";"łódzkie";"1122";"1218";"409";"713";"0";"0";"0";"0";"0";"0";"0";"0";"0";"713";"0";"0";"713";"14";"4";"10";"0";"699";"316";"304";"79"
"504a-0b4f-4d6a-c740-94dd-1a38-69e4-5378";"100211";"25";"6";"miasto";"stały";"Gminne Centrum Promocji i Informacji-sala konferencyjna, ul. Barlickiego 15A, 99-320 Żychlin";"gm. Żychlin";"kutnowski";"łódzkie";"1161";"1262";"555";"606";"1";"4";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"17";"5";"12";"0";"589";"303";"223";"63"
"bf24-e392-5541-5ae0-54da-4a73-a46e-ecdb";"100211";"25";"7";"miasto";"stały";"Żychliński Dom Kultury, ul. Fabryczna 3, 99-320 Żychlin";"gm. Żychlin";"kutnowski";"łódzkie";"661";"727";"323";"338";"0";"0";"0";"0";"0";"0";"0";"0";"0";"338";"0";"0";"338";"7";"1";"6";"0";"331";"177";"116";"38"
"2ba7-1085-ec23-cb19-7d29-60c4-1742-6ca1";"100211";"25";"8";"miasto";"stały";"Zespół Szkolno-Przedszkolny, ul. Żeromskiego 8, 99-320 Żychlin";"gm. Żychlin";"kutnowski";"łódzkie";"1198";"1294";"501";"697";"2";"1";"0";"0";"0";"0";"0";"0";"0";"697";"0";"0";"697";"20";"14";"6";"0";"677";"325";"283";"69"
"6104-527e-a3f7-ba8d-d2c8-360c-4e16-77da";"100211";"25";"9";"miasto";"stały";"Zespół Szkolno-Przedszkolny, ul. Żeromskiego 8, 99-320 Żychlin";"gm. Żychlin";"kutnowski";"łódzkie";"1065";"1149";"385";"680";"1";"2";"0";"0";"0";"0";"0";"0";"0";"680";"0";"0";"680";"17";"3";"14";"0";"663";"307";"277";"79"
"5a62-9989-3af3-61f9-cd33-21e9-6976-681d";"100401";"25";"1";"miasto";"stały";"Przedsiębiorstwo Gospodarki Komunalnej i Mieszkaniowej Sp. z o. o., ul. Tumska 2, 99-100 Łęczyca";"m. Łęczyca";"łęczycki";"łódzkie";"607";"666";"132";"475";"0";"1";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"8";"0";"8";"0";"467";"190";"238";"39"
"7a10-87fd-2e03-1e12-e651-783f-657e-02d8";"100401";"25";"2";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Ozorkowskie Przedmieście 6C, 99-100 Łęczyca";"m. Łęczyca";"łęczycki";"łódzkie";"1314";"1424";"487";"827";"0";"0";"0";"0";"0";"0";"0";"0";"0";"827";"0";"0";"827";"20";"6";"14";"0";"807";"314";"427";"66"
"b658-09dc-e549-f452-72a4-3dcf-b171-5dac";"100401";"25";"3";"miasto";"stały";"Urząd Miejski, ul. Konopnickiej 14, 99-100 Łęczyca";"m. Łęczyca";"łęczycki";"łódzkie";"1368";"1496";"573";"795";"0";"0";"0";"0";"0";"0";"0";"0";"0";"795";"0";"0";"795";"18";"10";"8";"0";"777";"326";"365";"86"
"a8b6-b730-0784-d764-02f2-f0cc-be7e-7e66";"100401";"25";"4";"miasto";"stały";"Stowarzyszenie Abstynentów i Rodzin Abstynenckich Klubu "" Przebudzenie "", ul. Belwederska 38, 99-100 Łęczyca";"m. Łęczyca";"łęczycki";"łódzkie";"639";"697";"198";"441";"1";"2";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"8";"2";"6";"0";"433";"199";"203";"31"
"0368-2007-627a-f551-c136-e315-bd8d-1805";"100401";"25";"5";"miasto";"stały";"Przedszkole Nr 4, ul. Bitwy nad Bzurą 26A, 99-100 Łęczyca";"m. Łęczyca";"łęczycki";"łódzkie";"1319";"1438";"388";"931";"2";"1";"0";"0";"0";"0";"0";"0";"0";"931";"0";"0";"931";"22";"13";"9";"0";"909";"403";"436";"70"
"3978-7681-3b75-8bd1-a9d3-4268-2338-eecf";"100401";"25";"6";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Zachodnia 23, 99-100 Łęczyca";"m. Łęczyca";"łęczycki";"łódzkie";"1456";"1571";"457";"999";"1";"3";"0";"0";"0";"0";"0";"0";"0";"999";"0";"0";"999";"22";"5";"17";"0";"977";"407";"477";"93"
"a8b5-f3ec-41be-997a-b8e8-58f3-82d3-a82b";"100401";"25";"7";"miasto";"stały";"Liceum Ogólnokształcące, ul. Konopnickiej 13, 99-100 Łęczyca";"m. Łęczyca";"łęczycki";"łódzkie";"1347";"1468";"473";"874";"1";"1";"0";"0";"0";"0";"0";"0";"0";"874";"0";"0";"874";"24";"6";"18";"0";"850";"359";"405";"86"
"64dc-8f8f-e83f-ebea-7a96-e8fd-7f95-4907";"100401";"25";"8";"miasto";"stały";"Bursa Szkolna, ul. Kaliska 13, 99-100 Łęczyca";"m. Łęczyca";"łęczycki";"łódzkie";"1526";"1598";"600";"926";"0";"6";"0";"0";"0";"0";"0";"0";"0";"926";"0";"0";"926";"21";"10";"11";"0";"905";"384";"408";"113"
"e2fa-1dd6-8f34-f8dd-e79e-151e-241c-7bb0";"100401";"25";"9";"miasto";"stały";"Dom Kultury, al. Jana Pawła II 11, 99-100 Łęczyca";"m. Łęczyca";"łęczycki";"łódzkie";"720";"794";"393";"327";"0";"3";"0";"0";"0";"0";"0";"0";"0";"327";"0";"0";"327";"11";"3";"8";"0";"316";"164";"119";"33"
"a36a-3182-4c1c-4d53-c017-cbae-2aa9-529a";"100401";"25";"10";"miasto";"zakład leczniczy";"Zespół Opieki Zdrowotnej w Łęczycy, ul. Zachodnia 6, 99-100 Łęczyca";"m. Łęczyca";"łęczycki";"łódzkie";"200";"166";"174";"26";"0";"2";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"2";"0";"2";"0";"24";"13";"8";"3"
"defb-a209-aed0-ae9c-ef79-c4e8-650a-8ff0";"100401";"25";"11";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Łęczycy, ul. Jana Kilińskiego 2, 99-100 Łęczyca";"m. Łęczyca";"łęczycki";"łódzkie";"52";"52";"20";"32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"0";"0";"32";"1";"1";"0";"0";"31";"19";"10";"2"
"4062-190e-2dff-83a9-f267-96ba-fffd-a335";"100401";"25";"12";"miasto";"zakład leczniczy";"Zakład Opiekuńczo Leczniczy w Łęczycy, ul. Lotnicza 2A, 99-100 Łęczyca";"m. Łęczyca";"łęczycki";"łódzkie";"30";"28";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"90f1-7dd9-4d76-4c2c-1fa6-c343-072e-d619";"100402";"25";"1";"wieś";"stały";"Urząd Gminy w Daszynie, Daszyna 34a, 99-107 Daszyna";"gm. Daszyna";"łęczycki";"łódzkie";"1492";"1632";"644";"848";"0";"1";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"26";"10";"16";"0";"822";"532";"208";"82"
"a0fe-889e-9a56-9c51-1760-8061-4ab5-234c";"100402";"25";"2";"wieś";"stały";"Szkoła Podstawowa w Mazewie, Mazew 68, 99-107 Daszyna";"gm. Daszyna";"łęczycki";"łódzkie";"1443";"1584";"706";"737";"1";"2";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"21";"8";"13";"0";"716";"506";"140";"70"
"4350-b42b-048f-6073-fcfa-150d-96c7-95fd";"100403";"25";"1";"wieś";"stały";"Budynek Ochotniczej Straży Pożarnej w Tumie, Tum 53, 99-100 Łęczyca";"gm. Góra Świętej Małgorzaty";"łęczycki";"łódzkie";"584";"642";"185";"399";"1";"0";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"9";"4";"5";"0";"390";"278";"81";"31"
"87ab-7e6b-c1f9-d775-1ae2-c589-f091-02b9";"100403";"25";"2";"wieś";"stały";"Budynek świetlicy wiejskiej w Witaszewicach, Witaszewice 17A, 99-122 Góra Św. Małgorzaty";"gm. Góra Świętej Małgorzaty";"łęczycki";"łódzkie";"575";"634";"247";"328";"0";"0";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"6";"0";"6";"0";"322";"254";"53";"15"
"1810-7448-e665-fbc0-6177-8ffd-7e7b-1121";"100403";"25";"3";"wieś";"stały";"Budynek Szkoły w Sługach, Sługi 44, 99-122 Góra Św. Małgorzaty";"gm. Góra Świętej Małgorzaty";"łęczycki";"łódzkie";"243";"270";"93";"150";"0";"0";"0";"0";"0";"0";"0";"0";"0";"150";"0";"0";"150";"0";"0";"0";"0";"150";"138";"10";"2"
"dc5a-2fb6-08ea-8580-6788-dd67-e614-f015";"100403";"25";"4";"wieś";"stały";"Budynek Szkoły w Nowym Gaju, Nowy Gaj 23, 99-122 Góra Św. Małgorzaty";"gm. Góra Świętej Małgorzaty";"łęczycki";"łódzkie";"550";"600";"223";"327";"0";"0";"0";"0";"0";"0";"0";"0";"0";"327";"0";"0";"327";"6";"3";"3";"0";"321";"257";"47";"17"
"5afc-c61a-7cd5-5c99-702b-ee11-4200-9f30";"100403";"25";"5";"wieś";"stały";"Budynek Ochotniczej Straży Pożarnej w Górze Świętej Małgorzaty, Góra Świętej Małgorzaty 45, 99-122 Góra Św. Małgorzaty";"gm. Góra Świętej Małgorzaty";"łęczycki";"łódzkie";"1246";"1376";"511";"735";"2";"1";"0";"0";"0";"0";"0";"0";"0";"735";"0";"0";"735";"12";"6";"6";"0";"723";"572";"110";"41"
"5b3b-30f1-3764-44eb-7bb0-7cb4-76ad-198c";"100403";"25";"6";"wieś";"dom pomocy społecznej";"DPS w Karsznicach, Karsznice 62, 99-122 Góra Św. Małgorzaty";"gm. Góra Świętej Małgorzaty";"łęczycki";"łódzkie";"75";"38";"40";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"35";"4";"0";"4";"0";"31";"21";"5";"5"
"854d-15b1-4bbd-619f-8d4d-8887-f9ad-2171";"100404";"25";"1";"wieś";"stały";"Szkoła Podstawowa, Chorki 8, 99-150 Grabów";"gm. Grabów";"łęczycki";"łódzkie";"671";"744";"291";"380";"0";"1";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"6";"0";"6";"0";"374";"299";"54";"21"
"d3a0-0734-733d-3e30-4c1a-488f-c24a-2894";"100404";"25";"2";"wieś";"stały";"Szkoła Podstawowa, Stara Sobótka 31, 99-150 Grabów";"gm. Grabów";"łęczycki";"łódzkie";"852";"942";"388";"464";"1";"1";"0";"0";"0";"0";"0";"0";"0";"464";"0";"0";"464";"9";"0";"9";"0";"455";"323";"103";"29"
"42ac-350a-fbec-f504-e49f-bb4a-e0f3-668a";"100404";"25";"3";"wieś";"stały";"Szkoła Podstawowa, Kadzidłowa 22, 99-150 Grabów";"gm. Grabów";"łęczycki";"łódzkie";"352";"383";"190";"162";"2";"0";"0";"0";"0";"0";"0";"0";"0";"162";"0";"0";"162";"7";"0";"7";"0";"155";"105";"38";"12"
"2424-99a7-855d-5d60-6c08-cd29-315f-9b4c";"100404";"25";"4";"wieś";"stały";"Remiza OSP, Besiekiery 15, 99-150 Grabów";"gm. Grabów";"łęczycki";"łódzkie";"633";"705";"290";"343";"1";"3";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"8";"5";"3";"0";"335";"263";"52";"20"
"ad92-6293-0ec6-ffa0-33fa-3206-1e1f-4223";"100404";"25";"5";"wieś";"stały";"Remiza OSP, Byszew 36, 99-150 Grabów";"gm. Grabów";"łęczycki";"łódzkie";"320";"355";"142";"178";"1";"0";"0";"0";"0";"0";"0";"0";"0";"178";"0";"0";"178";"2";"1";"1";"0";"176";"135";"28";"13"
"b947-586e-8e09-1442-9020-e973-448a-ecb4";"100404";"25";"6";"wieś";"stały";"Szkoła Podstawowa, ul. Jana Kochanowskiego 2, 99-150 Grabów";"gm. Grabów";"łęczycki";"łódzkie";"837";"907";"363";"474";"0";"4";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"7";"2";"5";"0";"467";"254";"166";"47"
"07fe-a029-0cf8-13d4-23b0-bc5f-ba17-e1f6";"100404";"25";"7";"wieś";"stały";"Szkoła Podstawowa, ul. Jana Kochanowskiego 2, 99-150 Grabów";"gm. Grabów";"łęczycki";"łódzkie";"805";"886";"348";"457";"2";"1";"0";"0";"0";"0";"0";"0";"0";"457";"0";"0";"457";"10";"2";"8";"0";"447";"338";"82";"27"
"500d-41b1-3cf5-d5ff-f45c-43da-568c-1dd7";"100405";"25";"1";"wieś";"stały";"Samorządowa Szkoła Podstawowa (budynek po byłym gimnazjum), Topola Królewska 66, 99-100 Łęczyca";"gm. Łęczyca";"łęczycki";"łódzkie";"1270";"1299";"484";"786";"0";"2";"0";"0";"0";"0";"0";"0";"0";"786";"0";"0";"786";"11";"4";"7";"0";"775";"509";"191";"75"
"89e4-61be-0d3b-14ff-688d-a798-9a50-5f9a";"100405";"25";"2";"wieś";"stały";"Szkoła Podstawowa, Siedlec 16a, 99-100 Łęczyca";"gm. Łęczyca";"łęczycki";"łódzkie";"766";"844";"337";"429";"0";"2";"0";"0";"0";"0";"0";"0";"0";"429";"0";"0";"429";"12";"1";"11";"0";"417";"314";"69";"34"
"f43e-1c9e-096e-13d3-012c-d330-d6c4-eeb3";"100405";"25";"3";"wieś";"stały";"Szkoła Podstawowa, Błonie 33a, 99-100  Łęczyca";"gm. Łęczyca";"łęczycki";"łódzkie";"842";"926";"380";"462";"0";"2";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"10";"3";"7";"0";"452";"329";"81";"42"
"8193-4e12-6c7d-9390-7aa4-8700-123a-b610";"100405";"25";"4";"wieś";"stały";"Szkoła Podstawowa, Leźnica Mała 36, 99-100 Łęczyca";"gm. Łęczyca";"łęczycki";"łódzkie";"869";"961";"381";"488";"0";"1";"0";"0";"0";"0";"0";"0";"0";"488";"0";"0";"488";"12";"4";"8";"0";"476";"318";"115";"43"
"3599-6248-8270-f61b-a0b4-58a2-33d4-2ee3";"100405";"25";"5";"wieś";"stały";"Budynek po byłej szkole podstawowej, Janków 8, 99-100  Łęczyca";"gm. Łęczyca";"łęczycki";"łódzkie";"385";"421";"169";"216";"0";"0";"0";"0";"0";"0";"0";"0";"0";"216";"0";"0";"216";"1";"0";"1";"0";"215";"149";"42";"24"
"cb56-35dd-771b-290b-a60c-7038-d205-746d";"100405";"25";"6";"wieś";"stały";"Szkoła Podstawowa, Wilczkowice Górne 35, 99-100 Łęczyca";"gm. Łęczyca";"łęczycki";"łódzkie";"867";"955";"289";"578";"1";"1";"0";"0";"0";"0";"0";"0";"0";"578";"0";"0";"578";"7";"2";"5";"0";"571";"404";"128";"39"
"432a-a72f-d0c0-ba3c-443c-4227-73d4-97a0";"100405";"25";"7";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Topola Katowa 21, 99-100 Łęczyca";"gm. Łęczyca";"łęczycki";"łódzkie";"374";"411";"136";"238";"0";"0";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"6";"2";"4";"0";"232";"192";"31";"9"
"0c87-96c1-9187-3336-10f7-3dad-9262-b3d1";"100405";"25";"8";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Dzierzbiętów Duży 9, 99-100 Łęczyca";"gm. Łęczyca";"łęczycki";"łódzkie";"933";"1028";"345";"588";"1";"1";"0";"0";"0";"0";"0";"0";"0";"588";"0";"0";"588";"14";"6";"8";"0";"574";"380";"154";"40"
"0981-126e-4d75-9bda-5383-81fa-73df-13fd";"100405";"25";"9";"wieś";"zakład karny";"Zakład Karny w Garbalinie, Garbalin 18, 99-100 Łęczyca";"gm. Łęczyca";"łęczycki";"łódzkie";"847";"767";"589";"258";"0";"0";"0";"0";"0";"0";"0";"0";"0";"258";"0";"0";"258";"17";"5";"12";"0";"241";"44";"156";"41"
"cc78-31d6-7ec6-a788-d07c-e942-8a56-515f";"100406";"25";"1";"wieś";"stały";"Zespół Szkół Mechanizacji Rolnictwa w Piątku, ul. Kutnowska 19, 99-120 Piątek";"gm. Piątek";"łęczycki";"łódzkie";"1449";"1632";"504";"945";"3";"5";"0";"0";"0";"0";"0";"0";"0";"945";"0";"0";"945";"15";"8";"7";"0";"930";"566";"306";"58"
"1fc1-ea89-62a8-d850-e988-189a-fc1b-fadb";"100406";"25";"2";"wieś";"stały";"Szkoła Podstawowa w Piątku, ul. Szkolna 1, 99-120 Piątek";"gm. Piątek";"łęczycki";"łódzkie";"1158";"1278";"406";"752";"0";"4";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"13";"2";"11";"0";"739";"511";"167";"61"
"fc48-4dda-d38e-4475-5233-4977-ff3e-db67";"100406";"25";"3";"wieś";"stały";"Szkoła Podstawowa w Czernikowie, Czerników 11, 99-120 Piątek";"gm. Piątek";"łęczycki";"łódzkie";"857";"942";"340";"517";"0";"1";"0";"0";"0";"0";"0";"0";"0";"517";"0";"0";"517";"5";"1";"4";"0";"512";"434";"48";"30"
"3049-4a5d-cc61-c2f0-910b-784d-9321-42b9";"100406";"25";"4";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Goślubiu, Goślub 15, 99-120 Piątek";"gm. Piątek";"łęczycki";"łódzkie";"650";"666";"270";"380";"0";"2";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"3";"1";"2";"0";"377";"316";"42";"19"
"f7dc-0cdb-5cbf-f609-9cc2-0fe4-3743-1927";"100406";"25";"5";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Jankowie, Janków 2, 99-120 Piątek";"gm. Piątek";"łęczycki";"łódzkie";"324";"356";"113";"211";"0";"0";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"0";"0";"0";"0";"211";"151";"48";"12"
"0a62-527d-77c8-6306-1141-0067-545f-77cd";"100407";"25";"1";"wieś";"stały";"Sala OSP, Chwalborzyce 10a, 99-140 Świnice Warckie";"gm. Świnice Warckie";"łęczycki";"łódzkie";"466";"508";"207";"259";"0";"0";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"12";"4";"8";"0";"247";"179";"48";"20"
"e96e-7539-6b7e-3cb8-2809-cb58-aa84-7302";"100407";"25";"2";"wieś";"stały";"Szkoła Podstawowa w Świnicach Warckich, ul. Szkolna 5, 99-140 Świnice Warckie";"gm. Świnice Warckie";"łęczycki";"łódzkie";"1104";"1200";"425";"679";"0";"7";"0";"0";"0";"0";"0";"0";"0";"679";"0";"0";"679";"19";"0";"19";"0";"660";"426";"180";"54"
"65ee-8f79-9dc2-30a3-c12e-d9e2-3135-a82f";"100407";"25";"3";"wieś";"stały";"Szkoła Podstawowa, Piaski 23, 99-140 Świnice Warckie";"gm. Świnice Warckie";"łęczycki";"łódzkie";"713";"902";"280";"433";"0";"1";"0";"0";"0";"0";"0";"0";"0";"433";"0";"0";"433";"8";"2";"6";"0";"425";"306";"83";"36"
