"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Henryk Władysław CAREWICZ";"Janusz GROMEK";"Grażyna Anna SZTARK"
"4ac9-043a-39f9-3bd4-0739-e49a-4f8a-1c8c";"321603";"99";"3";"miasto";"stały";"Zespól Szkół Ponadgimnazjalnych w Połczynie-Zdroju, ul. Staszica 6, 78-320 Połczyn-Zdrój";"gm. Połczyn-Zdrój";"świdwiński";"zachodniopomorskie";"1240";"1324";"473";"767";"0";"0";"0";"0";"0";"0";"0";"0";"0";"767";"0";"0";"767";"26";"5";"21";"0";"741";"308";"297";"136"
"aaed-39b2-e47e-ebe4-b0d0-b596-6e84-3961";"321603";"99";"4";"miasto";"stały";"Miejsko-Gminny Ośrodek Pomocy Społecznej w Połczynie-Zdroju, ul. Koszalińska 8A, 78-320 Połczyn-Zdrój";"gm. Połczyn-Zdrój";"świdwiński";"zachodniopomorskie";"1600";"1721";"678";"922";"1";"6";"0";"0";"0";"0";"0";"0";"0";"922";"0";"0";"922";"27";"3";"24";"0";"895";"370";"363";"162"
"aae2-701c-e374-a7c9-1bc4-8baa-609c-d844";"321603";"99";"5";"miasto";"stały";"Urząd Miejski w Połczynie-Zdroju, ul. Plac Wolności 3 - 4, 78-320 Połczyn-Zdrój";"gm. Połczyn-Zdrój";"świdwiński";"zachodniopomorskie";"1510";"1978";"338";"1172";"2";"335";"0";"0";"0";"0";"0";"0";"0";"1172";"0";"0";"1172";"23";"4";"19";"0";"1149";"460";"508";"181"
"ccb0-ff63-867e-1d3b-34cb-7906-c4b8-916b";"321603";"99";"6";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Połczynie-Zdroju, ul. Grunwaldzka 34, 78-320 Połczyn-Zdrój";"gm. Połczyn-Zdrój";"świdwiński";"zachodniopomorskie";"1450";"1542";"645";"805";"0";"22";"0";"0";"0";"0";"0";"0";"0";"804";"0";"0";"804";"12";"3";"9";"0";"792";"335";"314";"143"
"87e3-b41c-6ebb-9fe5-a85a-42e9-e1f1-562c";"321603";"99";"7";"wieś";"stały";"Szkoła Podstawowa w Toporzyku, Toporzyk 23, 78-320 Połczyn-Zdrój";"gm. Połczyn-Zdrój";"świdwiński";"zachodniopomorskie";"661";"724";"384";"277";"0";"0";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0";"277";"11";"8";"3";"0";"266";"110";"87";"69"
"250d-5005-0c73-9b08-c4dc-f937-672a-7965";"321603";"99";"8";"wieś";"stały";"Szkoła Podstawowa w Redle, Redło 12, 78-320 Połczyn-Zdrój";"gm. Połczyn-Zdrój";"świdwiński";"zachodniopomorskie";"1635";"1602";"925";"710";"2";"6";"0";"0";"0";"0";"0";"0";"0";"710";"0";"0";"710";"10";"5";"5";"0";"700";"256";"280";"164"
"025d-4259-9280-41a6-e696-45e8-424a-a379";"321603";"99";"9";"wieś";"stały";"Szkoła Podstawowa w Bolkowie, Bolkowo 10, 78-320 Połczyn-Zdrój";"gm. Połczyn-Zdrój";"świdwiński";"zachodniopomorskie";"590";"654";"305";"285";"0";"2";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"2";"0";"2";"0";"283";"127";"77";"79"
"05f1-deb1-3477-a140-6d72-95f6-39f0-1b22";"321603";"99";"10";"miasto";"zakład leczniczy";"Przyjazny Szpital w Połczynie-Zdroju, Szpitalna 5, 78-320 Połczyn-Zdrój";"gm. Połczyn-Zdrój";"świdwiński";"zachodniopomorskie";"50";"25";"43";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"7";"0";"0";"0";"0";"7";"4";"2";"1"
"f19d-fe2a-be60-07aa-9674-5e81-5875-6d81";"321604";"99";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Rąbinie, Rąbino 57, 78-331 Rąbino";"gm. Rąbino";"świdwiński";"zachodniopomorskie";"1140";"1236";"542";"598";"1";"1";"0";"0";"0";"0";"0";"0";"0";"598";"0";"0";"598";"12";"5";"7";"0";"586";"229";"172";"185"
"e474-f72f-4f93-275d-cf3c-e0cd-933b-8f7f";"321604";"99";"2";"wieś";"stały";"Szkoła Podstawowa, Nielep 38, 78-331 Rąbino";"gm. Rąbino";"świdwiński";"zachodniopomorskie";"580";"620";"325";"255";"0";"0";"0";"0";"0";"0";"0";"0";"0";"255";"0";"0";"255";"7";"0";"7";"0";"248";"117";"71";"60"
"3ce9-41a1-adec-c256-d69e-9ad2-3f11-ff65";"321604";"99";"3";"wieś";"stały";"Ośrodek Edukacji Ekologicznej, Lipie 16, 78-331 Rąbino";"gm. Rąbino";"świdwiński";"zachodniopomorskie";"480";"527";"253";"227";"0";"1";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"8";"0";"8";"0";"219";"116";"56";"47"
"8b04-0065-d989-7351-4217-8ea9-f8a3-8197";"321604";"99";"4";"wieś";"stały";"Świetlica Wiejska, Rzecino 12, 78-331 Rąbino";"gm. Rąbino";"świdwiński";"zachodniopomorskie";"420";"461";"239";"181";"0";"0";"0";"0";"0";"0";"0";"0";"0";"181";"0";"0";"181";"4";"0";"4";"0";"177";"109";"38";"30"
"3b29-447f-1d1f-e9c1-de14-871c-3f7a-aedd";"321605";"99";"1";"wieś";"stały";"Ośrodek Kultury, ul. Kolejowa 6, 78-314 Sławoborze";"gm. Sławoborze";"świdwiński";"zachodniopomorskie";"670";"723";"321";"349";"2";"4";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"14";"1";"13";"0";"335";"118";"111";"106"
"5be4-b374-afb3-ba42-9f5a-2b77-e983-e785";"321605";"99";"2";"wieś";"stały";"Środowiskowy Dom Samopomocy, ul. Leśna 1a, 78-314 Sławoborze";"gm. Sławoborze";"świdwiński";"zachodniopomorskie";"711";"763";"296";"415";"0";"2";"0";"0";"0";"0";"0";"0";"0";"415";"0";"0";"415";"10";"2";"8";"0";"405";"115";"197";"93"
"f2a3-c340-436e-5f92-328d-cd0d-688a-db6d";"321605";"99";"3";"wieś";"stały";"Szkoła Podstawowa, ul. Lipowa 19, 78-314 Sławoborze";"gm. Sławoborze";"świdwiński";"zachodniopomorskie";"860";"941";"540";"320";"0";"6";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"15";"1";"14";"0";"305";"117";"108";"80"
"9f54-41d9-5e12-9adf-0b17-140d-b639-0671";"321605";"99";"4";"wieś";"stały";"Świetlica Wiejska, Mysłowice 51, 78-314 Sławoborze";"gm. Sławoborze";"świdwiński";"zachodniopomorskie";"630";"699";"351";"279";"0";"0";"0";"0";"0";"0";"0";"0";"0";"279";"0";"0";"279";"3";"1";"2";"0";"276";"112";"95";"69"
"0f60-0d41-eeb3-3369-879a-8f3a-c598-0bb1";"321605";"99";"5";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Krzecku 5, Krzecko 5, 78-314 Sławoborze";"gm. Sławoborze";"świdwiński";"zachodniopomorskie";"50";"51";"31";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"1";"0";"1";"0";"18";"10";"6";"2"
"b521-ea08-6705-b517-29f5-49ad-3e15-8b6b";"321606";"99";"1";"wieś";"stały";"Świetlica Wiejska w Rusinowie, Rusinowo 22, 78-311 Rusinowo";"gm. Świdwin";"świdwiński";"zachodniopomorskie";"480";"522";"233";"247";"0";"2";"0";"0";"0";"0";"0";"0";"0";"247";"0";"0";"247";"4";"0";"4";"0";"243";"99";"67";"77"
"4992-5698-c61e-af09-6e99-897d-6249-0963";"321606";"99";"2";"wieś";"stały";"Świetlica OSP w Lekowie, Lekowo 25a, 78-312 Lekowo";"gm. Świdwin";"świdwiński";"zachodniopomorskie";"550";"620";"270";"280";"0";"2";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"6";"2";"4";"0";"274";"133";"76";"65"
"02e1-d0a9-ce6b-134d-4357-4b7f-9019-3cb5";"321606";"99";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Bierzwnicy, Bierzwnica 52, 78-324 Cieszeniewo";"gm. Świdwin";"świdwiński";"zachodniopomorskie";"410";"438";"233";"177";"1";"3";"0";"0";"0";"0";"0";"0";"0";"177";"0";"0";"177";"7";"1";"6";"0";"170";"84";"56";"30"
"ccde-a953-2955-6ea2-2d4a-a213-21f0-11d2";"321606";"99";"4";"wieś";"stały";"Świetlica Wiejska w Klępczewie, Klępczewo 8, 78-312 Lekowo";"gm. Świdwin";"świdwiński";"zachodniopomorskie";"440";"478";"224";"215";"0";"1";"0";"0";"0";"0";"0";"0";"0";"216";"0";"0";"216";"7";"1";"6";"0";"209";"120";"56";"33"
"c3d7-0df0-7ba9-b3c5-be63-642f-ff9c-a533";"321606";"99";"5";"wieś";"stały";"Świetlica Wiejska w Smardzku, Smardzko 14, 78-300 Świdwin";"gm. Świdwin";"świdwiński";"zachodniopomorskie";"600";"649";"321";"279";"1";"1";"0";"0";"0";"0";"0";"0";"0";"279";"0";"0";"279";"2";"1";"1";"0";"277";"137";"69";"71"
"09b8-0f85-8cb2-bf27-829b-f68e-5a2f-ffd2";"321606";"99";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Oparznie, Oparzno 31, 78-300 Świdwin";"gm. Świdwin";"świdwiński";"zachodniopomorskie";"540";"584";"309";"231";"0";"0";"0";"0";"0";"0";"0";"0";"0";"231";"0";"0";"231";"5";"0";"5";"0";"226";"93";"76";"57"
"424e-fd1d-5a4a-400e-71b6-1a83-fe0d-ad34";"321606";"99";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa im. E. Gierczak w Świdwinie, ul. Armii Krajowej 19, 78-300 Świdwin";"gm. Świdwin";"świdwiński";"zachodniopomorskie";"850";"925";"385";"465";"1";"1";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"15";"2";"13";"0";"450";"168";"161";"121"
"823f-f356-0a87-dcb1-be04-9050-4f93-08fb";"321606";"99";"8";"wieś";"stały";"Klub ""Senior +"" w Krosinie, Krosino 21, 78-300 Świdwin";"gm. Świdwin";"świdwiński";"zachodniopomorskie";"380";"416";"188";"192";"0";"0";"0";"0";"0";"0";"0";"0";"0";"192";"0";"0";"192";"5";"1";"4";"0";"187";"78";"59";"50"
"06aa-5e54-1af9-7bf3-ef16-4c2c-8f07-572c";"321701";"99";"1";"miasto";"stały";"Zespół Szkół nr 4 - RCKU, ul. Południowa 10a, 78-600 Wałcz";"m. Wałcz";"wałecki";"zachodniopomorskie";"1869";"1979";"707";"1162";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1162";"0";"0";"1162";"21";"3";"18";"0";"1141";"341";"525";"275"
"0668-f254-ac7f-2ca8-047a-d863-d9b5-44b1";"321701";"99";"2";"miasto";"stały";"Przedsiębiorstwo Komunikacji Samochodowej Sp. z o. o., ul. Wojska Polskiego 54, 78-600 Wałcz";"m. Wałcz";"wałecki";"zachodniopomorskie";"1759";"1881";"589";"1170";"1";"13";"0";"0";"0";"0";"0";"0";"0";"1170";"0";"0";"1170";"24";"12";"12";"0";"1146";"282";"615";"249"
"9147-85b1-51db-defb-d4b6-efe2-e6b2-e9fa";"321701";"99";"3";"miasto";"stały";"Szkoła Podstawowa nr 4, Aleja Tysiąclecia 19, 78-600 Wałcz";"m. Wałcz";"wałecki";"zachodniopomorskie";"1888";"2059";"640";"1248";"2";"8";"2";"2";"0";"1";"0";"0";"1";"1249";"1";"0";"1249";"23";"10";"13";"0";"1226";"417";"601";"208"
"0476-fe17-926c-17a8-d424-d668-81ae-9223";"321701";"99";"4";"miasto";"stały";"Przedszkole nr 9, ul. Wojska Polskiego 53, 78-600 Wałcz";"m. Wałcz";"wałecki";"zachodniopomorskie";"1090";"1174";"407";"683";"0";"3";"0";"0";"0";"0";"0";"0";"0";"683";"0";"0";"683";"18";"5";"13";"0";"665";"217";"342";"106"
"3940-88e4-1478-1072-293e-1b02-e372-c453";"321701";"99";"5";"miasto";"stały";"Przedszkole nr 6, Aleja Tysiąclecia 19a, 78-600 Wałcz";"m. Wałcz";"wałecki";"zachodniopomorskie";"1610";"1722";"541";"1069";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1068";"0";"0";"1068";"23";"7";"16";"0";"1045";"334";"534";"177"
"3b69-b481-b450-b425-6867-a969-d4b2-c53c";"321701";"99";"6";"miasto";"stały";"Wałeckie Centrum Kultury, Plac Zesłańców Sybiru 3, 78-600 Wałcz";"m. Wałcz";"wałecki";"zachodniopomorskie";"1720";"1851";"680";"1040";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1040";"0";"0";"1040";"23";"4";"19";"0";"1017";"324";"481";"212"
"917f-20a6-bd52-6fa3-baf9-3ab6-159e-36ad";"321701";"99";"7";"miasto";"stały";"Środowiskowy Dom Samopomocy dla Osób z Zaburzeniami Psychicznymi, ul. Nowomiejska 4, 78-600 Wałcz";"m. Wałcz";"wałecki";"zachodniopomorskie";"1730";"1875";"569";"1161";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1159";"0";"0";"1159";"22";"9";"13";"0";"1137";"323";"585";"229"
"0d93-6de2-5f0a-2c83-39aa-967b-04de-6165";"321701";"99";"8";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Robotnicza 23, 78-600 Wałcz";"m. Wałcz";"wałecki";"zachodniopomorskie";"1370";"1479";"520";"850";"1";"6";"0";"0";"0";"0";"0";"0";"0";"850";"0";"0";"850";"26";"7";"19";"0";"824";"259";"396";"169"
"7e10-7e41-dce3-4a45-4652-6dab-83c8-70c9";"321701";"99";"9";"miasto";"stały";"Powiatowe Centrum Kształcenia Zawodowego i Ustawicznego, ul. Bankowa 13, 78-600 Wałcz";"m. Wałcz";"wałecki";"zachodniopomorskie";"1390";"1479";"479";"911";"2";"4";"0";"0";"0";"0";"0";"0";"0";"911";"0";"0";"911";"21";"9";"12";"0";"890";"261";"450";"179"
"7c44-4552-d71a-b5df-df48-bef3-bff3-5431";"321701";"99";"10";"miasto";"stały";"Szkoła Podstawowa nr 5, Osiedle Dolne Miasto 14A, 78-600 Wałcz";"m. Wałcz";"wałecki";"zachodniopomorskie";"1500";"1601";"434";"1066";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1066";"0";"0";"1066";"20";"8";"12";"0";"1046";"293";"536";"217"
"86d1-5edf-8f38-902e-0d67-4e33-38f4-0f10";"321701";"99";"11";"miasto";"stały";"Przedszkole nr 8, Osiedle Dolne Miasto 25A, 78-600 Wałcz";"m. Wałcz";"wałecki";"zachodniopomorskie";"1619";"1737";"466";"1154";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1153";"0";"0";"1153";"26";"5";"21";"0";"1127";"373";"557";"197"
"6cb0-e8c2-2dca-c6e0-5f7f-44af-eec4-defd";"321701";"99";"12";"miasto";"zakład leczniczy";"107 Szpital Wojskowy z Przychodnią SP ZOZ, ul. Kołobrzeska 44, 78-600 Wałcz";"m. Wałcz";"wałecki";"zachodniopomorskie";"275";"39";"241";"34";"0";"1";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"3";"0";"3";"0";"31";"10";"14";"7"
"a7cc-76c9-c932-414d-4c4f-6531-c5b5-cc1c";"321701";"99";"13";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Orla 35, 78-600 Wałcz";"m. Wałcz";"wałecki";"zachodniopomorskie";"43";"56";"24";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"1";"0";"1";"0";"18";"8";"6";"4"
"32b9-cbf1-8fb5-0a9b-a449-0123-dc50-41fb";"321702";"99";"1";"miasto";"stały";"Dom Kultury w Człopie, Osiedlowa 9, 78-630 Człopa";"gm. Człopa";"wałecki";"zachodniopomorskie";"1700";"1857";"791";"909";"3";"6";"0";"0";"0";"0";"0";"0";"0";"909";"0";"0";"909";"17";"5";"12";"0";"892";"351";"331";"210"
"c084-f4a7-acd0-45c0-bf93-57cb-d231-dd2a";"321702";"99";"2";"wieś";"stały";"Szkoła Podstawowa w Człopie, Plac Zwycięstwa 6, 78-630 Człopa";"gm. Człopa";"wałecki";"zachodniopomorskie";"1200";"1303";"715";"485";"0";"1";"0";"0";"0";"0";"0";"0";"0";"485";"0";"0";"485";"11";"1";"10";"0";"474";"225";"136";"113"
"b00a-798f-667b-6010-8ec0-9a45-0939-d4b3";"321702";"99";"3";"wieś";"stały";"Świetlica Wiejska, Mielęcin ul. Szkolna 5, 78-630 Człopa";"gm. Człopa";"wałecki";"zachodniopomorskie";"300";"328";"129";"171";"0";"0";"0";"0";"0";"0";"0";"0";"0";"171";"0";"0";"171";"3";"0";"3";"0";"168";"64";"68";"36"
"59ed-4553-ad6e-4d3b-8238-3d4f-7131-4e54";"321702";"99";"4";"wieś";"stały";"Świetlica Wiejska, Wołowe Lasy 22, 78-630  Człopa";"gm. Człopa";"wałecki";"zachodniopomorskie";"410";"452";"180";"230";"0";"3";"0";"0";"0";"0";"0";"0";"0";"230";"0";"0";"230";"7";"0";"7";"0";"223";"106";"64";"53"
"4c8b-edc9-9231-9c8f-698e-2323-3b4e-9cd4";"321703";"99";"1";"miasto";"stały";"Szkoła Podstawowa w Mirosławcu, ul. Wolności 21, 78-650 Mirosławiec";"gm. Mirosławiec";"wałecki";"zachodniopomorskie";"1121";"1241";"473";"648";"0";"11";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"15";"6";"9";"0";"633";"195";"319";"119"
"6d85-22be-8121-577f-211e-c3fd-2932-3c83";"321703";"99";"2";"miasto";"stały";"Ośrodek Kultury w Mirosławcu, ul. Parkowa 1, 78-650 Mirosławiec";"gm. Mirosławiec";"wałecki";"zachodniopomorskie";"1290";"1417";"520";"770";"0";"11";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"20";"4";"16";"0";"750";"242";"352";"156"
"b463-ce93-351b-9deb-73ce-363c-f402-bcfa";"321703";"99";"3";"wieś";"stały";"Świetlica Wiejska w Mirosławcu Górnym, ul. Lotnictwa Polskiego 4/1, 78-651 Mirosławiec Górny";"gm. Mirosławiec";"wałecki";"zachodniopomorskie";"371";"412";"124";"247";"0";"1";"0";"0";"0";"0";"0";"0";"0";"247";"0";"0";"247";"3";"0";"3";"0";"244";"67";"133";"44"
"3d02-e2c9-f8b2-3c62-551d-d8f4-153b-5dad";"321703";"99";"4";"wieś";"stały";"Świetlica Wiejska w Bronikowie, Bronikowo 40B, 78-652 Mirosławiec";"gm. Mirosławiec";"wałecki";"zachodniopomorskie";"530";"590";"273";"257";"0";"5";"0";"0";"0";"0";"0";"0";"0";"257";"0";"0";"257";"3";"2";"1";"0";"254";"126";"71";"57"
"b78d-36b7-b7e9-bbc8-2ec8-a63c-4412-bd9f";"321703";"99";"5";"wieś";"stały";"Świetlica Wiejska w Piecniku, Piecnik 53, 78-650 Mirosławiec";"gm. Mirosławiec";"wałecki";"zachodniopomorskie";"440";"477";"236";"204";"0";"3";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"9";"0";"9";"0";"195";"62";"96";"37"
"bd8b-3c99-6380-08f9-8126-23ba-edcf-bb86";"321704";"99";"1";"miasto";"stały";"Hol Szkoły Podstawowej, ul. Szkolna 41, 78-640 Tuczno";"gm. Tuczno";"wałecki";"zachodniopomorskie";"730";"807";"310";"420";"1";"13";"0";"0";"0";"0";"0";"0";"0";"420";"0";"0";"420";"9";"4";"5";"0";"411";"143";"175";"93"
"ce9e-5315-465a-fe9d-c239-072b-fc06-fa8f";"321704";"99";"2";"wieś";"stały";"Świetlica Wiejska, Marcinkowice 84, 78-641 Tuczno";"gm. Tuczno";"wałecki";"zachodniopomorskie";"660";"722";"330";"330";"0";"0";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"6";"1";"5";"0";"324";"142";"109";"73"
"15dc-9eaa-2984-da9c-7a39-8abd-8a9a-22bd";"321704";"99";"3";"wieś";"stały";"Świetlica Wiejska, Rzeczyca 1 - go Maja 39, 78-641 Tuczno";"gm. Tuczno";"wałecki";"zachodniopomorskie";"700";"771";"384";"316";"1";"4";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"8";"2";"6";"0";"308";"146";"96";"66"
"d956-a068-cb0a-26f8-41d7-ed3e-eb26-290a";"321704";"99";"4";"wieś";"stały";"Świetlica Wiejska, Zdbowo 2, 78-640 Tuczno";"gm. Tuczno";"wałecki";"zachodniopomorskie";"340";"379";"185";"155";"0";"0";"0";"0";"0";"0";"0";"0";"0";"155";"0";"0";"155";"1";"0";"1";"0";"154";"75";"43";"36"
"9ec6-f360-ae65-b46d-5322-9a01-f254-30f2";"321704";"99";"5";"wieś";"stały";"Świetlica Wiejska, Miłogoszcz 11, 78-640 Tuczno";"gm. Tuczno";"wałecki";"zachodniopomorskie";"360";"393";"210";"150";"0";"1";"0";"0";"0";"0";"0";"0";"0";"150";"0";"0";"150";"0";"0";"0";"0";"150";"64";"46";"40"
"9e40-a90a-ae28-4d9e-dcfc-7339-c685-b1f9";"321704";"99";"6";"miasto";"stały";"Gminny Ośrodek Kultury, Wolności 26a, 78-640 Tuczno";"gm. Tuczno";"wałecki";"zachodniopomorskie";"700";"759";"290";"410";"1";"7";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"12";"2";"10";"0";"398";"156";"147";"95"
"c685-7364-6d83-34b7-ffef-5c8a-7d5a-a629";"321705";"99";"1";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Dębołęka 13A, 78-607 Dębołęka";"gm. Wałcz";"wałecki";"zachodniopomorskie";"1140";"1255";"575";"565";"0";"3";"0";"0";"0";"0";"0";"0";"0";"565";"0";"0";"565";"9";"0";"9";"0";"556";"240";"200";"116"
"eb89-2844-e13a-7b9c-131a-3a40-5ed4-1303";"321705";"99";"2";"wieś";"stały";"Szkoła Podstawowa, Karsibór 39, 78-609 Karsibór";"gm. Wałcz";"wałecki";"zachodniopomorskie";"1280";"1405";"651";"629";"0";"6";"0";"0";"0";"0";"0";"0";"0";"629";"0";"0";"629";"15";"1";"14";"0";"614";"225";"225";"164"
"31c1-e2c5-f3b2-3838-c142-df11-4583-f53f";"321705";"99";"3";"wieś";"stały";"Świetlica Wiejska, Kłębowiec 50A, 78-600 Wałcz";"gm. Wałcz";"wałecki";"zachodniopomorskie";"610";"651";"241";"369";"0";"2";"0";"0";"0";"0";"0";"0";"0";"369";"0";"0";"369";"12";"6";"6";"0";"357";"133";"128";"96"
"0970-28d1-c7ca-cbd2-f78b-cd78-dc4f-5147";"321705";"99";"4";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Szkolna 21, 78-611 Szwecja";"gm. Wałcz";"wałecki";"zachodniopomorskie";"1260";"1346";"460";"800";"0";"5";"0";"0";"0";"0";"0";"0";"0";"800";"0";"0";"800";"11";"2";"9";"0";"789";"236";"380";"173"
"b559-7645-b1b0-0ef0-0dd8-ae4c-ee59-a6f6";"321705";"99";"5";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Witankowo 42, 78-600 Wałcz";"gm. Wałcz";"wałecki";"zachodniopomorskie";"710";"764";"358";"352";"0";"2";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"4";"1";"3";"0";"348";"179";"107";"62"
"e6b8-cc7c-74cd-b401-5f92-c6a4-6f35-4c09";"321705";"99";"6";"wieś";"stały";"Szkoła Podstawowa, Różewo 8, 78-627 Różewo";"gm. Wałcz";"wałecki";"zachodniopomorskie";"1200";"1300";"542";"658";"1";"3";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"8";"3";"5";"0";"650";"236";"294";"120"
"333a-3266-b9e6-74a4-16c9-018a-b797-7c28";"321705";"99";"7";"wieś";"stały";"Szkoła Podstawowa, Gostomia 36, 78-600 Wałcz";"gm. Wałcz";"wałecki";"zachodniopomorskie";"1060";"1156";"568";"492";"0";"2";"0";"0";"0";"0";"0";"0";"0";"492";"0";"0";"492";"13";"2";"11";"0";"479";"201";"172";"106"
"41ba-775a-6734-c08b-251f-6092-6345-78c4";"321705";"99";"8";"wieś";"stały";"Szkoła Podstawowa, Strączno 53, 78-642 Strączno";"gm. Wałcz";"wałecki";"zachodniopomorskie";"1060";"1160";"514";"546";"0";"0";"0";"0";"0";"0";"0";"0";"0";"546";"0";"0";"546";"11";"2";"9";"0";"535";"186";"224";"125"
"0c86-bdcc-0aba-b466-97fb-0737-d8b8-e5a5";"321705";"99";"9";"wieś";"stały";"Szkoła Podstawowa, Chwiram 1, 78-600 Wałcz";"gm. Wałcz";"wałecki";"zachodniopomorskie";"539";"590";"195";"344";"0";"0";"0";"0";"0";"0";"0";"0";"0";"344";"0";"0";"344";"7";"0";"7";"0";"337";"85";"174";"78"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
