"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Helena Adela CZAKOWSKA";"Andrzej KOBIAK";"Leszek Józef POSŁUSZNY"
"dd76-aaaf-6efd-0b53-cddb-e167-a407-c7a0";"046101";"9";"91";"miasto";"stały";"Zespół Szkół nr 7, ul. Ludwika Waryńskiego 1, 85-320 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1460";"1576";"382";"1078";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1078";"0";"0";"1078";"19";"2";"17";"0";"1059";"292";"647";"120"
"2455-8c9b-a158-1a3a-6a99-6b66-8f2f-fef0";"046101";"9";"92";"miasto";"stały";"IV Liceum Ogólnokształcące, ul. Stawowa 39, 85-323 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1020";"1121";"325";"695";"2";"5";"0";"0";"0";"0";"0";"0";"0";"695";"0";"0";"695";"18";"1";"17";"0";"677";"252";"357";"68"
"4c72-b79c-593f-c17a-d8ed-59be-5714-2ac7";"046101";"9";"93";"miasto";"stały";"IV Liceum Ogólnokształcące, ul. Stawowa 39, 85-323 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"691";"761";"154";"537";"1";"4";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"10";"2";"8";"0";"527";"180";"283";"64"
"f084-6a95-212a-7532-966f-6ec5-4b09-1d4f";"046101";"9";"94";"miasto";"stały";"Zespół Szkół nr 7, ul. Ludwika Waryńskiego 1, 85-320 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"910";"989";"229";"681";"2";"5";"1";"1";"0";"0";"0";"0";"1";"682";"1";"1";"681";"9";"2";"7";"0";"672";"189";"391";"92"
"13a9-6a05-ce93-3ff6-ea47-48c8-6609-a1b1";"046101";"9";"95";"miasto";"stały";"Zespół Szkół Elektrycznych, ul. Stawowa 41, 85-323 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1260";"1384";"420";"840";"6";"9";"0";"0";"0";"0";"0";"0";"0";"840";"0";"0";"840";"19";"3";"16";"0";"821";"270";"433";"118"
"3f49-0143-6643-3b5a-a44d-b7be-4c2a-05b8";"046101";"9";"96";"miasto";"stały";"Zespół Szkół i Placówek nr 1, ul. Stawowa 53, 85-323 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1500";"1640";"391";"1109";"0";"8";"1";"1";"0";"0";"0";"0";"1";"1110";"1";"0";"1110";"19";"5";"14";"0";"1091";"377";"582";"132"
"d5db-b58c-d06d-8e00-6aca-71e9-7321-e6a1";"046101";"9";"97";"miasto";"stały";"Zespół Szkół i Placówek nr 1, ul. Stawowa 53, 85-323 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1490";"1637";"395";"1095";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1094";"0";"0";"1094";"22";"3";"19";"0";"1072";"381";"546";"145"
"f43a-45aa-0d70-baee-8ffc-fdab-9cfb-a3d8";"046101";"9";"98";"miasto";"stały";"KPEC Sp. z o. o., ul. ks. Józefa Schulza 5, 85-315 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1120";"1245";"315";"805";"0";"5";"1";"1";"0";"0";"0";"0";"1";"806";"1";"0";"806";"10";"1";"9";"0";"796";"263";"431";"102"
"4d3b-ae46-fc9c-d4ca-3198-9266-acaf-e03c";"046101";"9";"99";"miasto";"stały";"Zespół Szkół nr 7, ul. Ludwika Waryńskiego 1, 85-320 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1370";"1543";"361";"1009";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1009";"0";"0";"1009";"22";"4";"18";"0";"987";"326";"534";"127"
"7fa3-06ba-64c3-666f-546c-ef04-d0b5-e814";"046101";"9";"100";"miasto";"stały";"Zespół Szkół nr 1, ul. Nakielska 11, 85-219 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1140";"1269";"480";"660";"0";"4";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"7";"0";"7";"0";"653";"257";"296";"100"
"4817-814a-53a0-2f0e-fe42-22fc-e623-e21f";"046101";"9";"101";"miasto";"stały";"Zespół Szkół nr 1, ul. Nakielska 11, 85-219 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"880";"966";"345";"535";"2";"3";"0";"0";"0";"0";"0";"0";"0";"535";"0";"0";"535";"17";"5";"12";"0";"518";"192";"228";"98"
"1579-9d44-dcd1-2e67-3471-3f98-48a6-0902";"046101";"9";"102";"miasto";"stały";"Zespół Szkół nr 29, ul. Słoneczna 26, 85-348 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"980";"1067";"237";"743";"0";"4";"0";"0";"0";"0";"0";"0";"0";"743";"0";"0";"743";"20";"6";"14";"0";"723";"246";"391";"86"
"5893-a9b8-f623-5bfe-ee5c-d0e4-ba3c-e3b4";"046101";"9";"103";"miasto";"stały";"Zespół Szkół Mechanicznych nr 2, ul. Słoneczna 19, 85-348 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1690";"1872";"409";"1281";"4";"9";"1";"1";"0";"0";"0";"0";"1";"1282";"1";"0";"1282";"22";"7";"15";"0";"1260";"400";"698";"162"
"6357-6d1d-bff5-efd9-ac20-ac97-194d-1396";"046101";"9";"104";"miasto";"stały";"Zespół Szkół Mechanicznych nr 2, ul. Słoneczna 19, 85-348 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1050";"1153";"268";"782";"0";"2";"0";"0";"0";"0";"0";"0";"0";"782";"0";"0";"782";"13";"2";"11";"0";"769";"296";"361";"112"
"2ab6-fd8f-b066-b0de-36e2-6437-a5a7-beb5";"046101";"9";"105";"miasto";"stały";"K. S. ""Gwiazda"", ul. Józefa Bronikowskiego 45, 85-350 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1630";"1773";"412";"1218";"0";"3";"1";"1";"0";"0";"0";"0";"1";"1219";"1";"0";"1219";"20";"5";"15";"0";"1199";"417";"660";"122"
"35dc-2214-4be2-0e9c-5eb3-c1d7-6baa-94fc";"046101";"9";"106";"miasto";"stały";"Zespół Szkół nr 8, ul. Pijarów 4, 85-360 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1509";"1640";"429";"1080";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1080";"0";"0";"1080";"18";"13";"5";"0";"1062";"330";"613";"119"
"ef8b-a341-5e0a-472a-7883-94fc-05d5-b127";"046101";"9";"107";"miasto";"stały";"Zespół Szkół nr 8, ul. Pijarów 4, 85-360 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1650";"1783";"402";"1248";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1247";"0";"0";"1247";"20";"2";"18";"0";"1227";"487";"616";"124"
"55f4-c49a-1083-d2df-1dcf-5e80-7ce4-877e";"046101";"9";"108";"miasto";"stały";"Szkoła Podstawowa nr 35, ul. Nakielska 273, 85-391 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1992";"2171";"454";"1536";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1536";"0";"0";"1536";"30";"4";"26";"0";"1506";"585";"766";"155"
"f275-ea3e-aea8-d9d5-1323-611b-65f9-dae1";"046101";"9";"109";"miasto";"stały";"Szkoła Podstawowa nr 35, ul. Nakielska 273, 85-391 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"2081";"2270";"494";"1587";"0";"7";"1";"1";"0";"0";"0";"0";"1";"1588";"1";"0";"1588";"18";"3";"15";"0";"1570";"506";"871";"193"
"2a5a-35c3-d53f-d11d-4a26-2b9a-cc6e-6559";"046101";"9";"110";"miasto";"stały";"Szkoła Podstawowa nr 41, ul. Romualda Traugutta 12, 85-122 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1153";"1263";"427";"726";"1";"3";"0";"0";"0";"0";"0";"0";"0";"726";"0";"0";"726";"18";"3";"15";"0";"708";"236";"369";"103"
"bd24-44b4-836e-ff65-9ccf-cf6c-6758-f35d";"046101";"9";"111";"miasto";"stały";"Szkoła Podstawowa nr 41, ul. Romualda Traugutta 12, 85-122 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"750";"845";"154";"596";"0";"22";"0";"0";"0";"0";"0";"0";"0";"596";"0";"0";"596";"7";"1";"6";"0";"589";"166";"347";"76"
"e771-bd1d-4bb5-5e03-6d5a-38d2-a469-e2c2";"046101";"9";"112";"miasto";"stały";"Szkoła Podstawowa nr 41, ul. Romualda Traugutta 12, 85-122 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"740";"825";"194";"546";"1";"9";"0";"0";"0";"0";"0";"0";"0";"546";"0";"0";"546";"10";"0";"10";"0";"536";"153";"307";"76"
"9e99-5670-cc46-fc16-ba6a-27a3-5882-ff30";"046101";"9";"113";"miasto";"stały";"II Liceum Ogólnokształcące, ul. Nowodworska 13, 85-120 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1329";"1448";"347";"982";"2";"11";"0";"0";"0";"0";"0";"0";"0";"982";"0";"0";"982";"18";"0";"18";"0";"964";"321";"517";"126"
"4d35-5e59-84e9-1c0d-d987-0832-2c40-d350";"046101";"9";"114";"miasto";"stały";"Zespół Szkół Prywatnych-Szkoły ""Sokrates"", ul. Jana Henryka Dąbrowskiego 8, 85-158 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1289";"1410";"459";"830";"0";"4";"0";"0";"0";"0";"0";"0";"0";"830";"0";"0";"830";"16";"1";"15";"0";"814";"279";"429";"106"
"4c03-05eb-c82a-7938-7a51-1793-e434-7444";"046101";"9";"115";"miasto";"stały";"MDK nr 2, ul. Stanisława Leszczyńskiego 42, 85-137 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1687";"1869";"475";"1212";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1212";"0";"0";"1212";"22";"6";"16";"0";"1190";"372";"661";"157"
"2106-c880-2490-1b1c-b4d1-faef-053d-c804";"046101";"9";"116";"miasto";"stały";"Szkoła Podstawowa nr 63, ul. Seweryna Goszczyńskiego 3, 85-134 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1781";"1932";"497";"1284";"2";"2";"1";"1";"0";"0";"0";"0";"1";"1285";"1";"0";"1285";"30";"9";"21";"0";"1255";"441";"663";"151"
"166d-34c3-12b0-1133-8318-2f36-fd3f-b1aa";"046101";"9";"117";"miasto";"stały";"Szkoła Podstawowa nr 63, ul. Seweryna Goszczyńskiego 3, 85-134 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1851";"1987";"409";"1442";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1443";"1";"0";"1443";"40";"7";"33";"0";"1403";"441";"834";"128"
"b061-9fa7-ec61-c935-08ed-643c-0123-bcea";"046101";"9";"118";"miasto";"stały";"Zespół Szkół nr 30 Specjalnych, ul. Jesionowa 3a, 85-149 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1270";"1383";"275";"995";"1";"1";"0";"0";"0";"0";"0";"0";"0";"995";"0";"0";"995";"20";"9";"11";"0";"975";"285";"587";"103"
"44a0-a0be-2838-8d68-c8f5-4476-085e-2634";"046101";"9";"119";"miasto";"stały";"Zespół Szkół nr 30 Specjalnych, ul. Jesionowa 3a, 85-149 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1150";"1258";"367";"783";"0";"2";"1";"1";"0";"0";"0";"0";"1";"784";"1";"0";"784";"23";"2";"21";"0";"761";"250";"404";"107"
"e42e-5e6c-9cd9-cce5-d5ae-2d90-4a0f-9486";"046101";"9";"120";"miasto";"stały";"Szkoła Podstawowa nr 63, ul. Seweryna Goszczyńskiego 3, 85-134 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"711";"770";"190";"521";"0";"2";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"521";"9";"4";"5";"0";"512";"160";"302";"50"
"c615-1f03-8603-55b4-6495-33d5-7a26-c2d8";"046101";"9";"121";"miasto";"stały";"Szkoła Podstawowa nr 63, ul. Seweryna Goszczyńskiego 3, 85-134 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1281";"1396";"293";"988";"0";"3";"0";"0";"0";"0";"0";"0";"0";"988";"0";"0";"988";"25";"20";"5";"0";"963";"306";"541";"116"
"9dbc-62f9-ac08-8491-7ca8-081a-6e59-6f90";"046101";"9";"122";"miasto";"stały";"MDK nr 2, ul. Stanisława Leszczyńskiego 42, 85-137 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1778";"1955";"385";"1393";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1393";"0";"0";"1393";"27";"10";"17";"0";"1366";"424";"794";"148"
"8a59-ada3-6000-60c1-e23d-e042-fdad-166e";"046101";"9";"123";"miasto";"stały";"Szkoła Podstawowa nr 30, ul. Tadeusza Czackiego 8, 85-138 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1043";"1131";"256";"787";"0";"6";"0";"0";"0";"0";"0";"0";"0";"787";"0";"0";"787";"18";"3";"15";"0";"769";"268";"399";"102"
"a839-5187-d599-3622-f539-5dd8-380c-d25a";"046101";"9";"124";"miasto";"stały";"Szkoła Podstawowa nr 30, ul. Tadeusza Czackiego 8, 85-138 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1038";"1118";"210";"828";"0";"3";"2";"2";"0";"0";"0";"0";"2";"830";"2";"0";"830";"13";"3";"10";"0";"817";"252";"480";"85"
"c0e6-feb6-4896-08ca-cd6e-8404-6bd9-1aac";"046101";"9";"125";"miasto";"stały";"Szkoła Podstawowa nr 30, ul. Tadeusza Czackiego 8, 85-138 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"829";"897";"255";"574";"1";"3";"0";"0";"0";"0";"0";"0";"0";"574";"0";"0";"574";"12";"1";"11";"0";"562";"174";"310";"78"
"dc87-22c2-34a9-7cdb-f13c-c5cd-06d5-83a9";"046101";"9";"126";"miasto";"stały";"Szkoła Podstawowa nr 30, ul. Tadeusza Czackiego 8, 85-138 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1413";"1543";"289";"1124";"1";"2";"1";"1";"0";"0";"0";"0";"1";"1125";"1";"0";"1125";"16";"4";"12";"0";"1109";"343";"639";"127"
"107e-e996-9158-9ce5-1e31-1ba4-37d2-ffaf";"046101";"9";"127";"miasto";"stały";"Szkoła Podstawowa nr 12, ul. Kcyńska 49, 85-304 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1071";"1181";"309";"762";"3";"6";"4";"4";"0";"0";"0";"0";"4";"766";"4";"0";"766";"16";"4";"12";"0";"750";"180";"480";"90"
"18d4-bf9d-9c44-684c-0c1b-b6db-3c7a-7d46";"046101";"9";"128";"miasto";"stały";"Szkoła Podstawowa nr 12, ul. Kcyńska 49, 85-304 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"2050";"2265";"372";"1678";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1678";"0";"0";"1678";"23";"4";"19";"0";"1655";"440";"1020";"195"
"09f2-3cb3-c2a9-fbf9-07ca-cf06-4db4-a863";"046101";"9";"129";"miasto";"stały";"Zespół Szkół nr 32, ul. Krucza 5a, 85-308 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1099";"1195";"163";"936";"0";"7";"0";"0";"0";"0";"0";"0";"0";"936";"0";"0";"936";"8";"6";"2";"0";"928";"261";"545";"122"
"18b4-6be7-a2ce-aad7-abf7-441c-37db-d214";"046101";"9";"130";"miasto";"stały";"Zespół Szkół nr 32, ul. Krucza 5a, 85-308 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1630";"1822";"250";"1380";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1380";"0";"0";"1380";"21";"3";"18";"0";"1359";"340";"846";"173"
"c5c4-7dc9-d55b-41b6-179d-c66e-2d67-7839";"046101";"9";"131";"miasto";"stały";"Szkoła Podstawowa nr 56, ul. Karpacka 30, 85-164 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"590";"640";"126";"464";"1";"5";"0";"0";"0";"0";"0";"0";"0";"464";"0";"0";"464";"4";"0";"4";"0";"460";"123";"293";"44"
"7fd9-a436-ad21-3e3f-1e84-bb68-83eb-ffb7";"046101";"9";"132";"miasto";"stały";"Zespół Szkół Ogólnokształcących Uniwersytetu Kazimierza Wielkiego International School of Bydgoszcz, ul. Bośniacka 3, 85-162 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1559";"1738";"332";"1227";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1227";"0";"0";"1227";"20";"4";"16";"0";"1207";"386";"689";"132"
"8fa5-62ef-fd8d-ef14-1f32-0372-42f9-c8f4";"046101";"9";"133";"miasto";"stały";"Zespół Szkół Ogólnokształcących Uniwersytetu Kazimierza Wielkiego International School of Bydgoszcz, ul. Bośniacka 3, 85-162 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1620";"1801";"371";"1249";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1249";"0";"0";"1249";"22";"4";"18";"0";"1227";"392";"687";"148"
"5865-0a9d-b3bf-8ec1-5136-cb05-13e0-7777";"046101";"9";"134";"miasto";"stały";"Szkoła Podstawowa nr 56, ul. Karpacka 30, 85-164 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1330";"1448";"276";"1054";"0";"0";"2";"2";"1";"0";"0";"0";"1";"1055";"1";"0";"1055";"20";"5";"15";"0";"1035";"334";"604";"97"
"9540-5425-624d-9729-cdf1-9874-3a20-28f7";"046101";"9";"135";"miasto";"stały";"Zespół Szkół Ogólnokształcących Uniwersytetu Kazimierza Wielkiego International School of Bydgoszcz, ul. Bośniacka 3, 85-162 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1400";"1535";"341";"1059";"0";"8";"1";"1";"0";"0";"0";"0";"1";"1060";"1";"0";"1060";"12";"0";"12";"0";"1048";"351";"609";"88"
"de6b-24c5-6457-1556-7515-65d6-ec7f-26e1";"046101";"9";"136";"miasto";"stały";"Szkoła Podstawowa nr 56, ul. Karpacka 30, 85-164 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1710";"1904";"343";"1367";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1367";"0";"0";"1367";"32";"2";"30";"0";"1335";"388";"790";"157"
"963a-ec42-5f28-efb4-4931-8af1-867e-3068";"046101";"9";"137";"miasto";"stały";"Zespół Szkół Drzewnych, ul. Toruńska 44, 85-023 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"970";"1047";"467";"503";"0";"5";"0";"0";"0";"0";"0";"0";"0";"503";"0";"0";"503";"10";"1";"9";"0";"493";"137";"286";"70"
"8b58-b534-103e-4eae-5378-74ff-73ff-fb79";"046101";"9";"138";"miasto";"stały";"Spółdzielnia Mieszkaniowa ""BUDOWLANI"", ul. Tadeusza Boya-Żeleńskiego 1, 85-858 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1680";"1847";"423";"1257";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1257";"0";"0";"1257";"15";"8";"7";"0";"1242";"389";"704";"149"
"b034-595c-2326-d6b3-8251-45bf-1bc9-97b2";"046101";"9";"139";"miasto";"stały";"Zespół Szkół nr 19, ul. Adama Grzymały Siedleckiego 11, 85-868 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1429";"1555";"324";"1105";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1105";"0";"0";"1105";"29";"3";"26";"0";"1076";"398";"558";"120"
"a867-bbd2-a1bd-0910-61bc-2893-64ef-3611";"046101";"9";"140";"miasto";"stały";"Dom Kultury ""Modraczek"", ul. Ogrody 15, 85-870 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1592";"1750";"325";"1267";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1265";"0";"0";"1265";"19";"2";"17";"0";"1246";"371";"746";"129"
"cb38-e382-1942-5b3e-4f46-a045-d3c0-3957";"046101";"9";"141";"miasto";"stały";"Dom Kultury ""Modraczek"", ul. Ogrody 15, 85-870 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1200";"1323";"257";"943";"0";"1";"0";"0";"0";"0";"0";"0";"0";"943";"0";"0";"943";"20";"6";"14";"0";"923";"270";"543";"110"
"3295-72e4-d6aa-0d70-9e60-40ab-1974-89f2";"046101";"9";"142";"miasto";"stały";"IX Liceum Ogólnokształcące, ul. Zofii Nałkowskiej 9, 85-866 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1240";"1367";"272";"968";"0";"17";"0";"0";"0";"0";"0";"0";"0";"968";"0";"0";"968";"13";"2";"11";"0";"955";"321";"526";"108"
"f4ad-ef7f-d9a9-7143-11f8-a937-e942-c7c9";"046101";"9";"143";"miasto";"stały";"IX Liceum Ogólnokształcące, ul. Zofii Nałkowskiej 9, 85-866 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1220";"1339";"290";"930";"2";"7";"1";"1";"0";"0";"0";"0";"1";"930";"1";"0";"930";"18";"4";"14";"0";"912";"272";"526";"114"
"88d8-2172-04f1-aa06-3d87-9f7d-ad39-bfbe";"046101";"9";"144";"miasto";"stały";"IX Liceum Ogólnokształcące, ul. Zofii Nałkowskiej 9, 85-866 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1350";"1477";"276";"1074";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1074";"0";"0";"1074";"13";"2";"11";"0";"1061";"394";"561";"106"
"c4d1-2eb6-33f3-4b17-6795-7d7e-c80e-9f26";"046101";"9";"145";"miasto";"stały";"Szkoła Podstawowa nr 38, ul. Węgierska 11, 85-858 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1131";"1231";"263";"868";"0";"3";"0";"0";"0";"0";"0";"0";"0";"867";"0";"1";"866";"16";"4";"12";"0";"850";"266";"489";"95"
"037c-1b78-7540-bb94-14aa-0fa2-41eb-d466";"046101";"9";"146";"miasto";"stały";"Szkoła Podstawowa nr 38, ul. Węgierska 11, 85-858 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1630";"1761";"381";"1249";"0";"9";"1";"1";"0";"0";"0";"0";"1";"1250";"1";"0";"1250";"23";"11";"12";"0";"1227";"378";"723";"126"
"722b-f619-d4b9-cd77-7638-6677-0bf2-14ae";"046101";"9";"147";"miasto";"stały";"Szkoła Podstawowa nr 38, ul. Węgierska 11, 85-858 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1510";"1674";"314";"1196";"1";"9";"1";"1";"0";"0";"0";"0";"1";"1197";"1";"0";"1197";"15";"3";"12";"0";"1182";"340";"727";"115"
"1b17-d32f-3c84-aaeb-f78e-434c-300d-0d84";"046101";"9";"148";"miasto";"stały";"Szkoła Podstawowa nr 60, ul. Bohaterów Kragujewca 10, 85-863 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1530";"1681";"332";"1198";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1198";"0";"0";"1198";"15";"3";"12";"0";"1183";"357";"703";"123"
"30c0-2b3b-9cc4-59d8-2263-35b4-d768-4584";"046101";"9";"149";"miasto";"stały";"Szkoła Podstawowa nr 60, ul. Bohaterów Kragujewca 10, 85-863 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1440";"1588";"350";"1090";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1090";"0";"0";"1090";"12";"4";"8";"0";"1078";"341";"619";"118"
"8d4a-5e65-d808-c608-a868-d201-dec6-2e3f";"046101";"9";"150";"miasto";"stały";"Szkoła Podstawowa nr 60, ul. Bohaterów Kragujewca 10, 85-863 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1621";"1658";"504";"1117";"0";"5";"1";"1";"0";"0";"0";"0";"1";"1118";"1";"0";"1118";"17";"5";"12";"0";"1101";"322";"630";"149"
"7bc0-d535-a779-c65f-8a6d-e7b6-fb25-bf2d";"046101";"9";"151";"miasto";"stały";"Szkoła Podstawowa nr 60, ul. Glinki 117, 85-861 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1477";"1614";"361";"1116";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1116";"0";"0";"1116";"21";"4";"17";"0";"1095";"360";"615";"120"
"2da2-3648-f487-e996-4fd4-7cae-d2b0-f505";"046101";"9";"152";"miasto";"stały";"Szkoła Podstawowa nr 60, ul. Glinki 117, 85-861 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1481";"1663";"226";"1255";"0";"12";"1";"1";"0";"0";"0";"0";"1";"1256";"1";"0";"1256";"18";"2";"16";"0";"1238";"293";"793";"152"
