"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Stanisław GOGACZ";"Arkadiusz KASZNIA";"Wojciech MATEŃKA";"Marcin WALASEK"
"fe48-2f9e-1b22-18d8-78b8-abee-d189-3ea1";"061401";"14";"14";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Kaniowczyków 1, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1777";"1867";"614";"1163";"3";"10";"0";"0";"0";"0";"0";"0";"0";"1163";"0";"0";"1163";"26";"6";"20";"0";"1137";"527";"462";"71";"77"
"2aa6-799d-78eb-c202-eb3c-0540-1e24-36d8";"061401";"14";"15";"miasto";"stały";"Miejskie Przedszkole Nr 5, Juliusza Słowackiego 5a, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1210";"1332";"392";"818";"4";"7";"0";"0";"0";"0";"0";"0";"0";"818";"0";"0";"818";"15";"6";"9";"0";"803";"339";"341";"66";"57"
"9927-125e-54ff-19d0-4025-60fc-7ed9-3477";"061401";"14";"16";"miasto";"stały";"Środowiskowy Dom Samopomocy, ul. Adama Mickiewicza 2a, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1713";"1826";"492";"1221";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1221";"0";"0";"1221";"26";"8";"18";"0";"1195";"530";"525";"66";"74"
"78ef-7284-7338-3e1e-3aab-4036-5ab6-d13a";"061401";"14";"17";"miasto";"stały";"Środowiskowy Dom Samopomocy, ul. Adama Mickiewicza 2a, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1461";"1549";"568";"893";"1";"3";"0";"0";"0";"0";"0";"0";"0";"893";"0";"0";"893";"17";"3";"14";"0";"876";"438";"334";"53";"51"
"773b-56f0-64eb-5d3e-967a-53b7-3074-63b5";"061401";"14";"18";"miasto";"stały";"POK ""Dom Chemika"", ul. Wojska Polskiego 4, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1457";"1554";"529";"928";"1";"8";"2";"2";"0";"0";"0";"0";"2";"930";"2";"0";"930";"19";"6";"13";"0";"911";"449";"338";"55";"69"
"bece-e60d-3078-ca04-fbab-26d1-d8a1-c28b";"061401";"14";"19";"miasto";"stały";"Zespół Szkół Nr 1, ul. Polna 18, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1277";"1368";"456";"821";"2";"0";"1";"1";"0";"0";"0";"0";"1";"822";"1";"0";"822";"24";"7";"17";"0";"798";"449";"273";"39";"37"
"11e3-af57-2e15-192d-47b7-b7b0-78ef-00af";"061401";"14";"20";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 2, ul. Zygmunta Wróblewskiego 11, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1792";"1907";"636";"1148";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1156";"0";"0";"1156";"23";"8";"15";"0";"1133";"569";"432";"74";"58"
"e678-8733-461f-12f0-009b-5e44-0947-98ce";"061401";"14";"21";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Juliana Ursyna Niemcewicza 4, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1438";"1575";"559";"879";"2";"6";"0";"0";"0";"0";"0";"0";"0";"879";"0";"0";"879";"10";"1";"9";"0";"869";"501";"264";"59";"45"
"4a5b-e6a5-0323-50aa-8de7-5afe-bd7b-3e82";"061401";"14";"22";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Jaworowa 5, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1074";"1136";"372";"702";"2";"3";"0";"0";"0";"0";"0";"0";"0";"702";"0";"0";"702";"14";"4";"10";"0";"688";"355";"260";"33";"40"
"0c66-b006-53be-a344-2e23-864f-25e3-0940";"061401";"14";"23";"miasto";"stały";"Zespół Szkół Nr 2, ul. Jaworowa 1, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1233";"1302";"407";"826";"2";"1";"0";"0";"0";"0";"0";"0";"0";"826";"0";"0";"826";"20";"5";"15";"0";"806";"402";"310";"59";"35"
"1c45-5ad8-6125-347b-c145-e150-44be-37ec";"061401";"14";"24";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej (szpital), ul. Józefa Bema 1, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"300";"231";"249";"51";"0";"0";"0";"0";"0";"0";"0";"0";"0";"51";"0";"0";"51";"1";"0";"1";"0";"50";"29";"19";"1";"1"
"93f5-0f96-54d1-2b9a-a220-d813-4c05-c5c3";"061402";"14";"1";"wieś";"stały";"Urząd Gminy, ul. Rynek 14, 24-105 Baranów";"gm. Baranów";"puławski";"lubelskie";"797";"848";"315";"482";"4";"2";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"12";"4";"8";"0";"470";"280";"114";"34";"42"
"a911-3ace-2aae-f9ee-1611-0037-168f-fd45";"061402";"14";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Szkolna 2, 24-105 Baranów";"gm. Baranów";"puławski";"lubelskie";"819";"866";"325";"494";"9";"0";"0";"0";"0";"0";"0";"0";"0";"494";"0";"0";"494";"12";"2";"10";"0";"482";"323";"100";"26";"33"
"a934-4f2f-4422-227b-d15e-73f1-dc12-347d";"061402";"14";"3";"wieś";"stały";"Świetlica wiejska, Zagóźdź 25, 24-105 Baranów";"gm. Baranów";"puławski";"lubelskie";"220";"232";"96";"124";"1";"0";"0";"0";"0";"0";"0";"0";"0";"124";"0";"0";"124";"3";"1";"2";"0";"121";"90";"16";"7";"8"
"ead9-45dd-ced3-2572-e458-c551-e266-dfbf";"061402";"14";"4";"wieś";"stały";"Świetlica wiejska, Łukawka 26B, 24-105 Baranów";"gm. Baranów";"puławski";"lubelskie";"308";"334";"154";"154";"1";"0";"0";"0";"0";"0";"0";"0";"0";"154";"0";"0";"154";"6";"0";"6";"0";"148";"107";"21";"8";"12"
"9dea-7ab7-7054-1c3c-232a-bc1d-13b9-6acc";"061402";"14";"5";"wieś";"stały";"Świetlica wiejska, Kozioł 40B, 24-105 Baranów";"gm. Baranów";"puławski";"lubelskie";"466";"513";"197";"269";"0";"3";"0";"0";"0";"0";"0";"0";"0";"269";"0";"0";"269";"8";"2";"6";"0";"261";"186";"38";"18";"19"
"2efc-4a62-e250-4466-a7ea-8a6b-8c9e-51c7";"061402";"14";"6";"wieś";"stały";"Świetlica wiejska, Śniadówka 48, 24-105 Baranów";"gm. Baranów";"puławski";"lubelskie";"379";"410";"132";"247";"2";"3";"0";"0";"0";"0";"0";"0";"0";"247";"0";"0";"247";"6";"0";"6";"0";"241";"194";"18";"16";"13"
"a27d-60f2-0e80-46ae-ff60-b57e-5c73-2306";"061402";"14";"7";"wieś";"dom pomocy społecznej";"Dom Seniora ""A w sercu maj"", Wola Czołnowska 64, 24-105 Baranów";"gm. Baranów";"puławski";"lubelskie";"40";"37";"30";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"10";"2";"0";"2";"0";"8";"7";"1";"0";"0"
"481b-d272-ef87-456a-63d2-306c-a8fe-555c";"061403";"14";"1";"wieś";"stały";"Gminny Ośrodek Kultury, sala widowiskowa, Plac Wolności 1, 24-123 Janowiec";"gm. Janowiec";"puławski";"lubelskie";"979";"1062";"361";"618";"1";"8";"0";"0";"0";"0";"0";"0";"0";"618";"0";"0";"618";"19";"3";"16";"0";"599";"357";"164";"30";"48"
"158e-dc84-c24e-2ddb-3877-329f-a91d-3af7";"061403";"14";"2";"wieś";"stały";"Gminny Ośrodek Kultury, świetlica, Plac Wolności 1, 24-123 Janowiec";"gm. Janowiec";"puławski";"lubelskie";"853";"919";"286";"567";"4";"8";"0";"0";"0";"0";"0";"0";"0";"567";"0";"0";"567";"1";"1";"0";"0";"566";"288";"202";"36";"40"
"d286-2173-8afe-5999-7a9d-f4e3-dad4-547c";"061403";"14";"3";"wieś";"stały";"Strażnica OSP, Wojszyn 49, 24-123 Janowiec";"gm. Janowiec";"puławski";"lubelskie";"968";"1074";"348";"620";"0";"0";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"8";"2";"6";"0";"611";"388";"129";"28";"66"
"7424-cc00-67b2-0639-2b3e-4543-84fe-d21a";"061404";"14";"1";"miasto";"stały";"Zespół Szkół im. Jana Koszczyca-Witkiewicza, ul. Nadwiślańska 9, 24-120 Kazimierz Dolny";"gm. Kazimierz Dolny";"puławski";"lubelskie";"1482";"1779";"310";"1172";"5";"176";"0";"0";"0";"0";"0";"0";"0";"1171";"0";"0";"1171";"26";"13";"13";"0";"1145";"524";"510";"59";"52"
"a4c8-732f-5dd0-2f73-fcea-00ab-ea5d-f528";"061404";"14";"2";"miasto";"stały";"Gminny Zespół Szkół, ul. Szkolna 1, 24-120 Kazimierz Dolny";"gm. Kazimierz Dolny";"puławski";"lubelskie";"1420";"1538";"432";"988";"0";"118";"0";"0";"0";"0";"0";"0";"0";"988";"0";"0";"988";"27";"11";"16";"0";"961";"559";"298";"46";"58"
"05b5-265f-e5e7-7c5a-8cf2-4044-25f2-03d1";"061404";"14";"3";"wieś";"stały";"Szkoła Podstawowa, Bochotnica Zamłynie 1, 24-120 Kazimierz Dolny";"gm. Kazimierz Dolny";"puławski";"lubelskie";"949";"1049";"402";"547";"0";"5";"0";"0";"0";"0";"0";"0";"0";"547";"0";"0";"547";"9";"2";"7";"0";"538";"306";"140";"41";"51"
"1910-897d-a677-241a-e50c-8d14-753c-fd22";"061404";"14";"4";"wieś";"stały";"Szkoła Podstawowa im. Marii Kuncewiczowej, Rzeczyca 69, 24-120 Kazimierz Dolny";"gm. Kazimierz Dolny";"puławski";"lubelskie";"668";"729";"373";"295";"0";"4";"0";"0";"0";"0";"0";"0";"0";"295";"0";"0";"295";"6";"0";"6";"0";"289";"184";"76";"13";"16"
"e109-e4e2-dc79-f43c-9ae4-fcc6-162b-8055";"061404";"14";"5";"wieś";"stały";"Budynek byłej szkoły podstawowej, Parchatka 83, 24-120 Kazimierz Dolny";"gm. Kazimierz Dolny";"puławski";"lubelskie";"565";"616";"216";"349";"0";"0";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"4";"2";"2";"0";"345";"232";"70";"23";"20"
"883b-9759-605d-2fe0-07b2-465a-2533-80f4";"061405";"14";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Lubelska 93, 24-130 Końskowola";"gm. Końskowola";"puławski";"lubelskie";"976";"1062";"287";"689";"1";"2";"0";"0";"0";"0";"0";"0";"0";"689";"0";"0";"689";"8";"1";"7";"0";"681";"384";"198";"51";"48"
"18ca-1baf-c617-ab2e-a8cf-caa7-9164-f6d7";"061405";"14";"2";"wieś";"stały";"Szkoła Podstawowa im. Henryka Sienkiewicza w Końskowoli (budynek Szkoły Podstawowej), ul. Lubelska 81, 24-130 Końskowola";"gm. Końskowola";"puławski";"lubelskie";"899";"978";"265";"634";"0";"0";"0";"0";"0";"0";"0";"0";"0";"634";"0";"0";"634";"6";"3";"3";"0";"628";"321";"211";"44";"52"
"454b-132a-446b-b2fe-cb75-d58d-5ab4-63f9";"061405";"14";"3";"wieś";"stały";"Szkoła Podstawowa im. Henryka Sienkiewicza w Końskowoli (budynek Gimnazjum), ul. Lubelska 81, 24-130 Końskowola";"gm. Końskowola";"puławski";"lubelskie";"555";"594";"176";"379";"2";"2";"0";"0";"0";"0";"0";"0";"0";"379";"0";"0";"379";"8";"2";"6";"0";"371";"203";"112";"21";"35"
"97d3-d6c6-e41d-808a-b61d-e7e1-2426-4d7c";"061405";"14";"4";"wieś";"stały";"Urząd Gminy Końskowola, ul. Pożowska 3a, 24-130 Końskowola";"gm. Końskowola";"puławski";"lubelskie";"497";"547";"211";"286";"0";"0";"0";"0";"0";"0";"0";"0";"0";"286";"0";"0";"286";"5";"0";"5";"0";"281";"154";"87";"23";"17"
"d4d1-f44b-72ac-3e6d-34e6-b16b-49a6-2929";"061405";"14";"5";"wieś";"stały";"Zespół Placówek Oświatowych, Stary Pożóg 57, 24-130 Końskowola";"gm. Końskowola";"puławski";"lubelskie";"767";"846";"267";"500";"1";"0";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"14";"5";"9";"0";"486";"296";"118";"41";"31"
"affb-f0e1-03df-7e31-6c10-f67f-a110-47d0";"061405";"14";"6";"wieś";"stały";"Remiza OSP, Witowice 42B, 24-130 Końskowola";"gm. Końskowola";"puławski";"lubelskie";"608";"667";"165";"443";"1";"2";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"6";"2";"4";"0";"437";"286";"90";"27";"34"
"4281-5771-5433-1848-936b-ffa4-f255-1ecc";"061405";"14";"7";"wieś";"stały";"Remiza OSP, Skowieszyn 45 A, 24-130 Końskowola";"gm. Końskowola";"puławski";"lubelskie";"542";"590";"164";"378";"1";"0";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"5";"1";"4";"0";"373";"243";"77";"28";"25"
"328c-75e2-0c55-0318-4952-c610-c528-c269";"061405";"14";"8";"wieś";"stały";"Remiza OSP, Stok 85A, 24-130 Końskowola";"gm. Końskowola";"puławski";"lubelskie";"456";"502";"222";"234";"0";"0";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"3";"1";"2";"0";"231";"159";"41";"10";"21"
"8c6b-d276-f426-fd8d-07c6-4a01-7b16-c3f6";"061405";"14";"9";"wieś";"stały";"Szkoła Podstawowa, Chrząchów 11A, 24-130 Końskowola";"gm. Końskowola";"puławski";"lubelskie";"832";"910";"326";"506";"0";"3";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"5";"0";"5";"0";"501";"348";"81";"33";"39"
"fc96-71be-b7b7-2e6f-cc5b-2e6a-10cb-4735";"061405";"14";"10";"wieś";"stały";"Ludowy Dom Spotkań, Sielce 66, 24-130 Końskowola";"gm. Końskowola";"puławski";"lubelskie";"430";"471";"135";"295";"0";"1";"0";"0";"0";"0";"0";"0";"0";"295";"0";"0";"295";"5";"0";"5";"0";"290";"214";"42";"16";"18"
"a3f7-ecd8-2a53-c621-f993-2485-de42-af71";"061406";"14";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Kilińskiego 2a, 24-170 Kurów";"gm. Kurów";"puławski";"lubelskie";"1154";"1232";"391";"763";"0";"2";"0";"0";"0";"0";"0";"0";"0";"763";"0";"0";"763";"24";"4";"20";"0";"739";"453";"200";"51";"35"
"512a-b61f-f749-3a98-b13a-6621-ff58-129a";"061406";"14";"2";"wieś";"stały";"Lokal, ul. Wojska Polskiego 1, 24-170 Kurów";"gm. Kurów";"puławski";"lubelskie";"1139";"1217";"322";"817";"1";"6";"0";"0";"0";"0";"0";"0";"0";"816";"0";"0";"816";"17";"0";"17";"0";"799";"504";"212";"45";"38"
"1cd0-e722-637a-92f7-c5f4-8f25-c9d0-bdf1";"061406";"14";"3";"wieś";"stały";"Świetlica wiejska, Brzozowa Gać 3a, 24 - 170  Kurów";"gm. Kurów";"puławski";"lubelskie";"538";"581";"226";"312";"0";"0";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"7";"0";"7";"0";"305";"174";"89";"21";"21"
"1b20-5d04-aed3-d56b-d13e-9bb3-c9dc-f386";"061406";"14";"4";"wieś";"stały";"Remiza OSP, Płonki 41A, 24 - 170  Kurów";"gm. Kurów";"puławski";"lubelskie";"545";"594";"250";"295";"0";"0";"0";"0";"0";"0";"0";"0";"0";"295";"0";"0";"295";"6";"0";"6";"0";"289";"191";"63";"18";"17"
"65e8-6adf-83ff-fcd7-93a5-d22b-5b15-34d8";"061406";"14";"5";"wieś";"stały";"Świetlica wiejska, Kłoda 12a, 24 - 170  Kurów";"gm. Kurów";"puławski";"lubelskie";"537";"593";"177";"360";"2";"3";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"9";"6";"3";"0";"351";"281";"37";"17";"16"
"8734-16d9-f5fe-8860-ec9c-8775-b037-6b75";"061406";"14";"6";"wieś";"stały";"Świetlica wiejska, Choszczów 49A, 24-170 Kurów";"gm. Kurów";"puławski";"lubelskie";"586";"640";"278";"308";"0";"0";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"6";"2";"4";"0";"302";"238";"36";"15";"13"
"0078-4d3c-9d4d-f883-9ff1-02e6-f8f5-2a7c";"061406";"14";"7";"wieś";"stały";"Zespół Placówek Oświatowych, Klementowice 230, 24-170 Kurów";"gm. Kurów";"puławski";"lubelskie";"1161";"1252";"490";"671";"2";"1";"0";"0";"0";"0";"0";"0";"0";"671";"0";"0";"671";"17";"10";"7";"0";"654";"438";"147";"43";"26"
"41d1-7d46-349b-b357-88d7-5d86-7775-edb4";"061407";"14";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Lubelska 80, 24-173 Markuszów";"gm. Markuszów";"puławski";"lubelskie";"882";"958";"272";"610";"4";"0";"0";"0";"0";"0";"0";"0";"0";"610";"0";"0";"610";"15";"6";"9";"0";"595";"388";"154";"24";"29"
"66db-0ef1-4023-1ba7-f76f-0252-410c-1a9b";"061407";"14";"2";"wieś";"stały";"Gminny Dom Kultury, ul. M. Sobieskiego 1, 24-173 Markuszów";"gm. Markuszów";"puławski";"lubelskie";"599";"661";"239";"360";"2";"1";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"6";"3";"3";"0";"354";"247";"67";"22";"18"
"e2e5-d2a2-b92d-2f08-3370-1f83-cb4f-336e";"061407";"14";"3";"wieś";"stały";"Dom Ludowy, Bobowiska 35a, 24-173 Markuszów";"gm. Markuszów";"puławski";"lubelskie";"231";"252";"75";"156";"3";"1";"0";"0";"0";"0";"0";"0";"0";"156";"0";"0";"156";"2";"0";"2";"0";"154";"115";"18";"11";"10"
"33e6-8f5a-0c8a-f964-3b45-7617-76ce-f209";"061407";"14";"4";"wieś";"stały";"Dom Ludowy, Łany 69a, 24-173 Markuszów";"gm. Markuszów";"puławski";"lubelskie";"449";"529";"140";"309";"1";"1";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"3";"0";"3";"0";"306";"206";"60";"17";"23"
"6ddf-aefe-7b88-bf0a-af1c-5cb7-0860-f6f2";"061408";"14";"1";"miasto";"stały";"SP ZOZ w Nałęczowie, ul. Kolejowa 7, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"1389";"1527";"372";"1017";"4";"15";"1";"1";"0";"0";"0";"0";"1";"1016";"1";"0";"1016";"26";"6";"20";"0";"990";"494";"355";"88";"53"
"93b8-7c08-9f65-f9fd-eda6-b912-0382-04d7";"061408";"14";"2";"miasto";"stały";"Liceum Plastyczne w Nałęczowie, ul. Lipowa 30, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"825";"922";"266";"559";"1";"18";"0";"0";"0";"0";"0";"0";"0";"559";"0";"0";"559";"13";"6";"7";"0";"546";"334";"138";"44";"30"
"d95f-edb5-0769-ccf6-a789-6135-b1d4-6565";"061408";"14";"3";"miasto";"stały";"CSW ""Energetyk"" w Nałęczowie, ul. Paderewskiego 10, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"657";"723";"217";"439";"1";"13";"1";"1";"0";"0";"0";"0";"1";"439";"1";"0";"439";"2";"1";"1";"0";"437";"244";"123";"45";"25"
"04e7-eb44-3a83-ff3c-227b-1b92-1537-6d2f";"061408";"14";"4";"miasto";"stały";"Nałęczowski Ośrodek Kultury w Nałęczowie, ul. Lipowa 6, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"792";"901";"196";"596";"1";"52";"0";"0";"0";"0";"0";"0";"0";"596";"0";"0";"596";"4";"2";"2";"0";"592";"278";"239";"45";"30"
"5679-07c7-5845-4cbc-112f-a91b-fee1-29b0";"061408";"14";"5";"wieś";"stały";"Szkoła Podstawowa w Drzewcach, Drzewce Kol. 82A, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"540";"582";"199";"341";"0";"6";"0";"0";"0";"0";"0";"0";"0";"341";"0";"0";"341";"6";"1";"5";"0";"335";"237";"57";"16";"25"
"84d7-5796-7c73-1cb2-5f3f-08e3-827b-d5d2";"061408";"14";"6";"wieś";"stały";"Remiza OSP w Drzewcach, Drzewce 60, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"440";"484";"146";"294";"0";"5";"0";"0";"0";"0";"0";"0";"0";"294";"0";"0";"294";"3";"0";"3";"0";"291";"215";"39";"12";"25"
"119c-3fab-63ab-ebe8-06da-b810-817a-d547";"061408";"14";"7";"wieś";"stały";"Szkoła Podstawowa w Sadurkach, Sadurki 106, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"643";"700";"231";"412";"0";"1";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"9";"2";"7";"0";"403";"242";"95";"38";"28"
"50fc-cd6a-6359-2240-6e6f-dd63-911c-0a9f";"061408";"14";"8";"wieś";"stały";"Szkoła Podstawowa w Czesławicach, Czesławice 13, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"515";"575";"220";"295";"1";"1";"0";"0";"0";"0";"0";"0";"0";"295";"0";"0";"295";"3";"0";"3";"0";"292";"196";"57";"22";"17"
"dc83-d0b7-9d18-137c-126e-8432-9768-421f";"061408";"14";"9";"wieś";"stały";"Szkoła Podstawowa w Piotrowicach, Piotrowice 107, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"564";"625";"207";"357";"2";"1";"0";"0";"0";"0";"0";"0";"0";"357";"0";"0";"357";"7";"1";"6";"0";"350";"208";"86";"28";"28"
"2574-c17a-f79d-3742-78cc-220d-ec6e-21de";"061408";"14";"10";"wieś";"stały";"Dwór w Bronicach w Bronicach-Kolonii, Bronice-Kolonia 7, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"296";"327";"117";"179";"0";"0";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"2";"1";"1";"0";"177";"115";"41";"9";"12"
"e005-4023-1d48-7ce3-05be-226e-69c7-0ebc";"061408";"14";"11";"miasto";"zakład leczniczy";"Kardiologiczny Szpital Uzdrowiskowy, Michała Górskiego 5, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"721";"389";"332";"389";"0";"179";"0";"0";"0";"0";"0";"0";"0";"389";"0";"0";"389";"10";"1";"9";"0";"379";"194";"163";"15";"7"
"aa28-3f9f-b8ff-ae56-8a1f-160f-5586-735c";"061408";"14";"12";"miasto";"zakład leczniczy";"Kolejowy Szpital Uzdrowiskowy, Michała Górskiego 6, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"183";"159";"47";"136";"0";"0";"0";"0";"0";"0";"0";"0";"0";"136";"0";"0";"136";"2";"0";"2";"0";"134";"66";"50";"11";"7"
"dd01-635a-4497-1833-ee8e-3bcb-1b70-9f1e";"061408";"14";"13";"miasto";"zakład leczniczy";"Sanatorium Uzdrowiskowe Rolnik, ul. Michała Górskiego 14, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"180";"130";"54";"126";"0";"90";"0";"0";"0";"0";"0";"0";"0";"126";"0";"0";"126";"2";"0";"2";"0";"124";"61";"53";"5";"5"
"1a59-9fc1-09ba-8fc2-cb46-e3e0-dc78-2c7d";"061408";"14";"14";"miasto";"zakład leczniczy";"Sanatorium Uzdrowiskowe Związku Nauczycielstwa Polskiego, Bartosza Głowackiego 7, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"155";"117";"38";"117";"0";"48";"0";"0";"0";"0";"0";"0";"0";"117";"0";"0";"117";"3";"1";"2";"0";"114";"59";"42";"9";"4"
"6572-ae3c-a2c6-e023-d6a6-cc0e-5f06-6b96";"061408";"14";"15";"miasto";"zakład leczniczy";"Sanatorium Uzdrowiskowe ""Ciche Wąwozy"", Bartosza Głowackiego 12, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"160";"80";"81";"79";"0";"46";"0";"0";"0";"0";"0";"0";"0";"79";"0";"0";"79";"3";"3";"0";"0";"76";"43";"29";"3";"1"
"90c9-0d8e-1e57-20c0-222d-9f76-7def-289b";"061408";"14";"16";"miasto";"zakład leczniczy";"SP Psychiatryczny Zakład Opiekuńczo-Leczniczy w Celejowie Oddział IV w Nałęczowie, Lipowa 37, 24-150 Nałęczów";"gm. Nałęczów";"puławski";"lubelskie";"41";"28";"13";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"1";"0";"1";"0";"27";"16";"3";"4";"4"
"5aa6-9d80-f2db-628f-8ed5-ed4e-bd9e-be06";"061409";"14";"1";"wieś";"stały";"Szkoła Podstawowa, Lokal Nr 1, Góra Puławska Ogrodowa 18, 24-100 Puławy";"gm. Puławy";"puławski";"lubelskie";"1626";"1736";"497";"1129";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1126";"0";"0";"1126";"33";"6";"27";"0";"1093";"575";"368";"71";"79"
"12c7-4860-a2ea-ba26-52c7-29c8-a2c3-22c1";"061409";"14";"2";"wieś";"stały";"Szkoła Podstawowa, Lokal Nr 2, Góra Puławska Ogrodowa 18, 24-100 Puławy";"gm. Puławy";"puławski";"lubelskie";"1291";"1412";"494";"797";"0";"4";"0";"0";"0";"0";"0";"0";"0";"797";"0";"0";"797";"16";"4";"12";"0";"781";"396";"269";"53";"63"
"cdc5-adb2-c498-34b7-25ff-8ba6-6a74-a2c3";"061409";"14";"3";"wieś";"stały";"Szkoła Podstawowa, Lokal Nr 1, Gołąb Puławska 32, 24-100 Puławy";"gm. Puławy";"puławski";"lubelskie";"1815";"1955";"661";"1154";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1154";"0";"0";"1154";"24";"7";"17";"0";"1130";"671";"309";"82";"68"
"e9f2-470f-e040-7f33-ae52-6d1f-e3d7-3407";"061409";"14";"4";"wieś";"stały";"Szkoła Podstawowa, Lokal Nr 2, Gołąb Puławska 32, 24-100 Puławy";"gm. Puławy";"puławski";"lubelskie";"529";"579";"210";"319";"3";"3";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"7";"2";"5";"0";"312";"223";"48";"18";"23"
