"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Stanisław GOGACZ";"Arkadiusz KASZNIA";"Wojciech MATEŃKA";"Marcin WALASEK"
"8f0a-216c-ff5e-93fb-581f-f545-536f-8345";"060809";"14";"1";"wieś";"stały";"lokal Szkoły Podstawowej, Niedźwiada-Kolonia 42, 21-104 Niedźwiada";"gm. Niedźwiada";"lubartowski";"lubelskie";"796";"866";"307";"489";"0";"0";"0";"0";"0";"0";"0";"0";"0";"489";"0";"0";"489";"12";"1";"11";"0";"477";"337";"72";"36";"32"
"2f89-e7dd-8974-d545-58cc-7bef-bff0-d7d3";"060809";"14";"2";"wieś";"stały";"lokal Szkoły Podstawowej, Brzeźnica Bychawska 123, 21-104 Niedźwiada";"gm. Niedźwiada";"lubartowski";"lubelskie";"967";"1052";"380";"587";"0";"0";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"6";"1";"5";"0";"581";"425";"84";"38";"34"
"7638-3093-5232-6435-c3b3-294d-e333-ec53";"060809";"14";"3";"wieś";"stały";"lokal Szkoły Podstawowej, Tarło 103, 21-104 Niedźwiada";"gm. Niedźwiada";"lubartowski";"lubelskie";"738";"800";"316";"422";"0";"1";"0";"0";"0";"0";"0";"0";"0";"422";"0";"0";"422";"12";"4";"8";"0";"410";"292";"59";"27";"32"
"2b2b-2295-d85d-d777-c26e-6760-8611-d015";"060809";"14";"4";"wieś";"stały";"lokal Szkoły Podstawowej, Pałecznica 81, 21-104 Niedźwiada";"gm. Niedźwiada";"lubartowski";"lubelskie";"623";"666";"191";"432";"0";"2";"0";"0";"0";"0";"0";"0";"0";"432";"0";"0";"432";"14";"4";"10";"0";"418";"325";"51";"21";"21"
"1f0d-7040-542c-d31b-8482-76f1-b760-8701";"060809";"14";"5";"wieś";"stały";"lokal Szkoły Podstawowej, Brzeźnica Książęca 24, 21-104 Niedźwiada";"gm. Niedźwiada";"lubartowski";"lubelskie";"855";"927";"325";"530";"7";"2";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"9";"1";"8";"0";"521";"420";"54";"16";"31"
"a774-c042-d00c-1944-ebb2-382c-0c79-87af";"060809";"14";"6";"wieś";"stały";"lokal Szkoły Podstawowej, Górka Lubartowska 66, 21-104 Niedźwiada";"gm. Niedźwiada";"lubartowski";"lubelskie";"608";"662";"237";"371";"0";"1";"0";"0";"0";"0";"0";"0";"0";"371";"0";"0";"371";"10";"3";"7";"0";"361";"249";"65";"28";"19"
"76d1-13c4-6fb6-c4e0-6cd0-77cc-9e4b-a26e";"060810";"14";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Partyzantów 26, 21-110 Ostrów Lubelski";"gm. Ostrów Lubelski";"lubartowski";"lubelskie";"1060";"1154";"405";"655";"4";"7";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"12";"2";"10";"0";"643";"386";"176";"37";"44"
"83be-37fa-c8bc-7a69-0427-58f0-e247-5142";"060810";"14";"2";"miasto";"stały";"Szkoła Podstawowa, ul. Partyzantów 26, 21-110 Ostrów Lubelski";"gm. Ostrów Lubelski";"lubartowski";"lubelskie";"788";"852";"245";"543";"7";"4";"0";"0";"0";"0";"0";"0";"0";"543";"0";"0";"543";"11";"1";"10";"0";"532";"395";"94";"20";"23"
"45f1-0350-5e5c-2102-4e44-1e44-1b9c-f43c";"060810";"14";"3";"wieś";"stały";"Szkoła Podstawowa, Kaznów-Kolonia 26, 21-110 Ostrów Lubelski";"gm. Ostrów Lubelski";"lubartowski";"lubelskie";"398";"437";"153";"245";"1";"0";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"3";"1";"2";"0";"242";"187";"33";"11";"11"
"d289-5054-be0d-0097-a640-f388-8978-d335";"060810";"14";"4";"wieś";"stały";"Szkoła Podstawowa, Kolechowice 125, 21-110 Ostrów Lubelski";"gm. Ostrów Lubelski";"lubartowski";"lubelskie";"627";"684";"230";"397";"1";"0";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"8";"3";"5";"0";"389";"291";"54";"20";"24"
"4eab-2e53-ce1e-0ecc-946c-b36c-2523-6336";"060810";"14";"5";"wieś";"stały";"Szkoła Podstawowa, Rozkopaczew 34, 21-110 Ostrów Lubelski";"gm. Ostrów Lubelski";"lubartowski";"lubelskie";"996";"1131";"402";"594";"1";"0";"0";"0";"0";"0";"0";"0";"0";"594";"0";"0";"594";"11";"2";"9";"0";"583";"407";"100";"40";"36"
"05bb-1ca2-2aa3-5a5b-4b75-615f-6cdb-9036";"060811";"14";"1";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Dębica 63, 21-102 Ostrówek";"gm. Ostrówek";"lubartowski";"lubelskie";"414";"450";"155";"259";"0";"0";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"7";"1";"6";"0";"252";"203";"20";"15";"14"
"a41a-63bb-2a6e-6a21-faac-8c5d-f560-0a53";"060811";"14";"2";"wieś";"stały";"Świetlica wiejska, Tarkawica 114A, 21-102 Ostrówek";"gm. Ostrówek";"lubartowski";"lubelskie";"421";"462";"139";"282";"0";"0";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0";"282";"6";"1";"5";"0";"276";"196";"51";"15";"14"
"5915-fdfb-747f-660c-9f78-33e9-9364-1325";"060811";"14";"3";"wieś";"stały";"Świetlica wiejska, Luszawa 76, 21-102 Ostrówek";"gm. Ostrówek";"lubartowski";"lubelskie";"375";"416";"157";"218";"1";"0";"0";"0";"0";"0";"0";"0";"0";"218";"0";"0";"218";"6";"1";"5";"0";"212";"149";"45";"9";"9"
"769c-ca2f-520f-c9dc-cd79-aa9e-8f24-2a97";"060811";"14";"4";"wieś";"stały";"Szkoła Podstawowa im. Bohaterów Monte Cassino, Ostrówek-Kolonia 3, 21-102 Ostrówek";"gm. Ostrówek";"lubartowski";"lubelskie";"692";"751";"274";"418";"1";"1";"0";"0";"0";"0";"0";"0";"0";"418";"0";"0";"418";"11";"2";"9";"0";"407";"282";"69";"27";"29"
"d96a-cc60-6b18-6e51-033a-f45e-66a3-9d83";"060811";"14";"5";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Kamienowola 43A, 21-102 Ostrówek";"gm. Ostrówek";"lubartowski";"lubelskie";"307";"337";"116";"191";"1";"0";"0";"0";"0";"0";"0";"0";"0";"191";"0";"0";"191";"5";"1";"4";"0";"186";"124";"41";"12";"9"
"0d0e-08b8-7613-61b5-e044-5050-a7f5-e0d4";"060811";"14";"6";"wieś";"stały";"Szkoła Podstawowa im. Dywizjonu 301, Leszkowice 12A, 21-102 Ostrówek";"gm. Ostrówek";"lubartowski";"lubelskie";"627";"689";"271";"356";"0";"7";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"8";"4";"4";"0";"348";"243";"64";"23";"18"
"9823-b64a-36fd-d936-627b-a530-505a-7d0c";"060812";"14";"1";"wieś";"stały";"Szkoła Podstawowa im. Marii Konopnickiej w Woli Sernickiej, Wola Sernicka 242, 21-107 Serniki";"gm. Serniki";"lubartowski";"lubelskie";"846";"921";"281";"565";"0";"4";"0";"0";"0";"0";"0";"0";"0";"565";"0";"0";"565";"10";"3";"7";"0";"555";"384";"105";"36";"30"
"c4d3-4ccc-390c-990e-204f-2c72-7993-83b6";"060812";"14";"2";"wieś";"stały";"Szkoła Podstawowa im. Jana Kochanowskiego w Nowej Woli, Nowa Wola 95, 21-107 Serniki";"gm. Serniki";"lubartowski";"lubelskie";"718";"774";"223";"495";"2";"0";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"9";"1";"8";"0";"486";"403";"41";"20";"22"
"5290-dceb-aad3-7245-5665-ed58-a438-e09e";"060812";"14";"3";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Brzostówce, Brzostówka 88, 21-107 Serniki";"gm. Serniki";"lubartowski";"lubelskie";"800";"864";"317";"483";"0";"0";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"13";"3";"10";"0";"470";"358";"52";"30";"30"
"a37c-49a4-75ef-50a8-848d-9148-8824-65a9";"060812";"14";"4";"wieś";"stały";"Urząd Gminy Serniki, Serniki 1A, 21-107 Serniki";"gm. Serniki";"lubartowski";"lubelskie";"856";"929";"331";"525";"0";"1";"0";"0";"0";"0";"0";"0";"0";"524";"0";"0";"524";"14";"2";"12";"0";"510";"356";"96";"30";"28"
"3000-8751-6f4b-8ade-90a6-da5c-06f9-1ab2";"060812";"14";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Nowej Wsi, Nowa Wieś 76, 21-107 Serniki";"gm. Serniki";"lubartowski";"lubelskie";"415";"450";"131";"284";"2";"0";"0";"0";"0";"0";"0";"0";"0";"284";"0";"0";"284";"5";"1";"4";"0";"279";"214";"34";"17";"14"
"4d00-ac30-66f4-44a6-24b7-944b-086b-6661";"060813";"14";"1";"wieś";"stały";"Szkoła Podstawowa im. Marszałka Józefa Piłsudskiego, Stary Uścimów 43, 21-109 Stary Uścimów";"gm. Uścimów";"lubartowski";"lubelskie";"738";"802";"307";"431";"5";"0";"0";"0";"0";"0";"0";"0";"0";"431";"0";"0";"431";"5";"1";"4";"0";"426";"310";"63";"27";"26"
"fa86-dd88-5f63-4842-9c92-75a6-67a5-7156";"060813";"14";"2";"wieś";"stały";"Szkoła Podstawowa im. Marszałka Józefa Piłsudskiego, Stary Uścimów 43, 21-109 Uścimów";"gm. Uścimów";"lubartowski";"lubelskie";"629";"666";"247";"382";"0";"2";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"6";"2";"4";"0";"376";"268";"72";"20";"16"
"a755-0bfd-0055-6baf-3c85-87d4-1eed-deb2";"060813";"14";"3";"wieś";"stały";"Szkoła Podstawowa w Nowej Jedlance, Nowa Jedlanka 1, 21-109 Stary Uścimów";"gm. Uścimów";"lubartowski";"lubelskie";"603";"670";"232";"371";"3";"4";"0";"0";"0";"0";"0";"0";"0";"371";"0";"0";"371";"7";"4";"3";"0";"364";"249";"79";"20";"16"
"b7f0-15f3-44e9-2f48-b662-8356-0c66-dde4";"060813";"14";"4";"wieś";"stały";"budynek po szkole Podstawowej w Krasnem, Krasne 118, 21-109 Stary Uścimów";"gm. Uścimów";"lubartowski";"lubelskie";"354";"398";"154";"200";"0";"2";"0";"0";"0";"0";"0";"0";"0";"200";"0";"0";"200";"1";"0";"1";"0";"199";"134";"37";"12";"16"
"079a-ff03-2787-0010-e142-bd45-926f-2042";"061101";"14";"1";"miasto";"stały";"Przedszkole Miejskie nr 2, ul. Piłsudskiego 18, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"793";"865";"282";"511";"0";"6";"0";"0";"0";"0";"0";"0";"0";"511";"0";"0";"511";"9";"5";"4";"0";"502";"262";"156";"58";"26"
"9771-c44c-81be-32a7-357d-537b-541b-5816";"061101";"14";"2";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Konarskiego 3, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"1111";"1207";"410";"701";"1";"3";"0";"0";"0";"0";"0";"0";"0";"701";"0";"0";"701";"16";"4";"12";"0";"685";"405";"173";"75";"32"
"8978-fbf9-6914-004a-7dd2-b7d3-f086-5e32";"061101";"14";"3";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Siedlecka 56, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"1146";"1240";"313";"833";"1";"4";"0";"0";"0";"0";"0";"0";"0";"833";"0";"0";"833";"16";"7";"9";"0";"817";"464";"214";"104";"35"
"905f-fcc0-8027-c4fb-681d-599d-a5a1-0779";"061101";"14";"4";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Siedlecka 56, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"1123";"1234";"305";"818";"0";"6";"0";"0";"0";"0";"0";"0";"0";"818";"0";"0";"818";"9";"4";"5";"0";"809";"473";"233";"77";"26"
"fb0b-b76d-2ae9-5517-42b6-588e-f407-6c29";"061101";"14";"5";"miasto";"stały";"Przedszkole Integracyjne nr 1, Ks. dr Mariana Bednarczyka 3, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"949";"1036";"295";"654";"0";"5";"0";"0";"0";"0";"0";"0";"0";"654";"0";"0";"654";"12";"4";"8";"0";"642";"354";"200";"71";"17"
"a472-98b8-8ebd-8e63-ff52-de42-4613-11b5";"061101";"14";"6";"miasto";"stały";"Agencja Restrukturyzacji i Modernizacji Rolnictwa Biuro Powiatowe, ul. Przemysłowa 15, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"897";"979";"239";"658";"1";"3";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"10";"2";"8";"0";"648";"295";"245";"80";"28"
"d9b9-da80-ddfa-0840-4678-fa10-ae4c-d0cc";"061101";"14";"7";"miasto";"stały";"Urząd Miasta Łuków, ul. Piłsudskiego 17, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"1193";"1277";"352";"841";"0";"7";"0";"0";"0";"0";"0";"0";"0";"841";"0";"0";"841";"15";"4";"11";"0";"826";"464";"234";"94";"34"
"fc1d-7db0-efe1-f5be-b61d-7ab5-61de-e7d2";"061101";"14";"8";"miasto";"stały";"Zespół Szkół nr 1, Al. T. Kościuszki 10, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"1129";"1206";"373";"756";"0";"2";"0";"0";"0";"0";"0";"0";"0";"756";"0";"0";"756";"6";"1";"5";"0";"750";"393";"256";"77";"24"
"6605-de85-5a77-cb68-2874-3441-816f-4195";"061101";"14";"9";"miasto";"stały";"Szkoła Podstawowa Nr 4 z Oddziałami Integracyjnymi, ul. 11 Listopada 20, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"1186";"1295";"410";"776";"0";"0";"0";"0";"0";"0";"0";"0";"0";"775";"0";"0";"775";"15";"6";"9";"0";"760";"431";"226";"73";"30"
"e080-4e7a-8b6a-7eab-f139-e886-dfd3-63af";"061101";"14";"10";"miasto";"stały";"Szkoła Podstawowa Nr 4 z Oddziałami Integracyjnymi, ul. 11 Listopada 20, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"820";"886";"220";"600";"3";"5";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"600";"12";"3";"9";"0";"588";"289";"211";"67";"21"
"2d1a-0ea4-482e-f10f-0ee0-617f-8943-909f";"061101";"14";"11";"miasto";"stały";"Łukowski Ośrodek Kultury, ul. Kardynała Wyszyńskiego 20, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"863";"919";"304";"559";"2";"7";"0";"0";"0";"0";"0";"0";"0";"559";"0";"0";"559";"9";"1";"8";"0";"550";"320";"147";"52";"31"
"941c-6cea-ed2e-e1e7-73df-7515-9bb5-3102";"061101";"14";"12";"miasto";"stały";"Powiatowy Urząd Pracy, ul. Piłsudskiego 14, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"878";"945";"341";"537";"0";"5";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"12";"6";"6";"0";"525";"259";"183";"65";"18"
"ae5b-7819-4725-3779-ead1-9e20-8436-638a";"061101";"14";"13";"miasto";"stały";"Zespół Szkół nr 2, ul. Warszawska 88, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"1122";"1241";"436";"686";"0";"9";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"13";"4";"9";"0";"673";"371";"183";"84";"35"
"edd3-8dee-19e6-4e17-7f21-76a1-f80c-875f";"061101";"14";"14";"miasto";"stały";"Zakład Gospodarki Lokalowej, ul. Warszawska 24, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"872";"956";"208";"664";"1";"7";"0";"0";"0";"0";"0";"0";"0";"664";"0";"0";"664";"15";"9";"6";"0";"649";"348";"186";"80";"35"
"06b0-5f25-af53-2332-96e9-b436-4450-95dd";"061101";"14";"15";"miasto";"stały";"Szkoła Policealna-Medyczne Studium Zawodowe, ul. Kryńskiego 10, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"834";"935";"208";"626";"0";"8";"0";"0";"0";"0";"0";"0";"0";"626";"0";"0";"626";"5";"3";"2";"0";"621";"292";"231";"71";"27"
"64dd-5a11-145d-64c2-fc80-f9b9-9900-45ab";"061101";"14";"16";"miasto";"stały";"Zespół Szkolno-Przedszkolny, ul. Partyzantów 15, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"938";"1009";"244";"694";"0";"3";"0";"0";"0";"0";"0";"0";"0";"694";"0";"0";"694";"14";"0";"14";"0";"680";"388";"211";"53";"28"
"2644-d7e0-3e2f-f27e-3994-3c52-4626-de22";"061101";"14";"17";"miasto";"stały";"Przedsiębiorstwo Usług i Inżynierii Komunalnej, ul. Partyzantów 6b, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"795";"866";"210";"584";"1";"2";"0";"0";"0";"0";"0";"0";"0";"584";"0";"0";"584";"3";"1";"2";"0";"581";"283";"214";"62";"22"
"e4ad-bdf5-602d-f319-0aa9-c76d-48bd-b11f";"061101";"14";"18";"miasto";"stały";"Szkoła Podstawowa Nr 2 Oddziałami Dwujęzycznymi, ul. Cieszkowizna 13, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"1012";"1110";"307";"705";"2";"6";"0";"0";"0";"0";"0";"0";"0";"705";"0";"0";"705";"9";"3";"6";"0";"696";"387";"175";"108";"26"
"f4bb-5e8f-bb93-6b91-10d0-83fc-d3cf-75c1";"061101";"14";"19";"miasto";"stały";"Przedsiębiorstwo Energetyki Cieplnej, ul. Świderska 42, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"1257";"1387";"337";"920";"0";"0";"0";"0";"0";"0";"0";"0";"0";"920";"0";"0";"920";"16";"4";"12";"0";"904";"460";"282";"122";"40"
"bf72-4f4c-23ce-8c62-77f2-98f0-6eb6-d677";"061101";"14";"20";"miasto";"stały";"Zespół Szkolno-Przedszkolny, ul. Stasia i Nel 2, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"1027";"1113";"264";"763";"0";"4";"1";"1";"0";"0";"0";"0";"1";"764";"1";"0";"764";"14";"4";"10";"0";"750";"412";"230";"77";"31"
"c107-334a-9ac7-ffb4-9490-da02-6619-b6b2";"061101";"14";"21";"miasto";"stały";"Zespół Szkolno-Przedszkolny, ul. Stasia i Nel 2, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"1077";"1145";"325";"752";"1";"2";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"11";"1";"10";"0";"741";"436";"202";"79";"24"
"d95b-1bc1-51fe-a1dc-7620-95ea-6f18-1d1d";"061101";"14";"22";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Łukowie, dr A. Rogalińskiego 3, 21-400 Łuków";"m. Łuków";"łukowski";"lubelskie";"200";"104";"96";"104";"0";"4";"0";"0";"0";"0";"0";"0";"0";"104";"0";"0";"104";"4";"0";"4";"0";"100";"78";"13";"4";"5"
"a881-e2bb-d38f-c832-1c51-7bcd-11ba-f052";"061102";"14";"1";"miasto";"stały";"Urząd Miasta, pl. T. Kościuszki 1, 21-450 Stoczek Łukowski";"m. Stoczek Łukowski";"łukowski";"lubelskie";"1153";"1224";"425";"728";"1";"6";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"15";"3";"12";"0";"713";"451";"181";"47";"34"
"e8be-2d70-35fb-c39a-39bf-64e5-aeb1-d8c0";"061102";"14";"2";"miasto";"stały";"Zespół Oświatowy w Stoczku Łukowskim, Plac Wielgoska Stanisława 5, 21-450 Stoczek Łukowski";"m. Stoczek Łukowski";"łukowski";"lubelskie";"774";"833";"227";"547";"2";"2";"0";"0";"0";"0";"0";"0";"0";"547";"0";"0";"547";"7";"2";"5";"0";"540";"301";"168";"50";"21"
"c185-cffc-2f0e-0674-d0ad-d36e-9830-b5d3";"061103";"14";"1";"wieś";"stały";"Gminna Biblioteka Publiczna w Adamowie, gen. Franciszka Kleeberga 5c, 21-412 Adamów";"gm. Adamów";"łukowski";"lubelskie";"1596";"1750";"546";"1050";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1050";"0";"0";"1050";"23";"11";"12";"0";"1027";"648";"267";"75";"37"
"98e9-a8e4-302b-983f-928f-0766-db8d-cded";"061103";"14";"2";"wieś";"stały";"Dom Kultury Pomnik Czynu Bojowego Kleeberczyków, Wola Gułowska 68, 21-481 Wola Gułowska";"gm. Adamów";"łukowski";"lubelskie";"1159";"1265";"480";"679";"1";"4";"0";"0";"0";"0";"0";"0";"0";"679";"0";"0";"679";"23";"11";"12";"0";"656";"428";"132";"53";"43"
"7978-f497-a3ab-3d30-7b1a-0435-c790-50e6";"061103";"14";"3";"wieś";"stały";"Świetlica wiejska w Gułowie, Gułów 48A, 21-412 Adamów";"gm. Adamów";"łukowski";"lubelskie";"325";"354";"127";"198";"1";"0";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0";"198";"4";"1";"3";"0";"194";"125";"46";"8";"15"
"352d-afed-88ef-d91a-5fc6-ece9-ec50-f7ec";"061103";"14";"4";"wieś";"stały";"Szkoła Podstawowa w Zakępiu, Zakępie 17A, 21-412 Adamów";"gm. Adamów";"łukowski";"lubelskie";"270";"295";"117";"153";"0";"0";"0";"0";"0";"0";"0";"0";"0";"153";"0";"0";"153";"2";"0";"2";"0";"151";"97";"35";"8";"11"
"6952-7532-facc-480f-3f13-55b6-17a5-ad31";"061103";"14";"5";"wieś";"stały";"Świetlica wiejska w Lipinach, Lipiny 44, 21-412 Adamów";"gm. Adamów";"łukowski";"lubelskie";"180";"199";"62";"118";"0";"1";"0";"0";"0";"0";"0";"0";"0";"118";"0";"0";"118";"2";"0";"2";"0";"116";"92";"15";"2";"7"
"3bfb-a8a0-06e8-5cbc-4fe6-26d8-ca9a-dbe5";"061103";"14";"6";"wieś";"stały";"Budynek komunalny Hordzieżka Nr 60, Hordzieżka 60, 21-412 Adamów";"gm. Adamów";"łukowski";"lubelskie";"270";"296";"94";"176";"0";"0";"0";"0";"0";"0";"0";"0";"0";"176";"0";"0";"176";"9";"2";"7";"0";"167";"129";"29";"5";"4"
"8c22-cdee-f218-33d3-b228-3257-0762-535a";"061103";"14";"7";"wieś";"stały";"Świetlica wiejska w Żurawcu, Żurawiec 19, 21-412 Adamów";"gm. Adamów";"łukowski";"lubelskie";"255";"281";"82";"173";"0";"1";"0";"0";"0";"0";"0";"0";"0";"173";"0";"0";"173";"3";"0";"3";"0";"170";"118";"32";"8";"12"
"4c91-b58d-6870-0a21-d6f5-3172-4137-2de5";"061104";"14";"1";"wieś";"stały";"Zespół Szkół w Okrzei, ul. Szkolna 2, 21-480 Okrzeja";"gm. Krzywda";"łukowski";"lubelskie";"1103";"1177";"514";"589";"0";"2";"0";"0";"0";"0";"0";"0";"0";"589";"0";"0";"589";"14";"5";"9";"0";"575";"449";"51";"42";"33"
"bd72-f530-b1dd-75f7-6ee9-4596-85ec-08ea";"061104";"14";"2";"wieś";"stały";"Zespół Szkół w Woli Okrzejskiej, Wola Okrzejska 105A, 21-480 Okrzeja";"gm. Krzywda";"łukowski";"lubelskie";"599";"672";"235";"364";"1";"3";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"14";"2";"12";"0";"350";"240";"58";"35";"17"
"e70a-5ee0-32d7-acf3-f435-abd0-5f09-a856";"061104";"14";"3";"wieś";"stały";"Zespół Szkół w Hucie Dąbrowie, Huta-Dąbrowa ul. Hutnicza 30, 21-470 Krzywda";"gm. Krzywda";"łukowski";"lubelskie";"1513";"1647";"630";"883";"0";"4";"0";"0";"0";"0";"0";"0";"0";"883";"0";"0";"883";"19";"5";"14";"0";"864";"641";"120";"72";"31"
"fee1-b6dd-fb53-6cc1-0292-81a5-561b-d66d";"061104";"14";"4";"wieś";"stały";"Zespół Szkół w Radoryżu Smolanym, Radoryż Smolany 26, 21-470 Krzywda";"gm. Krzywda";"łukowski";"lubelskie";"850";"932";"375";"475";"0";"0";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"10";"8";"2";"0";"464";"358";"57";"31";"18"
"ee8e-883f-abf2-1fe8-bd75-6651-eaab-eae1";"061104";"14";"5";"wieś";"stały";"Zespół Szkół w Fiukówce, Fiukówka 9, 21-470 Krzywda";"gm. Krzywda";"łukowski";"lubelskie";"700";"752";"291";"409";"2";"0";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"6";"0";"6";"0";"403";"259";"70";"57";"17"
"8432-3d87-0292-bd9b-2277-9156-7075-46ec";"061104";"14";"6";"wieś";"stały";"Zespół Szkół w Krzywdzie, ul. Osiedlowa 5, 21-470 Krzywda";"gm. Krzywda";"łukowski";"lubelskie";"1597";"1724";"610";"987";"1";"1";"0";"0";"0";"0";"0";"0";"0";"987";"0";"0";"987";"17";"8";"9";"0";"970";"589";"246";"94";"41"
"6fe5-1b16-f9f7-6901-dfa3-40fc-805a-fc9e";"061104";"14";"7";"wieś";"stały";"Świetlica Wiejska w Szczałbie, Szczałb 8, 21-470 Krzywda";"gm. Krzywda";"łukowski";"lubelskie";"477";"522";"196";"281";"0";"5";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"7";"0";"7";"0";"274";"204";"34";"22";"14"
"49cb-61ac-31b0-f645-958d-4d7b-cb75-70ea";"061104";"14";"8";"wieś";"stały";"Szkoła Podstawowa w Radoryżu Kościelnym, Radoryż Kościelny 42, 21-470 Krzywda";"gm. Krzywda";"łukowski";"lubelskie";"550";"595";"238";"312";"3";"1";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"5";"1";"4";"0";"307";"213";"56";"26";"12"
"92ba-dce6-afd8-aec0-24be-e51c-2e03-f3fc";"061105";"14";"1";"wieś";"stały";"Szkoła Podstawowa z oddziałem przedszkolnym w Aleksandrowie, Aleksandrów 51, 21-400 Łuków";"gm. Łuków";"łukowski";"lubelskie";"463";"497";"169";"294";"0";"1";"0";"0";"0";"0";"0";"0";"0";"294";"0";"0";"294";"7";"1";"6";"0";"287";"206";"43";"27";"11"
