"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jarosław Wojciech OBREMSKI";"Dariusz Paweł STASIAK";"Bogdan Andrzej ZDROJEWSKI"
"e820-b5c4-f4ef-0aa6-016a-d5c7-5f46-db16";"022001";"6";"4";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Trzebnicka 33, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"1199";"1278";"251";"944";"0";"6";"1";"1";"0";"0";"0";"0";"1";"949";"1";"0";"949";"14";"2";"12";"0";"935";"243";"102";"590"
"5482-add9-be68-607e-6e5e-9627-f505-96f6";"022001";"6";"5";"miasto";"stały";"Liceum Ogólnokształcące, ul. Wrocławska 18, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"900";"1019";"180";"719";"0";"1";"1";"1";"0";"0";"0";"0";"1";"721";"1";"0";"721";"13";"1";"12";"0";"708";"249";"60";"399"
"4434-6365-958e-87a5-195e-a2ff-85b0-704f";"022001";"6";"6";"miasto i wieś";"stały";"Powiatowy Zespół Szkół, ul. Parkowa 8, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"1696";"1854";"449";"1247";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1247";"0";"0";"1247";"14";"3";"11";"0";"1233";"408";"115";"710"
"a426-02f6-45cb-79fd-808a-129a-6ba1-eee8";"022001";"6";"7";"wieś";"stały";"Świetlica Wiejska, Wilczyn ul. Parkowa 1, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"799";"834";"285";"514";"0";"3";"0";"0";"0";"0";"0";"0";"0";"514";"0";"0";"514";"10";"6";"4";"0";"504";"215";"56";"233"
"bfe6-9bf3-6b42-7186-1780-ff14-1ab9-57b6";"022001";"6";"8";"wieś";"stały";"Remiza OSP, Rościsławice ul. Żmigrodzka 2, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"902";"1018";"352";"550";"0";"2";"0";"0";"0";"0";"0";"0";"0";"550";"0";"0";"550";"12";"4";"8";"0";"538";"229";"58";"251"
"f448-2742-c9e0-0742-530c-c87f-e457-dc2e";"022001";"6";"9";"wieś";"stały";"Szkoła Podstawowa, Uraz ul. Wołowska 55, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"800";"902";"199";"601";"0";"5";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"5";"1";"4";"0";"596";"356";"56";"184"
"8f80-83c2-7690-2459-b054-27b7-8fb0-a913";"022001";"6";"10";"wieś";"stały";"Świetlica Wiejska, Lubnów ul. Pęgowska 3, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"800";"916";"258";"542";"0";"2";"0";"0";"0";"0";"0";"0";"0";"541";"0";"0";"541";"9";"2";"7";"0";"532";"220";"61";"251"
"b203-3e19-9f20-2b86-d912-4c90-c7a8-558d";"022001";"6";"11";"wieś";"stały";"Szkoła Podstawowa, Osolin ul. Marsz. Józefa Piłsudskiego 5, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"1401";"1545";"466";"934";"2";"18";"0";"0";"0";"0";"0";"0";"0";"935";"0";"0";"935";"20";"2";"18";"0";"915";"451";"96";"368"
"b3c2-4481-4a68-804f-e85a-aadb-623d-21f2";"022001";"6";"12";"wieś";"stały";"Szkoła Podstawowa, Pęgów ul. Główna 101, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"899";"1013";"247";"652";"1";"4";"0";"0";"0";"0";"0";"0";"0";"652";"0";"0";"652";"10";"2";"8";"0";"642";"229";"60";"353"
"6152-bea4-6c7b-ff55-d1eb-1d6d-9b47-8292";"022001";"6";"13";"wieś";"stały";"Szkoła Podstawowa, Pęgów ul. Główna 101, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"1399";"1486";"434";"965";"1";"4";"0";"0";"0";"0";"0";"0";"0";"965";"0";"0";"965";"15";"4";"11";"0";"950";"388";"96";"466"
"1403-8a5a-5cfa-a731-2547-616f-710d-dc81";"022001";"6";"14";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Obornikach Śląskich, Filia w Rościsławicach, Rościsławice ul. Polna 43, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"80";"78";"50";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"0";"0";"30";"3";"0";"3";"0";"27";"15";"4";"8"
"8fc5-f122-5699-163f-cb8b-2e4b-698c-5e99";"022001";"6";"15";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Obornikach Śląskich, ul. kard. Stefana Wyszyńskiego 33, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"73";"72";"47";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"1";"0";"1";"0";"25";"15";"3";"7"
"79cb-50f3-aab0-0e80-735b-1f90-bc41-abda";"022001";"6";"16";"miasto";"zakład leczniczy";"Dolnośląskie Centrum Chorób Płuc we Wrocławiu, Oddział I i I A Chorób Płuc w Obornikach Śląskich, ul. Ksawerego Dunikowskiego 2 - 8, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"81";"62";"47";"34";"0";"1";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"2";"0";"2";"0";"32";"15";"6";"11"
"effd-c670-187c-e735-ff81-a485-ed76-30e3";"022001";"6";"17";"miasto";"zakład leczniczy";"Dolnośląskie Centrum Chorób Płuc we Wrocławiu, Placówka Zamiejscowa w Obornikach Śląskich Zakład Opiekuńczo-Pielęgnacyjny, ul. Trzebnicka 3, 55-120 Oborniki Śląskie";"gm. Oborniki Śląskie";"trzebnicki";"dolnośląskie";"43";"40";"36";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"7";"0";"0";"0";"0";"7";"4";"0";"3"
"50c2-56fe-73da-f6eb-7597-4915-3806-6900";"022002";"6";"1";"miasto";"stały";"Gminny Ośrodek Kultury i Sportu w Prusicach, ul. Jana Pawła II 7, 55-110 Prusice";"gm. Prusice";"trzebnicki";"dolnośląskie";"1600";"1785";"644";"955";"0";"5";"0";"0";"0";"0";"0";"0";"0";"954";"0";"0";"954";"31";"4";"27";"0";"923";"415";"113";"395"
"8da0-0d3e-db9f-7d56-621b-9fb8-ccc2-ab63";"022002";"6";"2";"wieś";"stały";"Szkoła Podstawowa w Skokowej, Skokowa ul. Wrocławska 9, 55-110 Prusice";"gm. Prusice";"trzebnicki";"dolnośląskie";"1599";"1731";"591";"1008";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1008";"0";"0";"1008";"20";"6";"14";"0";"988";"527";"104";"357"
"570e-fb39-65f8-7958-6277-86be-62d0-0410";"022002";"6";"3";"wieś";"stały";"Świetlica Wiejska w Piotrkowicach, Piotrkowice 16c, 55-110 Prusice";"gm. Prusice";"trzebnicki";"dolnośląskie";"1000";"1059";"434";"566";"0";"1";"0";"0";"0";"0";"0";"0";"0";"566";"0";"0";"566";"12";"2";"10";"0";"554";"369";"54";"131"
"8801-7d3a-f15a-a81a-a824-1b17-3c42-1429";"022002";"6";"4";"wieś";"stały";"Gminna Biblioteka Publiczna w Prusicach ""Multiteka"", ul. Żmigrodzka 43A, 55-110 Prusice";"gm. Prusice";"trzebnicki";"dolnośląskie";"1999";"2230";"856";"1143";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1143";"0";"0";"1143";"15";"10";"5";"0";"1128";"584";"97";"447"
"73d2-566d-beb6-1a51-b1b1-cc9a-569e-256a";"022002";"6";"5";"wieś";"stały";"Świetlica Wiejska we Wszemirowie, Wszemirów 67, 55-110 Prusice";"gm. Prusice";"trzebnicki";"dolnośląskie";"600";"679";"225";"375";"1";"1";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"6";"0";"6";"0";"369";"206";"47";"116"
"c684-de1b-3f26-4f02-30a8-8876-c90f-1c7d";"022003";"6";"1";"wieś";"stały";"Gminne Trzebnickie Centrum Kultury i Sportu w Trzebnicy, ul. Prusicka 12, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"600";"634";"278";"322";"0";"4";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"7";"1";"6";"0";"315";"140";"49";"126"
"1cdf-c659-c580-773c-0958-00ff-2e9b-dce6";"022003";"6";"2";"wieś";"stały";"Świetlica Wiejska, Księginice ul. Cicha 9, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"900";"962";"275";"625";"0";"1";"0";"0";"0";"0";"0";"0";"0";"625";"0";"0";"625";"11";"2";"9";"0";"614";"172";"96";"346"
"ed15-7f1a-a9b3-4334-975b-0b34-59e0-2734";"022003";"6";"3";"wieś";"stały";"Świetlica Wiejska, Marcinowo 37, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"400";"475";"136";"264";"1";"0";"0";"0";"0";"0";"0";"0";"0";"264";"0";"0";"264";"0";"0";"0";"0";"264";"135";"41";"88"
"fc86-9ae7-6255-8b07-8b83-1c3a-ac60-675b";"022003";"6";"4";"wieś";"stały";"Gminne Trzebnickie Centrum Kultury i Sportu w Trzebnicy, ul. Prusicka 12, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"400";"477";"138";"262";"0";"8";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"7";"1";"6";"0";"255";"112";"31";"112"
"2765-daa2-19d8-1254-a85b-c283-8365-6063";"022003";"6";"5";"wieś";"stały";"Świetlica Wiejska, Taczów Wielki 55, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"400";"499";"96";"304";"0";"2";"0";"0";"0";"0";"0";"0";"0";"304";"0";"0";"304";"5";"1";"4";"0";"299";"169";"23";"107"
"1bad-00e9-c49a-f1f1-7c89-98d8-4b87-b079";"022003";"6";"6";"wieś";"stały";"Świetlica Wiejska, Skarszyn 15, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"899";"1032";"337";"562";"0";"0";"0";"0";"0";"0";"0";"0";"0";"562";"0";"0";"562";"10";"0";"10";"0";"552";"301";"71";"180"
"e279-4682-37b4-b6ad-d5a8-7f89-f0ed-f220";"022003";"6";"7";"wieś";"stały";"Świetlica Wiejska, Cerekwica ul. Trzebnicka 11, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"600";"606";"304";"296";"0";"0";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"10";"2";"8";"0";"286";"159";"50";"77"
"a463-7757-fc87-2749-68e1-bf06-8c60-6603";"022003";"6";"8";"wieś";"stały";"Świetlica Wiejska, Jaźwiny 15, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"500";"501";"228";"272";"1";"2";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"10";"0";"10";"0";"262";"103";"31";"128"
"b980-32ee-14c0-6bd4-6d8a-3208-38e3-9120";"022003";"6";"9";"wieś";"stały";"Szkoła Podstawowa w Kuźniczysku, Kuźniczysko ul. Kuźnicza 1, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"800";"863";"335";"465";"0";"2";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"5";"2";"3";"0";"460";"266";"46";"148"
"ca57-8b7f-0838-fca0-aa98-99d4-51f7-338a";"022003";"6";"10";"wieś";"stały";"Świetlica Wiejska, Biedaszków Wielki 31, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"500";"516";"235";"265";"0";"4";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"12";"1";"11";"0";"253";"158";"23";"72"
"f106-8d3b-f210-a7bb-2eb8-cafd-37ff-65a9";"022003";"6";"11";"wieś";"stały";"Szkoła Podstawowa w Ujeźdźcu Wielkim, Ujeździec Wielki 46, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"1699";"1874";"729";"970";"2";"2";"0";"0";"0";"0";"0";"0";"0";"970";"0";"0";"970";"15";"5";"10";"0";"955";"454";"131";"370"
"1ddd-c5c7-8ba9-6c67-4cce-c1ff-148b-9049";"022003";"6";"12";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Trzebnicy, ul. M. Konopnickiej 14, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"1300";"1416";"290";"1010";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1010";"0";"0";"1010";"11";"4";"7";"0";"999";"376";"123";"500"
"3228-00a3-b2f5-c449-6b03-f9d6-75c7-b506";"022003";"6";"13";"miasto";"stały";"Rynek-Ratusz, Rynek-Ratusz 25, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"1500";"1641";"368";"1132";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1132";"0";"0";"1132";"8";"1";"7";"0";"1124";"423";"115";"586"
"ecce-806d-d6e0-98f5-7835-88e5-3582-3e9a";"022003";"6";"14";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Trzebnicy, ul. Św. Jadwigi 10, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"1300";"1377";"393";"907";"2";"15";"1";"1";"0";"0";"0";"0";"1";"908";"1";"0";"908";"20";"5";"15";"0";"888";"334";"102";"452"
"e965-c9df-3226-f01f-9758-a6f1-6841-3f5d";"022003";"6";"15";"miasto";"stały";"Gminne Trzebnickie Centrum Kultury i Sportu w Trzebnicy, ul. Prusicka 12, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"700";"835";"174";"526";"0";"5";"0";"0";"0";"0";"0";"0";"0";"526";"0";"0";"526";"9";"4";"5";"0";"517";"201";"53";"263"
"27e9-8263-3b31-1cf8-cd8f-1b8b-308b-c294";"022003";"6";"16";"miasto";"stały";"Gminny Dom Pobytu ""Senior-Wigor"", ul. Księdza Dziekana W. Bochenka 12, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"1700";"1832";"504";"1196";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1196";"0";"1";"1195";"20";"5";"15";"0";"1175";"506";"129";"540"
"3e93-d9e9-b7f3-be00-94dc-e823-7877-a439";"022003";"6";"17";"miasto";"stały";"Szkoła Podstawował Nr 2 w Trzebnicy, ul. 3 Maja 5, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"1400";"1573";"229";"1171";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1171";"0";"0";"1171";"23";"8";"15";"0";"1148";"394";"167";"587"
"9972-377d-21f4-f073-1621-d324-5177-8de9";"022003";"6";"18";"miasto";"stały";"Powiatowy Zespół Szkół nr 2 w Trzebnicy, ul. Żeromskiego 25, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"1199";"1360";"281";"918";"1";"9";"1";"1";"0";"0";"0";"0";"1";"919";"1";"0";"919";"12";"6";"6";"0";"907";"362";"130";"415"
"9205-891e-abe2-954c-81bc-646e-53c8-2852";"022003";"6";"19";"miasto";"zakład leczniczy";"Szpital im. Św. Jadwigi Śląskiej w Trzebnicy, ul. Prusicka 55, 55-100 Trzebnica";"gm. Trzebnica";"trzebnicki";"dolnośląskie";"155";"169";"80";"75";"0";"0";"0";"0";"0";"0";"0";"0";"0";"75";"0";"0";"75";"3";"0";"3";"0";"72";"29";"5";"38"
"a320-5966-ade2-c030-b690-5475-e99e-9637";"022004";"6";"1";"wieś";"stały";"Ośrodek Kultury Sportu i Rekreacji w Wiszni Małej, ul. Szkolna 1, 55-114 Wisznia Mała";"gm. Wisznia Mała";"trzebnicki";"dolnośląskie";"1499";"1688";"457";"1042";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1040";"0";"1";"1039";"12";"2";"10";"0";"1027";"442";"125";"460"
"4d11-631c-f4e2-ee3a-8201-f0b0-3305-ab90";"022004";"6";"2";"wieś";"stały";"Szkoła Podstawowa w Psarach, Psary ul. Główna 40, 51-180 Wrocław";"gm. Wisznia Mała";"trzebnicki";"dolnośląskie";"1997";"2201";"426";"1571";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1570";"0";"0";"1570";"21";"3";"18";"0";"1549";"591";"152";"806"
"97f6-497a-cdbe-0e1e-6360-9a81-19f1-00d2";"022004";"6";"3";"wieś";"stały";"Przedszkole Publiczne w Strzeszowie, Strzeszów ul. Lipowa 35, 55-114 Wisznia Mała";"gm. Wisznia Mała";"trzebnicki";"dolnośląskie";"1099";"1179";"469";"630";"0";"0";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"12";"1";"11";"0";"618";"300";"68";"250"
"9b28-af5f-b87e-d0db-2d7e-dc69-bd55-3e3e";"022004";"6";"4";"wieś";"stały";"Szkoła Podstawowa im. Św. Jadwigi Śląskiej w Krynicznie, Kryniczno ul. Szkolna 6, 55-114 Wisznia Mała";"gm. Wisznia Mała";"trzebnicki";"dolnośląskie";"1200";"1301";"276";"924";"2";"9";"0";"0";"0";"0";"0";"0";"0";"924";"0";"0";"924";"10";"3";"7";"0";"914";"370";"88";"456"
"a2f2-9617-3695-f632-34cc-81af-9119-5d2f";"022004";"6";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Szewcach, Szewce ul. Strzeszowska 7, 55-114 Wisznia Mała";"gm. Wisznia Mała";"trzebnicki";"dolnośląskie";"800";"894";"175";"625";"0";"5";"0";"0";"0";"0";"0";"0";"0";"625";"0";"0";"625";"7";"1";"6";"0";"618";"300";"93";"225"
"1c92-3709-32fd-6233-1b86-ff71-d65f-2fde";"022004";"6";"6";"wieś";"stały";"Świetlica Wiejska w Ligocie Pięknej, Ligota Piękna ul. Główna 19, 55-114 Wisznia Mała";"gm. Wisznia Mała";"trzebnicki";"dolnośląskie";"800";"903";"133";"667";"0";"5";"0";"0";"0";"0";"0";"0";"0";"667";"0";"0";"667";"5";"1";"4";"0";"662";"221";"67";"374"
"6d18-f8e7-6558-883c-78f0-cc64-8580-c257";"022005";"6";"1";"wieś";"stały";"Sala widowiskowa Gminnego Ośrodka Kultury w Zawoni, ul. Trzebnicka 11, 55-106 Zawonia";"gm. Zawonia";"trzebnicki";"dolnośląskie";"1800";"1961";"693";"1107";"4";"5";"1";"1";"0";"0";"0";"0";"1";"1106";"1";"0";"1106";"17";"1";"16";"0";"1089";"468";"162";"459"
"3da3-c7bc-fac8-23bb-2d6f-78e6-57bc-e453";"022005";"6";"2";"wieś";"stały";"Hala sportowo-widowiskowa przy Zespole Szkół w Zawoni, Tarnowiec 9, 55-106 Zawonia";"gm. Zawonia";"trzebnicki";"dolnośląskie";"1099";"1177";"530";"569";"0";"3";"0";"0";"0";"0";"0";"0";"0";"569";"0";"0";"569";"10";"3";"7";"0";"559";"269";"77";"213"
"2cae-dc67-ac04-5bf2-8b41-7079-105c-2fe1";"022005";"6";"3";"wieś";"stały";"Sala nr 4 w Szkole Podstawowej w Czeszowie, Czeszów ul. M. Konopnickiej 18, 55-106 Zawonia";"gm. Zawonia";"trzebnicki";"dolnośląskie";"1400";"1535";"581";"819";"5";"6";"0";"0";"0";"0";"0";"0";"0";"819";"0";"0";"819";"13";"7";"6";"0";"806";"395";"93";"318"
"e896-79a5-cc79-0f3d-dfb0-1a5e-067a-4d43";"022006";"6";"1";"miasto";"stały";"Publiczne Przedszkole ""Zielona Dolina"", ul. Czereśniowa 9, 55-140 Żmigród";"gm. Żmigród";"trzebnicki";"dolnośląskie";"1700";"1843";"622";"1078";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1078";"0";"0";"1078";"22";"5";"17";"0";"1056";"377";"137";"542"
"2a8b-4ef1-5061-dad7-100c-8253-5a38-925d";"022006";"6";"2";"miasto";"stały";"Zespół Placówek Kultury, ul. Wrocławska 12, 55-140 Żmigród";"gm. Żmigród";"trzebnicki";"dolnośląskie";"1598";"1713";"550";"1048";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1048";"0";"0";"1048";"21";"3";"18";"0";"1027";"398";"117";"512"
"b94f-029c-e48a-e615-2ab7-4404-1348-e2c3";"022006";"6";"3";"miasto";"stały";"Szkoła Podstawowa im. Bolesława Chrobrego, ul. Sienkiewicza 6, 55-140 Żmigród";"gm. Żmigród";"trzebnicki";"dolnośląskie";"1399";"1512";"545";"854";"1";"5";"0";"0";"0";"0";"0";"0";"0";"854";"0";"0";"854";"20";"1";"19";"0";"834";"305";"117";"412"
"e3e2-7f37-4147-2d5b-ebdd-53b5-fd48-2963";"022006";"6";"4";"wieś";"stały";"Szkoła Podstawowa im. Janusza Korczaka, Barkowo 75, 55-140 Żmigród";"gm. Żmigród";"trzebnicki";"dolnośląskie";"1100";"1255";"526";"574";"2";"0";"0";"0";"0";"0";"0";"0";"0";"574";"0";"0";"574";"13";"1";"12";"0";"561";"324";"58";"179"
"78ac-beb4-1f62-f72f-c36c-5815-6b8b-a040";"022006";"6";"5";"wieś";"stały";"Szkoła Podstawowa im. Polskich Olimpijczyków, Korzeńsko ul. Kolejowa 14, 55-140 Żmigród";"gm. Żmigród";"trzebnicki";"dolnośląskie";"1500";"1623";"671";"829";"0";"3";"0";"0";"0";"0";"0";"0";"0";"829";"0";"0";"829";"10";"1";"9";"0";"819";"326";"120";"373"
"4ca0-f2e6-fef7-c446-2048-6c7e-dcbc-e6a4";"022006";"6";"6";"wieś";"stały";"Świetlica Wiejska, Radziądz ul. Żmigrodzka 16, 55-140 Żmigród";"gm. Żmigród";"trzebnicki";"dolnośląskie";"800";"883";"345";"455";"0";"2";"0";"0";"0";"0";"0";"0";"0";"455";"0";"0";"455";"9";"0";"9";"0";"446";"204";"53";"189"
"3846-f61c-b564-8701-d514-d6bc-f9f2-68d7";"022006";"6";"7";"wieś";"stały";"Świetlica Wiejska, Borzęcin 16 A, 55-140 Żmigród";"gm. Żmigród";"trzebnicki";"dolnośląskie";"600";"684";"281";"319";"0";"0";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"6";"1";"5";"0";"313";"156";"42";"115"
"4093-2c90-315e-6a87-f019-0148-92b4-7a2f";"022006";"6";"8";"wieś";"stały";"Szkoła Podstawowa im. Ks. Jana Twardowskiego, Powidzko 49, 55-140 Żmigród";"gm. Żmigród";"trzebnicki";"dolnośląskie";"1300";"1461";"684";"616";"0";"0";"0";"0";"0";"0";"0";"0";"0";"616";"0";"0";"616";"16";"2";"14";"0";"600";"291";"85";"224"
"9b03-409a-1336-db1c-66a5-ca75-58f1-9f5d";"022006";"6";"9";"wieś";"stały";"Świetlica Wiejska, Żmigródek ul. Spacerowa 9, 55-140 Żmigród";"gm. Żmigród";"trzebnicki";"dolnośląskie";"500";"538";"197";"303";"1";"1";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"6";"0";"6";"0";"297";"132";"42";"123"
"6410-515a-435a-d45f-2559-65fe-2c31-cedd";"022006";"6";"10";"miasto";"zakład leczniczy";"Szpital Rehabilitacyjny i Opieki Długoterminowej w Żmigrodzie, ul. Willowa 4, 55-140 Żmigród";"gm. Żmigród";"trzebnicki";"dolnośląskie";"40";"44";"10";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"0";"0";"30";"1";"0";"1";"0";"29";"17";"1";"11"
"4334-2fac-b829-42e9-e8f7-a774-7237-5606";"022201";"6";"1";"miasto";"stały";"Dolnobrzeski Ośrodek Kultury, ul. Kolejowa 29, 56-120 Brzeg Dolny";"gm. Brzeg Dolny";"wołowski";"dolnośląskie";"1800";"1978";"614";"1186";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1186";"0";"0";"1186";"15";"15";"0";"0";"1171";"337";"146";"688"
"58bc-3557-b397-6ef4-348e-f7fc-e979-3408";"022201";"6";"2";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Zwycięstwa 10, 56-120 Brzeg Dolny";"gm. Brzeg Dolny";"wołowski";"dolnośląskie";"1299";"1396";"481";"818";"1";"3";"0";"0";"0";"0";"0";"0";"0";"818";"0";"0";"818";"22";"1";"21";"0";"796";"329";"94";"373"
"025e-5dc4-dc89-ed85-1987-417f-502b-bac4";"022201";"6";"3";"miasto";"stały";"Siedziba Polskiego Związku Emerytów, Rencistów i Inwalidów, ul. Zwycięstwa 5, 56-120 Brzeg Dolny";"gm. Brzeg Dolny";"wołowski";"dolnośląskie";"1600";"1684";"591";"1009";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1009";"0";"0";"1009";"13";"1";"12";"0";"996";"332";"110";"554"
"5a18-a39c-7265-3f79-cb97-57ad-1980-43a3";"022201";"6";"4";"miasto";"stały";"Biblioteka Miejska, ul. Młodzieżowa 2, 56-120 Brzeg Dolny";"gm. Brzeg Dolny";"wołowski";"dolnośląskie";"1300";"1424";"443";"857";"0";"2";"0";"0";"0";"0";"0";"0";"0";"857";"0";"1";"856";"13";"4";"9";"0";"843";"338";"73";"432"
"be73-5a03-0407-8473-cb2a-098c-d29d-095d";"022201";"6";"5";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Wilcza 4, 56-120 Brzeg Dolny";"gm. Brzeg Dolny";"wołowski";"dolnośląskie";"1003";"1070";"330";"673";"1";"7";"0";"0";"0";"0";"0";"0";"0";"673";"0";"0";"673";"11";"2";"9";"0";"662";"229";"94";"339"
"b9a7-6a1a-f241-8bf8-0b54-2dac-2a09-4954";"022201";"6";"6";"wieś";"stały";"Świetlica w Godzięcinie, Godzięcin 46A, 56-120 Brzeg Dolny";"gm. Brzeg Dolny";"wołowski";"dolnośląskie";"400";"486";"127";"273";"0";"2";"0";"0";"0";"0";"0";"0";"0";"273";"0";"0";"273";"4";"2";"2";"0";"269";"167";"33";"69"
