"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Marzena Magdalena DĘBNIAK";"Dariusz Adam LORANTY";"Jarosław RUSIECKI"
"0084-91d9-27e1-edb6-4091-a391-3715-5923";"261001";"82";"27";"miasto";"stały";"Miejskie Centrum Kultury, ul. Słowackiego 25, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1285";"1372";"441";"844";"1";"5";"0";"0";"0";"0";"0";"0";"0";"844";"0";"0";"844";"8";"4";"4";"0";"836";"256";"226";"354"
"6ec5-2bd0-c549-6c39-783e-6d9c-6a27-69fd";"261001";"82";"28";"miasto";"stały";"Miejskie Centrum Kultury, ul. Słowackiego 25, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"1063";"1114";"409";"654";"0";"0";"0";"0";"0";"0";"0";"0";"0";"654";"0";"0";"654";"16";"10";"6";"0";"638";"235";"165";"238"
"b152-94d9-f483-60e3-3f29-4388-739b-ed8a";"261001";"82";"29";"miasto";"zakład leczniczy";"Zespół Opieki Zdrowotnej-Szpital Powiatowy, ul. Szpitalna 1, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"222";"38";"214";"8";"0";"1";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"8";"0";"0";"0";"0";"8";"2";"3";"3"
"e180-e697-e2ff-7717-29d3-3546-6aab-5d2a";"261001";"82";"30";"miasto";"zakład leczniczy";"Zespół Opieki Zdrowotnej-II budynek szpitalny, ul. Ekonomii 4, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"59";"48";"37";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"22";"0";"0";"0";"0";"22";"8";"2";"12"
"4527-9945-2111-3213-d6ed-875a-07c2-2677";"261001";"82";"31";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Sporna 6, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"45";"44";"18";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"27";"0";"0";"0";"0";"27";"18";"5";"4"
"7597-dfda-36ee-fc52-715b-5382-57a6-6eb5";"261001";"82";"32";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Centrum Seniora"", ul. Ekonomii 7, 26-110 Skarżysko-Kamienna";"m. Skarżysko-Kamienna";"skarżyski";"świętokrzyskie";"50";"33";"28";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"22";"2";"0";"2";"0";"20";"10";"4";"6"
"ff31-927c-51c0-12d6-bd2b-b0aa-8900-f9ee";"261002";"82";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Bliżynie, Plac Broel-Platerów 4, 26-120 Bliżyn";"gm. Bliżyn";"skarżyski";"świętokrzyskie";"1306";"1412";"410";"896";"2";"10";"0";"0";"0";"0";"0";"0";"0";"896";"0";"0";"896";"23";"6";"17";"0";"873";"290";"173";"410"
"72dc-91ff-9ef4-4a40-a2bd-0dd9-8440-fcf3";"261002";"82";"2";"wieś";"stały";"Szkoła Podstawowa w Bliżynie, ul. Piaskowa 6, 26-120 Bliżyn";"gm. Bliżyn";"skarżyski";"świętokrzyskie";"1930";"2086";"849";"1081";"8";"2";"0";"0";"0";"0";"0";"0";"0";"1081";"0";"0";"1081";"22";"8";"14";"0";"1059";"281";"242";"536"
"63af-5b4d-79f8-e93a-342d-4e2f-fd56-7c89";"261002";"82";"3";"wieś";"stały";"Szkoła Podstawowa w Mroczkowie, Mroczków 25, 26-120 Bliżyn";"gm. Bliżyn";"skarżyski";"świętokrzyskie";"1502";"1629";"678";"824";"0";"7";"0";"0";"0";"0";"0";"0";"0";"824";"0";"0";"824";"19";"3";"16";"0";"805";"147";"152";"506"
"dca2-0d7f-d92e-8fb5-e20f-4200-f025-2063";"261002";"82";"4";"wieś";"stały";"Szkoła Podstawowa w Odrowążku, Odrowążek 1, 26-120 Bliżyn";"gm. Bliżyn";"skarżyski";"świętokrzyskie";"862";"931";"418";"444";"1";"3";"0";"0";"0";"0";"0";"0";"0";"444";"0";"0";"444";"9";"1";"8";"0";"435";"66";"61";"308"
"2e6c-c6e7-d426-f2db-cc36-c30c-c9ab-5379";"261002";"82";"5";"wieś";"stały";"Szkoła Podstawowa w Sorbinie, Sorbin 89, 26-120 Bliżyn";"gm. Bliżyn";"skarżyski";"świętokrzyskie";"605";"647";"250";"355";"0";"1";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"9";"2";"7";"0";"346";"69";"62";"215"
"6d5f-03af-e70d-61c0-0fbb-22b5-a68a-b9d9";"261003";"82";"1";"wieś";"stały";"Szkoła Podstawowa w Goździe, Gózd 125, 26-140 Łączna";"gm. Łączna";"skarżyski";"świętokrzyskie";"754";"826";"254";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"10";"2";"8";"0";"490";"82";"111";"297"
"9b1f-63c3-3f1d-de11-818f-2cc7-323e-1153";"261003";"82";"2";"wieś";"stały";"Budynek po Szkole Podstawowej w Klonowie, Klonów 62, 26-140 Łączna";"gm. Łączna";"skarżyski";"świętokrzyskie";"230";"244";"79";"151";"0";"0";"0";"0";"0";"0";"0";"0";"0";"150";"0";"0";"150";"3";"1";"2";"0";"147";"35";"26";"86"
"794b-b35b-af46-01a7-bd41-58a4-4037-264a";"261003";"82";"3";"wieś";"stały";"Gminna Biblioteka Publiczna w Łącznej, Czerwona Górka 1 ""b"", 26-140 Łączna";"gm. Łączna";"skarżyski";"świętokrzyskie";"913";"983";"417";"496";"0";"1";"0";"0";"0";"0";"0";"0";"0";"496";"0";"0";"496";"1";"1";"0";"0";"495";"88";"66";"341"
"cf5d-b41b-9368-22df-19d3-2779-5390-8738";"261003";"82";"4";"wieś";"stały";"Szkoła Podstawowa w Zaleziance, Zalezianka 49a, 26-140 Łączna";"gm. Łączna";"skarżyski";"świętokrzyskie";"563";"602";"200";"363";"1";"1";"0";"0";"0";"0";"0";"0";"0";"363";"0";"0";"363";"8";"2";"6";"0";"355";"66";"63";"226"
"8d36-ad73-304b-f934-b67b-3f18-f4d0-048a";"261003";"82";"5";"wieś";"stały";"Budynek po Szkole Filialnej w Zagórzu, Zagórze 40""B"", 26-140 Łączna";"gm. Łączna";"skarżyski";"świętokrzyskie";"464";"496";"219";"245";"0";"1";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"8";"1";"7";"0";"237";"49";"39";"149"
"54ae-f91c-63e2-772c-90b8-30ab-0977-67e4";"261003";"82";"6";"wieś";"stały";"Szkoła Podstawowa, Kamionki 63, 26-140 Łączna";"gm. Łączna";"skarżyski";"świętokrzyskie";"870";"987";"298";"572";"0";"4";"0";"0";"0";"0";"0";"0";"0";"572";"0";"0";"572";"7";"2";"5";"0";"565";"92";"108";"365"
"4b9e-986f-6e94-5570-b7b6-ea75-10a2-6586";"261004";"82";"1";"wieś";"stały";"Szkoła Podstawowa w Grzybowej Górze, Grzybowa Góra ul. Świętokrzyska 102, 26-115 Skarżysko Kościelne";"gm. Skarżysko Kościelne";"skarżyski";"świętokrzyskie";"699";"764";"274";"425";"0";"2";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"15";"4";"11";"0";"409";"113";"69";"227"
"17f4-e3d2-1931-a61e-c540-a1e6-8a9e-c354";"261004";"82";"2";"wieś";"stały";"Szkoła Podstawowa w Lipowym Polu Skarbowym, Lipowe Pole Skarbowe ul. Wesoła 2, 26-115 Skarżysko Kościelne";"gm. Skarżysko Kościelne";"skarżyski";"świętokrzyskie";"540";"584";"199";"341";"0";"3";"0";"0";"0";"0";"0";"0";"0";"341";"0";"0";"341";"7";"2";"5";"0";"334";"89";"62";"183"
"991c-7605-3b96-7ffd-9241-d53c-ca0b-1307";"261004";"82";"3";"wieś";"stały";"Urząd Gminy w Skarżysku Kościelnym, ul. Kościelna 2A, 26-115 Skarżysko Kościelne";"gm. Skarżysko Kościelne";"skarżyski";"świętokrzyskie";"1931";"2081";"790";"1141";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1141";"0";"0";"1141";"23";"6";"17";"0";"1118";"298";"247";"573"
"5e2d-097c-3d70-053f-a955-718e-d071-d363";"261004";"82";"4";"wieś";"stały";"Szkoła Podstawowa w Majkowie, Majków ul. Stefana Żeromskiego 106, 26-110 Skarżysko-Kamienna";"gm. Skarżysko Kościelne";"skarżyski";"świętokrzyskie";"893";"952";"353";"540";"0";"0";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"6";"2";"4";"0";"534";"131";"139";"264"
"cb99-c1ce-ec82-d108-67e9-f2c9-32de-2fdd";"261004";"82";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kierzu Niedźwiedzim, Kierz Niedźwiedzi ul. Boczna 7, 26-115 Skarżysko Kościelne";"gm. Skarżysko Kościelne";"skarżyski";"świętokrzyskie";"532";"572";"205";"327";"0";"0";"0";"0";"0";"0";"0";"0";"0";"327";"0";"0";"327";"11";"5";"6";"0";"316";"62";"45";"209"
"bb0e-c0f4-177f-a2c7-42fa-6067-a835-2648";"261005";"82";"1";"miasto";"stały";"Samorządowa Szkoła Podstawowa Nr 1 w Suchedniowie, ul. Szarych Szeregów 6, 26-130 Suchedniów";"gm. Suchedniów";"skarżyski";"świętokrzyskie";"621";"650";"234";"387";"0";"1";"0";"0";"0";"0";"0";"0";"0";"387";"0";"0";"387";"12";"4";"8";"0";"375";"90";"95";"190"
"83d9-ff12-5496-4bb1-6723-c866-cc71-3208";"261005";"82";"2";"miasto";"stały";"Samorządowa Szkoła Podstawowa Nr 1 w Suchedniowie, ul. Szarych Szeregów 6, 26-130 Suchedniów";"gm. Suchedniów";"skarżyski";"świętokrzyskie";"958";"1031";"352";"606";"1";"4";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"7";"2";"5";"0";"599";"170";"163";"266"
"14cc-87dc-1c89-1e35-5eed-2874-8798-42fb";"261005";"82";"3";"miasto";"stały";"Samorządowa Szkoła Podstawowa nr 3 w Suchedniowie, ul. Kościelna 3, 26-130 Suchedniów";"gm. Suchedniów";"skarżyski";"świętokrzyskie";"592";"621";"223";"369";"0";"1";"0";"0";"0";"0";"0";"0";"0";"369";"0";"0";"369";"10";"1";"9";"0";"359";"133";"97";"129"
"ebf0-75a2-ef4a-5d59-0f2f-2259-1e46-1370";"261005";"82";"4";"miasto";"stały";"Samorządowa Szkoła Podstawowa nr 3 w Suchedniowie, ul. Kościelna 3, 26-130 Suchedniów";"gm. Suchedniów";"skarżyski";"świętokrzyskie";"695";"742";"241";"454";"3";"0";"0";"0";"0";"0";"0";"0";"0";"454";"0";"0";"454";"8";"5";"3";"0";"446";"137";"139";"170"
"b5c7-687d-732c-04a6-86d1-3396-cb07-4fa3";"261005";"82";"5";"miasto";"stały";"Urząd Miasta i Gminy w Suchedniowie, ul. Fabryczna 5, 26-130 Suchedniów";"gm. Suchedniów";"skarżyski";"świętokrzyskie";"592";"638";"194";"398";"1";"3";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"9";"2";"7";"0";"389";"123";"105";"161"
"5fb0-175e-4c14-e16c-3be3-d640-f9c7-38d9";"261005";"82";"6";"miasto";"stały";"Samorządowa Szkoła Podstawowa w Ostojowie, Ostojów 16, 26-130 Suchedniów";"gm. Suchedniów";"skarżyski";"świętokrzyskie";"490";"530";"208";"282";"0";"3";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0";"282";"7";"3";"4";"0";"275";"108";"65";"102"
"c406-4a8a-6396-a5ee-5caa-d028-6b90-56a9";"261005";"82";"7";"miasto";"stały";"Świetlica OSP w Suchedniowie, ul. Kielecka 11, 26-130 Suchedniów";"gm. Suchedniów";"skarżyski";"świętokrzyskie";"500";"527";"228";"272";"1";"0";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"7";"3";"4";"0";"265";"77";"45";"143"
"c7fd-a38a-f804-34cd-3009-459a-f378-6fd9";"261005";"82";"8";"miasto";"stały";"Suchedniowski Osrodek Kultury ""Kuźnica"" w Suchedniowie, ul. Bodzentyńska 18, 26-130 Suchedniów";"gm. Suchedniów";"skarżyski";"świętokrzyskie";"1013";"1084";"332";"681";"1";"2";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"14";"6";"8";"0";"667";"244";"163";"260"
"6b53-e7b1-44cc-a944-d702-bb0c-3a62-e148";"261005";"82";"9";"miasto";"stały";"Urząd Stanu Cywilnego w Suchedniów, ul. Sportowa 1, 26-130 Suchedniów";"gm. Suchedniów";"skarżyski";"świętokrzyskie";"904";"979";"346";"558";"1";"10";"0";"0";"0";"0";"0";"0";"0";"558";"0";"0";"558";"18";"6";"12";"0";"540";"171";"140";"229"
"192b-97d7-8314-2be8-14c1-56e4-02d2-7d08";"261005";"82";"10";"wieś";"stały";"Samorządowa Szkoła Podstawowa w Ostojowie, Ostojów 16, 26-130 Suchedniów";"gm. Suchedniów";"skarżyski";"świętokrzyskie";"693";"770";"260";"433";"0";"1";"0";"0";"0";"0";"0";"0";"0";"433";"0";"0";"433";"16";"4";"12";"0";"417";"82";"95";"240"
"b742-aa6a-6fc2-31af-8d63-46d6-4708-6ea8";"261005";"82";"11";"wieś";"stały";"Centrum Kształceniowo Integracyjne w Michniowie, Michniów 20B, 26-130 Suchedniów";"gm. Suchedniów";"skarżyski";"świętokrzyskie";"331";"348";"130";"201";"0";"1";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"201";"9";"2";"7";"0";"192";"55";"53";"84"
"a41b-5d3e-4206-4825-34c5-fd2f-5ed0-8bd8";"261005";"82";"12";"wieś";"stały";"Wiejski Dom Kultury w Mostkach, Mostki 1, 26-130 Suchedniów";"gm. Suchedniów";"skarżyski";"świętokrzyskie";"340";"372";"148";"192";"1";"1";"0";"0";"0";"0";"0";"0";"0";"192";"0";"0";"192";"7";"0";"7";"0";"185";"50";"63";"72"
"dd31-b356-6957-c3fc-e997-8bb8-43d7-7ac6";"261101";"82";"1";"miasto";"stały";"Szkoła Podstawowa nr 1 w Starachowicach, ul. 1 Maja 11, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1923";"2018";"657";"1266";"2";"11";"0";"0";"0";"0";"0";"0";"0";"1266";"0";"0";"1266";"26";"11";"15";"0";"1240";"415";"340";"485"
"4fca-6ec0-24cf-0d65-3703-c704-051d-a1b5";"261101";"82";"2";"miasto";"stały";"Starachowickie Centrum Kultury w Starachowicach, ul. Radomska 21, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1300";"1394";"534";"766";"5";"10";"0";"0";"0";"0";"0";"0";"0";"766";"0";"0";"766";"16";"10";"6";"0";"750";"252";"188";"310"
"6ffa-01e4-8fc5-26e0-54da-8b94-759f-9e5a";"261101";"82";"3";"miasto";"stały";"Zespół Szkół Zawodowych nr 3 w Starachowicach, ul. Szkolna 10, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1543";"1639";"628";"915";"2";"14";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"25";"8";"17";"0";"888";"296";"248";"344"
"e692-7894-bb25-35ee-9b16-0b5a-0daa-b1f0";"261101";"82";"4";"miasto";"stały";"Szkoła Podstawowa Nr 9 w Starachowicach, ul. Oświatowa 5, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1878";"1981";"774";"1104";"8";"3";"0";"0";"0";"0";"0";"0";"0";"1104";"0";"0";"1104";"32";"9";"23";"0";"1072";"347";"271";"454"
"2159-50b4-f784-901e-c435-5c56-1227-1ad4";"261101";"82";"5";"miasto";"stały";"Budynek byłego Gimnazjum Nr 3 w Starachowicach, ul. Leśna 2, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"2018";"2151";"624";"1394";"1";"13";"0";"0";"0";"0";"0";"0";"0";"1394";"0";"0";"1394";"28";"7";"21";"0";"1366";"469";"384";"513"
"9041-f67a-4cb0-d719-2736-cf53-ed2f-ec9f";"261101";"82";"6";"miasto";"stały";"Szkoła Podstawowa Nr 11 w Starachowicach, ul. Leśna 2, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1455";"1541";"490";"965";"0";"2";"0";"0";"0";"0";"0";"0";"0";"965";"0";"0";"965";"19";"8";"11";"0";"946";"294";"296";"356"
"44ac-450c-2ddc-b472-57db-4f2c-9b60-ffb4";"261101";"82";"7";"miasto";"stały";"Przedszkole Miejskie nr 14 w Starachowicach, ul. Graniczna 10, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"2304";"2477";"801";"1503";"4";"7";"0";"0";"0";"0";"0";"0";"0";"1503";"0";"0";"1503";"34";"10";"24";"0";"1469";"457";"452";"560"
"0fbd-d2f7-e04d-e0e5-9441-3ede-49f5-5458";"261101";"82";"8";"miasto";"stały";"Przedszkole Miejskie nr 13 w Starachowicach, ul. Leśna 40, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1150";"1226";"361";"789";"0";"5";"0";"0";"0";"0";"0";"0";"0";"789";"0";"0";"789";"16";"6";"10";"0";"773";"254";"211";"308"
"29b7-3aa9-486e-10c8-6941-eab3-1d7b-60be";"261101";"82";"9";"miasto";"stały";"Przedszkole Miejskie nr 15 w Starachowicach, ul. Na Szlakowisku 7b, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1761";"1881";"569";"1192";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1189";"0";"0";"1189";"26";"5";"21";"0";"1163";"371";"346";"446"
"d181-633e-83e3-aab6-c7b2-b061-59c1-54c7";"261101";"82";"10";"miasto";"stały";"Starachowicka Spółdzielnia Mieszkaniowa w Starachowicach, ul. Wojska Polskiego 9, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"2114";"2260";"670";"1444";"4";"11";"0";"0";"0";"0";"0";"0";"0";"1444";"0";"0";"1444";"30";"18";"12";"0";"1414";"400";"413";"601"
"17e0-576c-cd85-0d4a-36b2-3cd1-a44a-d036";"261101";"82";"11";"miasto";"stały";"Szkoła Podstawowa Nr 12 w Starachowicach, ul. Słoneczna 1 A, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1340";"1428";"436";"904";"0";"3";"0";"0";"0";"0";"0";"0";"0";"904";"0";"0";"904";"16";"2";"14";"0";"888";"205";"305";"378"
"2264-1795-ce9b-dfb5-22af-575d-1bb1-da5a";"261101";"82";"12";"miasto";"stały";"Międzyszkolny Ośrodek Gimnastyki Korekcyjnej i Kompensacyjnej w Starachowicach, ul. Stefana Żeromskiego 1A, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1962";"2113";"815";"1147";"2";"0";"1";"1";"0";"0";"0";"0";"1";"1148";"1";"0";"1148";"22";"3";"19";"0";"1126";"314";"314";"498"
"c209-8848-c1ac-b74c-2828-60cc-f986-8a8e";"261101";"82";"13";"miasto";"stały";"Przedszkole Miejskie Nr 11 w Starachowicach, ul. Górna 13, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1639";"1729";"540";"1099";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1098";"0";"0";"1098";"22";"7";"15";"0";"1076";"347";"271";"458"
"3451-a191-e0e0-df6a-26da-a431-a59a-764a";"261101";"82";"14";"miasto";"stały";"Szkoła Podstawowa Nr 10 w Starachowicach, Aleja Armii Krajowej 1, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1258";"1312";"498";"760";"0";"3";"0";"0";"0";"0";"0";"0";"0";"759";"0";"0";"759";"20";"2";"18";"0";"739";"218";"227";"294"
"c9aa-4d55-1b95-ed1b-e5b7-fb54-0acd-d511";"261101";"82";"15";"miasto";"stały";"Zespół Szkół Społecznych Towarzystwa Oświatowego (budynek byłego Gimnazjum Nr 2) w Starachowicach, ul. Iłżecka 39, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1531";"1631";"594";"937";"1";"3";"0";"0";"0";"0";"0";"0";"0";"936";"0";"0";"936";"15";"7";"8";"0";"921";"232";"274";"415"
"1d8e-7d25-236a-4055-8455-9ac5-c494-df25";"261101";"82";"16";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Starachowicach, ul. Ostrowiecka 134, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1193";"1283";"483";"710";"1";"2";"0";"0";"0";"0";"0";"0";"0";"710";"0";"0";"710";"16";"2";"14";"0";"694";"180";"190";"324"
"ca64-583a-f2bc-273d-0664-1085-87cc-504b";"261101";"82";"17";"miasto";"stały";"Budynek byłego Gimnazjum Nr 1 w Starachowicach, ul. Kielecka 3, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1213";"1320";"438";"775";"1";"4";"0";"0";"0";"0";"0";"0";"0";"775";"0";"0";"775";"17";"1";"16";"0";"758";"216";"236";"306"
"f133-401a-b23c-8b9d-3d8a-9b6a-bd31-c9d3";"261101";"82";"18";"miasto";"stały";"Szkoła Podstawowa Nr 6 w Starachowicach, ul. Stanisława Moniuszki 117, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1348";"1449";"462";"886";"1";"3";"0";"0";"0";"0";"0";"0";"0";"886";"0";"0";"886";"23";"10";"13";"0";"863";"241";"259";"363"
"ef6a-48b3-2ce3-95aa-a036-00c6-0479-e015";"261101";"82";"19";"miasto";"stały";"Szkoła Podstawowa Nr 13 w Starachowicach, ul. Ignacego Prądzyńskiego 2, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"2252";"2397";"841";"1411";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1411";"0";"0";"1411";"29";"5";"24";"0";"1382";"381";"369";"632"
"0288-3614-d253-59a9-3105-5b86-dc5c-9b22";"261101";"82";"20";"miasto";"stały";"III Liceum Ogólnokształcące z Oddziałami Integracyjnymi (budynek byłego Gimnazjum Nr 4) w Starachowicach, Al. Świętego Jana Pawła II 18, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1853";"1959";"616";"1237";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1236";"0";"0";"1236";"28";"20";"8";"0";"1208";"414";"388";"406"
"13c6-ff6e-8d63-ab24-6345-0984-c849-945a";"261101";"82";"21";"miasto";"stały";"III Liceum Ogólnokształcące z Oddziałami Integracyjnymi (budynek byłego Gimnazjum Nr 4) w Starachowicach, Al. Świętego Jana Pawła II 18, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1760";"1880";"619";"1141";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1141";"0";"0";"1141";"22";"12";"10";"0";"1119";"367";"335";"417"
"7866-768b-afd4-3997-603c-c665-1607-bc2f";"261101";"82";"22";"miasto";"stały";"Centrum Kształcenia Praktycznego w Starachowicach, ul. Władysława Rogowskiego 14, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"1554";"1647";"531";"1023";"4";"5";"0";"0";"0";"0";"0";"0";"0";"1023";"0";"0";"1023";"16";"0";"16";"0";"1007";"241";"289";"477"
"83a7-8708-4a62-61c6-3a49-a687-bc3d-0e2e";"261101";"82";"23";"miasto";"zakład leczniczy";"Powiatowy Zakład Opieki Zdrowotnej, ul. Radomska 70, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"361";"242";"293";"68";"0";"4";"0";"0";"0";"0";"0";"0";"0";"68";"0";"0";"68";"3";"1";"2";"0";"65";"19";"11";"35"
"9514-8422-401a-56a2-b552-8b57-c031-1399";"261101";"82";"24";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Gen. Józefa Bema 26, 27-200 Starachowice";"m. Starachowice";"starachowicki";"świętokrzyskie";"113";"111";"52";"61";"0";"1";"0";"0";"0";"0";"0";"0";"0";"61";"0";"0";"61";"3";"1";"2";"0";"58";"21";"15";"22"
"5881-fb86-493d-92dc-9244-3669-28b3-34e9";"261102";"82";"1";"wieś";"stały";"Szkoła Podstawowa w Adamowie, Adamów ul. Kościelna 2, 27-230 Brody";"gm. Brody";"starachowicki";"świętokrzyskie";"733";"793";"257";"476";"0";"2";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"13";"1";"12";"0";"463";"116";"116";"231"
"f5d0-7292-76ab-0335-cde7-2ae1-5cfc-2bac";"261102";"82";"2";"wieś";"stały";"Urząd Gminy w Brodach, ul. Stanisława Staszica 3, 27-230 Brody";"gm. Brody";"starachowicki";"świętokrzyskie";"658";"696";"228";"430";"2";"4";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"9";"4";"5";"0";"421";"100";"79";"242"
"bf2a-54a6-76b1-10af-7b14-6ee7-2441-7903";"261102";"82";"3";"wieś";"stały";"Szkoła Podstawowa w Brodach, ul. Szkolna 77, 27-230 Brody";"gm. Brody";"starachowicki";"świętokrzyskie";"642";"701";"286";"356";"0";"3";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"10";"7";"3";"0";"346";"75";"59";"212"
"d529-5498-378c-5155-2744-d7c2-9dbf-0e27";"261102";"82";"4";"wieś";"stały";"Szkoła Podstawowa w Dziurowie, Dziurów ul. Słoneczna 1, 27-230 Brody";"gm. Brody";"starachowicki";"świętokrzyskie";"672";"726";"263";"409";"0";"0";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"5";"0";"5";"0";"404";"102";"96";"206"
"d7ab-788c-a77b-5f53-31b5-eb6e-acce-b452";"261102";"82";"5";"wieś";"stały";"Klub Rolnika w Kuczowie, Kuczów ul. Wysoka 118, 27-230 Brody";"gm. Brody";"starachowicki";"świętokrzyskie";"701";"758";"262";"439";"2";"1";"0";"0";"0";"0";"0";"0";"0";"439";"0";"0";"439";"9";"1";"8";"0";"430";"90";"88";"252"
