"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jacek BURY";"Wojciech Jan GÓRSKI";"Krzysztof Stefan MICHAŁKIEWICZ"
"123c-2c14-4615-d64f-559c-ca87-badf-79ee";"066301";"16";"175";"miasto";"stały";"Szpital Neuropsychiatryczny im. Prof. Mieczysława Kaczyńskiego SPZOZ, ul. Abramowicka 2, 20-442 Lublin";"m. Lublin";"Lublin";"lubelskie";"1828";"1971";"575";"1253";"3";"13";"0";"0";"0";"0";"0";"0";"0";"1253";"0";"0";"1253";"22";"4";"18";"0";"1231";"590";"95";"546"
"ba2e-4f41-7eed-d834-ac8f-2ab8-b5af-4831";"066301";"16";"176";"miasto";"stały";"Zespół Szkół Transportowo-Komunikacyjnych im. Tadeusza Kościuszki, ul. Zemborzycka 82, 20-445 Lublin";"m. Lublin";"Lublin";"lubelskie";"405";"453";"121";"284";"0";"2";"0";"0";"0";"0";"0";"0";"0";"284";"0";"0";"284";"3";"0";"3";"0";"281";"147";"14";"120"
"cfec-5b51-c888-4ea8-9601-b8fb-8a76-8086";"066301";"16";"177";"miasto";"stały";"Wojewódzki Ośrodek Terapii Uzależnienienia od Alkoholu i Współuzależnienia, ul. Abramowicka 4b, 20-442 Lublin";"m. Lublin";"Lublin";"lubelskie";"1189";"1345";"260";"929";"2";"8";"0";"0";"0";"0";"0";"0";"0";"929";"0";"0";"929";"17";"3";"14";"0";"912";"434";"72";"406"
"6fe8-11d0-b3ed-a3c1-6e07-643a-2dcf-7355";"066301";"16";"178";"miasto";"stały";"Zespół Szkół Energetycznych im. prof. Kazimierza Drewnowskiego, ul. Długa 6, 20-346 Lublin";"m. Lublin";"Lublin";"lubelskie";"1211";"1295";"435";"776";"4";"7";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"21";"5";"16";"0";"755";"363";"64";"328"
"63d9-fb2d-6ec4-9701-c6c7-e6ce-a7f8-1b03";"066301";"16";"179";"miasto";"stały";"Przedszkole nr 7, ul. Elektryczna 12, 20-349 Lublin";"m. Lublin";"Lublin";"lubelskie";"1380";"1504";"656";"724";"0";"2";"0";"0";"0";"0";"0";"0";"0";"724";"0";"0";"724";"18";"5";"13";"0";"706";"321";"57";"328"
"a541-7276-57e6-400b-f50f-be8c-a8c0-6f1a";"066301";"16";"180";"miasto";"stały";"Szkoła Podstawowa nr 15 im. Jana Pawła II, ul. Elektryczna 51, 20-349 Lublin";"m. Lublin";"Lublin";"lubelskie";"1284";"1397";"301";"983";"0";"5";"0";"0";"0";"0";"0";"0";"0";"983";"0";"0";"983";"19";"6";"13";"0";"964";"459";"57";"448"
"072c-2169-72b9-eb63-a7e3-16f9-7903-556b";"066301";"16";"181";"miasto";"stały";"Szkoła Podstawowa nr 15 im. Jana Pawła II, ul. Elektryczna 51, 20-349 Lublin";"m. Lublin";"Lublin";"lubelskie";"1212";"1388";"336";"876";"1";"4";"0";"0";"0";"0";"0";"0";"0";"876";"0";"0";"876";"15";"3";"12";"0";"861";"364";"70";"427"
"d5e3-956b-cf70-c1aa-e130-ae80-f67d-4284";"066301";"16";"182";"miasto";"stały";"Szkoła Podstawowa nr 32 z Oddziałami Integracyjnymi im. Pamięci Majdanka, ul. Kazimierza Przerwy-Tetmajera 2, 20-362 Lublin";"m. Lublin";"Lublin";"lubelskie";"1551";"1616";"447";"1104";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1104";"0";"0";"1104";"14";"2";"12";"0";"1090";"505";"77";"508"
"fd49-6fd0-215a-179d-e0d8-f9be-c426-27e1";"066301";"16";"183";"miasto";"stały";"Kolegium Pracowników Służb Społecznych, ul. Sulisławicka 7, 20-360 Lublin";"m. Lublin";"Lublin";"lubelskie";"1780";"1920";"550";"1230";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1229";"0";"0";"1229";"27";"7";"20";"0";"1202";"548";"104";"550"
"974a-6e7e-65d6-e55d-55a3-cf09-5f85-8a89";"066301";"16";"184";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Jana Kochanowskiego, ul. Adama Mickiewicza 24, 20-433 Lublin";"m. Lublin";"Lublin";"lubelskie";"952";"1025";"305";"647";"2";"3";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"11";"3";"8";"0";"636";"232";"47";"357"
"5db7-603b-9c28-5048-81ed-f841-42ea-dcf7";"066301";"16";"185";"miasto";"stały";"Siedziba Rady i Zarządu Dzielnicy ABRAMOWICE, ul. Abramowicka 122, 20-391 Lublin";"m. Lublin";"Lublin";"lubelskie";"1221";"1310";"378";"843";"0";"5";"0";"0";"0";"0";"0";"0";"0";"843";"0";"0";"843";"19";"5";"14";"0";"824";"319";"88";"417"
"bed6-5d5b-07a1-d421-0693-4035-176c-a5b3";"066301";"16";"186";"miasto";"stały";"Warsztat Terapii Zajęciowej Misericordia, ul. Głuska 138, 20-380 Lublin";"m. Lublin";"Lublin";"lubelskie";"1576";"1679";"477";"1099";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1099";"0";"0";"1099";"11";"3";"8";"0";"1088";"470";"85";"533"
"b02f-1a4a-6eda-b52b-2224-9e60-3451-0879";"066301";"16";"187";"miasto";"zakład leczniczy";"SP Szpital Kliniczny Nr 1 w Lublinie: Klinika Okulistyki Ogólnej, Klinika Chirurgii Siatkówki i Ciała Szklistego, Klinika Diagnostyki i Mikrochirurgii Jaskry, ul. Chmielna 1, 20-079 Lublin";"m. Lublin";"Lublin";"lubelskie";"55";"50";"40";"15";"0";"1";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"1";"1";"0";"0";"14";"4";"1";"9"
"40ca-5bc8-aafb-c277-b8d8-3dff-cc07-2210";"066301";"16";"188";"miasto";"zakład leczniczy";"SP Szpital Kliniczny Nr 1 w Lublinie, ul. Stanisława Staszica 11, 20-081 Lublin";"m. Lublin";"Lublin";"lubelskie";"323";"238";"262";"61";"0";"4";"0";"0";"0";"0";"0";"0";"0";"61";"0";"0";"61";"2";"0";"2";"0";"59";"21";"6";"32"
"cf85-34dc-f1c4-1d01-488c-0197-842b-ca5c";"066301";"16";"189";"miasto";"zakład leczniczy";"SP Szpital Kliniczny Nr 1 w Lublinie: Klinika Chirurgii Onkologicznej, ul. Radziwiłłowska 13, 20-080 Lublin";"m. Lublin";"Lublin";"lubelskie";"30";"21";"14";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"0";"0";"0";"0";"16";"6";"1";"9"
"a717-a2cb-a1df-3c88-577b-e6d8-6cc1-9d99";"066301";"16";"190";"miasto";"zakład leczniczy";"SP Szpital Kliniczny Nr 1 w Lublinie: I Klinika Psychiatrii, Psychoterapii i Wczesnej Interwencji, II Klinika Psychiatrii i Rehabilitacji Psychiatrycznej, ul. Głuska 1, 20-439 Lublin";"m. Lublin";"Lublin";"lubelskie";"80";"47";"65";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"1";"0";"1";"0";"14";"5";"1";"8"
"ceb1-58bb-fed6-939f-21d2-8af5-76e7-03e2";"066301";"16";"191";"miasto";"zakład leczniczy";"SP Szpital Wojewódzki im. Jana Bożego w Lublinie, ul. Mieczysława Biernackiego 9, 20-089 Lublin";"m. Lublin";"Lublin";"lubelskie";"130";"140";"72";"58";"0";"1";"0";"0";"0";"0";"0";"0";"0";"58";"0";"0";"58";"6";"0";"6";"0";"52";"11";"5";"36"
"1e86-81d2-aa6f-e12d-0b51-65c0-fcda-a8b0";"066301";"16";"192";"miasto";"zakład leczniczy";"SP Szpital Wojewódzki im. Jana Bożego w Lublinie, ul. Zbigniewa Herberta 21, 20-286 Lublin";"m. Lublin";"Lublin";"lubelskie";"170";"130";"119";"51";"0";"6";"0";"0";"0";"0";"0";"0";"0";"51";"0";"0";"51";"2";"0";"2";"0";"49";"19";"3";"27"
"de75-b794-96d9-508b-bd4d-1318-16c5-640d";"066301";"16";"193";"miasto";"zakład leczniczy";"SP Szpital Wojewódzki im. Jana Bożego w Lublinie, ul. Lubartowska 81, 20-123 Lublin";"m. Lublin";"Lublin";"lubelskie";"60";"53";"32";"28";"0";"1";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"1";"0";"1";"0";"27";"11";"4";"12"
"64d7-e4d2-65ad-05a0-4ab8-0950-217f-21c7";"066301";"16";"194";"miasto";"zakład leczniczy";"SP Szpital Kliniczny Nr 4 w Lublinie, ul. Kazimierza Jaczewskiego 8, 20-090 Lublin";"m. Lublin";"Lublin";"lubelskie";"811";"901";"461";"350";"0";"21";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"14";"0";"14";"0";"336";"114";"27";"195"
"459d-d464-704c-a001-7ccf-5673-6726-9fde";"066301";"16";"195";"miasto";"zakład leczniczy";"Centrum Onkologii Ziemi Lubelskiej im. św. Jana z Dukli, ul. Kazimierza Jaczewskiego 7, 20-090 Lublin";"m. Lublin";"Lublin";"lubelskie";"283";"330";"141";"142";"0";"6";"0";"0";"0";"0";"0";"0";"0";"142";"0";"0";"142";"3";"1";"2";"0";"139";"36";"14";"89"
"8f7d-e381-5ce7-1614-411d-de18-6bab-df4f";"066301";"16";"196";"miasto";"zakład leczniczy";"Instytut Medycyny Wsi im. Witolda Chodźki, ul. Kazimierza Jaczewskiego 2, 20-090 Lublin";"m. Lublin";"Lublin";"lubelskie";"90";"78";"53";"37";"0";"1";"0";"0";"0";"0";"0";"0";"0";"37";"0";"0";"37";"2";"0";"2";"0";"35";"5";"3";"27"
"f24e-36c9-cb32-5ec1-04bb-17c3-8f52-c601";"066301";"16";"197";"miasto";"zakład leczniczy";"1 Wojskowy Szpital Kliniczny z Polikliniką SPZOZ w Lublinie, al. Racławickie 23, 20-049 Lublin";"m. Lublin";"Lublin";"lubelskie";"266";"137";"187";"79";"0";"0";"0";"0";"0";"0";"0";"0";"0";"79";"0";"0";"79";"1";"0";"1";"0";"78";"22";"7";"49"
"eb83-fa96-5402-980b-7b74-d235-7ca0-d1d3";"066301";"16";"198";"miasto";"zakład leczniczy";"Wojewódzki Szpital Specjalistyczny im. Stefana Kardynała Wyszyńskiego SP ZOZ, al. Kraśnicka 100, 20-550 Lublin";"m. Lublin";"Lublin";"lubelskie";"701";"443";"530";"171";"0";"10";"0";"0";"0";"0";"0";"0";"0";"171";"0";"0";"171";"9";"1";"8";"0";"162";"65";"11";"86"
"5963-9261-4a32-80fc-61a8-7d34-39f3-156b";"066301";"16";"199";"miasto";"zakład leczniczy";"SP Zakład Opieki Zdrowotnej Ministerstwa Spraw Wewnętrznych w Lublinie, ul. Grenadierów 3, 20-331 Lublin";"m. Lublin";"Lublin";"lubelskie";"169";"152";"102";"67";"0";"1";"0";"0";"0";"0";"0";"0";"0";"67";"0";"0";"67";"0";"0";"0";"0";"67";"21";"4";"42"
"e672-b96f-1bfb-1f45-0745-5af4-ffb0-6324";"066301";"16";"200";"miasto";"zakład leczniczy";"Szpital Neuropsychiatryczny im. Prof. Mieczysława Kaczyńskiego SP ZOZ w Lublinie, ul. Abramowicka 2, 20-442 Lublin";"m. Lublin";"Lublin";"lubelskie";"824";"695";"658";"166";"0";"2";"0";"0";"0";"0";"0";"0";"0";"166";"0";"0";"166";"5";"2";"3";"0";"161";"42";"17";"102"
"b5d6-9683-75ca-cff9-7901-128a-2749-0422";"066301";"16";"201";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej im. Św. Jana Pawła II, ul. Ametystowa 22, 20-577 Lublin";"m. Lublin";"Lublin";"lubelskie";"70";"83";"16";"54";"0";"0";"0";"0";"0";"0";"0";"0";"0";"54";"0";"0";"54";"1";"0";"1";"0";"53";"13";"9";"31"
"8046-49b8-1d18-13cd-59a4-2379-644c-4de1";"066301";"16";"202";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej dla Osób Niepełnosprawnych Fizycznie, ul. Kosmonautów 78, 20-358 Lublin";"m. Lublin";"Lublin";"lubelskie";"125";"112";"69";"56";"0";"0";"0";"0";"0";"0";"0";"0";"0";"56";"0";"0";"56";"3";"1";"2";"0";"53";"19";"9";"25"
"b9ff-211f-e16e-8f80-1844-4836-35fb-e936";"066301";"16";"203";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej „Kalina”, ul. Kalinowszczyzna 84, 20-201 Lublin";"m. Lublin";"Lublin";"lubelskie";"150";"135";"81";"69";"0";"0";"0";"0";"0";"0";"0";"0";"0";"69";"0";"0";"69";"1";"0";"1";"0";"68";"5";"5";"58"
"9814-f3f4-6a1c-dc0e-15aa-c705-65cf-339a";"066301";"16";"204";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej „Betania”, al. Kraśnicka 223, 20-718 Lublin";"m. Lublin";"Lublin";"lubelskie";"156";"138";"65";"91";"0";"0";"0";"0";"0";"0";"0";"0";"0";"91";"0";"0";"91";"1";"0";"1";"0";"90";"20";"15";"55"
"e70d-ca3a-5695-2975-379f-8923-a66a-7ff0";"066301";"16";"205";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej im. Wiktorii Michelisowej, ul. Archidiakońska 7, 20-113 Lublin";"m. Lublin";"Lublin";"lubelskie";"79";"68";"39";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"40";"4";"0";"4";"0";"36";"18";"7";"11"
"a995-63dc-5631-dce6-9d7d-ab4c-dd7e-0d73";"066301";"16";"206";"miasto";"areszt śledczy";"Areszt Śledczy w Lublinie, ul. Południowa 5, 20-482 Lublin";"m. Lublin";"Lublin";"lubelskie";"796";"715";"308";"488";"0";"0";"0";"0";"0";"0";"0";"0";"0";"487";"0";"0";"487";"22";"3";"19";"0";"465";"300";"77";"88"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
