"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Maciej Józef KOŹBIAŁ";"Andrzej Michał PAJĄK"
"0e47-b3ec-807d-0795-e3d3-ff34-1cf3-e129";"120903";"30";"27";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Trzemeśni, Trzemeśnia 377, 32-425 Trzemeśnia";"gm. Myślenice";"myślenicki";"małopolskie";"41";"42";"20";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"2";"2";"0";"0";"19";"4";"15"
"7472-8eb5-0005-4e12-ec6d-546e-13de-6a07";"120904";"30";"1";"wieś";"stały";"Szkoła Podstawowa Nr 1 w Pcimiu, Pcim 599, 32-432 Pcim";"gm. Pcim";"myślenicki";"małopolskie";"1344";"1459";"324";"1020";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1020";"0";"0";"1020";"28";"8";"20";"0";"992";"252";"740"
"8ce5-d744-8540-f6de-93b0-b4f8-4933-de9a";"120904";"30";"2";"wieś";"stały";"Przedszkole Samorządowe Nr 2 w Pcimiu, Pcim 564, 32-432 Pcim";"gm. Pcim";"myślenicki";"małopolskie";"1070";"1164";"300";"770";"1";"0";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"31";"3";"28";"0";"739";"226";"513"
"9896-1eeb-f81d-f6fe-42b4-23e7-64b0-6a10";"120904";"30";"3";"wieś";"stały";"Szkoła Podstawowa Nr 3 w Pcimiu, Pcim 598, 32-432 Pcim";"gm. Pcim";"myślenicki";"małopolskie";"1041";"1152";"288";"753";"2";"0";"0";"0";"0";"0";"0";"0";"0";"753";"0";"0";"753";"30";"1";"29";"0";"723";"131";"592"
"e875-c212-6684-8d2c-98f9-1ff0-c121-ecf4";"120904";"30";"4";"wieś";"stały";"Szkoła Podstawowa Nr 3 w Stróży, Stróża 168, 32-431 Stróża";"gm. Pcim";"myślenicki";"małopolskie";"1014";"1110";"337";"677";"0";"2";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"24";"7";"17";"0";"653";"146";"507"
"9a34-d703-ad2d-9a6b-017c-6961-cb9e-9eaa";"120904";"30";"5";"wieś";"stały";"Szkoła Podstawowa Nr 1 w Stróży, Stróża 1, 32-431 Stróża";"gm. Pcim";"myślenicki";"małopolskie";"1283";"1417";"336";"947";"0";"5";"0";"0";"0";"0";"0";"0";"0";"947";"0";"0";"947";"43";"11";"32";"0";"904";"247";"657"
"fa14-95c1-bf31-01d6-b977-8b0e-7bba-34df";"120904";"30";"6";"wieś";"stały";"Szkoła Podstawowa w Trzebuni, Trzebunia 444, 32-438 Trzebunia";"gm. Pcim";"myślenicki";"małopolskie";"1699";"1876";"557";"1142";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1142";"0";"0";"1142";"23";"4";"19";"0";"1119";"255";"864"
"44f7-b21c-6bd3-0f94-bfc0-5347-0f09-0057";"120904";"30";"7";"wieś";"stały";"Budynek komunalny, Pcim 596, 32-432 Pcim";"gm. Pcim";"myślenicki";"małopolskie";"310";"344";"85";"225";"1";"1";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"4";"0";"4";"0";"221";"26";"195"
"5f05-95fe-847c-c0c7-c1f1-b342-6ca0-e373";"120904";"30";"8";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Pcimiu, Pcim 638, 32-432 Pcim";"gm. Pcim";"myślenicki";"małopolskie";"76";"63";"50";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"5";"0";"5";"0";"21";"7";"14"
"316f-4db5-c587-4295-7ccd-97e9-62ab-ab8c";"120905";"30";"1";"wieś";"stały";"Szkoła Podstawowa w Raciechowicach, Raciechowice 106, 32-415 Raciechowice";"gm. Raciechowice";"myślenicki";"małopolskie";"1110";"1233";"364";"746";"5";"6";"0";"0";"0";"0";"0";"0";"0";"746";"0";"0";"746";"21";"10";"11";"0";"725";"284";"441"
"4a53-7fd6-dc86-c0aa-db71-cb22-b2f0-d57c";"120905";"30";"2";"wieś";"stały";"Szkoła Podstawowa w Zegartowicach, Zegartowice 114, 32-415 Raciechowice";"gm. Raciechowice";"myślenicki";"małopolskie";"1076";"1170";"431";"645";"1";"2";"0";"0";"0";"0";"0";"0";"0";"645";"0";"0";"645";"23";"5";"18";"0";"622";"146";"476"
"34a5-460d-e6fb-0210-9dad-a281-13bb-f9ee";"120905";"30";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Gruszowie, Gruszów 150, 32-414 Raciechowice";"gm. Raciechowice";"myślenicki";"małopolskie";"911";"999";"376";"535";"1";"1";"0";"0";"0";"0";"0";"0";"0";"535";"0";"0";"535";"10";"2";"8";"0";"525";"116";"409"
"fae6-ffd6-b99a-5f75-3c44-51a9-e1a8-c226";"120905";"30";"4";"wieś";"stały";"Szkoła Podstawowa w Czasławiu, Czasław 105, 32-415 Raciechowice";"gm. Raciechowice";"myślenicki";"małopolskie";"600";"656";"238";"362";"2";"1";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"13";"2";"11";"0";"349";"115";"234"
"eae7-904a-e340-11e3-e0ff-01fe-2a67-7b61";"120905";"30";"5";"wieś";"stały";"Szkoła Podstawowa w Raciechowicach, Raciechowice 106, 32-415 Raciechowice";"gm. Raciechowice";"myślenicki";"małopolskie";"923";"1008";"389";"534";"1";"0";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"9";"0";"9";"0";"525";"141";"384"
"cf55-3e5c-723f-a138-d0b0-6c05-4883-a30f";"120906";"30";"1";"wieś";"stały";"Hala Sportowa w Sieprawiu, ul. Ks. J. Przytockiego 10, 32-447 Siepraw";"gm. Siepraw";"myślenicki";"małopolskie";"1080";"1205";"348";"732";"3";"3";"0";"0";"0";"0";"0";"0";"0";"732";"0";"0";"732";"24";"9";"15";"0";"708";"295";"413"
"cd9f-8d82-9359-e989-2454-3774-49e0-c938";"120906";"30";"2";"wieś";"stały";"Hala Sportowa w Sieprawiu, ul. Ks. J. Przytockiego 10, 32-447 Siepraw";"gm. Siepraw";"myślenicki";"małopolskie";"1672";"1861";"400";"1272";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1272";"0";"0";"1272";"36";"15";"21";"0";"1236";"448";"788"
"68e9-df12-869e-3ac9-0c0b-facb-24c3-84fa";"120906";"30";"3";"wieś";"stały";"Dom Kultury i Biblioteka w Sieprawiu, ul. Jana Pawła II 30, 32-447 Siepraw";"gm. Siepraw";"myślenicki";"małopolskie";"1079";"1210";"351";"728";"0";"5";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"16";"8";"8";"0";"712";"287";"425"
"ed43-c2b5-2a5f-7c7e-6066-756e-c56e-8924";"120906";"30";"4";"wieś";"stały";"Zespół Placówek Oświatowych w Zakliczynie, ul. Podgórska 123, 32-406 Zakliczyn";"gm. Siepraw";"myślenicki";"małopolskie";"1544";"1719";"452";"1092";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1092";"0";"1";"1091";"30";"11";"19";"0";"1061";"254";"807"
"3101-f6aa-0268-3d4b-32e5-7af3-0161-0fd0";"120906";"30";"5";"wieś";"stały";"Szkoła Podstawowa w Czechówce, Czechówka ul. Szkolna 72, 32-406 Zakliczyn";"gm. Siepraw";"myślenicki";"małopolskie";"843";"929";"245";"598";"0";"0";"0";"0";"0";"0";"0";"0";"0";"598";"0";"0";"598";"24";"4";"20";"0";"574";"156";"418"
"5bd7-6e79-746f-7830-0e46-bb0a-1923-58c5";"120907";"30";"1";"miasto";"stały";"Sułkowicki Ośrodek Kultury, ul. 1 Maja 70, 32-440 Sułkowice";"gm. Sułkowice";"myślenicki";"małopolskie";"620";"680";"231";"389";"0";"2";"0";"0";"0";"0";"0";"0";"0";"389";"0";"3";"386";"10";"3";"7";"0";"376";"178";"198"
"62bb-80cb-edae-0282-7405-3750-7db6-86bc";"120907";"30";"2";"miasto";"stały";"Przedszkole Samorządowe Nr 2 w Sułkowicach, ul. 1 Maja 56, 32-440 Sułkowice";"gm. Sułkowice";"myślenicki";"małopolskie";"1490";"1642";"468";"1022";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1022";"0";"0";"1022";"29";"8";"21";"0";"993";"377";"616"
"5772-5e04-daa4-20ce-96ad-1443-bdac-7f00";"120907";"30";"3";"miasto";"stały";"Stara Szkoła w Sułkowicach, Rynek 6, 32-440 Sułkowice";"gm. Sułkowice";"myślenicki";"małopolskie";"1169";"1284";"391";"778";"0";"8";"0";"0";"0";"0";"0";"0";"0";"778";"0";"0";"778";"23";"6";"17";"0";"755";"242";"513"
"671b-d064-5183-d056-2214-8784-63e4-17d9";"120907";"30";"4";"miasto";"stały";"Przedszkole Samorządowe Nr 1 w Sułkowicach, ul. Kwiatowa 16, 32-440 Sułkowice";"gm. Sułkowice";"myślenicki";"małopolskie";"1339";"1485";"487";"852";"0";"9";"0";"0";"0";"0";"0";"0";"0";"852";"0";"0";"852";"33";"9";"24";"0";"819";"215";"604"
"3f32-a969-af90-07a0-a783-7752-5ecc-4dd9";"120907";"30";"5";"wieś";"stały";"Zespół Placówek Oświatowych w Harbutowicach, Harbutowice 179, 32-440 Sułkowice";"gm. Sułkowice";"myślenicki";"małopolskie";"1249";"1367";"550";"699";"1";"3";"0";"0";"0";"0";"0";"0";"0";"699";"0";"0";"699";"25";"1";"24";"0";"674";"148";"526"
"8365-b4ca-20e2-2d36-f437-32ab-4f8e-631e";"120907";"30";"6";"wieś";"stały";"Stare Przedszkole w Rudniku, Rudnik ul. Centralna 137, 32-440 Sułkowice";"gm. Sułkowice";"myślenicki";"małopolskie";"940";"1031";"357";"583";"0";"2";"0";"0";"0";"0";"0";"0";"0";"583";"0";"0";"583";"22";"4";"18";"0";"561";"185";"376"
"e08c-f93d-65f8-361c-e988-37b4-c44a-e55b";"120907";"30";"7";"wieś";"stały";"Remiza OSP w Rudniku, Rudnik ul. Centralna 205, 32-440 Sułkowice";"gm. Sułkowice";"myślenicki";"małopolskie";"1589";"1757";"467";"1122";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1122";"0";"0";"1122";"41";"9";"32";"0";"1081";"395";"686"
"e23a-8483-31a6-66ec-8ecf-b321-d529-ec09";"120907";"30";"8";"wieś";"stały";"Zespół Placówek Oświatowych w Biertowicach, Biertowice 222, 32-440 Sułkowice";"gm. Sułkowice";"myślenicki";"małopolskie";"710";"779";"205";"505";"0";"7";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"13";"5";"8";"0";"492";"148";"344"
"d9dd-3cd2-8687-2537-7f71-c99e-6f8f-ad0b";"120907";"30";"9";"wieś";"stały";"Zespół Placówek Oświatowych w Krzywaczce, Krzywaczka 41, 32-442 Krzywaczka";"gm. Sułkowice";"myślenicki";"małopolskie";"1300";"1451";"350";"950";"0";"2";"0";"0";"0";"0";"0";"0";"0";"950";"0";"0";"950";"31";"9";"22";"0";"919";"355";"564"
"43c2-6ddf-152e-8a6c-0da0-d072-dc8e-732d";"120908";"30";"1";"wieś";"stały";"Zespół Placówek Oświatowych w Krzczonowie, Krzczonów 82, 32-435 Krzczonów";"gm. Tokarnia";"myślenicki";"małopolskie";"1761";"1930";"467";"1294";"4";"8";"0";"0";"0";"0";"0";"0";"0";"1294";"0";"0";"1294";"33";"6";"27";"0";"1261";"232";"1029"
"1fca-0c88-5ef6-d18e-6217-6217-327d-334e";"120908";"30";"2";"wieś";"stały";"Szkoła Podstawowa w Skomielnej Czarnej, Skomielna Czarna 267, 32-437 Skomielna Czarna";"gm. Tokarnia";"myślenicki";"małopolskie";"1234";"1348";"443";"791";"0";"0";"0";"0";"0";"0";"0";"0";"0";"791";"0";"0";"791";"14";"2";"12";"0";"777";"139";"638"
"763e-ba4b-313d-af7b-cf02-852c-5fe9-3520";"120908";"30";"3";"wieś";"stały";"Szkoła Podstawowa Nr 1 w Tokarni, Tokarnia 379, 32-436 Tokarnia";"gm. Tokarnia";"myślenicki";"małopolskie";"1521";"1679";"351";"1170";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1170";"0";"0";"1170";"31";"5";"26";"0";"1139";"239";"900"
"dfe0-0e7c-c8ce-250a-92eb-2a15-408b-0886";"120908";"30";"4";"wieś";"stały";"Szkoła Podstawowa Nr 2 w Tokarni, Tokarnia 709, 32-436 Tokarnia";"gm. Tokarnia";"myślenicki";"małopolskie";"778";"837";"241";"537";"2";"1";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"8";"2";"6";"0";"529";"89";"440"
"8319-0c2f-f751-c19d-7d3d-b163-3d80-2489";"120908";"30";"5";"wieś";"stały";"OSP Więciórka, Więciórka 119, 32-436 Tokarnia";"gm. Tokarnia";"myślenicki";"małopolskie";"320";"362";"91";"229";"0";"6";"0";"0";"0";"0";"0";"0";"0";"229";"0";"0";"229";"6";"0";"6";"0";"223";"40";"183"
"d0b6-af30-49cf-dc39-be71-39ef-674a-0c7a";"120908";"30";"6";"wieś";"stały";"Szkoła Podstawowa w Bogdanówce, Bogdanówka 100, 32-437 Skomielna Czarna";"gm. Tokarnia";"myślenicki";"małopolskie";"460";"513";"136";"324";"0";"0";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"8";"1";"7";"0";"316";"43";"273"
"cdc4-bc60-f456-c218-c370-7824-bac6-8c86";"120909";"30";"1";"wieś";"stały";"Szkoła Podstawowa im. Marii Konopnickiej w Glichowie, Glichów 29, 32-412 Wiśniowa";"gm. Wiśniowa";"myślenicki";"małopolskie";"328";"360";"102";"226";"0";"0";"0";"0";"0";"0";"0";"0";"0";"226";"0";"0";"226";"10";"2";"8";"0";"216";"91";"125"
"b3b4-b2c8-1bd4-00a1-d54e-d0c4-ebff-a49c";"120909";"30";"2";"wieś";"stały";"Szkoła Podstawowa w Kobielniku, Kobielnik 84, 32-412 Wiśniowa";"gm. Wiśniowa";"myślenicki";"małopolskie";"341";"379";"68";"273";"1";"2";"0";"0";"0";"0";"0";"0";"0";"273";"0";"0";"273";"4";"1";"3";"0";"269";"35";"234"
"d432-fa76-411f-f0ad-61c5-bbb4-1ab4-21f4";"120909";"30";"3";"wieś";"stały";"Zespół Placówek Oświatowych w Lipniku, Lipnik 14, 32-412 Wiśniowa";"gm. Wiśniowa";"myślenicki";"małopolskie";"1171";"1301";"286";"885";"1";"1";"2";"2";"0";"0";"0";"0";"2";"887";"2";"0";"887";"21";"2";"19";"0";"866";"162";"704"
"2afb-070d-de39-400c-dfa2-c3df-4fcd-7516";"120909";"30";"4";"wieś";"stały";"Oddział Przedszkolny w Poznachowicach Dolnych, Poznachowice Dolne 60, 32-412 Wiśniowa";"gm. Wiśniowa";"myślenicki";"małopolskie";"349";"386";"106";"243";"0";"0";"0";"0";"0";"0";"0";"0";"0";"243";"0";"0";"243";"9";"4";"5";"0";"234";"41";"193"
"ab7b-5d31-545e-9565-52f7-36e2-ae8a-2d72";"120909";"30";"5";"wieś";"stały";"Szkoła Podstawowa im. św. Józefa w Węglówce, Węglówka 203, 32-412 Wiśniowa";"gm. Wiśniowa";"myślenicki";"małopolskie";"910";"1011";"280";"630";"1";"2";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"12";"3";"9";"0";"618";"105";"513"
"3555-655a-847c-d46d-3e30-222e-fdab-aa46";"120909";"30";"6";"wieś";"stały";"Oddział Przedszkolny w Wierzbanowej, Wierzbanowa 100, 32-412 Wiśniowa";"gm. Wiśniowa";"myślenicki";"małopolskie";"459";"511";"117";"342";"0";"1";"0";"0";"0";"0";"0";"0";"0";"342";"0";"0";"342";"12";"1";"11";"0";"330";"48";"282"
"f8e0-7580-5461-07dd-a489-7f0e-9bc4-1aca";"120909";"30";"7";"wieś";"stały";"Gminny Ośrodek Kultury i Sportu w Wiśniowej, Wiśniowa 320, 32-412 Wiśniowa";"gm. Wiśniowa";"myślenicki";"małopolskie";"1583";"1731";"494";"1089";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1088";"0";"0";"1088";"39";"14";"25";"0";"1049";"238";"811"
"4ef4-220c-6dc7-71f4-0210-05ed-8467-86e0";"121301";"30";"1";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 5, ul. Eugeniusza Kalicińskiego 5, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"1920";"2070";"649";"1272";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1271";"0";"0";"1271";"40";"7";"33";"0";"1231";"630";"601"
"1544-3d84-fd2f-1e2a-1d7a-2741-e71e-62d0";"121301";"30";"2";"miasto";"stały";"Powiatowy Zespół Nr 4 Szkół Ekonomiczno-Gastronomicznych im. Komisji Edukacji Narodowej, ul. Obozowa 39, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"2282";"2461";"678";"1604";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1604";"0";"0";"1604";"49";"9";"40";"0";"1555";"864";"691"
"d125-5c91-3c3c-578d-f89e-937f-dcee-3165";"121301";"30";"3";"miasto";"stały";"Niepubliczne Przedszkole ""Promyczek"", ul. Powstańców Warszawy 1A, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"700";"752";"197";"503";"0";"1";"0";"0";"0";"0";"0";"0";"0";"503";"0";"0";"503";"17";"2";"15";"0";"486";"260";"226"
"9b70-8ec7-30a7-de5f-94e9-64b6-7ac0-b09d";"121301";"30";"4";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Wyzwolenia 3, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"529";"590";"152";"377";"0";"4";"0";"0";"0";"0";"0";"0";"0";"377";"0";"0";"377";"14";"4";"10";"0";"363";"226";"137"
"4580-945f-ad3f-9962-44d2-188b-1491-c7bf";"121301";"30";"5";"miasto";"stały";"Powiatowy Zespół Nr 1 Szkół Ogólnokształcących im. St. Konarskiego, ul. Stanisława Konarskiego 24, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"979";"1045";"373";"606";"2";"4";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"23";"5";"18";"0";"583";"328";"255"
"ac5d-84a8-8db3-9cfe-7b7a-7111-837f-efbd";"121301";"30";"6";"miasto";"stały";"Klub MSM BUDOWLANKA, ul. Wiktora Bałandy 4D, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"1221";"1312";"399";"822";"0";"2";"0";"0";"0";"0";"0";"0";"0";"822";"0";"0";"822";"17";"5";"12";"0";"805";"438";"367"
"8afe-530e-b50a-dba1-41c8-01df-8c0b-e595";"121301";"30";"7";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Ignacego Krasickiego 16, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"1689";"1862";"408";"1281";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1281";"0";"0";"1281";"56";"9";"47";"0";"1225";"743";"482"
"f127-3994-aacf-3045-014d-12ad-db89-d62c";"121301";"30";"8";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Królowej Jadwigi 12, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"759";"815";"288";"471";"17";"2";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"12";"1";"11";"0";"459";"216";"243"
"efb8-4340-b0c6-fc14-fcd8-7c17-b837-c946";"121301";"30";"9";"miasto";"stały";"Niepubliczne Przedszkole ""Jedyneczka"", ul. Kościelecka 1, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"699";"771";"132";"567";"0";"0";"0";"0";"0";"0";"0";"0";"0";"567";"0";"0";"567";"24";"6";"18";"0";"543";"266";"277"
"0bd2-71a7-2059-7495-3ff3-da63-3c18-5365";"121301";"30";"10";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Budowlanych 68, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"1269";"1351";"461";"808";"6";"2";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"28";"5";"23";"0";"780";"410";"370"
"9696-b0d8-0323-1618-b021-27d9-86f4-d6b0";"121301";"30";"11";"miasto";"stały";"Przedszkole Miejskie Nr 15, ul. Budowlanych 43, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"501";"536";"138";"363";"0";"2";"0";"0";"0";"0";"0";"0";"0";"363";"0";"0";"363";"21";"19";"2";"0";"342";"188";"154"
"1866-f0af-59c7-b3de-d771-24e5-3dfe-2d9e";"121301";"30";"12";"miasto";"stały";"Przedszkole Miejskie Nr 14, ul. Władysława Broniewskiego 12, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"1017";"1114";"234";"783";"0";"8";"0";"0";"0";"0";"0";"0";"0";"783";"0";"0";"783";"38";"16";"22";"0";"745";"432";"313"
"17c4-9f88-bb4f-73f2-dbd7-95e9-f00f-d23b";"121301";"30";"13";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 4, ul. Jędrzeja Śniadeckiego 26, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"1450";"1563";"353";"1097";"4";"8";"0";"0";"0";"0";"0";"0";"0";"1097";"0";"0";"1097";"46";"15";"31";"0";"1051";"608";"443"
"9206-6a6a-859b-7f86-6254-2bad-803e-f014";"121301";"30";"14";"miasto";"stały";"Rada Osiedla Dwory-Kruki, ul. Zwycięstwa 45, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"1017";"1107";"328";"689";"0";"1";"0";"0";"0";"0";"0";"0";"0";"689";"0";"0";"689";"21";"6";"15";"0";"668";"272";"396"
"1614-3644-20ed-47ab-dd30-e0a0-1e17-109c";"121301";"30";"15";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Sportowymi Nr 2, ul. Karola Olszewskiego 2a, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"1230";"1327";"479";"751";"3";"3";"0";"0";"0";"0";"0";"0";"0";"751";"0";"0";"751";"31";"6";"25";"0";"720";"445";"275"
"5a91-1dfb-7b2f-7b8f-accc-806f-af7d-9b2a";"121301";"30";"16";"miasto";"stały";"Miejska Biblioteka Publiczna im. Łukasza Górnickiego GALERIA KSIĄŻKI w Oświęcimiu, ul. Józefa Nojego 2B, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"1328";"1422";"358";"970";"1";"7";"0";"0";"0";"0";"0";"0";"0";"970";"0";"0";"970";"29";"3";"26";"0";"941";"567";"374"
"c951-7ebf-326b-f65a-2a02-cc60-bb2d-02cd";"121301";"30";"17";"miasto";"stały";"Oświęcimskie Centrum Kultury, ul. Jędrzeja Śniadeckiego 24, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"1110";"1222";"340";"770";"2";"10";"1";"1";"0";"0";"0";"0";"1";"771";"1";"0";"771";"24";"8";"16";"0";"747";"428";"319"
"03c6-c2cf-adef-9ecf-d851-e59a-3680-eef7";"121301";"30";"18";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Sportowymi Nr 11, Aleja Juliusza Słowackiego 2A, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"1669";"1785";"475";"1194";"6";"5";"0";"0";"0";"0";"0";"0";"0";"1194";"0";"1";"1193";"38";"10";"28";"0";"1155";"739";"416"
"309c-f470-a065-c784-0d4c-cb4a-82ff-56ed";"121301";"30";"19";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Sportowymi Nr 8, Aleja Juliusza Słowackiego 41, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"1428";"1546";"477";"951";"9";"4";"0";"0";"0";"0";"0";"0";"0";"951";"0";"0";"951";"27";"4";"23";"0";"924";"523";"401"
"d30c-7145-a330-658f-690b-94d8-2dd5-a8d0";"121301";"30";"20";"miasto";"stały";"Przedszkole Miejskie Nr 7, Aleja Juliusza Słowackiego 8, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"581";"625";"206";"375";"0";"0";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"9";"2";"7";"0";"366";"245";"121"
"a7d8-be46-dede-25ac-6c51-3598-b518-5222";"121301";"30";"21";"miasto";"stały";"Powiatowy Zespół Nr 2 Szkół Ogólnokształcących Mistrzostwa Sportowego i Technicznych, ul. gen. Józefa Bema 8, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"1038";"1123";"304";"734";"5";"3";"0";"0";"0";"0";"0";"0";"0";"734";"0";"0";"734";"35";"8";"27";"0";"699";"418";"281"
"24e4-95b4-7089-60c0-2a62-7dae-6548-a28d";"121301";"30";"22";"miasto";"stały";"Powiatowy Zespół Nr 2 Szkół Ogólnokształcących Mistrzostwa Sportowego i Technicznych, ul. gen. Józefa Bema 8, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"1319";"1442";"326";"993";"0";"4";"0";"0";"0";"0";"0";"0";"0";"993";"0";"0";"993";"24";"9";"15";"0";"969";"486";"483"
"ab9b-7ec4-48df-1cd6-165e-83dd-fb11-e414";"121301";"30";"23";"miasto";"stały";"Dom Osiedlowy Stare Stawy, ul. Zagrodowa 1, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"1696";"1858";"407";"1288";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1288";"0";"0";"1288";"36";"6";"30";"0";"1252";"758";"494"
"acba-96f0-015f-bc49-8eda-6f9d-147b-1fa0";"121301";"30";"24";"miasto";"zakład leczniczy";"Zespół Opieki Zdrowotnej w Oświęcimiu, ul. Wysokie Brzegi 4, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"250";"224";"123";"127";"0";"5";"0";"0";"0";"0";"0";"0";"0";"127";"0";"0";"127";"9";"0";"9";"0";"118";"27";"91"
"5d84-7030-a4d7-60c5-f9c8-0bcc-cef9-7805";"121301";"30";"25";"miasto";"zakład leczniczy";"Zakład Opiekuńczo-Leczniczy Zgromadzenia Córek Matki Bożej Bolesnej (Siostry Serafitki) Prowincja Oświęcimska w Oświęcimiu, Plac Tadeusza Kościuszki 8, 32-600 Oświęcim";"m. Oświęcim";"oświęcimski";"małopolskie";"50";"44";"34";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"2";"1";"1";"0";"14";"3";"11"
