"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Maciej Józef KOŹBIAŁ";"Andrzej Michał PAJĄK"
"8083-7ad5-f752-d249-23ba-c5ba-de77-a6d6";"121302";"30";"1";"miasto i wieś";"stały";"Przedszkole Nr 2 z Oddziałami Integracyjnymi ""Słoneczko"" w Brzeszczach ul. Narutowicza 6, ul. Narutowicza 6, 32-620 Brzeszcze";"gm. Brzeszcze";"oświęcimski";"małopolskie";"1659";"1803";"585";"1074";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1074";"0";"0";"1074";"35";"3";"32";"0";"1039";"514";"525"
"cd59-a646-8bd4-f12c-b01e-521e-e1fa-a09c";"121302";"30";"2";"miasto";"stały";"Szkoła Podstawowa nr 2 w Brzeszczach, ul. Mickiewicza 3, ul. Mickiewicza 3, 32-620 Brzeszcze";"gm. Brzeszcze";"oświęcimski";"małopolskie";"1249";"1361";"440";"809";"2";"0";"0";"0";"0";"0";"0";"0";"0";"809";"0";"0";"809";"26";"10";"16";"0";"783";"378";"405"
"8d31-6d1b-7c8b-a39d-5a87-b8e0-1524-b92f";"121302";"30";"3";"miasto";"stały";"Ośrodek Kultury w Brzeszczach ul. Narutowicza 1, ul. Narutowicza 1, 32-620 Brzeszcze";"gm. Brzeszcze";"oświęcimski";"małopolskie";"1170";"1250";"280";"890";"2";"0";"0";"0";"0";"0";"0";"0";"0";"889";"0";"0";"889";"23";"6";"17";"0";"866";"498";"368"
"cdf6-029e-f3d7-7278-39cb-5e84-4b56-1959";"121302";"30";"4";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 5 w Brzeszczach, ul. Lipowa 3, ul. Lipowa 3, 32-620 Brzeszcze";"gm. Brzeszcze";"oświęcimski";"małopolskie";"1611";"1753";"437";"1174";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1174";"0";"0";"1174";"23";"12";"11";"0";"1151";"509";"642"
"5904-d076-027e-4137-65cc-291b-7397-e047";"121302";"30";"5";"miasto";"stały";"Szkoła Podstawowa nr 1 z Oddziałami Integracyjnymi w Brzeszczach, ul. Szkolna 6, ul. Szkolna 6, 32-620 Brzeszcze";"gm. Brzeszcze";"oświęcimski";"małopolskie";"1847";"2002";"585";"1262";"1";"4";"2";"2";"0";"0";"0";"0";"2";"1264";"2";"0";"1264";"40";"9";"31";"0";"1224";"591";"633"
"8933-36b2-7511-9f26-dfd1-59b1-723d-c394";"121302";"30";"6";"miasto";"stały";"Dom Ludowy Brzeszcze-Bór w Brzeszczach, ul. Bór 65, ul. Bór 65, 32-620 Brzeszcze";"gm. Brzeszcze";"oświęcimski";"małopolskie";"709";"778";"184";"525";"0";"5";"0";"0";"0";"0";"0";"0";"0";"525";"0";"0";"525";"12";"1";"11";"0";"513";"215";"298"
"c5ab-33cb-570c-63b5-7846-746d-7de8-99cc";"121302";"30";"7";"wieś";"stały";"Świetlica Ośrodka Kultury w Jawiszowicach Osiedle Paderewskiego nr 26, Jawiszowice Osiedle Paderewskiego 26, 32-626 Brzeszcze";"gm. Brzeszcze";"oświęcimski";"małopolskie";"1669";"1813";"506";"1163";"1";"2";"1";"1";"0";"0";"0";"0";"1";"1164";"1";"0";"1164";"29";"6";"23";"0";"1135";"522";"613"
"58ae-826f-7a87-6360-58ef-8327-10c7-6543";"121302";"30";"8";"wieś";"stały";"Przedszkole nr 4 ""Pod Tęczą"" w Jawiszowicach, ul. Gałczyńskiego 1, Jawiszowice ul. Gałczyńskiego 1, 32-626 Brzeszcze";"gm. Brzeszcze";"oświęcimski";"małopolskie";"1415";"1531";"363";"1052";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1052";"0";"0";"1052";"27";"13";"14";"0";"1025";"470";"555"
"af25-f7ec-593e-3c4f-b80a-17a4-768a-e7dc";"121302";"30";"9";"wieś";"stały";"Szkoła Podstawowa w Jawiszowicach, ul. Kusocińskiego 1, Jawiszowice ul. Kusocińskiego 1, 32-626 Brzeszcze";"gm. Brzeszcze";"oświęcimski";"małopolskie";"1738";"1874";"381";"1357";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1357";"0";"0";"1357";"46";"12";"34";"0";"1311";"540";"771"
"7ade-0c38-b22b-0127-185a-78c7-c0e8-aded";"121302";"30";"10";"wieś";"stały";"Przedszkole Publiczne w Przecieszynie, ul. Wyzwolenia 56, Przecieszyn ul. Wyzwolenia 56, 32-625 Brzeszcze";"gm. Brzeszcze";"oświęcimski";"małopolskie";"821";"894";"248";"573";"0";"0";"0";"0";"0";"0";"0";"0";"0";"573";"0";"0";"573";"19";"2";"17";"0";"554";"231";"323"
"699f-ce63-6c69-d610-2846-ded5-9a2a-eade";"121302";"30";"11";"wieś";"stały";"Szkoła Podstawowa w Skidziniu, ul. Oświęcimska 39, Skidziń ul. Oświęcimska 39, 32-625 Brzeszcze";"gm. Brzeszcze";"oświęcimski";"małopolskie";"929";"1027";"208";"721";"1";"0";"0";"0";"0";"0";"0";"0";"0";"721";"0";"0";"721";"25";"7";"18";"0";"696";"245";"451"
"fce0-f92f-e871-17fc-35d2-c0a2-30f1-0098";"121302";"30";"12";"wieś";"stały";"Przedszkole Fundacji ""Elementarz"" w Zasolu, ul. Kostka Jagiełły 8, Zasole ul. Kostka Jagiełły 8, 32-626 Brzeszcze";"gm. Brzeszcze";"oświęcimski";"małopolskie";"581";"637";"183";"398";"0";"0";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"7";"2";"5";"0";"391";"111";"280"
"bf8d-f3a4-f3c3-ae44-fab2-b27a-787d-bc9f";"121303";"30";"1";"miasto";"stały";"Samorządowy Zespół Szkolno-Przedszkolny Nr 2 w Chełmku ul. Marszałka Piłsudskiego 1, ul. Marszalka Piłsudskiego 1, 32-660 Chełmek";"gm. Chełmek";"oświęcimski";"małopolskie";"1310";"1420";"420";"890";"3";"0";"0";"0";"0";"0";"0";"0";"0";"889";"0";"0";"889";"33";"5";"28";"0";"856";"485";"371"
"e5fd-6486-1bc6-a242-8ec8-fadc-bfb1-4ee5";"121303";"30";"2";"miasto";"stały";"Samorządowy Zespół Szkolno-Przedszkolny Nr 2 w Chełmku ul. Marszałka Piłsudskiego 1, ul. Marszalka Piłsudskiego 1, 32-660 Chełmek";"gm. Chełmek";"oświęcimski";"małopolskie";"1410";"1532";"608";"802";"0";"4";"0";"0";"0";"0";"0";"0";"0";"802";"0";"0";"802";"34";"9";"25";"0";"768";"373";"395"
"71b3-26b5-5692-e7b9-ad65-d6c4-b228-aa4f";"121303";"30";"3";"miasto";"stały";"Samorządowy Zespół Szkolno-Przedszkolny Nr 2 w Chełmku ul. Brzozowa 7 - 9, ul. Brzozowa 7 - 9, 32-660 Chełmek";"gm. Chełmek";"oświęcimski";"małopolskie";"680";"738";"248";"432";"0";"0";"0";"0";"0";"0";"0";"0";"0";"432";"0";"0";"432";"13";"0";"13";"0";"419";"192";"227"
"f019-f1f7-3655-578b-afd7-a6fc-a3e2-ad82";"121303";"30";"4";"miasto";"stały";"Centrum Sportowe w Chełmku ul. Krakowska 22, ul. Krakowska 22, 32-660 Chełmek";"gm. Chełmek";"oświęcimski";"małopolskie";"650";"692";"216";"434";"2";"1";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"18";"2";"16";"0";"416";"229";"187"
"8ed9-359f-8234-8aa4-5e24-933b-358e-9410";"121303";"30";"5";"miasto";"stały";"Remiza Ochotniczej Straży Pożarnej w Chełmku, ul. Staicha 3, 32-660 Chełmek";"gm. Chełmek";"oświęcimski";"małopolskie";"1190";"1281";"321";"869";"0";"0";"0";"0";"0";"0";"0";"0";"0";"869";"0";"0";"869";"25";"5";"20";"0";"844";"445";"399"
"67dd-4ad1-09f3-46d1-6838-865c-72ef-4a7e";"121303";"30";"6";"miasto";"stały";"Samorządowy Zespół Szkół nr 1 w Chełmku ul. Bolesława Chrobrego 9, ul. Bolesława Chrobrego 9, 32-661 Chełmek";"gm. Chełmek";"oświęcimski";"małopolskie";"1290";"1400";"398";"892";"2";"2";"0";"0";"0";"0";"0";"0";"0";"892";"0";"0";"892";"32";"8";"24";"0";"860";"384";"476"
"a5c5-e03a-c2c7-048b-78b6-7643-f240-7daa";"121303";"30";"7";"wieś";"stały";"Samorządowy Zespół Szkół w Gorzowie ul. Szkolna 3, Gorzów ul. Szkolna 3, 32-660 Chełmek";"gm. Chełmek";"oświęcimski";"małopolskie";"1388";"1517";"340";"1048";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1048";"0";"0";"1048";"29";"7";"22";"0";"1019";"483";"536"
"2559-eea3-68e9-3f7a-331e-d3b0-d0dd-70e8";"121303";"30";"8";"wieś";"stały";"Samorządowy Zespół Szkół w Bobrku ul. Nadwiślańska 9, ul. Nadwiślańska 9, 32-661 Bobrek";"gm. Chełmek";"oświęcimski";"małopolskie";"1389";"1511";"353";"1036";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1036";"0";"0";"1036";"21";"4";"17";"0";"1015";"418";"597"
"85ab-bdaf-4b85-b8fd-d8ee-f68d-a072-39fa";"121303";"30";"9";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Bobrku, ul. Księżnej Ogińskiej 2, 32-661 Bobrek";"gm. Chełmek";"oświęcimski";"małopolskie";"55";"58";"20";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"35";"0";"0";"0";"0";"35";"4";"31"
"fc46-3869-dc15-125f-5f57-554c-f4c7-def1";"121304";"30";"1";"miasto";"stały";"Powiatowy Zespół nr 10 Szkół Mechaniczno-Elektrycznych im. Mikołaja Kopernika w Kętach, ul. Żwirki i Wigury 27a, 32-650 Kęty";"gm. Kęty";"oświęcimski";"małopolskie";"1520";"1637";"482";"1038";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1038";"0";"0";"1038";"29";"5";"24";"0";"1009";"521";"488"
"2e5e-f325-13fb-100a-cc29-cc08-ca73-30bc";"121304";"30";"2";"miasto";"stały";"Szkoła Podstawowa nr 2, im. Bohaterów Monte Cassino w Kętach, ul. Stanisława Wyspiańskiego 1, 32-650 Kęty";"gm. Kęty";"oświęcimski";"małopolskie";"1510";"1632";"465";"1045";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1045";"0";"0";"1045";"34";"11";"23";"0";"1011";"544";"467"
"08d8-c706-de8f-ee0e-c8b2-c657-f947-3335";"121304";"30";"3";"miasto";"stały";"Dom Kultury w Kętach, ul. Żwirki i Wigury 2a, 32-650 Kęty";"gm. Kęty";"oświęcimski";"małopolskie";"970";"1047";"321";"649";"3";"8";"0";"0";"0";"0";"0";"0";"0";"649";"0";"0";"649";"34";"7";"27";"0";"615";"332";"283"
"7a0b-c01c-7b70-d284-c98f-4f8e-823f-ff50";"121304";"30";"4";"miasto";"stały";"Szkoła Podstawowa nr 2, im. Bohaterów Monte Cassino w Kętach, ul. Stanisława Wyspiańskiego 1, 32-650 Kęty";"gm. Kęty";"oświęcimski";"małopolskie";"1100";"1187";"346";"754";"1";"2";"0";"0";"0";"0";"0";"0";"0";"754";"0";"0";"754";"32";"9";"23";"0";"722";"356";"366"
"6176-c988-2621-8cf9-a844-79c0-23bc-6240";"121304";"30";"5";"miasto";"stały";"Powiatowy Zespół nr 11 Szkół Ogólnokształcących im. Stanisława Wyspiańskiego w Kętach, ul. Stanisława Wyspiańskiego 2, 32-650 Kęty";"gm. Kęty";"oświęcimski";"małopolskie";"973";"1054";"259";"714";"1";"3";"0";"0";"0";"0";"0";"0";"0";"714";"0";"0";"714";"21";"1";"20";"0";"693";"390";"303"
"aa75-a3b1-5640-6cd6-8692-cee3-7b19-4473";"121304";"30";"6";"miasto";"stały";"Powiatowy Zespół nr 9 Szkół im. Marii Dąbrowskiej w Kętach, ul. Tadeusza Kościuszki 29, 32-650 Kęty";"gm. Kęty";"oświęcimski";"małopolskie";"1120";"1225";"278";"842";"4";"4";"0";"0";"0";"0";"0";"0";"0";"842";"0";"0";"842";"25";"11";"14";"0";"817";"425";"392"
"48b1-5d52-9a13-1c36-71cf-3891-69ce-4505";"121304";"30";"7";"miasto";"stały";"Przedsiębiorstwo Komunalne ""Komax"" w Kętach, ul. Adama Mickiewicza 8, 32-650 Kęty";"gm. Kęty";"oświęcimski";"małopolskie";"1130";"1220";"384";"746";"1";"4";"0";"0";"0";"0";"0";"0";"0";"746";"0";"0";"746";"24";"6";"18";"0";"722";"307";"415"
"13b7-7352-f4e5-f6dd-b301-7e72-f3a9-c412";"121304";"30";"8";"miasto";"stały";"Szkoła Podstawowa nr 1, im. św. Jana Kantego w Kętach, ul. Jana III Sobieskiego 6, 32-650 Kęty";"gm. Kęty";"oświęcimski";"małopolskie";"1200";"1275";"307";"893";"4";"1";"0";"0";"0";"0";"0";"0";"0";"893";"0";"0";"893";"28";"7";"21";"0";"865";"452";"413"
"e409-0278-49f5-d46e-12f1-f21d-136f-33af";"121304";"30";"9";"miasto";"stały";"Szkoła Podstawowa nr 1, im. św. Jana Kantego w Kętach, ul. Jana III Sobieskiego 6, 32-650 Kęty";"gm. Kęty";"oświęcimski";"małopolskie";"1059";"1128";"262";"797";"6";"4";"0";"0";"0";"0";"0";"0";"0";"797";"0";"0";"797";"18";"6";"12";"0";"779";"448";"331"
"2586-fa02-6623-1075-5b4f-011f-e6ac-4b56";"121304";"30";"10";"miasto";"stały";"Powiatowy Zespół nr 9 Szkół im. Marii Dąbrowskiej w Kętach, ul. Tadeusza Kościuszki 29, 32-650 Kęty";"gm. Kęty";"oświęcimski";"małopolskie";"873";"956";"250";"623";"2";"2";"0";"0";"0";"0";"0";"0";"0";"622";"0";"0";"622";"19";"3";"16";"0";"603";"346";"257"
"3dc3-71c7-06da-8968-2c1e-e20c-1574-ed68";"121304";"30";"11";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3 w Kętach, ul. Szkolna 3, 32-650 Kęty";"gm. Kęty";"oświęcimski";"małopolskie";"1870";"2035";"504";"1366";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1366";"0";"0";"1366";"42";"6";"36";"0";"1324";"615";"709"
"d027-10b4-672d-e655-6c79-bfb5-3474-82bb";"121304";"30";"12";"wieś";"stały";"Wiejski Dom Kultury w Bielanach, Bielany Plac Świętego Macieja 1, 32-651 Nowa Wieś";"gm. Kęty";"oświęcimski";"małopolskie";"1360";"1499";"399";"961";"1";"5";"0";"0";"0";"0";"0";"0";"0";"961";"0";"6";"955";"30";"10";"20";"0";"925";"370";"555"
"689f-508b-de1d-ec26-32f7-d0e6-edf6-b381";"121304";"30";"13";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Bulowicach, ul. Bielska 59, 32-652 Bulowice";"gm. Kęty";"oświęcimski";"małopolskie";"1199";"1328";"356";"843";"1";"2";"0";"0";"0";"0";"0";"0";"0";"843";"0";"0";"843";"15";"2";"13";"0";"828";"231";"597"
"42f1-e993-25ce-5890-8c90-0acd-2736-1ce5";"121304";"30";"14";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Bulowicach, ul. Bielska 59, 32-652 Bulowice";"gm. Kęty";"oświęcimski";"małopolskie";"1130";"1238";"289";"841";"1";"3";"0";"0";"0";"0";"0";"0";"0";"841";"0";"0";"841";"30";"11";"19";"0";"811";"247";"564"
"14da-1030-975c-fe18-7083-7013-29e2-182e";"121304";"30";"15";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Bulowicach, ul. Bielska 59, 32-652 Bulowice";"gm. Kęty";"oświęcimski";"małopolskie";"1169";"1283";"359";"810";"0";"2";"0";"0";"0";"0";"0";"0";"0";"810";"0";"0";"810";"20";"4";"16";"0";"790";"316";"474"
"62ab-f818-b7f7-7d59-cefa-9212-91c4-10b5";"121304";"30";"16";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Łękach, Łęki ul. Akacjowa 28, 32-651 Nowa Wieś";"gm. Kęty";"oświęcimski";"małopolskie";"961";"1042";"305";"656";"0";"2";"0";"0";"0";"0";"0";"0";"0";"656";"0";"0";"656";"23";"2";"21";"0";"633";"249";"384"
"761b-f797-d4a5-71bc-7656-2fb5-5aa3-ef3c";"121304";"30";"17";"wieś";"stały";"Wiejski Dom Kultury w Malcu, Malec ul. K. Jędrzejowskiego 16, 32-651 Nowa Wieś";"gm. Kęty";"oświęcimski";"małopolskie";"980";"1067";"266";"714";"0";"1";"0";"0";"0";"0";"0";"0";"0";"714";"0";"0";"714";"18";"4";"14";"0";"696";"274";"422"
"16ec-42c9-2724-5181-397d-10e5-30cf-bcdf";"121304";"30";"18";"wieś";"stały";"Szkoła Podstawowa im. gen. Wł. Sikorskiego w Nowej Wsi, ul. Stanisława Konarskiego 4, 32-651 Nowa Wieś";"gm. Kęty";"oświęcimski";"małopolskie";"1210";"1321";"341";"869";"1";"3";"0";"0";"0";"0";"0";"0";"0";"869";"0";"0";"869";"18";"4";"14";"0";"851";"407";"444"
"214e-9c9e-0626-5c0e-b603-7ad4-ffc6-7126";"121304";"30";"19";"wieś";"stały";"""Dworek"" w Nowej Wsi, ul. Dworska 7, 32-651 Nowa Wieś";"gm. Kęty";"oświęcimski";"małopolskie";"1200";"1325";"356";"844";"0";"5";"0";"0";"0";"0";"0";"0";"0";"844";"0";"0";"844";"24";"2";"22";"0";"820";"367";"453"
"1475-4fba-f501-b08d-10c9-2cf9-bbfb-718b";"121304";"30";"20";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Witkowicach, Witkowice ul. Beskidzka 98, 32-650 Kęty";"gm. Kęty";"oświęcimski";"małopolskie";"1660";"1814";"575";"1085";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1085";"0";"0";"1085";"30";"2";"28";"0";"1055";"279";"776"
"d628-2a7f-5cfb-f42b-3992-e059-4a45-bfbb";"121304";"30";"21";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej Braci Albertynów w Bulowicach, ul. Bł. Faustyny 4, 32-652 Bulowice";"gm. Kęty";"oświęcimski";"małopolskie";"60";"51";"27";"33";"0";"2";"0";"0";"0";"0";"0";"0";"0";"33";"0";"0";"33";"0";"0";"0";"0";"33";"12";"21"
"a2f0-2a66-1b49-83a4-bfff-cbe7-0c3e-6adb";"121305";"30";"1";"wieś";"stały";"Klub ""Centrum"" w Osieku, ul. Główna 125, 32-608 Osiek";"gm. Osiek";"oświęcimski";"małopolskie";"1989";"2089";"724";"1265";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1265";"0";"0";"1265";"39";"7";"32";"0";"1226";"502";"724"
"89ad-3ca1-f906-6492-edcf-db1f-8d4b-dec7";"121305";"30";"2";"wieś";"stały";"Sala WDK w Osieku, ul. Główna 125, 32-608 Osiek";"gm. Osiek";"oświęcimski";"małopolskie";"1510";"1655";"505";"1005";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1005";"0";"0";"1005";"29";"4";"25";"0";"976";"337";"639"
"b39d-7b8c-7a1a-8193-bf14-3772-9842-dcd9";"121305";"30";"3";"wieś";"stały";"Szkoła Podstawowa Nr 2 w Osieku, ul. Główna 450, 32-608 Osiek";"gm. Osiek";"oświęcimski";"małopolskie";"1477";"1627";"406";"1071";"4";"3";"0";"0";"0";"0";"0";"0";"0";"1071";"0";"0";"1071";"21";"7";"14";"0";"1050";"324";"726"
"5f43-e590-4b46-ef23-54aa-e817-a52e-7b0e";"121305";"30";"4";"wieś";"stały";"Wiejski Dom Kultury w Głębowicach, Głębowice ul. Oświęcimska 8, 32-608 Osiek";"gm. Osiek";"oświęcimski";"małopolskie";"981";"1090";"310";"671";"1";"2";"0";"0";"0";"0";"0";"0";"0";"671";"0";"0";"671";"13";"1";"12";"0";"658";"238";"420"
"7730-7b83-eafb-618e-6274-9cc9-69eb-8c6b";"121306";"30";"1";"wieś";"stały";"Szkoła Podstawowa w Babicach, Babice ul. Różana 23, 32-600 Oświęcim";"gm. Oświęcim";"oświęcimski";"małopolskie";"1425";"1549";"350";"1075";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1075";"0";"0";"1075";"33";"5";"28";"0";"1042";"564";"478"
"1c56-258e-b1a7-6525-7ac9-1302-95ac-bf56";"121306";"30";"2";"wieś";"stały";"LKS ""Puls"" w Broszkowicach, Broszkowice ul. Łąkowa 6, 32-600 Oświęcim";"gm. Oświęcim";"oświęcimski";"małopolskie";"450";"494";"84";"366";"0";"1";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"10";"3";"7";"0";"356";"147";"209"
"ee1c-d514-2666-0be1-b615-89fb-9dc6-a123";"121306";"30";"3";"wieś";"stały";"Gminny Ośrodek Pomocy Społecznej, ul. Beskidzka 100, 32-615 Grojec";"gm. Oświęcim";"oświęcimski";"małopolskie";"709";"774";"181";"528";"0";"1";"0";"0";"0";"0";"0";"0";"0";"528";"0";"0";"528";"19";"3";"16";"0";"509";"237";"272"
"aa7e-5def-95d6-6c1a-3fc0-ef77-9a71-54a7";"121306";"30";"4";"wieś";"stały";"Szkoła Podstawowa w Brzezince, Brzezinka ul. Szkolna 19, 32-600 Oświęcim";"gm. Oświęcim";"oświęcimski";"małopolskie";"1710";"1858";"427";"1283";"1";"13";"0";"0";"0";"0";"0";"0";"0";"1283";"0";"0";"1283";"41";"15";"26";"0";"1242";"606";"636"
"6533-fdca-0cb0-8160-f68c-e455-8a46-045b";"121306";"30";"5";"wieś";"stały";"Dom Ludowy w Harmężach, Harmęże ul. Borowskiego 32, 32-600 Oświęcim";"gm. Oświęcim";"oświęcimski";"małopolskie";"511";"559";"163";"348";"0";"2";"0";"0";"0";"0";"0";"0";"0";"348";"0";"0";"348";"3";"1";"2";"0";"345";"112";"233"
"3e08-c0cb-d100-7cac-b269-354f-41fd-59d5";"121306";"30";"6";"wieś";"stały";"Szkoła Podstawowa w Porębie Wielkiej, Poręba Wielka ul. Wadowicka 85, 32-600 Oświęcim";"gm. Oświęcim";"oświęcimski";"małopolskie";"1579";"1740";"385";"1194";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1194";"0";"0";"1194";"24";"8";"16";"0";"1170";"482";"688"
"9d3f-390a-2d2a-9f66-acce-820e-cb4d-a433";"121306";"30";"7";"wieś";"stały";"Szkoła Podstawowa w Rajsku, Rajsko ul. Edukacyjna 11, 32-600 Oświęcim";"gm. Oświęcim";"oświęcimski";"małopolskie";"1120";"1227";"276";"844";"0";"1";"0";"0";"0";"0";"0";"0";"0";"844";"0";"0";"844";"18";"8";"10";"0";"826";"417";"409"
"2a1f-654b-ea87-1bfc-62e8-ed62-7e83-40bd";"121306";"30";"8";"wieś";"stały";"Szkoła Podstawowa we Włosienicy, ul. Józefa Suskiego 53, 32-642 Włosienica";"gm. Oświęcim";"oświęcimski";"małopolskie";"1150";"1267";"281";"869";"1";"2";"0";"0";"0";"0";"0";"0";"0";"869";"0";"0";"869";"22";"4";"18";"0";"847";"278";"569"
"3dc4-64fa-d364-47e4-057c-b0e5-f1ae-12b8";"121306";"30";"9";"wieś";"stały";"Dom Ludowy w Dworach Drugich, Dwory Drugie ul. Oświęcimska 28, 32-642 Włosienica";"gm. Oświęcim";"oświęcimski";"małopolskie";"230";"250";"73";"157";"0";"0";"0";"0";"0";"0";"0";"0";"0";"157";"0";"0";"157";"5";"0";"5";"0";"152";"61";"91"
"74bc-ee49-aa76-1693-e978-5d94-946d-364d";"121306";"30";"10";"wieś";"stały";"Szkoła Podstawowa w Zaborzu, Zaborze ul. Jezioro 2, 32-600 Oświęcim";"gm. Oświęcim";"oświęcimski";"małopolskie";"1230";"1332";"228";"1002";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1002";"0";"0";"1002";"38";"24";"14";"0";"964";"559";"405"
"9d6e-ca3f-8646-ef17-c0ff-641c-4a39-d63b";"121306";"30";"11";"wieś";"stały";"Szkoła Podstawowa w Grojcu, ul. Aleja Ogrodowa 2, 32-615 Grojec";"gm. Oświęcim";"oświęcimski";"małopolskie";"900";"991";"272";"628";"0";"5";"0";"0";"0";"0";"0";"0";"0";"627";"0";"0";"627";"15";"5";"10";"0";"612";"272";"340"
"cf5f-0a60-910a-a56e-1a02-3c1b-eb2e-b7b6";"121306";"30";"12";"wieś";"stały";"Dom Ludowy w Pławach, Pławy ul. Pławianka 3, 32-600 Oświęcim";"gm. Oświęcim";"oświęcimski";"małopolskie";"290";"320";"66";"224";"0";"0";"0";"0";"0";"0";"0";"0";"0";"224";"0";"0";"224";"4";"2";"2";"0";"220";"69";"151"
"9584-1af3-5c1a-526b-e625-31b8-8759-2392";"121306";"30";"13";"wieś";"stały";"Remiza OSP w Stawach Monowskich, Stawy Monowskie ul. Dogodna 1, 32-642 Włosienica";"gm. Oświęcim";"oświęcimski";"małopolskie";"230";"257";"54";"176";"0";"1";"0";"0";"0";"0";"0";"0";"0";"176";"0";"0";"176";"5";"0";"5";"0";"171";"66";"105"
"c989-242f-99f9-931c-9337-8508-e184-6b0d";"121306";"30";"14";"wieś";"stały";"Szkoła Podstawowa w Grojcu, ul. Aleja Ogrodowa 2, 32-615 Grojec";"gm. Oświęcim";"oświęcimski";"małopolskie";"920";"1012";"313";"607";"0";"1";"0";"0";"0";"0";"0";"0";"0";"607";"0";"0";"607";"15";"0";"15";"0";"592";"234";"358"
"10ab-4eb7-6eaa-1969-8cfd-d328-03ed-1aae";"121306";"30";"15";"wieś";"stały";"Przedszkole Samorządowe w Zaborzu, Zaborze ul. Grojecka 54, 32-600 Oświęcim";"gm. Oświęcim";"oświęcimski";"małopolskie";"991";"1070";"187";"804";"0";"5";"0";"0";"0";"0";"0";"0";"0";"803";"0";"0";"803";"28";"7";"21";"0";"775";"443";"332"
"24e5-412e-c3f3-aeba-4796-b5e5-4404-f1f7";"121306";"30";"16";"wieś";"dom pomocy społecznej";"Powiatowe Zakłady Opiekuńczo-Lecznicze w Grojcu, ul. Aleja Ogrodowa 1, 32-615 Grojec";"gm. Oświęcim";"oświęcimski";"małopolskie";"50";"36";"40";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"10";"1";"0";"1";"0";"9";"3";"6"
"211c-0212-264e-7a93-cef0-ba4b-b000-6f5c";"121307";"30";"1";"wieś";"stały";"Strażnica Ochotniczej Straży Pożarnej, ul. Kasztanowa 2, 32-607 Polanka Wielka";"gm. Polanka Wielka";"oświęcimski";"małopolskie";"1460";"1612";"394";"1067";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1067";"0";"0";"1067";"43";"10";"33";"0";"1024";"420";"604"
