"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Elżbieta Agnieszka KOMOSA";"Marta Ewelina MICHALSKA-WILK";"Wojciech SKURKIEWICZ"
"763a-3557-57b5-ae04-4f63-989e-518d-4f3c";"140901";"50";"1";"wieś";"stały";"Remiza OSP w Białobrzegach, Białobrzegi 18 a, 27-312 Chotcza";"gm. Chotcza";"lipski";"mazowieckie";"420";"454";"208";"212";"1";"0";"0";"0";"0";"0";"0";"0";"0";"212";"0";"0";"212";"4";"0";"4";"0";"208";"24";"42";"142"
"3362-4ac5-4469-9375-ff46-5c72-99cc-0094";"140901";"50";"2";"wieś";"stały";"Remiza OSP w Chotczy, Chotcza-Józefów 55B, 27-312 Chotcza";"gm. Chotcza";"lipski";"mazowieckie";"731";"789";"332";"399";"0";"3";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"9";"3";"6";"0";"390";"46";"82";"262"
"6482-d1e7-2fbc-09e0-3190-f2c2-51df-2cfb";"140901";"50";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Chotczy Szkoła Filialna w Tymienicy, Tymienica Stara 1, 27-312 Chotcza";"gm. Chotcza";"lipski";"mazowieckie";"640";"695";"331";"309";"0";"1";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"9";"0";"9";"0";"300";"43";"52";"205"
"ae16-fdb5-3e1e-5ddf-3778-dab3-df00-7c57";"140902";"50";"1";"wieś";"stały";"Remiza Strażacka w Antoniowie, Antoniów 36, 27-310 Ciepielów";"gm. Ciepielów";"lipski";"mazowieckie";"310";"344";"107";"203";"0";"1";"0";"0";"0";"0";"0";"0";"0";"203";"0";"0";"203";"6";"2";"4";"0";"197";"17";"14";"166"
"199c-18af-5f17-b20c-edd4-b998-6809-33c5";"140902";"50";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Bąkowej, Bąkowa 107, 27-310 Ciepielów";"gm. Ciepielów";"lipski";"mazowieckie";"379";"416";"171";"208";"0";"0";"0";"0";"0";"0";"0";"0";"0";"208";"0";"0";"208";"5";"0";"5";"0";"203";"33";"33";"137"
"d480-0338-9f7f-4603-57fa-0281-ca47-59c2";"140902";"50";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Ciepielowie, ul. Lekarska 1, 27-310 Ciepielów";"gm. Ciepielów";"lipski";"mazowieckie";"570";"610";"211";"359";"0";"6";"0";"0";"0";"0";"0";"0";"0";"359";"0";"0";"359";"8";"0";"8";"0";"351";"60";"101";"190"
"5437-94cd-3ece-2c5e-b50d-df90-1bb9-d7a1";"140902";"50";"4";"wieś";"stały";"Publiczne Gimnazjum w Ciepielowie, Plac Zwycięstwa 37, 27-310 Ciepielów";"gm. Ciepielów";"lipski";"mazowieckie";"1550";"1709";"648";"902";"3";"12";"0";"0";"0";"0";"0";"0";"0";"902";"0";"1";"901";"28";"7";"21";"0";"873";"83";"209";"581"
"4446-e34f-707a-9225-62e7-8c19-2d4b-1798";"140902";"50";"5";"wieś";"stały";"Dom Ludowy w Wielgiem, Wielgie 213, 27-310 Ciepielów";"gm. Ciepielów";"lipski";"mazowieckie";"660";"723";"279";"381";"0";"0";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"11";"0";"11";"0";"370";"65";"61";"244"
"53d4-d842-4fec-e51a-6100-ba72-c274-0f42";"140902";"50";"6";"wieś";"stały";"Dzienny Ośrodek Fizjoterapii w Pcinie, Pcin 39, 27-310 Ciepielów";"gm. Ciepielów";"lipski";"mazowieckie";"372";"402";"189";"183";"0";"0";"0";"0";"0";"0";"0";"0";"0";"183";"0";"0";"183";"6";"0";"6";"0";"177";"20";"27";"130"
"0812-eadf-87d3-941b-b7c6-df27-18c6-aaa1";"140902";"50";"7";"wieś";"stały";"Środowiskowy Dom Samopomocy w Łaziskach, Łaziska 101, 27-310 Ciepielów";"gm. Ciepielów";"lipski";"mazowieckie";"301";"330";"134";"167";"0";"0";"0";"0";"0";"0";"0";"0";"0";"167";"0";"0";"167";"5";"2";"3";"0";"162";"15";"17";"130"
"519b-3594-cf13-dd01-e47d-0e9e-c168-b943";"140903";"50";"1";"miasto";"stały";"Publiczna Szkoła Podstawowa w Lipsku, ul. Zwoleńska 16, 27-300 Lipsko";"gm. Lipsko";"lipski";"mazowieckie";"1450";"1529";"562";"888";"2";"3";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"18";"4";"14";"0";"870";"100";"375";"395"
"ac79-07e7-4e2e-3deb-f6c0-9229-6592-940a";"140903";"50";"2";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych w Lipsku, ul. Zwoleńska 12, 27-300 Lipsko";"gm. Lipsko";"lipski";"mazowieckie";"1173";"1232";"462";"711";"0";"4";"0";"0";"0";"0";"0";"0";"0";"711";"0";"0";"711";"8";"4";"4";"0";"703";"116";"238";"349"
"9d30-fdff-e0f6-9a98-7b2f-2391-06a0-3631";"140903";"50";"3";"miasto";"stały";"Lipskie Centrum Kultury w Lipsku, ul. Rynek 2, 27-300 Lipsko";"gm. Lipsko";"lipski";"mazowieckie";"1465";"1568";"551";"927";"1";"8";"0";"0";"0";"0";"0";"0";"0";"926";"0";"0";"926";"14";"2";"12";"0";"912";"143";"335";"434"
"6ef6-0ee6-43e5-188f-dbb5-e98d-5157-e025";"140903";"50";"4";"wieś";"stały";"Budynek byłego Przedszkola w Śląsku, Śląsko 41, 27-300 Lipsko";"gm. Lipsko";"lipski";"mazowieckie";"490";"526";"244";"246";"1";"1";"0";"0";"0";"0";"0";"0";"0";"246";"0";"0";"246";"5";"2";"3";"0";"241";"21";"75";"145"
"70ae-8003-1c85-1c45-6d33-871d-2851-feaf";"140903";"50";"5";"wieś";"stały";"Zespół Placówek Oświatowych w Długowoli, Walentynów 103, 27-300 Lipsko";"gm. Lipsko";"lipski";"mazowieckie";"883";"948";"401";"482";"1";"0";"0";"0";"0";"0";"0";"0";"0";"481";"0";"0";"481";"3";"0";"3";"0";"478";"55";"126";"297"
"faff-494f-a3d9-2c2b-e258-498d-a677-c03a";"140903";"50";"6";"wieś";"stały";"Zespół Placówek Oświatowych w Krępie Kościelnej, Krępa Kościelna 48, 27-300 Lipsko";"gm. Lipsko";"lipski";"mazowieckie";"750";"809";"323";"427";"0";"4";"0";"0";"0";"0";"0";"0";"0";"427";"0";"0";"427";"7";"0";"7";"0";"420";"62";"100";"258"
"5da1-170d-6ba4-6afe-0d08-068c-4a9e-5e3a";"140903";"50";"7";"wieś";"stały";"Ośrodek Szkolno-Wychowawczy w Hucie, Huta 3, 27-300 Lipsko";"gm. Lipsko";"lipski";"mazowieckie";"210";"223";"121";"89";"0";"0";"0";"0";"0";"0";"0";"0";"0";"89";"0";"0";"89";"0";"0";"0";"0";"89";"7";"9";"73"
"4356-52f8-ac06-c44c-b36e-473b-eb22-0c57";"140903";"50";"8";"wieś";"stały";"Budynek byłej Szkoły Podstawowej w Lipie-Miklas, Lipa-Miklas 109, 27-300 Lipsko";"gm. Lipsko";"lipski";"mazowieckie";"710";"758";"281";"429";"0";"1";"0";"0";"0";"0";"0";"0";"0";"429";"0";"0";"429";"9";"2";"7";"0";"420";"67";"83";"270"
"0bd7-72f0-44fd-34c4-0202-125d-f76e-8da8";"140903";"50";"9";"wieś";"stały";"Młodzieżowy Ośrodek Socjoterapii w Solcu na Wisłą Filia w Szymanowie, Szymanów 3, 27-300 Lipsko";"gm. Lipsko";"lipski";"mazowieckie";"509";"558";"237";"272";"0";"0";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"5";"1";"4";"0";"267";"25";"56";"186"
"d60a-02c9-0a9f-769e-d8a4-99c0-0ccb-d626";"140903";"50";"10";"wieś";"stały";"Publiczna Szkoła Podstawowa w Woli Soleckiej Pierwszej, Wola Solecka Pierwsza 173, 27-300 Lipsko";"gm. Lipsko";"lipski";"mazowieckie";"591";"639";"263";"328";"2";"1";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"4";"1";"3";"0";"324";"39";"84";"201"
"1989-e340-be5d-bdb1-4ed5-db47-fc5a-1583";"140903";"50";"11";"miasto";"stały";"Dom Pomocy Społecznej w Lipsku, ul. 1 Maja 79, 27-300 Lipsko";"gm. Lipsko";"lipski";"mazowieckie";"71";"83";"44";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"27";"7";"4";"3";"0";"20";"8";"2";"10"
"d3e9-fa69-1aa4-e445-e773-2bb9-05cb-b08a";"140903";"50";"12";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej w Lipsku, ul. Jędrzeja Śniadeckiego 2, 27-300 Lipsko";"gm. Lipsko";"lipski";"mazowieckie";"232";"181";"155";"77";"0";"1";"0";"0";"0";"0";"0";"0";"0";"77";"0";"0";"77";"2";"0";"2";"0";"75";"4";"17";"54"
"9634-7317-6318-2300-3bd5-4d2d-d046-8ad9";"140904";"50";"1";"wieś";"stały";"Zespół Szkół w Rzeczniowie, Rzeczniów 1b, 27-353 Rzeczniów";"gm. Rzeczniów";"lipski";"mazowieckie";"1170";"1273";"436";"734";"2";"1";"0";"0";"0";"0";"0";"0";"0";"734";"0";"0";"734";"24";"7";"17";"0";"710";"93";"151";"466"
"00a6-1035-1840-8557-9b66-a13f-0804-f775";"140904";"50";"2";"wieś";"stały";"Przedszkole w Pawliczce, Pawliczka 31, 27-353 Rzeczniów";"gm. Rzeczniów";"lipski";"mazowieckie";"339";"377";"143";"196";"0";"1";"0";"0";"0";"0";"0";"0";"0";"196";"0";"0";"196";"9";"3";"6";"0";"187";"23";"24";"140"
"aaa3-bf52-9d72-4d79-ac43-b198-620c-e79a";"140904";"50";"3";"wieś";"stały";"Szkoła Podstawowa w Grabowcu, Grabowiec ul. Wąchocka 20A, 27-353 Rzeczniów";"gm. Rzeczniów";"lipski";"mazowieckie";"910";"990";"383";"527";"0";"0";"0";"0";"0";"0";"0";"0";"0";"527";"0";"0";"527";"12";"1";"11";"0";"515";"60";"99";"356"
"5a75-5f78-c852-83c2-e713-d52c-2eca-dff4";"140904";"50";"4";"wieś";"stały";"Filia Gminnej i Powiatowej Biblioteki Publicznej w Pasztowej Woli, Pasztowa Wola-Kolonia 27, 27-353 Rzeczniów";"gm. Rzeczniów";"lipski";"mazowieckie";"419";"464";"172";"247";"0";"2";"0";"0";"0";"0";"0";"0";"0";"247";"0";"0";"247";"7";"2";"5";"0";"240";"24";"56";"160"
"92a6-8659-415f-2f62-3ee5-0671-cb57-2383";"140904";"50";"5";"wieś";"stały";"Środowiskowy Dom Samopomocy w Podkońcach, Podkońce 99, 27-353 Rzeczniów";"gm. Rzeczniów";"lipski";"mazowieckie";"421";"471";"199";"222";"0";"3";"0";"0";"0";"0";"0";"0";"0";"222";"0";"0";"222";"2";"0";"2";"0";"220";"18";"24";"178"
"c858-941b-2a13-d14a-8361-2846-e7fe-8f06";"140905";"50";"1";"wieś";"stały";"Urząd Gminy Sienno, ul. Rynek 36/40, 27-350 Sienno";"gm. Sienno";"lipski";"mazowieckie";"880";"955";"350";"530";"0";"9";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"11";"3";"8";"0";"519";"53";"172";"294"
"e175-c579-f2e8-376b-0398-612d-e7d1-2cf8";"140905";"50";"2";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Kochanówka 83, 27-350 Sienno";"gm. Sienno";"lipski";"mazowieckie";"430";"465";"204";"226";"0";"2";"0";"0";"0";"0";"0";"0";"0";"226";"0";"0";"226";"11";"1";"10";"0";"215";"17";"41";"157"
"4043-64af-292b-07ee-5e0f-8c8e-38eb-566d";"140905";"50";"3";"wieś";"stały";"Świetlica Wiejska, Olechów Stary 2, 27-350 Sienno";"gm. Sienno";"lipski";"mazowieckie";"570";"625";"298";"272";"0";"0";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"12";"0";"12";"0";"260";"43";"50";"167"
"d02f-cca0-92da-95ce-3e43-1d02-a055-5db9";"140905";"50";"4";"wieś";"stały";"Świetlica Wiejska, Janów 18, 27-350 Sienno";"gm. Sienno";"lipski";"mazowieckie";"400";"437";"145";"255";"0";"2";"0";"0";"0";"0";"0";"0";"0";"255";"0";"0";"255";"3";"0";"3";"0";"252";"29";"44";"179"
"22f3-aad2-f105-155f-b21a-da47-79fa-4e89";"140905";"50";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa, Jawor Solecki 68, 27-350 Sienno";"gm. Sienno";"lipski";"mazowieckie";"810";"884";"315";"495";"2";"3";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"10";"2";"8";"0";"485";"41";"84";"360"
"ce8d-af47-b8d2-6aeb-dbba-166c-fefe-958f";"140905";"50";"6";"wieś";"stały";"Świetlica Wiejska, Osówka 62B, 27-350 Sienno";"gm. Sienno";"lipski";"mazowieckie";"450";"492";"168";"282";"0";"1";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0";"282";"10";"3";"7";"0";"272";"38";"69";"165"
"ea22-a32b-8246-e2a9-da9c-de16-9e9a-9a92";"140905";"50";"7";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Rynek 19, 27-350 Sienno";"gm. Sienno";"lipski";"mazowieckie";"867";"935";"377";"490";"1";"5";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"11";"1";"10";"0";"479";"56";"146";"277"
"2407-68da-9cab-4417-3902-b25a-4393-2f53";"140906";"50";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Solcu nad Wisłą, Plac Bolesława Śmiałego 6, 27-320 Solec nad Wisłą";"gm. Solec nad Wisłą";"lipski";"mazowieckie";"1030";"1090";"480";"550";"1";"10";"0";"0";"0";"0";"0";"0";"0";"550";"0";"0";"550";"8";"0";"8";"0";"542";"73";"159";"310"
"591d-2849-1b33-1eb8-6c3c-de28-0f60-b8a5";"140906";"50";"2";"wieś";"stały";"Strażnica Ochotniczej Straży Pożarnej w Boiskach, Boiska 127, 27-320 Solec nad Wisłą";"gm. Solec nad Wisłą";"lipski";"mazowieckie";"252";"277";"149";"103";"0";"3";"0";"0";"0";"0";"0";"0";"0";"103";"0";"0";"103";"2";"0";"2";"0";"101";"17";"34";"50"
"f7c3-d9b5-56f4-b4b4-b3b8-54be-2cd8-1344";"140906";"50";"3";"wieś";"stały";"Strażnica Ochotniczej Straży Pożarnej w Sadkowicach, Sadkowice 76, 27-320 Solec nad Wisłą";"gm. Solec nad Wisłą";"lipski";"mazowieckie";"459";"494";"252";"207";"0";"0";"0";"0";"0";"0";"0";"0";"0";"207";"0";"0";"207";"4";"2";"2";"0";"203";"32";"44";"127"
"a90a-9da6-08ce-b3ca-f0e3-4d9f-0262-e08b";"140906";"50";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Pawłowicach, Pawłowice 86, 27-320 Solec nad Wisłą";"gm. Solec nad Wisłą";"lipski";"mazowieckie";"550";"596";"245";"305";"2";"4";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"10";"1";"9";"0";"295";"35";"93";"167"
"78e7-4821-785c-e142-2a0d-a81c-2bb2-9dd3";"140906";"50";"5";"wieś";"stały";"Świetlica Wiejska w Zemborzynie, Zemborzyn Pierwszy 78, 27-320 Solec nad Wisłą";"gm. Solec nad Wisłą";"lipski";"mazowieckie";"375";"418";"180";"195";"0";"0";"0";"0";"0";"0";"0";"0";"0";"195";"0";"0";"195";"6";"0";"6";"0";"189";"27";"43";"119"
"d75c-50a3-72ac-bb1b-01b6-7bcf-3709-b42d";"140906";"50";"6";"wieś";"stały";"Wiejski Dom Kultury w Dziurkowie, Dziurków 116, 27-320 Solec nad Wisłą";"gm. Solec nad Wisłą";"lipski";"mazowieckie";"641";"693";"291";"350";"0";"2";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"18";"3";"15";"0";"332";"40";"77";"215"
"cd82-002f-b312-425c-18b0-574e-3f4b-fda5";"140906";"50";"7";"wieś";"stały";"Strażnica Ochotniczej Straży Pożarnej w Słuszczynie, Słuszczyn 42B, 27-320 Solec nad Wisłą";"gm. Solec nad Wisłą";"lipski";"mazowieckie";"190";"209";"73";"117";"0";"0";"0";"0";"0";"0";"0";"0";"0";"117";"0";"0";"117";"5";"0";"5";"0";"112";"6";"14";"92"
"15b2-ecb9-6bc8-afb1-5221-e7a9-b76f-4ef1";"140906";"50";"8";"wieś";"stały";"Budynek (byłej) Szkoły Podstawowej w Glinie, Glina 30, 27-320 Solec nad Wisłą";"gm. Solec nad Wisłą";"lipski";"mazowieckie";"321";"347";"147";"174";"0";"0";"0";"0";"0";"0";"0";"0";"0";"174";"0";"0";"174";"3";"0";"3";"0";"171";"29";"34";"108"
"4dc8-b376-dcd1-12f2-20eb-bf4c-2361-6b7b";"142501";"50";"1";"miasto";"stały";"Zespół Szkół im. J. Śniadeckiego w Pionkach, ul. Parkowa 4, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"861";"916";"310";"551";"0";"4";"0";"0";"0";"0";"0";"0";"0";"550";"0";"0";"550";"9";"1";"8";"0";"541";"42";"234";"265"
"9ece-5836-9f3a-e0e8-37e6-079b-85cb-25e2";"142501";"50";"2";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 1 w Pionkach, ul. Słowackiego 4, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"810";"859";"296";"514";"4";"1";"0";"0";"0";"0";"0";"0";"0";"514";"0";"0";"514";"13";"1";"12";"0";"501";"59";"216";"226"
"bdf2-f2f1-f2e7-c528-7c57-44bf-e6d0-7375";"142501";"50";"3";"miasto";"stały";"Przedszkole Nr 1 w Pionkach, ul. Żeromskiego 8, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"1000";"1068";"423";"577";"0";"0";"0";"0";"0";"0";"0";"0";"0";"577";"0";"0";"577";"12";"2";"10";"0";"565";"72";"204";"289"
"884a-1c4e-0946-d03a-8ffe-98e6-dd42-25e9";"142501";"50";"4";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 1 w Pionkach, ul. Niepodległości 3, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"830";"894";"269";"560";"2";"1";"0";"0";"0";"0";"0";"0";"0";"561";"0";"0";"561";"10";"2";"8";"0";"551";"71";"218";"262"
"e516-8917-f738-7b4b-4007-688d-513b-cd04";"142501";"50";"5";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 5 w Pionkach, ul. Leśna 1, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"904";"959";"368";"536";"0";"1";"0";"0";"0";"0";"0";"0";"0";"536";"0";"0";"536";"8";"4";"4";"0";"528";"60";"195";"273"
"4e11-5e65-4f49-33e5-16b9-442f-cfb5-d87f";"142501";"50";"6";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej w Pionkach, ul. Leśna 5, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"866";"930";"389";"477";"0";"2";"0";"0";"0";"0";"0";"0";"0";"477";"0";"0";"477";"14";"5";"9";"0";"463";"61";"157";"245"
"82ff-edbc-f60e-8983-68a4-4cad-83be-119c";"142501";"50";"7";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 5 w Pionkach, ul. Leśna 1, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"874";"935";"363";"511";"0";"1";"0";"0";"0";"0";"0";"0";"0";"511";"0";"0";"511";"9";"4";"5";"0";"502";"67";"182";"253"
"e6f9-52fb-93ab-0ab7-900b-57a5-762f-70e3";"142501";"50";"8";"miasto";"stały";"Warsztaty Terapii Zajęciowej w Pionkach, ul. Leśna 3, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"888";"959";"360";"528";"0";"1";"0";"0";"0";"0";"0";"0";"0";"528";"0";"0";"528";"5";"2";"3";"0";"523";"60";"172";"291"
"2a1d-7956-8106-8477-a00c-6af8-8406-73b9";"142501";"50";"9";"miasto";"stały";"Liceum Ogólnokształcące w Pionkach, ul. Aleje Lipowe 25, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"931";"1005";"386";"545";"0";"4";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"11";"3";"8";"0";"534";"52";"204";"278"
"ea26-0924-b9ec-5685-6e43-88f1-83fe-483b";"142501";"50";"10";"miasto";"stały";"Przedszkole Nr 2 w Pionkach, ul. Aleje Lipowe 24A, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"840";"915";"453";"387";"0";"2";"0";"0";"0";"0";"0";"0";"0";"387";"0";"0";"387";"15";"0";"15";"0";"372";"43";"127";"202"
"a154-bab0-de57-b2ca-262b-d08f-e177-fee7";"142501";"50";"11";"miasto";"stały";"Liceum Ogólnokształcące w Pionkach, ul. Aleje Lipowe 25, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"882";"1047";"258";"624";"0";"3";"0";"0";"0";"0";"0";"0";"0";"624";"0";"0";"624";"11";"0";"11";"0";"613";"74";"207";"332"
"922a-c202-a4c0-5bb0-f330-945e-0a31-b7ca";"142501";"50";"12";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 5 w Pionkach, ul. Targowa 9, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"905";"976";"356";"549";"0";"0";"1";"1";"0";"0";"0";"0";"1";"550";"1";"0";"550";"11";"1";"10";"0";"539";"71";"166";"302"
"80aa-a527-5d1f-eed9-f1ed-b84a-7341-eeba";"142501";"50";"13";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 5 w Pionkach, ul. Targowa 9, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"922";"988";"297";"625";"1";"2";"0";"0";"0";"0";"0";"0";"0";"624";"0";"0";"624";"7";"1";"6";"0";"617";"78";"243";"296"
"ed4c-36de-4ed8-2aef-f5a2-6918-9fc6-36d6";"142501";"50";"14";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2 w Pionkach, ul. Jana Kochanowskiego 12, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"1010";"1089";"376";"634";"0";"6";"0";"0";"0";"0";"0";"0";"0";"634";"0";"0";"634";"14";"3";"11";"0";"620";"81";"216";"323"
"092e-aec4-6179-7a15-8339-465e-84f9-0a08";"142501";"50";"15";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego w Pionkach, Aleja Jana Pawła II 7, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"900";"954";"327";"573";"0";"1";"0";"0";"0";"0";"0";"0";"0";"574";"0";"0";"574";"11";"1";"10";"0";"563";"62";"226";"275"
"068e-59c8-75db-7876-c2a1-587f-befc-d21b";"142501";"50";"16";"miasto";"zakład leczniczy";"Oddział Rehabilitacji w Pionkach, ul. Harcerska 1, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"74";"20";"63";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"0";"0";"0";"0";"11";"0";"2";"9"
"7bd0-1c77-a8c1-9361-4be8-65d4-f3d1-03f9";"142501";"50";"17";"miasto";"zakład leczniczy";"Oddział Chirurgiczny w Pionkach, ul. Niepodległości 1, 26-670 Pionki";"m. Pionki";"radomski";"mazowieckie";"126";"92";"122";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"4";"0";"0";"0";"0";"4";"1";"2";"1"
"ba38-e34c-363a-19fa-b03a-3280-c6c8-9ae9";"142502";"50";"1";"wieś";"stały";"Zespół Szkół w Goździe, ul. Starowiejska 130, 26-634 Gózd";"gm. Gózd";"radomski";"mazowieckie";"1450";"1575";"492";"958";"1";"2";"0";"0";"0";"0";"0";"0";"0";"958";"0";"1";"957";"27";"4";"23";"0";"930";"84";"137";"709"
"d8b1-0d0e-38d3-5abc-45ee-2cfd-7530-1f32";"142502";"50";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kłonówku-Kolonii, Kłonówek-Kolonia 13, 26-634 Gózd";"gm. Gózd";"radomski";"mazowieckie";"590";"648";"197";"393";"1";"0";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"7";"1";"6";"0";"386";"34";"33";"319"
"8637-2983-45d7-75bb-94c0-04b9-28b7-a5e7";"142502";"50";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kuczkach-Kolonii, Kuczki-Kolonia 75, 26-634 Gózd";"gm. Gózd";"radomski";"mazowieckie";"1063";"1174";"338";"725";"1";"2";"0";"0";"0";"0";"0";"0";"0";"725";"0";"0";"725";"6";"3";"3";"0";"719";"52";"76";"591"
"10b6-498b-acad-e1da-65b6-e29c-f50e-8a98";"142502";"50";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Klwatce Królewskiej, Klwatka Królewska 31, 26-634 Gózd";"gm. Gózd";"radomski";"mazowieckie";"1080";"1180";"303";"777";"0";"0";"0";"0";"0";"0";"0";"0";"0";"777";"0";"0";"777";"12";"3";"9";"0";"765";"65";"142";"558"
"1def-6ea8-c438-695e-ce47-3e95-7c01-1155";"142502";"50";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Podgórze, Podgóra 10, 26-634 Gózd";"gm. Gózd";"radomski";"mazowieckie";"670";"728";"265";"405";"0";"5";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"405";"9";"1";"8";"0";"396";"41";"74";"281"
"4c92-e68e-51e8-c92e-6b83-9b95-8a33-f04a";"142502";"50";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Małęczynie, Małęczyn ul. Szkolna 64, 26-634 Gózd";"gm. Gózd";"radomski";"mazowieckie";"1431";"1572";"375";"1056";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1056";"0";"0";"1056";"17";"8";"9";"0";"1039";"127";"193";"719"
"9a04-af52-8941-ed25-2122-b47f-d2cb-b170";"142503";"50";"1";"miasto";"stały";"Liceum Ogólnokształcące w Iłży, ul. Jakuba Starszego 6, 27-100 Iłża";"gm. Iłża";"radomski";"mazowieckie";"970";"1060";"357";"613";"2";"3";"0";"0";"0";"0";"0";"0";"0";"613";"0";"0";"613";"9";"1";"8";"0";"604";"60";"262";"282"
