"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Mieczysław Józef GOLBA";"Bartosz ROMOWICZ"
"10df-e251-dbe7-7c5e-bbb9-550e-8db3-140a";"180404";"58";"2";"wieś";"stały";"Świetlica w Kostkowie, Kostków 56A, 37-511 Wólka Pełkińska";"gm. Jarosław";"jarosławski";"podkarpackie";"450";"492";"216";"234";"0";"1";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"6";"0";"6";"0";"228";"187";"41"
"b67c-5dea-c0bb-8bdc-fdaf-a5df-4c1c-42f6";"180404";"58";"3";"wieś";"stały";"Świetlica w Makowisku, Makowisko 25A, 37-500 Jarosław";"gm. Jarosław";"jarosławski";"podkarpackie";"870";"956";"348";"522";"0";"0";"0";"0";"0";"0";"0";"0";"0";"522";"0";"0";"522";"14";"0";"14";"0";"508";"369";"139"
"4d3d-7979-9200-d21c-9c84-1c9f-17cb-f379";"180404";"58";"4";"wieś";"stały";"Świetlico-remiza w Morawsku, Morawsko 203 a, 37-514 Munina";"gm. Jarosław";"jarosławski";"podkarpackie";"770";"847";"377";"393";"0";"0";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"7";"1";"6";"0";"386";"321";"65"
"39d3-a4b6-47a5-0322-c79b-dcf5-a1ad-70be";"180404";"58";"5";"wieś";"stały";"Świetlica przy Szkole Podstawowej w Muninie, ul. 3 - go Maja 93, 37-514 Munina";"gm. Jarosław";"jarosławski";"podkarpackie";"1570";"1690";"563";"1007";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1007";"0";"0";"1007";"29";"10";"19";"0";"978";"615";"363"
"7a4e-7e32-098d-07cb-5099-7aee-21dd-53aa";"180404";"58";"6";"wieś";"stały";"Dom Kultury w Pełkiniach, Pełkinie 143, 37-511 Wólka Pełkińska";"gm. Jarosław";"jarosławski";"podkarpackie";"1320";"1442";"456";"864";"1";"3";"0";"0";"0";"0";"0";"0";"0";"864";"0";"0";"864";"16";"12";"4";"0";"848";"619";"229"
"5821-50bb-ee24-cdb9-5a0f-833a-3559-57dc";"180404";"58";"7";"wieś";"stały";"Świetlica w Sobiecinie, Sobiecin 25A, 37-500 Jarosław";"gm. Jarosław";"jarosławski";"podkarpackie";"510";"560";"191";"319";"1";"0";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"4";"1";"3";"0";"315";"205";"110"
"0d11-8d92-7c08-029e-db0a-f741-258d-fdb6";"180404";"58";"8";"wieś";"stały";"Szkoła Podstawowa w Surochowie, Surochów 67A, 37-500 Jarosław";"gm. Jarosław";"jarosławski";"podkarpackie";"740";"811";"302";"438";"0";"1";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"10";"2";"8";"0";"428";"321";"107"
"4cb1-b627-218c-f819-996b-3718-0fad-ee82";"180404";"58";"9";"wieś";"stały";"Szkoła Podstawowa w Tuczempach, Tuczempy ul. Jana Pawła II 11, 37-514 Munina";"gm. Jarosław";"jarosławski";"podkarpackie";"1210";"1311";"461";"749";"2";"3";"0";"0";"0";"0";"0";"0";"0";"749";"0";"0";"749";"15";"6";"9";"0";"734";"564";"170"
"5abc-7ca3-3428-1488-97f2-9ff2-7dd6-4ce5";"180404";"58";"10";"wieś";"stały";"Świetlica w Woli Buchowskiej, Wola Buchowska 93D, 37-511 Wólka Pełkińska";"gm. Jarosław";"jarosławski";"podkarpackie";"560";"610";"242";"318";"0";"3";"0";"0";"0";"0";"0";"0";"0";"318";"0";"0";"318";"7";"1";"6";"0";"311";"278";"33"
"401a-01fc-4a5b-0d62-fd55-5a94-bdab-a20d";"180404";"58";"11";"wieś";"stały";"Szkoła Podstawowa w Wólce Pełkińskiej, Wólka Pełkińska 137B, 37-511 Wólka Pełkińska";"gm. Jarosław";"jarosławski";"podkarpackie";"1030";"1126";"427";"603";"0";"6";"0";"0";"0";"0";"0";"0";"0";"603";"0";"0";"603";"6";"1";"5";"0";"597";"502";"95"
"fb3f-2520-47eb-0c1c-c023-9637-71fa-6578";"180405";"58";"1";"wieś";"stały";"Świetlica Wiejska Bobrówka, Bobrówka 21, 37-543 Laszki";"gm. Laszki";"jarosławski";"podkarpackie";"430";"466";"219";"211";"0";"1";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"4";"0";"4";"0";"207";"173";"34"
"1b6d-e46e-5a26-da9f-09b1-41ee-1190-fa58";"180405";"58";"2";"wieś";"stały";"Świetlica RZS Charytany, Charytany 16, 37-543 Laszki";"gm. Laszki";"jarosławski";"podkarpackie";"240";"253";"119";"121";"0";"0";"0";"0";"0";"0";"0";"0";"0";"121";"0";"0";"121";"3";"0";"3";"0";"118";"94";"24"
"13af-ed11-2ff0-39aa-12cc-c007-4a57-cf6f";"180405";"58";"3";"wieś";"stały";"Szkoła Podstawowa Korzenica, Korzenica 1, 37-543 Laszki";"gm. Laszki";"jarosławski";"podkarpackie";"470";"507";"231";"239";"1";"1";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"10";"0";"10";"0";"229";"166";"63"
"6970-7dd0-655a-98a9-e61c-a500-65e6-f657";"180405";"58";"4";"wieś";"stały";"Świetlica Wiejska Laszki, Laszki 39, 37-543 Laszki";"gm. Laszki";"jarosławski";"podkarpackie";"660";"710";"213";"447";"2";"0";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"7";"1";"6";"0";"440";"350";"90"
"ff10-241d-f2f8-1f07-6779-87ab-2389-c140";"180405";"58";"5";"wieś";"stały";"Szkoła Podstawowa Laszki, Laszki 280, 37-543 Laszki";"gm. Laszki";"jarosławski";"podkarpackie";"680";"722";"262";"418";"0";"0";"0";"0";"0";"0";"0";"0";"0";"418";"0";"0";"418";"9";"2";"7";"0";"409";"314";"95"
"5054-d808-efbe-40a0-1a38-fc71-47c0-d243";"180405";"58";"6";"wieś";"stały";"Szkoła Podstawowa Miękisz Nowy, Miękisz Nowy 100, 37-543 Laszki";"gm. Laszki";"jarosławski";"podkarpackie";"580";"625";"228";"352";"1";"2";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"18";"10";"8";"0";"334";"254";"80"
"6a40-c3e6-12ef-49c3-2169-670c-dd32-be7a";"180405";"58";"7";"wieś";"stały";"Świetlica Wiejska Miękisz Stary, Miękisz Stary 35, 37-543 Laszki";"gm. Laszki";"jarosławski";"podkarpackie";"390";"421";"125";"265";"1";"0";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"9";"2";"7";"0";"256";"201";"55"
"e4d3-0af1-3fc3-c1fe-b52c-bef2-b174-6944";"180405";"58";"8";"wieś";"stały";"Świetlica Wiejska Tuchla, Tuchla 22, 37-543 Laszki";"gm. Laszki";"jarosławski";"podkarpackie";"240";"267";"104";"136";"0";"1";"0";"0";"0";"0";"0";"0";"0";"136";"0";"0";"136";"4";"0";"4";"0";"132";"100";"32"
"4464-d23c-4e20-ea74-da74-ef2c-13b2-806f";"180405";"58";"9";"wieś";"stały";"Świetlica Wiejska Wietlin, Wietlin 31a, 37-543 Laszki";"gm. Laszki";"jarosławski";"podkarpackie";"580";"623";"216";"364";"0";"0";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"8";"2";"6";"0";"356";"302";"54"
"1493-7a06-b7f7-bbd1-5098-5203-710e-62f6";"180405";"58";"10";"wieś";"stały";"Świetlica Wiejska Wietlin Trzeci, Wietlin Trzeci, 37-543 Laszki";"gm. Laszki";"jarosławski";"podkarpackie";"320";"337";"154";"166";"0";"0";"0";"0";"0";"0";"0";"0";"0";"166";"0";"0";"166";"4";"3";"1";"0";"162";"126";"36"
"fa09-577f-7b1e-d177-c86c-8e51-d732-1d73";"180405";"58";"11";"wieś";"stały";"Świetlica Wiejska Wysocko, Wysocko 40A, 37-543 Laszki";"gm. Laszki";"jarosławski";"podkarpackie";"400";"433";"183";"217";"0";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"9";"0";"9";"0";"208";"143";"65"
"fb6a-052c-ef54-ab10-bc86-3ffa-569f-7b74";"180405";"58";"12";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Wysocku, Wysocko 2B, 37-543 Laszki";"gm. Laszki";"jarosławski";"podkarpackie";"67";"67";"17";"50";"0";"0";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"50";"9";"1";"8";"0";"41";"33";"8"
"a13f-76e1-4c2f-790c-46d5-0b48-140f-f133";"180406";"58";"1";"wieś";"stały";"Świetlica Wiejska w Pawłosiowie, Pawłosiów 88, 37-500 Jarosław";"gm. Pawłosiów";"jarosławski";"podkarpackie";"1390";"1493";"484";"906";"2";"2";"0";"0";"0";"0";"0";"0";"0";"906";"0";"0";"906";"26";"4";"22";"0";"880";"664";"216"
"d43b-63cd-1785-fa0a-ff8e-02b4-9963-007b";"180406";"58";"2";"wieś";"stały";"Zespół Szkół w Pawłosiowie, Pawłosiów 87, 37-500 Jarosław";"gm. Pawłosiów";"jarosławski";"podkarpackie";"1059";"1136";"343";"716";"1";"2";"0";"0";"0";"0";"0";"0";"0";"716";"0";"0";"716";"14";"9";"5";"0";"702";"443";"259"
"5ef1-860f-6682-d24d-eedb-6ba2-f7d0-a90a";"180406";"58";"3";"wieś";"stały";"Dom Kultury w Kidałowicach, Kidałowice 115, 37-500 Jarosław";"gm. Pawłosiów";"jarosławski";"podkarpackie";"510";"541";"234";"276";"0";"0";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"4";"0";"4";"0";"272";"200";"72"
"aa76-4df1-032c-b774-e057-48b6-25d8-f5ab";"180406";"58";"4";"wieś";"stały";"Dom Kultury w Maleniskach, Maleniska 61, 37-500 Jarosław";"gm. Pawłosiów";"jarosławski";"podkarpackie";"420";"455";"108";"312";"0";"2";"0";"0";"0";"0";"0";"0";"0";"312";"0";"0";"312";"4";"1";"3";"0";"308";"221";"87"
"ad9a-eb09-1c03-d620-396d-2943-c8df-7fac";"180406";"58";"5";"wieś";"stały";"Świetlica Wiejska w Szczytnej, Szczytna 12, 37-500 Jarosław";"gm. Pawłosiów";"jarosławski";"podkarpackie";"240";"256";"88";"152";"0";"0";"0";"0";"0";"0";"0";"0";"0";"152";"0";"0";"152";"3";"0";"3";"0";"149";"105";"44"
"59a4-023a-f284-b8f7-cd6f-e68f-e326-bf71";"180406";"58";"6";"wieś";"stały";"Szkoła Podstawowa w Tywoni, Tywonia 30, 37-500 Jarosław";"gm. Pawłosiów";"jarosławski";"podkarpackie";"470";"497";"152";"318";"0";"2";"0";"0";"0";"0";"0";"0";"0";"318";"0";"0";"318";"12";"0";"12";"0";"306";"207";"99"
"f520-c743-f1bb-26db-77cf-cb98-b024-66bb";"180406";"58";"7";"wieś";"stały";"Centrum Kultury w Cieszacinie Wielkim, Cieszacin Wielki, 37-500 Jarosław";"gm. Pawłosiów";"jarosławski";"podkarpackie";"670";"714";"232";"438";"0";"0";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"3";"0";"3";"0";"435";"331";"104"
"5b03-15b8-2613-2af2-668b-6e01-4ee5-67ba";"180406";"58";"8";"wieś";"stały";"Remizo-Świetlica w Cieszacinie Małym, Cieszacin Mały 57, 37-205 Zarzecze";"gm. Pawłosiów";"jarosławski";"podkarpackie";"230";"245";"102";"128";"0";"3";"0";"0";"0";"0";"0";"0";"0";"128";"0";"0";"128";"0";"0";"0";"0";"128";"108";"20"
"8106-fc0d-25a9-6795-f316-15ff-d1e4-89d8";"180406";"58";"9";"wieś";"stały";"Szkoła Podstawowa w Wierzbnej, Wierzbna 2, 37-500 Jarosław";"gm. Pawłosiów";"jarosławski";"podkarpackie";"978";"1048";"425";"553";"0";"3";"0";"0";"0";"0";"0";"0";"0";"553";"0";"0";"553";"16";"8";"8";"0";"537";"405";"132"
"005a-cd33-fd90-abba-30d2-bf7d-d722-c413";"180406";"58";"10";"wieś";"stały";"Centrum Kultury w Ożańsku, Ożańsk 30, 37-500 Jarosław";"gm. Pawłosiów";"jarosławski";"podkarpackie";"360";"392";"112";"248";"0";"0";"0";"0";"0";"0";"0";"0";"0";"248";"0";"0";"248";"4";"0";"4";"0";"244";"197";"47"
"7341-16a7-ca02-6037-efb0-8c87-e098-f433";"180407";"58";"1";"wieś";"stały";"Świetlica wiejska w Hawłowicach, Hawłowice 55, 37-560 Pruchnik";"gm. Pruchnik";"jarosławski";"podkarpackie";"340";"373";"145";"195";"0";"0";"0";"0";"0";"0";"0";"0";"0";"195";"0";"0";"195";"4";"0";"4";"0";"191";"149";"42"
"37fb-e3a9-a178-778c-635f-4a63-6da9-433e";"180407";"58";"2";"wieś";"stały";"Szkoła Podstawowa w Jodłówce, Jodłówka 222, 37-560 Pruchnik";"gm. Pruchnik";"jarosławski";"podkarpackie";"990";"1084";"296";"694";"3";"2";"0";"0";"0";"0";"0";"0";"0";"694";"0";"0";"694";"11";"1";"10";"0";"683";"607";"76"
"5f03-25ae-8448-bce3-a8e6-ad45-6b98-5932";"180407";"58";"3";"wieś";"stały";"Szkoła Podstawowa w Kramarzówce, Kramarzówka 98, 37-560 Pruchnik";"gm. Pruchnik";"jarosławski";"podkarpackie";"1200";"1330";"374";"826";"6";"2";"0";"0";"0";"0";"0";"0";"0";"826";"0";"0";"826";"24";"14";"10";"0";"802";"768";"34"
"102a-a735-eea1-26af-0aa0-7090-5b65-7a4f";"180407";"58";"4";"miasto";"stały";"Centrum Kultury, Sportu i Turystyki w Pruchniku, ul. Księdza Bronisława Markiewicza 20, 37-560 Pruchnik";"gm. Pruchnik";"jarosławski";"podkarpackie";"1700";"1866";"534";"1166";"5";"3";"0";"0";"0";"0";"0";"0";"0";"1166";"0";"0";"1166";"29";"9";"20";"0";"1137";"858";"279"
"ab9b-a980-17fa-baac-6738-8d62-4eed-84b4";"180407";"58";"5";"miasto";"stały";"Szkoła Podstawowa nr 2 w Pruchniku Górnym, ul. Świętego Floriana 17, 37-560 Pruchnik";"gm. Pruchnik";"jarosławski";"podkarpackie";"550";"606";"170";"380";"0";"0";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"5";"2";"3";"0";"375";"343";"32"
"6c4f-f31f-e777-5343-ec38-0633-e326-b4f0";"180407";"58";"6";"wieś";"stały";"Szkoła Podstawowa w Rozborzu Długim, Rozbórz Długi 101, 37-560 Pruchnik";"gm. Pruchnik";"jarosławski";"podkarpackie";"580";"645";"246";"334";"0";"4";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"10";"2";"8";"0";"324";"234";"90"
"5298-1f97-62b0-d32f-2165-0987-099e-6184";"180407";"58";"7";"wieś";"stały";"Szkoła Podstawowa w Świebodnej, Świebodna 19, 37-560 Pruchnik";"gm. Pruchnik";"jarosławski";"podkarpackie";"360";"388";"145";"215";"1";"1";"0";"0";"0";"0";"0";"0";"0";"215";"0";"0";"215";"4";"0";"4";"0";"211";"185";"26"
"2d9c-2296-a3d7-00e7-3b6a-9c4a-046b-e8e2";"180407";"58";"8";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Rzeplinie, Rzeplin 111, 37-560 Pruchnik";"gm. Pruchnik";"jarosławski";"podkarpackie";"290";"316";"124";"166";"0";"1";"0";"0";"0";"0";"0";"0";"0";"166";"0";"0";"166";"6";"1";"5";"0";"160";"127";"33"
"37dd-b515-f015-e7e4-f474-8202-cdca-ed5e";"180407";"58";"9";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Jodłówce Parcelacji, Jodłówka 358 a, 37-560 Pruchnik";"gm. Pruchnik";"jarosławski";"podkarpackie";"270";"293";"110";"160";"0";"2";"0";"0";"0";"0";"0";"0";"0";"160";"0";"0";"160";"5";"1";"4";"0";"155";"132";"23"
"9eda-8ea4-d32b-9ad6-5fa5-7a62-1a6a-55ba";"180407";"58";"10";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Rozborzu Okrągłym, Rozbórz Okrągły 60, 37-560 Pruchnik";"gm. Pruchnik";"jarosławski";"podkarpackie";"330";"353";"129";"201";"0";"2";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"201";"4";"0";"4";"0";"197";"179";"18"
"6146-cb69-b0df-fef8-324a-e0b6-2924-4be5";"180407";"58";"11";"miasto";"stały";"Szkoła Podstawowa nr 1 w Pruchniku Dolnym, ul. Księdza Bronisława Markiewicza 22, 37-560 Pruchnik";"gm. Pruchnik";"jarosławski";"podkarpackie";"490";"526";"167";"323";"0";"2";"0";"0";"0";"0";"0";"0";"0";"323";"0";"0";"323";"6";"1";"5";"0";"317";"272";"45"
"8b9b-c620-de40-dfdf-accf-7bb6-b61a-b300";"180408";"58";"1";"wieś";"stały";"Budynek Szkoły w Chotyńcu, Chotyniec 114, 37-552 Młyny";"gm. Radymno";"jarosławski";"podkarpackie";"650";"706";"336";"314";"1";"2";"0";"0";"0";"0";"0";"0";"0";"314";"0";"0";"314";"9";"0";"9";"0";"305";"231";"74"
"6dd9-01c1-308e-c4a7-505b-0782-22e6-1f71";"180408";"58";"2";"wieś";"stały";"Budynek Wielofunkcyjny w Młynach, Młyny 57, 37-552 Młyny";"gm. Radymno";"jarosławski";"podkarpackie";"330";"359";"124";"206";"0";"0";"0";"0";"0";"0";"0";"0";"0";"206";"0";"0";"206";"2";"2";"0";"0";"204";"154";"50"
"d6a2-f823-d7ce-0ff6-a969-0686-5823-d05b";"180408";"58";"3";"wieś";"stały";"Budynek Szkoły w Duńkowicach, Duńkowice 20, 37-550 Radymno";"gm. Radymno";"jarosławski";"podkarpackie";"720";"777";"295";"425";"1";"1";"0";"0";"0";"0";"0";"0";"0";"425";"0";"0";"425";"15";"1";"14";"0";"410";"325";"85"
"433a-4cdb-20be-3e0b-3cd4-2f54-efb1-e96f";"180408";"58";"4";"wieś";"stały";"Świetlica Wiejska w Michałówce, Michałówka 14, 37-550 Radymno";"gm. Radymno";"jarosławski";"podkarpackie";"320";"336";"172";"148";"0";"0";"0";"0";"0";"0";"0";"0";"0";"148";"0";"0";"148";"0";"0";"0";"0";"148";"123";"25"
"0c8c-2c65-3bff-e641-c604-2ead-8540-1ed1";"180408";"58";"5";"wieś";"stały";"Budynek Szkoły w Korczowej, Korczowa 52, 37-552 Młyny";"gm. Radymno";"jarosławski";"podkarpackie";"430";"464";"204";"226";"0";"0";"0";"0";"0";"0";"0";"0";"0";"226";"0";"0";"226";"0";"0";"0";"0";"226";"175";"51"
"3027-08ac-dd11-61e9-1ddf-5061-c90c-1c81";"180408";"58";"6";"wieś";"stały";"Budynek Szkoły w Łazach, Łazy 53, 37-550 Radymno";"gm. Radymno";"jarosławski";"podkarpackie";"639";"688";"265";"374";"0";"3";"0";"0";"0";"0";"0";"0";"0";"374";"0";"0";"374";"9";"2";"7";"0";"365";"297";"68"
"3b33-033a-3dd2-7a80-34f3-b17d-d9fc-b17f";"180408";"58";"7";"wieś";"stały";"Budynek Szkoły w Nienowicach, Nienowice 122, 37-550 Radymno";"gm. Radymno";"jarosławski";"podkarpackie";"600";"643";"341";"259";"0";"0";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"6";"1";"5";"0";"253";"196";"57"
"f078-1ec6-5cf0-3302-b17e-a862-318f-fa68";"180408";"58";"8";"wieś";"stały";"Budynek Szkoły w Ostrowie, Ostrów 139, 37-550 Radymno";"gm. Radymno";"jarosławski";"podkarpackie";"1169";"1272";"393";"776";"0";"4";"0";"0";"0";"0";"0";"0";"0";"776";"0";"1";"775";"13";"2";"11";"0";"762";"637";"125"
"35b8-3fd6-643f-26ba-93df-1e01-57fa-677c";"180408";"58";"9";"wieś";"stały";"Budynek Szkoły w Skołoszowie, Skołoszów ul. Franciszkańska 53, 37-550 Radymno";"gm. Radymno";"jarosławski";"podkarpackie";"1110";"1207";"406";"704";"1";"2";"0";"0";"0";"0";"0";"0";"0";"704";"0";"0";"704";"12";"6";"6";"0";"692";"555";"137"
"04ed-c4c2-de55-7806-a7bf-3bca-365f-9ba8";"180408";"58";"10";"wieś";"stały";"Budynek Szkoły w Sośnicy, ul. Kolejowa 1, 37-555 Sośnica";"gm. Radymno";"jarosławski";"podkarpackie";"990";"1074";"399";"591";"0";"0";"0";"0";"0";"0";"0";"0";"0";"590";"0";"0";"590";"14";"0";"14";"0";"576";"448";"128"
"308d-287f-4c02-93e6-3afa-3808-be72-14b3";"180408";"58";"11";"wieś";"stały";"Budynek Szkoły w Świętem, Święte 30, 37-555 Sośnica";"gm. Radymno";"jarosławski";"podkarpackie";"760";"827";"258";"502";"4";"1";"0";"0";"0";"0";"0";"0";"0";"502";"0";"0";"502";"6";"1";"5";"0";"496";"406";"90"
"af34-38c9-e0db-dade-3f3c-c88a-875f-8892";"180408";"58";"12";"wieś";"stały";"Budynek Szkoły w Zabłotcach, Zabłotce 74, 37-550 Radymno";"gm. Radymno";"jarosławski";"podkarpackie";"460";"497";"160";"300";"1";"1";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"9";"3";"6";"0";"291";"238";"53"
"e95f-e53d-fdfd-023c-e8b3-d1fa-1712-0107";"180408";"58";"13";"wieś";"stały";"Dom Pomocy Społecznej w Moszczanach, Moszczany 1, 37-543 Laszki";"gm. Radymno";"jarosławski";"podkarpackie";"60";"55";"30";"30";"0";"2";"0";"0";"0";"0";"0";"0";"0";"30";"0";"0";"30";"2";"0";"2";"0";"28";"18";"10"
"894a-a165-29ab-d175-827a-db4b-0617-143f";"180408";"58";"14";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Sośnicy, Zamkowa 10, 37-555 Sośnica";"gm. Radymno";"jarosławski";"podkarpackie";"62";"59";"33";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"29";"0";"0";"0";"0";"29";"21";"8"
"5abd-27c1-6078-b97b-531f-773b-af7d-5360";"180409";"58";"1";"wieś";"stały";"Szkoła Podstawowa w Czelatycach, Czelatyce 2, 37-562 Rokietnica";"gm. Rokietnica";"jarosławski";"podkarpackie";"510";"561";"245";"265";"1";"0";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"8";"4";"4";"0";"257";"201";"56"
"1f54-61f1-62d4-e92c-ca85-955c-faa8-564b";"180409";"58";"2";"wieś";"stały";"Szkoła Podstawowa w Rokietnicy, Rokietnica 108, 37-562 Rokietnica";"gm. Rokietnica";"jarosławski";"podkarpackie";"1140";"1253";"456";"684";"0";"0";"0";"0";"0";"0";"0";"0";"0";"684";"0";"0";"684";"10";"2";"8";"0";"674";"537";"137"
"73a9-58d8-a0c0-d125-348e-f583-2def-7d5f";"180409";"58";"3";"wieś";"stały";"Świetlica Wiejska w Tapinie, Tapin 111, 37-562 Rokietnica";"gm. Rokietnica";"jarosławski";"podkarpackie";"350";"381";"169";"181";"0";"0";"0";"0";"0";"0";"0";"0";"0";"181";"0";"0";"181";"6";"1";"5";"0";"175";"134";"41"
"1e9d-e1c6-600a-cc50-75fa-e666-2464-a60e";"180409";"58";"4";"wieś";"stały";"Świetlica Środowiskowa w Tuligłowach, Tuligłowy 19A, 37-562 Rokietnica";"gm. Rokietnica";"jarosławski";"podkarpackie";"530";"583";"224";"306";"6";"2";"0";"0";"0";"0";"0";"0";"0";"306";"0";"0";"306";"10";"1";"9";"0";"296";"253";"43"
"1027-6ed6-c4b1-1c1a-a045-bff4-f63f-977f";"180409";"58";"5";"wieś";"stały";"Szkoła Podstawowa w Rokietnicy Woli, Rokietnica 525, 37-562 Rokietnica";"gm. Rokietnica";"jarosławski";"podkarpackie";"730";"790";"304";"426";"3";"2";"0";"0";"0";"0";"0";"0";"0";"426";"0";"0";"426";"11";"0";"11";"0";"415";"362";"53"
"4d8e-3eff-2f74-2b79-5c8f-ed5d-15eb-4a6f";"180410";"58";"1";"wieś";"stały";"Szkoła Podstawowa im. Orląt Lwowskich w Roźwienicy, Roźwienica 200, 37-565 Roźwienica";"gm. Roźwienica";"jarosławski";"podkarpackie";"740";"803";"281";"459";"2";"0";"0";"0";"0";"0";"0";"0";"0";"459";"0";"0";"459";"12";"1";"11";"0";"447";"301";"146"
"8ad2-74be-d4e8-4d27-8d7c-2f44-1ca7-be2a";"180410";"58";"2";"wieś";"stały";"Wiejski Dom Kultury w Rudołowicach, Rudołowice 21a, 37-565 Roźwienica";"gm. Roźwienica";"jarosławski";"podkarpackie";"839";"909";"343";"496";"0";"0";"0";"0";"0";"0";"0";"0";"0";"496";"0";"0";"496";"15";"12";"3";"0";"481";"401";"80"
"9461-c63b-ccf3-452a-79e8-2919-326a-7aef";"180410";"58";"3";"wieś";"stały";"Wiejski Dom Kultury w Woli Roźwienickiej, Wola Roźwienicka 49A, 37-565 Roźwienica";"gm. Roźwienica";"jarosławski";"podkarpackie";"390";"429";"161";"229";"0";"1";"0";"0";"0";"0";"0";"0";"0";"228";"0";"0";"228";"4";"1";"3";"0";"224";"199";"25"
"3993-518d-8810-c5da-e532-78f2-f69e-c0b3";"180410";"58";"4";"wieś";"stały";"Wiejski Dom Kultury w Cząstkowicach, Cząstkowice 106, 37-565 Roźwienica";"gm. Roźwienica";"jarosławski";"podkarpackie";"500";"530";"221";"279";"0";"0";"0";"0";"0";"0";"0";"0";"0";"279";"0";"0";"279";"4";"2";"2";"0";"275";"202";"73"
"cba7-48b1-104c-798f-31ec-0b5d-959b-0d05";"180410";"58";"5";"wieś";"stały";"Wiejski Dom Kultury w Bystrowicach, Bystrowice 78A, 37-565 Roźwienica";"gm. Roźwienica";"jarosławski";"podkarpackie";"520";"570";"202";"318";"1";"4";"0";"0";"0";"0";"0";"0";"0";"318";"0";"0";"318";"8";"3";"5";"0";"310";"239";"71"
"4c29-5db8-3c07-3599-e4fd-2bae-1ac9-8093";"180410";"58";"6";"wieś";"stały";"Wiejski Dom Kultury w Tyniowicach, Tyniowice 1A, 37-565 Roźwienica";"gm. Roźwienica";"jarosławski";"podkarpackie";"580";"634";"210";"370";"0";"0";"0";"0";"0";"0";"0";"0";"0";"370";"0";"0";"370";"3";"1";"2";"0";"367";"290";"77"
"9822-4a1d-f88b-20da-1d76-4f95-3484-0232";"180410";"58";"7";"wieś";"stały";"Szkoła Podstawowa im Marii Skłodowskiej-Curie w Węgierce, Węgierka 220, 37-560 Pruchnik";"gm. Roźwienica";"jarosławski";"podkarpackie";"590";"634";"226";"364";"4";"5";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"8";"0";"8";"0";"356";"305";"51"
