"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Zbigniew ZIEJEWSKI - nr na liście 1";"Piotr ŻUCHOWSKI - nr na liście 2";"Dariusz FREJNIK - nr na liście 3";"Edward Mieczysław PIETRULEWICZ - nr na liście 4";"Paweł SZAKIEWICZ - nr na liście 5";"Małgorzata Dorota SOWICKA - nr na liście 6";"Monika Barbara MARCHALEWSKA - nr na liście 7";"Robert Jan HUSZCZA - nr na liście 8";"Katarzyna GRANACKA - nr na liście 9";"Andrzej Janusz WIŚNIEWSKI - nr na liście 10";"Anetta Krystyna SŁOMCZYŃSKA-KĄDZIOŁKA - nr na liście 11";"Wioletta JASKÓLSKA - nr na liście 12";"Adam Jacek ŻYLIŃSKI - nr na liście 13";"Ewa NISIEWICZ - nr na liście 14";"Krzysztof GROBLEWSKI - nr na liście 15";"Stanisław ŻELICHOWSKI - nr na liście 16";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Leonard Seweryn KRASULSKI - nr na liście 1";"Jerzy Zbigniew WILK - nr na liście 2";"Zbigniew BABALSKI - nr na liście 3";"Marcin KAZIMIERCZUK - nr na liście 4";"Monika Anna MODZELEWSKA-KOZIOŁ - nr na liście 5";"Damian Jan GODZIŃSKI - nr na liście 6";"Paweł Andrzej KOWSZYŃSKI - nr na liście 7";"Adam OŁDAKOWSKI - nr na liście 8";"Anna WĘGŁOWSKA - nr na liście 9";"Karolina Ewa GOIK - nr na liście 10";"Anna PIĄTEK - nr na liście 11";"Grażyna KAMIŃSKA - nr na liście 12";"Jolanta Wiesława ANDRUSZKIEWICZ - nr na liście 13";"Robert GONTARZ - nr na liście 14";"Grzegorz KIEROZALSKI - nr na liście 15";"Jacek Roman PAWLIK - nr na liście 16";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Monika Walentyna FALEJ - nr na liście 1";"Andrzej Jan ZIELONKA - nr na liście 2";"Emilia BARTKOWSKA - nr na liście 3";"Ryszard KLIM - nr na liście 4";"Daniel Adrian ZDANOWSKI - nr na liście 5";"Sylwia PIEKART - nr na liście 6";"Janusz PASJAK - nr na liście 7";"Jakub Przemysław GIEREJ - nr na liście 8";"Robert KOLIŃSKI - nr na liście 9";"Milena FALKOWSKA-HOJAN - nr na liście 10";"Piotr PACYNO - nr na liście 11";"Urszula Klara PĄGOWSKA - nr na liście 12";"Wincenty Marian PRZYBOROWSKI - nr na liście 13";"Mirosław Józef SZULC - nr na liście 14";"Paweł WÓJCIK - nr na liście 15";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Andrzej Piotr WYRĘBEK - nr na liście 1";"Kaja Ewelina SZYNKIELEWSKA - nr na liście 2";"Krystian Maciej ŁOŻYŃSKI - nr na liście 3";"Tomasz Jacek KACZKOWSKI - nr na liście 4";"Marek HUL - nr na liście 5";"Agnieszka Maria POŁEĆ - nr na liście 6";"Teresa Genowefa RUKSZTEŁŁO - nr na liście 7";"Marika ZENOWICZ - nr na liście 8";"Genowefa Grażyna SZCZEPAŃSKA - nr na liście 9";"Marek CHRAPAN - nr na liście 10";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Jacek PROTAS - nr na liście 1";"Bernadeta Justyna HORDEJUK - nr na liście 2";"Elżbieta Kazimiera GELERT - nr na liście 3";"Piotr CIEŚLIŃSKI - nr na liście 4";"Ewa Barbara DEMBEK - nr na liście 5";"Katarzyna KRÓLAK - nr na liście 6";"Marian JANICKI - nr na liście 7";"Leszek Jan DZIĄG - nr na liście 8";"Elżbieta ZABŁOCKA - nr na liście 9";"Antoni CZYŻYK - nr na liście 10";"Ryszard KOWALSKI - nr na liście 11";"Krystyna JANCZEWSKA - nr na liście 12";"Marek BORKOWSKI - nr na liście 13";"Angelika Jolanta DOMAŃSKA - nr na liście 14";"Łukasz PIŚKIEWICZ - nr na liście 15";"Miron SYCZ - nr na liście 16";"Lista nr 8 - KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Wojciech Adam PENKALSKI - nr na liście 1";"Agnieszka FALKOWSKA - nr na liście 2";"Stanisław Czesław JASINA - nr na liście 3";"Agnieszka Anna KUCIŃSKA - nr na liście 4";"Krzysztof KĘPIŃSKI - nr na liście 5";"Anita KOWALSKA - nr na liście 6";"Tomasz ORŁOWSKI - nr na liście 7";"Monika Marcjanna LEWANDOWSKA - nr na liście 8";"Jarosław DREWA - nr na liście 9";"Jolanta KWAŚNIEWSKA - nr na liście 10";"Piotr Roman BANACH - nr na liście 11";"Ryszard NAŁĘCZ - nr na liście 12";"Anna ŁOŻYŃSKA - nr na liście 13";"Mariusz Wojciech ZAORSKI - nr na liście 14";"Anna SYCZ - nr na liście 15"
"076c-fb7a-1168-3cef-2f62-1c69-f5ad-f6ba";"280303";"34";"3";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Iłowie-Wsi, Iłowo-Wieś ul. Wiejska 4A, 13-240 Iłowo-Osada";"gm. Iłowo-Osada";"działdowski";"warmińsko-mazurskie";"550";"604";"269";"281";"0";"0";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"5";"2";"3";"0";"276";"47";"5";"7";"3";"1";"2";"3";"1";"0";"0";"2";"0";"1";"0";"1";"4";"17";"137";"18";"9";"32";"5";"1";"3";"3";"1";"7";"2";"4";"7";"0";"44";"0";"1";"22";"9";"2";"3";"1";"2";"1";"1";"2";"0";"0";"0";"1";"0";"0";"0";"14";"6";"2";"0";"5";"0";"0";"0";"0";"0";"1";"51";"14";"2";"1";"9";"0";"1";"21";"1";"0";"0";"1";"0";"0";"0";"0";"1";"5";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0"
"bf85-40cf-11e5-c7f9-ca15-c625-e708-35f6";"280303";"34";"4";"wieś";"stały";"Szkoła Podstawowa w Białutach, Białuty 1, 13-240 Iłowo-Osada";"gm. Iłowo-Osada";"działdowski";"warmińsko-mazurskie";"676";"738";"356";"320";"0";"1";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"18";"15";"3";"0";"302";"23";"2";"3";"2";"0";"0";"0";"1";"1";"0";"4";"0";"0";"0";"0";"0";"10";"192";"28";"19";"65";"8";"11";"7";"5";"2";"5";"2";"6";"4";"2";"22";"2";"4";"8";"3";"1";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"32";"13";"2";"1";"8";"3";"2";"0";"2";"0";"1";"41";"12";"0";"2";"15";"0";"0";"10";"0";"0";"0";"1";"0";"0";"1";"0";"0";"6";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0"
"d776-8e55-1519-85f6-46c5-1533-5e98-a443";"280303";"34";"5";"wieś";"stały";"Zespół Szkół Nr 2 w Narzymiu, Narzym ul. Kościelna 14, 13-240 Iłowo-Osada";"gm. Iłowo-Osada";"działdowski";"warmińsko-mazurskie";"1676";"1829";"882";"794";"1";"1";"0";"0";"0";"0";"0";"0";"0";"794";"0";"0";"794";"26";"17";"9";"0";"768";"82";"13";"8";"19";"0";"4";"0";"0";"1";"1";"14";"2";"1";"0";"2";"1";"16";"409";"65";"20";"115";"8";"18";"3";"3";"7";"8";"6";"8";"12";"3";"124";"2";"7";"81";"30";"28";"4";"1";"7";"2";"0";"0";"5";"1";"0";"0";"0";"2";"1";"52";"34";"1";"3";"1";"6";"4";"1";"2";"0";"0";"121";"35";"6";"4";"38";"1";"6";"22";"0";"2";"0";"2";"0";"1";"1";"1";"2";"23";"6";"5";"0";"3";"1";"0";"1";"1";"0";"4";"0";"0";"2";"0";"0"
"6805-0725-2cfc-09fb-7083-3c4b-0ba4-9c6e";"280304";"34";"1";"miasto";"stały";"Szkoła Podstawowa nr 2 z oddziałami dwujęzycznymi i sportowymi im. Szarych Szeregów, Nowa 10, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"1362";"1480";"546";"816";"0";"7";"0";"0";"0";"0";"0";"0";"0";"816";"0";"1";"815";"10";"7";"3";"0";"805";"180";"7";"1";"3";"0";"3";"3";"0";"0";"0";"154";"1";"0";"0";"0";"1";"7";"329";"63";"19";"87";"6";"13";"4";"1";"6";"18";"4";"7";"9";"3";"83";"0";"6";"101";"35";"15";"7";"2";"3";"2";"0";"29";"2";"0";"1";"2";"0";"1";"2";"32";"20";"2";"3";"1";"4";"1";"0";"0";"1";"0";"148";"66";"13";"5";"40";"7";"0";"9";"2";"0";"2";"1";"1";"0";"1";"1";"0";"15";"3";"0";"0";"1";"0";"1";"1";"2";"0";"3";"0";"0";"4";"0";"0"
"9a99-73b9-26c8-cdff-a35a-180a-599c-1e5d";"280304";"34";"2";"miasto";"stały";"Żłobek Miejski, Zieluńska 7, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"1481";"1591";"617";"864";"0";"1";"0";"0";"0";"0";"0";"0";"0";"864";"0";"0";"864";"17";"12";"5";"0";"847";"145";"12";"2";"0";"2";"0";"0";"0";"2";"0";"105";"0";"1";"1";"0";"6";"14";"405";"59";"18";"104";"9";"12";"3";"4";"3";"36";"0";"16";"4";"7";"127";"1";"2";"76";"29";"7";"5";"2";"2";"2";"0";"22";"2";"0";"1";"0";"1";"0";"3";"57";"27";"2";"10";"4";"5";"5";"1";"2";"1";"0";"143";"63";"7";"5";"49";"2";"2";"12";"0";"0";"1";"1";"0";"0";"1";"0";"0";"21";"4";"1";"0";"1";"1";"2";"0";"0";"0";"3";"0";"0";"9";"0";"0"
"d614-736b-caf9-9f2f-6e7b-2a71-8f00-8fa2";"280304";"34";"3";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej, Jeleńska 26, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"1300";"1407";"579";"721";"1";"4";"0";"0";"0";"0";"0";"0";"0";"721";"0";"0";"721";"21";"17";"4";"0";"700";"104";"3";"2";"3";"2";"3";"0";"3";"0";"0";"78";"1";"2";"0";"0";"4";"3";"346";"54";"17";"85";"4";"20";"4";"5";"3";"17";"3";"11";"13";"4";"95";"2";"9";"70";"26";"6";"6";"0";"2";"2";"1";"20";"0";"1";"0";"1";"1";"0";"4";"42";"12";"3";"9";"5";"4";"1";"0";"5";"0";"3";"122";"46";"17";"5";"31";"5";"6";"6";"0";"2";"1";"1";"0";"0";"0";"0";"2";"16";"3";"1";"0";"1";"0";"1";"1";"0";"0";"0";"0";"1";"6";"0";"2"
"7c21-bf8c-94b9-e7e2-5580-0a6c-d5f5-bda9";"280304";"34";"4";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, Sądowa 23, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"1559";"1676";"757";"802";"3";"7";"0";"0";"0";"0";"0";"0";"0";"802";"0";"1";"801";"22";"19";"3";"0";"779";"147";"14";"4";"0";"0";"3";"1";"2";"2";"1";"115";"0";"1";"0";"1";"1";"2";"379";"51";"19";"81";"14";"14";"0";"1";"0";"22";"6";"14";"6";"3";"140";"4";"4";"98";"22";"1";"8";"0";"3";"1";"2";"57";"0";"0";"1";"1";"0";"0";"2";"33";"18";"0";"3";"3";"2";"5";"2";"0";"0";"0";"102";"37";"10";"0";"27";"1";"0";"21";"1";"3";"0";"1";"0";"1";"0";"0";"0";"20";"1";"4";"0";"2";"0";"0";"1";"0";"1";"1";"0";"0";"9";"0";"1"
"7f72-5325-f28d-f635-1eaf-35e1-713d-0a80";"280304";"34";"5";"miasto";"stały";"Budynek przy ul. Działdowska 10A, Działdowska 10A, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"1344";"1459";"668";"676";"0";"5";"0";"0";"0";"0";"0";"0";"0";"676";"0";"0";"676";"16";"14";"2";"0";"660";"130";"24";"5";"0";"1";"2";"1";"1";"0";"1";"84";"0";"0";"0";"1";"7";"3";"306";"51";"10";"64";"4";"12";"6";"9";"7";"14";"0";"15";"10";"5";"91";"2";"6";"72";"24";"9";"9";"1";"5";"2";"0";"17";"0";"0";"3";"0";"0";"0";"2";"39";"16";"3";"6";"2";"2";"2";"1";"7";"0";"0";"91";"38";"6";"2";"30";"2";"1";"7";"0";"0";"1";"1";"0";"0";"2";"0";"1";"22";"3";"3";"0";"2";"0";"2";"1";"1";"0";"3";"1";"0";"6";"0";"0"
"34b0-ee2f-e948-75d6-afe8-0cac-74bd-7169";"280304";"34";"6";"wieś";"stały";"Szkoła Podstawowa, Słup 41, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"731";"796";"365";"366";"0";"6";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"11";"8";"3";"0";"355";"69";"12";"5";"2";"0";"1";"2";"1";"0";"0";"36";"0";"2";"0";"0";"4";"4";"193";"21";"5";"88";"6";"7";"4";"3";"3";"15";"0";"4";"7";"2";"28";"0";"0";"29";"16";"1";"3";"1";"3";"0";"0";"1";"0";"0";"0";"2";"1";"1";"0";"30";"19";"0";"4";"2";"2";"0";"2";"0";"1";"0";"23";"7";"2";"1";"8";"2";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"11";"3";"0";"0";"1";"0";"2";"0";"1";"0";"0";"0";"0";"3";"0";"1"
"7f44-d712-b571-0773-c26d-5e1d-dfa7-58f4";"280304";"34";"7";"wieś";"stały";"Niepubliczna Szkoła Podstawowa im. Wincentego Witosa, Wąpiersk 31, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"708";"770";"309";"399";"1";"3";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"13";"9";"4";"0";"386";"69";"18";"7";"4";"0";"0";"2";"1";"2";"1";"27";"0";"0";"0";"0";"3";"4";"216";"23";"5";"55";"3";"10";"2";"4";"1";"5";"1";"5";"7";"0";"89";"3";"3";"27";"12";"1";"0";"0";"2";"1";"0";"6";"1";"0";"1";"1";"1";"1";"0";"24";"10";"0";"8";"2";"1";"2";"0";"1";"0";"0";"40";"19";"4";"0";"16";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"2";"1";"0";"0";"0";"0";"0";"2";"0";"1";"0";"2";"2";"0";"0"
"05a5-e8e7-8fac-aa16-8311-76b2-8274-33dd";"280304";"34";"8";"wieś";"stały";"Szkoła Podstawowa, Bryńsk 71, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"634";"691";"324";"310";"1";"0";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"14";"10";"4";"0";"296";"62";"3";"4";"3";"0";"0";"0";"1";"0";"0";"42";"0";"1";"0";"0";"7";"1";"140";"15";"4";"38";"4";"8";"0";"0";"1";"9";"3";"6";"5";"3";"43";"1";"0";"28";"11";"2";"3";"1";"0";"3";"0";"5";"0";"1";"0";"1";"0";"0";"1";"16";"7";"2";"3";"1";"1";"2";"0";"0";"0";"0";"43";"13";"1";"0";"20";"1";"0";"1";"1";"2";"0";"0";"0";"3";"0";"0";"1";"7";"0";"1";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"2";"1";"0"
"1aab-beed-4345-6a45-1074-f9a0-5da1-4686";"280304";"34";"9";"wieś";"stały";"Świetlica Wiejska, Nowy Dwór 16, 13-230 Lidzbark";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"382";"413";"165";"217";"0";"1";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"8";"7";"1";"0";"209";"44";"12";"0";"0";"0";"1";"0";"1";"0";"1";"19";"0";"0";"0";"0";"7";"3";"127";"11";"4";"55";"1";"4";"2";"1";"1";"7";"2";"3";"4";"1";"30";"0";"1";"11";"3";"0";"1";"1";"1";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"9";"4";"1";"3";"0";"0";"0";"0";"1";"0";"0";"16";"5";"0";"0";"6";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1";"2";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"4ec2-4c5a-b1aa-ddd7-a8fb-4c79-df86-7ad6";"280304";"34";"10";"wieś";"stały";"Szkoła Podstawowa, Długa 61, 13-203 Stare Dłutowo";"gm. Lidzbark";"działdowski";"warmińsko-mazurskie";"892";"966";"441";"451";"0";"1";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"11";"9";"2";"0";"440";"94";"26";"4";"4";"0";"1";"3";"1";"1";"0";"37";"0";"1";"2";"0";"7";"7";"234";"61";"16";"32";"11";"14";"6";"3";"2";"17";"0";"15";"6";"0";"45";"0";"6";"39";"14";"4";"8";"1";"4";"1";"0";"3";"0";"1";"0";"1";"0";"0";"2";"17";"6";"1";"8";"0";"0";"0";"0";"0";"1";"1";"45";"12";"2";"1";"8";"4";"4";"11";"0";"1";"0";"2";"0";"0";"0";"0";"0";"11";"5";"1";"0";"0";"0";"0";"0";"2";"0";"1";"0";"1";"1";"0";"0"
"70d0-3ada-f6c1-a440-4b05-35ba-a9d9-69c3";"280305";"34";"1";"wieś";"stały";"Szkoła Podstawowa, Lipowa 5, 13-206 Płośnica";"gm. Płośnica";"działdowski";"warmińsko-mazurskie";"1267";"1346";"608";"659";"1";"3";"0";"0";"0";"0";"0";"0";"0";"659";"0";"0";"659";"10";"6";"4";"0";"649";"174";"14";"3";"13";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"128";"13";"339";"32";"5";"36";"3";"10";"3";"3";"3";"7";"2";"3";"77";"2";"150";"3";"0";"24";"12";"7";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"43";"25";"2";"8";"3";"2";"0";"0";"0";"2";"1";"62";"19";"13";"1";"17";"1";"0";"7";"2";"1";"0";"0";"0";"0";"0";"1";"0";"7";"1";"2";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"2";"0";"0"
"cc03-dae6-7305-5501-e6ca-4fbd-6624-70f0";"280305";"34";"2";"wieś";"stały";"Remiza OSP, Gródki 59, 13-206 Płośnica";"gm. Płośnica";"działdowski";"warmińsko-mazurskie";"807";"883";"368";"439";"0";"4";"0";"0";"0";"0";"0";"0";"0";"439";"0";"0";"439";"9";"7";"2";"0";"430";"104";"5";"5";"8";"1";"0";"4";"0";"1";"0";"2";"0";"1";"0";"0";"74";"3";"190";"24";"8";"28";"7";"2";"0";"3";"2";"3";"1";"4";"22";"1";"80";"0";"5";"37";"16";"8";"5";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"1";"4";"15";"11";"0";"1";"1";"1";"0";"0";"1";"0";"0";"80";"25";"3";"1";"13";"3";"1";"21";"3";"1";"1";"1";"0";"0";"2";"1";"4";"4";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"d540-c1cf-638d-3d55-fbcf-2150-4b92-a49f";"280305";"34";"3";"wieś";"stały";"Świetlica Wiejska, Skurpie 12, 13-206 Płośnica";"gm. Płośnica";"działdowski";"warmińsko-mazurskie";"482";"524";"269";"213";"0";"0";"0";"0";"0";"0";"0";"0";"0";"213";"0";"0";"213";"11";"9";"2";"0";"202";"52";"9";"5";"6";"0";"0";"1";"0";"0";"1";"1";"0";"0";"2";"0";"26";"1";"120";"26";"9";"17";"1";"3";"4";"4";"1";"0";"1";"5";"14";"3";"32";"0";"0";"5";"3";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"8";"6";"0";"1";"0";"0";"1";"0";"0";"0";"0";"11";"6";"1";"0";"1";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"2";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"a011-ba65-ae4c-c6be-21f1-f493-5589-2aad";"280305";"34";"4";"wieś";"stały";"Szkoła Podstawowa, Niechłonin 92, 13-206 Płośnica";"gm. Płośnica";"działdowski";"warmińsko-mazurskie";"1071";"1177";"451";"620";"0";"0";"0";"0";"0";"0";"0";"0";"0";"620";"0";"0";"620";"20";"16";"4";"0";"600";"160";"14";"5";"9";"2";"1";"0";"1";"0";"0";"4";"0";"1";"0";"0";"122";"1";"352";"52";"33";"58";"13";"5";"5";"30";"4";"9";"3";"8";"12";"3";"110";"2";"5";"33";"12";"7";"9";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"12";"3";"2";"3";"2";"2";"0";"0";"0";"0";"0";"38";"25";"0";"0";"2";"0";"1";"6";"0";"2";"0";"0";"1";"0";"1";"0";"0";"5";"0";"0";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"2"
"49ca-b9d4-0ec9-140e-2b54-bcac-faa1-da1d";"280305";"34";"5";"wieś";"stały";"Szkoła Podstawowa, Wielki Łęck 92, 13-230 Lidzbark";"gm. Płośnica";"działdowski";"warmińsko-mazurskie";"538";"600";"272";"266";"0";"0";"0";"0";"0";"0";"0";"0";"0";"266";"0";"0";"266";"12";"9";"3";"0";"254";"79";"2";"2";"3";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"68";"2";"123";"13";"4";"20";"3";"3";"2";"4";"3";"7";"1";"1";"24";"1";"36";"0";"1";"10";"3";"1";"1";"1";"0";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"13";"4";"1";"3";"2";"2";"0";"0";"0";"1";"0";"22";"5";"1";"2";"3";"1";"0";"7";"0";"0";"0";"0";"0";"0";"2";"1";"0";"7";"0";"2";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"2";"0";"0"
"9a35-b50f-22ef-8506-dbe2-f3f6-2ec2-2424";"280306";"34";"1";"wieś";"stały";"Szkoła Podstawowa w Rumianie, Rumian 12, 13-220 Rybno";"gm. Rybno";"działdowski";"warmińsko-mazurskie";"372";"417";"135";"237";"0";"5";"0";"0";"0";"0";"0";"0";"0";"237";"0";"0";"237";"5";"4";"1";"0";"232";"23";"9";"4";"3";"0";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"2";"1";"165";"18";"8";"20";"0";"1";"2";"0";"2";"2";"1";"2";"2";"1";"101";"2";"3";"15";"6";"0";"2";"0";"3";"0";"0";"0";"0";"1";"1";"0";"0";"1";"1";"6";"1";"0";"5";"0";"0";"0";"0";"0";"0";"0";"19";"7";"4";"0";"3";"1";"2";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0"
"e1cd-a1b7-1c4c-7e83-2227-490b-6b8f-a517";"280306";"34";"2";"wieś";"stały";"Szkoła Podstawowa w Hartowcu, Hartowiec 40, 13-220 Rybno";"gm. Rybno";"działdowski";"warmińsko-mazurskie";"478";"536";"185";"293";"1";"2";"0";"0";"0";"0";"0";"0";"0";"293";"0";"0";"293";"6";"6";"0";"0";"287";"22";"6";"6";"1";"0";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"2";"4";"205";"9";"2";"87";"4";"1";"2";"1";"0";"2";"0";"4";"9";"0";"82";"0";"2";"16";"5";"5";"1";"0";"1";"0";"1";"0";"0";"1";"1";"0";"1";"0";"0";"16";"9";"1";"1";"0";"0";"1";"0";"2";"1";"1";"23";"7";"5";"0";"4";"2";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1";"5";"1";"2";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0"
"d9f5-6ada-147c-fc49-2e58-524a-00c8-cde3";"280306";"34";"3";"wieś";"stały";"Szkoła Podstawowa w Żabinach, Żabiny 26, 13-220 Rybno";"gm. Rybno";"działdowski";"warmińsko-mazurskie";"666";"735";"314";"352";"0";"3";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"16";"10";"6";"0";"336";"49";"5";"2";"8";"1";"1";"0";"0";"0";"0";"8";"0";"1";"0";"0";"22";"1";"182";"11";"3";"12";"1";"3";"1";"0";"2";"0";"0";"5";"2";"2";"139";"1";"0";"32";"15";"2";"6";"0";"3";"1";"1";"1";"0";"0";"0";"1";"0";"0";"2";"21";"7";"2";"5";"2";"2";"1";"0";"0";"0";"2";"48";"21";"5";"1";"9";"0";"0";"10";"0";"1";"0";"0";"0";"1";"0";"0";"0";"4";"0";"0";"0";"0";"0";"2";"0";"1";"0";"1";"0";"0";"0";"0";"0"
"f1ee-b09b-b21d-49fe-23bf-ff38-b563-c69c";"280306";"34";"4";"wieś";"stały";"Świetlica Wiejska w Koszelewach, Koszelewy 85, 13-206 Płośnica";"gm. Rybno";"działdowski";"warmińsko-mazurskie";"404";"452";"211";"193";"0";"2";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"193";"8";"6";"2";"0";"185";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"1";"0";"12";"3";"117";"6";"1";"6";"1";"0";"3";"0";"0";"1";"0";"0";"7";"0";"92";"0";"0";"7";"2";"1";"1";"0";"0";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"16";"5";"6";"4";"1";"0";"0";"0";"0";"0";"0";"23";"8";"3";"0";"2";"0";"2";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
