"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Zbigniew ZIEJEWSKI - nr na liście 1";"Piotr ŻUCHOWSKI - nr na liście 2";"Dariusz FREJNIK - nr na liście 3";"Edward Mieczysław PIETRULEWICZ - nr na liście 4";"Paweł SZAKIEWICZ - nr na liście 5";"Małgorzata Dorota SOWICKA - nr na liście 6";"Monika Barbara MARCHALEWSKA - nr na liście 7";"Robert Jan HUSZCZA - nr na liście 8";"Katarzyna GRANACKA - nr na liście 9";"Andrzej Janusz WIŚNIEWSKI - nr na liście 10";"Anetta Krystyna SŁOMCZYŃSKA-KĄDZIOŁKA - nr na liście 11";"Wioletta JASKÓLSKA - nr na liście 12";"Adam Jacek ŻYLIŃSKI - nr na liście 13";"Ewa NISIEWICZ - nr na liście 14";"Krzysztof GROBLEWSKI - nr na liście 15";"Stanisław ŻELICHOWSKI - nr na liście 16";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Leonard Seweryn KRASULSKI - nr na liście 1";"Jerzy Zbigniew WILK - nr na liście 2";"Zbigniew BABALSKI - nr na liście 3";"Marcin KAZIMIERCZUK - nr na liście 4";"Monika Anna MODZELEWSKA-KOZIOŁ - nr na liście 5";"Damian Jan GODZIŃSKI - nr na liście 6";"Paweł Andrzej KOWSZYŃSKI - nr na liście 7";"Adam OŁDAKOWSKI - nr na liście 8";"Anna WĘGŁOWSKA - nr na liście 9";"Karolina Ewa GOIK - nr na liście 10";"Anna PIĄTEK - nr na liście 11";"Grażyna KAMIŃSKA - nr na liście 12";"Jolanta Wiesława ANDRUSZKIEWICZ - nr na liście 13";"Robert GONTARZ - nr na liście 14";"Grzegorz KIEROZALSKI - nr na liście 15";"Jacek Roman PAWLIK - nr na liście 16";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Monika Walentyna FALEJ - nr na liście 1";"Andrzej Jan ZIELONKA - nr na liście 2";"Emilia BARTKOWSKA - nr na liście 3";"Ryszard KLIM - nr na liście 4";"Daniel Adrian ZDANOWSKI - nr na liście 5";"Sylwia PIEKART - nr na liście 6";"Janusz PASJAK - nr na liście 7";"Jakub Przemysław GIEREJ - nr na liście 8";"Robert KOLIŃSKI - nr na liście 9";"Milena FALKOWSKA-HOJAN - nr na liście 10";"Piotr PACYNO - nr na liście 11";"Urszula Klara PĄGOWSKA - nr na liście 12";"Wincenty Marian PRZYBOROWSKI - nr na liście 13";"Mirosław Józef SZULC - nr na liście 14";"Paweł WÓJCIK - nr na liście 15";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Andrzej Piotr WYRĘBEK - nr na liście 1";"Kaja Ewelina SZYNKIELEWSKA - nr na liście 2";"Krystian Maciej ŁOŻYŃSKI - nr na liście 3";"Tomasz Jacek KACZKOWSKI - nr na liście 4";"Marek HUL - nr na liście 5";"Agnieszka Maria POŁEĆ - nr na liście 6";"Teresa Genowefa RUKSZTEŁŁO - nr na liście 7";"Marika ZENOWICZ - nr na liście 8";"Genowefa Grażyna SZCZEPAŃSKA - nr na liście 9";"Marek CHRAPAN - nr na liście 10";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Jacek PROTAS - nr na liście 1";"Bernadeta Justyna HORDEJUK - nr na liście 2";"Elżbieta Kazimiera GELERT - nr na liście 3";"Piotr CIEŚLIŃSKI - nr na liście 4";"Ewa Barbara DEMBEK - nr na liście 5";"Katarzyna KRÓLAK - nr na liście 6";"Marian JANICKI - nr na liście 7";"Leszek Jan DZIĄG - nr na liście 8";"Elżbieta ZABŁOCKA - nr na liście 9";"Antoni CZYŻYK - nr na liście 10";"Ryszard KOWALSKI - nr na liście 11";"Krystyna JANCZEWSKA - nr na liście 12";"Marek BORKOWSKI - nr na liście 13";"Angelika Jolanta DOMAŃSKA - nr na liście 14";"Łukasz PIŚKIEWICZ - nr na liście 15";"Miron SYCZ - nr na liście 16";"Lista nr 8 - KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Wojciech Adam PENKALSKI - nr na liście 1";"Agnieszka FALKOWSKA - nr na liście 2";"Stanisław Czesław JASINA - nr na liście 3";"Agnieszka Anna KUCIŃSKA - nr na liście 4";"Krzysztof KĘPIŃSKI - nr na liście 5";"Anita KOWALSKA - nr na liście 6";"Tomasz ORŁOWSKI - nr na liście 7";"Monika Marcjanna LEWANDOWSKA - nr na liście 8";"Jarosław DREWA - nr na liście 9";"Jolanta KWAŚNIEWSKA - nr na liście 10";"Piotr Roman BANACH - nr na liście 11";"Ryszard NAŁĘCZ - nr na liście 12";"Anna ŁOŻYŃSKA - nr na liście 13";"Mariusz Wojciech ZAORSKI - nr na liście 14";"Anna SYCZ - nr na liście 15"
"ade5-6181-d360-120b-694a-f29a-61ac-912f";"281509";"34";"14";"wieś";"stały";"Środowiskowy Dom Samopomocy w Wygodzie, Wygoda 10, 14-120 Dąbrówno";"gm. Ostróda";"ostródzki";"warmińsko-mazurskie";"510";"555";"289";"221";"0";"4";"0";"0";"0";"0";"0";"0";"0";"221";"0";"0";"221";"9";"7";"2";"0";"212";"51";"35";"7";"0";"0";"1";"0";"2";"0";"1";"3";"1";"0";"1";"0";"0";"0";"101";"25";"3";"54";"3";"2";"2";"0";"0";"2";"0";"6";"0";"3";"0";"0";"1";"9";"4";"1";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"8";"5";"1";"1";"1";"0";"0";"0";"0";"0";"0";"40";"24";"2";"2";"3";"1";"1";"0";"0";"2";"1";"0";"0";"1";"3";"0";"0";"3";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"4eb3-9d51-11c3-0b5e-a753-f4eb-e12c-2a01";"281509";"34";"15";"wieś";"stały";"Szkoła Mistrzostwa Sportowego w Ostródzie, ul. Adama Mickiewicza 32, 14-100 Ostróda";"gm. Ostróda";"ostródzki";"warmińsko-mazurskie";"861";"970";"324";"537";"0";"38";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"6";"3";"3";"0";"531";"51";"25";"6";"0";"2";"0";"4";"2";"0";"1";"0";"0";"0";"3";"2";"1";"5";"158";"19";"9";"104";"7";"0";"1";"1";"3";"0";"1";"3";"5";"0";"4";"1";"0";"97";"51";"18";"8";"0";"0";"3";"1";"0";"0";"3";"3";"0";"2";"1";"7";"30";"16";"2";"2";"3";"2";"0";"0";"2";"3";"0";"185";"90";"14";"9";"29";"4";"17";"0";"0";"1";"0";"14";"0";"1";"0";"0";"6";"10";"0";"2";"1";"3";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"1"
"c669-7f42-efc1-d5f7-f29e-1a26-623e-153d";"286101";"34";"1";"miasto";"stały";"Ośrodek Rehabilitacyjno-Edukacyjno-Wychowawczy Koło PSONI w Elblągu, ul. Szarych Szeregów 32, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1694";"1839";"555";"1139";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1137";"0";"0";"1137";"4";"3";"1";"0";"1133";"64";"18";"2";"1";"14";"8";"10";"2";"0";"1";"0";"3";"0";"0";"3";"1";"1";"426";"87";"217";"13";"8";"11";"2";"44";"6";"7";"1";"9";"6";"5";"1";"0";"9";"138";"53";"54";"4";"3";"1";"2";"2";"2";"6";"0";"2";"1";"0";"4";"4";"68";"36";"9";"4";"6";"6";"1";"0";"2";"0";"4";"420";"117";"2";"183";"50";"2";"1";"0";"0";"2";"41";"0";"3";"0";"5";"10";"4";"17";"3";"1";"0";"1";"0";"0";"0";"0";"0";"3";"1";"1";"0";"0";"7"
"a221-f25e-2387-7fcd-ba7f-dabe-cf4b-808b";"286101";"34";"2";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Józefa Wybickiego 20, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1611";"1725";"472";"1139";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1139";"0";"0";"1139";"5";"4";"1";"0";"1134";"46";"13";"2";"2";"9";"2";"5";"1";"2";"1";"2";"0";"1";"0";"3";"0";"3";"498";"100";"260";"14";"5";"11";"0";"67";"3";"9";"2";"13";"4";"4";"2";"1";"3";"152";"50";"62";"6";"15";"5";"4";"1";"1";"5";"0";"0";"0";"0";"0";"3";"46";"26";"6";"0";"2";"2";"4";"0";"1";"1";"4";"375";"94";"5";"155";"44";"2";"1";"0";"0";"4";"35";"1";"2";"3";"1";"24";"4";"17";"2";"3";"0";"0";"1";"2";"0";"2";"0";"2";"1";"0";"0";"0";"4"
"23ff-4584-cafa-bf11-3e81-937e-06b0-907f";"286101";"34";"3";"miasto";"stały";"Przedszkole Niepubliczne ""Akademia Krasnoludków"", ul. Macieja Kalenkiewicza 24, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1217";"1321";"366";"851";"0";"2";"0";"0";"0";"0";"0";"0";"0";"851";"0";"0";"851";"9";"2";"7";"0";"842";"36";"12";"3";"3";"5";"4";"2";"1";"0";"2";"0";"0";"1";"0";"0";"1";"2";"338";"81";"153";"11";"5";"11";"1";"44";"10";"6";"2";"5";"3";"2";"1";"0";"3";"126";"41";"46";"10";"8";"2";"2";"0";"0";"7";"3";"0";"1";"0";"1";"5";"32";"13";"7";"1";"4";"0";"4";"0";"0";"2";"1";"294";"74";"4";"118";"43";"3";"1";"1";"0";"2";"32";"0";"1";"1";"0";"9";"5";"16";"3";"2";"1";"1";"1";"2";"0";"0";"0";"2";"2";"0";"1";"0";"1"
"a810-df30-be69-7487-f019-341d-3abd-6a1c";"286101";"34";"4";"miasto";"stały";"Przedszkole Nr 21, ul. Wiejska 6, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1685";"1815";"625";"1060";"5";"0";"0";"0";"0";"0";"0";"0";"0";"1059";"0";"1";"1058";"13";"9";"4";"0";"1045";"53";"13";"4";"3";"13";"6";"6";"1";"0";"1";"0";"0";"0";"0";"4";"1";"1";"423";"90";"208";"8";"9";"15";"4";"65";"0";"7";"5";"5";"0";"2";"1";"0";"4";"126";"55";"39";"3";"12";"0";"0";"0";"1";"5";"1";"0";"3";"0";"3";"4";"65";"32";"14";"5";"2";"1";"3";"1";"2";"2";"3";"362";"100";"3";"153";"34";"2";"5";"1";"1";"3";"37";"0";"2";"2";"7";"8";"4";"16";"4";"2";"1";"1";"1";"1";"1";"0";"1";"4";"0";"0";"0";"0";"0"
"4055-7332-cd57-7180-75b0-bef5-bc69-0996";"286101";"34";"5";"miasto";"stały";"Spółdzielnia Mieszkaniowa ""Zakrzewo"", ul. Robotnicza 246, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1575";"1669";"520";"1055";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1054";"0";"0";"1054";"4";"3";"1";"0";"1050";"57";"20";"2";"7";"0";"14";"5";"0";"1";"1";"0";"2";"1";"2";"1";"1";"0";"362";"79";"176";"4";"10";"17";"2";"47";"5";"3";"3";"5";"3";"6";"0";"0";"2";"208";"54";"100";"10";"20";"2";"4";"0";"1";"5";"0";"0";"4";"1";"3";"4";"41";"20";"3";"0";"2";"2";"3";"0";"5";"3";"3";"349";"91";"2";"153";"41";"1";"3";"1";"3";"1";"34";"3";"1";"1";"2";"12";"0";"33";"4";"6";"2";"1";"1";"2";"2";"3";"1";"4";"3";"2";"0";"0";"2"
"24a7-6928-09ae-2101-3219-c396-4d71-e52e";"286101";"34";"6";"miasto";"stały";"Szkoła Podstawowa Nr 18, ul. Węgrowska 1, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1356";"1483";"419";"937";"2";"8";"0";"0";"0";"0";"0";"0";"0";"937";"0";"0";"937";"8";"7";"1";"0";"929";"66";"8";"3";"0";"25";"11";"4";"0";"3";"1";"0";"1";"0";"0";"8";"0";"2";"248";"68";"122";"2";"3";"5";"1";"31";"1";"2";"2";"3";"1";"3";"3";"0";"1";"146";"47";"53";"5";"19";"2";"0";"1";"0";"3";"7";"1";"2";"0";"1";"5";"55";"23";"10";"0";"1";"6";"6";"2";"2";"3";"2";"391";"105";"4";"147";"43";"2";"3";"1";"0";"0";"53";"0";"1";"1";"1";"26";"4";"23";"9";"1";"0";"1";"2";"2";"1";"0";"0";"1";"1";"0";"3";"0";"2"
"7422-15ca-69d6-6bda-3619-241d-7080-f022";"286101";"34";"7";"miasto";"stały";"Zespół Szkół Inżynierii Środowiska i Usług, ul. Obrońców Pokoju 44, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"719";"778";"380";"339";"0";"0";"0";"0";"0";"0";"0";"0";"0";"339";"0";"0";"339";"3";"2";"1";"0";"336";"32";"9";"5";"0";"2";"4";"1";"0";"0";"2";"3";"1";"0";"0";"3";"0";"2";"143";"34";"78";"4";"3";"3";"1";"14";"0";"1";"0";"1";"2";"0";"0";"0";"2";"31";"14";"8";"0";"0";"1";"2";"0";"0";"3";"0";"0";"0";"0";"1";"2";"21";"9";"3";"2";"1";"1";"2";"0";"0";"3";"0";"102";"30";"2";"47";"10";"2";"1";"1";"0";"1";"2";"0";"0";"0";"2";"2";"2";"7";"2";"2";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"549e-604e-96e2-2552-3490-1bc1-fd22-f2d9";"286101";"34";"8";"miasto";"stały";"Szkoła Podstawowa Nr 18, ul. Węgrowska 1, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1416";"1513";"492";"924";"0";"5";"0";"0";"0";"0";"0";"0";"0";"924";"0";"0";"924";"8";"5";"3";"0";"916";"49";"21";"0";"2";"8";"5";"5";"0";"1";"0";"1";"0";"1";"0";"2";"0";"3";"299";"73";"148";"2";"2";"11";"1";"41";"2";"2";"1";"7";"3";"2";"1";"1";"2";"161";"47";"53";"6";"36";"2";"3";"0";"2";"5";"1";"0";"0";"1";"0";"5";"42";"22";"7";"1";"4";"0";"7";"1";"0";"0";"0";"339";"86";"6";"162";"18";"2";"4";"5";"0";"0";"30";"2";"0";"0";"4";"15";"5";"26";"2";"3";"2";"0";"2";"2";"0";"2";"0";"4";"4";"1";"0";"1";"3"
"27ae-e8b8-7354-50b4-4e50-9eb2-05d2-3572";"286101";"34";"9";"miasto";"stały";"Świetlica w Próchniku, ul. Strumykowa 35, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"548";"606";"189";"359";"0";"4";"1";"1";"0";"0";"0";"0";"1";"360";"1";"0";"360";"1";"0";"1";"0";"359";"28";"9";"1";"0";"12";"2";"0";"0";"0";"2";"0";"0";"1";"0";"0";"0";"1";"105";"23";"60";"2";"3";"5";"0";"4";"0";"1";"0";"1";"2";"2";"1";"0";"1";"79";"19";"36";"1";"21";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"21";"12";"4";"0";"0";"0";"2";"1";"1";"0";"1";"117";"31";"1";"49";"12";"2";"0";"0";"0";"0";"13";"1";"0";"1";"2";"3";"2";"9";"1";"2";"0";"1";"0";"2";"0";"0";"0";"0";"1";"1";"0";"0";"1"
"ad9c-474c-d7bf-8e70-b78c-b041-5cfd-cda3";"286101";"34";"10";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Janusza Korczaka 34, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1223";"1331";"386";"837";"0";"2";"0";"0";"0";"0";"0";"0";"0";"837";"0";"0";"837";"7";"2";"5";"0";"830";"49";"10";"6";"1";"15";"6";"3";"0";"0";"2";"0";"0";"3";"0";"0";"0";"3";"293";"58";"165";"5";"5";"8";"1";"37";"3";"2";"2";"4";"0";"1";"1";"0";"1";"113";"45";"42";"2";"9";"3";"2";"0";"0";"1";"2";"1";"2";"0";"0";"4";"34";"20";"3";"5";"0";"1";"1";"1";"1";"1";"1";"324";"76";"6";"150";"33";"2";"3";"1";"2";"1";"29";"0";"3";"0";"2";"12";"4";"17";"1";"4";"1";"1";"0";"1";"3";"1";"0";"3";"1";"0";"0";"0";"1"
"c557-edae-fc27-5fc5-8a05-914f-ab69-5dc7";"286101";"34";"11";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Janusza Korczaka 34, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1548";"1638";"487";"1061";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1061";"0";"0";"1061";"9";"7";"2";"0";"1052";"72";"18";"4";"0";"17";"8";"4";"4";"2";"2";"0";"0";"2";"0";"8";"1";"2";"419";"105";"225";"5";"12";"7";"2";"34";"1";"6";"0";"8";"2";"4";"3";"0";"5";"133";"49";"41";"9";"12";"2";"5";"1";"4";"2";"0";"2";"0";"0";"1";"5";"43";"23";"9";"1";"2";"2";"1";"1";"0";"1";"3";"364";"91";"1";"146";"51";"2";"2";"0";"1";"1";"32";"1";"2";"2";"2";"22";"8";"21";"5";"4";"2";"1";"1";"3";"0";"0";"0";"2";"1";"0";"0";"0";"2"
"c39b-698e-fdbe-83ea-8a5d-a130-1b26-5607";"286101";"34";"12";"miasto";"stały";"Przedszkole Nr 24, ul. Jana Brzechwy 5, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1968";"2126";"573";"1395";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1395";"0";"0";"1395";"3";"3";"0";"0";"1392";"82";"16";"4";"0";"31";"4";"11";"0";"1";"1";"2";"1";"3";"0";"5";"0";"3";"516";"125";"258";"13";"10";"9";"3";"53";"4";"4";"4";"12";"10";"4";"3";"1";"3";"221";"79";"79";"3";"26";"1";"5";"2";"2";"6";"2";"1";"2";"1";"6";"6";"68";"33";"8";"4";"2";"3";"6";"0";"3";"6";"3";"487";"120";"7";"220";"47";"2";"3";"0";"3";"1";"50";"0";"0";"1";"6";"18";"9";"18";"6";"3";"0";"3";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"3"
"6793-fe2f-416e-3868-7d3b-f9df-716d-2106";"286101";"34";"13";"miasto";"stały";"Przedszkole Nr 24, ul. Jana Brzechwy 5, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"2050";"2311";"600";"1450";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1450";"0";"0";"1450";"5";"4";"1";"0";"1445";"98";"25";"9";"2";"27";"7";"10";"1";"3";"2";"0";"0";"3";"3";"1";"0";"5";"383";"100";"178";"7";"11";"14";"2";"40";"2";"5";"1";"6";"4";"2";"6";"1";"4";"240";"82";"105";"9";"21";"1";"5";"0";"1";"2";"0";"0";"1";"2";"6";"5";"82";"45";"15";"0";"4";"3";"6";"0";"3";"3";"3";"604";"127";"7";"271";"50";"5";"8";"0";"3";"2";"82";"0";"1";"3";"1";"26";"18";"38";"6";"6";"0";"3";"0";"1";"3";"3";"0";"7";"3";"0";"0";"0";"6"
"7273-986d-ea29-7b4f-2065-ac0e-b198-2ae4";"286101";"34";"14";"miasto";"stały";"Szkoła Podstawowa Nr 15, ul. Modlińska 39, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1943";"2085";"534";"1409";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1409";"0";"0";"1409";"10";"4";"6";"0";"1399";"87";"31";"9";"2";"24";"6";"11";"0";"0";"0";"1";"0";"1";"1";"0";"0";"1";"479";"96";"227";"14";"7";"13";"4";"61";"5";"8";"4";"13";"3";"3";"14";"0";"7";"223";"61";"95";"9";"22";"5";"4";"1";"2";"6";"2";"0";"0";"1";"3";"12";"88";"36";"20";"5";"2";"4";"10";"0";"2";"3";"6";"498";"153";"4";"186";"55";"2";"5";"0";"1";"1";"55";"1";"2";"0";"2";"14";"17";"24";"5";"6";"2";"0";"1";"0";"2";"2";"0";"2";"0";"1";"0";"1";"2"
"c9fc-e31c-7074-a9a4-7653-daa2-2765-8dcb";"286101";"34";"15";"miasto";"stały";"Szkoła Podstawowa Nr 15, ul. Modlińska 39, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1752";"1879";"674";"1078";"0";"2";"1";"1";"0";"0";"0";"0";"1";"1079";"1";"0";"1079";"10";"3";"7";"0";"1069";"62";"21";"1";"0";"9";"6";"7";"1";"4";"2";"3";"0";"0";"1";"3";"0";"4";"347";"86";"157";"8";"6";"12";"4";"42";"0";"6";"3";"9";"3";"7";"1";"0";"3";"201";"49";"96";"10";"16";"4";"2";"1";"2";"9";"0";"1";"4";"0";"2";"5";"60";"32";"10";"3";"4";"6";"3";"1";"0";"0";"1";"376";"92";"2";"165";"40";"3";"2";"0";"0";"0";"38";"0";"0";"0";"1";"25";"8";"23";"1";"5";"1";"1";"0";"2";"2";"0";"0";"4";"0";"1";"2";"0";"4"
"1a74-9e32-d2a9-15ef-76d5-e546-4641-5561";"286101";"34";"16";"miasto";"stały";"Przedszkole Niepubliczne ""Wiki"", ul. Częstochowska 5, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1739";"1858";"533";"1206";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1206";"0";"0";"1206";"15";"6";"9";"0";"1191";"75";"16";"4";"2";"16";"11";"11";"0";"1";"1";"1";"0";"2";"0";"5";"1";"4";"450";"126";"213";"6";"11";"10";"0";"51";"3";"2";"5";"13";"0";"6";"0";"1";"3";"149";"59";"50";"6";"9";"2";"2";"0";"2";"7";"2";"0";"2";"0";"2";"6";"65";"35";"13";"3";"5";"1";"5";"0";"0";"3";"0";"426";"110";"4";"180";"53";"4";"2";"2";"0";"1";"39";"0";"2";"1";"3";"15";"10";"26";"5";"6";"8";"1";"2";"0";"0";"0";"2";"1";"0";"0";"0";"0";"1"
"6946-9a06-a748-9b50-e41a-feda-49ff-3abd";"286101";"34";"17";"miasto";"stały";"NZOZ Młodzieżowy Ośrodek Terapeutyczny KARAN, ul. Królewiecka 197, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1251";"1363";"335";"916";"0";"0";"1";"1";"1";"0";"0";"0";"0";"916";"0";"0";"916";"9";"3";"6";"0";"907";"65";"11";"6";"2";"18";"2";"8";"3";"6";"0";"0";"0";"2";"2";"3";"0";"2";"276";"73";"132";"3";"6";"8";"0";"35";"2";"2";"2";"4";"4";"3";"0";"1";"1";"142";"39";"63";"9";"14";"1";"2";"2";"0";"2";"3";"2";"0";"1";"3";"1";"50";"29";"4";"1";"2";"2";"5";"1";"3";"1";"2";"361";"80";"1";"168";"40";"5";"4";"2";"1";"3";"30";"1";"1";"1";"5";"13";"6";"13";"5";"0";"2";"1";"0";"0";"1";"1";"0";"0";"1";"0";"1";"0";"1"
"f399-dd72-b209-3839-617d-6bf4-4748-8aa1";"286101";"34";"18";"miasto";"stały";"Przedszkole Niepubliczne ""Bajka"", ul. Lubraniecka 19, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1611";"1773";"565";"1046";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1046";"0";"0";"1046";"11";"2";"9";"0";"1035";"68";"15";"7";"3";"12";"4";"7";"4";"1";"1";"1";"0";"2";"3";"3";"0";"5";"409";"103";"187";"7";"9";"16";"2";"54";"2";"4";"3";"12";"2";"2";"3";"0";"3";"150";"53";"52";"16";"7";"2";"0";"0";"3";"6";"1";"1";"0";"0";"2";"7";"60";"27";"7";"4";"1";"4";"8";"2";"4";"1";"2";"323";"77";"3";"119";"44";"4";"3";"2";"0";"3";"50";"1";"4";"0";"0";"10";"3";"25";"4";"3";"0";"2";"0";"4";"1";"2";"0";"3";"1";"1";"0";"0";"4"
"f8bd-4094-3c98-b86b-2513-db2b-7680-0549";"286101";"34";"19";"miasto";"stały";"Zespół Szkół Zawodowych Nr 1, ul. Robotnicza 173, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1515";"1633";"433";"1082";"1";"5";"1";"1";"0";"0";"0";"0";"1";"1083";"1";"0";"1083";"9";"5";"4";"0";"1074";"53";"11";"6";"2";"9";"7";"4";"0";"0";"2";"0";"2";"0";"2";"4";"0";"4";"314";"90";"157";"1";"7";"9";"2";"23";"1";"4";"1";"4";"3";"2";"1";"2";"7";"235";"71";"91";"5";"31";"3";"2";"0";"2";"6";"3";"1";"3";"0";"3";"14";"47";"23";"4";"3";"4";"2";"4";"1";"1";"1";"4";"409";"98";"4";"188";"34";"0";"4";"1";"0";"0";"55";"0";"0";"1";"5";"18";"1";"16";"2";"3";"3";"0";"0";"2";"0";"0";"0";"3";"1";"0";"0";"0";"2"
"76a1-3d4a-5ca3-f3c6-fb7f-33af-5d88-1237";"286101";"34";"20";"miasto";"stały";"Zespół Szkół Zawodowych Nr 1, ul. Robotnicza 173, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1569";"1690";"529";"1040";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1040";"0";"0";"1040";"16";"11";"5";"0";"1024";"57";"17";"5";"1";"13";"9";"5";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"360";"94";"176";"9";"4";"10";"4";"47";"1";"2";"0";"7";"2";"0";"1";"0";"3";"144";"58";"53";"7";"5";"3";"1";"1";"0";"7";"1";"1";"2";"0";"1";"4";"71";"38";"8";"5";"3";"4";"6";"1";"3";"2";"1";"372";"105";"2";"145";"36";"0";"6";"0";"1";"3";"44";"1";"2";"1";"1";"19";"6";"20";"3";"2";"2";"2";"0";"1";"0";"3";"1";"4";"0";"0";"0";"1";"1"
