"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jan DOBRZYŃSKI";"Mariusz Krzysztof GROMKO";"Wanda JANKOWSKA";"Zbigniew NIKITOROWICZ"
"3767-1cf8-1256-1939-2591-b4fb-757e-a9dd";"206101";"60";"62";"miasto";"stały";"Prywatna Szkoła Podstawowa Nr 1, ul. Boruty 18, 15-157 Białystok";"m. Białystok";"Białystok";"podlaskie";"900";"974";"206";"694";"0";"3";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"16";"11";"5";"0";"676";"46";"310";"60";"260"
"0042-ebb6-400a-e314-5cf7-248e-9e79-84a4";"206101";"60";"63";"miasto";"stały";"Prywatna Szkoła Podstawowa Nr 1, ul. Boruty 18, 15-157 Białystok";"m. Białystok";"Białystok";"podlaskie";"1601";"1750";"296";"1305";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1308";"0";"2";"1306";"18";"4";"14";"0";"1288";"102";"457";"105";"624"
"b1df-bb43-4577-6949-1063-e6b4-a3fc-6168";"206101";"60";"64";"miasto";"stały";"VI Liceum Ogólnokształcące, ul. Warszawska 8, 15-063 Białystok";"m. Białystok";"Białystok";"podlaskie";"630";"682";"183";"447";"0";"5";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"16";"4";"12";"0";"431";"28";"180";"41";"182"
"7e6e-975b-4248-c8ae-b5d2-2ad0-b828-72f8";"206101";"60";"65";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 3 (III Liceum Ogólnokształcące), ul. Pałacowa 2/1, 15-042 Białystok";"m. Białystok";"Białystok";"podlaskie";"1198";"1317";"258";"940";"3";"19";"1";"1";"0";"0";"0";"0";"1";"941";"1";"0";"941";"16";"2";"14";"0";"925";"66";"260";"71";"528"
"e1be-a400-4ae2-af57-6fb1-72aa-ad7a-c3b9";"206101";"60";"66";"miasto";"stały";"Przedszkole Samorządowe Nr 22, ul. Łąkowa 17, 15-017 Białystok";"m. Białystok";"Białystok";"podlaskie";"770";"950";"83";"687";"1";"10";"0";"0";"0";"0";"0";"0";"0";"687";"0";"0";"687";"13";"4";"9";"0";"674";"51";"261";"78";"284"
"d6fc-1e80-2e0e-384d-953f-fb56-6a9c-5a9a";"206101";"60";"67";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Kamienna 15, 15-021 Białystok";"m. Białystok";"Białystok";"podlaskie";"1149";"1249";"237";"912";"0";"2";"0";"0";"0";"0";"0";"0";"0";"912";"0";"0";"912";"17";"3";"14";"0";"895";"50";"296";"106";"443"
"cdef-b89b-3efb-ae92-627b-c22f-6422-5beb";"206101";"60";"68";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Kamienna 15, 15-021 Białystok";"m. Białystok";"Białystok";"podlaskie";"1320";"1465";"356";"964";"2";"6";"0";"0";"0";"0";"0";"0";"0";"964";"0";"0";"964";"17";"1";"16";"0";"947";"74";"341";"92";"440"
"5a5d-8461-48c5-d604-1fc9-8d68-dd90-deaa";"206101";"60";"69";"miasto";"stały";"Zespół Szkół Budowlano-Geodezyjnych, ul. Słonimska 47/1, 15-029 Białystok";"m. Białystok";"Białystok";"podlaskie";"1431";"1546";"354";"1077";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1077";"0";"0";"1077";"17";"6";"11";"0";"1060";"91";"382";"132";"455"
"ff9f-9984-f852-a8a2-cfa0-e343-3e80-ac1a";"206101";"60";"70";"miasto";"stały";"Szkoła Podstawowa nr 10, ul. Spacerowa 6, 15-040 Białystok";"m. Białystok";"Białystok";"podlaskie";"931";"1036";"263";"668";"1";"3";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"10";"4";"6";"0";"658";"48";"271";"55";"284"
"de54-804c-bec9-9c50-9890-00b6-1d12-e2c7";"206101";"60";"71";"miasto";"stały";"Szkoła Podstawowa nr 10, ul. Spacerowa 6, 15-040 Białystok";"m. Białystok";"Białystok";"podlaskie";"1253";"1367";"348";"905";"1";"2";"0";"0";"0";"0";"0";"0";"0";"905";"0";"0";"905";"14";"5";"9";"0";"891";"71";"344";"83";"393"
"17e2-3dfe-7118-e229-966f-528a-b35d-6368";"206101";"60";"72";"miasto";"stały";"Przedszkole Samorządowe Nr 68, ul. Mieszka I 19, 15-054 Białystok";"m. Białystok";"Białystok";"podlaskie";"1381";"1523";"400";"981";"0";"9";"0";"0";"0";"0";"0";"0";"0";"981";"0";"0";"981";"21";"8";"13";"0";"960";"78";"379";"74";"429"
"5d4c-e861-34b1-30bd-392c-c1d8-3e30-311b";"206101";"60";"73";"miasto";"stały";"Szkoła Podstawowa Nr 19, ul. Mieszka I 18, 15-054 Białystok";"m. Białystok";"Białystok";"podlaskie";"1530";"1717";"250";"1280";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1280";"0";"0";"1280";"27";"3";"24";"0";"1253";"75";"387";"137";"654"
"d54d-caec-3567-833e-5a2e-c338-fd23-bab3";"206101";"60";"74";"miasto";"stały";"Szkoła Podstawowa Nr 19, ul. Mieszka I 18, 15-054 Białystok";"m. Białystok";"Białystok";"podlaskie";"1199";"1336";"306";"893";"1";"9";"0";"0";"0";"0";"0";"0";"0";"893";"0";"0";"893";"7";"2";"5";"0";"886";"51";"370";"103";"362"
"2070-e844-5df0-4e2b-d937-93a8-d429-364a";"206101";"60";"75";"miasto";"stały";"Szkoła Podstawowa Nr 19, ul. Mieszka I 18, 15-054 Białystok";"m. Białystok";"Białystok";"podlaskie";"1290";"1433";"319";"971";"3";"11";"0";"0";"0";"0";"0";"0";"0";"971";"0";"0";"971";"17";"6";"11";"0";"954";"83";"352";"84";"435"
"4d33-635b-2b96-5093-778e-35df-7c29-71a9";"206101";"60";"76";"miasto";"stały";"Szkoła Podstawowa Nr 19, ul. Mieszka I 18, 15-054 Białystok";"m. Białystok";"Białystok";"podlaskie";"1201";"1329";"302";"899";"1";"2";"0";"0";"0";"0";"0";"0";"0";"899";"0";"0";"899";"19";"4";"15";"0";"880";"46";"362";"86";"386"
"fc21-f8de-9370-e033-333e-0404-4ca0-2241";"206101";"60";"77";"miasto";"stały";"Zespół Szkół Budowlano-Geodezyjnych, ul. Słonimska 47/1, 15-029 Białystok";"m. Białystok";"Białystok";"podlaskie";"960";"1052";"258";"702";"0";"3";"0";"0";"0";"0";"0";"0";"0";"702";"0";"0";"702";"14";"4";"10";"0";"688";"49";"262";"66";"311"
"e87e-dc11-2318-a5ba-5898-d236-1d19-6b85";"206101";"60";"78";"miasto";"stały";"VIII Liceum Ogólnokształcące, ul. Piastowska 5, 15-207 Białystok";"m. Białystok";"Białystok";"podlaskie";"991";"1081";"270";"721";"1";"6";"0";"0";"0";"0";"0";"0";"0";"721";"0";"0";"721";"12";"6";"6";"0";"709";"65";"286";"61";"297"
"9402-0e89-7dc9-8485-9a1a-dd56-6090-8794";"206101";"60";"79";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 3, ul. Piastowska 3D, 15-207 Białystok";"m. Białystok";"Białystok";"podlaskie";"1101";"1235";"331";"770";"1";"15";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"18";"8";"10";"0";"752";"50";"305";"84";"313"
"b716-8789-d04f-f40a-0f50-daae-9b97-1a18";"206101";"60";"80";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 3, ul. Piastowska 3D, 15-207 Białystok";"m. Białystok";"Białystok";"podlaskie";"1181";"1313";"320";"861";"0";"1";"1";"1";"0";"0";"0";"0";"1";"862";"1";"0";"862";"12";"5";"7";"0";"850";"64";"320";"73";"393"
"36f2-bfed-a84b-61eb-9874-1eb8-6c8c-248c";"206101";"60";"81";"miasto";"stały";"Internat VIII Liceum Ogólnokształcącego, ul. Piastowska 5, 15-207 Białystok";"m. Białystok";"Białystok";"podlaskie";"890";"977";"290";"600";"0";"7";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"600";"11";"3";"8";"0";"589";"43";"229";"44";"273"
"f08e-9dcc-5376-4979-8ff8-2198-172c-9508";"206101";"60";"82";"miasto";"stały";"Zespół Szkół Ogólnokształcących Mistrzostwa Sportowego, ul. Konopnickiej 3, 15-215 Białystok";"m. Białystok";"Białystok";"podlaskie";"1341";"1494";"320";"1021";"4";"21";"1";"1";"0";"0";"0";"0";"1";"1021";"1";"0";"1021";"14";"3";"11";"0";"1007";"72";"381";"88";"466"
"acff-60cf-e5d1-6766-5759-6200-c384-ed5f";"206101";"60";"83";"miasto";"stały";"Zespół Szkół Ogólnokształcących Mistrzostwa Sportowego, ul. Konopnickiej 3, 15-215 Białystok";"m. Białystok";"Białystok";"podlaskie";"1001";"1112";"212";"789";"7";"4";"0";"0";"0";"0";"0";"0";"0";"789";"0";"0";"789";"21";"10";"11";"0";"768";"55";"307";"58";"348"
"eb73-2f2d-80f8-37d7-9ef2-77b8-81a8-0a89";"206101";"60";"84";"miasto";"stały";"XI Liceum Ogólnokształcące, ul. Grottgera 9, 15-225 Białystok";"m. Białystok";"Białystok";"podlaskie";"1280";"1280";"404";"876";"1";"12";"0";"0";"0";"0";"0";"0";"0";"876";"0";"0";"876";"16";"9";"7";"0";"860";"49";"312";"71";"428"
"60a4-789c-b498-1b40-ed99-630b-5bc2-4a62";"206101";"60";"85";"miasto";"stały";"XI Liceum Ogólnokształcące, ul. Grottgera 9, 15-225 Białystok";"m. Białystok";"Białystok";"podlaskie";"1070";"1183";"263";"807";"3";"5";"0";"0";"0";"0";"0";"0";"0";"807";"0";"0";"807";"20";"7";"13";"0";"787";"37";"290";"83";"377"
"15cc-7750-9c01-0caf-e008-0b21-5fa9-0622";"206101";"60";"86";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Gdańska 23/1, 15-249 Białystok";"m. Białystok";"Białystok";"podlaskie";"999";"1088";"254";"745";"4";"6";"1";"1";"0";"0";"0";"0";"1";"746";"1";"0";"746";"16";"3";"13";"0";"730";"59";"315";"50";"306"
"5f5e-5f73-8034-0e2c-d8fe-fff9-c187-b724";"206101";"60";"87";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Gdańska 23/1, 15-249 Białystok";"m. Białystok";"Białystok";"podlaskie";"1321";"1441";"310";"1011";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1011";"0";"0";"1011";"19";"3";"16";"0";"992";"73";"372";"86";"461"
"b8e9-cf87-df3a-13e5-c586-bc20-7826-0022";"206101";"60";"88";"miasto";"stały";"Szkoła Podstawowa Nr 28, ul. Warmińska 55, 15-553 Białystok";"m. Białystok";"Białystok";"podlaskie";"1010";"1106";"263";"747";"0";"6";"0";"0";"0";"0";"0";"0";"0";"747";"0";"0";"747";"15";"6";"9";"0";"732";"51";"258";"67";"356"
"7745-e3ff-7805-1db2-06e3-db53-d760-0832";"206101";"60";"89";"miasto";"stały";"Szkoła Podstawowa Nr 28, ul. Warmińska 55, 15-553 Białystok";"m. Białystok";"Białystok";"podlaskie";"1094";"1197";"314";"780";"0";"3";"0";"0";"0";"0";"0";"0";"0";"780";"0";"0";"780";"18";"5";"13";"0";"762";"53";"264";"91";"354"
"8a2c-8a57-569e-450d-54d5-d022-db00-3a94";"206101";"60";"90";"miasto";"stały";"Szkoła Podstawowa nr 20, ul. Leśna 30, 15-559 Białystok";"m. Białystok";"Białystok";"podlaskie";"1461";"1593";"452";"1009";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1009";"0";"0";"1009";"24";"8";"16";"0";"985";"60";"381";"96";"448"
"15cd-cab3-688e-1b10-4d6b-bf8a-ff59-777e";"206101";"60";"91";"miasto";"stały";"Szkoła Podstawowa nr 20, ul. Leśna 30, 15-559 Białystok";"m. Białystok";"Białystok";"podlaskie";"1308";"1432";"328";"980";"0";"7";"0";"0";"0";"0";"0";"0";"0";"980";"0";"0";"980";"24";"4";"20";"0";"956";"73";"341";"93";"449"
"ffcc-5bdf-75b1-b16c-2dd0-a850-a26c-bc70";"206101";"60";"92";"miasto";"stały";"Szkoła Podstawowa nr 20, ul. Leśna 30, 15-559 Białystok";"m. Białystok";"Białystok";"podlaskie";"1103";"1215";"333";"770";"2";"4";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"9";"1";"8";"0";"761";"72";"311";"80";"298"
"90c6-738a-a75a-a809-ef8e-3408-f5e0-f699";"206101";"60";"93";"miasto";"stały";"Szkoła Podstawowa nr 31, ul. Żurawia 12, 15-540 Białystok";"m. Białystok";"Białystok";"podlaskie";"1130";"1237";"299";"831";"0";"0";"0";"0";"0";"0";"0";"0";"0";"831";"0";"0";"831";"9";"3";"6";"0";"822";"65";"253";"97";"407"
"ce48-688a-d653-275e-b295-39fc-1b6c-ed4b";"206101";"60";"94";"miasto";"stały";"Szkoła Podstawowa nr 31, ul. Żurawia 12, 15-540 Białystok";"m. Białystok";"Białystok";"podlaskie";"1020";"1108";"363";"657";"3";"0";"0";"0";"0";"0";"0";"0";"0";"657";"0";"0";"657";"15";"1";"14";"0";"642";"54";"283";"52";"253"
"7ab1-9814-1755-3ed1-550e-cc37-0858-7f2a";"206101";"60";"95";"miasto";"stały";"Szkoła Podstawowa nr 52, ul. Dojlidy Górne 48, 15-572 Białystok";"m. Białystok";"Białystok";"podlaskie";"1092";"1220";"273";"819";"0";"2";"0";"0";"0";"0";"0";"0";"0";"819";"0";"0";"819";"14";"4";"10";"0";"805";"45";"413";"71";"276"
"fbcf-bd33-c424-71e3-8ea0-fead-9c3b-c89e";"206101";"60";"96";"miasto";"stały";"Szkoła Podstawowa nr 52, ul. Dojlidy Górne 48, 15-572 Białystok";"m. Białystok";"Białystok";"podlaskie";"1392";"1558";"278";"1114";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1114";"0";"0";"1114";"18";"6";"12";"0";"1096";"65";"409";"111";"511"
"188d-8617-31a7-5d7b-523c-9cd5-dcf6-0765";"206101";"60";"97";"miasto";"stały";"Szkoła Podstawowa nr 52, ul. Dojlidy Górne 48, 15-572 Białystok";"m. Białystok";"Białystok";"podlaskie";"1080";"1182";"237";"843";"0";"4";"0";"0";"0";"0";"0";"0";"0";"843";"0";"0";"843";"13";"3";"10";"0";"830";"49";"252";"97";"432"
"af28-ae2d-8afb-1eee-b054-0e95-8c52-39de";"206101";"60";"98";"miasto";"stały";"Szkoła Podstawowa nr 29, ul. Promienna 13a, 15-720 Białystok";"m. Białystok";"Białystok";"podlaskie";"1170";"1354";"265";"905";"0";"0";"0";"0";"0";"0";"0";"0";"0";"904";"0";"0";"904";"8";"2";"6";"0";"896";"65";"344";"100";"387"
"b6d8-9fe0-b66d-6e03-ec05-c79e-beb2-a61b";"206101";"60";"99";"miasto";"stały";"Zespół Szkół Nr 16, ul. Zwycięstwa 28, 15-703 Białystok";"m. Białystok";"Białystok";"podlaskie";"1040";"1135";"379";"661";"2";"11";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"9";"0";"9";"0";"651";"59";"339";"53";"200"
"1121-533b-d487-43b9-dd57-1da7-b0bf-5fd3";"206101";"60";"100";"miasto";"stały";"Szkoła Podstawowa nr 29, ul. Promienna 13a, 15-720 Białystok";"m. Białystok";"Białystok";"podlaskie";"1182";"1293";"314";"868";"2";"12";"0";"0";"0";"0";"0";"0";"0";"868";"0";"0";"868";"9";"3";"6";"0";"859";"78";"334";"103";"344"
"512f-9155-6bf7-aef0-0645-4948-2e08-857f";"206101";"60";"101";"miasto";"stały";"XIV Liceum Ogólnokształcące, ul. Upalna 26, 15-668 Białystok";"m. Białystok";"Białystok";"podlaskie";"1302";"1409";"356";"946";"1";"1";"0";"0";"0";"0";"0";"0";"0";"946";"0";"0";"946";"18";"6";"12";"0";"928";"91";"364";"85";"388"
"e06c-583b-f36f-dea8-b0e3-1aad-e4e9-e9d4";"206101";"60";"102";"miasto";"stały";"XIV Liceum Ogólnokształcące, ul. Upalna 26, 15-668 Białystok";"m. Białystok";"Białystok";"podlaskie";"1012";"1092";"307";"705";"0";"6";"0";"0";"0";"0";"0";"0";"0";"705";"0";"0";"705";"19";"12";"7";"0";"686";"63";"235";"84";"304"
"aef9-72fc-bc31-57b0-75ba-019c-fa06-5ad5";"206101";"60";"103";"miasto";"stały";"Przedszkole Samorządowe Nr 50, ul. Upalna 74, 15-668 Białystok";"m. Białystok";"Białystok";"podlaskie";"851";"927";"218";"633";"0";"6";"0";"0";"0";"0";"0";"0";"0";"633";"0";"0";"633";"7";"3";"4";"0";"626";"56";"252";"55";"263"
"6d7f-03ae-6f59-5c9a-9fb0-daa6-f575-851c";"206101";"60";"104";"miasto";"stały";"Szkoła Podstawowa Nr 43, ul. Stroma 16, 15-662 Białystok";"m. Białystok";"Białystok";"podlaskie";"1273";"1381";"432";"841";"1";"6";"0";"0";"0";"0";"0";"0";"0";"841";"0";"0";"841";"13";"4";"9";"0";"828";"67";"368";"88";"305"
"f5ee-d491-6ebe-2257-fec4-0d34-7194-c6c4";"206101";"60";"105";"miasto";"stały";"Szkoła Podstawowa Nr 43, ul. Stroma 16, 15-662 Białystok";"m. Białystok";"Białystok";"podlaskie";"1100";"1217";"336";"764";"1";"1";"0";"0";"0";"0";"0";"0";"0";"764";"0";"0";"764";"9";"5";"4";"0";"755";"79";"335";"56";"285"
"2a12-59c2-2d6a-c30c-a871-45fc-5dca-10c6";"206101";"60";"106";"miasto";"stały";"Szkoła Podstawowa Nr 43, ul. Stroma 16, 15-662 Białystok";"m. Białystok";"Białystok";"podlaskie";"950";"1038";"262";"688";"1";"4";"0";"0";"0";"0";"0";"0";"0";"688";"0";"0";"688";"11";"3";"8";"0";"677";"49";"267";"87";"274"
"18c3-970a-fef4-8d1c-c942-3e7c-9d16-9618";"206101";"60";"107";"miasto";"stały";"Przedszkole Samorządowe Nr 39, ul. Witosa 22, 15-660 Białystok";"m. Białystok";"Białystok";"podlaskie";"1040";"1141";"296";"744";"0";"7";"0";"0";"0";"0";"0";"0";"0";"744";"0";"0";"744";"11";"2";"9";"0";"733";"57";"302";"74";"300"
"f540-c2d2-a074-e824-730d-5a25-6096-1440";"206101";"60";"108";"miasto";"stały";"Szkoła Podstawowa Nr 49, ul. Armii Krajowej 32, 15-661 Białystok";"m. Białystok";"Białystok";"podlaskie";"1862";"2093";"432";"1430";"2";"3";"1";"1";"0";"0";"0";"0";"1";"1431";"1";"0";"1431";"23";"7";"16";"0";"1408";"110";"493";"190";"615"
"6d5f-761f-495f-ecaa-1b55-cc34-dd05-3710";"206101";"60";"109";"miasto";"stały";"Szkoła Podstawowa Nr 49, ul. Armii Krajowej 32, 15-661 Białystok";"m. Białystok";"Białystok";"podlaskie";"1270";"1371";"400";"870";"1";"2";"0";"0";"0";"0";"0";"0";"0";"870";"0";"0";"870";"18";"3";"15";"0";"852";"76";"300";"107";"369"
"3618-26d6-ebd5-efa1-7c3c-2f97-a4fd-3198";"206101";"60";"110";"miasto";"stały";"Szkoła Podstawowa Nr 49, ul. Armii Krajowej 32, 15-661 Białystok";"m. Białystok";"Białystok";"podlaskie";"1260";"1365";"330";"930";"0";"5";"0";"0";"0";"0";"0";"0";"0";"930";"0";"0";"930";"21";"10";"11";"0";"909";"69";"329";"105";"406"
"8e71-1133-5bc4-e8c9-b379-b863-fc82-7cc8";"206101";"60";"111";"miasto";"stały";"Szkoła Podstawowa Nr 49, ul. Armii Krajowej 32, 15-661 Białystok";"m. Białystok";"Białystok";"podlaskie";"1551";"1680";"485";"1066";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1066";"0";"0";"1066";"19";"6";"13";"0";"1047";"114";"361";"119";"453"
"2263-17ef-0b99-eb20-c4b0-e723-4369-e530";"206101";"60";"112";"miasto";"stały";"Szkoła Podstawowa Nr 49, ul. Armii Krajowej 32, 15-661 Białystok";"m. Białystok";"Białystok";"podlaskie";"1746";"1963";"433";"1313";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1313";"0";"0";"1313";"21";"5";"16";"0";"1292";"95";"428";"167";"602"
"ba8a-aacb-414c-44f2-ce16-187e-5a75-dbe7";"206101";"60";"113";"miasto";"stały";"Szkoła Podstawowa Nr 44, ul. Rumiankowa 13, 15-665 Białystok";"m. Białystok";"Białystok";"podlaskie";"1080";"1170";"309";"771";"3";"2";"1";"1";"0";"0";"0";"0";"1";"772";"1";"0";"772";"20";"4";"16";"0";"752";"76";"288";"84";"304"
"a9d8-392b-49ee-7004-5387-ddb2-1ba8-52d0";"206101";"60";"114";"miasto";"stały";"Szkoła Podstawowa Nr 44, ul. Rumiankowa 13, 15-665 Białystok";"m. Białystok";"Białystok";"podlaskie";"1190";"1288";"346";"844";"0";"0";"0";"0";"0";"0";"0";"0";"0";"842";"0";"0";"842";"19";"4";"15";"0";"823";"72";"297";"96";"358"
"5ad9-ed4f-fda3-d818-2341-e699-75d4-5cfa";"206101";"60";"115";"miasto";"stały";"Szkoła Podstawowa Nr 44, ul. Rumiankowa 13, 15-665 Białystok";"m. Białystok";"Białystok";"podlaskie";"1157";"1248";"331";"826";"0";"0";"0";"0";"0";"0";"0";"0";"0";"826";"0";"0";"826";"11";"0";"11";"0";"815";"76";"347";"63";"329"
"f60c-efb3-cc31-93a3-3368-1734-0d45-fb09";"206101";"60";"116";"miasto";"stały";"Przedszkole Samorządowe Nr 79, ul. Konwaliowa 8, 15-674 Białystok";"m. Białystok";"Białystok";"podlaskie";"1246";"1348";"411";"835";"0";"1";"0";"0";"0";"0";"0";"0";"0";"835";"0";"0";"835";"21";"7";"14";"0";"814";"82";"294";"100";"338"
"5140-6ce8-12c0-23c3-40e4-a26f-246b-f227";"206101";"60";"117";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 5, ul. Magnoliowa 13, 15-669 Białystok";"m. Białystok";"Białystok";"podlaskie";"1195";"1319";"362";"833";"0";"12";"1";"1";"0";"0";"0";"0";"1";"829";"1";"0";"829";"10";"4";"6";"0";"819";"89";"375";"79";"276"
"3091-0d05-815b-51de-7454-8f9d-387e-9090";"206101";"60";"118";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 5, ul. Magnoliowa 13, 15-669 Białystok";"m. Białystok";"Białystok";"podlaskie";"947";"1040";"261";"686";"1";"3";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"8";"4";"4";"0";"678";"55";"255";"73";"295"
"5e53-a96f-9062-5df1-c505-cf6f-93be-71ef";"206101";"60";"119";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 5, ul. Magnoliowa 13, 15-669 Białystok";"m. Białystok";"Białystok";"podlaskie";"958";"1041";"276";"682";"0";"3";"0";"0";"0";"0";"0";"0";"0";"682";"0";"0";"682";"16";"6";"10";"0";"666";"58";"261";"78";"269"
"311f-bb31-a0ea-c51d-df0d-d64d-52d7-372f";"206101";"60";"120";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 5, ul. Magnoliowa 13, 15-669 Białystok";"m. Białystok";"Białystok";"podlaskie";"1148";"1255";"333";"815";"2";"5";"0";"0";"0";"0";"0";"0";"0";"818";"0";"3";"815";"15";"5";"10";"0";"800";"73";"312";"87";"328"
"2448-055c-6b92-b587-db98-d48c-8022-ac61";"206101";"60";"121";"miasto";"stały";"V Liceum Ogólnokształcące, ul. Miodowa 5, 15-656 Białystok";"m. Białystok";"Białystok";"podlaskie";"1231";"1355";"295";"936";"0";"7";"0";"0";"0";"0";"0";"0";"0";"936";"0";"0";"936";"18";"4";"14";"0";"918";"82";"329";"95";"412"
"532c-cbe6-4dd1-83ec-c8ce-2c55-d748-2af7";"206101";"60";"122";"miasto";"stały";"V Liceum Ogólnokształcące, ul. Miodowa 5, 15-656 Białystok";"m. Białystok";"Białystok";"podlaskie";"816";"901";"249";"567";"0";"0";"0";"0";"0";"0";"0";"0";"0";"567";"0";"0";"567";"10";"4";"6";"0";"557";"58";"243";"56";"200"
"8259-8187-3b1a-e19e-e478-d655-6332-2bd7";"206101";"60";"123";"miasto";"stały";"Szkoła Podstawowa Nr 21, ul. Polowa 7/1, 15-612 Białystok";"m. Białystok";"Białystok";"podlaskie";"995";"1100";"341";"654";"0";"5";"0";"0";"0";"0";"0";"0";"0";"654";"0";"0";"654";"14";"5";"9";"0";"640";"56";"324";"86";"174"
"3555-be2a-89be-0385-a289-42b9-0e71-66e7";"206101";"60";"124";"miasto";"stały";"Szkoła Podstawowa Nr 21, ul. Polowa 7/1, 15-612 Białystok";"m. Białystok";"Białystok";"podlaskie";"1348";"1476";"372";"976";"0";"9";"0";"0";"0";"0";"0";"0";"0";"976";"0";"0";"976";"11";"8";"3";"0";"965";"100";"402";"100";"363"
"6001-b373-cb96-be78-add5-d913-8149-344f";"206101";"60";"125";"miasto";"stały";"Szkoła Podstawowa Nr 21, ul. Polowa 7/1, 15-612 Białystok";"m. Białystok";"Białystok";"podlaskie";"927";"1009";"241";"686";"0";"6";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"13";"6";"7";"0";"673";"62";"289";"79";"243"
"8ce0-7240-71fc-3961-a02f-c767-2542-2c37";"206101";"60";"126";"miasto";"stały";"Świetlica Dziennego Pobytu dla Dzieci przy Dziennym Domu Pomocy Społecznej, ul. Barszczańska 18, 15-639 Białystok";"m. Białystok";"Białystok";"podlaskie";"540";"606";"205";"335";"0";"4";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"9";"5";"4";"0";"325";"21";"141";"24";"139"
"bc97-245f-1dd7-9fdf-5c7e-f22c-1ca8-ff98";"206101";"60";"127";"miasto";"stały";"Świetlica Dziennego Pobytu dla Dzieci przy Dziennym Domu Pomocy Społecznej, ul. Barszczańska 18, 15-639 Białystok";"m. Białystok";"Białystok";"podlaskie";"810";"910";"399";"411";"0";"2";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"4";"0";"4";"0";"407";"46";"206";"46";"109"
"3ca1-87d9-cae0-7c96-1ad7-95d2-9310-0a90";"206101";"60";"128";"miasto";"stały";"Zespół Szkół Mechanicznych, ul. Broniewskiego 14, 15-748 Białystok";"m. Białystok";"Białystok";"podlaskie";"1089";"1202";"351";"738";"2";"2";"1";"1";"0";"1";"0";"0";"0";"738";"0";"0";"738";"9";"0";"9";"0";"729";"75";"312";"80";"262"
"e8d3-82f1-3b10-21df-3355-c662-d72f-e56b";"206101";"60";"129";"miasto";"stały";"Zespół Szkół Mechanicznych, ul. Broniewskiego 14, 15-748 Białystok";"m. Białystok";"Białystok";"podlaskie";"1077";"1179";"458";"619";"0";"1";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"14";"2";"12";"0";"605";"65";"250";"70";"220"
