"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Daria Urszula BALON";"Ryszard Wiesław SKOTNICZNY";"Alicja Maria ZAJĄC"
"496c-2e72-b656-d99c-06ff-bc29-6093-d8b7";"180504";"57";"10";"wieś";"stały";"Świetlica Domu Ludowego, Wolica 97, 38-200 Jasło";"gm. Jasło";"jasielski";"podkarpackie";"630";"667";"232";"398";"0";"1";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"11";"4";"7";"0";"387";"93";"54";"240"
"54fe-93d5-da2e-2541-2960-35f5-43f0-6140";"180504";"57";"11";"wieś";"stały";"Dom Strażaka, Łaski 126, 38-200 Jasło";"gm. Jasło";"jasielski";"podkarpackie";"731";"796";"289";"442";"0";"2";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"10";"0";"10";"0";"432";"50";"37";"345"
"fdf1-29f8-948b-a32a-d400-9762-14ab-7c8c";"180504";"57";"12";"wieś";"stały";"Budynek Rekreacyjno Sportowy w ŻÓŁKOWIE, Żółków, 38-200 Jasło";"gm. Jasło";"jasielski";"podkarpackie";"550";"596";"220";"330";"0";"2";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"8";"2";"6";"0";"322";"88";"34";"200"
"a97c-dec2-8ed5-3d93-0671-c1f0-4536-8d76";"180504";"57";"13";"wieś";"stały";"Dom Ludowy, Niegłowice 248, 38-200 Jasło";"gm. Jasło";"jasielski";"podkarpackie";"700";"755";"250";"450";"0";"3";"0";"0";"0";"0";"0";"0";"0";"450";"0";"0";"450";"10";"3";"7";"0";"440";"93";"45";"302"
"a84f-128b-1797-cab0-45a0-340f-6305-fec5";"180504";"57";"14";"wieś";"stały";"Dom Ludowy, Brzyście 3, 38-200 Jasło";"gm. Jasło";"jasielski";"podkarpackie";"300";"314";"110";"190";"0";"0";"0";"0";"0";"0";"0";"0";"0";"190";"0";"0";"190";"6";"1";"5";"0";"184";"45";"26";"113"
"37ad-d33b-fbf2-362b-f151-47e7-56ff-24d6";"180504";"57";"15";"wieś";"stały";"Szkoła Podstawowa Nr 2, Osobnica 162, 38-241 Osobnica";"gm. Jasło";"jasielski";"podkarpackie";"840";"914";"308";"532";"0";"1";"0";"0";"0";"0";"0";"0";"0";"532";"0";"0";"532";"9";"0";"9";"0";"523";"27";"54";"442"
"7641-51f9-17f9-f8cd-718f-d11f-8472-447f";"180504";"57";"16";"wieś";"stały";"Szkoła Podstawowa Nr 1 w Osobnicy, Osobnica 99, 38-241 Osobnica";"gm. Jasło";"jasielski";"podkarpackie";"880";"944";"412";"468";"0";"1";"0";"0";"0";"0";"0";"0";"0";"468";"0";"0";"468";"8";"3";"5";"0";"460";"68";"44";"348"
"f914-8a98-96ab-9880-6f1c-3a3b-60e7-8f17";"180504";"57";"17";"wieś";"stały";"Szkoła Podstawowa Nr 1 w Osobnicy, Osobnica 99, 38-241 Osobnica";"gm. Jasło";"jasielski";"podkarpackie";"900";"976";"384";"516";"0";"0";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"12";"2";"10";"0";"504";"48";"59";"397"
"5d7d-8cb9-2ece-a0c6-e36f-d51f-47d7-1fd8";"180504";"57";"18";"wieś";"stały";"Szkoła Podstawowa w Trzcinicy, Trzcinica 72, 38-207 Przysieki";"gm. Jasło";"jasielski";"podkarpackie";"801";"860";"328";"473";"0";"1";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"11";"1";"10";"0";"462";"84";"52";"326"
"b4fc-c840-121e-8869-3dcb-576b-bcc3-8735";"180504";"57";"19";"wieś";"stały";"Dom Ludowy, Trzcinica 141, 38-207 Przysieki";"gm. Jasło";"jasielski";"podkarpackie";"910";"989";"310";"600";"0";"0";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"600";"9";"5";"4";"0";"591";"80";"47";"464"
"9006-5ab0-a5fb-9fc7-3f63-2d6c-4437-7eca";"180504";"57";"20";"wieś";"stały";"Szkoła Podstawowa, Jareniówka 60, 38-200 Jasło";"gm. Jasło";"jasielski";"podkarpackie";"570";"614";"216";"354";"0";"0";"0";"0";"0";"0";"0";"0";"0";"354";"0";"0";"354";"7";"2";"5";"0";"347";"55";"50";"242"
"7cfe-6dd9-56b0-4b40-f559-0448-a579-a702";"180504";"57";"21";"wieś";"stały";"Dom Ludowy, Opacie 154, 38-200 Jasło";"gm. Jasło";"jasielski";"podkarpackie";"430";"457";"157";"273";"0";"0";"0";"0";"0";"0";"0";"0";"0";"273";"0";"0";"273";"3";"0";"3";"0";"270";"26";"29";"215"
"5a83-068b-5a87-7068-ec35-ec6d-445d-53e7";"180504";"57";"22";"wieś";"zakład karny";"Zakład Karny w Warzycach, Warzyce 467, 38-200 Jasło";"gm. Jasło";"jasielski";"podkarpackie";"160";"171";"96";"64";"0";"0";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"64";"0";"0";"0";"0";"64";"32";"7";"25"
"c505-8f94-3332-371d-d8d0-11bb-6905-1f82";"180505";"57";"1";"miasto";"stały";"Dom Kultury w Kołaczycach, ul. Szewska 11, 38-213 Kołaczyce";"gm. Kołaczyce";"jasielski";"podkarpackie";"1040";"1116";"390";"650";"4";"1";"0";"0";"0";"0";"0";"0";"0";"649";"0";"0";"649";"24";"8";"16";"0";"625";"92";"65";"468"
"46e7-05d8-17c9-abe0-5d67-0116-12fa-7d4f";"180505";"57";"2";"wieś";"stały";"Zespół Szkół Społecznych, Krajowice 33, 38-211 Jasło 4";"gm. Kołaczyce";"jasielski";"podkarpackie";"310";"333";"108";"202";"1";"1";"0";"0";"0";"0";"0";"0";"0";"202";"0";"0";"202";"2";"1";"1";"0";"200";"35";"11";"154"
"de49-1686-0d0b-a231-ccd8-39e1-167c-7b88";"180505";"57";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Tadeusza Kościuszki w Bieździedzy, Bieździedza 98, 38-214 Bieździedza";"gm. Kołaczyce";"jasielski";"podkarpackie";"1070";"1157";"441";"629";"0";"3";"0";"0";"0";"0";"0";"0";"0";"629";"0";"0";"629";"15";"1";"14";"0";"614";"67";"39";"508"
"a716-3eb9-1721-b5c5-0b6f-9b8f-502c-bfaf";"180505";"57";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Tadeusza Kościuszki w Bieździedzy, Bieździedza 98, 38-214 Bieździedza";"gm. Kołaczyce";"jasielski";"podkarpackie";"1040";"1122";"433";"606";"0";"1";"0";"0";"0";"0";"0";"0";"0";"607";"0";"0";"607";"12";"1";"11";"0";"595";"32";"29";"534"
"9d97-ba4a-cfb6-3b35-7192-d35f-a53f-5a62";"180505";"57";"5";"wieś";"stały";"Zespół Szkół Społecznych, Lublica 79, 38-214 Bieździedza";"gm. Kołaczyce";"jasielski";"podkarpackie";"450";"486";"167";"283";"0";"4";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"6";"1";"5";"0";"277";"27";"25";"225"
"40c9-b445-c129-7427-6800-5bbf-0d51-16de";"180505";"57";"6";"wieś";"stały";"Zespół Szkół Społecznych im. Marii i Lecha Kaczyńskich w Sieklówce, Sieklówka 173, 38-214 Bieździedza";"gm. Kołaczyce";"jasielski";"podkarpackie";"750";"820";"283";"467";"1";"0";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"6";"2";"4";"0";"461";"49";"29";"383"
"0773-3de1-f4e7-e5c6-7af5-4e7d-4ab1-7aa5";"180505";"57";"7";"wieś";"stały";"Zespół Szkół Społecznych im. Jana Pawła II w Sowinie, Sowina 1, 38-213 Kołaczyce";"gm. Kołaczyce";"jasielski";"podkarpackie";"660";"724";"274";"386";"0";"4";"0";"0";"0";"0";"0";"0";"0";"386";"0";"0";"386";"5";"1";"4";"0";"381";"25";"19";"337"
"1a1e-51c5-25a1-d276-c31c-e755-1db1-ebcc";"180505";"57";"8";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Żołnierzy I Armii Wojska Polskiego w Kołaczycach, Szkolna 7, 38-213 Kołaczyce";"gm. Kołaczyce";"jasielski";"podkarpackie";"1250";"1349";"493";"757";"0";"3";"0";"0";"0";"0";"0";"0";"0";"757";"0";"0";"757";"17";"11";"6";"0";"740";"128";"106";"506"
"0d55-8ac7-d5d7-27b6-0679-a214-d572-60a6";"180506";"57";"1";"wieś";"stały";"Budynek Byłej Szkoły Podstawowej w Grabiu, Grab 22, 38-232 Krempna";"gm. Krempna";"jasielski";"podkarpackie";"210";"222";"142";"68";"0";"0";"0";"0";"0";"0";"0";"0";"0";"68";"0";"0";"68";"3";"2";"1";"0";"65";"15";"13";"37"
"d5e3-508f-f457-85de-6c3c-e314-9bd7-8a69";"180506";"57";"2";"wieś";"stały";"Zespół Szkół w Krempnej, Krempna 45, 38-232 Krempna";"gm. Krempna";"jasielski";"podkarpackie";"610";"676";"267";"343";"0";"21";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"14";"1";"13";"0";"329";"65";"51";"213"
"14c9-d9ef-7621-c31c-0a64-1f4b-616a-b168";"180506";"57";"3";"wieś";"stały";"Budynek Byłej Szkoły Podstawowej w Myscowej, Myscowa 41, 38-232 Krempna";"gm. Krempna";"jasielski";"podkarpackie";"180";"192";"62";"118";"0";"0";"0";"0";"0";"0";"0";"0";"0";"118";"0";"0";"118";"4";"1";"3";"0";"114";"11";"13";"90"
"538c-9672-64e6-e033-20c4-da0e-5c7b-6727";"180506";"57";"4";"wieś";"stały";"Remiza OSP w Polanach, Polany 44, 38-232 Krempna";"gm. Krempna";"jasielski";"podkarpackie";"180";"194";"101";"79";"0";"0";"0";"0";"0";"0";"0";"0";"0";"79";"0";"0";"79";"4";"1";"3";"0";"75";"26";"9";"40"
"e41d-5958-bb17-524b-a294-c709-92a4-3a8c";"180506";"57";"5";"wieś";"stały";"Dom Ludowy w Świątkowej Wielkiej, Świątkowa Wielka 49, 38-232 Krempna";"gm. Krempna";"jasielski";"podkarpackie";"250";"269";"140";"110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"110";"0";"0";"110";"3";"0";"3";"0";"107";"14";"6";"87"
"e0ac-81ee-3a76-124d-74cf-c041-2656-6889";"180507";"57";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Nowym Żmigrodzie, ul. Mickiewicza 9, 38-230 Nowy Żmigród";"gm. Nowy Żmigród";"jasielski";"podkarpackie";"1060";"1141";"377";"683";"5";"9";"0";"0";"0";"0";"0";"0";"0";"683";"0";"0";"683";"20";"3";"17";"0";"663";"170";"96";"397"
"63f0-60eb-1a01-f0e7-e151-8cf8-3180-5509";"180507";"57";"2";"wieś";"stały";"Remiza OSP Mytarz, Mytarz 135, 38-230 Nowy Żmigród";"gm. Nowy Żmigród";"jasielski";"podkarpackie";"550";"582";"203";"347";"1";"1";"0";"0";"0";"0";"0";"0";"0";"347";"0";"0";"347";"6";"1";"5";"0";"341";"41";"34";"266"
"6a23-475b-98ea-09fd-e7d0-ad1e-24c8-1ddc";"180507";"57";"3";"wieś";"stały";"Dom Ludowy w Tokach, Toki 137, 38-230 Nowy Żmigród";"gm. Nowy Żmigród";"jasielski";"podkarpackie";"470";"511";"179";"291";"0";"1";"0";"0";"0";"0";"0";"0";"0";"291";"0";"0";"291";"6";"0";"6";"0";"285";"24";"20";"241"
"3da3-6d05-8e96-adb1-d4c3-8955-4ed6-465c";"180507";"57";"4";"wieś";"stały";"Szkoła Podstawowa w Kątach, Kąty 183, 38-230 Nowy Żmigród";"gm. Nowy Żmigród";"jasielski";"podkarpackie";"740";"791";"336";"404";"0";"4";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"16";"1";"15";"0";"388";"65";"27";"296"
"c147-8448-0982-fd47-608a-6d95-163d-e098";"180507";"57";"5";"wieś";"stały";"Dom Ludowy w Nienaszowie, Nienaszów 301, 38-230 Nowy Żmigród";"gm. Nowy Żmigród";"jasielski";"podkarpackie";"910";"990";"302";"608";"0";"0";"0";"0";"0";"0";"0";"0";"0";"608";"0";"0";"608";"20";"3";"17";"0";"588";"76";"58";"454"
"2279-26d7-71cc-7d19-b521-4a26-726d-a00c";"180507";"57";"6";"wieś";"stały";"Dom Ludowy w Łysej Górze, Łysa Góra 222, 38-230 Nowy Żmigród";"gm. Nowy Żmigród";"jasielski";"podkarpackie";"470";"510";"160";"310";"1";"0";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"4";"2";"2";"0";"306";"13";"18";"275"
"6365-89fb-e7f8-6a69-aaf4-e18b-2d98-e722";"180507";"57";"7";"wieś";"stały";"Szkoła Podstawowa w Łężynach, Łężyny 144, 38-230 Nowy Żmigród";"gm. Nowy Żmigród";"jasielski";"podkarpackie";"660";"711";"263";"397";"0";"0";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"6";"3";"3";"0";"391";"48";"41";"302"
"f0b9-105d-26e7-e31a-d458-52af-b8ec-9df9";"180507";"57";"8";"wieś";"stały";"Dom Ludowy w Gorzycach, Gorzyce 139, 38-230 Nowy Żmigród";"gm. Nowy Żmigród";"jasielski";"podkarpackie";"370";"391";"162";"208";"0";"1";"0";"0";"0";"0";"0";"0";"0";"208";"0";"0";"208";"10";"2";"8";"0";"198";"24";"15";"159"
"7941-d25c-be95-0a88-7966-5429-57a4-0ef8";"180507";"57";"9";"wieś";"stały";"Dom Ludowy w Starym Żmigrodzie, Stary Żmigród 151, 38-230 Nowy Żmigród";"gm. Nowy Żmigród";"jasielski";"podkarpackie";"520";"558";"172";"348";"0";"0";"0";"0";"0";"0";"0";"0";"0";"348";"0";"0";"348";"3";"0";"3";"0";"345";"23";"22";"300"
"f9f3-5b3e-96f3-33d5-062c-3abb-57ac-3160";"180507";"57";"10";"wieś";"stały";"Dom Ludowy w Skalniku, Skalnik 65, 38-230 Nowy Żmigród";"gm. Nowy Żmigród";"jasielski";"podkarpackie";"470";"515";"144";"326";"3";"1";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"6";"1";"5";"0";"320";"23";"12";"285"
"d8cd-8e29-407c-0e0f-2c2f-3d12-f682-9612";"180507";"57";"11";"wieś";"stały";"Szkoła Podstawowa w Makowiskach, Makowiska 12, 38-230 Nowy Żmigród";"gm. Nowy Żmigród";"jasielski";"podkarpackie";"320";"351";"137";"183";"0";"0";"0";"0";"0";"0";"0";"0";"0";"183";"0";"0";"183";"2";"0";"2";"0";"181";"17";"7";"157"
"f71f-b669-a1d0-60bd-812b-e7f1-097e-8a02";"180507";"57";"12";"wieś";"stały";"Dom Ludowy w Desznicy, Desznica 74, 38-230 Nowy Żmigród";"gm. Nowy Żmigród";"jasielski";"podkarpackie";"290";"318";"101";"189";"2";"3";"0";"0";"0";"0";"0";"0";"0";"189";"0";"0";"189";"2";"0";"2";"0";"187";"26";"28";"133"
"8920-80c6-5bc7-5f3b-555c-c2db-b32c-9631";"180508";"57";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Osieku Jasielskim, Osiek Jasielski 9, 38-223 Osiek Jasielski";"gm. Osiek Jasielski";"jasielski";"podkarpackie";"1009";"1091";"425";"584";"1";"8";"0";"0";"0";"0";"0";"0";"0";"584";"0";"0";"584";"11";"3";"8";"0";"573";"100";"64";"409"
"14ec-5661-7b27-9b58-6b0a-09db-4f05-5f84";"180508";"57";"2";"wieś";"stały";"Dom Ludowy w Samoklęskach, Samoklęski 307, 38-223 Osiek Jasielski";"gm. Osiek Jasielski";"jasielski";"podkarpackie";"850";"930";"338";"512";"1";"2";"0";"0";"0";"0";"0";"0";"0";"512";"0";"0";"512";"11";"2";"9";"0";"501";"51";"44";"406"
"9d0d-defe-3981-72b2-f06d-fbef-c4ec-f672";"180508";"57";"3";"wieś";"stały";"Remiza OSP w Załężu, Załęże 195, 38-223 Osiek Jasielski";"gm. Osiek Jasielski";"jasielski";"podkarpackie";"480";"521";"171";"309";"0";"2";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"2";"1";"1";"0";"307";"38";"28";"241"
"8208-7618-f041-654c-c385-8e73-9b22-18cd";"180508";"57";"4";"wieś";"stały";"Dom Ludowy w Pielgrzymce, Pielgrzymka 185, 38-223 Osiek Jasielski";"gm. Osiek Jasielski";"jasielski";"podkarpackie";"540";"593";"229";"311";"1";"3";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"3";"2";"1";"0";"308";"27";"12";"269"
"1fa5-fbc2-4091-dd66-7fad-56cb-0886-08e9";"180508";"57";"5";"wieś";"stały";"Dom Ludowy w Zawadce Osieckiej, Zawadka Osiecka 61, 38-223 Osiek Jasielski";"gm. Osiek Jasielski";"jasielski";"podkarpackie";"600";"643";"309";"291";"0";"2";"0";"0";"0";"0";"0";"0";"0";"291";"0";"0";"291";"3";"0";"3";"0";"288";"10";"9";"269"
"bd0e-3e90-d9c3-b377-ee27-7845-24c4-da23";"180508";"57";"6";"wieś";"stały";"Dom Ludowy w Mrukowej, Mrukowa 161, 38-223 Osiek Jasielski";"gm. Osiek Jasielski";"jasielski";"podkarpackie";"430";"448";"201";"229";"1";"0";"0";"0";"0";"0";"0";"0";"0";"229";"0";"0";"229";"5";"0";"5";"0";"224";"19";"18";"187"
"d78a-c379-468e-221a-ad72-4eb2-9b15-4b35";"180509";"57";"1";"wieś";"stały";"Gminny Ośrodek Kultury i Czytelnictwa w Skołyszynie, Skołyszyn 283, 38-242 Skołyszyn";"gm. Skołyszyn";"jasielski";"podkarpackie";"1520";"1652";"530";"990";"1";"3";"0";"0";"0";"0";"0";"0";"0";"990";"0";"0";"990";"17";"11";"6";"0";"973";"228";"103";"642"
"1518-122d-58c2-6345-378b-7e92-d9da-4b4f";"180509";"57";"2";"wieś";"stały";"Dom Ludowy w Jabłonicy, Jabłonica 126, 38-200 Jasło";"gm. Skołyszyn";"jasielski";"podkarpackie";"550";"597";"204";"346";"0";"0";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"7";"1";"6";"0";"339";"31";"34";"274"
"42d5-8473-3027-8d6c-67a2-b72b-1333-81e1";"180509";"57";"3";"wieś";"stały";"Szkoła Podstawowa w Bączalu Dolnym, Bączal Dolny 101, 38-242 Skołyszyn";"gm. Skołyszyn";"jasielski";"podkarpackie";"940";"1025";"379";"561";"0";"1";"0";"0";"0";"0";"0";"0";"0";"561";"0";"0";"561";"3";"0";"3";"0";"558";"71";"36";"451"
"bda8-1085-f834-229c-60f8-1dcb-386a-0392";"180509";"57";"4";"wieś";"stały";"Dom Ludowy w Przysiekach, Przysieki 429, 38-207 Przysieki";"gm. Skołyszyn";"jasielski";"podkarpackie";"1200";"1298";"401";"799";"0";"0";"0";"0";"0";"0";"0";"0";"0";"799";"0";"0";"799";"17";"7";"10";"0";"782";"121";"88";"573"
"8409-b4a0-bb6f-9d79-d6cb-1638-8e1c-67f5";"180509";"57";"5";"wieś";"stały";"Dom Ludowy w Harklowej, Harklowa 501, 38-243 Harklowa";"gm. Skołyszyn";"jasielski";"podkarpackie";"1180";"1285";"511";"669";"0";"3";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"9";"3";"6";"0";"660";"153";"71";"436"
"7297-114d-a0b6-d1e8-01ac-9261-4f18-fed8";"180509";"57";"6";"wieś";"stały";"Dom Ludowy w Święcanach, Święcany 1, 38-242 Skołyszyn";"gm. Skołyszyn";"jasielski";"podkarpackie";"1570";"1722";"556";"1014";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1014";"0";"0";"1014";"12";"3";"9";"0";"1002";"168";"90";"744"
"2b43-ce56-5775-e73b-986a-439e-d54d-df87";"180509";"57";"7";"wieś";"stały";"Dom Ludowy w Lipnicy Górnej, Lipnica Górna 136, 38-211 Jasło";"gm. Skołyszyn";"jasielski";"podkarpackie";"350";"377";"138";"212";"0";"0";"0";"0";"0";"0";"0";"0";"0";"212";"0";"0";"212";"2";"0";"2";"0";"210";"26";"17";"167"
"d853-cc8a-1b83-e28b-bf5a-cfe8-2e61-b69a";"180509";"57";"8";"wieś";"stały";"Dom Ludowy w Lisowie, Lisów 172, 38-242 Skołyszyn";"gm. Skołyszyn";"jasielski";"podkarpackie";"650";"693";"294";"356";"0";"0";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"11";"3";"8";"0";"345";"77";"40";"228"
"7f50-6197-6b14-34f2-4a47-a71a-f40f-382f";"180509";"57";"9";"wieś";"stały";"Dom Ludowy w Siepietnicy, Siepietnica 84, 38-340 Biecz";"gm. Skołyszyn";"jasielski";"podkarpackie";"350";"370";"109";"241";"1";"1";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"2";"0";"2";"0";"239";"68";"45";"126"
"2d0a-cb9a-a297-17bc-d417-1621-6271-f475";"180509";"57";"10";"wieś";"stały";"Szkoła Podstawowa w Kunowej, Kunowa 89, 38-243 Harklowa";"gm. Skołyszyn";"jasielski";"podkarpackie";"330";"358";"116";"214";"0";"0";"0";"0";"0";"0";"0";"0";"0";"214";"0";"0";"214";"3";"1";"2";"0";"211";"51";"16";"144"
"f101-1e2c-2a81-2ad9-7894-db96-9341-7ff2";"180509";"57";"11";"wieś";"stały";"Dom Ludowy w Siedliskach Sławęcińskich, Siedliska Sławęcińskie 103, 38-242 Skołyszyn";"gm. Skołyszyn";"jasielski";"podkarpackie";"390";"428";"143";"247";"0";"2";"0";"0";"0";"0";"0";"0";"0";"247";"0";"0";"247";"5";"0";"5";"0";"242";"39";"40";"163"
"64d8-d19e-5f76-0147-d345-15f3-4d03-1ba9";"180509";"57";"12";"wieś";"stały";"Dom Ludowy w Pustej Woli, Pusta Wola 77, 38-243 Harklowa";"gm. Skołyszyn";"jasielski";"podkarpackie";"200";"210";"102";"98";"0";"0";"0";"0";"0";"0";"0";"0";"0";"98";"0";"0";"98";"1";"0";"1";"0";"97";"9";"7";"81"
"b57c-98e3-0de6-4da2-e55a-64d6-4c92-1ee2";"180511";"57";"1";"wieś";"stały";"Dom Ludowy, Tarnowiec 30, 38-204 Tarnowiec";"gm. Tarnowiec";"jasielski";"podkarpackie";"960";"1025";"374";"586";"2";"0";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"8";"3";"5";"0";"578";"151";"72";"355"
"bcd1-a6d2-6287-3c79-224b-fe50-fdc9-3faf";"180511";"57";"2";"wieś";"stały";"Dom Ludowy, Czeluśnica 162, 38-204 Tarnowiec";"gm. Tarnowiec";"jasielski";"podkarpackie";"1010";"1110";"360";"650";"2";"15";"0";"0";"0";"0";"0";"0";"0";"650";"0";"0";"650";"17";"4";"13";"0";"633";"98";"76";"459"
"8b62-39ba-062d-5cad-a97e-e790-207d-cdb5";"180511";"57";"3";"wieś";"stały";"Dom Ludowy-świetlica, Glinik Polski 77, 38-204 Tarnowiec";"gm. Tarnowiec";"jasielski";"podkarpackie";"410";"446";"170";"240";"1";"0";"0";"0";"0";"0";"0";"0";"0";"240";"0";"0";"240";"7";"0";"7";"0";"233";"31";"21";"181"
"aeff-3d57-01c7-b5a8-54c5-4784-925f-2a8a";"180511";"57";"4";"wieś";"stały";"Szkoła Podstawowa, Łubno Szlacheckie 109, 38-204 Tarnowiec";"gm. Tarnowiec";"jasielski";"podkarpackie";"810";"884";"357";"453";"0";"0";"0";"0";"0";"0";"0";"0";"0";"453";"0";"0";"453";"9";"4";"5";"0";"444";"31";"29";"384"
"d01c-8255-3a69-76a6-3cba-ced6-97f4-5e85";"180511";"57";"5";"wieś";"stały";"Szkoła Podstawowa, Tarnowiec 230, 38-204 Tarnowiec";"gm. Tarnowiec";"jasielski";"podkarpackie";"950";"1039";"435";"515";"2";"6";"0";"0";"0";"0";"0";"0";"0";"515";"0";"0";"515";"6";"0";"6";"0";"509";"102";"47";"360"
"423a-a29b-c8b4-9bcb-be73-5e83-d732-3af4";"180511";"57";"6";"wieś";"stały";"Dom Ludowy, Sądkowa BN, 38-204 Tarnowiec";"gm. Tarnowiec";"jasielski";"podkarpackie";"740";"796";"319";"421";"0";"1";"0";"0";"0";"0";"0";"0";"0";"421";"0";"0";"421";"10";"4";"6";"0";"411";"104";"58";"249"
"a7d5-565f-bd7c-130d-fae4-23e5-7c00-ea28";"180511";"57";"7";"wieś";"stały";"Dom Ludowy, Nowy Glinik 89, 38-204 Tarnowiec";"gm. Tarnowiec";"jasielski";"podkarpackie";"480";"535";"152";"328";"0";"2";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"4";"0";"4";"0";"324";"31";"18";"275"
"951b-145c-d9b5-46b8-853f-8e0f-773b-ab92";"180511";"57";"8";"wieś";"stały";"Dom Ludowy, Łajsce 92, 38-204 Tarnowiec";"gm. Tarnowiec";"jasielski";"podkarpackie";"470";"517";"167";"303";"0";"0";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"4";"1";"3";"0";"299";"38";"29";"232"
"8132-c7d3-07da-2fe7-b53c-6e61-9bfd-e633";"180511";"57";"9";"wieś";"stały";"Dom Ludowy, Umieszcz 24, 38-204 Tarnowiec";"gm. Tarnowiec";"jasielski";"podkarpackie";"510";"552";"195";"315";"1";"1";"0";"0";"0";"0";"0";"0";"0";"314";"0";"0";"314";"5";"1";"4";"0";"309";"50";"49";"210"
"c16b-934a-be40-c171-ad94-2b98-abb5-4f33";"180511";"57";"10";"wieś";"stały";"Dom Ludowy, Wrocanka 35, 38-204 Tarnowiec";"gm. Tarnowiec";"jasielski";"podkarpackie";"560";"607";"229";"331";"1";"1";"0";"0";"0";"0";"0";"0";"0";"331";"0";"0";"331";"8";"4";"4";"0";"323";"53";"41";"229"
"90da-b88d-2c6a-c86b-506f-d583-52b3-0ad6";"180701";"57";"1";"wieś";"stały";"Zespół Szkół i Placówek w Bóbrce, ul. Ignacego Łukasiewicza 18, 38-458 Bóbrka";"gm. Chorkówka";"krośnieński";"podkarpackie";"610";"655";"270";"340";"0";"6";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"10";"1";"9";"0";"330";"105";"48";"177"
"60c8-01d6-e4fe-2c63-7064-dcae-0773-f5eb";"180701";"57";"2";"wieś";"stały";"Sala narad Urzędu Gminy w Chorkówce, Chorkówka 175, 38-458 Chorkówka";"gm. Chorkówka";"krośnieński";"podkarpackie";"630";"690";"238";"392";"0";"5";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"18";"4";"14";"0";"374";"76";"42";"256"
