"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jan Tadeusz DUDA";"Jerzy Feliks FEDOROWICZ"
"6979-e365-e060-a873-61c6-b22c-cd3d-7412";"126101";"32";"357";"miasto";"stały";"Szkoła Podstawowa Nr 86, os. Jagiellońskie 18, 31-833 Kraków";"m. Kraków";"Kraków";"małopolskie";"1140";"1200";"390";"750";"1";"2";"0";"0";"0";"0";"0";"0";"0";"750";"0";"0";"750";"12";"5";"7";"0";"738";"338";"400"
"fc1c-c304-52aa-9750-f738-e09f-6a56-3909";"126101";"32";"358";"miasto";"stały";"Zespół Szkół Gastronomicznych Nr 1, os. Złotej Jesieni 16, 31-828 Kraków";"m. Kraków";"Kraków";"małopolskie";"1108";"1213";"242";"866";"0";"11";"0";"0";"0";"0";"0";"0";"0";"866";"0";"0";"866";"35";"14";"21";"0";"831";"427";"404"
"d202-3600-e073-be5b-3a7d-b441-2dec-0098";"126101";"32";"359";"miasto";"stały";"Zespół Szkół Gastronomicznych Nr 1, os. Złotej Jesieni 16, 31-828 Kraków";"m. Kraków";"Kraków";"małopolskie";"1068";"1157";"248";"820";"1";"5";"0";"0";"0";"0";"0";"0";"0";"820";"0";"0";"820";"21";"11";"10";"0";"799";"350";"449"
"7db9-be66-53e6-46f7-6208-102c-42d5-441a";"126101";"32";"360";"miasto";"stały";"Szkoła Podstawowa Nr 129, os. Na Stoku 34, 31-706 Kraków";"m. Kraków";"Kraków";"małopolskie";"1330";"1449";"242";"1088";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1088";"0";"0";"1088";"29";"9";"20";"0";"1059";"484";"575"
"8e12-6371-b39b-e80a-cf7b-2c66-1977-e94a";"126101";"32";"361";"miasto";"stały";"Szkoła Podstawowa Nr 129, os. Na Stoku 34, 31-706 Kraków";"m. Kraków";"Kraków";"małopolskie";"1438";"1546";"398";"1040";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1040";"0";"0";"1040";"34";"25";"9";"0";"1006";"513";"493"
"ccd0-f3d3-aa23-8ed1-dce3-213c-08b3-d766";"126101";"32";"362";"miasto";"stały";"Szkoła Podstawowa Nr 129, os. Na Stoku 34, 31-706 Kraków";"m. Kraków";"Kraków";"małopolskie";"1530";"1618";"523";"1007";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1007";"0";"0";"1007";"30";"6";"24";"0";"977";"539";"438"
"2c57-eb3c-3662-1f0c-3023-547b-dfd5-4f81";"126101";"32";"363";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 98, os. Na Stoku 52, 31-708 Kraków";"m. Kraków";"Kraków";"małopolskie";"1479";"1582";"494";"985";"1";"9";"0";"0";"0";"0";"0";"0";"0";"985";"0";"0";"985";"18";"5";"13";"0";"967";"510";"457"
"4712-8df1-804e-8cc0-b65a-c437-2e1a-132a";"126101";"32";"364";"miasto";"stały";"Szkoła Podstawowa Nr 129, os. Na Wzgórzach 13a, 31-722 Kraków";"m. Kraków";"Kraków";"małopolskie";"1710";"1833";"706";"1004";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1003";"0";"1";"1002";"21";"7";"14";"0";"981";"576";"405"
"6294-b8b3-b56d-25f6-f648-3037-a14f-b73d";"126101";"32";"365";"miasto";"stały";"Szkoła Podstawowa Nr 129, os. Na Wzgórzach 13a, 31-722 Kraków";"m. Kraków";"Kraków";"małopolskie";"1671";"1796";"649";"1022";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1022";"0";"0";"1022";"26";"11";"15";"0";"996";"571";"425"
"fb72-e0ea-8750-74cf-d219-1e43-1fd8-bfa1";"126101";"32";"366";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej w Krakowie, Filia nr 9 Program Aktywności Lokalnej ZIK, ul. Morcinka 15, 31-762 Kraków";"m. Kraków";"Kraków";"małopolskie";"1136";"1243";"330";"806";"0";"3";"0";"0";"0";"0";"0";"0";"0";"806";"0";"0";"806";"25";"5";"20";"0";"781";"376";"405"
"4a52-f81c-27ad-8a25-0b33-26b7-e767-a8de";"126101";"32";"367";"miasto";"stały";"Ośrodek Kultury Kraków Nowa Huta Klub „Dukat”, ul. Styczna 1, 31-764 Kraków";"m. Kraków";"Kraków";"małopolskie";"1540";"1719";"313";"1224";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1227";"0";"0";"1227";"23";"6";"17";"0";"1204";"649";"555"
"d192-05ef-3c91-0ac2-a7f2-ccd3-2f91-d2b7";"126101";"32";"368";"miasto";"stały";"Szkoła Podstawowa Nr 78, ul. Jaskrowa 5, 31-990 Kraków";"m. Kraków";"Kraków";"małopolskie";"2060";"2162";"596";"1464";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1464";"0";"0";"1464";"48";"8";"40";"0";"1416";"772";"644"
"f4c0-d70b-38ad-d6a1-5e71-efbc-e3cb-dd58";"126101";"32";"369";"miasto";"stały";"Szkoła Podstawowa Nr 78, ul. Łuczanowicka 2a, 31-766 Kraków";"m. Kraków";"Kraków";"małopolskie";"680";"755";"212";"468";"0";"2";"0";"0";"0";"0";"0";"0";"0";"468";"0";"0";"468";"16";"4";"12";"0";"452";"287";"165"
"8fc7-79b8-3562-7be2-a54a-9049-3df5-a630";"126101";"32";"370";"miasto";"stały";"Ośrodek Kultury Kraków Nowa Huta Klub ""KRZESŁAWICE"", ul. Wańkowicza 17, 31-752 Kraków";"m. Kraków";"Kraków";"małopolskie";"610";"671";"119";"488";"0";"4";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"3";"2";"1";"0";"488";"220";"268"
"db10-7bc2-3e3d-44d8-ac5d-ef0a-7410-03a6";"126101";"32";"371";"miasto";"stały";"Filia Młodzieżowego Domu Kultury im. J. Korczaka, os. Szkolne 5, 31-975 Kraków";"m. Kraków";"Kraków";"małopolskie";"1359";"1416";"488";"871";"0";"10";"0";"0";"0";"0";"0";"0";"0";"870";"0";"1";"869";"30";"12";"18";"0";"839";"374";"465"
"dfba-7950-956b-a324-b7fb-5ccc-fa21-1d03";"126101";"32";"372";"miasto";"stały";"Zespół Szkół Elektrycznych Nr 2, os. Szkolne 26, 31-977 Kraków";"m. Kraków";"Kraków";"małopolskie";"820";"898";"249";"571";"3";"2";"0";"0";"0";"0";"0";"0";"0";"571";"0";"0";"571";"20";"4";"16";"0";"551";"228";"323"
"85f8-a641-3360-efdc-2dbf-4e04-0275-c244";"126101";"32";"373";"miasto";"stały";"Szkoła Podstawowa Nr 88, os. Szklane Domy 2, 31-972 Kraków";"m. Kraków";"Kraków";"małopolskie";"608";"666";"167";"441";"6";"6";"0";"0";"0";"0";"0";"0";"0";"440";"0";"0";"440";"7";"0";"7";"0";"433";"206";"227"
"d0c2-f8ca-dae5-a446-0ff6-8e2b-a416-28c7";"126101";"32";"374";"miasto";"stały";"Rada i Zarząd Dzielnicy XVIII, os. Centrum B 6, 31-927 Kraków";"m. Kraków";"Kraków";"małopolskie";"1549";"1684";"422";"1127";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1127";"0";"0";"1127";"39";"12";"27";"0";"1088";"504";"584"
"3aed-075b-c8ce-1d4d-e6fb-ca12-6c2f-551f";"126101";"32";"375";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 105, os. Słoneczne 12, 31-957 Kraków";"m. Kraków";"Kraków";"małopolskie";"1238";"1328";"434";"804";"2";"7";"0";"0";"0";"0";"0";"0";"0";"804";"0";"1";"803";"19";"8";"11";"0";"784";"326";"458"
"20c3-d66e-7931-2803-c4ea-0f26-7890-6692";"126101";"32";"376";"miasto";"stały";"Zespół Szkół Zawodowych Nr 2, os. Szkolne 18, 31-977 Kraków";"m. Kraków";"Kraków";"małopolskie";"1459";"1606";"463";"996";"2";"6";"0";"0";"0";"0";"0";"0";"0";"996";"0";"0";"996";"28";"7";"21";"0";"968";"430";"538"
"8ecc-5ce9-3984-7b8b-a643-f134-10e0-ebe0";"126101";"32";"377";"miasto";"stały";"Publiczne Liceum Ogólnokształcące im. Królowej Apostołów w Krakowie, ul. Bulwarowa 33, 31-751 Kraków";"m. Kraków";"Kraków";"małopolskie";"850";"904";"303";"547";"3";"5";"0";"0";"0";"0";"0";"0";"0";"547";"0";"0";"547";"14";"4";"10";"0";"533";"198";"335"
"f357-f866-df66-296d-702a-b563-12df-a845";"126101";"32";"378";"miasto";"stały";"Szkoła Podstawowa im. św. Wincentego Pallottiego, os. Krakowiaków 47, 31-964 Kraków";"m. Kraków";"Kraków";"małopolskie";"959";"1002";"298";"661";"3";"7";"0";"0";"0";"0";"0";"0";"0";"661";"0";"0";"661";"17";"10";"7";"0";"644";"321";"323"
"a4c9-78a1-b0af-0323-e212-2626-f455-c656";"126101";"32";"379";"miasto";"stały";"Szkoła Podstawowa im. św. Wincentego Pallottiego, os. Krakowiaków 47, 31-964 Kraków";"m. Kraków";"Kraków";"małopolskie";"920";"992";"313";"607";"1";"8";"0";"0";"0";"0";"0";"0";"0";"607";"0";"0";"607";"12";"5";"7";"0";"595";"253";"342"
"ed28-863a-8c2e-60bd-872f-2a8d-da18-d2dc";"126101";"32";"380";"miasto";"stały";"Ośrodek Kultury im. C. K. Norwida, os. Górali 5, 31-959 Kraków";"m. Kraków";"Kraków";"małopolskie";"993";"1083";"284";"707";"1";"3";"0";"0";"0";"0";"0";"0";"0";"707";"0";"0";"707";"25";"8";"17";"0";"682";"316";"366"
"f71a-486a-7301-18a2-9756-bf1d-d6ca-c671";"126101";"32";"381";"miasto";"stały";"Zespół Szkół Ogólnokształcących Sportowych Nr 2, os. Teatralne 35, 31-948 Kraków";"m. Kraków";"Kraków";"małopolskie";"1336";"1441";"456";"880";"1";"2";"0";"0";"0";"0";"0";"0";"0";"880";"0";"0";"880";"32";"10";"22";"0";"848";"369";"479"
"ae6b-1528-95a4-8b4b-103c-1744-0625-c6dd";"126101";"32";"382";"miasto";"stały";"Zespół Szkół Ogólnokształcących Sportowych Nr 2, os. Teatralne 35, 31-948 Kraków";"m. Kraków";"Kraków";"małopolskie";"770";"831";"205";"565";"1";"4";"0";"0";"0";"0";"0";"0";"0";"565";"0";"0";"565";"22";"6";"16";"0";"543";"246";"297"
"a395-e702-8b45-42bf-ec84-120f-79fc-9711";"126101";"32";"383";"miasto";"stały";"XI Liceum Ogólnokształcące, os. Teatralne 33, 31-948 Kraków";"m. Kraków";"Kraków";"małopolskie";"1220";"1358";"421";"799";"3";"24";"0";"0";"0";"0";"0";"0";"0";"799";"0";"0";"799";"26";"10";"16";"0";"773";"377";"396"
"c39a-328e-2960-6051-1849-cde8-a2cf-7853";"126101";"32";"384";"miasto";"stały";"Zespół Szkół Ekonomicznych Nr 2, os. Spółdzielcze 6, 31-943 Kraków";"m. Kraków";"Kraków";"małopolskie";"970";"983";"290";"680";"3";"4";"0";"0";"0";"0";"0";"0";"0";"680";"0";"0";"680";"18";"5";"13";"0";"662";"272";"390"
"864a-35ad-020d-b1dc-c2a2-5a54-9694-66d9";"126101";"32";"385";"miasto";"stały";"Szkoła Podstawowa Nr 103, os. Kolorowe 29, 31-941 Kraków";"m. Kraków";"Kraków";"małopolskie";"1328";"1467";"364";"964";"3";"4";"0";"0";"0";"0";"0";"0";"0";"964";"0";"0";"964";"35";"10";"25";"0";"929";"399";"530"
"e32e-d8ff-7434-60fc-c66d-996a-628a-d565";"126101";"32";"386";"miasto";"stały";"Szkoła Podstawowa Nr 103, os. Kolorowe 29, 31-941 Kraków";"m. Kraków";"Kraków";"małopolskie";"1328";"1433";"349";"979";"3";"2";"0";"0";"0";"0";"0";"0";"0";"979";"0";"0";"979";"25";"7";"18";"0";"954";"412";"542"
"df3e-eb8f-7bc4-5bb2-0fe6-e4e6-0a14-1593";"126101";"32";"387";"miasto";"stały";"Szkoła Podstawowa Nr 91, os. Handlowe 4, 31-935 Kraków";"m. Kraków";"Kraków";"małopolskie";"900";"974";"259";"641";"6";"4";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"30";"6";"24";"0";"611";"245";"366"
"d825-e031-b978-2c4d-387b-80f1-bee0-aa85";"126101";"32";"388";"miasto";"stały";"Szkoła Podstawowa Nr 91, os. Handlowe 4, 31-935 Kraków";"m. Kraków";"Kraków";"małopolskie";"1050";"1134";"294";"756";"0";"4";"0";"0";"0";"0";"0";"0";"0";"756";"0";"0";"756";"31";"12";"19";"0";"725";"281";"444"
"93d8-4b46-56b8-8fad-0bcf-8211-fa0d-43ee";"126101";"32";"389";"miasto";"stały";"Szkoła Podstawowa Nr 91, os. Handlowe 4, 31-935 Kraków";"m. Kraków";"Kraków";"małopolskie";"1160";"1339";"335";"825";"2";"6";"1";"1";"0";"0";"0";"0";"1";"826";"1";"0";"826";"42";"20";"22";"0";"784";"376";"408"
"b134-c74b-f67a-766b-c622-700a-93a7-0eb3";"126101";"32";"390";"miasto";"stały";"Szkoła Podstawowa Nr 91, os. Handlowe 4, 31-935 Kraków";"m. Kraków";"Kraków";"małopolskie";"1240";"1339";"397";"843";"0";"8";"0";"0";"0";"0";"0";"0";"0";"843";"0";"0";"843";"16";"4";"12";"0";"827";"366";"461"
"c8e0-1283-11af-b6ad-bbd7-ce59-6869-4f67";"126101";"32";"391";"miasto";"stały";"Ośrodek Kultury Kraków Nowa Huta Klub „Jędruś”, os. Centrum A 6a, 31-923 Kraków";"m. Kraków";"Kraków";"małopolskie";"1609";"1767";"493";"1116";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1116";"0";"0";"1116";"23";"6";"17";"0";"1093";"431";"662"
"cb3d-192b-519c-d403-e570-1ed8-1145-5b54";"126101";"32";"392";"miasto";"stały";"Szkoła Podstawowa Nr 80, os. Na Skarpie 8, 31-909 Kraków";"m. Kraków";"Kraków";"małopolskie";"921";"963";"212";"709";"0";"1";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"23";"12";"11";"0";"686";"301";"385"
"70f8-1804-d743-dea1-1f2a-95a1-9f63-18f0";"126101";"32";"393";"miasto";"stały";"Szkoła Podstawowa Nr 80, os. Na Skarpie 8, 31-909 Kraków";"m. Kraków";"Kraków";"małopolskie";"1450";"1543";"498";"949";"0";"4";"0";"0";"0";"0";"0";"0";"0";"948";"0";"0";"948";"25";"10";"15";"0";"923";"429";"494"
"1ffc-fad2-1f24-12c4-61ff-2d83-e721-b75d";"126101";"32";"394";"miasto";"stały";"Szkoła Podstawowa Nr 80, os. Na Skarpie 8, 31-909 Kraków";"m. Kraków";"Kraków";"małopolskie";"1390";"1535";"443";"947";"1";"13";"1";"1";"0";"0";"0";"0";"1";"948";"1";"0";"948";"36";"13";"23";"0";"912";"441";"471"
"f9b3-5e8b-5905-c9f4-4ee7-73c8-2d8f-f400";"126101";"32";"395";"miasto";"stały";"Ośrodek Kultury Kraków Nowa Huta Klub „Wersalik”, os. Ogrodowe 15, 31-916 Kraków";"m. Kraków";"Kraków";"małopolskie";"1120";"1225";"332";"788";"2";"11";"0";"0";"0";"0";"0";"0";"0";"788";"0";"0";"788";"22";"5";"17";"0";"766";"327";"439"
