"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jacek BOGUCKI";"Igor ŁUKASZUK";"Aldona Anna SKIRGIEŁŁO"
"cad4-1ceb-eda9-0832-f4b5-18c5-a9ad-e80d";"200501";"61";"13";"miasto";"zakład leczniczy";"Sala konferencyjna Samodzielnego Publicznego Zakładu Opieki Zdrowotnej, ul. Doc. Adama Dowgirda 9, 17-200 Hajnówka";"m. Hajnówka";"hajnowski";"podlaskie";"292";"90";"257";"35";"0";"3";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"35";"0";"0";"0";"0";"35";"13";"21";"1"
"f4f2-1c39-1571-a05c-2363-69d7-2d8f-c388";"200501";"61";"14";"miasto";"zakład leczniczy";"Zakład Pielęgnacyjno-Opiekuńczy Samodzielnego Publicznego Zakładu Opieki Zdrowotnej, ul. 11 Listopada 20, 17-200 Hajnówka";"m. Hajnówka";"hajnowski";"podlaskie";"46";"41";"43";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"3";"0";"0";"0";"0";"3";"0";"2";"1"
"9933-bbcc-e9c0-1d42-7c82-15df-7a5e-155e";"200501";"61";"15";"miasto";"areszt śledczy";"Areszt Śledczy, ul. Warszawska 67, 17-200 Hajnówka";"m. Hajnówka";"hajnowski";"podlaskie";"383";"411";"183";"200";"0";"0";"0";"0";"0";"0";"0";"0";"0";"200";"0";"0";"200";"6";"0";"6";"0";"194";"59";"97";"38"
"add4-085e-a477-b94f-4b23-03ed-eb21-68b7";"200502";"61";"1";"wieś";"stały";"Białowieski Ośrodek Kultury w Białowieży, ul. Sportowa 1, 17-230 Białowieża";"gm. Białowieża";"hajnowski";"podlaskie";"1522";"1693";"556";"966";"1";"0";"0";"0";"0";"0";"0";"0";"0";"966";"0";"0";"966";"18";"5";"13";"0";"948";"284";"587";"77"
"4866-5412-c5a0-fa01-23cc-ea7f-7b6e-90e8";"200502";"61";"2";"wieś";"stały";"Klub Kultury w Budach, Budy 36a, 17-230 Białowieża";"gm. Białowieża";"hajnowski";"podlaskie";"222";"245";"96";"126";"0";"2";"2";"2";"0";"0";"0";"0";"2";"128";"2";"0";"128";"2";"0";"2";"0";"126";"57";"64";"5"
"baed-0dae-47f2-efe7-7e3e-d8a9-b866-a129";"200502";"61";"3";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Rokitnik"", Centura 2, 17-230 Białowieża";"gm. Białowieża";"hajnowski";"podlaskie";"74";"57";"52";"22";"0";"1";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"22";"1";"1";"0";"0";"21";"7";"8";"6"
"1f52-feb1-7b7e-6f61-4314-d093-3e36-73ff";"200503";"61";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Czeremsze, ul. 1 - go Maja 77, 17-240 Czeremcha";"gm. Czeremcha";"hajnowski";"podlaskie";"1789";"1928";"856";"933";"2";"3";"0";"0";"0";"0";"0";"0";"0";"933";"0";"0";"933";"22";"5";"17";"0";"911";"351";"503";"57"
"2601-60f1-dd86-588e-799d-ea2b-4c8b-ffbd";"200503";"61";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Czeremsze Szkoła Podstawowa, ul. Szkolna 2, 17-240 Czeremcha";"gm. Czeremcha";"hajnowski";"podlaskie";"699";"768";"393";"306";"2";"4";"0";"0";"0";"0";"0";"0";"0";"306";"0";"0";"306";"8";"0";"8";"0";"298";"103";"158";"37"
"3867-c12e-3858-74d0-1ffc-739b-33a7-ac3e";"200504";"61";"1";"wieś";"stały";"Świetlica Wiejska w Czyżach, Czyże 106, 17-207 Czyże";"gm. Czyże";"hajnowski";"podlaskie";"597";"647";"307";"290";"0";"0";"0";"0";"0";"0";"0";"0";"0";"290";"0";"0";"290";"7";"0";"7";"0";"283";"78";"187";"18"
"8a3d-5a57-61fa-8064-0066-40c0-7198-d223";"200504";"61";"2";"wieś";"stały";"Świetlica Wiejska w Klejnikach, Klejniki 51, 17-207 Czyże";"gm. Czyże";"hajnowski";"podlaskie";"385";"419";"231";"154";"0";"0";"0";"0";"0";"0";"0";"0";"0";"154";"0";"0";"154";"5";"1";"4";"0";"149";"13";"125";"11"
"3d2f-4eb7-1669-e2e6-6375-4cb8-5e34-8727";"200504";"61";"3";"wieś";"stały";"Świetlica Wiejska w Kuraszewie, Kuraszewo 14A, 17-207 Czyże";"gm. Czyże";"hajnowski";"podlaskie";"373";"403";"223";"150";"0";"0";"0";"0";"0";"0";"0";"0";"0";"150";"0";"0";"150";"3";"1";"2";"0";"147";"36";"97";"14"
"a4f3-907c-e669-28b6-6b98-75ca-6c08-5e24";"200504";"61";"4";"wieś";"stały";"Świetlica Wiejska w Zbuczu, Zbucz 65, 17-207 Czyże";"gm. Czyże";"hajnowski";"podlaskie";"243";"271";"151";"92";"0";"3";"0";"0";"0";"0";"0";"0";"0";"92";"0";"0";"92";"3";"0";"3";"0";"89";"19";"59";"11"
"0f3d-cc83-cd8c-dfbd-9af8-2526-0763-8150";"200505";"61";"1";"wieś";"stały";"Szkoła Podstawowa w Dubiczach Cerkiewnych, ul. Parkowa 30, 17-204 Dubicze Cerkiewne";"gm. Dubicze Cerkiewne";"hajnowski";"podlaskie";"676";"743";"348";"328";"2";"7";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"8";"0";"8";"0";"320";"93";"201";"26"
"b42d-0e6b-e749-fc22-0a15-c979-2015-1e20";"200505";"61";"2";"wieś";"stały";"Świetlica wiejska w Starym Korninie, Stary Kornin 62, 17-204 Dubicze Cerkiewne";"gm. Dubicze Cerkiewne";"hajnowski";"podlaskie";"354";"382";"193";"161";"2";"0";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"161";"1";"0";"1";"0";"160";"57";"89";"14"
"1729-3b1a-2858-1ce0-765d-e913-858b-325d";"200505";"61";"3";"wieś";"stały";"Świetlica wiejska w Wojnówce, Wojnówka 16, 17-204 Dubicze Cerkiewne";"gm. Dubicze Cerkiewne";"hajnowski";"podlaskie";"203";"228";"86";"117";"0";"5";"0";"0";"0";"0";"0";"0";"0";"117";"0";"0";"117";"1";"0";"1";"0";"116";"29";"81";"6"
"08e0-d423-43cf-45d8-5846-2849-a7e3-1ec9";"200506";"61";"1";"wieś";"stały";"Szkoła Podstawowa w Dubinach, Dubiny ul. Główna 1b, 17-200 Hajnówka";"gm. Hajnówka";"hajnowski";"podlaskie";"465";"504";"217";"248";"0";"2";"0";"0";"0";"0";"0";"0";"0";"248";"0";"0";"248";"5";"1";"4";"0";"243";"75";"145";"23"
"7f60-050c-cbc9-5877-9e10-1c0b-8ef9-31ff";"200506";"61";"2";"wieś";"stały";"Gminne Centrum Kultury w Dubinach, Dubiny ul. Główna 116, 17-200 Hajnówka";"gm. Hajnówka";"hajnowski";"podlaskie";"475";"511";"209";"266";"0";"0";"0";"0";"0";"0";"0";"0";"0";"266";"0";"0";"266";"7";"1";"6";"0";"259";"55";"184";"20"
"fa75-a8d3-da97-d83f-9371-0b76-99a3-9f76";"200506";"61";"3";"wieś";"stały";"Świetlica Wiejska w Nowosadach, Nowosady 114, 17-200 Hajnówka";"gm. Hajnówka";"hajnowski";"podlaskie";"504";"548";"293";"211";"2";"0";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"7";"0";"7";"0";"204";"71";"118";"15"
"79fe-e497-6967-5981-97f6-be43-560e-d8f6";"200506";"61";"4";"wieś";"stały";"Szkoła Podstawowa w Nowokorninie, Nowokornino 147, 17-200 Hajnówka";"gm. Hajnówka";"hajnowski";"podlaskie";"394";"424";"230";"164";"0";"0";"0";"0";"0";"0";"0";"0";"0";"164";"0";"0";"164";"3";"1";"2";"0";"161";"36";"107";"18"
"293e-8fee-ec2d-85e2-2355-1f3c-fd54-5dc7";"200506";"61";"5";"wieś";"stały";"Świetlica Wiejska w Nowoberezowie, Nowoberezowo 86, 17-200 Hajnówka";"gm. Hajnówka";"hajnowski";"podlaskie";"445";"440";"226";"219";"0";"0";"0";"0";"0";"0";"0";"0";"0";"219";"0";"0";"219";"7";"5";"2";"0";"212";"62";"134";"16"
"8693-6f45-47ec-3564-1209-746b-41b9-7129";"200506";"61";"6";"wieś";"stały";"Świetlica Wiejska w Mochnatem, Mochnate 58, 17-200 Hajnówka";"gm. Hajnówka";"hajnowski";"podlaskie";"374";"418";"193";"181";"0";"3";"0";"0";"0";"0";"0";"0";"0";"181";"0";"0";"181";"5";"0";"5";"0";"176";"45";"121";"10"
"6f16-5e2d-4c03-ef89-1927-f9aa-1cae-af77";"200506";"61";"7";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Orzeszkowie, Orzeszkowo 2, 17-200 Hajnówka";"gm. Hajnówka";"hajnowski";"podlaskie";"414";"451";"238";"176";"0";"2";"0";"0";"0";"0";"0";"0";"0";"176";"0";"0";"176";"7";"1";"6";"0";"169";"34";"124";"11"
"202d-39ea-a69b-295e-fc35-564d-379d-abbd";"200507";"61";"1";"miasto";"stały";"Miejski Ośrodek Kultury, Sportu i Rekreacji w Kleszczelach, ul. 1 Maja 19, 17-250 Kleszczele";"gm. Kleszczele";"hajnowski";"podlaskie";"1172";"1298";"524";"648";"1";"17";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"14";"5";"9";"0";"634";"241";"344";"49"
"2fdc-7ed8-52cf-decb-0ce7-d849-5356-f33b";"200507";"61";"2";"wieś";"stały";"Świetlica Wiejska w Policznej, Policzna 84, 17-250 Kleszczele";"gm. Kleszczele";"hajnowski";"podlaskie";"172";"193";"87";"85";"0";"0";"0";"0";"0";"0";"0";"0";"0";"85";"0";"0";"85";"4";"0";"4";"0";"81";"30";"42";"9"
"bf39-aeb3-0add-bcd6-9174-6e7e-80bd-32c2";"200507";"61";"3";"wieś";"stały";"Świetlica Wiejska w Daszach, Dasze 40, 17-250 Kleszczele";"gm. Kleszczele";"hajnowski";"podlaskie";"293";"322";"148";"145";"0";"3";"0";"0";"0";"0";"0";"0";"0";"145";"0";"0";"145";"4";"0";"4";"0";"141";"59";"67";"15"
"4fb5-aa2d-d22d-832f-f15a-d398-7af3-e41c";"200507";"61";"4";"wieś";"stały";"Świetlica Wiejska w Zaleszanach, Zaleszany 7, 17-250 Kleszczele";"gm. Kleszczele";"hajnowski";"podlaskie";"303";"337";"133";"170";"0";"1";"0";"0";"0";"0";"0";"0";"0";"170";"0";"0";"170";"8";"0";"8";"0";"162";"56";"98";"8"
"66fc-ea55-a2d6-c82f-bf72-b55b-6d7e-c110";"200508";"61";"1";"wieś";"stały";"Urząd Gminy Narew, ul. Mickiewicza 101, 17-210 Narew";"gm. Narew";"hajnowski";"podlaskie";"1443";"1584";"728";"715";"3";"7";"0";"0";"0";"0";"0";"0";"0";"715";"0";"0";"715";"14";"8";"6";"0";"701";"248";"407";"46"
"e449-0b2a-644a-994e-90c4-cec0-b766-e164";"200508";"61";"2";"wieś";"stały";"Świetlica wiejska w Łosince, Łosinka 41, 17-210 Narew";"gm. Narew";"hajnowski";"podlaskie";"465";"503";"277";"188";"0";"5";"0";"0";"0";"0";"0";"0";"0";"188";"0";"0";"188";"2";"0";"2";"0";"186";"56";"114";"16"
"2da7-eb20-4ad8-43ee-e765-4a2e-f6da-cc9b";"200508";"61";"3";"wieś";"stały";"Świetlica wiejska w Tyniewiczach Dużych, Tyniewicze Duże 57, 17-210 Narew";"gm. Narew";"hajnowski";"podlaskie";"212";"232";"123";"89";"1";"1";"0";"0";"0";"0";"0";"0";"0";"89";"0";"0";"89";"1";"0";"1";"0";"88";"7";"73";"8"
"cf14-3e21-47a3-841a-4a4f-00f0-2e21-8f23";"200508";"61";"4";"wieś";"stały";"Świetlica wiejska w Trześciance, Trześcianka 90, 17-210 Narew";"gm. Narew";"hajnowski";"podlaskie";"434";"479";"222";"212";"0";"5";"0";"0";"0";"0";"0";"0";"0";"212";"0";"0";"212";"4";"2";"2";"0";"208";"65";"128";"15"
"2903-d9d2-b15f-29d0-06cd-db41-2e0b-1024";"200508";"61";"5";"wieś";"stały";"Świetlica wiejska w Janowie, Janowo 37, 17-210 Narew";"gm. Narew";"hajnowski";"podlaskie";"192";"215";"121";"71";"0";"1";"0";"0";"0";"0";"0";"0";"0";"71";"0";"0";"71";"2";"0";"2";"0";"69";"21";"42";"6"
"570e-bb76-54e0-0582-72f8-6d61-3ff1-a5c6";"200509";"61";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Narewce, ul. Nowa 3A, 17-220 Narewka";"gm. Narewka";"hajnowski";"podlaskie";"846";"908";"406";"440";"0";"0";"0";"0";"0";"0";"0";"0";"0";"440";"0";"0";"440";"6";"3";"3";"0";"434";"141";"250";"43"
"bc5a-17f4-68e3-65b3-6316-e0fd-9662-9fbb";"200509";"61";"2";"wieś";"stały";"Szkoła Podstawowa w Narewce, ul. Nowa 4, 17-220 Narewka";"gm. Narewka";"hajnowski";"podlaskie";"737";"810";"399";"338";"1";"16";"1";"1";"0";"0";"0";"0";"1";"339";"1";"0";"339";"3";"0";"3";"0";"336";"108";"193";"35"
"8ca6-2bbc-98b6-7d34-ccb2-c406-76d8-6333";"200509";"61";"3";"wieś";"stały";"Świetlica samorządowa w Siemianówce, Siemianówka ul. Szkolna 37, 17-220 Narewka";"gm. Narewka";"hajnowski";"podlaskie";"546";"616";"270";"276";"0";"18";"0";"0";"0";"0";"0";"0";"0";"275";"0";"0";"275";"4";"1";"3";"0";"271";"77";"169";"25"
"3845-61d5-1925-602f-b4df-164d-4bde-2d7f";"200509";"61";"4";"wieś";"stały";"Świetlica samorządowa w Lewkowie Starym, Lewkowo Stare 62, 17-220 Narewka";"gm. Narewka";"hajnowski";"podlaskie";"717";"786";"401";"316";"1";"6";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"7";"1";"6";"0";"309";"91";"180";"38"
"a514-7180-3ad9-0808-2949-1797-d0d0-dde7";"201001";"61";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Siemiatyczach, ul. Ogrodowa 2, 17-300  Siemiatycze";"m. Siemiatycze";"siemiatycki";"podlaskie";"1718";"1815";"682";"1036";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1036";"0";"0";"1036";"16";"2";"14";"0";"1020";"514";"435";"71"
"596d-dfa7-a098-acdb-eb8d-75ef-94a5-6a39";"201001";"61";"2";"miasto";"stały";"Siemiatycki Ośrodek Kultury w Siemiatyczach, ul. Zaszkolna 1, 17-300 Siemiatycze";"m. Siemiatycze";"siemiatycki";"podlaskie";"963";"1006";"406";"557";"1";"4";"0";"0";"0";"0";"0";"0";"0";"557";"0";"0";"557";"16";"2";"14";"0";"541";"280";"223";"38"
"cef5-1bb6-62c9-06a9-0418-b58d-b988-1f2c";"201001";"61";"3";"miasto";"stały";"Siemiatycki Ośrodek Kultury w Siemiatyczach, ul. Leg. Piłsudskiego 1, 17-300 Siemiatycze";"m. Siemiatycze";"siemiatycki";"podlaskie";"1200";"1189";"542";"658";"0";"3";"0";"0";"0";"0";"0";"0";"0";"657";"0";"0";"657";"11";"1";"10";"0";"646";"325";"277";"44"
"177a-0afb-3071-e9a6-110b-ca22-4592-aa91";"201001";"61";"4";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Siemiatyczach, ul. Gen. Wł. Andersa 4, 17-300 Siemiatycze";"m. Siemiatycze";"siemiatycki";"podlaskie";"1750";"1824";"750";"1000";"1";"8";"1";"1";"0";"0";"0";"0";"1";"1001";"1";"0";"1001";"18";"5";"13";"0";"983";"413";"505";"65"
"97fa-e6b5-0aca-0930-cb6b-fec9-d195-c0c9";"201001";"61";"5";"miasto";"stały";"Przedszkole Nr 3 w Siemiatyczach, ul. 11 Listopada 24, 17-300 Siemiatycze";"m. Siemiatycze";"siemiatycki";"podlaskie";"1757";"1876";"776";"981";"0";"19";"0";"0";"0";"0";"0";"0";"0";"981";"0";"0";"981";"22";"4";"18";"0";"959";"405";"486";"68"
"0a00-160b-ab17-3547-d0ec-feba-510f-975b";"201001";"61";"6";"miasto";"stały";"Hala widowiskowo-sportowa w Siemiatyczach, ul. Świętojańska 25 A, 17-300 Siemiatycze";"m. Siemiatycze";"siemiatycki";"podlaskie";"609";"651";"301";"308";"1";"2";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"11";"0";"11";"0";"297";"143";"135";"19"
"8b82-7922-8b23-fa50-4c44-b19d-2f41-053f";"201001";"61";"7";"miasto";"stały";"Przedszkole Nr 5 w Siemiatyczach, ul. Gen. Wł. Andersa 9, 17-300 Siemiatycze";"m. Siemiatycze";"siemiatycki";"podlaskie";"1802";"1953";"789";"1013";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1013";"0";"0";"1013";"19";"3";"16";"0";"994";"465";"462";"67"
"7491-dbeb-717c-e185-b4ac-2164-63b4-7472";"201001";"61";"8";"miasto";"stały";"Miejska Biblioteka Publiczna w Siemiatyczach, ul. Górna 23A, 17-300 Siemiatycze";"m. Siemiatycze";"siemiatycki";"podlaskie";"919";"984";"350";"569";"1";"5";"0";"0";"0";"0";"0";"0";"0";"569";"0";"0";"569";"7";"4";"3";"0";"562";"284";"242";"36"
"54de-f645-176c-34f6-8af6-0bbd-d013-d95c";"201001";"61";"9";"miasto";"dom pomocy społecznej";"Powiatowy Dom Pomocy Społecznej w Siemiatyczach, ul. Szpitalna 10, 17-300 Siemiatycze";"m. Siemiatycze";"siemiatycki";"podlaskie";"62";"62";"29";"33";"0";"1";"0";"0";"0";"0";"0";"0";"0";"33";"0";"0";"33";"0";"0";"0";"0";"33";"28";"4";"1"
"020f-5b17-ad93-6663-8969-693b-db3e-bb78";"201001";"61";"10";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej w Siemiatyczach Szpital Powiatowy w Siemiatyczach, ul. Szpitalna 8, 17-300 Siemiatycze";"m. Siemiatycze";"siemiatycki";"podlaskie";"150";"101";"131";"19";"0";"7";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"0";"0";"0";"0";"19";"13";"3";"3"
"8a8b-214e-8ef5-e179-1797-baf6-d73d-2b56";"201002";"61";"1";"miasto";"stały";"Drohiczyn, Miejsko Gminny Ośrodek Kultury w Drohiczynie ul. Kraszewskiego 13, wejście od strony ulicy Jagiellończyka., Kraszewskiego 13, 17-312 Drohiczyn";"gm. Drohiczyn";"siemiatycki";"podlaskie";"1548";"1667";"624";"924";"3";"18";"0";"0";"0";"0";"0";"0";"0";"924";"0";"0";"924";"15";"2";"13";"0";"909";"565";"288";"56"
"7dea-1f96-fcb2-9c30-ccc3-4b81-db2c-66e9";"201002";"61";"2";"wieś";"stały";"Drohiczyn, Miejsko Gminny Ośrodek Kultury w Drohiczynie ul. Kraszewskiego 13, wejście od strony ulicy Kraszewskiego, Kraszewskiego 13, 17-312 Drohiczyn";"gm. Drohiczyn";"siemiatycki";"podlaskie";"1152";"1252";"557";"595";"2";"7";"0";"0";"0";"0";"0";"0";"0";"595";"0";"0";"595";"14";"7";"7";"0";"581";"417";"122";"42"
"a208-a6ca-4e0e-6804-a94d-51f9-e9ea-39dd";"201002";"61";"3";"wieś";"stały";"Szkoła Podstawowa w Miłkowicach-Jankach, Miłkowice-Janki 12, 17-312 Drohiczyn";"gm. Drohiczyn";"siemiatycki";"podlaskie";"702";"762";"330";"372";"1";"5";"0";"0";"0";"0";"0";"0";"0";"371";"0";"0";"371";"4";"1";"3";"0";"367";"283";"65";"19"
"43ca-dced-62d3-c80b-29c0-74dd-ffa2-2151";"201002";"61";"4";"wieś";"stały";"Szkoła Podstawowa w Ostrożanach, Ostrożany 14, 17-312 Drohiczyn";"gm. Drohiczyn";"siemiatycki";"podlaskie";"435";"472";"186";"249";"1";"0";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0";"249";"4";"2";"2";"0";"245";"211";"26";"8"
"9dd6-fa99-29bd-728f-d548-dd7c-7f69-ef86";"201002";"61";"5";"wieś";"stały";"Szkoła Podstawowa w Śledzianowie, Śledzianów 2, 17-312 Drohiczyn";"gm. Drohiczyn";"siemiatycki";"podlaskie";"901";"994";"476";"425";"0";"4";"0";"0";"0";"0";"0";"0";"0";"425";"0";"0";"425";"4";"0";"4";"0";"421";"317";"72";"32"
"e9c1-ffbe-0555-8d91-9ef2-eafd-8b80-2fb2";"201003";"61";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Dziadkowicach, Kąty 22, 17-306 Dziadkowice";"gm. Dziadkowice";"siemiatycki";"podlaskie";"731";"800";"279";"452";"1";"2";"0";"0";"0";"0";"0";"0";"0";"452";"0";"0";"452";"5";"3";"2";"0";"447";"333";"83";"31"
"3cdd-d16f-0f34-7256-8da1-1aae-4b6f-678d";"201003";"61";"2";"wieś";"stały";"Świetlica OSP w Żurobicach, Żurobice 17a, 17-306 Dziadkowice";"gm. Dziadkowice";"siemiatycki";"podlaskie";"256";"285";"140";"116";"0";"2";"0";"0";"0";"0";"0";"0";"0";"116";"0";"0";"116";"5";"0";"5";"0";"111";"79";"25";"7"
"59b3-6808-913e-ae4f-3fdf-d2f4-5ba1-2cd8";"201003";"61";"3";"wieś";"stały";"Świetlica Wiejska w Dołubowie, Dołubowo 34, 17-306 Dziadkowice";"gm. Dziadkowice";"siemiatycki";"podlaskie";"525";"567";"246";"279";"0";"3";"0";"0";"0";"0";"0";"0";"0";"279";"0";"0";"279";"6";"1";"5";"0";"273";"226";"35";"12"
"9c39-6497-2552-7c5b-0f41-9cf3-4a3d-0946";"201003";"61";"4";"wieś";"stały";"Świetlica wiejska w Hornowie, Hornowo 43, 17-306 Dziadkowice";"gm. Dziadkowice";"siemiatycki";"podlaskie";"538";"599";"267";"271";"0";"3";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"5";"0";"5";"0";"266";"196";"52";"18"
"48d1-f6cb-b802-e230-863c-0d5b-2014-38c2";"201004";"61";"1";"wieś";"stały";"Budynek po byłej szkole, Czarna Cerkiewna 45, 17-315 Grodzisk";"gm. Grodzisk";"siemiatycki";"podlaskie";"390";"423";"202";"188";"0";"1";"0";"0";"0";"0";"0";"0";"0";"188";"0";"0";"188";"4";"0";"4";"0";"184";"96";"76";"12"
"8268-be0f-85a1-09a5-a6bb-ad4e-a7e7-daf1";"201004";"61";"2";"wieś";"stały";"Świetlica OSP w Grodzisku, ul. 1 Maja 6, 17-315 Grodzisk";"gm. Grodzisk";"siemiatycki";"podlaskie";"828";"885";"336";"492";"2";"3";"0";"0";"0";"0";"0";"0";"0";"492";"0";"0";"492";"9";"0";"9";"0";"483";"335";"113";"35"
"ade3-87ec-5a53-9c05-a127-ca53-29bd-3de1";"201004";"61";"3";"wieś";"stały";"Świetlica wiejska, Sypnie Nowe 2, 17-315 Grodzisk";"gm. Grodzisk";"siemiatycki";"podlaskie";"730";"798";"319";"411";"2";"5";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"5";"1";"4";"0";"406";"345";"40";"21"
"70b3-28a9-f371-c323-93a8-a4ed-c2bc-404c";"201004";"61";"4";"wieś";"stały";"Świetlica wiejska, Stadniki 36 A, 17-315 Grodzisk";"gm. Grodzisk";"siemiatycki";"podlaskie";"551";"583";"276";"275";"0";"1";"0";"0";"0";"0";"0";"0";"0";"275";"0";"0";"275";"3";"1";"2";"0";"272";"224";"37";"11"
"f98d-52d9-0bef-b9b1-125d-27ca-9a56-308b";"201004";"61";"5";"wieś";"stały";"Świetlica wiejska, Makarki 35, 17-315 Grodzisk";"gm. Grodzisk";"siemiatycki";"podlaskie";"630";"663";"267";"363";"0";"0";"0";"0";"0";"0";"0";"0";"0";"363";"0";"0";"363";"3";"0";"3";"0";"360";"191";"141";"28"
"cc55-f4a1-52c1-d9cf-4910-9da5-1085-d433";"201005";"61";"1";"wieś";"stały";"Wiejski Ośrodek Kultury, Sportu i Rekreacji w Wilanowie, Wilanowo 72, 17-307 Mielnik";"gm. Mielnik";"siemiatycki";"podlaskie";"392";"440";"166";"226";"4";"0";"0";"0";"0";"0";"0";"0";"0";"226";"0";"0";"226";"5";"0";"5";"0";"221";"103";"95";"23"
"c4eb-513d-f493-5a74-632c-31a4-fbc9-71db";"201005";"61";"2";"wieś";"stały";"Zespół Szkół im. Unii Mielnickiej w Mielniku, ul. Brzeska 132, 17-307 Mielnik";"gm. Mielnik";"siemiatycki";"podlaskie";"1011";"1099";"367";"644";"6";"20";"0";"0";"0";"0";"0";"0";"0";"644";"0";"0";"644";"10";"3";"7";"0";"634";"316";"266";"52"
"6e90-0638-e897-35df-40b8-47af-b2cb-5c3b";"201005";"61";"3";"wieś";"stały";"Świetlica Wiejska w Moszczonie Królewskiej, Moszczona Królewska 55, 17-307 Mielnik";"gm. Mielnik";"siemiatycki";"podlaskie";"488";"551";"229";"259";"0";"4";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"4";"0";"4";"0";"255";"69";"161";"25"
"f253-168f-8178-5a5e-346f-979e-2451-b681";"201006";"61";"1";"wieś";"stały";"Świetlica Wiejska w Milejczycach, ul. Parkowa 20, 17-332 Milejczyce";"gm. Milejczyce";"siemiatycki";"podlaskie";"709";"777";"332";"377";"2";"7";"0";"0";"0";"0";"0";"0";"0";"377";"0";"0";"377";"8";"1";"7";"0";"369";"145";"197";"27"
"cd53-5c36-d780-d410-ff06-1e0a-d2b5-4d68";"201006";"61";"2";"wieś";"stały";"Ochotnicza Straż Pożarna w Rogaczach, Rogacze 11, 17-332 Milejczyce";"gm. Milejczyce";"siemiatycki";"podlaskie";"230";"261";"126";"104";"0";"0";"0";"0";"0";"0";"0";"0";"0";"104";"0";"0";"104";"4";"0";"4";"0";"100";"31";"60";"9"
"ffce-6aa7-a042-3f5d-de68-b426-b8b3-93f7";"201006";"61";"3";"wieś";"stały";"Budynek byłej szkoły podstawowej w Wałkach, Wałki 35, 17-332 Milejczyce";"gm. Milejczyce";"siemiatycki";"podlaskie";"200";"210";"115";"85";"0";"0";"0";"0";"0";"0";"0";"0";"0";"85";"0";"0";"85";"1";"0";"1";"0";"84";"49";"26";"9"
"4f43-c00e-ce22-c0bf-f327-2347-5480-215b";"201006";"61";"4";"wieś";"stały";"Ochotnicza Straż Pożarna w Sobiatynie, Sobiatyno 70, 17-332 Milejczyce";"gm. Milejczyce";"siemiatycki";"podlaskie";"100";"121";"66";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"1";"0";"1";"0";"33";"5";"27";"1"
