"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Zdzisław Stanisław PUPA";"Tadeusz Bronisław URBAN"
"1a38-3a45-f00d-57ab-8dc4-c0bd-e30a-29d0";"181104";"55";"6";"wieś";"stały";"Dom Strażaka w Woli Zdakowskiej, Wola Zdakowska 99, 39-307 Gawłuszowice";"gm. Gawłuszowice";"mielecki";"podkarpackie";"340";"367";"135";"205";"0";"0";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"6";"3";"3";"0";"199";"168";"31"
"da49-8cde-b42a-1c0a-88e0-3bee-9fb2-e1ca";"181104";"55";"7";"wieś";"stały";"Dom Strażaka w Ostrówku, Ostrówek 34A, 39-307 Gawłuszowice";"gm. Gawłuszowice";"mielecki";"podkarpackie";"131";"142";"53";"78";"0";"0";"0";"0";"0";"0";"0";"0";"0";"78";"0";"0";"78";"5";"1";"4";"0";"73";"58";"15"
"95fc-1a16-0c6a-74cc-0aeb-19b2-6ba1-21fc";"181105";"55";"1";"wieś";"stały";"Zespół Szkół w Trześni, Trześń 87, 39-331 Chorzelów";"gm. Mielec";"mielecki";"podkarpackie";"1400";"1545";"460";"940";"0";"3";"0";"0";"0";"0";"0";"0";"0";"940";"0";"0";"940";"34";"7";"27";"0";"906";"687";"219"
"42e5-3767-6542-a5ad-2401-8d43-77f4-bb1e";"181105";"55";"2";"wieś";"stały";"Samorządowy Ośrodek Kultury i Sportu Gminy Mielec z/s w Chorzelowie, Chorzelów 307, 39-331 Chorzelów";"gm. Mielec";"mielecki";"podkarpackie";"2039";"2201";"722";"1317";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1316";"0";"0";"1316";"27";"7";"20";"0";"1289";"882";"407"
"67ae-142f-cfce-062e-7eb3-3b1a-940e-c139";"181105";"55";"3";"wieś";"stały";"Szkoła Podstawowa w Chrząstowie, Chrząstów 156, 39-331 Chorzelów";"gm. Mielec";"mielecki";"podkarpackie";"529";"585";"191";"338";"0";"0";"0";"0";"0";"0";"0";"0";"0";"338";"0";"0";"338";"18";"1";"17";"0";"320";"207";"113"
"81d7-662a-b99d-9511-78e5-a070-ba90-8859";"181105";"55";"4";"wieś";"stały";"Szkoła Podstawowa w Książnicach, Książnice 91, 39-300 Mielec";"gm. Mielec";"mielecki";"podkarpackie";"820";"891";"296";"524";"3";"2";"0";"0";"0";"0";"0";"0";"0";"523";"0";"0";"523";"22";"2";"20";"0";"501";"385";"116"
"8d70-ffbd-348e-0965-292c-06da-7618-4d65";"181105";"55";"5";"wieś";"stały";"Zespół Szkół w Podleszanach, Podleszany 127, 39-300 Mielec";"gm. Mielec";"mielecki";"podkarpackie";"1290";"1405";"459";"831";"3";"0";"0";"0";"0";"0";"0";"0";"0";"831";"0";"0";"831";"18";"4";"14";"0";"813";"581";"232"
"37d1-cbb4-85f4-b239-57c3-cc2f-d9f2-f0da";"181105";"55";"6";"wieś";"stały";"Zespół Szkół w Woli Mieleckiej, Wola Mielecka 406, 39-300 Mielec";"gm. Mielec";"mielecki";"podkarpackie";"1560";"1707";"489";"1071";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1071";"0";"0";"1071";"33";"4";"29";"0";"1038";"728";"310"
"02b6-74f6-1829-b6e5-6fb0-d2fa-f90f-5f93";"181105";"55";"7";"wieś";"stały";"Szkoła Podstawowa w Rzędzianowicach, Rzędzianowice 175 A, 39-300 Mielec";"gm. Mielec";"mielecki";"podkarpackie";"987";"1073";"344";"643";"1";"6";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"16";"3";"13";"0";"627";"425";"202"
"9ae4-9724-176e-8ebd-4efe-67aa-61db-e3f7";"181105";"55";"8";"wieś";"stały";"Społeczna Szkoła Podstawowa w Złotnikach, Złotniki 61, 39-300 Mielec";"gm. Mielec";"mielecki";"podkarpackie";"749";"821";"194";"555";"0";"1";"0";"0";"0";"0";"0";"0";"0";"555";"0";"0";"555";"26";"5";"21";"0";"529";"349";"180"
"6a85-f046-2b09-d8ff-2d34-a997-3821-82bf";"181105";"55";"9";"wieś";"stały";"Szkoła Podstawowa w Rydzowie, Rydzów 33, 39-300 Mielec";"gm. Mielec";"mielecki";"podkarpackie";"249";"274";"76";"173";"1";"0";"0";"0";"0";"0";"0";"0";"0";"173";"0";"0";"173";"5";"2";"3";"0";"168";"139";"29"
"4595-cc38-6b36-695a-473f-7278-2e8a-0c31";"181106";"55";"1";"wieś";"stały";"Szkoła Podstawowa w Padwi Narodowej, ul. Jana Pawła II 2, 39-340 Padew Narodowa";"gm. Padew Narodowa";"mielecki";"podkarpackie";"968";"1065";"344";"624";"2";"9";"0";"0";"0";"0";"0";"0";"0";"623";"0";"0";"623";"15";"3";"12";"0";"608";"460";"148"
"a413-a142-c46a-c148-39f1-a6c6-fb4c-cb4e";"181106";"55";"2";"wieś";"stały";"Budynek po byłej szkole filialnej w Zarówniu, Zarównie 43, 39-340 Padew Narodowa";"gm. Padew Narodowa";"mielecki";"podkarpackie";"410";"435";"131";"279";"0";"0";"0";"0";"0";"0";"0";"0";"0";"279";"0";"0";"279";"1";"1";"0";"0";"278";"245";"33"
"37fc-0723-5aad-986b-8390-46ca-58d1-8b97";"181106";"55";"3";"wieś";"stały";"Budynek wiejski w Piechotach, Piechoty 49a, 39-340 Padew Narodowa";"gm. Padew Narodowa";"mielecki";"podkarpackie";"180";"193";"65";"115";"0";"0";"0";"0";"0";"0";"0";"0";"0";"115";"0";"0";"115";"2";"0";"2";"0";"113";"101";"12"
"232d-1896-c268-5b5f-e616-79f3-9090-8b55";"181106";"55";"4";"wieś";"stały";"Budynek wiejski w Babulach, Babule 36a, 39-340 Padew Narodowa";"gm. Padew Narodowa";"mielecki";"podkarpackie";"160";"171";"52";"108";"0";"0";"0";"0";"0";"0";"0";"0";"0";"108";"0";"0";"108";"5";"1";"4";"0";"103";"88";"15"
"4323-4521-f413-d7fc-c182-780b-66ff-155a";"181106";"55";"5";"wieś";"stały";"Budynek wiejski w Rożniatach, Rożniaty 17b, 39-340 Padew Narodowa";"gm. Padew Narodowa";"mielecki";"podkarpackie";"270";"293";"110";"160";"0";"0";"0";"0";"0";"0";"0";"0";"0";"160";"0";"0";"160";"2";"1";"1";"0";"158";"136";"22"
"db77-567e-4c66-6ab3-382f-f09e-afc0-251d";"181106";"55";"6";"wieś";"stały";"Świetlica wiejska w Przykopie, Przykop 47a, 39-340 Padew Narodowa";"gm. Padew Narodowa";"mielecki";"podkarpackie";"220";"245";"88";"132";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"0";"0";"132";"7";"2";"5";"0";"125";"99";"26"
"c42a-67e1-2853-5f38-28e1-da62-cd3d-3aab";"181106";"55";"7";"wieś";"stały";"Wiejski Dom Kultury w Wojkowie, Wojków 91a, 39-340 Padew Narodowa";"gm. Padew Narodowa";"mielecki";"podkarpackie";"280";"313";"93";"187";"0";"2";"0";"0";"0";"0";"0";"0";"0";"187";"0";"0";"187";"2";"0";"2";"0";"185";"156";"29"
"ac68-7bc0-ea66-4a55-9fea-fb10-7a45-51fe";"181106";"55";"8";"wieś";"stały";"Budynek wiejski w Domacynach, Domacyny 33, 39-340 Padew Narodowa";"gm. Padew Narodowa";"mielecki";"podkarpackie";"170";"187";"64";"106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"106";"0";"0";"106";"6";"2";"4";"0";"100";"77";"23"
"3d9f-0d64-1b6f-d1a1-87cc-8293-01e1-f8ca";"181106";"55";"9";"wieś";"stały";"Szkoła Podstawowa w Padwi Narodowej, ul. Jana Pawła II 2, 39-340 Padew Narodowa";"gm. Padew Narodowa";"mielecki";"podkarpackie";"857";"916";"339";"518";"4";"2";"0";"0";"0";"0";"0";"0";"0";"518";"0";"0";"518";"14";"4";"10";"0";"504";"391";"113"
"dd6c-033c-a6d2-09ee-d6da-83e4-56d4-7f15";"181106";"55";"10";"wieś";"stały";"Budynek wiejski w Kębłowie, Kębłów 62b, 39-340 Padew Narodowa";"gm. Padew Narodowa";"mielecki";"podkarpackie";"220";"284";"51";"169";"2";"0";"0";"0";"0";"0";"0";"0";"0";"169";"0";"0";"169";"8";"3";"5";"0";"161";"138";"23"
"0c4e-5847-fe76-ad47-d18b-a718-b4bf-4a59";"181106";"55";"11";"wieś";"stały";"Dom Wielofunkcyjny w Zadusznikach, Zaduszniki 11a, 39-340 Padew Narodowa";"gm. Padew Narodowa";"mielecki";"podkarpackie";"181";"182";"77";"104";"0";"0";"0";"0";"0";"0";"0";"0";"0";"104";"0";"0";"104";"1";"0";"1";"0";"103";"81";"22"
"3fda-b185-73e7-da5a-b10e-828d-e4f6-4af8";"181107";"55";"1";"miasto";"stały";"Budynek po byłej Szkole Podstawowej w Przecławiu, ul. Rynek 8, 39-320 Przecław";"gm. Przecław";"mielecki";"podkarpackie";"1261";"1344";"482";"779";"2";"3";"0";"0";"0";"0";"0";"0";"0";"779";"0";"0";"779";"22";"7";"15";"0";"757";"547";"210"
"5e86-5a18-ee7f-5aa2-aa48-9548-1918-fe25";"181107";"55";"2";"wieś";"stały";"Szkoła Podstawowa w Kiełkowie, Kiełków 57a, 39-320 Przecław";"gm. Przecław";"mielecki";"podkarpackie";"576";"639";"201";"375";"0";"6";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"11";"1";"10";"0";"364";"296";"68"
"9c72-30f6-d6e0-c5c8-f01a-41dd-1f94-7587";"181107";"55";"3";"wieś";"stały";"Szkoła Podstawowa w Rzemieniu, Rzemień 257, 39-322 Rzemień";"gm. Przecław";"mielecki";"podkarpackie";"1000";"1091";"328";"672";"1";"0";"0";"0";"0";"0";"0";"0";"0";"672";"0";"1";"671";"22";"6";"16";"0";"649";"473";"176"
"c547-4ae7-5a91-3423-48f6-7345-6c8e-528b";"181107";"55";"4";"wieś";"stały";"Szkoła Podstawowa w Tuszymie, Tuszyma 482, 39-321 Tuszyma";"gm. Przecław";"mielecki";"podkarpackie";"1820";"1979";"644";"1176";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1175";"0";"0";"1175";"18";"8";"10";"0";"1157";"862";"295"
"c9c0-019a-e90c-b7c1-40f6-a940-91ad-ae15";"181107";"55";"5";"wieś";"stały";"Szkoła Podstawowa w Łączkach Brzeskich, Łączki Brzeskie 136, 39-320 Przecław";"gm. Przecław";"mielecki";"podkarpackie";"722";"818";"229";"493";"0";"2";"0";"0";"0";"0";"0";"0";"0";"493";"0";"0";"493";"8";"0";"8";"0";"485";"445";"40"
"15b3-9fc1-255b-31ae-cf7b-3639-e3af-2724";"181107";"55";"6";"wieś";"stały";"Szkoła Podstawowa w Dobryninie, Dobrynin 217, 39-322 Rzemień";"gm. Przecław";"mielecki";"podkarpackie";"680";"742";"235";"445";"0";"2";"0";"0";"0";"0";"0";"0";"0";"445";"0";"0";"445";"12";"3";"9";"0";"433";"375";"58"
"7ce4-b4ea-7236-e8a2-ee82-49b6-1848-7be3";"181107";"55";"7";"wieś";"stały";"Białoborski Dom Kultury, Biały Bór 139, 39-321 Tuszyma";"gm. Przecław";"mielecki";"podkarpackie";"679";"752";"273";"406";"2";"0";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"8";"2";"6";"0";"398";"312";"86"
"9935-7ada-f7f3-717d-eb69-2375-c089-43c7";"181107";"55";"8";"wieś";"stały";"Dom Ludowy w Podolu, Podole 147, 39-320 Przecław";"gm. Przecław";"mielecki";"podkarpackie";"756";"820";"267";"489";"3";"1";"0";"0";"0";"0";"0";"0";"0";"489";"0";"0";"489";"14";"2";"12";"0";"475";"418";"57"
"f811-38a2-f605-a268-5de6-f503-d446-3854";"181107";"55";"9";"wieś";"stały";"Budynek Komunalny Stadion-Przecław, ul. Wenecka 10, 39-320 Przecław";"gm. Przecław";"mielecki";"podkarpackie";"546";"604";"205";"341";"1";"0";"0";"0";"0";"0";"0";"0";"0";"341";"0";"0";"341";"5";"1";"4";"0";"336";"283";"53"
"b6f7-25e0-106f-0abd-f28c-b23e-1204-d0f9";"181107";"55";"10";"wieś";"stały";"Budynek po byłej Szkole Podstawowej w Zaborczu, Zaborcze 57, 39-320 Przecław";"gm. Przecław";"mielecki";"podkarpackie";"350";"392";"134";"216";"1";"0";"0";"0";"0";"0";"0";"0";"0";"216";"0";"0";"216";"1";"0";"1";"0";"215";"181";"34"
"0192-a895-a133-499a-1520-88e6-23b6-500f";"181107";"55";"11";"wieś";"dom pomocy społecznej";"Prywatny Dom Opieki Barbara Markulis, Kiełków 72A, 39-320 Przecław";"gm. Przecław";"mielecki";"podkarpackie";"33";"18";"30";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"3";"0";"0";"0";"0";"3";"1";"2"
"7b53-6bf7-9efe-d9be-bdf1-d01a-d80c-26d4";"181108";"55";"1";"miasto";"stały";"Budynek po byłej Szkole Podstawowej w Radomyślu Wielkim, ul. Ogrodowa 1, 39-310 Radomyśl Wielki";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"1050";"1144";"342";"708";"1";"6";"0";"0";"0";"0";"0";"0";"0";"708";"0";"0";"708";"22";"6";"16";"0";"686";"457";"229"
"afa8-6f27-46e0-4977-3ee9-50e5-fb05-38a7";"181108";"55";"2";"wieś";"stały";"Szkoła Podstawowa w Partyni, Partynia 66, 39-310 Partynia";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"825";"906";"255";"570";"0";"1";"0";"0";"0";"0";"0";"0";"0";"570";"0";"0";"570";"16";"6";"10";"0";"554";"444";"110"
"d57b-a0bc-0372-e0c0-ef98-a2de-ec3b-a0ba";"181108";"55";"3";"wieś";"stały";"Szkoła Podstawowa w Podborzu, Podborze 101, 39-308 Podborze";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"509";"554";"154";"355";"0";"3";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"19";"1";"18";"0";"336";"295";"41"
"1e23-7be7-abed-1534-33fb-4f58-4407-a2e2";"181108";"55";"4";"wieś";"stały";"Szkoła Podstawowa w Rudzie, Ruda 124, 39-315 Ruda";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"1109";"1216";"498";"611";"1";"3";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"20";"0";"20";"0";"591";"475";"116"
"7658-220b-a895-9b3f-95f5-5008-3be7-82e3";"181108";"55";"5";"wieś";"stały";"Szkoła Podstawowa w Dąbrówce Wisłockiej, Dąbrówka Wisłocka 115, 39-315 Dąbrówka Wisłocka";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"500";"547";"178";"322";"0";"2";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"4";"0";"4";"0";"318";"294";"24"
"d25c-949b-1e40-f5b5-e605-d887-ab6d-8a62";"181108";"55";"6";"wieś";"stały";"Szkoła Podstawowa w Zdziarcu, Zdziarzec 116, 39-311 Zdziarzec";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"660";"731";"279";"381";"0";"0";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"9";"1";"8";"0";"372";"297";"75"
"5bb2-1bf5-e9b1-0666-e81b-56d0-82c2-ff34";"181108";"55";"7";"wieś";"stały";"Szkoła Podstawowa w Dąbiu, Dąbie 100, 39-311 Dąbie";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"665";"728";"287";"378";"0";"1";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"8";"1";"7";"0";"370";"278";"92"
"2036-3f3c-c91f-f471-b69a-a792-d177-2c3d";"181108";"55";"8";"wieś";"stały";"Szkoła Podstawowa w Żarówce, Żarówka 64, 39-312 Żarówka";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"609";"672";"260";"349";"0";"2";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"5";"1";"4";"0";"344";"255";"89"
"4664-a117-59cc-af50-ac92-9ba6-4bff-ab57";"181108";"55";"9";"wieś";"stały";"Szkoła Podstawowa w Janowcu, Janowiec 10, 39-312 Janowiec";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"490";"534";"216";"274";"0";"3";"0";"0";"0";"0";"0";"0";"0";"274";"0";"0";"274";"12";"3";"9";"0";"262";"214";"48"
"120c-b431-66f2-e5a7-eec9-b42a-3f8d-da45";"181108";"55";"10";"wieś";"stały";"Szkoła Podstawowa w Dulczy Wielkiej, ul. Ks. Kalinowskiego 212/1, 39-312 Dulcza Wielka";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"1233";"1345";"561";"672";"0";"1";"0";"0";"0";"0";"0";"0";"0";"672";"0";"0";"672";"19";"2";"17";"0";"653";"508";"145"
"033f-9624-297d-e3c0-68e7-7dce-0a37-7326";"181108";"55";"11";"wieś";"stały";"Szkoła Podstawowa w Dulczy Małej, Dulcza Mała 40, 39-310 Dulcza Mała";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"600";"652";"254";"346";"0";"1";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"7";"2";"5";"0";"339";"272";"67"
"9a6e-2474-7bac-69aa-56fa-7afc-6011-adf6";"181108";"55";"12";"wieś";"stały";"Agronomówka w Zgórsku, Zgórsko 41, 39-308 Zgórsko";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"350";"380";"120";"230";"0";"1";"0";"0";"0";"0";"0";"0";"0";"230";"0";"0";"230";"11";"1";"10";"0";"219";"151";"68"
"1ca1-d071-21b1-94d0-afdb-80bd-2e52-f6ee";"181108";"55";"13";"miasto";"stały";"Szkoła Podstawowa w Radomyślu Wielkim, ul. Klonowa 2, 39-310 Radomyśl Wielki";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"1237";"1345";"412";"825";"1";"1";"0";"0";"0";"0";"0";"0";"0";"825";"0";"0";"825";"25";"6";"19";"0";"800";"566";"234"
"cf1f-a0a3-ace3-277e-3736-e119-e96b-be29";"181108";"55";"14";"wieś";"stały";"Dom Strażaka w Pniu, Pień 41a, 39-310 Pień";"gm. Radomyśl Wielki";"mielecki";"podkarpackie";"222";"238";"61";"161";"0";"0";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"161";"3";"0";"3";"0";"158";"134";"24"
"8100-e549-09c2-c3f9-1863-dde4-599d-8453";"181109";"55";"1";"wieś";"stały";"Szkoła Podstawowa w Tuszowie Narodowym, Tuszów Narodowy 231, 39-332 Tuszów Narodowy";"gm. Tuszów Narodowy";"mielecki";"podkarpackie";"835";"907";"276";"559";"4";"2";"0";"0";"0";"0";"0";"0";"0";"559";"0";"0";"559";"22";"7";"15";"0";"537";"412";"125"
"9071-8b2b-7840-733c-fc66-7f82-f7a5-9bd9";"181109";"55";"2";"wieś";"stały";"Szkoła Podstawowa w Maliniu, Malinie 220, 39-331 Chorzelów";"gm. Tuszów Narodowy";"mielecki";"podkarpackie";"1298";"1415";"438";"860";"4";"3";"0";"0";"0";"0";"0";"0";"0";"860";"0";"0";"860";"34";"15";"19";"0";"826";"594";"232"
"c334-2246-9874-b9fe-042b-b2af-90ac-b8d4";"181109";"55";"3";"wieś";"stały";"Samorządowe Przedszkole w Ławnicy, Ławnica 118, 39-331 Chorzelów";"gm. Tuszów Narodowy";"mielecki";"podkarpackie";"560";"619";"207";"353";"0";"1";"1";"1";"0";"0";"0";"0";"1";"354";"1";"0";"354";"19";"5";"14";"0";"335";"224";"111"
"98a2-c9f8-de6d-1b35-c43a-a923-658c-221f";"181109";"55";"4";"wieś";"stały";"Szkoła Podstawowa w Borkach Nizińskich, Borki Nizińskie 18, 39-307 Gawłuszowice";"gm. Tuszów Narodowy";"mielecki";"podkarpackie";"550";"599";"189";"361";"1";"0";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"12";"2";"10";"0";"349";"303";"46"
"7c05-a33d-bc9a-ec1d-90ea-13cc-2d0e-0577";"181109";"55";"5";"wieś";"stały";"Dom Ludowy w Jaślanach, Jaślany 279, 39-332 Tuszów Narodowy";"gm. Tuszów Narodowy";"mielecki";"podkarpackie";"989";"1076";"297";"692";"5";"4";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"16";"10";"6";"0";"676";"576";"100"
"40fb-1f71-00e8-063d-dea5-f997-d12c-4d01";"181109";"55";"6";"wieś";"stały";"Szkoła Podstawowa w Czajkowej, Czajkowa 60, 39-332 Tuszów Narodowy";"gm. Tuszów Narodowy";"mielecki";"podkarpackie";"480";"523";"179";"301";"0";"0";"0";"0";"0";"0";"0";"0";"0";"301";"0";"0";"301";"2";"1";"1";"0";"299";"252";"47"
"1270-08ff-77aa-9983-0961-1e5c-072a-ad54";"181109";"55";"7";"wieś";"stały";"Dom Strażaka w Sarnowie, Sarnów 43, 39-333 Sarnów";"gm. Tuszów Narodowy";"mielecki";"podkarpackie";"450";"488";"137";"313";"1";"1";"1";"1";"0";"0";"0";"0";"1";"314";"1";"0";"314";"3";"0";"3";"0";"311";"287";"24"
"c2c2-1e9f-afff-6995-5df9-4bab-8b26-ad89";"181109";"55";"8";"wieś";"stały";"Gminny Ośrodek Kultury w Grochowem, Grochowe 87, 39-332 Tuszów Narodowy";"gm. Tuszów Narodowy";"mielecki";"podkarpackie";"711";"771";"217";"494";"3";"0";"0";"0";"0";"0";"0";"0";"0";"494";"0";"0";"494";"14";"4";"10";"0";"480";"383";"97"
"c22a-0461-45b6-623c-b66b-1944-3329-c34c";"181110";"55";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Wadowicach Górnych, Wadowice Górne 111, 39-308 Wadowice Górne";"gm. Wadowice Górne";"mielecki";"podkarpackie";"1191";"1297";"425";"766";"4";"3";"0";"0";"0";"0";"0";"0";"0";"766";"0";"0";"766";"21";"1";"20";"0";"745";"591";"154"
"03d3-32d6-e561-106d-f46f-e7e1-c94f-df6c";"181110";"55";"2";"wieś";"stały";"Szkoła Podstawowa w Woli Wadowskiej, Wola Wadowska 44, 39-308 Wadowice Górne";"gm. Wadowice Górne";"mielecki";"podkarpackie";"800";"872";"329";"471";"1";"0";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"8";"2";"6";"0";"463";"397";"66"
"a7d5-44db-7d23-2556-6fe6-ac8c-ea56-30f0";"181110";"55";"3";"wieś";"stały";"Szkoła Podstawowa w Jamach, Jamy 81, 39-308 Wadowice Górne";"gm. Wadowice Górne";"mielecki";"podkarpackie";"678";"746";"256";"422";"0";"3";"0";"0";"0";"0";"0";"0";"0";"422";"0";"0";"422";"17";"2";"15";"0";"405";"349";"56"
"f980-c893-cf32-2212-4e14-241a-901e-dfbf";"181110";"55";"4";"wieś";"stały";"Szkoła Podstawowa w Wadowicach Dolnych, Wadowice Dolne 65, 39-308 Wadowice Górne";"gm. Wadowice Górne";"mielecki";"podkarpackie";"589";"647";"220";"369";"0";"0";"0";"0";"0";"0";"0";"0";"0";"368";"0";"0";"368";"8";"2";"6";"0";"360";"285";"75"
"49ca-0c10-12e7-85f4-c455-0724-8b0a-97f6";"181110";"55";"5";"wieś";"stały";"Szkoła Podstawowa w Wampierzowie, Wampierzów 81, 39-308 Wadowice Górne";"gm. Wadowice Górne";"mielecki";"podkarpackie";"830";"909";"347";"483";"0";"2";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"8";"1";"7";"0";"475";"356";"119"
"e693-26d7-c610-0bea-a274-32f7-0306-05d8";"181110";"55";"6";"wieś";"stały";"Szkoła Podstawowa w Izbiskach, Izbiska 71, 39-308 Wadowice Górne";"gm. Wadowice Górne";"mielecki";"podkarpackie";"500";"557";"191";"309";"6";"3";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"4";"0";"4";"0";"305";"266";"39"
"101a-7a6d-1de4-52ef-2849-89b0-e717-9bee";"181110";"55";"7";"wieś";"stały";"Dom Ludowy w Piątkowcu, Piątkowiec 50A, 39-308 Wadowice Górne";"gm. Wadowice Górne";"mielecki";"podkarpackie";"255";"287";"80";"175";"0";"0";"0";"0";"0";"0";"0";"0";"0";"175";"0";"0";"175";"5";"1";"4";"0";"170";"131";"39"
"a5c8-6082-c3c8-e844-76cb-14dc-9120-34e8";"181110";"55";"8";"wieś";"stały";"Szkoła Podstawowa w Zabrniu, Zabrnie 85, 39-308 Wadowice Górne";"gm. Wadowice Górne";"mielecki";"podkarpackie";"430";"474";"203";"227";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"13";"0";"13";"0";"214";"181";"33"
"97aa-fffc-b7a7-f71e-0bc7-db52-3e72-b916";"181110";"55";"9";"wieś";"stały";"Dom Strażaka w Grzybowie, Grzybów 18, 39-308 Wadowice Górne";"gm. Wadowice Górne";"mielecki";"podkarpackie";"160";"173";"53";"107";"0";"0";"0";"0";"0";"0";"0";"0";"0";"107";"0";"0";"107";"2";"0";"2";"0";"105";"91";"14"
"28e2-bae1-e281-875d-94c1-706c-c535-5c6f";"181501";"55";"1";"wieś";"stały";"Były budynek Zespołu Szkół w Iwierzycach, Iwierzyce 188, 39-124 Iwierzyce";"gm. Iwierzyce";"ropczycko-sędziszowski";"podkarpackie";"744";"816";"248";"496";"0";"0";"0";"0";"0";"0";"0";"0";"0";"496";"0";"0";"496";"19";"7";"12";"0";"477";"360";"117"
"c0ce-9b8f-40f2-252a-82d8-c11f-60e6-ac63";"181501";"55";"2";"wieś";"stały";"Dom Wiejski w Sielcu, Sielec 69, 39-120 Sędziszów Małopolski";"gm. Iwierzyce";"ropczycko-sędziszowski";"podkarpackie";"521";"574";"148";"373";"0";"1";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"14";"8";"6";"0";"359";"245";"114"
"c4f7-4a9d-7693-bd2f-8730-8d9c-1594-1863";"181501";"55";"3";"wieś";"stały";"Szkoła Podstawowa w Olchowej, Olchowa 3, 39-127 Będziemyśl";"gm. Iwierzyce";"ropczycko-sędziszowski";"podkarpackie";"940";"1017";"335";"605";"0";"1";"0";"0";"0";"0";"0";"0";"0";"605";"0";"0";"605";"18";"4";"14";"0";"587";"412";"175"
"e2bf-242b-9f03-6336-9ecb-9338-7a74-05fd";"181501";"55";"4";"wieś";"stały";"Szkoła Podstawowa w Nockowej, Nockowa 1, 39-124 Iwierzyce";"gm. Iwierzyce";"ropczycko-sędziszowski";"podkarpackie";"934";"1023";"293";"641";"1";"1";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"13";"1";"12";"0";"628";"521";"107"
