"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Leszek Henryk BUBEL";"Andrzej MACIEJEWSKI";"Jarosław Marek SŁOMA";"Lidia Ewa STAROŃ"
"7fc8-c453-fdb0-4a7b-782a-ea35-e19f-150b";"286201";"86";"1";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 1 II Liceum Ogólnokształcące Im. K. I. Gałczyńskiego, ul. Roberta i Karola Małłków 3, 10-113 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"870";"951";"360";"510";"0";"0";"0";"0";"0";"0";"0";"0";"0";"510";"0";"0";"510";"11";"5";"6";"0";"499";"18";"56";"153";"272"
"f52e-02f6-3a76-4108-63ff-7b76-3dc7-4a86";"286201";"86";"2";"miasto";"stały";"I Liceum Ogólnokształcące im. A. Mickiewicza sala nr 112 (parter), ul. Adama Mickiewicza 6, 10-551 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"561";"639";"177";"384";"0";"19";"1";"1";"1";"0";"0";"0";"0";"384";"0";"0";"384";"5";"1";"4";"0";"379";"9";"40";"133";"197"
"91df-8210-4553-b1a2-91d2-358a-4bee-1350";"286201";"86";"3";"miasto";"stały";"I Liceum Ogólnokształcące im. A. Mickiewicza, sala gimnastyczna (oddzielny budynek obok głównego budynku szkoły), ul. Adama Mickiewicza 6, 10-551 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"910";"985";"329";"581";"4";"2";"1";"1";"0";"0";"0";"0";"1";"582";"1";"0";"582";"17";"6";"11";"0";"565";"20";"63";"143";"339"
"46f6-006f-c2b6-a9d9-4324-4ab2-1864-f154";"286201";"86";"4";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy, im. Kornela Makuszyńskiego, al. Marszałka Józefa Piłsudskiego 42, 10-450 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"820";"908";"199";"621";"1";"1";"0";"0";"0";"0";"0";"0";"0";"621";"0";"0";"621";"10";"4";"6";"0";"611";"13";"60";"142";"396"
"2364-2eac-cdce-c029-7fc3-6e1b-4873-a583";"286201";"86";"5";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. J. Dąbrowskiego, ul. Tadeusza Kościuszki 70, 10-553 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1070";"1195";"307";"763";"5";"18";"0";"0";"0";"0";"0";"0";"0";"763";"0";"0";"763";"12";"3";"9";"0";"751";"18";"99";"233";"401"
"8133-ef24-cff3-768a-778c-aafa-d8db-dc5d";"286201";"86";"6";"miasto";"stały";"Wojewódzka Biblioteka Publiczna Wypożyczalnia Główna i Międzybiblioteczna, ul. Stare Miasto 33, 10-026 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"649";"768";"127";"522";"2";"51";"0";"0";"0";"0";"0";"0";"0";"522";"0";"0";"522";"10";"4";"6";"0";"512";"18";"68";"165";"261"
"29cd-b8fc-5acb-d649-fe64-f1aa-4f61-3bd8";"286201";"86";"7";"miasto";"stały";"Uniwersytet Warmińsko-Mazurski w Olsztynie Studium Języków Obcych, Al. Obrońców Tobruku 3, 10-718 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1198";"1366";"313";"885";"1";"17";"0";"0";"0";"0";"0";"0";"0";"885";"0";"0";"885";"12";"1";"11";"0";"873";"29";"84";"262";"498"
"48a3-2bd4-0c77-46a2-426e-791b-a13b-0e58";"286201";"86";"8";"miasto";"stały";"Uniwersytet Warmińsko-Mazurski w Olsztynie Wydział Nauk Społecznych, ul. Żołnierska 14, 10-561 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"649";"762";"130";"519";"1";"24";"0";"0";"0";"0";"0";"0";"0";"519";"0";"0";"519";"8";"1";"7";"0";"511";"25";"57";"132";"297"
"6e41-34b8-39ec-1b36-e9a2-2571-1b44-4312";"286201";"86";"9";"miasto";"stały";"Szkoła Podstawowa Nr 29 im. J. Liszewskiego, sala gimnastyczna korekcyjna nr 35 (parter), ul. Jarosława Iwaszkiewicza 44, 10-089 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1290";"1415";"334";"956";"1";"8";"0";"0";"0";"0";"0";"0";"0";"956";"0";"0";"956";"18";"9";"9";"0";"938";"25";"104";"269";"540"
"dc92-2d5a-50a2-0f28-4a42-f8f2-42c0-d1dd";"286201";"86";"10";"miasto";"stały";"Szkoła Podstawowa Nr 29 im. J. Liszewskiego stołówka (parter), ul. Jarosława Iwaszkiewicza 44, 10-089 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1201";"1332";"155";"1046";"1";"19";"1";"1";"0";"0";"0";"0";"1";"1047";"1";"0";"1047";"13";"5";"8";"0";"1034";"33";"113";"319";"569"
"a1d4-f881-e3ab-ae86-e31c-2dd3-a74a-2dac";"286201";"86";"11";"miasto";"stały";"Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Olsztynie, Al. Warszawska 89, 10-083 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1797";"2004";"390";"1407";"2";"37";"0";"0";"0";"0";"0";"0";"0";"1407";"0";"0";"1407";"12";"6";"6";"0";"1395";"29";"138";"358";"870"
"d68a-c945-64f3-982d-f08e-2b99-a7be-42db";"286201";"86";"12";"miasto";"stały";"Szkoła Podstawowa Nr 10 im. W. Broniewskiego, ul. Walentego Barczewskiego 11 A, 10-061 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1219";"1351";"323";"896";"3";"6";"0";"0";"0";"0";"0";"0";"0";"896";"0";"0";"896";"10";"3";"7";"0";"886";"21";"89";"229";"547"
"f60e-f0ae-e7f3-f0ce-d67f-cd26-b524-896e";"286201";"86";"13";"miasto";"stały";"Szkoła Podstawowa Nr 10 im. W. Broniewskiego, ul. Niepodległości 18, 10-045 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1472";"1701";"379";"1093";"1";"26";"0";"0";"0";"0";"0";"0";"0";"1092";"0";"0";"1092";"15";"2";"13";"0";"1077";"29";"126";"295";"627"
"19ba-ba87-58f2-6b59-1756-ae6b-e649-930a";"286201";"86";"14";"miasto";"stały";"Szkoła Podstawowa Nr 14 sala gimnastyczna (parter), ul. Marii Konopnickiej 11, 10-168 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1248";"1342";"402";"846";"5";"11";"0";"0";"0";"0";"0";"0";"0";"845";"0";"0";"845";"11";"4";"7";"0";"834";"21";"64";"258";"491"
"0591-ee02-1bd0-5d0b-4629-4b2e-ad27-f2b3";"286201";"86";"15";"miasto";"stały";"Szkoła Podstawowa Nr 14 stołówka (parter), ul. Marii Konopnickiej 11, 10-168 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1229";"1342";"385";"844";"0";"12";"0";"0";"0";"0";"0";"0";"0";"844";"0";"0";"844";"15";"5";"10";"0";"829";"13";"89";"230";"497"
"2a3c-c6ad-d683-a172-7f96-0b6b-c3e4-aaf6";"286201";"86";"16";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 5, Mistrzostwa Sportowego im. Mariana Grzegorza Bublewicza, ul. Kazimierza Jagiellończyka 32, 10-062 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1633";"1780";"397";"1236";"3";"12";"0";"0";"0";"0";"0";"0";"0";"1235";"0";"0";"1235";"12";"5";"7";"0";"1223";"34";"112";"384";"693"
"2f83-a5ae-7898-a52e-97a0-bc78-9866-d4c0";"286201";"86";"17";"miasto";"stały";"Szkoła Podstawowa Nr 7 im. L. Kruczkowskiego, al. Przyjaciół 42, 10-148 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1199";"1318";"188";"1011";"2";"19";"0";"0";"0";"0";"0";"0";"0";"1011";"0";"0";"1011";"19";"4";"15";"0";"992";"23";"121";"386";"462"
"eb38-a163-9916-2130-7ee2-da36-4656-e0bf";"286201";"86";"18";"miasto";"stały";"Zespół Szkół Ekonomicznych im. Mikołaja Kopernika, ul. Bałtycka 37, 10-144 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1589";"1738";"332";"1257";"2";"15";"0";"0";"0";"0";"0";"0";"0";"1257";"0";"0";"1257";"23";"12";"11";"0";"1234";"35";"159";"402";"638"
"bdf8-ddbe-c307-90ef-6c79-e29a-3976-62db";"286201";"86";"19";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1 Szkoła Podstawowa Nr 19, im. Mikołaja Kopernika stołówka, pomieszczenie nr 10 (parter), ul. Bałtycka 151, 11-041 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1491";"1633";"430";"1060";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1060";"0";"0";"1060";"18";"4";"14";"0";"1042";"25";"110";"300";"607"
"87ec-ca56-d5a0-d56b-2be2-9511-3587-de89";"286201";"86";"20";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 1 Szkoła Podstawowa Nr 19, im. Mikołaja Kopernika sala gimnastyczna, ul. Bałtycka 151, 11-041 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1209";"1348";"215";"994";"2";"10";"1";"1";"0";"0";"0";"0";"1";"995";"1";"0";"995";"6";"0";"6";"0";"989";"18";"106";"319";"546"
"c410-2154-b5ea-118c-2efe-d001-21f4-8a69";"286201";"86";"21";"miasto";"stały";"Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Teologii, ul. Kardynała Stefana Hozjusza 15, 11-041 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1609";"1687";"281";"1328";"1";"12";"1";"1";"0";"0";"0";"0";"1";"1329";"1";"0";"1329";"20";"9";"11";"0";"1309";"28";"137";"532";"612"
"2694-b00e-e90b-133f-30b4-b3c0-c1b1-ddc7";"286201";"86";"22";"miasto";"stały";"Szkoła Podstawowa Nr 18 im. Orła Białego sala ćwiczeń korekcyjnych pomieszczenie nr 032, ul. Żytnia 71, 10-822 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1220";"1315";"319";"901";"0";"3";"0";"0";"0";"0";"0";"0";"0";"901";"0";"0";"901";"12";"3";"9";"0";"889";"20";"93";"268";"508"
"fb0e-5ee6-08b0-8609-017e-f460-2fc6-e0dc";"286201";"86";"23";"miasto";"stały";"Szkoła Podstawowa Nr 18 im. Orła Białego sala gimnastyczna pomieszczenie nr 031, ul. Żytnia 71, 10-822 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1422";"1515";"381";"1041";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1041";"0";"0";"1041";"18";"9";"9";"0";"1023";"25";"97";"307";"594"
"ce94-62b5-5968-3a0a-7538-8e88-1566-60e6";"286201";"86";"24";"miasto";"stały";"Miejska Biblioteka Publiczna Biblioteka Ekonomiczno-Techniczna, ul. Żytnia 71, 10-823 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1599";"1722";"320";"1274";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1274";"0";"0";"1274";"13";"3";"10";"0";"1261";"39";"133";"428";"661"
"c3bf-2e00-2096-bd1b-2b10-5909-4446-c08a";"286201";"86";"25";"miasto";"stały";"Uniwersytet Warmińsko-Mazurski w Olsztynie Wydział Nauk Ekonomicznych, ul. Michała Oczapowskiego 4, 10-719 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"991";"1095";"134";"857";"0";"57";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"9";"5";"4";"0";"848";"27";"84";"332";"405"
"ef8d-a679-59cf-7846-4c0a-70cd-4ed2-78bf";"286201";"86";"26";"miasto";"stały";"Instytut Rozrodu Zwierząt i Badań Żywności Polskiej Akademii Nauk, ul. Juliana Tuwima 10, 10-748 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"883";"995";"83";"800";"0";"17";"0";"0";"0";"0";"0";"0";"0";"800";"0";"0";"800";"11";"3";"8";"0";"789";"27";"85";"317";"360"
"e999-34ba-7138-f49f-3906-383f-be9c-8902";"286201";"86";"27";"miasto";"stały";"Uniwersytet Warmińsko-Mazurski w Olsztynie Wydział Nauki o Żywności, Katedra Żywienia Człowieka, ul. Słoneczna 45 F, 10-718 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"571";"635";"80";"491";"1";"21";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"3";"0";"3";"0";"488";"12";"65";"182";"229"
"6811-daf2-8348-b962-618d-8ce5-aac8-d715";"286201";"86";"28";"miasto";"stały";"Warmińsko-Mazurski Urząd Celno-Skarbowy w Olsztynie, ul. Dworcowa 1, 10-413 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"793";"872";"306";"487";"0";"6";"0";"0";"0";"0";"0";"0";"0";"487";"0";"0";"487";"8";"0";"8";"0";"479";"20";"52";"109";"298"
"2603-37b3-aee3-9610-c302-f900-f2ca-9756";"286201";"86";"29";"miasto";"stały";"Państwowe Liceum Plastyczne, im. E. Mendelsohna, ul. Partyzantów 85, 10-527 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1000";"1093";"430";"570";"0";"4";"0";"0";"0";"0";"0";"0";"0";"570";"0";"0";"570";"8";"0";"8";"0";"562";"29";"68";"154";"311"
"af72-bd19-9071-f986-b415-37b7-e2fa-545b";"286201";"86";"30";"miasto";"stały";"Regionalna Dyrekcja Lasów Państwowych, ul. Tadeusza Kościuszki 46/48, 10-959 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1120";"1221";"355";"765";"3";"7";"0";"0";"0";"0";"0";"0";"0";"765";"0";"0";"765";"10";"2";"8";"0";"755";"18";"89";"190";"458"
"929f-f302-c9be-3196-ef89-ca2a-b8ac-14ae";"286201";"86";"31";"miasto";"stały";"Szkoła Podstawowa Nr 15 im. W. Kętrzyńskiego, ul. Wojciecha Kętrzyńskiego 10, 10-507 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1170";"1301";"376";"794";"0";"13";"0";"0";"0";"0";"0";"0";"0";"794";"0";"0";"794";"16";"0";"16";"0";"778";"28";"87";"192";"471"
"c964-8ba5-959c-281b-ae4a-3a13-74a5-e15c";"286201";"86";"32";"miasto";"stały";"Szkoła Podstawowa Nr 311 z Oddziałami Dwujęzycznymi i Sportowymi stołówka (parter), ul. Kołobrzeska 9, 10-444 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1200";"1352";"394";"806";"1";"2";"0";"0";"0";"0";"0";"0";"0";"806";"0";"0";"806";"6";"1";"5";"0";"800";"23";"105";"238";"434"
"7669-7540-eb6c-88b0-1561-2e62-b9cd-e4be";"286201";"86";"33";"miasto";"stały";"Szkoła Podstawowa Nr 311 z Oddziałami Dwujęzycznymi i Sportowymi hol (parter), ul. Kołobrzeska 9, 10-444 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1400";"1548";"433";"967";"2";"13";"0";"0";"0";"0";"0";"0";"0";"967";"0";"0";"967";"15";"6";"9";"0";"952";"27";"129";"284";"512"
"97dc-d1f1-d112-5f79-e40d-22d9-6bbe-1d80";"286201";"86";"34";"miasto";"stały";"Szkoła Podstawowa Nr 3, im. Kawalerów Orderu Uśmiechu, ul. Kołobrzeska 13M, 10-445 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"929";"1001";"315";"612";"0";"5";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"10";"1";"9";"0";"604";"25";"86";"163";"330"
"047f-6add-9b96-ecd0-489d-6762-a466-1d21";"286201";"86";"35";"miasto";"stały";"Zespół Szkół Chemicznych i Ogólnokształcących im. J. Śniadeckiego, ul. Kołobrzeska 29, 10-431 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1060";"1172";"374";"686";"0";"5";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"7";"2";"5";"0";"679";"21";"81";"114";"463"
"ab99-ab9c-3f8b-15e1-09d9-a768-c782-f3ae";"286201";"86";"36";"miasto";"stały";"Przedszkole Artystyczno-Teatralne „Dorotka”, ul. Świtezianki 2, 10-465 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1030";"1133";"282";"748";"0";"4";"0";"0";"0";"0";"0";"0";"0";"745";"0";"0";"745";"7";"4";"3";"0";"738";"18";"99";"193";"428"
"0c0a-44bb-5c66-5685-8e36-48b7-0a62-aa0c";"286201";"86";"37";"miasto";"stały";"Przedszkole Miejskie Nr 37, ul. Pana Tadeusza 12A, 10-461 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1140";"1243";"273";"867";"1";"10";"0";"0";"0";"0";"0";"0";"0";"867";"0";"0";"867";"7";"1";"6";"0";"860";"29";"104";"206";"521"
"c06d-fe3b-ee96-c51c-8854-16c0-8004-686e";"286201";"86";"38";"miasto";"stały";"Zespół Szkół Mechaniczno-Energetycznych im. T. Kościuszki, al. Marszałka Józefa Piłsudskiego 61, 10-449 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1302";"1415";"320";"982";"1";"8";"0";"0";"0";"0";"0";"0";"0";"982";"0";"2";"980";"10";"2";"8";"0";"970";"26";"91";"268";"585"
"8b33-aaf9-7dc9-5bd2-0a96-e304-a426-c2e4";"286201";"86";"39";"miasto";"stały";"Izba Administracji Skarbowej w Olsztynie, al. Marszałka Józefa Piłsudskiego 59 A, 10-950 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"942";"1021";"225";"717";"0";"8";"0";"0";"0";"0";"0";"0";"0";"716";"0";"0";"716";"16";"2";"14";"0";"700";"22";"78";"245";"355"
"c30f-f05f-9614-c524-f638-2273-9a83-55d4";"286201";"86";"40";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 2 IV Liceum Ogólnokształcące im. M. Skłodowskiej-Curie, al. Marszałka Józefa Piłsudskiego 56, 10-450 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1330";"1475";"386";"944";"0";"8";"0";"0";"0";"0";"0";"0";"0";"944";"0";"0";"944";"13";"4";"9";"0";"931";"16";"91";"253";"571"
"589d-7ad0-8e1e-000f-0fdb-bd25-cfbb-d405";"286201";"86";"41";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. Jarosława Dąbrowskiego hol (parter), ul. Żołnierska 39, 10-561 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1342";"1433";"403";"939";"2";"6";"0";"0";"0";"0";"0";"0";"0";"938";"0";"0";"938";"7";"3";"4";"0";"931";"22";"94";"255";"560"
"8050-6273-0bd6-d3a2-4177-8076-358e-5900";"286201";"86";"42";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. Jarosława Dąbrowskiego stołówka (parter), ul. Żołnierska 39, 10-561 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1234";"1347";"354";"880";"0";"10";"1";"1";"0";"0";"0";"0";"1";"881";"1";"0";"881";"13";"3";"10";"0";"868";"21";"89";"237";"521"
"195b-db31-a38c-c4aa-eace-fead-e78b-6f7c";"286201";"86";"43";"miasto";"stały";"Przedszkole Miejskie Nr 38, ul. Żołnierska 24, 10-561 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1350";"1461";"394";"956";"1";"3";"0";"0";"0";"0";"0";"0";"0";"956";"0";"0";"956";"9";"3";"6";"0";"947";"42";"68";"246";"591"
"081d-0f64-5e5d-7bec-4bab-5178-7095-1f33";"286201";"86";"44";"miasto";"stały";"Zespół Szkół Gastronomiczno-Spożywczych, sala nr 1 (parter), ul. Żołnierska 49, 10-560 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1051";"1139";"315";"736";"0";"0";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"12";"2";"10";"0";"724";"19";"80";"203";"422"
"aa1f-23e3-c288-3d53-3ace-78db-b31b-5ec8";"286201";"86";"45";"miasto";"stały";"Szkoła Podstawowa Nr 22 im. M. Dąbrowskiej, ul. Żołnierska 26, 10-561 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1181";"1293";"323";"858";"1";"6";"0";"0";"0";"0";"0";"0";"0";"858";"0";"0";"858";"13";"0";"13";"0";"845";"37";"98";"220";"490"
"62d4-098e-3b25-67db-9875-89a5-a85f-824b";"286201";"86";"46";"miasto";"stały";"Przedszkole Miejskie Nr 17, ul. Wincentego Pstrowskiego 17a, 10-601 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1883";"2038";"515";"1370";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1369";"0";"0";"1369";"32";"5";"27";"0";"1337";"38";"164";"408";"727"
"f9df-0531-fc46-2a9e-5364-7062-86a5-1bf1";"286201";"86";"47";"miasto";"stały";"Szkoła Podstawowa Nr 6 im. K. I. Gałczyńskiego, ul. Gdyńska 17, 10-608 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1651";"1787";"418";"1233";"2";"14";"0";"0";"0";"0";"0";"0";"0";"1233";"0";"0";"1233";"10";"1";"9";"0";"1223";"35";"116";"305";"767"
"54d5-7710-bd61-1388-8831-da74-b3b7-01df";"286201";"86";"48";"miasto";"stały";"Zespół Szkół Gastronomiczno-Spożywczych, sala nr 24 (parter), ul. Żołnierska 49, 10-560 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"2052";"2273";"467";"1585";"4";"4";"0";"0";"0";"0";"0";"0";"0";"1585";"0";"0";"1585";"25";"17";"8";"0";"1560";"43";"167";"463";"887"
"127f-ec2d-07be-c13b-4f30-d5e3-8603-3fa4";"286201";"86";"49";"miasto";"stały";"Szkoła Podstawowa Nr 12, ul. Edwarda Turowskiego 3, 10-685 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1472";"1597";"377";"1095";"0";"5";"1";"1";"0";"0";"0";"0";"1";"1096";"1";"0";"1096";"22";"5";"17";"0";"1074";"31";"102";"253";"688"
"d770-e37d-e34f-5ea1-b787-eac4-34da-fdbc";"286201";"86";"50";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 3, sala nr 12 (parter), ul. Melchiora Wańkowicza 1, 10-684 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"2161";"2399";"521";"1640";"0";"11";"1";"1";"0";"0";"0";"0";"1";"1641";"1";"0";"1641";"20";"10";"10";"0";"1621";"61";"142";"464";"954"
"a2c2-7e57-b597-0bae-aa63-667e-0234-73ab";"286201";"86";"51";"miasto";"stały";"Przedszkole Miejskie Nr 32, ul. Stanisława Murzynowskiego 24, 10-684 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1438";"1555";"428";"1007";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1013";"0";"0";"1013";"7";"2";"5";"0";"1006";"28";"87";"246";"645"
"21b8-f394-a12c-fb94-2b7a-956b-0539-f5f7";"286201";"86";"52";"miasto";"stały";"Spółdzielnia Mieszkaniowa ""Jaroty"", ul. Melchiora Wańkowicza 9, 10-684 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1752";"1908";"377";"1375";"2";"14";"0";"0";"0";"0";"0";"0";"0";"1375";"0";"0";"1375";"17";"4";"13";"0";"1358";"43";"124";"387";"804"
"aba9-29b5-7eb8-392f-a937-983f-9738-1966";"286201";"86";"53";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 3, sala nr 40 (parter), ul. Melchiora Wańkowicza 1, 10-684 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1279";"1283";"365";"914";"3";"16";"0";"0";"0";"0";"0";"0";"0";"914";"0";"0";"914";"13";"3";"10";"0";"901";"14";"86";"224";"577"
"2649-41d7-dcd8-3f6e-b8e6-cee0-e875-63f0";"286201";"86";"54";"miasto";"stały";"Społeczny Zespół Przedszkolno-Szkolny 101 w Olsztynie, sala koralowa (parter), ul. Edwarda Mroza 25, 10-692 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"2181";"2451";"388";"1793";"1";"12";"0";"0";"0";"0";"0";"0";"0";"1792";"0";"0";"1792";"24";"8";"16";"0";"1768";"71";"147";"459";"1091"
"67df-f0b8-7672-c814-b82e-04d7-b968-a5cb";"286201";"86";"55";"miasto";"stały";"Społeczny Zespół Przedszkolno-Szkolny 101 w Olsztynie, sala poziomkowa (parter), ul. Edwarda Mroza 25, 10-692 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1562";"1852";"222";"1338";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1340";"0";"0";"1340";"8";"4";"4";"0";"1332";"34";"130";"398";"770"
"4dc7-837b-ecb7-aa73-51e0-e662-3256-253e";"286201";"86";"56";"miasto";"stały";"Miejska Biblioteka Publiczna Filia Nr 6, biblioteka dla dorosłych (parter), ul. Jarocka 65, 10-699 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1240";"1423";"230";"1010";"0";"23";"0";"0";"0";"0";"0";"0";"0";"1010";"0";"0";"1010";"12";"2";"10";"0";"998";"25";"76";"303";"594"
"807e-476c-8570-bb40-d162-77f4-8040-20d3";"286201";"86";"57";"miasto";"stały";"Miejska Biblioteka Publiczna Filia Nr 6, biblioteka dla dzieci (parter), ul. Jarocka 65, 10-699 Olsztyn";"m. Olsztyn";"Olsztyn";"warmińsko-mazurskie";"1370";"1531";"254";"1116";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1116";"0";"1";"1115";"13";"3";"10";"0";"1102";"31";"74";"399";"598"
