"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Janusz Andrzej PĘCHERZ";"Andrzej Franciszek WOJTYŁA"
"a29d-7e6b-f2ab-0924-9adf-683a-46c2-9557";"300704";"96";"9";"wieś";"stały";"Sala OSP, Borek ul. Kaliska 18, 62-872  Godziesze Małe";"gm. Godziesze Wielkie";"kaliski";"wielkopolskie";"550";"608";"146";"404";"0";"8";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"10";"5";"5";"0";"394";"208";"186"
"0240-8ec3-cdee-a44d-bee2-0a2c-7599-ea80";"300704";"96";"10";"wieś";"zakład leczniczy";"Wojewódzki Specjalistyczny Zespół Zakładów Opieki Zdrowotnej Chorób Płuc i Gruźlicy w Wolicy, Wolica 113, 62-872 Godziesze Małe";"gm. Godziesze Wielkie";"kaliski";"wielkopolskie";"140";"57";"97";"43";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43";"0";"0";"43";"4";"0";"4";"0";"39";"20";"19"
"e4f9-4ef1-6d02-4f5d-8096-1f59-b6ad-fb9a";"300705";"96";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 1, 62-840 Koźminek";"gm. Koźminek";"kaliski";"wielkopolskie";"1450";"1571";"520";"930";"1";"6";"0";"0";"0";"0";"0";"0";"0";"930";"0";"0";"930";"43";"13";"30";"0";"887";"411";"476"
"fc3b-d422-634c-5cfd-eb07-5d81-8d8f-3c2c";"300705";"96";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 1, 62-840 Koźminek";"gm. Koźminek";"kaliski";"wielkopolskie";"1130";"1238";"494";"636";"0";"1";"0";"0";"0";"0";"0";"0";"0";"636";"0";"0";"636";"20";"2";"18";"0";"616";"255";"361"
"e83e-1e40-2764-3066-7e2c-1d6b-8902-b84f";"300705";"96";"3";"wieś";"stały";"Gminna Biblioteka Publiczna, ul. Kościuszki 13, 62-840 Koźminek";"gm. Koźminek";"kaliski";"wielkopolskie";"1350";"1482";"613";"737";"1";"2";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"22";"1";"21";"0";"715";"228";"487"
"2cef-ec0c-60f6-5cf3-cd09-3655-c1f9-1c47";"300705";"96";"4";"wieś";"stały";"Szkoła Podstawowa, Nowy Nakwasin 48, 62-840 Koźminek";"gm. Koźminek";"kaliski";"wielkopolskie";"780";"853";"316";"464";"0";"0";"0";"0";"0";"0";"0";"0";"0";"464";"0";"0";"464";"14";"5";"9";"0";"450";"146";"304"
"39c1-0773-156f-69e8-2e80-b7dc-e1e0-ec4c";"300705";"96";"5";"wieś";"stały";"Szkoła Podstawowa, Moskurnia 9a, 62-840 Koźminek";"gm. Koźminek";"kaliski";"wielkopolskie";"790";"880";"323";"467";"0";"3";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"5";"0";"5";"0";"462";"143";"319"
"6c15-eda8-f039-0af8-46b0-b36a-858e-8873";"300706";"96";"1";"wieś";"stały";"Szkoła Podstawowa w Zakrzynie, Zakrzyn-Baranek 1, 62-850 Lisków";"gm. Lisków";"kaliski";"wielkopolskie";"830";"913";"368";"462";"0";"4";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"15";"5";"10";"0";"447";"154";"293"
"6e2a-e327-61cb-e2ab-27cd-ef74-e8e6-435d";"300706";"96";"2";"wieś";"stały";"Szkoła Podstawowa w Strzałkowie, Strzałków 65, 62-850  Lisków";"gm. Lisków";"kaliski";"wielkopolskie";"940";"1053";"392";"548";"0";"0";"0";"0";"0";"0";"0";"0";"0";"548";"0";"0";"548";"17";"3";"14";"0";"531";"173";"358"
"fbff-0db5-6e96-4a83-662d-91c6-ada6-abbb";"300706";"96";"3";"wieś";"stały";"Publiczny Żłobek w Liskowie, ul. ks. Wacława Blizińskiego 27, 62-850 Lisków";"gm. Lisków";"kaliski";"wielkopolskie";"1480";"1615";"620";"860";"2";"3";"0";"0";"0";"0";"0";"0";"0";"860";"0";"0";"860";"42";"13";"29";"0";"818";"364";"454"
"bd01-63bc-6d87-7221-8277-cfe8-4e79-bd88";"300706";"96";"4";"wieś";"stały";"Szkoła Podstawowa w Ciepielewie, Ciepielew Pierwszy 10, 62-850 Lisków";"gm. Lisków";"kaliski";"wielkopolskie";"550";"608";"228";"322";"0";"2";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"17";"4";"13";"0";"305";"115";"190"
"b826-d9f8-0ccf-014d-2b26-6250-0f60-e5c1";"300706";"96";"5";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. ks. Wacława Blizińskiego 96, 62-850 Lisków";"gm. Lisków";"kaliski";"wielkopolskie";"40";"40";"14";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"1";"0";"1";"0";"25";"4";"21"
"aa3f-09b8-51bf-67f1-8340-5fb6-1301-5158";"300706";"96";"6";"wieś";"dom pomocy społecznej";"Dom Seniora „Bursztynowe Zacisze”, ul. Leśna 1, 62-850 Lisków";"gm. Lisków";"kaliski";"wielkopolskie";"61";"57";"33";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"1";"0";"1";"0";"27";"14";"13"
"a674-12f8-c8e0-c5ff-a981-bb19-a805-63e7";"300707";"96";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Kościelec 9, 62-831 Korzeniew";"gm. Mycielin";"kaliski";"wielkopolskie";"1290";"1418";"546";"744";"0";"0";"0";"0";"0";"0";"0";"0";"0";"744";"0";"0";"744";"22";"8";"14";"0";"722";"284";"438"
"87d9-f09a-d9d6-5db7-cacb-f6ce-4bff-de42";"300707";"96";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Dzierzbin-Kolonia 31 - 32, 62-831 Korzeniew";"gm. Mycielin";"kaliski";"wielkopolskie";"1140";"1248";"480";"660";"0";"0";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"23";"9";"14";"0";"637";"196";"441"
"10fd-0d53-65be-c079-e4f6-38cd-5d75-2bb1";"300707";"96";"3";"wieś";"stały";"Szkoła Podstawowa, Korzeniew 51, 62-831 Korzeniew";"gm. Mycielin";"kaliski";"wielkopolskie";"1140";"1263";"483";"657";"0";"0";"0";"0";"0";"0";"0";"0";"0";"657";"0";"0";"657";"21";"3";"18";"0";"636";"237";"399"
"ba1b-5636-0c5a-ff14-9d7d-adc8-b296-9583";"300708";"96";"1";"wieś";"stały";"Szkoła Podstawowa im. Janusza Kusocińskiego, ul. Szkolna 3, 62-860 Opatówek";"gm. Opatówek";"kaliski";"wielkopolskie";"1550";"1671";"512";"1038";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1038";"0";"0";"1038";"41";"6";"35";"0";"997";"496";"501"
"ac5b-e53d-cb47-3ab6-ac6b-889b-836f-a4e4";"300708";"96";"2";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Kościelna 2, 62-860 Opatówek";"gm. Opatówek";"kaliski";"wielkopolskie";"1170";"1268";"413";"757";"3";"6";"0";"0";"0";"0";"0";"0";"0";"757";"0";"0";"757";"24";"8";"16";"0";"733";"327";"406"
"e7ad-18dd-6f57-3eee-b592-d554-9d0d-2b49";"300708";"96";"3";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, Chełmce 3, 62-860 Opatówek";"gm. Opatówek";"kaliski";"wielkopolskie";"1320";"1423";"345";"975";"0";"4";"0";"0";"0";"0";"0";"0";"0";"975";"0";"0";"975";"30";"12";"18";"0";"945";"441";"504"
"d22e-2e87-735c-d90f-c972-667a-1c5c-957e";"300708";"96";"4";"wieś";"stały";"Szkoła Podstawowa, Rajsko 4A, 62-860 Opatówek";"gm. Opatówek";"kaliski";"wielkopolskie";"690";"761";"266";"424";"1";"1";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"15";"1";"14";"0";"409";"121";"288"
"eaf6-f2a0-0d3b-8e45-594f-0b1f-1ec6-d935";"300708";"96";"5";"wieś";"stały";"Szkoła Podstawowa im. Władysława Broniewskiego, Tłokinia Wielka 86A, 62-860 Opatówek";"gm. Opatówek";"kaliski";"wielkopolskie";"1759";"1924";"590";"1169";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1169";"0";"0";"1169";"43";"12";"31";"0";"1126";"494";"632"
"4a60-07be-840c-e6f3-16c3-213a-0c88-0c49";"300708";"96";"6";"wieś";"stały";"Szkoła Podstawowa im. Janusza Kusocińskiego, ul. Szkolna 7, 62-860 Opatówek";"gm. Opatówek";"kaliski";"wielkopolskie";"1350";"1475";"474";"876";"0";"4";"0";"0";"0";"0";"0";"0";"0";"876";"0";"0";"876";"46";"12";"34";"0";"830";"272";"558"
"57f2-1aa4-9b02-eebd-d647-cae2-9103-cac6";"300709";"96";"1";"miasto";"stały";"Szkoła Podstawowa w Stawiszynie, ul. Szkolna 8, 62-820 Stawiszyn";"gm. Stawiszyn";"kaliski";"wielkopolskie";"1120";"1195";"409";"711";"0";"5";"0";"0";"0";"0";"0";"0";"0";"711";"0";"0";"711";"28";"6";"22";"0";"683";"289";"394"
"4353-5c9f-30b7-625f-bbdd-aad4-32c8-3ac1";"300709";"96";"2";"wieś";"stały";"Szkoła Podstawowa w Stawiszynie, ul. Szkolna 8, 62-820 Stawiszyn";"gm. Stawiszyn";"kaliski";"wielkopolskie";"1971";"2163";"807";"1164";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1164";"0";"0";"1164";"58";"13";"45";"0";"1106";"412";"694"
"e5fb-1e9a-8a54-36e5-7cb1-b63a-3c63-8b4e";"300709";"96";"3";"wieś";"stały";"Miejsko Gminny Ośrodek Kultury w Zbiersku, Zbiersk-Cukrownia 237, 62-830 Zbiersk";"gm. Stawiszyn";"kaliski";"wielkopolskie";"2131";"2331";"795";"1336";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1335";"0";"0";"1335";"58";"17";"41";"0";"1277";"565";"712"
"38bd-fa79-9216-2e29-d33a-82e2-4c5d-666e";"300710";"96";"1";"wieś";"stały";"Zespół Szkół w Szczytnikach, Popów 54, 62-865 Szczytniki";"gm. Szczytniki";"kaliski";"wielkopolskie";"1320";"1445";"472";"848";"3";"1";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"19";"5";"14";"0";"829";"251";"578"
"3ee1-5f99-01de-87a3-a38b-5de2-d020-518e";"300710";"96";"2";"wieś";"stały";"Zespół Szkół w Stawie, Staw ul. Szkolna 3, 62-865 Szczytniki";"gm. Szczytniki";"kaliski";"wielkopolskie";"1130";"1248";"393";"737";"3";"4";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"25";"4";"21";"0";"712";"214";"498"
"c5a2-ca25-0a28-dc1d-3dee-5a30-3d3f-0d16";"300710";"96";"3";"wieś";"stały";"Zespół Szkół w Radliczycach, Radliczyce 72, 62-865 Szczytniki";"gm. Szczytniki";"kaliski";"wielkopolskie";"1320";"1446";"456";"864";"1";"5";"0";"0";"0";"0";"0";"0";"0";"864";"0";"0";"864";"27";"4";"23";"0";"837";"255";"582"
"0f4b-a358-bbd1-9625-e744-c4b3-fbf3-50fd";"300710";"96";"4";"wieś";"stały";"Zespół Szkół w Iwanowicach, ul. ks. Augustyna Kordeckiego 11, 62-862 Iwanowice";"gm. Szczytniki";"kaliski";"wielkopolskie";"1890";"2079";"680";"1210";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1210";"0";"0";"1210";"35";"14";"21";"0";"1175";"274";"901"
"83f3-b60b-bd01-bef7-cdf1-8029-f1ae-6677";"300711";"96";"1";"wieś";"stały";"Zespół Szkół w Żelazkowie, Żelazków 108, 62-817 Żelazków";"gm. Żelazków";"kaliski";"wielkopolskie";"1150";"1266";"401";"749";"1";"3";"0";"0";"0";"0";"0";"0";"0";"748";"0";"0";"748";"30";"12";"18";"0";"718";"290";"428"
"4aa4-a569-26a5-1430-2365-9e63-6d67-991c";"300711";"96";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Russowie, Russów 6, 62-817 Żelazków";"gm. Żelazków";"kaliski";"wielkopolskie";"1020";"1118";"352";"668";"1";"0";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"21";"8";"13";"0";"647";"194";"453"
"739a-05e4-a6c7-57c2-16f2-4de6-6b18-46c2";"300711";"96";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Kokaninie, Kokanin 67, 62-817 Żelazków";"gm. Żelazków";"kaliski";"wielkopolskie";"1141";"1254";"347";"794";"0";"3";"0";"0";"0";"0";"0";"0";"0";"794";"0";"1";"793";"18";"6";"12";"0";"775";"330";"445"
"4c12-ea55-dfa0-0572-3f3c-c4a0-c18f-a0e0";"300711";"96";"4";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Biernatkach, Biernatki 18, 62-817 Żelazków";"gm. Żelazków";"kaliski";"wielkopolskie";"480";"517";"179";"301";"1";"4";"0";"0";"0";"0";"0";"0";"0";"301";"0";"0";"301";"8";"4";"4";"0";"293";"120";"173"
"c1e3-211d-71f6-853b-384c-46aa-6b67-ea23";"300711";"96";"5";"wieś";"stały";"Szkoła Podstawowa im. ks. Jana Twardowskiego w Goliszewie, Goliszew 17, 62-817 Żelazków";"gm. Żelazków";"kaliski";"wielkopolskie";"870";"949";"340";"530";"2";"1";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"20";"7";"13";"0";"510";"186";"324"
"191e-24be-04ce-f118-569f-1d2c-ef44-71e7";"300711";"96";"6";"wieś";"stały";"Sala OSP Pólko, Pólko 71, 62-817 Żelazków";"gm. Żelazków";"kaliski";"wielkopolskie";"1070";"1163";"281";"788";"1";"0";"0";"0";"0";"0";"0";"0";"0";"789";"0";"0";"789";"22";"5";"17";"0";"767";"370";"397"
"fd33-7258-da96-dfa7-c3fe-72ab-3d89-9aef";"300711";"96";"7";"wieś";"stały";"Szkoła Podstawowa im. Armii Krajowej w Skarszewie, Skarszew 50, 62-817 Żelazków";"gm. Żelazków";"kaliski";"wielkopolskie";"710";"776";"245";"465";"1";"3";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"13";"6";"7";"0";"452";"156";"296"
"2db9-90a4-e91d-2e6c-9591-eaf7-9b3a-3b54";"300711";"96";"8";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Dębem, Dębe 34a, 62-817 Żelazków";"gm. Żelazków";"kaliski";"wielkopolskie";"470";"504";"209";"261";"0";"0";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"13";"0";"13";"0";"248";"71";"177"
"01ae-52db-3049-5cad-0a19-37d2-f635-0a20";"302001";"96";"1";"miasto";"stały";"Zespół Szkół w Choczu, ul. Konopnickiej 6, 63-313 Chocz";"gm. Chocz";"pleszewski";"wielkopolskie";"1050";"1138";"423";"627";"3";"3";"0";"0";"0";"0";"0";"0";"0";"627";"0";"0";"627";"14";"0";"14";"0";"613";"273";"340"
"994e-9e51-9514-6a64-d74d-99ac-b6da-d28b";"302001";"96";"2";"miasto";"stały";"Zespół Szkół w Choczu, ul. Konopnickiej 6, 63-313 Chocz";"gm. Chocz";"pleszewski";"wielkopolskie";"1060";"1164";"456";"604";"1";"1";"0";"0";"0";"0";"0";"0";"0";"604";"0";"0";"604";"17";"2";"15";"0";"587";"231";"356"
"dbf3-f692-87fb-6963-b37f-e3a4-4c74-72df";"302001";"96";"3";"wieś";"stały";"Szkoła Podstawowa w Kuźni, Kuźnia 36, 63-313 Chocz";"gm. Chocz";"pleszewski";"wielkopolskie";"500";"541";"184";"316";"0";"0";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"14";"2";"12";"0";"302";"90";"212"
"1166-6f7a-16b3-6cf1-9e16-0282-7866-7b50";"302001";"96";"4";"wieś";"stały";"Szkoła Podstawowa w Kwileniu, Stara Kaźmierka 1, 63-313 Chocz";"gm. Chocz";"pleszewski";"wielkopolskie";"880";"969";"393";"487";"1";"1";"1";"1";"0";"0";"0";"0";"1";"488";"1";"0";"488";"6";"2";"4";"0";"482";"163";"319"
"029f-0bdb-fa4e-95ca-e54c-4c66-cf5d-0fa1";"302002";"96";"1";"wieś";"stały";"Zespół Szkół Publicznych w Broniszewicach, Broniszewice 44a, 63-304 Czermin";"gm. Czermin";"pleszewski";"wielkopolskie";"821";"898";"264";"557";"0";"3";"0";"0";"0";"0";"0";"0";"0";"557";"0";"0";"557";"17";"3";"14";"0";"540";"196";"344"
"614b-9b70-5b1e-414d-2e99-6c11-206d-57da";"302002";"96";"2";"wieś";"stały";"Zespół Szkół Publicznych w Czerminie, Czermin 2b, 63-304 Czermin";"gm. Czermin";"pleszewski";"wielkopolskie";"1281";"1396";"431";"850";"4";"3";"0";"0";"0";"0";"0";"0";"0";"850";"0";"0";"850";"36";"5";"31";"0";"814";"309";"505"
"1792-2143-1154-96bb-74b0-6dd4-53e2-8a5c";"302002";"96";"3";"wieś";"stały";"Zespół Szkół Publicznych w Żegocinie, Żegocin 8, 63-304 Czermin";"gm. Czermin";"pleszewski";"wielkopolskie";"1371";"1500";"488";"883";"0";"2";"0";"0";"0";"0";"0";"0";"0";"883";"0";"0";"883";"42";"12";"30";"0";"841";"271";"570"
"ee0c-c32d-061d-372b-a054-950e-f8b6-0dd3";"302003";"96";"1";"miasto";"stały";"Gminne Centrum Kultury mała sala, ul. Koźmińska 10, 63-330 Dobrzyca";"gm. Dobrzyca";"pleszewski";"wielkopolskie";"850";"916";"303";"547";"4";"1";"0";"0";"0";"0";"0";"0";"0";"547";"0";"0";"547";"15";"1";"14";"0";"532";"257";"275"
"bfff-adc9-fc36-df63-6cd6-a9a0-2326-abbb";"302003";"96";"2";"wieś";"stały";"Szkoła Podstawowa, Galew 38, 63-330  Dobrzyca";"gm. Dobrzyca";"pleszewski";"wielkopolskie";"710";"758";"264";"446";"0";"0";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"25";"2";"23";"0";"421";"123";"298"
"b7bc-aec2-de1f-2e5f-dd6f-1e1c-f8bf-e4af";"302003";"96";"3";"wieś";"stały";"Szkoła Podstawowa, Koźminiec 52, 63-330 Dobrzyca";"gm. Dobrzyca";"pleszewski";"wielkopolskie";"580";"631";"251";"329";"0";"1";"0";"0";"0";"0";"0";"0";"0";"329";"0";"0";"329";"22";"3";"19";"0";"307";"101";"206"
"e4bf-95c7-bbae-5532-3f11-f972-45d5-23e3";"302003";"96";"4";"wieś";"stały";"""Klub Świetlika""-przy sali wiejskiej, Sośnica 37, 63-330 Dobrzyca";"gm. Dobrzyca";"pleszewski";"wielkopolskie";"560";"622";"251";"309";"2";"3";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"7";"1";"6";"0";"302";"130";"172"
"3730-0641-1d17-bff1-9237-9bb1-3eef-1a3c";"302003";"96";"5";"wieś";"stały";"Sala wiejska, Fabianów ul. Przemysłowa 4 a, 63-330 Dobrzyca";"gm. Dobrzyca";"pleszewski";"wielkopolskie";"660";"709";"246";"414";"0";"3";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"18";"5";"13";"0";"396";"195";"201"
"54af-038f-ede8-e58e-36a2-37fd-a2a3-a847";"302003";"96";"6";"miasto";"stały";"Gminne Centrum Kultury duża sala, ul. Koźmińska 10, 63-330 Dobrzyca";"gm. Dobrzyca";"pleszewski";"wielkopolskie";"1080";"1176";"379";"701";"1";"1";"0";"0";"0";"0";"0";"0";"0";"701";"0";"0";"701";"40";"21";"19";"0";"661";"358";"303"
"d911-735a-d5d1-3d75-1e18-2bae-9bf6-b363";"302003";"96";"7";"wieś";"stały";"Budynek Przedszkola, Karmin 24, 63-330 Dobrzyca";"gm. Dobrzyca";"pleszewski";"wielkopolskie";"820";"910";"394";"426";"0";"0";"0";"0";"0";"0";"0";"0";"0";"426";"0";"0";"426";"20";"0";"20";"0";"406";"139";"267"
"bdc0-6c41-7550-1f8f-dee5-3489-24ed-2bbd";"302003";"96";"8";"miasto";"stały";"Sala wiejska, ul. Krotoszyńska 45, 63-330 Dobrzyca";"gm. Dobrzyca";"pleszewski";"wielkopolskie";"500";"538";"196";"304";"0";"0";"0";"0";"0";"0";"0";"0";"0";"304";"0";"0";"304";"6";"1";"5";"0";"298";"130";"168"
"385d-15ac-6314-6b13-9b61-48e9-7732-538a";"302003";"96";"9";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Pleszewie, Fabianów ul. Pleszewska 2, 63-330 Dobrzyca";"gm. Dobrzyca";"pleszewski";"wielkopolskie";"80";"49";"70";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"10";"2";"0";"2";"0";"8";"3";"5"
"a408-224d-e455-6c24-1edc-3812-e72c-6b53";"302004";"96";"1";"wieś";"stały";"Szkoła Podstawowa im. Ojca Św. Jana Pawła II w Gizałkach, ul. Kaliska 25, 63-308 Gizałki";"gm. Gizałki";"pleszewski";"wielkopolskie";"1109";"1205";"411";"698";"0";"0";"0";"0";"0";"0";"0";"0";"0";"698";"0";"0";"698";"19";"4";"15";"0";"679";"264";"415"
"6d23-b980-125b-e5a3-f615-6722-9346-0649";"302004";"96";"2";"wieś";"stały";"Szkoła Podstawowa im. Obrońców Tobruku w Tomicach, Tomice ul. Wrzesińska 2, 63-308 Gizałki";"gm. Gizałki";"pleszewski";"wielkopolskie";"900";"983";"357";"543";"0";"0";"0";"0";"0";"0";"0";"0";"0";"543";"0";"0";"543";"24";"5";"19";"0";"519";"176";"343"
"983e-a580-e578-2de4-6ac2-1ff5-2ddd-529b";"302004";"96";"3";"wieś";"stały";"Szkoła Podstawowa im. Obrońców Tobruku w Tomicach, Szkoła Filialna w Wierzchach, Wierzchy 23, 63-308 Gizałki";"gm. Gizałki";"pleszewski";"wielkopolskie";"771";"837";"338";"433";"0";"0";"0";"0";"0";"0";"0";"0";"0";"433";"0";"0";"433";"13";"2";"11";"0";"420";"59";"361"
"33a0-2922-6ff7-98fe-17ad-c362-d39c-5cb3";"302004";"96";"4";"wieś";"stały";"Szkoła Podstawowa im. Marii Konopnickiej w Białobłotach, Białobłoty 20, 63-308 Gizałki";"gm. Gizałki";"pleszewski";"wielkopolskie";"530";"572";"268";"262";"0";"2";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"6";"2";"4";"0";"256";"72";"184"
"cd7d-8b47-9415-9f2a-a291-e213-3c49-74b0";"302005";"96";"1";"wieś";"stały";"Urząd Gminy w Gołuchowie, ul. Lipowa 1, 63-322 Gołuchów";"gm. Gołuchów";"pleszewski";"wielkopolskie";"2120";"2339";"658";"1462";"5";"18";"0";"0";"0";"0";"0";"0";"0";"1462";"0";"0";"1462";"59";"10";"49";"0";"1403";"750";"653"
"fb08-8d78-80fe-01a3-c477-4226-b37b-189d";"302005";"96";"2";"wieś";"stały";"Szkoła Podstawowa w Tursku, Tursko nr 10, 63-322 Gołuchów";"gm. Gołuchów";"pleszewski";"wielkopolskie";"800";"876";"318";"482";"0";"1";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"16";"6";"10";"0";"466";"166";"300"
"67da-848e-4aee-3616-8acc-da26-4826-1e40";"302005";"96";"3";"wieś";"stały";"Szkoła Podstawowa w Jedlcu, Jedlec nr 154, 63-322 Gołuchów";"gm. Gołuchów";"pleszewski";"wielkopolskie";"540";"578";"197";"343";"0";"0";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"19";"4";"15";"0";"324";"121";"203"
"293f-c8b0-e36f-5b85-4eb2-3315-03ff-7879";"302005";"96";"4";"wieś";"stały";"Szkoła Podstawowa w Kucharach, Kuchary nr 99, 63-322 Gołuchów";"gm. Gołuchów";"pleszewski";"wielkopolskie";"590";"645";"201";"389";"1";"0";"0";"0";"0";"0";"0";"0";"0";"389";"0";"0";"389";"15";"2";"13";"0";"374";"94";"280"
"9613-7be5-3ee3-8f18-fe1c-b6c5-2b6b-58ad";"302005";"96";"5";"wieś";"stały";"Szkoła Podstawowa w Kościelnej Wsi, ul. Kaliska 2, 62-811 Kościelna Wieś";"gm. Gołuchów";"pleszewski";"wielkopolskie";"2030";"2227";"616";"1414";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1413";"0";"0";"1413";"42";"27";"15";"0";"1371";"703";"668"
"8b28-b2ea-5c28-3cf4-b96c-a710-ffef-c68a";"302005";"96";"6";"wieś";"stały";"Szkoła Podstawowa w Kucharkach, Kucharki nr 39, 63-322 Gołuchów";"gm. Gołuchów";"pleszewski";"wielkopolskie";"1190";"1303";"508";"682";"0";"2";"0";"0";"0";"0";"0";"0";"0";"682";"0";"0";"682";"24";"5";"19";"0";"658";"203";"455"
"b961-75b1-249b-8dce-7ebe-3af4-4ffa-b067";"302005";"96";"7";"wieś";"stały";"Dom Strażaka w Krzywosądowie, Krzywosądów nr 43B, 63-322 Gołuchów";"gm. Gołuchów";"pleszewski";"wielkopolskie";"410";"446";"174";"236";"0";"2";"0";"0";"0";"0";"0";"0";"0";"236";"0";"0";"236";"17";"2";"15";"0";"219";"92";"127"
"6025-a1d1-218b-2b0c-a358-27cc-d660-31e9";"302005";"96";"8";"wieś";"zakład leczniczy";"Centrum Rehabilitacji Rolników Kasy Rolniczego Ubezpieczenia Społecznego w Jedlcu, ul. Spacerowa 1, 63-322 Gołuchów";"gm. Gołuchów";"pleszewski";"wielkopolskie";"200";"154";"46";"154";"0";"22";"0";"0";"0";"0";"0";"0";"0";"154";"0";"0";"154";"10";"4";"6";"0";"144";"48";"96"
"6a09-2b12-320e-2929-e6d8-1e77-b6f4-6e62";"302006";"96";"1";"wieś";"stały";"Zespół Szkół Publicznych w Kowalewie, Kowalew ul. Bolesława Chrobrego 36, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"1170";"1277";"385";"785";"0";"5";"0";"0";"0";"0";"0";"0";"0";"785";"0";"0";"785";"31";"6";"25";"0";"754";"408";"346"
"223b-7e9e-3f9a-f005-2280-dd7b-0d36-5afd";"302006";"96";"2";"wieś";"stały";"Publiczne Przedszkole w Dobrej Nadziei, Dobra Nadzieja ul. Ostrowska 40, 63-300 Pleszew";"gm. Pleszew";"pleszewski";"wielkopolskie";"510";"560";"227";"283";"0";"0";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"5";"1";"4";"0";"278";"118";"160"
