"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Antoni MĘŻYDŁO";"Zbigniew RASIELEWSKI"
"c92f-706f-eb72-9737-529e-1fb7-aceb-58c9";"046301";"11";"13";"miasto";"stały";"Szkoła Podstawowa Nr 18, ul. Kard. Wyszyńskiego 1/5, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"920";"1037";"207";"713";"0";"4";"0";"0";"0";"0";"0";"0";"0";"713";"0";"0";"713";"12";"1";"11";"0";"701";"418";"283"
"95fc-a5d7-959a-ffc3-677d-5d26-1308-c431";"046301";"11";"14";"miasto";"stały";"Szkoła Podstawowa Nr 28, ul. Przy Skarpie 13, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"881";"975";"241";"640";"0";"8";"0";"0";"0";"0";"0";"0";"0";"640";"0";"0";"640";"17";"3";"14";"0";"623";"330";"293"
"a427-fe4b-47e3-ebae-a263-bc70-e3d5-4641";"046301";"11";"15";"miasto";"stały";"Szkoła Podstawowa Nr 28, ul. Przy Skarpie 13, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1270";"1395";"297";"973";"1";"6";"0";"0";"0";"0";"0";"0";"0";"973";"0";"0";"973";"32";"11";"21";"0";"941";"553";"388"
"85c2-cd19-60a0-08e5-a68b-c18b-a307-2774";"046301";"11";"16";"miasto";"stały";"III Liceum Ogólnokształcące, ul. Raszei 1, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1669";"1897";"387";"1282";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1281";"0";"0";"1281";"37";"11";"26";"0";"1244";"769";"475"
"cd9e-3e92-9e6b-e809-8555-1f37-af86-da93";"046301";"11";"17";"miasto";"stały";"Szkoła Podstawowa Nr 18, ul. Kard. Wyszyńskiego 1/5, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1530";"1679";"342";"1188";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1188";"0";"0";"1188";"44";"8";"36";"0";"1144";"657";"487"
"885e-04e6-1918-d24a-4300-2d83-2a2f-cb8d";"046301";"11";"18";"miasto";"stały";"III Liceum Ogólnokształcące, ul. Raszei 1, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1400";"1533";"287";"1113";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1111";"0";"0";"1111";"33";"16";"17";"0";"1078";"653";"425"
"775f-c1e1-59d0-ec8f-7572-8e83-804b-a8de";"046301";"11";"19";"miasto";"stały";"Przedszkole Miejskie nr 2, ul. Stawisińskiego 7, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1489";"1661";"411";"1078";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1076";"0";"0";"1076";"28";"13";"15";"0";"1048";"631";"417"
"49d3-9e5f-e15e-7efd-e55a-afa2-dc37-95bb";"046301";"11";"20";"miasto";"stały";"II Liceum Ogólnokształcące (były Zespół Szkół Ogólnokształcących nr 2), ul. Kosynierów Kościuszkowskich 6, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"860";"945";"248";"612";"0";"3";"1";"1";"0";"0";"0";"0";"1";"613";"1";"0";"613";"8";"2";"6";"0";"605";"320";"285"
"5e4a-693a-cd4c-2cc4-65cd-146a-db0b-1e16";"046301";"11";"21";"miasto";"stały";"Szkoła Podstawowa Nr 32, ul. Kosynierów Kościuszkowskich 11, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1150";"1254";"244";"906";"1";"3";"0";"0";"0";"0";"0";"0";"0";"906";"0";"0";"906";"33";"6";"27";"0";"873";"553";"320"
"e2aa-38a6-e8f4-fa42-3612-7bd7-0ea6-b519";"046301";"11";"22";"miasto";"stały";"II Liceum Ogólnokształcące (były Zespół Szkół Ogólnokształcących nr 2), ul. Kosynierów Kościuszkowskich 6, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1106";"1212";"208";"898";"1";"2";"0";"0";"0";"0";"0";"0";"0";"898";"0";"0";"898";"25";"6";"19";"0";"873";"534";"339"
"03d5-e5e1-eb31-ea3b-97c0-6eb9-6420-148f";"046301";"11";"23";"miasto";"stały";"II Liceum Ogólnokształcące (były Zespół Szkół Ogólnokształcących nr 2), ul. Kosynierów Kościuszkowskich 6, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"950";"1042";"213";"737";"1";"5";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"20";"6";"14";"0";"717";"449";"268"
"a3c6-536d-18d3-041b-0185-157e-325a-fda0";"046301";"11";"24";"miasto";"stały";"Szkoła Podstawowa Nr 32, ul. Kosynierów Kościuszkowskich 11, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1039";"1138";"262";"777";"2";"5";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"37";"5";"32";"0";"739";"433";"306"
"ede2-05c7-975e-6ad1-b3a8-9545-c67f-1796";"046301";"11";"25";"miasto";"stały";"Szkoła Podstawowa Nr 32, ul. Kosynierów Kościuszkowskich 11, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"968";"1069";"220";"748";"0";"4";"0";"0";"0";"0";"0";"0";"0";"748";"0";"0";"748";"32";"11";"21";"0";"716";"440";"276"
"7f73-11af-8a6f-4846-de38-1b39-bd51-b00d";"046301";"11";"26";"miasto";"stały";"SM ""Zieleniec"", ul. Broniewskiego 53E, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1000";"1216";"218";"782";"1";"25";"0";"0";"0";"0";"0";"0";"0";"782";"0";"0";"782";"17";"4";"13";"0";"765";"450";"315"
"1001-35d9-d349-a702-7a33-e098-308e-c0d8";"046301";"11";"27";"miasto";"stały";"Toruńskie Centrum Caritas, ul. Szosa Bydgoska 1, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1388";"1566";"479";"909";"0";"7";"1";"1";"0";"0";"0";"0";"1";"910";"1";"0";"910";"29";"8";"21";"0";"881";"606";"275"
"fbf9-295f-e5a5-7be4-1dd8-91ea-7735-829b";"046301";"11";"28";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji, ul. Słowackiego 114, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1788";"2100";"348";"1440";"2";"25";"0";"0";"0";"0";"0";"0";"0";"1440";"0";"0";"1440";"52";"52";"0";"0";"1388";"889";"499"
"ab78-03c6-73a3-457a-c0d5-466f-864e-b101";"046301";"11";"29";"miasto";"stały";"Miejski Zakład Komunikacji (wejście od ul. Słowackiego), ul. Sienkiewicza 24/26, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"693";"790";"230";"463";"0";"8";"0";"0";"0";"0";"0";"0";"0";"463";"0";"0";"463";"21";"4";"17";"0";"442";"287";"155"
"08e8-c1f4-b88f-eb6d-70a8-e8ed-1924-b190";"046301";"11";"30";"miasto";"stały";"Zespół Szkół nr 26, ul. Fałata 88/90, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1300";"1496";"355";"945";"1";"20";"0";"0";"0";"0";"0";"0";"0";"945";"0";"0";"945";"28";"8";"20";"0";"917";"587";"330"
"c832-fe23-24d7-46a4-0ec1-bdd7-7750-dac6";"046301";"11";"31";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Gagarina 36, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"980";"1113";"252";"728";"0";"0";"0";"0";"0";"0";"0";"0";"0";"727";"0";"0";"727";"31";"9";"22";"0";"696";"399";"297"
"0f0a-7ded-efde-8420-19b7-e462-a047-7f47";"046301";"11";"32";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Gagarina 36, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"739";"838";"239";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"27";"4";"23";"0";"473";"306";"167"
"1b44-7544-f553-8ef9-1f99-a092-6c5b-08dd";"046301";"11";"33";"miasto";"stały";"Przedszkole Miejskie Nr 9, ul. Gagarina 130, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1409";"1591";"464";"945";"2";"16";"2";"2";"0";"0";"0";"0";"2";"947";"2";"0";"947";"33";"8";"25";"0";"914";"571";"343"
"ac2e-190a-1a5f-0353-0eaf-bf6b-208f-5176";"046301";"11";"34";"miasto";"stały";"Zespół Szkół nr 26, ul. Fałata 88/90, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"640";"767";"195";"445";"0";"11";"1";"1";"0";"0";"0";"0";"1";"446";"1";"0";"446";"14";"4";"10";"0";"432";"248";"184"
"55d5-6b3f-86d4-7dbf-cafd-f5b7-1d37-0ca0";"046301";"11";"35";"miasto";"stały";"V Liceum Ogólnokształcące, ul. Sienkiewicza 34, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1548";"1790";"404";"1144";"1";"39";"2";"2";"0";"0";"0";"0";"2";"1146";"2";"1";"1145";"40";"9";"31";"0";"1105";"720";"385"
"5284-d156-335d-2d7d-54de-5bc0-9e47-fccd";"046301";"11";"36";"miasto";"stały";"Szkoła Podstawowa Nr 13, ul. Krasińskiego 45/47, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"791";"894";"326";"465";"1";"0";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"21";"1";"20";"0";"444";"318";"126"
"882d-73d2-506a-e918-4751-4a3a-fb56-ae79";"046301";"11";"37";"miasto";"stały";"Szkoła Podstawowa Nr 13, ul. Krasińskiego 45/47, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"802";"888";"245";"557";"1";"20";"1";"1";"0";"0";"0";"0";"1";"557";"1";"0";"557";"28";"7";"21";"0";"529";"366";"163"
"28ca-6bd3-9bc7-d6da-fb93-ae6a-3170-1b97";"046301";"11";"38";"miasto";"stały";"Urząd Stanu Cywilnego, ul. Bydgoska 5, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"941";"1054";"253";"688";"2";"18";"0";"0";"0";"0";"0";"0";"0";"688";"0";"0";"688";"20";"5";"15";"0";"668";"440";"228"
"7d01-bfae-16de-fa84-81c8-903d-e4cb-42fb";"046301";"11";"39";"miasto";"stały";"Oratorium im. bł. ks Bronisława Markiewicza, ul. Rybaki 59, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"951";"1061";"308";"643";"0";"11";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"39";"11";"28";"0";"604";"404";"200"
"8474-fa12-1fe6-6826-c90c-95b3-fd15-b42c";"046301";"11";"40";"miasto";"stały";"Zakład Ubezpieczeń Społecznych, ul. Mickiewicza 10/16, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"920";"1019";"249";"671";"2";"15";"0";"0";"0";"0";"0";"0";"0";"671";"0";"0";"671";"25";"10";"15";"0";"646";"411";"235"
"817b-90c5-1531-e503-eb27-e763-2b3b-7a55";"046301";"11";"41";"miasto";"stały";"Sala gimnastyczna I Liceum Ogólnokształcącego, ul. Mickiewicza 15 - 17, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1118";"1254";"460";"658";"2";"9";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"22";"3";"19";"0";"636";"433";"203"
"946e-70c0-fd02-839c-4310-c042-5385-9f0f";"046301";"11";"42";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Bema 66, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1217";"1404";"247";"970";"5";"18";"0";"0";"0";"0";"0";"0";"0";"970";"0";"0";"970";"43";"14";"29";"0";"927";"565";"362"
"c2f1-7d52-5053-fce0-e73a-1a72-526d-a616";"046301";"11";"43";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. G. Morcinka 13, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"830";"929";"206";"624";"1";"7";"0";"0";"0";"0";"0";"0";"0";"622";"0";"0";"622";"18";"4";"14";"0";"604";"381";"223"
"ab0c-9625-366f-6543-1116-a22d-0a44-f65c";"046301";"11";"44";"miasto";"stały";"Szkoła Podstawowa nr 7, ul. G. Morcinka 13, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"804";"871";"230";"574";"3";"4";"0";"0";"0";"0";"0";"0";"0";"572";"0";"0";"572";"24";"9";"15";"0";"548";"340";"208"
"03d5-2b07-77bf-7ff9-a035-c69e-c626-1fe8";"046301";"11";"45";"miasto";"stały";"Klub Kameleon, ul. Tuwima 9, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"780";"884";"165";"615";"1";"11";"1";"1";"0";"0";"0";"0";"1";"616";"1";"0";"616";"24";"23";"1";"0";"592";"394";"198"
"152b-8935-b602-a2d1-dbea-b636-47ee-0cbe";"046301";"11";"46";"miasto";"stały";"Zespół Szkół Ekonomicznych, ul. Grunwaldzka 39, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1619";"1791";"314";"1305";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1306";"1";"0";"1306";"41";"28";"13";"0";"1265";"844";"421"
"a7dd-b985-1eb2-eb48-caf8-da10-f15b-56e5";"046301";"11";"47";"miasto";"stały";"Przedszkole Niepubliczne ""Calineczka"", ul. Osiedlowa 53, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"662";"542";"206";"456";"0";"8";"0";"0";"0";"0";"0";"0";"0";"456";"0";"0";"456";"15";"5";"10";"0";"441";"331";"110"
"b0f4-4c0a-62fb-13ec-806c-2d58-dbd2-c5e6";"046301";"11";"48";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Żwirki i Wigury 1, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1950";"2151";"437";"1513";"0";"27";"1";"1";"0";"0";"0";"0";"1";"1507";"1";"0";"1507";"48";"8";"40";"0";"1459";"888";"571"
"3d40-fa30-df3e-eeee-e85e-2655-87c0-6bea";"046301";"11";"49";"miasto";"stały";"Szkoła Podstawowa nr 5, ul. Żwirki i Wigury 1, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1269";"1452";"275";"994";"4";"14";"0";"0";"0";"0";"0";"0";"0";"994";"0";"0";"994";"36";"11";"25";"0";"958";"614";"344"
"da5b-fee9-dd87-4ae3-976e-2afc-6de0-7b37";"046301";"11";"50";"miasto";"stały";"Muzeum Etnograficzne, ul. Wały Gen. Sikorskiego 19, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"378";"449";"158";"220";"0";"14";"0";"0";"0";"0";"0";"0";"0";"220";"0";"0";"220";"9";"1";"8";"0";"211";"142";"69"
"a1e9-0488-385f-2594-ee61-3709-3960-f134";"046301";"11";"51";"miasto";"stały";"OPP ""Dom Harcerza"", Rynek Staromiejski 7, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"673";"874";"156";"517";"0";"115";"0";"0";"0";"0";"0";"0";"0";"517";"0";"0";"517";"20";"6";"14";"0";"497";"317";"180"
"0449-741e-a96e-caad-8382-f9cf-0f0b-cf2e";"046301";"11";"52";"miasto";"stały";"I Liceum Ogólnokształcące, ul. Zaułek Prosowy 1, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"380";"439";"139";"241";"0";"18";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"10";"2";"8";"0";"231";"166";"65"
"8ee4-4708-fc3f-38da-71a1-0d54-b967-81c0";"046301";"11";"53";"miasto";"stały";"Medyczno-Społeczne Centrum Kształcenia Zawodowego i Ustawicznego, ul. Św. Jana 1/3, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"550";"621";"234";"316";"0";"0";"0";"0";"0";"0";"0";"0";"0";"315";"0";"0";"315";"20";"0";"20";"0";"295";"189";"106"
"656a-eb8e-2b72-8863-f645-4b18-00ab-d881";"046301";"11";"54";"miasto";"stały";"I Liceum Ogólnokształcące, ul. Zaułek Prosowy 1, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"783";"919";"327";"456";"1";"39";"0";"0";"0";"0";"0";"0";"0";"456";"0";"0";"456";"21";"4";"17";"0";"435";"278";"157"
"5b30-b97b-ebd9-eb43-f300-a5c0-7f90-7601";"046301";"11";"55";"miasto";"stały";"Centrum Kształcenia Ustawicznego, Plac Św. Katarzyny 8, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"649";"740";"303";"346";"0";"22";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"16";"6";"10";"0";"330";"188";"142"
"30ad-7298-f98d-47b0-6d68-8e2a-a1d2-a399";"046301";"11";"56";"miasto";"stały";"IV liceum Ogólnokształcące (były Zespół Szkół Ogólnokształcących nr 4), ul. Warszawska 1/5, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"559";"610";"240";"319";"0";"8";"0";"0";"0";"0";"0";"0";"0";"318";"0";"0";"318";"11";"2";"9";"0";"307";"190";"117"
"ca17-8bce-2171-8268-7bcb-00ac-d9c8-e433";"046301";"11";"57";"miasto";"stały";"Zespół Szkół Technicznych, ul. Legionów 19/25, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1681";"1885";"389";"1291";"2";"9";"3";"3";"0";"0";"0";"0";"3";"1295";"3";"0";"1295";"57";"14";"43";"0";"1238";"892";"346"
"bb60-e66a-c51f-d186-2e5f-5e3b-1150-0d32";"046301";"11";"58";"miasto";"stały";"Zespół Szkół Technicznych, ul. Dekerta 4, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1410";"1566";"309";"1101";"0";"10";"1";"1";"0";"0";"0";"0";"1";"1102";"1";"0";"1102";"50";"15";"35";"0";"1052";"703";"349"
"6bb9-2756-30ac-faff-651f-0712-8ceb-9120";"046301";"11";"59";"miasto";"stały";"Prywatne Przedszkole ""Krasnal"", ul. Lelewela 5, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1306";"1450";"276";"1030";"0";"19";"0";"0";"0";"0";"0";"0";"0";"1030";"0";"0";"1030";"23";"9";"14";"0";"1007";"624";"383"
"3f07-0e83-906b-1ab1-db81-3291-bb6b-3a9b";"046301";"11";"60";"miasto";"stały";"Przedszkole Niepubliczne ""Raczek"", ul. Przy Kaszowniku 7, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"791";"874";"240";"551";"1";"5";"0";"0";"0";"0";"0";"0";"0";"551";"0";"0";"551";"26";"15";"11";"0";"525";"352";"173"
"83dd-eb62-cbd1-2d6e-c177-401c-2522-9725";"046301";"11";"61";"miasto";"stały";"Zespół Szkół Technicznych, ul. Legionów 19/25, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"960";"1053";"245";"715";"0";"1";"1";"1";"0";"0";"0";"0";"1";"714";"1";"0";"714";"19";"19";"0";"0";"695";"481";"214"
"99a2-132a-59a1-d989-52b7-92d6-8554-f0b6";"046301";"11";"62";"miasto";"stały";"Przedszkole Miejskie Nr 5, ul. Dekerta 27/35, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1417";"1583";"311";"1106";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1106";"0";"0";"1106";"36";"23";"13";"0";"1070";"698";"372"
"a0e5-1479-3a05-859f-1f3d-07c4-dfac-4a24";"046301";"11";"63";"miasto";"stały";"Szkoła Podstawowa Nr 24, ul. Ogrodowa 3/5, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1489";"1631";"340";"1149";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1149";"0";"0";"1149";"42";"13";"29";"0";"1107";"765";"342"
"cdda-9efd-8ae8-d387-ca06-f8a9-233a-c3e1";"046301";"11";"64";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Żwirki i Wigury 49, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1190";"1317";"292";"898";"1";"11";"1";"1";"0";"0";"0";"0";"1";"898";"1";"0";"898";"28";"9";"19";"0";"870";"510";"360"
"4fe3-529b-9967-46ec-a18d-e47f-71bf-1662";"046301";"11";"65";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Legionów 210, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1451";"1624";"321";"1130";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1127";"0";"17";"1110";"48";"23";"25";"0";"1062";"718";"344"
"023f-9513-7970-344c-7c69-7aa5-d8ad-19e6";"046301";"11";"66";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Żwirki i Wigury 49, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1970";"2212";"355";"1615";"4";"8";"1";"1";"0";"0";"0";"0";"1";"1616";"1";"0";"1616";"49";"15";"34";"0";"1567";"1070";"497"
"ede8-c8f2-18e3-75d6-1afe-50eb-df94-bf29";"046301";"11";"67";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Legionów 210, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1667";"1899";"201";"1466";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1466";"0";"0";"1466";"35";"21";"14";"0";"1431";"968";"463"
"cab2-da1b-9ce1-3bfb-e101-c183-8ae2-9310";"046301";"11";"68";"miasto";"stały";"Urząd Miasta Torunia, ul. Legionów 220, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1460";"1591";"293";"1166";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1166";"0";"0";"1166";"38";"6";"32";"0";"1128";"759";"369"
"8dac-9980-4fae-fc3c-7731-1faf-7b06-97d1";"046301";"11";"69";"miasto";"stały";"Przedszkole Miejskie Nr 6, ul. Szosa Chełmińska 130, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1881";"2114";"372";"1509";"2";"18";"0";"0";"0";"0";"0";"0";"0";"1509";"0";"0";"1509";"43";"9";"34";"0";"1466";"986";"480"
"186f-ec70-4c7d-458f-712e-cdfd-faa1-fcfc";"046301";"11";"70";"miasto";"stały";"Zespół Szkół Muzycznych, ul. Szosa Chełmińska 224/226, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"2098";"2198";"629";"1469";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1469";"0";"0";"1469";"39";"9";"30";"0";"1430";"839";"591"
"e54d-b038-ba84-6e16-606d-aaa7-bdfe-eeff";"046301";"11";"71";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Rzepakowa 7/9, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"2060";"2284";"483";"1577";"0";"17";"0";"0";"0";"0";"0";"0";"0";"1572";"0";"0";"1572";"58";"35";"23";"0";"1514";"924";"590"
"9eaf-b0dd-b01f-cdaf-61ab-3170-6352-18b5";"046301";"11";"72";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Rzepakowa 7/9, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1981";"2220";"361";"1620";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1620";"0";"0";"1620";"42";"32";"10";"0";"1578";"1130";"448"
"a6d5-6113-5e38-ef04-fb7f-fb47-541c-a00c";"046301";"11";"73";"miasto";"stały";"Przedszkole Miejskie Nr 8, ul. Chabrowa 49, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"2059";"2204";"367";"1692";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1692";"0";"0";"1692";"60";"43";"17";"0";"1632";"1053";"579"
"4248-9c13-878f-c053-e1fd-5e17-0e24-1f98";"046301";"11";"74";"miasto";"stały";"Przedszkole Miejskie nr 18, ul. Grasera 3, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1200";"1334";"99";"1101";"0";"21";"1";"1";"0";"0";"0";"0";"1";"1102";"1";"0";"1102";"31";"9";"22";"0";"1071";"773";"298"
"87ba-2439-9cc2-204d-854e-8a0c-062d-19eb";"046301";"11";"75";"miasto";"stały";"Miejski Zarząd Dróg, ul. Grudziądzka 159, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1321";"1450";"422";"899";"0";"3";"0";"0";"0";"0";"0";"0";"0";"899";"0";"0";"899";"29";"6";"23";"0";"870";"575";"295"
"897f-3328-052f-ad00-41dd-67ab-1a6a-3c2e";"046301";"11";"76";"miasto";"stały";"Starostwo Powiatowe w Toruniu, ul. Towarowa 4 - 6, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"560";"616";"322";"238";"0";"0";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"13";"0";"13";"0";"225";"114";"111"
"8c4b-0b0b-7f6d-076a-ac9d-8e99-23b0-1a28";"046301";"11";"77";"miasto";"stały";"Geofizyka Toruń S. A., ul. Chrobrego 50, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"569";"634";"220";"349";"0";"0";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"9";"1";"8";"0";"340";"187";"153"
"a690-b906-ee64-dd96-32f9-c561-0f77-bb28";"046301";"11";"78";"miasto";"stały";"Zespół Szkół Inżynierii Środowiska, ul. Batorego 43/49, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"320";"351";"167";"153";"1";"3";"0";"0";"0";"0";"0";"0";"0";"153";"0";"0";"153";"5";"2";"3";"0";"148";"87";"61"
"96ec-6ba0-8022-a1f6-8205-5e16-9f02-a8bc";"046301";"11";"79";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Łąkowa 13, 87-100 Toruń";"m. Toruń";"Toruń";"kujawsko-pomorskie";"1360";"1539";"363";"997";"2";"5";"0";"0";"0";"0";"0";"0";"0";"997";"0";"0";"997";"37";"6";"31";"0";"960";"619";"341"
