"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jolanta Emilia HIBNER";"Jan Krzysztof ŻARYN"
"3812-586e-bcc2-ddf7-e630-ccce-81f9-1c52";"143201";"40";"4";"miasto";"stały";"Centrum Kultury w Błoniu, ul. Jana Pawła II 1B, Jana Pawła II 1B, 05-870 Błonie";"gm. Błonie";"warszawski zachodni";"mazowieckie";"1399";"1527";"366";"1033";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1033";"0";"0";"1033";"38";"12";"26";"0";"995";"561";"434"
"a4c0-4e71-c919-599e-4a2d-886d-c8b0-4230";"143201";"40";"5";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Błoniu, ul. Poniatowskiego 19, Poniatowskiego 19, 05-870 Błonie";"gm. Błonie";"warszawski zachodni";"mazowieckie";"1220";"1331";"271";"949";"0";"6";"0";"0";"0";"0";"0";"0";"0";"949";"0";"0";"949";"29";"8";"21";"0";"920";"510";"410"
"05cb-36f0-3d1c-15c3-c869-1f64-f1f0-1884";"143201";"40";"6";"miasto";"stały";"Stadion Miejski w Błoniu, ul. Legionów 3A, Legionów 3A, 05-870 Błonie";"gm. Błonie";"warszawski zachodni";"mazowieckie";"1108";"1205";"285";"823";"1";"6";"0";"0";"0";"0";"0";"0";"0";"823";"0";"0";"823";"25";"7";"18";"0";"798";"457";"341"
"6ba3-b97e-0d7c-b842-cd12-4b4a-47ef-1a87";"143201";"40";"7";"miasto";"stały";"Zespół Szkół Nr 1 w Błoniu, ul. Łąki 2, sala 2, Łąki 2/sala 2, 05-870 Błonie";"gm. Błonie";"warszawski zachodni";"mazowieckie";"1130";"1249";"228";"902";"1";"7";"0";"0";"0";"0";"0";"0";"0";"902";"0";"0";"902";"23";"6";"17";"0";"879";"517";"362"
"ea7d-18c3-1ad8-45a7-776b-714e-edcb-b363";"143201";"40";"8";"wieś";"stały";"Zespół Szkół Nr 1 w Błoniu, ul. Łąki 2, sala 17, Łąki 2/sala 17, 05-870 Błonie";"gm. Błonie";"warszawski zachodni";"mazowieckie";"1370";"1533";"388";"982";"0";"1";"0";"0";"0";"0";"0";"0";"0";"982";"0";"0";"982";"36";"10";"26";"0";"946";"455";"491"
"9c3b-b06e-bed4-7825-ba4f-79f5-9af6-6809";"143201";"40";"9";"wieś";"stały";"Szkoła Podstawowa w Bieniewicach, ul. Błońska 62, Bieniewice Błońska 62, 05-870 Błonie";"gm. Błonie";"warszawski zachodni";"mazowieckie";"1199";"1346";"281";"918";"0";"9";"0";"0";"0";"0";"0";"0";"0";"918";"0";"0";"918";"22";"3";"19";"0";"896";"485";"411"
"9e6f-b451-dd2e-3050-5a75-3828-e5d0-1766";"143201";"40";"10";"wieś";"stały";"Dom Kultury w Bramkach, Filia Centrum Kultury w Błoniu, ul. Długa 75, Bramki Długa 75, 05-870 Błonie";"gm. Błonie";"warszawski zachodni";"mazowieckie";"1130";"1266";"348";"782";"0";"3";"0";"0";"0";"0";"0";"0";"0";"782";"0";"0";"782";"20";"3";"17";"0";"762";"360";"402"
"9b27-2a5f-02b0-ef78-3d53-cb5c-a523-7bab";"143201";"40";"11";"wieś";"stały";"OSP Górna Wieś, Górna Wieś 27, Górna Wieś 27, 05-870 Błonie";"gm. Błonie";"warszawski zachodni";"mazowieckie";"1140";"1266";"373";"767";"0";"2";"0";"0";"0";"0";"0";"0";"0";"767";"0";"0";"767";"29";"13";"16";"0";"738";"328";"410"
"763c-4605-bfba-b6bd-636d-01a7-cc50-380f";"143201";"40";"12";"wieś";"stały";"Dom Kultury w Radzikowie, Filia Centrum Kultury w Błoniu, Radzików 52, Radzików 52, 05-870 Błonie";"gm. Błonie";"warszawski zachodni";"mazowieckie";"1000";"1097";"246";"754";"1";"3";"0";"0";"0";"0";"0";"0";"0";"754";"0";"0";"754";"10";"4";"6";"0";"744";"359";"385"
"ee22-d66c-8a60-2c0e-1bac-7936-3ff2-a086";"143202";"40";"1";"wieś";"stały";"Gminne Przedszkole w Laskach, Laski ul. 3 Maja 43, 05-080 Izabelin";"gm. Izabelin";"warszawski zachodni";"mazowieckie";"1787";"1976";"318";"1469";"1";"12";"1";"1";"0";"1";"0";"0";"0";"1470";"0";"0";"1470";"37";"7";"30";"0";"1433";"715";"718"
"770a-4d6f-66d9-92e9-6c22-5300-0a24-95db";"143202";"40";"2";"wieś";"stały";"Szkoła Podstawowa, Hornówek ul. Wojska Polskiego 5, 05-080 Izabelin";"gm. Izabelin";"warszawski zachodni";"mazowieckie";"809";"873";"144";"665";"0";"0";"0";"0";"0";"0";"0";"0";"0";"665";"0";"0";"665";"16";"1";"15";"0";"649";"384";"265"
"b9ee-f841-ba2c-eedc-a72c-34b3-4d9f-b8d5";"143202";"40";"3";"wieś";"stały";"Szkoła Podstawowa, Hornówek ul. Wojska Polskiego 5, 05-080  Izabelin";"gm. Izabelin";"warszawski zachodni";"mazowieckie";"1329";"1434";"207";"1122";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1121";"0";"0";"1121";"16";"6";"10";"0";"1105";"712";"393"
"f729-f255-fb9c-5d69-5e7e-8661-44cd-ad29";"143202";"40";"4";"wieś";"stały";"Centrum Kultury Izabelin, Izabelin C ul. Matejki 21, 05-080 Izabelin";"gm. Izabelin";"warszawski zachodni";"mazowieckie";"1989";"2161";"238";"1751";"2";"17";"1";"1";"1";"0";"0";"0";"0";"1751";"0";"0";"1751";"37";"12";"25";"0";"1714";"1057";"657"
"0eb8-c1b8-d1f2-ce66-506b-f40e-07d7-d653";"143202";"40";"5";"wieś";"stały";"Szkoła Podstawowa, Izabelin C ul. 3 Maja 49, 05-080 Izabelin";"gm. Izabelin";"warszawski zachodni";"mazowieckie";"1529";"1709";"363";"1165";"5";"19";"0";"0";"0";"0";"0";"0";"0";"1166";"0";"0";"1166";"48";"15";"33";"0";"1118";"509";"609"
"ffaf-d624-8446-b97a-9a51-1cd5-a674-903f";"143203";"40";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny z Oddziałami Integracyjnymi w Kampinosie, Szkolna 5, 05-085 Kampinos";"gm. Kampinos";"warszawski zachodni";"mazowieckie";"1900";"2089";"589";"1311";"2";"13";"0";"0";"0";"0";"0";"0";"0";"1310";"0";"0";"1310";"44";"12";"32";"0";"1266";"606";"660"
"f2a6-80b2-4a79-d6fa-4b08-4f94-c038-3013";"143203";"40";"2";"wieś";"stały";"Ochotnicza Straż Pożarna w Zawadach, Zawady 22, 05-085 Kampinos";"gm. Kampinos";"warszawski zachodni";"mazowieckie";"1348";"1485";"418";"930";"4";"5";"0";"0";"0";"0";"0";"0";"0";"930";"0";"0";"930";"35";"11";"24";"0";"895";"304";"591"
"0ea2-6a93-a7c7-90f8-77ce-448f-2431-5717";"143204";"40";"1";"wieś";"stały";"Urząd Gminy w Lesznie, Aleja Wojska Polskiego 21, 05-084 Leszno";"gm. Leszno";"warszawski zachodni";"mazowieckie";"1350";"1501";"439";"911";"1";"4";"0";"0";"0";"0";"0";"0";"0";"911";"0";"0";"911";"35";"12";"23";"0";"876";"464";"412"
"d87b-db1d-2880-766b-77db-49d6-2789-0ec1";"143204";"40";"2";"wieś";"stały";"Szkoła Podstawowa im. Stefana Batorego w Lesznie, ul. Leśna 13, 05-084 Leszno";"gm. Leszno";"warszawski zachodni";"mazowieckie";"1312";"1486";"348";"964";"0";"1";"0";"0";"0";"0";"0";"0";"0";"964";"0";"0";"964";"28";"10";"18";"0";"936";"498";"438"
"91de-a52b-bf71-6606-8fbc-a47a-6576-8fa0";"143204";"40";"3";"wieś";"stały";"Świetlica w Łubcu, Łubiec 19B, 05-084 Leszno";"gm. Leszno";"warszawski zachodni";"mazowieckie";"371";"416";"113";"258";"0";"4";"0";"0";"0";"0";"0";"0";"0";"258";"0";"0";"258";"7";"0";"7";"0";"251";"117";"134"
"d363-7974-086e-b361-87c8-9286-b8bb-846c";"143204";"40";"4";"wieś";"stały";"Świetlica w Czarnowie, Czarnów 8, 05-084 Leszno";"gm. Leszno";"warszawski zachodni";"mazowieckie";"1588";"1767";"466";"1122";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1122";"0";"1";"1121";"38";"7";"31";"0";"1083";"615";"468"
"2dd6-54a7-38bd-174e-b479-31b2-1f57-750a";"143204";"40";"5";"wieś";"stały";"Publiczne Przedszkole Przyjaciół Puszczy Kampinoskiej w Zaborowie, ul. Szkolna 6, 05-083 Zaborów";"gm. Leszno";"warszawski zachodni";"mazowieckie";"870";"997";"200";"670";"3";"11";"0";"0";"0";"0";"0";"0";"0";"670";"0";"0";"670";"19";"4";"15";"0";"651";"370";"281"
"5c0d-fcb8-6f4d-542b-4420-d8cc-ee98-150b";"143204";"40";"6";"wieś";"stały";"Ochotnicza Straż Pożarna w Zaborowie, ul. Stołeczna 180, 05-083 Zaborów";"gm. Leszno";"warszawski zachodni";"mazowieckie";"1549";"1756";"365";"1184";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1184";"0";"0";"1184";"33";"4";"29";"0";"1151";"603";"548"
"03d7-42ba-fa6c-7310-24a0-c692-de6d-b7df";"143205";"40";"1";"miasto";"stały";"Świetlica Miejska, ul. Parkowa 2, 05-092 Łomianki";"gm. Łomianki";"warszawski zachodni";"mazowieckie";"1053";"1168";"193";"860";"0";"0";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"21";"3";"18";"0";"836";"470";"366"
"680e-a487-3e87-e0a9-8981-6afc-0b96-807e";"143205";"40";"2";"miasto";"stały";"Szkoła Podstawowa nr 2, wejście od Filii Biblioteki Publicznej, ul. Partyzantów 31, 05-092 Łomianki";"gm. Łomianki";"warszawski zachodni";"mazowieckie";"1953";"2139";"274";"1679";"1";"20";"0";"0";"0";"0";"0";"0";"0";"1677";"0";"0";"1677";"30";"15";"15";"0";"1647";"1071";"576"
"c77b-c818-2eba-4c8d-a943-4023-8aa9-3602";"143205";"40";"3";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Partyzantów 31, 05-092 Łomianki";"gm. Łomianki";"warszawski zachodni";"mazowieckie";"1600";"1771";"213";"1387";"2";"19";"0";"0";"0";"0";"0";"0";"0";"1387";"0";"0";"1387";"32";"11";"21";"0";"1355";"911";"444"
"6158-9d0f-a34c-bd93-71d7-b2cb-d8a6-6d7f";"143205";"40";"4";"miasto";"stały";"Szkoła Podstawowa nr 1, wejście od ul. Szkolnej, ul. Warszawska 73, 05-092 Łomianki";"gm. Łomianki";"warszawski zachodni";"mazowieckie";"2000";"2194";"287";"1713";"2";"14";"0";"0";"0";"0";"0";"0";"0";"1713";"0";"0";"1713";"40";"3";"37";"0";"1673";"973";"700"
"e41e-313b-957a-54fa-3636-e21c-f470-3549";"143205";"40";"5";"miasto";"stały";"Integracyjne Centrum Dydaktyczno-Sportowe, ul. Staszica 2, 05-092 Łomianki";"gm. Łomianki";"warszawski zachodni";"mazowieckie";"1459";"1525";"190";"1269";"3";"26";"0";"0";"0";"0";"0";"0";"0";"1269";"0";"0";"1269";"26";"9";"17";"0";"1243";"805";"438"
"9169-88c8-f2d0-dc48-86cd-cbfc-ffc2-bad2";"143205";"40";"6";"miasto";"stały";"Szkoła Podstawowa nr 1, wejście od ul. Janusza Kusocińskiego, ul. Warszawska 73, 05-092 Łomianki";"gm. Łomianki";"warszawski zachodni";"mazowieckie";"1671";"1847";"152";"1519";"0";"24";"0";"0";"0";"0";"0";"0";"0";"1517";"0";"0";"1517";"31";"11";"20";"0";"1486";"986";"500"
"4060-ac0d-7d3c-0827-63ae-944d-31d4-a8fb";"143205";"40";"7";"miasto";"stały";"Centrum Kultury w Łomiankach, wejście od ul. Szczęśliwej, ul. Wiejska 12a, 05-092 Łomianki";"gm. Łomianki";"warszawski zachodni";"mazowieckie";"1254";"1246";"338";"916";"0";"6";"0";"0";"0";"0";"0";"0";"0";"916";"0";"0";"916";"22";"1";"21";"0";"894";"447";"447"
"630e-6f8c-60c2-d6e2-2396-60f3-fe19-5518";"143205";"40";"8";"miasto";"stały";"Centrum Kultury w Łomiankach, wejście od ul. Gościńcowej, ul. Wiejska 12a, 05-092 Łomianki";"gm. Łomianki";"warszawski zachodni";"mazowieckie";"1529";"1683";"256";"1273";"2";"7";"1";"1";"0";"0";"0";"0";"1";"1273";"1";"0";"1273";"30";"10";"20";"0";"1243";"685";"558"
"bb10-ebdb-09cd-5e08-b54c-c064-afb8-7eec";"143205";"40";"9";"wieś";"stały";"Centrum Kultury w Łomiankach, wejście od ul. Szczęśliwej, I piętro, ul. Wiejska 12a, 05-092 Łomianki";"gm. Łomianki";"warszawski zachodni";"mazowieckie";"1400";"1538";"74";"1326";"4";"22";"0";"0";"0";"0";"0";"0";"0";"1326";"0";"0";"1326";"31";"14";"17";"0";"1295";"995";"300"
"196b-98c3-24df-ed57-8872-59ed-0137-a593";"143205";"40";"10";"wieś";"stały";"Integracyjne Centrum Dydaktyczno-Sportowe, wejście od ul. Warszawskiej, ul. Staszica 2, 05-092 Łomianki";"gm. Łomianki";"warszawski zachodni";"mazowieckie";"1361";"1401";"214";"1147";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1145";"0";"0";"1145";"28";"8";"20";"0";"1117";"737";"380"
"1cd8-0685-62e6-f433-11ad-7162-fe6f-faa3";"143205";"40";"11";"wieś";"stały";"Szkoła Podstawowa, Dziekanów Polski ul. Rolnicza 435, 05-092 Łomianki";"gm. Łomianki";"warszawski zachodni";"mazowieckie";"1689";"1866";"245";"1444";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1444";"0";"1";"1443";"21";"8";"13";"0";"1422";"855";"567"
"80bd-b043-d1f0-5cb5-1dc1-378c-e3b4-005c";"143205";"40";"12";"wieś";"stały";"Przedszkole Samorządowe, Dziekanów Leśny ul. Akinsa 8, 05-092 Łomianki";"gm. Łomianki";"warszawski zachodni";"mazowieckie";"1142";"1252";"227";"915";"2";"10";"0";"0";"0";"0";"0";"0";"0";"914";"0";"0";"914";"30";"7";"23";"0";"884";"493";"391"
"286f-5b2e-7e34-487d-25ea-b247-5e13-1510";"143205";"40";"13";"wieś";"stały";"Szkoła Podstawowa, Sadowa ul. Strzelecka 35, 05-092 Łomianki";"gm. Łomianki";"warszawski zachodni";"mazowieckie";"610";"691";"140";"470";"0";"4";"0";"0";"0";"0";"0";"0";"0";"470";"0";"0";"470";"20";"5";"15";"0";"450";"248";"202"
"7436-65eb-b9b3-beaa-4dd9-6750-1c60-ed00";"143206";"40";"1";"miasto";"stały";"Przedszkole Nr 1 w Ożarowie Mazowieckim, ul. Ożarowska 34/wejście A, 05-850 Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"820";"896";"129";"691";"1";"5";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"17";"6";"11";"0";"674";"433";"241"
"0fa9-845b-22d7-a879-48b9-ba8b-9abe-daca";"143206";"40";"2";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Ożarowie Mazowieckim, Wejście A, Szkolna 2, 05-850 Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"590";"645";"140";"450";"1";"2";"0";"0";"0";"0";"0";"0";"0";"450";"0";"0";"450";"7";"1";"6";"0";"443";"210";"233"
"ea45-63f4-d752-6d11-379a-f0c9-1f04-e098";"143206";"40";"3";"miasto";"stały";"Przedszkole Nr 1 w Ożarowie Mazowieckim, ul. Ożarowska 34 /wejście B, 05-850 Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"752";"792";"211";"541";"0";"1";"0";"0";"0";"0";"0";"0";"0";"541";"0";"0";"541";"17";"4";"13";"0";"524";"285";"239"
"6bdc-fa31-939b-b00c-fec2-8526-bdd1-15c2";"143206";"40";"4";"miasto";"stały";"Szkoła Podstawowa nr 1 w Ożarowie Mazowieckim, Wejście B, ul. Szkolna 2, 05-850 Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"850";"1031";"42";"808";"0";"17";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"17";"3";"14";"0";"791";"510";"281"
"cfa7-caa5-ced6-6acf-dabb-b0ae-7b54-048f";"143206";"40";"5";"miasto";"stały";"Przedszkole /modułowe/ w Ożarowie Mazowieckim, ul. Szkolna 3, 05-850 Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"1055";"1170";"118";"937";"0";"13";"0";"0";"0";"0";"0";"0";"0";"937";"0";"0";"937";"23";"0";"23";"0";"914";"562";"352"
"209f-95df-88e5-4a79-6a7d-409e-a374-ccc0";"143206";"40";"6";"miasto";"stały";"Dom Kultury ''UŚMIECH'' w Ożarowie Mazowieckim, ul. Poznańska 165 /sala widowiskowa, 05-850 Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"659";"765";"160";"499";"0";"0";"0";"0";"0";"0";"0";"0";"0";"499";"0";"0";"499";"19";"10";"9";"0";"480";"242";"238"
"fc55-d435-e8bf-7a78-8181-9aab-943d-3a7b";"143206";"40";"7";"miasto";"stały";"Dom Kultury ""Uśmiech"" w Ożarowie Mazowieckim, ul. Poznańska 165 /sala klubowa nr 109, 05-850 Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"500";"524";"100";"400";"1";"5";"0";"0";"0";"0";"0";"0";"0";"400";"0";"0";"400";"12";"5";"7";"0";"388";"247";"141"
"b5bb-ef96-bbf6-d9b8-d1ca-34d8-d95d-e949";"143206";"40";"8";"miasto";"stały";"Przedszkole Publiczne nr 1 w Ożarowie Mazowieckim, ul. Mickiewicza 51 /wejście główne, 05-850 Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"920";"1025";"127";"793";"0";"6";"0";"0";"0";"0";"0";"0";"0";"793";"0";"0";"793";"33";"8";"25";"0";"760";"417";"343"
"3304-6c5a-742d-6b52-b2e0-654f-cc2b-f4b8";"143206";"40";"9";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Ożarowie Mazowieckim, ul. Lipowa 11 /sala gimnastyczna, 05-850 Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"850";"985";"137";"713";"0";"8";"0";"0";"0";"0";"0";"0";"0";"713";"0";"0";"713";"23";"6";"17";"0";"690";"342";"348"
"8018-a336-76ae-a07b-4292-2f75-bac2-11f4";"143206";"40";"10";"miasto";"stały";"Starostwo Powiatu Warszawskiego Zachodniego w Ożarowie Mazowieckim, ul. Poznańska 129/133, 05-850 Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"925";"964";"259";"666";"0";"3";"0";"0";"0";"0";"0";"0";"0";"666";"0";"0";"666";"32";"7";"25";"0";"634";"284";"350"
"881c-38a8-8bfd-b516-b5c3-3144-5f72-2457";"143206";"40";"11";"wieś";"stały";"Szkoła Podstawowa w Duchnicach, Duchnice ul. Duchnicka 25 /świetlica, 05-850 Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"919";"1072";"90";"831";"0";"9";"0";"0";"0";"0";"0";"0";"0";"831";"0";"2";"829";"17";"5";"12";"0";"812";"497";"315"
"a80d-4186-3a99-2243-223f-95e5-7582-3016";"143206";"40";"12";"wieś";"stały";"Szkoła Podstawowa Nr 2 w Ożarowie Mazowieckim, Lipowa 11 /stołówka szkolna, 05-850 Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"688";"765";"142";"546";"0";"32";"1";"1";"0";"0";"0";"0";"1";"546";"1";"0";"546";"13";"3";"10";"0";"533";"233";"300"
"900f-1667-520a-e217-bbb9-1414-0185-6c29";"143206";"40";"13";"wieś";"stały";"Przedszkole Publiczne w Macierzyszu, Macierzysz Sochaczewska 89, 05-850 Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"970";"1079";"200";"770";"0";"10";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"26";"5";"21";"0";"744";"433";"311"
"a4ae-20c0-1fb1-c99d-61a8-91ce-7c14-bf40";"143206";"40";"14";"wieś";"stały";"Filia Domu Kultury "" Uśmiech"" w Broniszach, Bronisze ul. Przyparkowa 15, 05-850 Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"852";"953";"191";"661";"0";"7";"0";"0";"0";"0";"0";"0";"0";"661";"0";"0";"661";"18";"4";"14";"0";"643";"312";"331"
"b7af-bda1-207a-362f-0704-6d93-45d8-caee";"143206";"40";"15";"wieś";"stały";"Szkoła Podstawowa w Umiastowie, Umiastów ul. Umiastowska 74, 05-850 Ożarów Mazowiecki";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"1316";"1519";"300";"1016";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1016";"0";"0";"1016";"35";"10";"25";"0";"981";"572";"409"
"44ba-23d4-c6ee-bc58-dcda-2704-627f-fb72";"143206";"40";"16";"wieś";"stały";"Szkoła Podstawowa w Święcicach, Święcice ul. Poznańska 541 /sala gimnastyczna, 05-860 Płochocin";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"872";"975";"230";"642";"1";"1";"0";"0";"0";"0";"0";"0";"0";"642";"0";"0";"642";"16";"7";"9";"0";"626";"322";"304"
"9e3c-ed16-b7e1-1c22-b910-6271-3221-dbe7";"143206";"40";"17";"wieś";"stały";"Szkoła Podstawowa w Święcicach, Święcice ul. Poznańska 541 /klasa lekcyjna-na lewo od wejścia, 05-860 Płochocin";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"630";"702";"196";"434";"0";"2";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"17";"3";"14";"0";"417";"159";"258"
"6188-fbe4-7f02-81b9-19d0-2242-49e5-be28";"143206";"40";"18";"wieś";"stały";"Filia Domu Kultury ''UŚMIECH'' w Józefowie, Józefów Fabryczna 15 /sala prób nr 10, 05-860 Płochocin";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"490";"524";"142";"348";"0";"0";"0";"0";"0";"0";"0";"0";"0";"348";"0";"0";"348";"13";"7";"6";"0";"335";"158";"177"
"8d8c-e1ba-31b3-3cc4-1fea-b085-ca1c-5c0c";"143206";"40";"19";"wieś";"stały";"Filia Domu Kultury ""Uśmiech'' w Józefowie, Józefów ul. Fabryczna 15 /sala taneczno-widowiskowa nr 12, 05-860 Płochocin";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"350";"382";"152";"198";"0";"1";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0";"198";"6";"2";"4";"0";"192";"81";"111"
"65d6-11a9-6998-3a17-b3e0-a778-6e28-7bee";"143206";"40";"20";"wieś";"stały";"Szkoła Podstawowa w Płochocinie, ul. Lipowa 3 /od wejścia na lewo-szeroki korytarz, 05-860 Płochocin";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"779";"872";"130";"649";"1";"4";"0";"0";"0";"0";"0";"0";"0";"649";"0";"0";"649";"13";"5";"8";"0";"636";"344";"292"
"d5a7-98e0-1621-f15e-9d5a-9270-5b79-aa6f";"143206";"40";"21";"wieś";"stały";"Szkoła Podstawowa w Płochocinie, ul. Lipowa 3 /od wejścia na wprost-duży korytarz, 05-860 Płochocin";"gm. Ożarów Mazowiecki";"warszawski zachodni";"mazowieckie";"1090";"1213";"275";"815";"0";"2";"0";"0";"0";"0";"0";"0";"0";"815";"0";"0";"815";"29";"8";"21";"0";"786";"373";"413"
"22bd-0f92-360b-1fac-218d-56ec-197a-b217";"143207";"40";"1";"wieś";"stały";"Przedszkole Gminne, Blizne Jasińskiego ul. Kościuszki 1b, 05-082 Stare Babice";"gm. Stare Babice";"warszawski zachodni";"mazowieckie";"1500";"1672";"175";"1325";"0";"12";"1";"1";"0";"0";"0";"0";"1";"1326";"1";"0";"1326";"25";"6";"19";"0";"1301";"781";"520"
"3381-8f29-c6a1-a62e-4d0d-f509-9825-84c0";"143207";"40";"2";"wieś";"stały";"Urząd Gminy Stare Babice, ul. Rynek 21, 05-082 Stare Babice";"gm. Stare Babice";"warszawski zachodni";"mazowieckie";"1798";"2008";"224";"1574";"2";"34";"0";"0";"0";"0";"0";"0";"0";"1574";"0";"0";"1574";"38";"10";"28";"0";"1536";"953";"583"
"9e4f-1700-9d1d-a13e-1f09-a8bc-1a91-919b";"143207";"40";"3";"wieś";"stały";"Szkoła Podstawowa im. Henryka Sienkiewicza, ul. Polna 40, 05-082 Stare Babice";"gm. Stare Babice";"warszawski zachodni";"mazowieckie";"2132";"2352";"227";"1905";"3";"19";"0";"0";"0";"0";"0";"0";"0";"1905";"0";"1";"1904";"43";"19";"24";"0";"1861";"1249";"612"
"af5b-2c2b-9393-e04c-fbbf-cb9c-e5c8-a4e9";"143207";"40";"4";"wieś";"stały";"Szkoła Podstawowa im. Henryka Sienkiewicza, ul. Polna 40, 05-082 Stare Babice";"gm. Stare Babice";"warszawski zachodni";"mazowieckie";"1660";"1880";"230";"1430";"3";"8";"0";"0";"0";"0";"0";"0";"0";"1430";"0";"0";"1430";"36";"8";"28";"0";"1394";"816";"578"
"099f-1f84-8bf7-fa3f-da82-6bed-f6c5-68c8";"143207";"40";"5";"wieś";"stały";"Szkoła Podstawowa im. Henryka Sienkiewicza, ul. Polna 40, 05-082 Stare Babice";"gm. Stare Babice";"warszawski zachodni";"mazowieckie";"1161";"1296";"193";"968";"1";"10";"0";"0";"0";"0";"0";"0";"0";"968";"0";"0";"968";"16";"1";"15";"0";"952";"602";"350"
"3f8a-86c3-535f-ff4e-7203-015f-d775-07b3";"143207";"40";"6";"wieś";"stały";"Szkoła Podstawowa, Koczargi Stare ul. Akacjowa 12, 05-080 Izabelin";"gm. Stare Babice";"warszawski zachodni";"mazowieckie";"1624";"1801";"247";"1377";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1377";"0";"0";"1377";"37";"10";"27";"0";"1340";"735";"605"
