"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jerzy Mieczysław CHRÓŚCIKOWSKI";"Marcin DYBOWSKI";"Józef Jan KUROPATWA"
"9e22-5281-3a4b-2252-a42b-593c-9b5c-15fb";"062014";"19";"2";"wieś";"stały";"Szkoła Podstawowa, Żdanów 124, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"891";"971";"348";"543";"0";"2";"0";"0";"0";"0";"0";"0";"0";"543";"0";"0";"543";"13";"5";"8";"0";"530";"320";"46";"164"
"9a46-4fff-a6cf-9d72-eef3-63d1-b948-f1a1";"062014";"19";"3";"wieś";"stały";"Szkoła Podstawowa, Płoskie 139, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"1689";"1830";"659";"1030";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1030";"0";"0";"1030";"21";"6";"15";"0";"1009";"598";"106";"305"
"e938-a5f7-3da3-339c-5efc-5836-665a-9a71";"062014";"19";"4";"wieś";"stały";"Szkoła Podstawowa, Wólka Wieprzecka 57, 22-470 Zwierzyniec";"gm. Zamość";"zamojski";"lubelskie";"530";"576";"205";"325";"0";"4";"0";"0";"0";"0";"0";"0";"0";"325";"0";"0";"325";"12";"1";"11";"0";"313";"222";"22";"69"
"2f3e-a200-005b-718c-3fbe-0435-826e-7fca";"062014";"19";"5";"wieś";"stały";"Szkoła Podstawowa, Białowola 20, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"539";"575";"215";"324";"0";"4";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"3";"0";"3";"0";"321";"261";"30";"30"
"0f45-6203-2949-16aa-fe2f-8910-84ff-9b2a";"062014";"19";"6";"wieś";"stały";"Szkoła Podstawowa, Lipsko 126, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"630";"682";"271";"359";"1";"2";"0";"0";"0";"0";"0";"0";"0";"359";"0";"0";"359";"13";"2";"11";"0";"346";"247";"33";"66"
"e4ec-e9a8-e5fe-7082-8646-79ca-ca5e-1950";"062014";"19";"7";"wieś";"stały";"Zespół Szkoły Podstawowej i Przedszkola, Kalinowice 148A, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"1461";"1577";"464";"997";"0";"7";"0";"0";"0";"0";"0";"0";"0";"997";"0";"0";"997";"25";"7";"18";"0";"972";"531";"124";"317"
"30f4-fb90-6828-c9f8-bbe5-91ce-e962-285f";"062014";"19";"8";"wieś";"stały";"Świetlica Wiejska, Białobrzegi 19A, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"860";"933";"383";"477";"1";"1";"0";"0";"0";"0";"0";"0";"0";"477";"0";"0";"477";"16";"4";"12";"0";"461";"292";"53";"116"
"0d8b-a2d6-3153-378b-c18e-e5af-011b-70af";"062014";"19";"9";"wieś";"stały";"Szkoła Podstawowa, Wysokie 133, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"990";"1061";"413";"577";"2";"3";"1";"1";"0";"0";"0";"0";"1";"577";"1";"0";"577";"8";"3";"5";"0";"569";"333";"87";"149"
"c5e6-9359-65db-b50c-4cf9-ce27-e8b9-9f00";"062014";"19";"10";"wieś";"stały";"Szkoła Podstawowa, Borowina Sitaniecka 49, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"770";"840";"287";"483";"0";"5";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"12";"3";"9";"0";"471";"271";"78";"122"
"df13-ed70-bd7b-fcbc-e45d-e79b-9d3f-ce0a";"062014";"19";"11";"wieś";"stały";"Szkoła Podstawowa, Sitaniec 422, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"1550";"1690";"582";"968";"1";"9";"0";"0";"0";"0";"0";"0";"0";"968";"0";"0";"968";"19";"2";"17";"0";"949";"545";"130";"274"
"035d-56e9-5a4b-607f-628c-3e73-0216-d846";"062014";"19";"12";"wieś";"stały";"Szkoła Podstawowa, Zawada 46, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"1410";"1521";"564";"846";"0";"2";"0";"0";"0";"0";"0";"0";"0";"846";"0";"0";"846";"22";"2";"20";"0";"824";"559";"73";"192"
"140a-6944-f00f-3f18-a3b7-0742-8a66-92ad";"062014";"19";"13";"wieś";"stały";"Świetlica Wiejska, Szopinek 65, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"650";"705";"224";"426";"0";"2";"0";"0";"0";"0";"0";"0";"0";"426";"0";"0";"426";"13";"3";"10";"0";"413";"222";"60";"131"
"8097-eb45-8e23-c79a-8481-0f99-f074-94b9";"062014";"19";"14";"wieś";"stały";"Budynek byłej Szkoły Podstawowej Wychody, Wieprzec 8, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"440";"478";"183";"257";"0";"1";"0";"0";"0";"0";"0";"0";"0";"257";"0";"0";"257";"10";"0";"10";"0";"247";"181";"21";"45"
"b147-34b9-5d71-9fff-95b3-eaae-2d06-a046";"062014";"19";"15";"wieś";"stały";"Świetlica Wiejska, Jatutów 118, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"510";"556";"171";"339";"0";"1";"0";"0";"0";"0";"0";"0";"0";"339";"0";"0";"339";"8";"4";"4";"0";"331";"233";"26";"72"
"5201-edf9-d0dc-b365-16f2-85fe-291d-7f24";"062014";"19";"16";"wieś";"stały";"Szkoła Podstawowa, Pniówek 133, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"679";"736";"262";"417";"2";"0";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"13";"3";"10";"0";"404";"267";"57";"80"
"5c3c-a420-31d3-55e0-4ac2-a81d-4d3c-317b";"062014";"19";"17";"wieś";"stały";"Budynek byłej Szkoły Podstawowej, Siedliska 47, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"400";"430";"141";"259";"0";"0";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"7";"3";"4";"0";"252";"175";"25";"52"
"ba2c-f9d5-1952-fb49-0b21-47cf-83f8-261d";"062014";"19";"18";"wieś";"stały";"Stowarzyszenie Klub Abstynenta ""Wiarus"", Lipsko-Polesie 20, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"290";"319";"158";"132";"0";"3";"0";"0";"0";"0";"0";"0";"0";"132";"0";"0";"132";"2";"0";"2";"0";"130";"98";"14";"18"
"d934-75a0-6775-c461-6d61-76c5-a4d9-fcc7";"062014";"19";"19";"wieś";"stały";"Świetlica Wiejska, Skokówka ul. Targowa 32, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"861";"809";"301";"560";"2";"2";"0";"0";"0";"0";"0";"0";"0";"557";"0";"0";"557";"19";"3";"16";"0";"538";"261";"78";"199"
"aa27-a057-1fbc-8700-a1bc-65f8-a26d-b36c";"062014";"19";"20";"wieś";"stały";"Szkoła Podstawowa, Sitaniec 422, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"550";"603";"221";"329";"0";"1";"0";"0";"0";"0";"0";"0";"0";"329";"0";"0";"329";"11";"2";"9";"0";"318";"199";"45";"74"
"7770-33e2-ae13-144e-844d-6849-ce01-434b";"062014";"19";"21";"wieś";"stały";"Zespół Szkoły Podstawowej i Przedszkola, Kalinowice 148A, 22-400 Zamość";"gm. Zamość";"zamojski";"lubelskie";"510";"552";"186";"324";"0";"0";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"6";"2";"4";"0";"318";"198";"43";"77"
"7534-1f99-76a1-c83e-bedb-8fae-aca4-a801";"062015";"19";"1";"miasto";"stały";"Zespół Szkół Drzewnych i Ochrony Środowiska, ul. Browarna 1, 22-470 Zwierzyniec";"gm. Zwierzyniec";"zamojski";"lubelskie";"1470";"1570";"623";"847";"0";"17";"0";"0";"0";"0";"0";"0";"0";"847";"0";"0";"847";"22";"4";"18";"0";"825";"419";"103";"303"
"ddce-acee-d3b0-5bd3-326f-7d26-e8f9-630c";"062015";"19";"2";"miasto";"stały";"Szkoła Podstawowa, ul. Partyzantów 3, 22-470 Zwierzyniec";"gm. Zwierzyniec";"zamojski";"lubelskie";"1280";"1350";"589";"690";"0";"15";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"14";"1";"13";"0";"677";"324";"82";"271"
"e5b9-1b84-285f-33a1-864c-ff83-505f-1a5a";"062015";"19";"3";"wieś";"stały";"Szkoła Filialna, Wywłoczka 153, 22-470 Zwierzyniec";"gm. Zwierzyniec";"zamojski";"lubelskie";"1131";"1141";"574";"557";"1";"6";"0";"0";"0";"0";"0";"0";"0";"557";"0";"0";"557";"5";"2";"3";"0";"552";"356";"56";"140"
"e793-aaaf-a12f-24c9-32c6-6034-d74e-b760";"062015";"19";"4";"wieś";"stały";"Remiza OSP w Obroczy, Obrocz 106, 22-470 Zwierzyniec";"gm. Zwierzyniec";"zamojski";"lubelskie";"720";"784";"334";"386";"1";"1";"0";"0";"0";"0";"0";"0";"0";"386";"0";"0";"386";"16";"0";"16";"0";"370";"255";"32";"83"
"49f6-4e4c-d734-77ee-674c-6513-4d1c-8b9c";"062015";"19";"5";"wieś";"stały";"Remiza OSP w Żurawnicy, Żurawnica 84, 22-470 Zwierzyniec";"gm. Zwierzyniec";"zamojski";"lubelskie";"580";"636";"293";"287";"0";"0";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"6";"2";"4";"0";"281";"207";"29";"45"
"7312-f7a0-a67b-846e-d949-c919-2305-23f0";"066401";"19";"1";"miasto";"stały";"Zespół Szkół Ponadpodstawowych Nr 1 w Zamościu, ul. Łukasińskiego 8, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1321";"1518";"598";"723";"0";"95";"0";"0";"0";"0";"0";"0";"0";"723";"0";"0";"723";"15";"6";"9";"0";"708";"361";"86";"261"
"c495-ef4f-a0f1-8608-e6d4-e5de-447f-a401";"066401";"19";"2";"miasto";"stały";"Zespół Szkół Ponadpodstawowych Nr 2 w Zamościu, ul. Szczebrzeska 41, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1452";"1583";"561";"891";"0";"9";"0";"0";"0";"0";"0";"0";"0";"891";"0";"0";"891";"24";"4";"20";"0";"867";"459";"107";"301"
"9b70-aed5-931b-ad9a-3b9c-edd0-d749-2a68";"066401";"19";"3";"miasto";"stały";"Przedszkole Miejskie Nr 6 w Zamościu, ul. Dolna 4, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1630";"1780";"540";"1090";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1090";"0";"0";"1090";"21";"3";"18";"0";"1069";"573";"163";"333"
"d5cd-00ee-c49d-2935-b9fb-fdcb-cf89-017b";"066401";"19";"4";"miasto";"stały";"Przedszkole Miejskie Nr 9 w Zamościu, ul. Oboźna 10, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1610";"1728";"584";"1026";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1026";"0";"0";"1026";"31";"11";"20";"0";"995";"509";"130";"356"
"67c8-c010-4b20-d20d-f652-abec-5f90-31ba";"066401";"19";"5";"miasto";"stały";"Spółdzielnia Mieszkaniowa w Zamościu (świetlica), ul. Orzeszkowej 28, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1340";"1456";"508";"832";"1";"6";"0";"0";"0";"0";"0";"0";"0";"832";"0";"0";"832";"21";"6";"15";"0";"811";"428";"102";"281"
"31e4-5f7b-c282-cf1a-bb10-07e6-ed8c-dbc6";"066401";"19";"6";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Zamościu, ul. Orzeszkowej 43, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1560";"1678";"571";"989";"0";"3";"0";"0";"0";"0";"0";"0";"0";"989";"0";"0";"989";"26";"6";"20";"0";"963";"448";"400";"115"
"c763-4e2c-97fa-c4b5-7309-add5-0638-c83b";"066401";"19";"7";"miasto";"stały";"Zespół Szkół Ponadpodstawowych Nr 4 z Oddziałami Integracyjnymi w Zamościu, ul. Marszałka J. Piłsudskiego 65, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1682";"1830";"651";"1031";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1031";"0";"0";"1031";"14";"3";"11";"0";"1017";"523";"138";"356"
"4bb8-5fa3-6854-41f3-edf3-2b83-c123-d385";"066401";"19";"8";"miasto";"stały";"Hotel Junior w Zamościu, ul. Sikorskiego 6, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1359";"1455";"493";"866";"2";"11";"0";"0";"0";"0";"0";"0";"0";"866";"0";"0";"866";"31";"14";"17";"0";"835";"438";"292";"105"
"4633-f9a6-d637-b7c4-e1f2-820d-56c9-850e";"066401";"19";"9";"miasto";"stały";"Szkoła Podstawowa Nr 9 w Zamościu, ul. Kalinowa 5a, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1705";"1857";"728";"977";"5";"5";"0";"0";"0";"0";"0";"0";"0";"977";"0";"0";"977";"22";"7";"15";"0";"955";"470";"151";"334"
"6829-cdec-f4c4-5a6f-5905-c009-7b45-e7ba";"066401";"19";"10";"miasto";"stały";"Szkoła Podstawowa Nr 9 w Zamościu, ul. Kalinowa 5a, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1260";"1356";"443";"817";"0";"9";"0";"0";"0";"0";"0";"0";"0";"817";"0";"0";"817";"20";"6";"14";"0";"797";"416";"99";"282"
"5efd-7f8e-a1c2-d5ed-df7b-8f35-9ca6-0954";"066401";"19";"11";"miasto";"stały";"Przedszkole Miejskie Nr 14 w Zamościu, ul. Olchowa 11, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1910";"2089";"662";"1248";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1248";"0";"0";"1248";"22";"6";"16";"0";"1226";"665";"147";"414"
"2d79-2e43-888b-ae91-9f12-2ce3-71f1-f353";"066401";"19";"12";"miasto";"stały";"Katolicka Szkoła Podstawowa w Zamościu (świetlica), ul. Sikorskiego 11, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1718";"1856";"623";"1095";"2";"12";"0";"0";"0";"0";"0";"0";"0";"1095";"0";"0";"1095";"20";"9";"11";"0";"1075";"584";"180";"311"
"2423-4446-1465-c38f-87b3-22ef-9d18-3220";"066401";"19";"13";"miasto";"stały";"III Liceum Ogólnokształcące w Zamościu, ul. Kilińskiego 15, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1940";"2111";"736";"1204";"2";"20";"0";"0";"0";"0";"0";"0";"0";"1203";"0";"0";"1203";"34";"10";"24";"0";"1169";"508";"153";"508"
"25f1-4a23-c558-2daf-8d10-0b61-4c30-e02d";"066401";"19";"14";"miasto";"stały";"Komenda Miejska Państwowej Straży Pożarnej (Świetlica) w Zamościu, ul. Kilińskiego 62, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1620";"1742";"586";"1034";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1034";"0";"0";"1034";"21";"5";"16";"0";"1013";"479";"159";"375"
"bb10-b90d-0ef3-5ba4-c926-65b1-0802-6d64";"066401";"19";"15";"miasto";"stały";"Szkoła Podstawowa Nr 10 z Oddziałami Integracyjnymi w Zamościu, ul. Peowiaków 30a, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1354";"1458";"639";"715";"2";"10";"0";"0";"0";"0";"0";"0";"0";"715";"0";"0";"715";"19";"3";"16";"0";"696";"357";"114";"225"
"372f-de04-4d40-cfeb-da31-02e5-ddc2-4d4c";"066401";"19";"16";"miasto";"stały";"Przedszkole Miejskie Nr 5 w Zamościu, ul. Peowiaków 76a, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"852";"912";"331";"521";"1";"4";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"521";"15";"6";"9";"0";"506";"265";"71";"170"
"9853-66c6-a5de-fc4b-1b16-1279-e4b9-6208";"066401";"19";"17";"miasto";"stały";"Przedszkole Miejskie Nr 15 w Zamościu, ul. Hetmana J. Zamoyskiego 4a, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1920";"2073";"735";"1185";"1";"3";"1";"0";"0";"0";"0";"0";"0";"1185";"0";"0";"1185";"44";"9";"35";"0";"1141";"567";"188";"386"
"d73c-4c43-c271-1f3a-57cf-8a53-16a7-f75d";"066401";"19";"18";"miasto";"stały";"Szkoła Podstawowa Nr 4 w Zamościu, ul. Hetmana J. Zamoyskiego 4, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1810";"1940";"570";"1240";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1240";"0";"0";"1240";"25";"8";"17";"0";"1215";"602";"166";"447"
"8a53-10ad-a33f-991f-6adb-c81b-f2d9-bb47";"066401";"19";"19";"miasto";"stały";"Zespół Szkół Ponadpodstawowych Nr 3 w Zamościu, ul. Hetmana J. Zamoyskiego 62, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1840";"1967";"606";"1233";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1233";"0";"0";"1233";"24";"9";"15";"0";"1209";"613";"160";"436"
"8393-6209-1528-0162-5a3e-9217-14c3-4c3b";"066401";"19";"20";"miasto";"stały";"Przedszkole Miejskie Nr 12 w Zamościu, ul. Pr. Stefana Wyszyńskiego 32, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1340";"1449";"514";"826";"0";"7";"0";"0";"0";"0";"0";"0";"0";"825";"0";"0";"825";"23";"4";"19";"0";"802";"432";"100";"270"
"321f-1ad7-b0f3-d802-4dc0-eb03-f109-4003";"066401";"19";"21";"miasto";"stały";"Zamojski Dom Kultury w Zamościu, ul. Partyzantów 13, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"810";"888";"304";"506";"1";"16";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"12";"3";"9";"0";"494";"232";"58";"204"
"b9bc-c35c-6723-b714-a6bc-1dac-6d94-fea8";"066401";"19";"22";"miasto";"stały";"Szkoła Podstawowa Nr 7 z Oddziałami Integracyjnymi w Zamościu, ul. H. Sienkiewicza 5, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1561";"1681";"628";"933";"2";"4";"1";"1";"0";"0";"0";"0";"1";"933";"1";"0";"933";"23";"4";"19";"0";"910";"505";"115";"290"
"aa7a-bf67-b2b2-9dae-5820-7c43-754d-08d7";"066401";"19";"23";"miasto";"stały";"Spółdzielnia Mieszkaniowa w Zamościu, ul. Pr. Stefana Wyszyńskiego 50B, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"951";"1150";"248";"703";"2";"11";"0";"0";"0";"0";"0";"0";"0";"703";"0";"0";"703";"19";"4";"15";"0";"684";"342";"104";"238"
"b9a6-6319-baa4-5aae-d066-fbbe-204c-7ab1";"066401";"19";"24";"miasto";"stały";"Państwowa Wyższa Szkoła Zawodowa w Zamościu, ul. Hrubieszowska 24, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1920";"2077";"734";"1187";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1187";"0";"1";"1186";"17";"7";"10";"0";"1169";"585";"186";"398"
"4041-95a7-389b-4067-614b-2c2f-ac60-89c0";"066401";"19";"25";"miasto";"stały";"Przedszkole Miejskie Nr 2 w Zamościu, ul. Gminna 32, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1580";"1692";"700";"880";"1";"3";"0";"0";"0";"0";"0";"0";"0";"880";"0";"0";"880";"17";"2";"15";"0";"863";"444";"131";"288"
"fca9-c433-5643-98c3-fa98-dda5-4814-9e25";"066401";"19";"26";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Zamościu, ul. Lwowska 15, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1891";"2058";"825";"1066";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1066";"0";"0";"1066";"30";"9";"21";"0";"1036";"507";"152";"377"
"4cb6-8c54-19dc-6af4-a13b-8b4f-034e-d115";"066401";"19";"27";"miasto";"stały";"Szkoła Podstawowa Nr 6 w Zamościu, ul. Orla 5, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1832";"1960";"620";"1212";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1212";"0";"0";"1212";"27";"2";"25";"0";"1185";"565";"175";"445"
"d204-f6a4-0e8b-d988-834b-825d-efd6-35e0";"066401";"19";"28";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Zamościu (wejście do obwodu nr 28 od strony dawnego Gimnazjum Nr 2), ul. Lwowska 15, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1962";"2116";"792";"1170";"0";"18";"0";"0";"0";"0";"0";"0";"0";"1170";"0";"1";"1169";"33";"3";"30";"0";"1136";"572";"142";"422"
"0331-ede4-15c9-d941-5b34-e7bf-5a62-ea21";"066401";"19";"29";"miasto";"stały";"I Prywatne Liceum Ogólnokształcące w Zamościu, ul. Krasnobrodzka 22A, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"1250";"1358";"467";"783";"0";"2";"0";"0";"0";"0";"0";"0";"0";"783";"0";"0";"783";"23";"7";"16";"0";"760";"419";"103";"238"
"dc63-da19-8cab-74a9-5ee6-a999-a37c-c3fd";"066401";"19";"30";"miasto";"stały";"Świetlica Osiedlowa w Zamościu, ul. Obronna 15, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"660";"705";"232";"428";"0";"2";"0";"0";"0";"0";"0";"0";"0";"428";"0";"0";"428";"5";"1";"4";"0";"423";"213";"64";"146"
"36dd-b747-f207-ab00-2ebf-f6cf-00b8-0b65";"066401";"19";"31";"miasto";"zakład karny";"Zakład Karny w Zamościu, Okrzei 14, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"263";"260";"160";"103";"0";"1";"0";"0";"0";"0";"0";"0";"0";"103";"0";"0";"103";"2";"0";"2";"0";"101";"31";"25";"45"
"e0d7-65d4-5047-b5ba-e0ed-200c-c4da-15b6";"066401";"19";"32";"miasto";"oddział zewnętrzny zakładu karnego";"Oddział Zewnętrzny Zakładu Karnego w Zamościu, Hrubieszowska 40, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"321";"300";"199";"122";"0";"0";"0";"0";"0";"0";"0";"0";"0";"122";"0";"0";"122";"7";"1";"6";"0";"115";"39";"24";"52"
"9fd9-ca6e-93ce-4348-8bae-3c5a-8d66-485c";"066401";"19";"33";"miasto";"zakład leczniczy";"Zamojski Szpital Niepubliczny Sp. z o. o. w Zamościu, Peowiaków 1, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"183";"200";"108";"75";"0";"0";"0";"0";"0";"0";"0";"0";"0";"75";"0";"0";"75";"5";"0";"5";"0";"70";"47";"9";"14"
"ddfc-9404-b571-5334-d5a8-afc0-b450-b6ac";"066401";"19";"34";"miasto";"zakład leczniczy";"Samodzielny Publiczny Szpital Wojewódzki im. Papieża Jana Pawła II w Zamościu, ul. Aleje Jana Pawła II 10, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"426";"409";"243";"183";"0";"7";"0";"0";"0";"0";"0";"0";"0";"183";"0";"0";"183";"10";"2";"8";"0";"173";"107";"14";"52"
"b8c9-4115-9a0e-a590-632f-fe27-af9f-9e72";"066401";"19";"35";"miasto";"zakład leczniczy";"NU-MED Centrum Diagnostyki i Terapii Onkologicznej Zamość Sp. z o. o., ul. Aleje Jana Pawła II 10, 22-400 Zamość";"m. Zamość";"Zamość";"lubelskie";"35";"34";"14";"21";"0";"2";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"0";"0";"0";"0";"21";"14";"0";"7"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
