"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Zygmunt Mieczysław FRANKIEWICZ";"Krystian Karol PROBIERZ"
"b9ae-3b19-2892-e197-5ed3-994b-8d82-1d20";"241304";"70";"24";"miasto";"stały";"Tarnogórskie Centrum Kultury, ul. Sobieskiego 7, 42-600 Tarnowskie Góry";"m. Tarnowskie Góry";"tarnogórski";"śląskie";"1650";"1780";"746";"904";"4";"7";"0";"0";"0";"0";"0";"0";"0";"904";"0";"0";"904";"31";"12";"19";"0";"873";"508";"365"
"ba42-2b33-cada-358d-df17-83df-b4d0-991b";"241304";"70";"25";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Korczaka 2, 42-600 Tarnowskie Góry";"m. Tarnowskie Góry";"tarnogórski";"śląskie";"1950";"2125";"579";"1371";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1371";"0";"0";"1371";"32";"7";"25";"0";"1339";"777";"562"
"80b3-14f3-824a-f8c8-66f2-a052-9382-e136";"241304";"70";"26";"miasto";"stały";"Zespół Szkół Techniczno-Usługowych im. Jana Pawła II, ul. Pokoju 14, 42-600 Tarnowskie Góry";"m. Tarnowskie Góry";"tarnogórski";"śląskie";"1800";"1930";"719";"1081";"1";"8";"1";"1";"0";"0";"0";"0";"1";"1082";"1";"0";"1082";"31";"8";"23";"0";"1051";"589";"462"
"5b27-6e75-be42-c8aa-ba80-10c1-7a6e-c4c0";"241304";"70";"27";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej dla Osób Przewlekle Psychicznie Chorych prowadzony przez ZG. SS. Boromeuszek, Gliwicka 22, 42-600 Tarnowskie Góry";"m. Tarnowskie Góry";"tarnogórski";"śląskie";"62";"50";"44";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"0";"0";"18";"3";"0";"3";"0";"15";"8";"7"
"bcc6-a58f-40cc-c51b-e415-de58-73b6-43e2";"241304";"70";"28";"miasto";"zakład leczniczy";"Szpital Św. Kamila Zakonu Ojców Kamilianów, Bytomska 22, 42-606 Tarnowskie Góry";"m. Tarnowskie Góry";"tarnogórski";"śląskie";"60";"49";"40";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"1";"0";"1";"0";"19";"10";"9"
"08f9-168e-ac5e-559f-5d7c-b768-7489-ee60";"241304";"70";"29";"miasto";"areszt śledczy";"Areszt Śledczy Tarnowskie Góry, Opolska 17a, 42-600 Tarnowskie Góry";"m. Tarnowskie Góry";"tarnogórski";"śląskie";"428";"411";"233";"195";"0";"0";"0";"0";"0";"0";"0";"0";"0";"195";"0";"0";"195";"13";"4";"9";"0";"182";"133";"49"
"e2ab-7f61-7348-e7b5-85e4-c47d-f732-1301";"241304";"70";"30";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Przyjażń"", Włoska 24, 42-612 Tarnowskie Góry";"m. Tarnowskie Góry";"tarnogórski";"śląskie";"130";"119";"86";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"44";"0";"0";"44";"6";"0";"6";"0";"38";"13";"25"
"18bd-d49a-4d01-14f4-2e6c-c789-1331-7192";"241304";"70";"31";"miasto";"zakład leczniczy";"Wielospecjalistyczny Szpital Powiatowy S. A. NZOZ Szpital im. dr B. Hagera w Tarnowskich Górach, Pyskowicka 47 - 51, 42-612 Tarnowskie Góry";"m. Tarnowskie Góry";"tarnogórski";"śląskie";"354";"195";"279";"75";"0";"0";"0";"0";"0";"0";"0";"0";"0";"75";"0";"0";"75";"2";"0";"2";"0";"73";"33";"40"
"e121-fe6f-ba48-81dd-1a6c-eb73-58b1-4b66";"241304";"70";"32";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej ""REPTY"" Górnośląskie Centrum Rehabilitacji im. gen. J. Ziętka, Śniadeckiego 1, 42-612 Tarnowskie Góry";"m. Tarnowskie Góry";"tarnogórski";"śląskie";"595";"548";"242";"353";"0";"17";"0";"0";"0";"0";"0";"0";"0";"353";"0";"0";"353";"21";"9";"12";"0";"332";"150";"182"
"f69b-0309-10bc-b5f6-ab78-ab17-b9dc-e3ac";"241305";"70";"1";"wieś";"stały";"Sala posiedzeń Rady Gminy, ul. Główna 5, 42-693 Krupski Młyn";"gm. Krupski Młyn";"tarnogórski";"śląskie";"700";"735";"220";"480";"2";"0";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"18";"11";"7";"0";"462";"237";"225"
"7469-710b-3794-75e9-6ece-52fb-7826-58f4";"241305";"70";"2";"wieś";"stały";"Gminny Ośrodek Kultury, Sportu i Rekreacji, ul. Zawadzkiego 3, 42-693 Krupski Młyn";"gm. Krupski Młyn";"tarnogórski";"śląskie";"519";"553";"161";"358";"3";"2";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"6";"2";"4";"0";"352";"212";"140"
"d9b4-2fc4-2cf6-7b11-d4c0-1149-6f30-c38a";"241305";"70";"3";"wieś";"stały";"Świetlica Osiedlowa, Ziętek 2, 42-693 Krupski Młyn";"gm. Krupski Młyn";"tarnogórski";"śląskie";"500";"540";"240";"260";"0";"5";"0";"0";"0";"0";"0";"0";"0";"260";"0";"0";"260";"7";"1";"6";"0";"253";"88";"165"
"6935-83ab-4b73-c9fd-6ba0-3d15-0485-95c1";"241305";"70";"4";"wieś";"stały";"Szkoła Podstawowa, Potępa ul. Tarnogórska 12, 42-693 Krupski Młyn";"gm. Krupski Młyn";"tarnogórski";"śląskie";"719";"796";"228";"491";"1";"2";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"13";"6";"7";"0";"478";"245";"233"
"2a7e-64e7-c2b1-966d-8211-22bf-fe1d-b8a8";"241306";"70";"1";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Pyrzowicach, Pyrzowice ul. Wolności 46, 42-625 Ożarowice";"gm. Ożarowice";"tarnogórski";"śląskie";"600";"710";"142";"458";"0";"49";"0";"0";"0";"0";"0";"0";"0";"458";"0";"0";"458";"11";"5";"6";"0";"447";"279";"168"
"2bd0-0e53-431a-8a0a-09c5-bc57-a8df-8d83";"241306";"70";"2";"wieś";"stały";"Szkoła Podstawowa w Zendku, Zendek ul. Główna 126, 42-625 Ożarowice";"gm. Ożarowice";"tarnogórski";"śląskie";"850";"957";"260";"590";"0";"4";"0";"0";"0";"0";"0";"0";"0";"590";"0";"0";"590";"17";"6";"11";"0";"573";"197";"376"
"7243-8045-7d88-bfc6-bf8a-9c32-54f0-db58";"241306";"70";"3";"wieś";"stały";"Szkoła Podstawowa w Ożarowicach, ul. Szkolna 10, 42-625 Ożarowice";"gm. Ożarowice";"tarnogórski";"śląskie";"1250";"1369";"357";"893";"1";"5";"0";"0";"0";"0";"0";"0";"0";"893";"0";"0";"893";"31";"11";"20";"0";"862";"438";"424"
"9b0b-40f1-62e3-38b7-a206-35fa-1430-7284";"241306";"70";"4";"wieś";"stały";"Szkoła Podstawowa w Tąpkowicach, ul. Kopernika 2, 42-624 Tąpkowice";"gm. Ożarowice";"tarnogórski";"śląskie";"1500";"1672";"358";"1142";"6";"1";"1";"1";"0";"0";"0";"0";"1";"1143";"1";"0";"1143";"47";"15";"32";"0";"1096";"636";"460"
"9288-a5b0-aaef-a18b-6513-4403-d295-b3b6";"241307";"70";"1";"wieś";"stały";"Zespół Szkół Centrum Kształcenia Rolniczego, ul. Morcinka 9, 42-620 Nakło Śląskie";"gm. Świerklaniec";"tarnogórski";"śląskie";"1062";"1149";"359";"703";"0";"5";"0";"0";"0";"0";"0";"0";"0";"703";"0";"0";"703";"24";"5";"19";"0";"679";"361";"318"
"c7ac-0667-b284-c06b-4dd0-35d9-18f9-9ce5";"241307";"70";"2";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Główna 52, 42-620 Nakło Śląskie";"gm. Świerklaniec";"tarnogórski";"śląskie";"1800";"1984";"621";"1179";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1179";"0";"0";"1179";"29";"4";"25";"0";"1150";"634";"516"
"e5d6-4d4c-9ad0-8f1f-2bbc-5b81-7fec-f1e7";"241307";"70";"3";"wieś";"stały";"Dom Sportowca w Nowym Chechle, Nowe Chechło ul. Leśna 5, 42-622 Świerklaniec";"gm. Świerklaniec";"tarnogórski";"śląskie";"1300";"1437";"379";"921";"1";"8";"0";"0";"0";"0";"0";"0";"0";"921";"0";"0";"921";"22";"7";"15";"0";"899";"536";"363"
"705f-140e-a61a-15ef-3794-7b44-1fea-027c";"241307";"70";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Orzechu, Orzech ul. Brzechwy 8, 42-622 Świerklaniec";"gm. Świerklaniec";"tarnogórski";"śląskie";"1550";"1736";"458";"1092";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1092";"0";"0";"1092";"33";"7";"26";"0";"1059";"495";"564"
"6728-cb91-d172-7b1d-ed37-f3d7-2d2a-b84d";"241307";"70";"5";"wieś";"stały";"Szkoła Podstawowa im. A. Mickiewicza w Świerklańcu, ul. Młyńska 7, 42-622 Świerklaniec";"gm. Świerklaniec";"tarnogórski";"śląskie";"1838";"2050";"480";"1358";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1358";"0";"0";"1358";"36";"12";"24";"0";"1322";"724";"598"
"a457-581c-1770-c789-0270-cee3-602e-cc1f";"241307";"70";"6";"wieś";"stały";"Ochotnicza Straż Pożarna w Świerklańcu, ul. Oświęcimska 25, 42-622 Świerklaniec";"gm. Świerklaniec";"tarnogórski";"śląskie";"1200";"1318";"371";"829";"0";"3";"0";"0";"0";"0";"0";"0";"0";"829";"0";"0";"829";"26";"8";"18";"0";"803";"436";"367"
"83d8-cab9-eaef-f811-fda9-26d6-0abf-30b7";"241308";"70";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Zamkowa 1, 42-690 Tworóg";"gm. Tworóg";"tarnogórski";"śląskie";"900";"990";"369";"531";"1";"5";"0";"0";"0";"0";"0";"0";"0";"531";"0";"0";"531";"17";"4";"13";"0";"514";"267";"247"
"bdb2-3b10-202c-0d6d-8042-5289-abd4-5491";"241308";"70";"2";"wieś";"stały";"Szkoła Podstawowa im. Powstańców Śląskich, ul. Szkolna 15, 42-690 Tworóg";"gm. Tworóg";"tarnogórski";"śląskie";"1000";"1100";"421";"579";"1";"5";"0";"0";"0";"0";"0";"0";"0";"579";"0";"0";"579";"23";"2";"21";"0";"556";"273";"283"
"3e54-886b-1293-0cfd-f517-8766-dfab-925f";"241308";"70";"3";"wieś";"stały";"Gminne Przedszkole w Kotach, Koty ul. Szkolna 3, 42-690 Tworóg";"gm. Tworóg";"tarnogórski";"śląskie";"620";"677";"243";"377";"0";"0";"0";"0";"0";"0";"0";"0";"0";"377";"0";"0";"377";"11";"3";"8";"0";"366";"161";"205"
"ea1c-ee8d-0846-c9a1-20ba-73bd-7857-eb31";"241308";"70";"4";"wieś";"stały";"Budynek Wielofunkcyjny, Nowa Wieś Tworoska ul. Jaśminowa 42, 42-690 Tworóg";"gm. Tworóg";"tarnogórski";"śląskie";"650";"698";"226";"424";"0";"2";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"11";"2";"9";"0";"413";"219";"194"
"920c-1cdb-8cb0-a835-1bf5-9a50-920c-b80a";"241308";"70";"5";"wieś";"stały";"Szkoła Podstawowa w Boruszowicach, Boruszowice ul. Szkolna 2, 42-690 Tworóg";"gm. Tworóg";"tarnogórski";"śląskie";"1199";"1334";"409";"790";"1";"7";"0";"0";"0";"0";"0";"0";"0";"790";"0";"0";"790";"17";"4";"13";"0";"773";"391";"382"
"a03d-b6e5-6670-c5cc-56be-2378-02cb-3006";"241308";"70";"6";"wieś";"stały";"Zespół Szkół Leśnych i Ekologicznych im. Stanisława Morawskiego, Brynek ul. Park 5, 42-690 Tworóg";"gm. Tworóg";"tarnogórski";"śląskie";"381";"415";"128";"253";"1";"0";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"13";"2";"11";"0";"240";"117";"123"
"b599-48a0-db8a-a077-df2e-43f6-289b-fea6";"241308";"70";"7";"wieś";"stały";"Budynek Wielofunkcyjny, Połomia ul. Bytomska 42, 42-690 Tworóg";"gm. Tworóg";"tarnogórski";"śląskie";"400";"430";"173";"227";"0";"1";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"8";"1";"7";"0";"219";"122";"97"
"8953-60b2-4bd2-a415-2985-0496-14fe-55b0";"241308";"70";"8";"wieś";"stały";"Szkoła Podstawowa w Wojsce, Wojska Szkolna 12, 42-690 Tworóg";"gm. Tworóg";"tarnogórski";"śląskie";"550";"589";"228";"322";"0";"0";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"8";"1";"7";"0";"314";"96";"218"
"86f1-270d-1760-58b0-78eb-012a-5336-60c2";"241308";"70";"9";"wieś";"stały";"Dom Wielofunkcyjny, Świniowice Wiejska 77, 42-690 Tworóg";"gm. Tworóg";"tarnogórski";"śląskie";"320";"348";"139";"181";"1";"1";"0";"0";"0";"0";"0";"0";"0";"181";"0";"0";"181";"2";"0";"2";"0";"179";"63";"116"
"72ec-d85e-b344-2e7e-7839-6145-d031-915f";"241309";"70";"1";"wieś";"stały";"Gminna Biblioteka Publiczna/Centrum Usług Publicznych w Zbrosławicach, ul. Oświęcimska 2A, 42-674 Zbrosławice";"gm. Zbrosławice";"tarnogórski";"śląskie";"1900";"2081";"615";"1285";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1285";"0";"0";"1285";"28";"10";"18";"0";"1257";"830";"427"
"fce9-0922-1a22-04d9-bebc-381e-017d-ce6c";"241309";"70";"2";"wieś";"stały";"Gminna Biblioteka Publiczna/Centrum Usług Publicznych w Zbrosławicach, ul. Oświęcimska 2A, 42-674 Zbrosławice";"gm. Zbrosławice";"tarnogórski";"śląskie";"450";"480";"204";"246";"0";"0";"0";"0";"0";"0";"0";"0";"0";"246";"0";"0";"246";"8";"1";"7";"0";"238";"130";"108"
"3fad-b47b-e116-6787-4bf9-a964-9052-f4f7";"241309";"70";"3";"wieś";"stały";"Zespół Szkolno Przedszkolny w Miedarach, ul. Główna 26, 42-676 Miedary";"gm. Zbrosławice";"tarnogórski";"śląskie";"1400";"1534";"654";"746";"1";"1";"0";"0";"0";"0";"0";"0";"0";"746";"0";"0";"746";"22";"6";"16";"0";"724";"387";"337"
"59bc-66ab-8986-e6b1-b62c-2866-484b-1f8f";"241309";"70";"4";"wieś";"stały";"Zespół Szkół Ogólnokształcących im. Jana Pawła II w Kamieńcu, ul. Gliwicka 6, 42-674 Kamieniec";"gm. Zbrosławice";"tarnogórski";"śląskie";"1000";"1077";"446";"554";"0";"1";"0";"0";"0";"0";"0";"0";"0";"554";"0";"0";"554";"22";"1";"21";"0";"532";"318";"214"
"c7dd-43dc-3c60-bbbd-0a33-ab2b-c95f-9859";"241309";"70";"5";"wieś";"stały";"Szkoła Podstawowa w Kopienicy, ul. 1 Maja 3, 42-674 Kopienica";"gm. Zbrosławice";"tarnogórski";"śląskie";"1200";"1347";"569";"631";"0";"0";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"22";"3";"19";"0";"608";"306";"302"
"e7a9-175a-8409-b209-ca30-b510-2855-97e5";"241309";"70";"6";"wieś";"stały";"Świetlica Stacji Uzdatniania Wody ""Zawada"" w Karchowicach, ul. Bytomska 6, 42-674 Karchowice";"gm. Zbrosławice";"tarnogórski";"śląskie";"570";"617";"239";"331";"0";"1";"0";"0";"0";"0";"0";"0";"0";"331";"0";"0";"331";"11";"6";"5";"0";"320";"205";"115"
"0e91-dd0b-c1c7-1c2c-9aa4-823e-524d-797a";"241309";"70";"7";"wieś";"stały";"Gminna Biblioteka Publiczna-Filia w Ziemięcicach, ul. Mikulczycka 14, 42-675 Ziemięcice";"gm. Zbrosławice";"tarnogórski";"śląskie";"1300";"1434";"522";"778";"1";"4";"0";"0";"0";"0";"0";"0";"0";"777";"0";"0";"777";"12";"4";"8";"0";"765";"500";"265"
"9e35-9ac1-6de2-5e07-7b57-6e11-122e-94c4";"241309";"70";"8";"wieś";"stały";"Szkoła Podstawowa w Czekanowie, ul. Szkolna 26, 42-677 Czekanów";"gm. Zbrosławice";"tarnogórski";"śląskie";"670";"734";"285";"385";"0";"2";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"7";"3";"4";"0";"378";"228";"150"
"f8d1-7ce3-0001-435d-010a-3918-5a96-54a9";"241309";"70";"9";"wieś";"stały";"Świetlica Gminna w Wieszowie, ul. Bytomska 154, 42-672 Wieszowa";"gm. Zbrosławice";"tarnogórski";"śląskie";"1750";"1922";"762";"988";"0";"4";"0";"0";"0";"0";"0";"0";"0";"988";"0";"0";"988";"21";"6";"15";"0";"967";"557";"410"
"4bec-9dec-a7ef-c79b-a83b-6d2e-4a3c-1ef0";"241309";"70";"10";"wieś";"stały";"OSP Świętoszowice, ul. Mikulczycka 93A, 42-675 Świętoszowice";"gm. Zbrosławice";"tarnogórski";"śląskie";"900";"980";"238";"662";"0";"5";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"11";"1";"10";"0";"651";"464";"187"
"1c92-f735-3f2c-0fa7-2393-e392-41f8-85ca";"241309";"70";"11";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej prowadzony przez Ojców Kamilianów w Zbrosławicach, ul. Wolności 34, 42-674 Zbrosławice";"gm. Zbrosławice";"tarnogórski";"śląskie";"63";"62";"51";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"12";"0";"0";"0";"0";"12";"1";"11"
"6ac1-e837-dc9c-31d0-73da-eaa8-11d5-0330";"241309";"70";"12";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Miedarach, ul. Zamkowa 7, 42-676 Miedary";"gm. Zbrosławice";"tarnogórski";"śląskie";"23";"23";"2";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"4";"2";"2";"0";"17";"12";"5"
"7803-be57-8d93-cd4e-f0e6-2c17-9178-1ba9";"241309";"70";"13";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Łubiu, ul. Pyskowicka 34, 42-674 Łubie";"gm. Zbrosławice";"tarnogórski";"śląskie";"42";"40";"22";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"1";"0";"1";"0";"19";"3";"16"
"4c15-1b81-a728-0882-c499-1de1-bf2b-7907";"246601";"70";"1";"miasto";"stały";"Stowarzyszenie Rozwoju Czechowic, ul. Nad Łąkami 1, 44-109 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"550";"597";"129";"421";"0";"4";"0";"0";"0";"0";"0";"0";"0";"421";"0";"0";"421";"11";"0";"11";"0";"410";"303";"107"
"91e4-17b9-8799-a668-59d3-ce86-2898-4217";"246601";"70";"2";"miasto";"stały";"Szkoła Podstawowa Nr 29, ul. Staromiejska 24, 44-109 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1150";"1260";"387";"763";"2";"5";"0";"0";"0";"0";"0";"0";"0";"763";"0";"0";"763";"15";"1";"14";"0";"748";"560";"188"
"0e8d-187a-4233-bb6b-5f66-6c15-fc82-c2f8";"246601";"70";"3";"miasto";"stały";"Szkoła Podstawowa Nr 32 w Zespole Szkolno-Przedszkolnym Nr 9, ul. Wrzosowa 14, 44-109 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1400";"1538";"495";"905";"1";"6";"0";"0";"0";"0";"0";"0";"0";"905";"0";"0";"905";"24";"2";"22";"0";"881";"586";"295"
"c643-1af4-206b-5eb5-a9f9-b791-db74-b0fa";"246601";"70";"4";"miasto";"stały";"Szkoła Podstawowa Nr 32 w Zespole Szkolno-Przedszkolnym Nr 9, ul. Wrzosowa 14, 44-109 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1400";"1538";"558";"842";"0";"2";"0";"0";"0";"0";"0";"0";"0";"842";"0";"0";"842";"24";"6";"18";"0";"818";"536";"282"
"d027-34a5-d0a7-71c6-a45a-c36e-f672-1088";"246601";"70";"5";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 2, ul. Partyzantów 25, 44-113 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1400";"1555";"484";"916";"1";"6";"0";"0";"0";"0";"0";"0";"0";"916";"0";"0";"916";"23";"17";"6";"0";"893";"563";"330"
"6541-9e0f-a683-727b-7446-9b24-02f2-d754";"246601";"70";"6";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 2, ul. Partyzantów 25, 44-113 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1400";"1512";"474";"926";"0";"0";"0";"0";"0";"0";"0";"0";"0";"926";"0";"0";"926";"8";"2";"6";"0";"918";"602";"316"
"ebc0-b6df-01db-5692-c190-363b-5134-a523";"246601";"70";"7";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 2, ul. Partyzantów 25, 44-113 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1450";"1561";"352";"1098";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1098";"0";"1";"1097";"35";"9";"26";"0";"1062";"739";"323"
"aa9c-1f71-7b20-9b02-95d8-d82b-d360-d5ea";"246601";"70";"8";"miasto";"stały";"Przedszkole Miejskie Nr 38 w Zespole Szkół Ogólnokształcących Nr 2, ul. Literatów 41, 44-113 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1350";"1473";"281";"1069";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1069";"0";"0";"1069";"20";"5";"15";"0";"1049";"744";"305"
"518b-be50-2fd1-67e2-5ec4-3101-cd63-cc1f";"246601";"70";"9";"miasto";"stały";"Przedszkole Miejskie Nr 38 w Zespole Szkół Ogólnokształcących Nr 2, ul. Literatów 41, 44-113 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1400";"1550";"393";"1007";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1007";"0";"0";"1007";"29";"7";"22";"0";"978";"693";"285"
"86b5-c38f-94a2-d20d-2b50-c6a7-228c-ff05";"246601";"70";"10";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 8, ul. Syriusza 30, 44-117 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1347";"1464";"307";"1040";"0";"3";"1";"1";"0";"0";"0";"0";"1";"1041";"1";"0";"1041";"17";"2";"15";"0";"1024";"674";"350"
"1fe9-fb48-268e-445f-c75e-4062-20be-99c8";"246601";"70";"11";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 8, ul. Syriusza 30, 44-117 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1500";"1606";"360";"1140";"0";"4";"1";"1";"0";"0";"0";"0";"1";"1141";"1";"0";"1141";"20";"4";"16";"0";"1121";"740";"381"
"b1a7-5cfa-0ce4-4c07-33a5-4712-a034-ed5b";"246601";"70";"12";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 8, ul. Syriusza 30, 44-117 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1400";"1508";"300";"1100";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1100";"0";"0";"1100";"22";"7";"15";"0";"1078";"752";"326"
"2e66-9b15-7e5d-936d-dbd0-7e0f-1476-08c1";"246601";"70";"13";"miasto";"stały";"Szkoła Podstawowa Nr 12 w Zespole Szkolno-Przedszkolnym Nr 2, ul. Mikołaja Kopernika 63, 44-117 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1150";"1253";"262";"888";"0";"10";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"21";"9";"12";"0";"867";"589";"278"
"0427-3c99-c40c-773e-04f0-c9dd-67b0-f434";"246601";"70";"14";"miasto";"stały";"Szkoła Podstawowa Nr 12 w Zespole Szkolno-Przedszkolnym Nr 2, ul. Mikołaja Kopernika 63, 44-117 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1100";"1205";"244";"856";"1";"0";"0";"0";"0";"0";"0";"0";"0";"856";"0";"0";"856";"18";"4";"14";"0";"838";"540";"298"
"9c15-15c1-c37d-1f35-88a2-f360-1119-8aca";"246601";"70";"15";"miasto";"stały";"Szkoła Podstawowa Nr 12 w Zespole Szkolno-Przedszkolnym Nr 2, ul. Mikołaja Kopernika 63, 44-117 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1250";"1363";"323";"927";"0";"8";"1";"1";"0";"0";"0";"0";"1";"928";"1";"0";"928";"25";"3";"22";"0";"903";"595";"308"
"9994-a635-1ffb-ee4f-5533-f0a9-0103-6d85";"246601";"70";"16";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Dwujęzycznymi Nr 6, ul. Jasnogórska 15 - 17, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"800";"855";"198";"602";"1";"8";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"20";"7";"13";"0";"581";"427";"154"
"7372-cfd6-717a-dee9-e1a2-c8d2-e1bd-7b49";"246601";"70";"17";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego Nr 1, ul. Kozielska 1, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1300";"1358";"419";"881";"5";"4";"0";"0";"0";"0";"0";"0";"0";"881";"0";"0";"881";"25";"5";"20";"0";"856";"628";"228"
"e3e0-840c-bb3a-61c1-17bb-15f1-9c6b-a295";"246601";"70";"18";"miasto";"stały";"IV Liceum Ogólnokształcące, ul. Kozielska 1A, 44-100 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1550";"1691";"412";"1138";"8";"6";"0";"0";"0";"0";"0";"0";"0";"1138";"0";"0";"1138";"27";"9";"18";"0";"1111";"782";"329"
"b928-230f-75f9-0245-9ce6-89f2-b70c-e6b1";"246601";"70";"19";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi Nr 1 w Zespole Szkolno-Przedszkolnym Nr 5, ul. Kozielska 39, 44-121 Gliwice";"m. Gliwice";"Gliwice";"śląskie";"1350";"1459";"299";"1051";"0";"27";"0";"0";"0";"0";"0";"0";"0";"1051";"0";"0";"1051";"33";"6";"27";"0";"1018";"742";"276"
