"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Władysław KOMARNICKI";"Janusz MAKSYMOWICZ";"Marek Tomasz SURMACZ";"Anna SYNOWIEC"
"4da0-ed04-f9a1-fa3d-ec32-b2f2-e0c2-d340";"080306";"21";"2";"wieś";"stały";"Dom Pomocy Społecznej, Jasieniec 69, 66-320 Trzciel";"gm. Trzciel";"międzyrzecki";"lubuskie";"1058";"1188";"415";"643";"0";"6";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"14";"2";"12";"0";"629";"300";"50";"182";"97"
"8fc9-c83c-4d1f-a495-f51b-2d19-233c-c0bf";"080306";"21";"3";"wieś";"stały";"Świetlica wiejska, Lutol Suchy, Lutol Suchy 12, 66-304 Brójce";"gm. Trzciel";"międzyrzecki";"lubuskie";"900";"986";"407";"493";"0";"1";"0";"0";"0";"0";"0";"0";"0";"493";"0";"0";"493";"6";"2";"4";"0";"487";"235";"29";"166";"57"
"b62f-1bbf-c622-2fa2-a8d0-d20e-1b13-173b";"080306";"21";"4";"wieś";"stały";"Świetlica wiejska w Brójcach, ul. Poznańska 1, 66-304 Brójce";"gm. Trzciel";"międzyrzecki";"lubuskie";"950";"1051";"486";"464";"0";"5";"0";"0";"0";"0";"0";"0";"0";"464";"0";"0";"464";"10";"3";"7";"0";"454";"173";"31";"191";"59"
"2e96-47c6-9a69-df23-e2af-9f2e-3ff0-1442";"080501";"21";"1";"miasto";"stały";"Zespół Szkół w Cybince, ul. Szkolna 15, 69-108 Cybinka";"gm. Cybinka";"słubicki";"lubuskie";"2000";"2170";"833";"1163";"4";"5";"0";"0";"0";"0";"0";"0";"0";"1167";"0";"1";"1166";"30";"10";"20";"0";"1136";"564";"62";"371";"139"
"d347-de07-5c27-e754-e6ef-3636-8cfd-b233";"080501";"21";"2";"wieś";"stały";"Zespół Szkół w Cybince, ul. Szkolna 15, 69-108 Cybinka";"gm. Cybinka";"słubicki";"lubuskie";"1050";"1153";"556";"494";"1";"2";"0";"0";"0";"0";"0";"0";"0";"494";"0";"0";"494";"10";"3";"7";"0";"484";"179";"28";"196";"81"
"1352-1fa9-03cc-b79f-e06b-b59d-ccf9-970c";"080501";"21";"3";"wieś";"stały";"Świetlica Środowiskowa w Uradzie, Urad ul. Odrzańska 11, 69-108 Cybinka";"gm. Cybinka";"słubicki";"lubuskie";"420";"465";"203";"217";"0";"1";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"9";"0";"9";"0";"208";"98";"27";"51";"32"
"1809-f4ea-7e03-2d9e-0862-9232-affb-f29d";"080501";"21";"4";"wieś";"stały";"Świetlica Środowiskowa w Rąpicach, Rąpice ul. Młyńska 1, 69-108 Cybinka";"gm. Cybinka";"słubicki";"lubuskie";"530";"575";"313";"217";"0";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"7";"2";"5";"0";"210";"74";"9";"90";"37"
"68c4-7bce-31ee-4337-e0cd-9077-0604-d9ce";"080501";"21";"5";"wieś";"stały";"Szkoła Podstawowa w Białkowie, Białków 72, 69-108 Cybinka";"gm. Cybinka";"słubicki";"lubuskie";"690";"761";"299";"391";"0";"0";"0";"0";"0";"0";"0";"0";"0";"391";"0";"1";"390";"10";"0";"10";"0";"380";"141";"29";"158";"52"
"7a9b-219c-0188-1a5b-ef56-17d5-7fba-3e6f";"080502";"21";"1";"wieś";"stały";"Centrum Spotkań Polsko-Niemieckich w Górzycy, Polna 8/1, 69-113 Górzyca";"gm. Górzyca";"słubicki";"lubuskie";"1320";"1451";"538";"782";"0";"2";"0";"0";"0";"0";"0";"0";"0";"782";"0";"0";"782";"13";"7";"6";"0";"769";"359";"32";"194";"184"
"b3a8-086c-9534-6632-6a1e-8aaf-7fc7-435c";"080502";"21";"2";"wieś";"stały";"Szkoła Podstawowa im. Kresowian w Czarnowie, Czarnów pl. Wolności 17, 69-113 Górzyca";"gm. Górzyca";"słubicki";"lubuskie";"620";"688";"279";"341";"0";"4";"0";"0";"0";"0";"0";"0";"0";"341";"0";"0";"341";"8";"3";"5";"0";"333";"95";"22";"137";"79"
"40ac-ec83-728f-e980-5ec6-c4af-9fc7-cb1d";"080502";"21";"3";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Pamięcinie-Szkoła Filialna w Żabicach, Żabice Kostrzyńska 5, 69-113 Górzyca";"gm. Górzyca";"słubicki";"lubuskie";"470";"514";"246";"224";"0";"2";"0";"0";"0";"0";"0";"0";"0";"224";"0";"0";"224";"4";"1";"3";"0";"220";"58";"20";"98";"44"
"86ef-a612-b937-2053-12f2-7db4-4153-6a6e";"080502";"21";"4";"wieś";"stały";"Świetlica wiejska, Pamięcin 60A, 69-113 Górzyca";"gm. Górzyca";"słubicki";"lubuskie";"590";"647";"306";"284";"0";"1";"0";"0";"0";"0";"0";"0";"0";"284";"0";"0";"284";"8";"3";"5";"0";"276";"108";"21";"91";"56"
"06bc-bc85-a424-0208-afc9-9d85-aaec-8ac2";"080503";"21";"1";"miasto";"stały";"Miejski Dom Kultury w Ośnie Lubuskim, ul. Rybacka 3B, 69-220 Ośno Lubuskie";"gm. Ośno Lubuskie";"słubicki";"lubuskie";"996";"1180";"331";"665";"3";"7";"0";"0";"0";"0";"0";"0";"0";"665";"0";"0";"665";"13";"4";"9";"0";"652";"307";"28";"180";"137"
"13d2-c970-140a-4205-5be9-2962-ca31-07dd";"080503";"21";"2";"miasto";"stały";"Sala Widowiskowa Miejskiego Domu Kultury w Ośnie Lubuskim, ul. Bolesława Chrobrego 1, 69-220 Ośno Lubuskie";"gm. Ośno Lubuskie";"słubicki";"lubuskie";"1080";"1180";"401";"679";"1";"1";"0";"0";"0";"0";"0";"0";"0";"679";"0";"0";"679";"19";"1";"18";"0";"660";"327";"35";"139";"159"
"7ae1-a92d-ee37-c4be-b734-d928-990a-beaf";"080503";"21";"3";"miasto";"stały";"Krajowy Ośrodek Wsparcia Rolnictwa-OT Gorzów Sekcja Zamiejscowa w Ośnie Lubuskim, ul. 3 Maja 24, 69-220 Ośno Lubuskie";"gm. Ośno Lubuskie";"słubicki";"lubuskie";"1630";"1767";"818";"812";"0";"1";"0";"0";"0";"0";"0";"0";"0";"812";"0";"0";"812";"13";"2";"11";"0";"799";"360";"47";"247";"145"
"03fb-bdf6-e7d9-51a3-8d63-e467-19cb-8751";"080503";"21";"4";"wieś";"stały";"Szkoła Podstawowa w Smogórach, Smogóry 10, 69-220 Ośno Lubuskie";"gm. Ośno Lubuskie";"słubicki";"lubuskie";"760";"830";"428";"332";"0";"0";"0";"0";"0";"0";"0";"0";"0";"332";"0";"0";"332";"7";"1";"6";"0";"325";"164";"18";"91";"52"
"261a-6378-4f5a-e950-531f-b064-6832-54e7";"080504";"21";"1";"miasto";"stały";"Zespół Szkół w Rzepinie, ul. Wojska Polskiego 28, 69-110 Rzepin";"gm. Rzepin";"słubicki";"lubuskie";"1410";"1524";"659";"751";"0";"5";"0";"0";"0";"0";"0";"0";"0";"751";"0";"0";"751";"19";"9";"10";"0";"732";"302";"45";"233";"152"
"af11-a1ab-12f8-aaec-b0fd-c42d-aa06-c957";"080504";"21";"2";"miasto";"stały";"Zespół Szkół w Rzepinie, ul. Woj. Polskiego 30, 69-110 Rzepin";"gm. Rzepin";"słubicki";"lubuskie";"1370";"1484";"560";"810";"0";"4";"0";"0";"0";"0";"0";"0";"0";"810";"0";"0";"810";"6";"2";"4";"0";"804";"380";"40";"218";"166"
"f593-a2cf-6d4a-d308-b487-f735-6a9b-4e3d";"080504";"21";"3";"miasto";"stały";"Świetlica Remizy Ochotniczej Straży Pożarnej w Rzepinie, ul. Ośniańska 4, 69-110 Rzepin";"gm. Rzepin";"słubicki";"lubuskie";"1380";"1509";"569";"811";"2";"0";"0";"0";"0";"0";"0";"0";"0";"811";"0";"0";"811";"21";"3";"18";"0";"790";"349";"31";"259";"151"
"f9cf-15e1-63a4-6b80-17f1-ab9e-6b87-31e5";"080504";"21";"4";"miasto";"stały";"Miejski Dom Kultury w Rzepinie, ul. Słubicka 3, 69-110 Rzepin";"gm. Rzepin";"słubicki";"lubuskie";"1410";"1547";"480";"930";"1";"3";"0";"0";"0";"0";"0";"0";"0";"930";"0";"0";"930";"8";"3";"5";"0";"922";"432";"35";"295";"160"
"6605-4862-9154-6f62-1054-17fd-bd00-77a1";"080504";"21";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Janusza Korczaka w Kowalowie, Kowalów ul. Rzepińska 10, 69-110 Rzepin";"gm. Rzepin";"słubicki";"lubuskie";"1290";"1393";"645";"645";"0";"2";"0";"0";"0";"0";"0";"0";"0";"644";"0";"0";"644";"13";"2";"11";"0";"631";"299";"37";"195";"100"
"f940-a59d-79cc-35d9-8a94-af77-8685-92fd";"080505";"21";"1";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego w Słubicach, aleja Niepodległości 23, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"1000";"1114";"283";"716";"0";"24";"0";"0";"0";"0";"0";"0";"0";"717";"0";"0";"717";"10";"4";"6";"0";"707";"410";"30";"145";"122"
"1c91-3403-ac0f-243c-51ca-59e0-d8bd-dc72";"080505";"21";"2";"miasto";"stały";"Szkoła Podstawowa nr 3 w Słubicach, ul. Kilińskiego 8, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"850";"928";"301";"549";"0";"6";"0";"0";"0";"0";"0";"0";"0";"548";"0";"0";"548";"12";"2";"10";"0";"536";"290";"24";"133";"89"
"10e3-5dad-3adb-7a6c-8f14-b36c-c885-2211";"080505";"21";"3";"miasto";"stały";"Słubicki Miejski Ośrodek Kultury w Słubicach, ul. 1 Maja 1, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"790";"893";"284";"506";"0";"16";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"14";"4";"10";"0";"492";"256";"26";"115";"95"
"24d2-aa68-a11e-2974-fb16-51d6-482f-baa7";"080505";"21";"4";"miasto";"stały";"Przedszkole Samorządowe nr 1 w Słubicach, ul. Kopernika 62, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"880";"956";"304";"576";"0";"6";"0";"0";"0";"0";"0";"0";"0";"576";"0";"0";"576";"16";"5";"11";"0";"560";"289";"29";"142";"100"
"b4eb-3b12-1ff8-b8fc-2aa3-5bd1-8cad-8c0d";"080505";"21";"5";"miasto";"stały";"Szkoła Podstawowa nr 1 w Słubicach, ul. Wojska Polskiego 1, hol, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"910";"1019";"306";"604";"1";"27";"0";"0";"0";"0";"0";"0";"0";"604";"0";"0";"604";"7";"4";"3";"0";"597";"334";"39";"125";"99"
"cb11-d31a-1202-ccac-b618-8310-a0af-f4f6";"080505";"21";"6";"miasto";"stały";"Biblioteka Publiczna Miasta i Gminy w Słubicach, ul. Jedności Robotniczej 18, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"707";"838";"197";"510";"0";"59";"0";"0";"0";"0";"0";"0";"0";"512";"0";"2";"510";"12";"6";"6";"0";"498";"256";"19";"140";"83"
"92cd-d969-d7e7-a5f9-6e56-fa6d-2ac3-66e4";"080505";"21";"7";"miasto";"stały";"Przedszkole Samorządowe nr 3 w Słubicach, ul. Podchorążych 3, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"690";"755";"256";"434";"0";"2";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"8";"3";"5";"0";"426";"222";"16";"100";"88"
"0571-ab07-91a8-412d-53de-d108-1a92-b07d";"080505";"21";"8";"miasto";"stały";"Zespół Szkół Technicznych w Słubicach, aleja Niepodległości 13, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"840";"938";"295";"545";"0";"5";"0";"0";"0";"0";"0";"0";"0";"544";"0";"0";"544";"15";"10";"5";"0";"529";"280";"28";"142";"79"
"bceb-265b-92fc-d79b-52b8-7a88-753d-3705";"080505";"21";"9";"miasto";"stały";"Przedszkole Samorządowe nr 2 w Słubicach, ul. Narutowicza 17, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"730";"799";"271";"459";"0";"6";"0";"0";"0";"0";"0";"0";"0";"459";"0";"0";"459";"3";"0";"3";"0";"456";"240";"27";"111";"78"
"7ad5-0d8a-b63a-4e2b-dc6b-44d6-819d-31a5";"080505";"21";"10";"miasto";"stały";"Szkoła Podstawowa nr 1 w Słubicach, ul. Wojska Polskiego 1, sala nr 18, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"940";"1004";"343";"597";"0";"2";"0";"0";"0";"0";"0";"0";"0";"597";"0";"0";"597";"9";"1";"8";"0";"588";"334";"25";"103";"126"
"f0a6-757d-8a93-868b-eedc-fc51-9966-80a9";"080505";"21";"11";"miasto";"stały";"Przedszkole Samorządowe nr 4 w Słubicach, ul. Bohaterów Warszawy 8, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"900";"1020";"296";"604";"0";"9";"0";"0";"0";"0";"0";"0";"0";"604";"0";"0";"604";"9";"0";"9";"0";"595";"309";"29";"132";"125"
"d4cf-9ede-159f-309b-01c3-2eae-d2d7-830a";"080505";"21";"12";"miasto";"stały";"Szkoła Podstawowa nr 2 w Słubicach, ul. Wojska Polskiego 38, sala nr 2, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"990";"1099";"375";"615";"0";"7";"0";"0";"0";"0";"0";"0";"0";"615";"0";"0";"615";"11";"2";"9";"0";"604";"294";"26";"151";"133"
"8bd8-554c-dfa2-ac07-43bd-ff87-2d98-a559";"080505";"21";"13";"miasto";"stały";"Szkoła Podstawowa nr 2 w Słubicach, ul. Wojska Polskiego 38, sala nr 5, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"1090";"1203";"354";"736";"0";"7";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"21";"3";"18";"0";"715";"367";"47";"145";"156"
"d984-ec00-755b-391e-c6c4-7dce-2f3c-29a6";"080505";"21";"14";"wieś";"stały";"Świetlica wiejska w Drzecinie, Drzecin 30b, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"1090";"1196";"514";"576";"0";"0";"0";"0";"0";"0";"0";"0";"0";"576";"0";"0";"576";"11";"7";"4";"0";"565";"230";"28";"174";"133"
"5802-8d23-53ce-f8f0-eecf-ad8c-4690-172b";"080505";"21";"15";"wieś";"stały";"Świetlica wiejska w Rybocicach, Rybocice 20, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"370";"401";"145";"225";"0";"1";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"2";"0";"2";"0";"223";"99";"24";"58";"42"
"f2de-6b09-e0b4-ef1e-0fe6-af66-8cc8-9c27";"080505";"21";"16";"wieś";"stały";"Szkoła Podstawowa w Kunowicach, Kunowice ul. Słubicka 18, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"870";"948";"262";"608";"0";"5";"0";"0";"0";"0";"0";"0";"0";"608";"0";"0";"608";"12";"2";"10";"0";"596";"344";"30";"130";"92"
"90a3-d4d2-2ac6-4e0d-391c-7514-9747-d0c8";"080505";"21";"17";"miasto";"zakład leczniczy";"Niepubliczny Zakład Opieki Zdrowotnej ""Szpital Powiatowy"" w Słubicach, ul. Nadodrzańska 6, 69-100 Słubice";"gm. Słubice";"słubicki";"lubuskie";"70";"48";"43";"27";"0";"1";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"27";"1";"0";"1";"0";"26";"17";"0";"2";"7"
"4adf-1b2b-162c-a533-a8ab-635c-5fc2-11cc";"080601";"21";"1";"miasto";"stały";"Gminny Zespół Szkół, ul. Gdańska 8, 66-520 Dobiegniew";"gm. Dobiegniew";"strzelecko-drezdenecki";"lubuskie";"1880";"2075";"869";"1011";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1011";"0";"0";"1011";"24";"7";"17";"0";"987";"357";"52";"386";"192"
"acf0-f755-c052-2075-5cd3-a8ac-b033-e829";"080601";"21";"2";"miasto";"stały";"Gminny Zespół Szkół, ul. Poznańska 5, 66-520 Dobiegniew";"gm. Dobiegniew";"strzelecko-drezdenecki";"lubuskie";"1890";"2085";"848";"1042";"4";"3";"0";"0";"0";"0";"0";"0";"0";"1042";"0";"0";"1042";"12";"1";"11";"0";"1030";"393";"47";"373";"217"
"6f7e-d130-d692-28d9-b484-e057-d7bb-f84e";"080601";"21";"3";"wieś";"stały";"Budynek Sportowy, Mierzęcin 60, 66-520 Dobiegniew";"gm. Dobiegniew";"strzelecko-drezdenecki";"lubuskie";"360";"397";"195";"165";"2";"4";"0";"0";"0";"0";"0";"0";"0";"165";"0";"0";"165";"2";"1";"1";"0";"163";"75";"12";"58";"18"
"1358-f0f1-03f4-9312-46c1-4129-afd0-f86b";"080601";"21";"4";"wieś";"stały";"Świetlica wiejska, Radęcin 72A, 66-520 Dobiegniew";"gm. Dobiegniew";"strzelecko-drezdenecki";"lubuskie";"390";"439";"218";"172";"0";"5";"0";"0";"0";"0";"0";"0";"0";"172";"0";"0";"172";"3";"0";"3";"0";"169";"63";"12";"57";"37"
"4585-96f4-59ea-8f8b-5439-b082-40eb-c5e4";"080601";"21";"5";"wieś";"stały";"Nadleśnictwo Głusko, Głusko 19, 66-520 Dobiegniew";"gm. Dobiegniew";"strzelecko-drezdenecki";"lubuskie";"230";"258";"104";"126";"0";"8";"0";"0";"0";"0";"0";"0";"0";"126";"0";"0";"126";"1";"0";"1";"0";"125";"62";"2";"37";"24"
"d471-117d-f8b6-81aa-1e9d-816d-4d2b-c8ed";"080601";"21";"6";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Dobiegniewie, Gdańska 17, 66-520 Dobiegniew";"gm. Dobiegniew";"strzelecko-drezdenecki";"lubuskie";"46";"46";"22";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"24";"4";"2";"2";"0";"20";"7";"3";"6";"4"
"a67e-db0d-3038-5af9-8b37-3138-e706-c784";"080602";"21";"1";"miasto";"stały";"Szkoła Podstawowa nr 3, im. Henryka Sienkiewicza w Drezdenku, ul. Portowa 1, 66-530 Drezdenko";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"940";"1011";"357";"583";"0";"7";"0";"0";"0";"0";"0";"0";"0";"583";"0";"0";"583";"9";"3";"6";"0";"574";"199";"26";"203";"146"
"dfa6-a494-7fc0-0aba-e4cf-9fa2-7f98-26a7";"080602";"21";"2";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Józefa Nojiego w Drezdenku, ul. plac Wolności 8, 66-530 Drezdenko";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"1270";"1406";"559";"711";"0";"3";"2";"2";"0";"0";"0";"0";"2";"713";"2";"0";"713";"25";"4";"21";"0";"688";"297";"26";"199";"166"
"f511-8d83-460d-8e07-f39e-a198-96b1-1f0a";"080602";"21";"3";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Janusza Korczaka w Drezdenku, ul. Szkolna 11, 66-530 Drezdenko";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"1470";"1613";"622";"848";"0";"6";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"15";"2";"13";"0";"833";"326";"38";"246";"223"
"067b-159f-f424-5e4e-d58e-fe54-6ada-9bd8";"080602";"21";"4";"miasto";"stały";"Publiczne Przedszkole w Drezdenku, ul. Kopernika 16, 66-530 Drezdenko";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"1070";"1170";"343";"727";"2";"4";"0";"0";"0";"0";"0";"0";"0";"727";"0";"0";"727";"11";"2";"9";"0";"716";"268";"30";"272";"146"
"ec4c-1ee1-9544-c7ea-57c0-27db-950f-e975";"080602";"21";"5";"miasto";"stały";"Hala Sportowo-Rehabilitacyjna w Drezdenku, ul. Konopnickiej 4, 66-530 Drezdenko";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"1730";"1872";"670";"1060";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1060";"0";"0";"1060";"15";"2";"13";"0";"1045";"426";"40";"353";"226"
"bc52-dae9-738b-1a8d-519c-90f3-8796-8bc1";"080602";"21";"6";"wieś";"stały";"Hala Sportowo-Rehabilitacyjna w Drezdenku, Konopnickiej 4, 66-530 Drezdenko";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"730";"804";"247";"483";"0";"4";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"4";"1";"3";"0";"479";"202";"14";"149";"114"
"bf5d-b805-ebde-c6ba-aebb-e629-77cb-2663";"080602";"21";"7";"wieś";"stały";"Szkoła Podstawowa nr 3, im. Henryka Sienkiewicza w Drezdenku, Portowa 1, 66-530 Drezdenko";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"360";"418";"182";"178";"0";"3";"0";"0";"0";"0";"0";"0";"0";"178";"0";"0";"178";"2";"0";"2";"0";"176";"83";"10";"54";"29"
"9d18-d646-38d9-09ba-66b3-8ad3-b220-a3a3";"080602";"21";"8";"wieś";"stały";"Szkoła Podstawowa w Drawinach, Drawiny 62, 66-530 Drezdenko";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"370";"403";"191";"179";"0";"1";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"6";"3";"3";"0";"173";"76";"9";"51";"37"
"1e3c-589c-add2-649f-005b-6cf6-a697-e3b4";"080602";"21";"9";"wieś";"stały";"Szkoła Podstawowa w Gościmiu, Gościm 141, 66-530 Drezdenko";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"440";"514";"164";"276";"0";"0";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"4";"0";"4";"0";"272";"145";"9";"77";"41"
"25a4-8e89-f822-5cd1-18be-3e01-be70-5579";"080602";"21";"10";"wieś";"stały";"Sala Wiejska w miejscowości Trzebicz, Trzebicz Mostowa 3, 66-530 Drezdenko";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"1040";"1146";"438";"602";"1";"6";"0";"0";"0";"0";"0";"0";"0";"602";"0";"0";"602";"6";"0";"6";"0";"596";"187";"35";"212";"162"
"28d2-d9e8-2ab4-9b1c-c2f4-c564-7cc6-0e5a";"080602";"21";"11";"wieś";"stały";"Szkoła Podstawowa w Grotowie, Grotów 88, 66-530 Drezdenko";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"699";"786";"356";"343";"0";"1";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"5";"1";"4";"0";"338";"138";"11";"116";"73"
"0b4e-bc57-71b4-d82c-8aab-d7f0-c7e4-0a97";"080602";"21";"12";"miasto";"stały";"Szkoła Podstawowa w Niegosławiu, Niegosław 69, 66-530 Drezdenko";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"880";"963";"390";"490";"0";"1";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"5";"1";"4";"0";"485";"158";"21";"201";"105"
"9601-1046-1b8f-93e6-f8d0-119c-9804-7c95";"080602";"21";"13";"miasto";"stały";"Sala Wiejska w miejscowości Lipno, Lipno 18a, 66-530 Drezdenko";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"600";"662";"296";"304";"0";"1";"0";"0";"0";"0";"0";"0";"0";"304";"0";"0";"304";"7";"4";"3";"0";"297";"93";"14";"131";"59"
"3752-5152-f861-718f-dcae-ce96-ee63-1ee3";"080602";"21";"14";"miasto";"stały";"Sala Wiejska w miejscowości Goszczanowo, Goszczanowo 46a, 66-530 Drezdenko";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"550";"611";"295";"255";"0";"2";"0";"0";"0";"0";"0";"0";"0";"255";"0";"1";"254";"3";"3";"0";"0";"251";"59";"16";"90";"86"
"7b4b-6fca-9f4b-8642-1fe1-4dee-c1f2-40ce";"080602";"21";"15";"miasto";"zakład leczniczy";"Budynek B na parterze Powiatowego Centrum Zdrowia Sp. z. o. o. Szpital Powiatowy, Piłsudskiego 8, 66-530 Drezdenko";"gm. Drezdenko";"strzelecko-drezdenecki";"lubuskie";"50";"39";"26";"24";"0";"2";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"24";"1";"0";"1";"0";"23";"9";"1";"7";"6"
"b6c4-7b53-ef08-dbf8-35c5-063a-02d8-9482";"080603";"21";"1";"wieś";"stały";"Szkoła Podstawowa w Starym Kurowie im. Czesława Wilińskiego, ul. Kościuszki 95, 66-540 Stare Kurowo";"gm. Stare Kurowo";"strzelecko-drezdenecki";"lubuskie";"1480";"1611";"683";"797";"1";"5";"0";"0";"0";"0";"0";"0";"0";"797";"0";"0";"797";"15";"8";"7";"0";"782";"302";"54";"245";"181"
"c188-6d21-9ef5-762e-9372-20b6-ed66-3cf8";"080603";"21";"2";"wieś";"stały";"Sala wiejska w Przynotecku, Przynotecko 40, 66-540 Stare Kurowo";"gm. Stare Kurowo";"strzelecko-drezdenecki";"lubuskie";"580";"645";"304";"276";"2";"0";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"5";"0";"5";"0";"271";"65";"31";"103";"72"
"277b-b132-873a-3380-7e67-4f9f-4f77-d38c";"080603";"21";"3";"wieś";"stały";"Szkoła Podstawowa w Nowym Kurowie, Nowe Kurowo 35, 66-540 Stare Kurowo";"gm. Stare Kurowo";"strzelecko-drezdenecki";"lubuskie";"360";"390";"186";"174";"0";"1";"0";"0";"0";"0";"0";"0";"0";"174";"0";"0";"174";"3";"1";"2";"0";"171";"62";"15";"58";"36"
"9778-e1a5-ddb3-fc58-4097-6fdf-fa94-8345";"080603";"21";"4";"wieś";"stały";"Sala Wiejska w Łącznicy, Łącznica 66, 66-540 Stare Kurowo";"gm. Stare Kurowo";"strzelecko-drezdenecki";"lubuskie";"490";"544";"256";"234";"0";"2";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"3";"0";"3";"0";"231";"69";"17";"86";"59"
"69ff-cd52-2e5c-02ab-53e6-2e1a-a7b5-1b08";"080604";"21";"1";"miasto";"stały";"Urząd Miejski w Strzelcach Krajeńskich, ul. al. Wolności 48, 66-500 Strzelce Krajeńskie";"gm. Strzelce Krajeńskie";"strzelecko-drezdenecki";"lubuskie";"1520";"1658";"561";"959";"3";"11";"0";"0";"0";"0";"0";"0";"0";"958";"0";"0";"958";"21";"1";"20";"0";"937";"440";"53";"230";"214"
