"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Marcin Rafał BUGAJSKI";"Przemysław Albert GIERADA";"Kazimierz KIK";"Edward RZEPKA";"Krzysztof Marek SŁOŃ"
"3ddf-0c0c-c298-5374-fe84-714b-dc7a-134b";"266101";"83";"56";"miasto";"stały";"Szkoła Podstawowa nr 28, ul. Karola Szymanowskiego 5, 25-361 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1647";"1788";"440";"1207";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1207";"0";"0";"1207";"10";"3";"7";"0";"1197";"98";"139";"132";"405";"423"
"11bb-7a99-824b-bb3e-3cd7-4b86-4cb8-5897";"266101";"83";"57";"miasto";"stały";"Dom Działkowca, ul. Głogowa 6, 25-361 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"2039";"2178";"415";"1624";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1623";"0";"0";"1623";"27";"8";"19";"0";"1596";"89";"199";"116";"608";"584"
"fd47-8c51-bd21-36ce-b739-c4a3-4828-4aff";"266101";"83";"58";"miasto";"stały";"Rejonowe Przedsiębiorstwo Zieleni i Usług Komunalnych Spółka z o. o., ul. Sandomierska 249, 25-346 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1289";"1391";"348";"941";"0";"1";"0";"0";"0";"0";"0";"0";"0";"941";"0";"0";"941";"15";"5";"10";"0";"926";"62";"65";"71";"296";"432"
"53d0-3b86-c8c9-0662-091c-dcc1-9a2b-a7f7";"266101";"83";"59";"miasto";"stały";"Miejski Zarząd Dróg, ul. Jadwigi Prendowskiej 7, 25-395 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1947";"2100";"552";"1395";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1395";"0";"0";"1395";"19";"6";"13";"0";"1376";"113";"122";"123";"565";"453"
"5cfc-bcfb-b985-4903-1f4f-2321-58a3-cbc4";"266101";"83";"60";"miasto";"stały";"Przedszkole Samorządowe nr 3, ul. Barwinek 33, 25-150 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"2070";"2241";"471";"1599";"3";"10";"1";"1";"0";"0";"0";"0";"1";"1600";"1";"0";"1600";"12";"5";"7";"0";"1588";"138";"168";"173";"582";"527"
"8b95-276e-5de8-90a2-e46b-7748-9d0b-7967";"266101";"83";"61";"miasto";"stały";"Szkoła Podstawowa nr 32, ul. Barwinek 31, 25-150 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1768";"1916";"453";"1315";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1314";"0";"0";"1314";"12";"2";"10";"0";"1302";"86";"110";"124";"473";"509"
"4d43-755f-fcc1-553c-f875-2f3e-08d7-169b";"266101";"83";"62";"miasto";"stały";"Przedszkole Samorządowe nr 39, ul. Barwinek 31, 25-150 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1959";"2116";"489";"1470";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1470";"0";"0";"1470";"15";"3";"12";"0";"1455";"112";"146";"119";"528";"550"
"afda-716d-caf7-6128-4513-3d82-78da-6b94";"266101";"83";"63";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Jana Karskiego 26, 25-214 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1783";"1920";"422";"1361";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1359";"0";"0";"1359";"19";"10";"9";"0";"1340";"82";"154";"89";"579";"436"
"f1b5-6e32-3694-e42f-8701-0319-d6fe-4a6c";"266101";"83";"64";"miasto";"stały";"Przedszkole Samorządowe nr 36, ul. Tujowa 2, 25-217 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1891";"2028";"523";"1371";"0";"8";"1";"1";"0";"0";"0";"0";"1";"1372";"1";"0";"1372";"17";"1";"16";"0";"1355";"124";"129";"103";"458";"541"
"60f9-b8c1-5a9d-8e76-af48-a461-cd22-11b3";"266101";"83";"65";"miasto";"stały";"Młodzieżowy Ośrodek Wychowawczy, ul. Dobromyśl 44, 25-825 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"541";"579";"169";"372";"0";"0";"0";"0";"0";"0";"0";"0";"0";"372";"0";"0";"372";"7";"2";"5";"0";"365";"23";"40";"25";"83";"194"
"bd96-1880-655c-358e-d058-f889-cda1-7cf4";"266101";"83";"66";"miasto";"stały";"Szkoła Podstawowa nr 31 z Oddziałami Integracyjnymi, ul. Krzemionkowa 1, 25-750 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1532";"1646";"342";"1189";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1189";"0";"0";"1189";"19";"4";"15";"0";"1170";"71";"150";"90";"440";"419"
"8393-2d18-7ffc-ad55-ff51-4dda-7cf8-02ba";"266101";"83";"67";"miasto";"stały";"Szkoła Podstawowa nr 7, ul. Zimna 16, 25-732 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1894";"1931";"595";"1299";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1299";"0";"0";"1299";"11";"4";"7";"0";"1288";"84";"166";"105";"458";"475"
"fcf6-36a2-05ab-f175-3aee-740a-f01a-6322";"266101";"83";"68";"miasto";"stały";"Szkoła Podstawowa nr 31 z Oddziałami Integracyjnymi, ul. Krzemionkowa 1, 25-750 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1678";"1787";"408";"1270";"5";"0";"0";"0";"0";"0";"0";"0";"0";"1270";"0";"0";"1270";"13";"8";"5";"0";"1257";"82";"135";"123";"486";"431"
"0d36-192e-f3a8-a634-00e6-6526-b2aa-bbdd";"266101";"83";"69";"miasto";"stały";"Zespół Szkół nr 2 w Kielcach, ul. Jagiellońska 90, 25-734 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1128";"1239";"231";"898";"0";"3";"0";"0";"0";"0";"0";"0";"0";"898";"0";"0";"898";"9";"2";"7";"0";"889";"88";"119";"81";"304";"297"
"9770-c8a5-27e4-a500-e771-0943-2fab-28ae";"266101";"83";"70";"miasto";"stały";"Wojewódzki Szpital Zespolony, Świętokrzyskie Centrum Neurologii, Wejście Główne Nr 1, ul. Grunwaldzka 45, 25-736 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1898";"2033";"835";"1063";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1063";"0";"0";"1063";"19";"0";"19";"0";"1044";"66";"134";"74";"171";"599"
"93e9-d983-8079-f970-2a96-a2ed-4505-a931";"266101";"83";"71";"miasto";"stały";"Miejski Zespół Poradni Psychologiczno-Pedagogicznych, ul. Urzędnicza 16, 25-729 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1581";"1721";"488";"1093";"0";"3";"1";"1";"0";"0";"0";"0";"1";"1093";"1";"0";"1093";"18";"6";"12";"0";"1075";"88";"109";"95";"375";"408"
"f0ec-1dee-9135-5fca-144f-a038-4060-6a7f";"266101";"83";"72";"miasto";"stały";"Szkoła Podstawowa nr 14 Specjalna, ul. Szkolna 29, 25-604 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1918";"2079";"543";"1375";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1374";"0";"0";"1374";"11";"9";"2";"0";"1363";"88";"137";"119";"477";"542"
"f005-5a15-22cf-bb38-50a2-f20a-d60f-1a9a";"266101";"83";"73";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji Hala Widowiskowo-Sportowa, ul. Żytnia 1, 25-019 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1797";"1954";"449";"1348";"1";"12";"0";"0";"0";"0";"0";"0";"0";"1346";"0";"0";"1346";"14";"2";"12";"0";"1332";"101";"146";"130";"429";"526"
"3685-ccac-34a7-b827-ead1-02d1-b16f-fa59";"266101";"83";"74";"miasto";"stały";"Przedszkole Samorządowe nr 13, ul. Karczówkowska 8, 25-019 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1555";"1682";"420";"1135";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1135";"0";"0";"1135";"17";"7";"10";"0";"1118";"81";"131";"92";"389";"425"
"0522-e253-cbe0-8e9c-405d-d4b8-9e49-b0e8";"266101";"83";"75";"miasto";"stały";"Świętokrzyska Wojewódzka Komenda OHP Mobilne Centrum Informacji Zawodowej, ul. Zenobiusza Klembowskiego 3, 25-801 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1299";"1403";"453";"846";"0";"0";"0";"0";"0";"0";"0";"0";"0";"846";"0";"0";"846";"10";"1";"9";"0";"836";"74";"101";"73";"199";"389"
"df41-ce29-b99f-acd1-ec56-1f53-4f47-880c";"266101";"83";"76";"miasto";"stały";"Dom Kultury ""Białogon"", ul. Pańska 1A, 25-820 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"2065";"2256";"625";"1440";"1";"7";"1";"1";"0";"0";"0";"0";"1";"1441";"1";"0";"1441";"11";"3";"8";"0";"1430";"81";"162";"113";"367";"707"
"a642-b17e-b1c1-78e9-7a17-08ae-30d7-462b";"266101";"83";"77";"miasto";"stały";"Szkoła Podstawowa nr 20, Aleja Górników Staszicowskich 22A, 25-804 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"801";"869";"256";"545";"0";"2";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"4";"1";"3";"0";"541";"39";"83";"36";"155";"228"
"4f3d-1530-8b86-b19b-5912-56fe-a4b8-ed61";"266101";"83";"78";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji, Hotel Maraton, ul. Leszka Drogosza 1, 25-093 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1203";"1306";"381";"822";"1";"12";"0";"0";"0";"0";"0";"0";"0";"821";"0";"0";"821";"7";"1";"6";"0";"814";"56";"116";"69";"274";"299"
"eb03-821f-a1b7-874a-e3f8-9c95-7d43-7432";"266101";"83";"79";"miasto";"stały";"I LO im. Stefana Żeromskiego, ul. Księdza Piotra Ściegiennego 15, 25-033 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1948";"2134";"492";"1456";"7";"12";"0";"0";"0";"0";"0";"0";"0";"1451";"0";"0";"1451";"19";"3";"16";"0";"1432";"91";"176";"119";"638";"408"
"73a7-fef6-4349-1d9e-0243-0536-5511-9cc6";"266101";"83";"80";"miasto";"stały";"Przedszkole Samorządowe nr 8 z Oddziałami Integracyjnymi, ul. Hetmana Stanisława Żółkiewskiego 12, 25-130 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1740";"1830";"382";"1358";"1";"13";"0";"0";"0";"0";"0";"0";"0";"1358";"0";"0";"1358";"9";"6";"3";"0";"1349";"88";"141";"90";"560";"470"
"01fe-569e-213e-a3a6-3adb-7009-d2ce-e557";"266101";"83";"81";"miasto";"stały";"Szkoła Podstawowa nr 9, ul. Adolfa Dygasińskiego 6, 25-120 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1930";"2083";"450";"1482";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1481";"0";"0";"1481";"10";"5";"5";"0";"1471";"87";"185";"115";"598";"486"
"fa1a-fb4d-e5e3-43da-81ba-c0f3-d40d-ac9d";"266101";"83";"82";"miasto";"stały";"Miejski Ośrodek Pomocy Rodzinie, ul. Posłowicka 98, 25-145 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"731";"800";"209";"522";"0";"2";"0";"0";"0";"0";"0";"0";"0";"522";"0";"0";"522";"8";"1";"7";"0";"514";"40";"56";"40";"69";"309"
"e3dd-988e-8ecf-04ae-d6fa-3013-80c9-8020";"266101";"83";"83";"miasto";"stały";"Szkoła Podstawowa nr 23, ul. Łanowa 68, 25-147 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1289";"1409";"420";"869";"0";"2";"0";"0";"0";"0";"0";"0";"0";"869";"0";"0";"869";"8";"2";"6";"0";"861";"53";"73";"48";"213";"474"
"f653-6fcf-6b46-3d01-0961-5a0e-8f83-fa9e";"266101";"83";"84";"miasto";"zakład leczniczy";"Świętokrzyskie Centrum Matki i Noworodka Szpital Specjalistyczny, ul. Prosta 30, 25-371 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"110";"42";"89";"21";"0";"2";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"1";"0";"1";"0";"20";"0";"0";"0";"5";"15"
"ab74-a12d-1cfd-d660-7c61-f5b1-9686-cc74";"266101";"83";"85";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej im. Florentyny Malskiej, ul. Tarnowska 10, 25-394 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"98";"93";"40";"58";"0";"0";"0";"0";"0";"0";"0";"0";"0";"58";"0";"0";"58";"0";"0";"0";"0";"58";"2";"5";"3";"7";"41"
"5fb6-5e1b-678a-180c-561c-2874-1141-f778";"266101";"83";"86";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej im. Św. Brata Alberta, ul. Stefana Żeromskiego 4/6, 25-369 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"110";"59";"82";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"0";"0";"0";"0";"28";"2";"2";"0";"4";"20"
"eb19-96bd-b216-f0cb-bab8-b899-ce37-c6b1";"266101";"83";"87";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej MSWiA, ul. Ogrodowa 11, 25-024 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"90";"50";"62";"28";"0";"1";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"2";"1";"1";"0";"26";"2";"6";"0";"4";"14"
"7ce7-3fbf-f956-4f0e-2c27-453c-c869-3050";"266101";"83";"88";"miasto";"areszt śledczy";"Areszt Śledczy, ul. Zagnańska 155, 25-563 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"865";"865";"433";"432";"0";"1";"0";"0";"0";"0";"0";"0";"0";"432";"0";"0";"432";"12";"0";"12";"0";"420";"57";"90";"24";"142";"107"
"cd08-b0ff-aa8b-fa61-6d59-d0e0-4e46-a546";"266101";"83";"89";"miasto";"zakład leczniczy";"Szpital Kielecki św. Aleksandra Sp. z o. o., ul. Generała Tadeusza Kościuszki 25, 25-316 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"170";"77";"126";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"44";"0";"0";"44";"1";"0";"1";"0";"43";"3";"5";"3";"11";"21"
"83be-a6f0-7a58-5420-1fe2-f603-b76a-c1b4";"266101";"83";"90";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej im. Jana i Marysieńki Sobieskich, ul. Króla Jana III Sobieskiego 30, 25-124 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"80";"60";"55";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"25";"3";"0";"3";"0";"22";"2";"6";"1";"0";"13"
"2403-3fcb-65a6-1e86-4b21-765b-ba45-70bb";"266101";"83";"91";"miasto";"zakład leczniczy";"Wojewódzki Szpital Zespolony w Kielcach, ul. Grunwaldzka 45, 25-736 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"1002";"579";"826";"176";"0";"1";"0";"0";"0";"0";"0";"0";"0";"176";"0";"0";"176";"3";"1";"2";"0";"173";"8";"23";"9";"41";"92"
"1bdc-2b2b-0327-098f-be78-fbad-7b0b-3f9d";"266101";"83";"92";"miasto";"zakład leczniczy";"Świętokrzyskie Centrum Onkologii, ul. Prezydenta Stefana Artwińskiego 3, 25-734 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"349";"148";"248";"101";"0";"3";"0";"0";"0";"0";"0";"0";"0";"101";"0";"0";"101";"5";"0";"5";"0";"96";"12";"18";"3";"17";"46"
"b777-7bfd-43d9-e3ae-bba7-5463-4278-dd87";"266101";"83";"93";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej im. Jana Pawła II, ul. Jagiellońska 76, 25-734 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"150";"132";"107";"43";"0";"1";"0";"0";"0";"0";"0";"0";"0";"43";"0";"0";"43";"3";"1";"2";"0";"40";"5";"2";"3";"3";"27"
"6227-4a9b-43d9-9fb6-fb36-4a5f-97fe-3fc2";"266101";"83";"94";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej im. prof. Antoniego Kępińskiego, ul. Jagiellońska 76, 25-734 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"50";"50";"24";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"2";"1";"1";"0";"24";"4";"3";"4";"1";"12"
"1114-10e8-4b66-f955-013a-7cb6-99a6-c0e5";"266101";"83";"95";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Dom Seniora Aktywni Zawsze"" w Kielcach, ul. Peryferyjna 15, 25-562 Kielce";"m. Kielce";"Kielce";"świętokrzyskie";"68";"56";"39";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"29";"1";"1";"0";"0";"28";"4";"5";"6";"6";"7"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
