"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Agnieszka Maria KOŁACZ-LESZCZYŃSKA";"Mirosław Aleksander LUBIŃSKI";"Kamil Krzysztof ZIELIŃSKI"
"f1d9-30d2-951d-2a70-5436-8507-8dce-fc9c";"021905";"4";"8";"wieś";"stały";"Świetlica wiejska, Śmiałowice 34, 58-124 Marcinowice";"gm. Marcinowice";"świdnicki";"dolnośląskie";"360";"398";"119";"241";"0";"1";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"4";"0";"4";"0";"237";"115";"31";"91"
"a8fc-d9bf-10c4-62d5-f78b-50ce-e63f-b9e7";"021906";"4";"1";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, ul. Adama Mickiewicza 1, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"820";"878";"206";"614";"1";"8";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"6";"2";"4";"0";"608";"321";"72";"215"
"9a66-0474-0ae4-610d-5156-6d1a-c510-a965";"021906";"4";"2";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 2, ul. Adama Mickiewicza 1, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"820";"891";"328";"492";"1";"1";"0";"0";"0";"0";"0";"0";"0";"492";"0";"0";"492";"15";"6";"9";"0";"477";"228";"41";"208"
"baff-409f-0af0-631b-a7d2-c2a2-1388-2a0c";"021906";"4";"3";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 2, ul. Adama Mickiewicza 1, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"940";"1040";"282";"658";"1";"0";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"14";"6";"8";"0";"644";"308";"64";"272"
"c967-092a-3c1f-7677-b9d2-4517-d65d-ed4b";"021906";"4";"4";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 4, Al. Wojska Polskiego 3 - 5, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"860";"940";"332";"528";"4";"9";"0";"0";"0";"0";"0";"0";"0";"528";"0";"0";"528";"14";"2";"12";"0";"514";"246";"49";"219"
"a164-1cc4-33ff-6478-edfd-533a-ce91-0f0f";"021906";"4";"5";"miasto";"stały";"Strzegomskie Centrum Kultury, ul. I. J. Paderewskiego 36, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"490";"536";"216";"274";"1";"4";"0";"0";"0";"0";"0";"0";"0";"274";"0";"0";"274";"7";"0";"7";"0";"267";"106";"35";"126"
"65ae-8f15-cef1-b1df-5452-0784-5d8e-9579";"021906";"4";"6";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 4, Al. Wojska Polskiego 3 - 5, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"1180";"1286";"412";"768";"1";"4";"0";"0";"0";"0";"0";"0";"0";"768";"0";"0";"768";"5";"3";"2";"0";"763";"388";"99";"276"
"770b-c43c-c3df-c022-885a-cbae-09c5-b190";"021906";"4";"7";"miasto";"stały";"Zespół Szkół Ogólnokształcących, ul. T. Kościuszki 31, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"1270";"1379";"421";"849";"4";"6";"0";"0";"0";"0";"0";"0";"0";"849";"0";"0";"849";"20";"6";"14";"0";"829";"365";"82";"382"
"5f91-148f-4337-3143-cc26-dc61-79b2-13ad";"021906";"4";"8";"miasto";"stały";"Zespół Szkół Ogólnokształcących, ul. T. Kościuszki 31, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"1190";"1292";"530";"660";"2";"2";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"15";"4";"11";"0";"645";"315";"65";"265"
"62a6-4b80-40ad-670e-fdf1-c951-fc41-92c9";"021906";"4";"9";"miasto";"stały";"Zespół Szkół, ul. Krótka 6, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"940";"1022";"374";"566";"0";"2";"0";"0";"0";"0";"0";"0";"0";"566";"0";"0";"566";"19";"4";"15";"0";"547";"258";"72";"217"
"b01f-f2ae-26d9-3d59-9db4-c766-148c-a579";"021906";"4";"10";"miasto";"stały";"Zespół Szkół, ul. Krótka 6, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"640";"703";"199";"441";"1";"1";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"4";"2";"2";"0";"437";"174";"46";"217"
"8a3f-6a8b-278e-7012-9ee2-ce22-f6d2-32ee";"021906";"4";"11";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 3, ul. Brzegowa 1, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"950";"1036";"407";"543";"3";"2";"0";"0";"0";"0";"0";"0";"0";"543";"0";"0";"543";"8";"2";"6";"0";"535";"242";"70";"223"
"7359-d43c-b31c-28c1-64c5-1185-8104-1221";"021906";"4";"12";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 3, Brzegowa 1, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"810";"878";"253";"557";"2";"0";"0";"0";"0";"0";"0";"0";"0";"557";"0";"0";"557";"1";"0";"1";"0";"556";"257";"54";"245"
"2324-6b0b-c6e3-ffe5-c48b-e03f-cabb-426b";"021906";"4";"13";"miasto";"stały";"Publiczne Przedszkole nr 4, ul. Jeleniogórska 19, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"800";"875";"385";"415";"0";"1";"0";"0";"0";"0";"0";"0";"0";"415";"0";"0";"415";"11";"1";"10";"0";"404";"151";"45";"208"
"cfa0-23ab-a072-ef88-3701-733b-ab81-2409";"021906";"4";"14";"wieś";"stały";"Świetlica Wiejska w Goczałkowie, ul. Rogoźnicka 17, 58-152 Goczałków";"gm. Strzegom";"świdnicki";"dolnośląskie";"940";"1026";"379";"561";"0";"2";"0";"0";"0";"0";"0";"0";"0";"561";"0";"0";"561";"11";"1";"10";"0";"550";"179";"42";"329"
"cb2c-237b-0469-53e1-aea4-aa96-5883-8d76";"021906";"4";"15";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Jaroszów 98, 58-120 Jaroszów";"gm. Strzegom";"świdnicki";"dolnośląskie";"590";"657";"252";"338";"0";"0";"0";"0";"0";"0";"0";"0";"0";"338";"0";"0";"338";"9";"3";"6";"0";"329";"132";"24";"173"
"3049-ed1e-8798-1477-367b-fd89-9904-9354";"021906";"4";"16";"wieś";"stały";"Świetlica Wiejska w Rusku, Rusko 8, 58-120 Jaroszów";"gm. Strzegom";"świdnicki";"dolnośląskie";"270";"307";"130";"140";"0";"2";"0";"0";"0";"0";"0";"0";"0";"140";"0";"0";"140";"4";"1";"3";"0";"136";"34";"6";"96"
"2ac6-6f4d-2cf7-b972-8439-d805-4e69-e9b3";"021906";"4";"17";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Jaroszowie, Jaroszów 98, 58-120 Jaroszów";"gm. Strzegom";"świdnicki";"dolnośląskie";"900";"993";"397";"503";"0";"2";"0";"0";"0";"0";"0";"0";"0";"503";"0";"0";"503";"11";"2";"9";"0";"492";"196";"41";"255"
"cfbc-f087-bf8f-5ae9-9246-3acd-14b0-13e0";"021906";"4";"18";"wieś";"stały";"Świetlica Wiejska w Wieśnicy, Wieśnica 18, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"370";"411";"177";"193";"0";"0";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"193";"3";"1";"2";"0";"190";"64";"16";"110"
"6967-a596-0385-bd4f-a516-13d9-6929-dcf0";"021906";"4";"19";"wieś";"stały";"Świetlica Wiejska w Żółkiewce, Żółkiewka 54, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"480";"511";"204";"276";"1";"1";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"2";"0";"2";"0";"274";"96";"24";"154"
"7b79-b133-aa97-05e5-e0fe-e64f-b20b-0d94";"021906";"4";"20";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kostrzy, Kostrza ul. Żeromskiego 22, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"460";"510";"197";"263";"0";"0";"0";"0";"0";"0";"0";"0";"0";"263";"0";"0";"263";"11";"1";"10";"0";"252";"99";"32";"121"
"3895-b3c3-c994-202e-b4c1-0a80-2867-edec";"021906";"4";"21";"wieś";"stały";"Szkoła Podstawowa w Rogoźnicy, Rogoźnica ul. Parkowa 1, 58-152 Goczałków";"gm. Strzegom";"świdnicki";"dolnośląskie";"510";"548";"206";"304";"1";"1";"0";"0";"0";"0";"0";"0";"0";"304";"0";"0";"304";"19";"2";"17";"0";"285";"129";"37";"119"
"427f-a73b-17ec-edd6-c7e8-e11d-0d31-b19e";"021906";"4";"22";"wieś";"stały";"Świetlica Wiejska w Granicy, Granica 5A, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"670";"737";"251";"419";"0";"1";"0";"0";"0";"0";"0";"0";"0";"419";"0";"0";"419";"11";"6";"5";"0";"408";"138";"48";"222"
"4e21-b561-2cf4-a313-d35e-99b2-6bb0-dd67";"021906";"4";"23";"wieś";"stały";"Świetlica Wiejska w Międzyrzeczu, Międzyrzecze 2, 58-150 Strzegom";"gm. Strzegom";"świdnicki";"dolnośląskie";"370";"426";"122";"248";"1";"21";"0";"0";"0";"0";"0";"0";"0";"248";"0";"0";"248";"4";"0";"4";"0";"244";"93";"23";"128"
"2482-0339-3bb0-0122-f416-595e-cb3d-d9b4";"021906";"4";"24";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Świebodzka 9, 58-141 Stanowice";"gm. Strzegom";"świdnicki";"dolnośląskie";"721";"783";"279";"441";"1";"2";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"8";"1";"7";"0";"434";"150";"50";"234"
"5052-ef42-0e98-ba7b-b9c0-6f0b-22d9-5c99";"021906";"4";"25";"wieś";"stały";"Publiczna Szkoła Podstawowa w Olszanach, Olszany 33a, 58-141 Stanowice";"gm. Strzegom";"świdnicki";"dolnośląskie";"750";"828";"323";"427";"0";"4";"0";"0";"0";"0";"0";"0";"0";"426";"0";"0";"426";"10";"0";"10";"0";"416";"163";"36";"217"
"e514-e7c0-b399-7a40-861c-5b55-d473-3506";"021907";"4";"1";"wieś";"stały";"Świetlica wiejska, Bystrzyca Górna 23, 58-114 Lubachów";"gm. Świdnica";"świdnicki";"dolnośląskie";"1990";"2167";"634";"1356";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1356";"0";"0";"1356";"25";"8";"17";"0";"1331";"619";"127";"585"
"cd81-757b-b9a4-7f1a-a18f-a360-ce56-56a1";"021907";"4";"2";"wieś";"stały";"Świetlica wiejska, Gogołów 1, 58-124 Marcinowice";"gm. Świdnica";"świdnicki";"dolnośląskie";"660";"722";"254";"406";"2";"0";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"8";"3";"5";"0";"398";"154";"33";"211"
"5dfe-8ee0-40e4-6bc2-8719-ef41-007b-4f44";"021907";"4";"3";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, Grodziszcze 63 A, 58-112 Grodziszcze";"gm. Świdnica";"świdnicki";"dolnośląskie";"1622";"1748";"536";"1086";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1086";"0";"0";"1086";"30";"4";"26";"0";"1056";"495";"119";"442"
"7feb-951f-216f-7345-23cd-9d33-14e4-8c56";"021907";"4";"4";"wieś";"stały";"Szkoła Podstawowa, Lutomia Dolna 12, 58-113 Lutomia Dolna";"gm. Świdnica";"świdnicki";"dolnośląskie";"1569";"1767";"633";"936";"0";"4";"0";"0";"0";"0";"0";"0";"0";"936";"0";"0";"936";"24";"6";"18";"0";"912";"347";"109";"456"
"5ada-a48e-ab0e-325c-ed10-8f1b-1605-cb8f";"021907";"4";"5";"wieś";"stały";"Świetlica wiejska, Mokrzeszów 107, 58-160 Świebodzice";"gm. Świdnica";"świdnicki";"dolnośląskie";"790";"853";"327";"463";"0";"1";"1";"1";"0";"0";"0";"0";"1";"464";"1";"0";"464";"6";"1";"5";"0";"458";"172";"57";"229"
"41c9-d2bd-7e58-4f16-e4fc-5b3e-232d-717f";"021907";"4";"6";"wieś";"stały";"Świetlica wiejska, Opoczka 30, 58-100 Świdnica";"gm. Świdnica";"świdnicki";"dolnośląskie";"780";"848";"316";"464";"0";"2";"0";"0";"0";"0";"0";"0";"0";"464";"0";"0";"464";"11";"1";"10";"0";"453";"225";"39";"189"
"b897-2b4d-09f0-9d31-5132-899b-e1a0-f676";"021907";"4";"7";"wieś";"stały";"Świetlica wiejska, ul. Wrocławska 1, 58-125 Pszenno";"gm. Świdnica";"świdnicki";"dolnośląskie";"1268";"1397";"420";"848";"0";"5";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"16";"6";"10";"0";"832";"409";"84";"339"
"97d1-3896-576d-97f4-8b95-98ca-5c83-e417";"021907";"4";"8";"wieś";"stały";"Świetlica wiejska, Słotwina 36, 58-100 Świdnica";"gm. Świdnica";"świdnicki";"dolnośląskie";"809";"853";"269";"540";"0";"1";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"12";"2";"10";"0";"528";"320";"47";"161"
"457f-b329-fc9d-64dd-3562-8525-03c4-3183";"021907";"4";"9";"wieś";"stały";"Świetlica wiejska, Wilków 32, 58-125 Pszenno";"gm. Świdnica";"świdnicki";"dolnośląskie";"830";"895";"332";"498";"0";"2";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"9";"1";"8";"0";"489";"276";"38";"175"
"e6d1-6e76-2823-4173-5986-9bea-362f-d6fb";"021907";"4";"10";"wieś";"stały";"Szkoła Podstawowa im. Ludwiki Wawrzyńskiej, Witoszów Dolny 59 - 60, 58-100 Świdnica";"gm. Świdnica";"świdnicki";"dolnośląskie";"2036";"2224";"738";"1298";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1298";"0";"0";"1298";"20";"18";"2";"0";"1278";"595";"147";"536"
"86c6-fa85-f1ec-72d2-ba8f-13b2-5dd7-5811";"021908";"4";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Piastowska 10, 58-130 Żarów";"gm. Żarów";"świdnicki";"dolnośląskie";"570";"636";"161";"409";"0";"6";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"9";"2";"7";"0";"400";"223";"30";"147"
"9467-5fc3-c8fa-3a93-c40e-542b-245d-0565";"021908";"4";"2";"miasto";"stały";"Przedszkole Miejskie, ul. Władysława Łokietka 14, 58-130 Żarów";"gm. Żarów";"świdnicki";"dolnośląskie";"519";"564";"123";"396";"0";"0";"0";"0";"0";"0";"0";"0";"0";"396";"0";"0";"396";"10";"4";"6";"0";"386";"224";"30";"132"
"2cc8-6b12-e034-c7ac-404b-f557-ae0e-5b65";"021908";"4";"3";"miasto";"stały";"Szkoła Podstawowa, ul. Piastowska 10, 58-130 Żarów";"gm. Żarów";"świdnicki";"dolnośląskie";"590";"645";"206";"384";"0";"0";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"5";"3";"2";"0";"379";"177";"37";"165"
"a694-7e06-78b6-096c-23fa-efdb-cc5b-ade2";"021908";"4";"4";"miasto";"stały";"Biblioteka Publiczna, ul. Piastowska 10, 58-130 Żarów";"gm. Żarów";"świdnicki";"dolnośląskie";"740";"812";"210";"530";"0";"8";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"17";"12";"5";"0";"513";"270";"47";"196"
"24e3-aa37-1f44-d2e9-53ae-3c2c-16a4-2457";"021908";"4";"5";"miasto";"stały";"Szkoła Podstawowa, ul. Ogrodowa 1, 58-130 Żarów";"gm. Żarów";"świdnicki";"dolnośląskie";"1200";"1264";"582";"618";"0";"1";"0";"0";"0";"0";"0";"0";"0";"618";"0";"0";"618";"12";"4";"8";"0";"606";"248";"80";"278"
"8172-34b9-9273-d85d-5609-3395-5093-aa98";"021908";"4";"6";"miasto";"stały";"Sala Gimnastyczna, ul. Armii Krajowej 60A, 58-130 Żarów";"gm. Żarów";"świdnicki";"dolnośląskie";"1280";"1401";"589";"691";"1";"1";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"16";"4";"12";"0";"675";"283";"74";"318"
"9ad9-df82-9542-5080-84a2-feb4-ab19-9b75";"021908";"4";"7";"wieś";"stały";"Świetlica Wiejska w Przyłęgowie, Przyłęgów 9, 58-115 Przyłęgów";"gm. Żarów";"świdnicki";"dolnośląskie";"1060";"1152";"497";"563";"0";"0";"0";"0";"0";"0";"0";"0";"0";"563";"0";"0";"563";"16";"4";"12";"0";"547";"180";"45";"322"
"9067-e4e8-55ae-297f-02dc-aa35-6ddd-df46";"021908";"4";"8";"wieś";"stały";"Świetlica Wiejska, Mrowiny ul. Wojska Polskiego 57, 58-130 Żarów";"gm. Żarów";"świdnicki";"dolnośląskie";"720";"790";"283";"437";"3";"1";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"10";"3";"7";"0";"427";"194";"45";"188"
"85ed-cbe6-5732-ad71-276d-8968-e044-abf3";"021908";"4";"9";"wieś";"stały";"Świetlica Wiejska, Wierzbna ul. Świdnicka 21A, 58-130 Żarów";"gm. Żarów";"świdnicki";"dolnośląskie";"1150";"1276";"405";"745";"2";"6";"0";"0";"0";"0";"0";"0";"0";"745";"0";"0";"745";"12";"4";"8";"0";"733";"332";"79";"322"
"5894-5793-eea7-50a5-ed0f-4afd-dee8-6067";"021908";"4";"10";"miasto";"stały";"Szkoła Podstawowa, Imbramowice ul. Żarowska 45, 58-130 Żarów";"gm. Żarów";"świdnicki";"dolnośląskie";"1160";"1271";"499";"662";"0";"3";"0";"0";"0";"0";"0";"0";"0";"661";"0";"0";"661";"14";"4";"10";"0";"647";"216";"66";"365"
"3bce-a966-32a9-eeea-803f-606c-d4d8-d7a8";"021908";"4";"11";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej Żar-Med w Żarowie, Słowackiego 6, 58-130 Żarów";"gm. Żarów";"świdnicki";"dolnośląskie";"100";"91";"64";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"0";"36";"3";"1";"2";"0";"33";"12";"3";"18"
"1399-22a3-e9ad-dc03-907d-1e33-4ba1-8518";"021908";"4";"12";"miasto";"zakład leczniczy";"Szpital Reumatologiczno-Rehabilitacyjny w Żarowie, ul. Wojska Polskiego 7, 58-130 Żarów";"gm. Żarów";"świdnicki";"dolnośląskie";"20";"16";"4";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"1";"0";"1";"0";"15";"7";"2";"6"
"03d4-b119-4c2a-b207-656f-8135-6d93-53f0";"022101";"4";"1";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 5 w Boguszowie-Gorcach, ul. Stanisława Staszica 5, 58-371 Boguszów-Gorce";"m. Boguszów-Gorce";"wałbrzyski";"dolnośląskie";"1469";"1577";"693";"776";"1";"2";"0";"0";"0";"0";"0";"0";"0";"774";"0";"0";"774";"14";"1";"13";"0";"760";"384";"159";"217"
"ef23-2c49-fc58-4497-ac60-62bc-571c-00eb";"022101";"4";"2";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 5 w Boguszowie-Gorcach, ul. Stanisława Staszica 5, 58-371 Boguszów-Gorce";"m. Boguszów-Gorce";"wałbrzyski";"dolnośląskie";"1550";"1663";"649";"901";"2";"4";"0";"0";"0";"0";"0";"0";"0";"901";"0";"0";"901";"18";"5";"13";"0";"883";"454";"176";"253"
"d3f4-a057-bd86-886c-a104-ae16-c7e7-7196";"022101";"4";"3";"miasto";"stały";"Miejska Biblioteka Publiczna-Centrum Kultury w Boguszowie-Gorcach, pl. Odrodzenia 4, 58-370 Boguszów-Gorce";"m. Boguszów-Gorce";"wałbrzyski";"dolnośląskie";"759";"818";"362";"397";"0";"2";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"6";"4";"2";"0";"391";"164";"76";"151"
"ce9b-24d3-c040-9dc7-2be2-6c42-2457-27c0";"022101";"4";"4";"miasto";"stały";"Zespół Szkolno-Przedszkolny w Boguszowie-Gorcach-Publiczna Szkoła Podstawowa Nr 1, ul. Szkolna 3, 58-370 Boguszów-Gorce";"m. Boguszów-Gorce";"wałbrzyski";"dolnośląskie";"1589";"1721";"788";"811";"3";"4";"0";"0";"0";"0";"0";"0";"0";"810";"0";"0";"810";"10";"2";"8";"0";"800";"361";"193";"246"
"16d0-0eac-77d2-6aed-8151-8f02-8248-9eab";"022101";"4";"5";"miasto";"stały";"Centrum Obsługi Jednostek w Boguszowie-Gorcach, ul. Ludwika Waryńskiego 10, 58-370 Boguszów-Gorce";"m. Boguszów-Gorce";"wałbrzyski";"dolnośląskie";"1600";"1735";"774";"826";"2";"0";"0";"0";"0";"0";"0";"0";"0";"826";"0";"0";"826";"9";"0";"9";"0";"817";"429";"160";"228"
"489e-797d-f1ec-6e86-b9d2-63c4-075f-5957";"022101";"4";"6";"miasto";"stały";"Miejska Biblioteka Publiczna-Centrum Kultury w Boguszowie-Gorcach, Plac Odrodzenia 4, 58-370 Boguszów-Gorce";"m. Boguszów-Gorce";"wałbrzyski";"dolnośląskie";"1520";"1663";"756";"764";"1";"10";"0";"0";"0";"0";"0";"0";"0";"764";"0";"0";"764";"18";"6";"12";"0";"746";"296";"180";"270"
"495f-0110-ffaf-bdd3-7656-0b53-cb7e-d853";"022101";"4";"7";"miasto";"stały";"Świetlica Środowiskowa Nr 4 w Boguszowie-Gorcach, ul. Stefana Żeromskiego 17, 58-372 Boguszów-Gorce";"m. Boguszów-Gorce";"wałbrzyski";"dolnośląskie";"1170";"1260";"560";"610";"2";"4";"0";"0";"0";"0";"0";"0";"0";"610";"0";"0";"610";"14";"0";"14";"0";"596";"238";"122";"236"
"eeaf-53d6-bd1e-b7ae-ef2c-881e-b0fa-541f";"022101";"4";"8";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 6 w Boguszowie-Gorcach, ul. Mikołaja Kopernika 7, 58-372 Boguszów-Gorce";"m. Boguszów-Gorce";"wałbrzyski";"dolnośląskie";"760";"824";"349";"411";"1";"0";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"8";"4";"4";"0";"403";"167";"95";"141"
"7265-9971-5f43-c480-d9e2-95eb-aae4-88ac";"022101";"4";"9";"miasto";"stały";"Miejska Biblioteka Publiczna-Centrum Kultury w Boguszowie-Gorcach Filia Nr 5, Kosynierów 81, 58-370 Boguszów-Gorce";"m. Boguszów-Gorce";"wałbrzyski";"dolnośląskie";"540";"588";"224";"316";"1";"1";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"4";"1";"3";"0";"312";"112";"83";"117"
"4832-36ca-701a-5cba-5a58-2a61-ad86-72d1";"022102";"4";"1";"miasto";"stały";"Centrum Kultury, ul. Piastowska 13, 58-330 Jedlina-Zdrój";"m. Jedlina-Zdrój";"wałbrzyski";"dolnośląskie";"710";"764";"262";"448";"1";"17";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"9";"1";"8";"0";"438";"232";"61";"145"
"e7ea-3f8f-15f4-796c-9b2b-7568-578f-c7ea";"022102";"4";"2";"miasto";"stały";"Centrum Kultury, ul. Piastowska 13, 58-330 Jedlina-Zdrój";"m. Jedlina-Zdrój";"wałbrzyski";"dolnośląskie";"640";"710";"201";"439";"0";"15";"0";"0";"0";"0";"0";"0";"0";"440";"0";"1";"439";"10";"3";"7";"0";"429";"222";"73";"134"
"61bb-c69c-ac44-f636-70de-f6d4-1db7-a7cd";"022102";"4";"3";"miasto";"stały";"Zespół Szkolno-Przedszkolny im. Janusza Korczaka w Jedlinie-Zdroju, ul. Słowackiego 5, 58-330 Jedlina-Zdrój";"m. Jedlina-Zdrój";"wałbrzyski";"dolnośląskie";"710";"768";"263";"447";"3";"3";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"6";"3";"3";"0";"441";"236";"70";"135"
"1502-c7a7-9d90-5a44-b1a8-a9a3-c550-ddef";"022102";"4";"4";"miasto";"stały";"Hotel ""Jedlinka"" (sala konferencyjna), ul. Zamkowa 2, 58-330 Jedlina-Zdrój";"m. Jedlina-Zdrój";"wałbrzyski";"dolnośląskie";"580";"633";"215";"365";"0";"2";"0";"0";"0";"0";"0";"0";"0";"365";"0";"0";"365";"9";"2";"7";"0";"356";"173";"75";"108"
"5f4c-e343-d30f-4b5d-96d6-ffe4-9c0d-8e3d";"022102";"4";"5";"miasto";"stały";"Centrum Bankietowo-Pobytowe Moniuszko, ul. Moniuszki 6, 58-330 Jedlina-Zdrój";"m. Jedlina-Zdrój";"wałbrzyski";"dolnośląskie";"790";"873";"347";"443";"3";"3";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"5";"2";"3";"0";"438";"219";"79";"140"
"6e0a-4312-c504-5a91-3b2d-8b74-9228-f471";"022103";"4";"1";"miasto";"stały";"Teatr Zdrojowy im. H. Wieniawskiego, ul. Kościuszki 19, 58-310 Szczawno-Zdrój";"m. Szczawno-Zdrój";"wałbrzyski";"dolnośląskie";"888";"1013";"152";"736";"2";"117";"1";"1";"0";"0";"0";"0";"1";"737";"1";"0";"737";"6";"1";"5";"0";"731";"439";"105";"187"
"56ab-bb0d-d489-4de4-7b76-8e59-16d2-155d";"022103";"4";"2";"miasto";"stały";"Miejska Szkoła Podstawowa z Oddziałami Gimnazjalnymi, ul. Boczna 1, 58-310 Szczawno-Zdrój";"m. Szczawno-Zdrój";"wałbrzyski";"dolnośląskie";"850";"922";"224";"626";"2";"5";"0";"0";"0";"0";"0";"0";"0";"626";"0";"0";"626";"12";"6";"6";"0";"614";"364";"81";"169"
"458b-d32a-b17f-31c1-35a1-8e20-24c3-e981";"022103";"4";"3";"miasto";"stały";"Zespół Szkół im. Marii Skłodowskiej-Curie, ul. Kolejowa 2, 58-310 Szczawno-Zdrój";"m. Szczawno-Zdrój";"wałbrzyski";"dolnośląskie";"760";"836";"249";"511";"6";"5";"0";"0";"0";"0";"0";"0";"0";"511";"0";"0";"511";"9";"1";"8";"0";"502";"256";"87";"159"
