"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Władysław Marcin KOSINIAK-KAMYSZ - nr na liście 1";"Joanna Ewa KORDULA - nr na liście 2";"Stanisław Andrzej SORYS - nr na liście 3";"Ryszard DROŻDŻAK - nr na liście 4";"Marcin Stanisław GAWEŁ - nr na liście 5";"Bogusław KAMIŃSKI - nr na liście 6";"Grzegorz DUDA - nr na liście 7";"Anna Teresa SKALAK - nr na liście 8";"Adam Roman BIEDROŃ - nr na liście 9";"Maria Stefania ŁAKOMA - nr na liście 10";"Marian Józef ZALEWSKI - nr na liście 11";"Stella Józefa DĄBROŚ - nr na liście 12";"Tadeusz Kazimierz ŻAK - nr na liście 13";"Magdalena Anna POWROŹNIK - nr na liście 14";"Artur Piotr CHMIELA - nr na liście 15";"Beata Maria MYŚKÓW-SKOCZEK - nr na liście 16";"Małgorzata Anna TOKARCZYK-KOZIOŁ - nr na liście 17";"Marcin Krzysztof MIKOS - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Anna Maria PIECZARKA - nr na liście 1";"Józefa SZCZUREK-ŻELAZKO - nr na liście 2";"Michał Jan WOJTKIEWICZ - nr na liście 3";"Urszula Beata RUSECKA - nr na liście 4";"Wiesław KRAJEWSKI - nr na liście 5";"Piotr Paweł SAK - nr na liście 6";"Anna Małgorzata CZECH - nr na liście 7";"Stanisław Marcin BUKOWIEC - nr na liście 8";"Mariusz Artur ZAJĄC - nr na liście 9";"Norbert Jakub KACZMARCZYK - nr na liście 10";"Jarosław Jan SORYS - nr na liście 11";"Piotr WAJDA - nr na liście 12";"Celina Joanna JACEWICZ - nr na liście 13";"Małgorzata Anna JAŚKO - nr na liście 14";"Magdalena Anna KOPCZYŃSKA - nr na liście 15";"Kazimierz Józef ŻUROWSKI - nr na liście 16";"Dariusz Piotr PIETRUSZKA - nr na liście 17";"Wojciech SKRUCH - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Jacek Andrzej JABŁOŃSKI - nr na liście 1";"Jerzy Andrzej WOŹNIAK - nr na liście 2";"Ewa SKOWROŃSKA - nr na liście 3";"Dorota KOCOŃ - nr na liście 4";"Stanisław Andrzej PIWOWARSKI - nr na liście 5";"Agnieszka Anna SIENICKA - nr na liście 6";"Antoni CZAPKIEWICZ - nr na liście 7";"Maria Bernadeta WILCZYŃSKA - nr na liście 8";"Przemysław Tomasz DAŃDA - nr na liście 9";"Przemysław WĘGRZYN - nr na liście 10";"Romana Anna JEWUŁA - nr na liście 11";"Renata Lucyna NIZIOŁEK - nr na liście 12";"Liliana Karolina KONOPKA - nr na liście 13";"Artur Łukasz BOROWICZ - nr na liście 14";"Justyna Magdalena MAŁEK - nr na liście 15";"Maciej Jan MROZOWSKI - nr na liście 16";"Alicja Łucja SERWIN - nr na liście 17";"Andrzej Stefan SZTORC - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Czesław Alfred KWAŚNIAK - nr na liście 1";"Radosław Michał MACOŃ - nr na liście 2";"Konrad Mariusz WÓJCIKIEWICZ - nr na liście 3";"Barbara Janina ŁACH - nr na liście 4";"Grzegorz Wojciech POCIĘGIEL - nr na liście 5";"Andrzej Piotr SZUBA - nr na liście 6";"Agata Magdalena SMOŁA - nr na liście 7";"Ewelina Anna JEZIOREK - nr na liście 8";"Marta Magdalena MUCHA - nr na liście 9";"Maria Barbara LECHOWICZ - nr na liście 10";"Kamil STACHOWICZ - nr na liście 11";"Alina Barbara BORYCZKA - nr na liście 12";"Karol Zygmunt SERAFIN - nr na liście 13";"Maciej Zbigniew SOSIN - nr na liście 14";"Jadwiga Maria NOWAK - nr na liście 15";"Bartłomiej Bogusław NIEDZIUŁKA - nr na liście 16";"Krzysztof Grzegorz GAGATEK - nr na liście 17";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Urszula Danuta AUGUSTYN - nr na liście 1";"Robert Marian WARDZAŁA - nr na liście 2";"Jacek Paweł PAJĄK - nr na liście 3";"Lech Jerzy PANKIEWICZ - nr na liście 4";"Barbara Maria KRUPA - nr na liście 5";"Grzegorz Maciej CYGONIK - nr na liście 6";"Jolanta Agata KRAMARCZYK - nr na liście 7";"Krzysztof Tadeusz JANAS - nr na liście 8";"Anna Beata POLAŃSKA - nr na liście 9";"Adam Marian KRAMARCZYK - nr na liście 10";"Rafał Leszek ROJEWSKI - nr na liście 11";"Łukasz SADKIEWICZ - nr na liście 12";"Piotr SZKLARSKI - nr na liście 13";"Magdalena Joanna ŁACNA - nr na liście 14";"Oliwia Julia BŁESZYŃSKA - nr na liście 15";"Tomasz Antoni KLUZA - nr na liście 16";"Dominika Kinga GONDEK-PODOSEK - nr na liście 17";"Bogusław SAMBOR - nr na liście 18"
"c678-f8af-4827-c6ca-cbdc-40ff-be6f-949e";"121904";"15";"3";"miasto";"stały";"Zamek Królewski w Niepołomicach, Niepołomice ul. Zamkowa 2, 32-005 Niepołomicce";"gm. Niepołomice";"wielicki";"małopolskie";"1553";"1695";"329";"1224";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1224";"0";"0";"1224";"7";"4";"3";"0";"1217";"135";"109";"6";"0";"1";"0";"1";"5";"0";"6";"0";"0";"1";"0";"1";"0";"1";"3";"1";"492";"175";"24";"14";"166";"13";"15";"2";"2";"13";"32";"2";"6";"7";"1";"6";"3";"2";"9";"103";"46";"9";"19";"3";"2";"3";"1";"2";"1";"3";"0";"4";"2";"0";"4";"1";"2";"1";"108";"31";"20";"5";"4";"2";"6";"4";"3";"3";"0";"9";"1";"2";"6";"2";"4";"6";"379";"119";"14";"11";"39";"11";"1";"6";"4";"15";"40";"1";"100";"3";"1";"3";"3";"5";"3"
"0e07-4baa-c8a7-c607-2e42-e535-9b7d-b5be";"121904";"15";"4";"miasto";"stały";"Małopolskie Centrum Dźwięku i Słowa w Niepołomicach, ul. Zamkowa 4, 32-005 Niepołomice";"gm. Niepołomice";"wielicki";"małopolskie";"1306";"1468";"325";"981";"0";"13";"0";"0";"0";"0";"0";"0";"0";"981";"0";"0";"981";"7";"4";"3";"0";"974";"128";"85";"17";"3";"0";"2";"5";"1";"0";"7";"0";"0";"2";"0";"1";"2";"0";"0";"3";"452";"114";"31";"12";"180";"7";"12";"4";"6";"20";"35";"1";"7";"1";"4";"3";"0";"1";"14";"88";"44";"5";"6";"3";"3";"4";"1";"2";"0";"2";"0";"7";"3";"1";"1";"2";"2";"2";"94";"42";"7";"3";"6";"2";"4";"3";"2";"4";"0";"3";"1";"4";"4";"1";"3";"5";"212";"76";"2";"5";"29";"5";"2";"2";"1";"16";"9";"1";"58";"2";"2";"1";"0";"1";"0"
"e1dc-c6ed-36a4-9823-d52b-86e9-a99e-3ac6";"121904";"15";"5";"miasto";"stały";"Remiza Ochotniczej Straży Pożarnej w Niepołomicach, ul. Sportowa 1, 32-005 Niepołomice";"gm. Niepołomice";"wielicki";"małopolskie";"559";"613";"146";"413";"0";"0";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"3";"3";"0";"0";"410";"36";"22";"6";"1";"0";"0";"1";"4";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"251";"69";"6";"11";"113";"6";"1";"3";"0";"9";"17";"2";"2";"1";"1";"2";"0";"1";"7";"13";"6";"0";"1";"1";"1";"0";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"32";"14";"1";"2";"2";"0";"1";"0";"2";"3";"1";"4";"1";"0";"0";"0";"0";"1";"78";"5";"2";"0";"6";"3";"0";"0";"1";"0";"1";"0";"55";"0";"0";"0";"0";"5";"0"
"a933-26ef-8a9e-37b7-a897-afc7-d3ac-5b9b";"121904";"15";"6";"miasto";"stały";"Społeczna Szkoła Podstawowa im. Lady Sue Ryder, Osiedle Kaptarz 40, 32-005 Niepołomice";"gm. Niepołomice";"wielicki";"małopolskie";"1972";"2229";"353";"1619";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1619";"0";"0";"1619";"4";"0";"4";"0";"1615";"195";"150";"12";"0";"2";"1";"4";"2";"4";"5";"1";"0";"5";"2";"1";"2";"0";"3";"1";"629";"234";"18";"18";"165";"7";"9";"14";"9";"21";"83";"4";"7";"2";"6";"6";"2";"9";"15";"186";"92";"14";"30";"9";"3";"5";"1";"0";"0";"1";"2";"7";"11";"2";"5";"1";"0";"3";"139";"50";"17";"5";"11";"1";"8";"5";"4";"5";"3";"5";"1";"4";"3";"2";"3";"12";"466";"186";"21";"26";"62";"16";"1";"6";"7";"21";"30";"6";"64";"2";"4";"2";"1";"6";"5"
"1204-d326-8b85-d43f-768e-a1ea-2069-bac5";"121904";"15";"7";"wieś";"stały";"Szkoła Podstawowa w Podłężu, Podłęże 220, 32-003 Podłęże";"gm. Niepołomice";"wielicki";"małopolskie";"1577";"1707";"403";"1174";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1174";"0";"0";"1174";"5";"1";"4";"0";"1169";"124";"86";"13";"1";"2";"0";"0";"4";"1";"5";"0";"0";"1";"1";"0";"0";"1";"1";"8";"544";"129";"17";"14";"295";"7";"5";"11";"4";"14";"16";"1";"4";"4";"4";"6";"1";"2";"10";"117";"57";"9";"11";"1";"1";"5";"1";"6";"2";"4";"2";"2";"4";"4";"2";"4";"1";"1";"113";"43";"13";"1";"5";"3";"6";"5";"2";"9";"7";"0";"1";"1";"5";"0";"6";"6";"271";"101";"10";"7";"28";"7";"1";"6";"2";"4";"5";"2";"87";"3";"0";"2";"1";"3";"2"
"f50a-230f-f06b-4e78-5080-16ae-dd43-2f42";"121904";"15";"8";"wieś";"stały";"Dom Kultury w Staniątkach, Staniątki 315, 32-005 Niepołomice";"gm. Niepołomice";"wielicki";"małopolskie";"1907";"2098";"483";"1424";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1424";"0";"0";"1424";"15";"10";"5";"0";"1409";"144";"106";"11";"1";"1";"0";"2";"4";"1";"3";"0";"2";"1";"1";"3";"2";"0";"0";"6";"790";"174";"27";"19";"435";"16";"5";"4";"8";"23";"43";"0";"11";"0";"5";"1";"0";"8";"11";"95";"54";"3";"15";"5";"2";"0";"2";"1";"1";"0";"0";"2";"3";"2";"2";"0";"2";"1";"105";"38";"10";"5";"5";"4";"3";"5";"3";"2";"0";"8";"0";"1";"1";"6";"2";"12";"275";"95";"12";"14";"29";"11";"1";"5";"3";"11";"8";"4";"60";"6";"3";"1";"2";"3";"7"
"1fe0-4a61-f0ad-7640-84cb-7350-b91b-13d9";"121904";"15";"9";"wieś";"stały";"Dom Kultury w Zagórzu, Zagórze 145, 32-005 Niepołomice";"gm. Niepołomice";"wielicki";"małopolskie";"1117";"1232";"319";"798";"0";"0";"0";"0";"0";"0";"0";"0";"0";"798";"0";"0";"798";"12";"4";"8";"0";"786";"85";"60";"3";"1";"2";"0";"2";"2";"2";"1";"0";"2";"1";"1";"2";"5";"0";"0";"1";"517";"163";"9";"12";"259";"7";"3";"3";"3";"13";"25";"3";"6";"3";"2";"1";"0";"3";"2";"22";"11";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"2";"2";"1";"56";"24";"3";"5";"4";"1";"0";"1";"1";"1";"0";"0";"0";"1";"2";"0";"3";"10";"106";"29";"3";"4";"30";"7";"1";"2";"1";"5";"0";"1";"17";"1";"1";"1";"1";"1";"1"
"16d8-ca72-b2d4-be7e-baff-3a76-8f57-fcbc";"121904";"15";"10";"wieś";"stały";"Szkoła Podstawowa w Zakrzowie, Zakrzów 323, 32-003 Podłęże";"gm. Niepołomice";"wielicki";"małopolskie";"1724";"1904";"467";"1257";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1256";"0";"0";"1256";"8";"5";"3";"0";"1248";"135";"95";"15";"1";"1";"2";"2";"2";"1";"5";"1";"0";"0";"4";"2";"1";"0";"1";"2";"671";"201";"14";"14";"360";"9";"12";"2";"10";"6";"15";"3";"14";"2";"0";"1";"0";"1";"7";"78";"34";"8";"11";"3";"3";"0";"1";"2";"1";"2";"0";"2";"4";"0";"4";"0";"2";"1";"95";"40";"13";"4";"4";"2";"5";"2";"4";"4";"0";"4";"2";"0";"2";"1";"2";"6";"269";"73";"5";"11";"43";"10";"4";"3";"6";"12";"6";"1";"83";"4";"1";"1";"1";"0";"5"
"f29b-6b5f-38de-b951-f32b-91e3-88b5-0fe7";"121904";"15";"11";"wieś";"stały";"Dom Kultury w Woli Batorskiej, Wola Batorska 25, 32-007 Zabierzów Bocheński";"gm. Niepołomice";"wielicki";"małopolskie";"2198";"2414";"710";"1488";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1488";"0";"0";"1488";"10";"3";"7";"0";"1478";"186";"137";"13";"4";"0";"1";"0";"7";"0";"9";"2";"3";"1";"4";"0";"2";"0";"0";"3";"761";"236";"24";"18";"342";"11";"6";"6";"8";"25";"47";"3";"12";"4";"3";"3";"1";"3";"9";"113";"45";"6";"28";"7";"3";"6";"1";"0";"0";"1";"0";"4";"1";"0";"4";"0";"7";"0";"157";"57";"12";"9";"12";"5";"2";"1";"2";"5";"3";"12";"1";"2";"7";"5";"4";"18";"261";"112";"11";"17";"26";"8";"3";"3";"6";"9";"10";"2";"41";"4";"1";"3";"0";"1";"4"
"3b2a-438d-9b0f-cb29-d6ec-1956-2e23-92f0";"121904";"15";"12";"wieś";"stały";"Zespół Szkół z Oddziałami Integracyjnymi w Zabierzowie Bocheńskim, Zabierzów Bocheński 465, 32-007 Zabierzów Bocheński";"gm. Niepołomice";"wielicki";"małopolskie";"1262";"1377";"464";"798";"0";"2";"0";"0";"0";"0";"0";"0";"0";"798";"0";"0";"798";"4";"3";"1";"0";"794";"81";"58";"2";"1";"1";"1";"1";"3";"0";"6";"1";"0";"1";"1";"0";"1";"1";"0";"3";"437";"134";"18";"13";"176";"12";"10";"2";"4";"11";"38";"1";"4";"0";"3";"3";"1";"5";"2";"73";"34";"9";"8";"1";"3";"3";"1";"1";"3";"0";"0";"3";"1";"1";"2";"2";"0";"1";"72";"22";"5";"6";"3";"0";"1";"2";"4";"5";"2";"7";"0";"0";"6";"1";"1";"7";"131";"46";"4";"9";"15";"6";"0";"2";"2";"6";"2";"1";"30";"0";"0";"1";"3";"2";"2"
"5755-c090-639d-d3cb-2364-7065-076c-9baf";"121904";"15";"13";"wieś";"stały";"Szkoła Podstawowa w Woli Zabierzowskiej, Wola Zabierzowska 1, 32-007 Zabierzów Bocheński";"gm. Niepołomice";"wielicki";"małopolskie";"1151";"1272";"423";"728";"0";"0";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"6";"3";"3";"0";"722";"91";"62";"5";"2";"1";"3";"0";"9";"1";"2";"2";"1";"0";"1";"0";"0";"1";"1";"0";"418";"158";"15";"14";"130";"14";"6";"2";"7";"15";"25";"7";"7";"3";"4";"4";"0";"5";"2";"51";"21";"4";"7";"7";"3";"0";"0";"0";"1";"0";"3";"1";"0";"2";"1";"1";"0";"0";"70";"24";"7";"6";"2";"6";"3";"2";"1";"3";"1";"4";"1";"1";"1";"1";"1";"6";"92";"37";"1";"5";"3";"2";"0";"1";"2";"3";"3";"0";"30";"2";"0";"0";"0";"2";"1"
"27ed-f0b8-fcd0-a3c0-1284-0718-2b4e-8389";"121905";"15";"1";"miasto";"stały";"Szkoła Podstawowa nr 2 w Wieliczce, ul. Moniuszki 1, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1345";"1546";"326";"1019";"1";"57";"0";"0";"0";"0";"0";"0";"0";"1019";"0";"0";"1019";"9";"7";"2";"0";"1010";"142";"98";"20";"2";"1";"2";"0";"2";"0";"2";"0";"0";"0";"0";"0";"2";"0";"0";"13";"337";"47";"3";"8";"252";"7";"1";"2";"4";"0";"0";"2";"2";"0";"1";"1";"0";"4";"3";"101";"40";"9";"13";"2";"0";"1";"4";"2";"4";"1";"0";"4";"16";"1";"1";"0";"1";"2";"91";"38";"5";"3";"3";"4";"6";"2";"0";"3";"1";"8";"0";"1";"4";"0";"5";"8";"339";"81";"11";"2";"134";"5";"0";"2";"7";"11";"0";"0";"75";"3";"1";"1";"2";"0";"4"
"23f2-1f87-2e7e-127a-7d08-2a72-4502-ad4c";"121905";"15";"2";"miasto";"stały";"Centrum Edukacyjno-Rekreacyjne ""Solne Miasto"" w Wieliczce, ul. Kościuszki 15, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"994";"1109";"309";"685";"0";"3";"0";"0";"0";"0";"0";"0";"0";"685";"0";"0";"685";"4";"1";"3";"0";"681";"60";"45";"7";"2";"2";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"245";"26";"1";"1";"191";"0";"5";"2";"8";"2";"0";"0";"3";"0";"3";"0";"0";"2";"1";"52";"26";"2";"5";"4";"1";"4";"0";"1";"2";"0";"0";"0";"3";"0";"1";"1";"0";"2";"55";"20";"11";"3";"2";"1";"0";"1";"0";"3";"1";"6";"1";"0";"4";"0";"2";"0";"269";"58";"7";"0";"127";"1";"1";"2";"1";"14";"5";"1";"50";"0";"1";"0";"0";"1";"0"
"103f-005c-cef5-8bbf-c0d3-e8b6-245c-5ac8";"121905";"15";"3";"miasto";"stały";"Przedszkole Samorządowe nr 2 w Wieliczce, ul. Asnyka 40, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1339";"1504";"313";"1026";"3";"16";"0";"0";"0";"0";"0";"0";"0";"1026";"0";"0";"1026";"6";"3";"3";"0";"1020";"135";"95";"10";"1";"2";"1";"4";"2";"0";"2";"0";"1";"0";"1";"0";"6";"2";"1";"7";"395";"60";"3";"7";"268";"6";"5";"2";"8";"13";"11";"0";"2";"0";"3";"0";"2";"0";"5";"104";"40";"6";"15";"8";"2";"2";"1";"3";"2";"0";"0";"1";"23";"0";"0";"1";"0";"0";"87";"26";"7";"0";"3";"3";"2";"1";"0";"0";"1";"13";"1";"0";"18";"1";"4";"7";"299";"66";"14";"7";"110";"8";"1";"3";"1";"17";"0";"1";"62";"3";"0";"1";"1";"2";"2"
"c211-fd6b-6e93-3956-b973-5fbb-780f-0966";"121905";"15";"4";"miasto";"stały";"Przedszkole Samorządowe nr 5 w Wieliczce, ul. Wincentego Pola 23, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1459";"1612";"403";"1055";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1053";"0";"0";"1053";"11";"3";"8";"0";"1042";"127";"95";"17";"0";"1";"0";"0";"2";"0";"2";"1";"1";"0";"0";"0";"3";"0";"1";"4";"463";"85";"8";"7";"299";"9";"9";"3";"4";"6";"7";"2";"7";"1";"0";"4";"0";"8";"4";"84";"38";"7";"8";"9";"1";"2";"5";"0";"3";"0";"0";"1";"7";"0";"2";"0";"1";"0";"69";"25";"6";"1";"3";"4";"4";"0";"2";"1";"0";"4";"1";"1";"8";"1";"4";"4";"299";"70";"12";"0";"123";"1";"0";"2";"1";"9";"0";"3";"67";"0";"2";"0";"3";"1";"5"
"0995-fc92-93dc-62a9-c0e5-7349-faef-60ce";"121905";"15";"5";"miasto";"stały";"Szkoła Podstawowa nr 3 w Wieliczce, os. Sienkiewicza 14, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1498";"1655";"458";"1040";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1040";"0";"0";"1040";"3";"1";"2";"0";"1037";"94";"60";"20";"2";"2";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"3";"0";"2";"2";"454";"59";"3";"2";"353";"7";"4";"3";"2";"3";"5";"2";"1";"0";"2";"2";"1";"3";"2";"88";"36";"15";"11";"2";"2";"1";"0";"1";"3";"2";"1";"2";"6";"0";"5";"0";"0";"1";"59";"23";"8";"1";"3";"0";"4";"0";"1";"1";"0";"4";"0";"1";"6";"0";"5";"2";"342";"61";"16";"3";"152";"2";"1";"2";"2";"18";"2";"0";"74";"0";"3";"0";"1";"2";"3"
"cf98-6071-1e2c-28c3-bb5f-40b8-a75f-d57a";"121905";"15";"6";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Wieliczce, ul. Piłsudskiego 20, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1981";"2220";"448";"1533";"0";"24";"0";"0";"0";"0";"0";"0";"0";"1533";"0";"0";"1533";"2";"1";"1";"0";"1531";"142";"100";"16";"0";"0";"0";"1";"3";"1";"6";"0";"0";"0";"1";"3";"7";"0";"1";"3";"580";"80";"8";"11";"404";"8";"15";"3";"12";"8";"12";"1";"6";"0";"0";"3";"0";"6";"3";"120";"60";"14";"8";"6";"1";"3";"1";"0";"3";"1";"2";"5";"8";"2";"1";"2";"1";"2";"123";"54";"9";"2";"7";"1";"3";"0";"3";"4";"3";"8";"1";"1";"7";"1";"8";"11";"566";"98";"12";"8";"282";"8";"0";"4";"0";"10";"1";"0";"130";"3";"2";"2";"1";"1";"4"
"3caa-1642-5349-9916-8e3b-cf43-7b62-c2ec";"121905";"15";"7";"miasto";"stały";"Liceum Ogólnokształcące w Wieliczce, ul. Piłsudskiego 18, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1008";"1148";"162";"846";"0";"27";"0";"0";"0";"0";"0";"0";"0";"846";"0";"0";"846";"11";"7";"4";"0";"835";"83";"69";"4";"2";"0";"1";"0";"0";"0";"3";"0";"1";"0";"0";"0";"3";"0";"0";"0";"300";"57";"6";"8";"203";"5";"1";"2";"5";"3";"0";"0";"0";"0";"1";"3";"1";"2";"3";"109";"51";"10";"11";"4";"0";"2";"2";"0";"4";"1";"3";"6";"12";"0";"2";"0";"1";"0";"67";"28";"8";"3";"4";"2";"0";"0";"0";"0";"3";"0";"0";"1";"4";"3";"8";"3";"276";"64";"12";"9";"103";"5";"2";"0";"1";"12";"0";"0";"60";"1";"1";"1";"3";"2";"0"
"dbb0-fd73-3eda-b8b5-b8e5-b846-c373-b4fd";"121905";"15";"8";"miasto";"stały";"Świetlica Środowiskowa w Wieliczce, ul. Reformacka 76, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1228";"1415";"217";"1011";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1011";"0";"0";"1011";"6";"1";"5";"0";"1005";"165";"113";"14";"0";"0";"0";"0";"3";"0";"6";"0";"0";"0";"0";"0";"23";"1";"1";"4";"295";"60";"8";"6";"185";"3";"2";"1";"4";"6";"3";"0";"3";"3";"2";"2";"0";"3";"4";"93";"38";"5";"19";"5";"1";"4";"2";"5";"3";"1";"0";"4";"1";"2";"1";"1";"1";"0";"108";"51";"3";"5";"2";"1";"1";"4";"1";"5";"1";"16";"0";"2";"5";"0";"4";"7";"344";"105";"12";"11";"94";"5";"1";"3";"2";"14";"1";"1";"88";"2";"0";"0";"1";"3";"1"
"04f8-c866-4c78-36dd-c559-d01c-0be6-ac8d";"121905";"15";"9";"miasto";"stały";"Centrum Edukacyjno-Rekreacyjne ""Solne Miasto"" w Wieliczce, ul. Kościuszki 15, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1834";"2067";"525";"1309";"0";"21";"0";"0";"0";"0";"0";"0";"0";"1309";"0";"0";"1309";"9";"4";"5";"0";"1300";"161";"132";"11";"1";"1";"1";"2";"1";"1";"3";"0";"0";"0";"1";"1";"1";"0";"0";"5";"484";"83";"7";"6";"329";"12";"5";"7";"12";"3";"8";"1";"2";"2";"0";"2";"0";"2";"3";"130";"61";"9";"19";"3";"1";"6";"0";"4";"0";"1";"1";"5";"10";"2";"2";"1";"1";"4";"113";"44";"10";"7";"4";"4";"0";"7";"0";"2";"1";"8";"0";"2";"7";"4";"3";"10";"412";"114";"23";"14";"154";"8";"0";"3";"5";"17";"0";"0";"59";"0";"3";"1";"3";"1";"7"
"be43-fbd3-1db7-50fd-5ef1-9358-1550-b482";"121905";"15";"10";"miasto";"stały";"Szkoła Podstawowa Nr 4 w Wieliczce, ul. Krzyszkowicka 18, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1723";"1952";"327";"1396";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1396";"0";"0";"1396";"11";"4";"7";"0";"1385";"188";"138";"31";"1";"0";"2";"0";"2";"2";"2";"3";"0";"0";"1";"2";"1";"0";"0";"3";"435";"107";"10";"11";"225";"10";"4";"6";"14";"9";"14";"1";"4";"2";"2";"7";"0";"2";"7";"152";"74";"10";"20";"9";"1";"2";"1";"5";"2";"2";"0";"10";"8";"0";"2";"1";"0";"5";"127";"54";"13";"3";"8";"1";"1";"2";"1";"3";"2";"14";"1";"3";"6";"1";"2";"12";"483";"120";"24";"19";"145";"12";"2";"8";"3";"23";"8";"0";"92";"4";"1";"4";"9";"4";"5"
"9066-6a8b-1d62-f5cc-d5cd-1db6-59ff-9281";"121905";"15";"11";"miasto";"stały";"Dom Osiedlowy w Wieliczce, ul. Krzyszkowicka 5c, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1578";"1827";"246";"1332";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1332";"0";"0";"1332";"11";"6";"5";"0";"1321";"170";"131";"16";"1";"2";"1";"1";"1";"1";"3";"1";"1";"1";"1";"2";"1";"0";"1";"5";"409";"76";"13";"10";"233";"3";"10";"6";"17";"7";"6";"4";"6";"2";"3";"3";"2";"4";"4";"177";"78";"20";"27";"3";"4";"7";"2";"7";"3";"2";"0";"6";"6";"1";"7";"1";"1";"2";"108";"35";"18";"7";"4";"3";"1";"2";"2";"1";"0";"10";"1";"2";"6";"2";"4";"10";"457";"118";"17";"8";"175";"9";"1";"4";"4";"19";"0";"2";"73";"3";"2";"4";"8";"3";"7"
