"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Władysław Marcin KOSINIAK-KAMYSZ - nr na liście 1";"Joanna Ewa KORDULA - nr na liście 2";"Stanisław Andrzej SORYS - nr na liście 3";"Ryszard DROŻDŻAK - nr na liście 4";"Marcin Stanisław GAWEŁ - nr na liście 5";"Bogusław KAMIŃSKI - nr na liście 6";"Grzegorz DUDA - nr na liście 7";"Anna Teresa SKALAK - nr na liście 8";"Adam Roman BIEDROŃ - nr na liście 9";"Maria Stefania ŁAKOMA - nr na liście 10";"Marian Józef ZALEWSKI - nr na liście 11";"Stella Józefa DĄBROŚ - nr na liście 12";"Tadeusz Kazimierz ŻAK - nr na liście 13";"Magdalena Anna POWROŹNIK - nr na liście 14";"Artur Piotr CHMIELA - nr na liście 15";"Beata Maria MYŚKÓW-SKOCZEK - nr na liście 16";"Małgorzata Anna TOKARCZYK-KOZIOŁ - nr na liście 17";"Marcin Krzysztof MIKOS - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Anna Maria PIECZARKA - nr na liście 1";"Józefa SZCZUREK-ŻELAZKO - nr na liście 2";"Michał Jan WOJTKIEWICZ - nr na liście 3";"Urszula Beata RUSECKA - nr na liście 4";"Wiesław KRAJEWSKI - nr na liście 5";"Piotr Paweł SAK - nr na liście 6";"Anna Małgorzata CZECH - nr na liście 7";"Stanisław Marcin BUKOWIEC - nr na liście 8";"Mariusz Artur ZAJĄC - nr na liście 9";"Norbert Jakub KACZMARCZYK - nr na liście 10";"Jarosław Jan SORYS - nr na liście 11";"Piotr WAJDA - nr na liście 12";"Celina Joanna JACEWICZ - nr na liście 13";"Małgorzata Anna JAŚKO - nr na liście 14";"Magdalena Anna KOPCZYŃSKA - nr na liście 15";"Kazimierz Józef ŻUROWSKI - nr na liście 16";"Dariusz Piotr PIETRUSZKA - nr na liście 17";"Wojciech SKRUCH - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Jacek Andrzej JABŁOŃSKI - nr na liście 1";"Jerzy Andrzej WOŹNIAK - nr na liście 2";"Ewa SKOWROŃSKA - nr na liście 3";"Dorota KOCOŃ - nr na liście 4";"Stanisław Andrzej PIWOWARSKI - nr na liście 5";"Agnieszka Anna SIENICKA - nr na liście 6";"Antoni CZAPKIEWICZ - nr na liście 7";"Maria Bernadeta WILCZYŃSKA - nr na liście 8";"Przemysław Tomasz DAŃDA - nr na liście 9";"Przemysław WĘGRZYN - nr na liście 10";"Romana Anna JEWUŁA - nr na liście 11";"Renata Lucyna NIZIOŁEK - nr na liście 12";"Liliana Karolina KONOPKA - nr na liście 13";"Artur Łukasz BOROWICZ - nr na liście 14";"Justyna Magdalena MAŁEK - nr na liście 15";"Maciej Jan MROZOWSKI - nr na liście 16";"Alicja Łucja SERWIN - nr na liście 17";"Andrzej Stefan SZTORC - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Czesław Alfred KWAŚNIAK - nr na liście 1";"Radosław Michał MACOŃ - nr na liście 2";"Konrad Mariusz WÓJCIKIEWICZ - nr na liście 3";"Barbara Janina ŁACH - nr na liście 4";"Grzegorz Wojciech POCIĘGIEL - nr na liście 5";"Andrzej Piotr SZUBA - nr na liście 6";"Agata Magdalena SMOŁA - nr na liście 7";"Ewelina Anna JEZIOREK - nr na liście 8";"Marta Magdalena MUCHA - nr na liście 9";"Maria Barbara LECHOWICZ - nr na liście 10";"Kamil STACHOWICZ - nr na liście 11";"Alina Barbara BORYCZKA - nr na liście 12";"Karol Zygmunt SERAFIN - nr na liście 13";"Maciej Zbigniew SOSIN - nr na liście 14";"Jadwiga Maria NOWAK - nr na liście 15";"Bartłomiej Bogusław NIEDZIUŁKA - nr na liście 16";"Krzysztof Grzegorz GAGATEK - nr na liście 17";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Urszula Danuta AUGUSTYN - nr na liście 1";"Robert Marian WARDZAŁA - nr na liście 2";"Jacek Paweł PAJĄK - nr na liście 3";"Lech Jerzy PANKIEWICZ - nr na liście 4";"Barbara Maria KRUPA - nr na liście 5";"Grzegorz Maciej CYGONIK - nr na liście 6";"Jolanta Agata KRAMARCZYK - nr na liście 7";"Krzysztof Tadeusz JANAS - nr na liście 8";"Anna Beata POLAŃSKA - nr na liście 9";"Adam Marian KRAMARCZYK - nr na liście 10";"Rafał Leszek ROJEWSKI - nr na liście 11";"Łukasz SADKIEWICZ - nr na liście 12";"Piotr SZKLARSKI - nr na liście 13";"Magdalena Joanna ŁACNA - nr na liście 14";"Oliwia Julia BŁESZYŃSKA - nr na liście 15";"Tomasz Antoni KLUZA - nr na liście 16";"Dominika Kinga GONDEK-PODOSEK - nr na liście 17";"Bogusław SAMBOR - nr na liście 18"
"65c6-c945-1a27-aeb8-6e9e-849a-8d4a-022d";"121905";"15";"12";"wieś";"stały";"Szkoła Podstawowa w Sierczy, Siercza 428, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1074";"1188";"306";"768";"2";"1";"0";"0";"0";"0";"0";"0";"0";"768";"0";"0";"768";"7";"2";"5";"0";"761";"74";"53";"10";"0";"0";"0";"1";"2";"1";"1";"1";"0";"0";"0";"0";"3";"1";"1";"0";"377";"57";"4";"0";"274";"1";"3";"1";"5";"7";"12";"0";"1";"0";"3";"4";"0";"2";"3";"50";"26";"4";"6";"0";"0";"0";"3";"0";"4";"0";"0";"1";"4";"0";"1";"0";"1";"0";"57";"22";"5";"3";"2";"2";"4";"1";"0";"3";"1";"3";"1";"0";"3";"0";"6";"1";"203";"36";"6";"7";"71";"0";"0";"0";"0";"46";"1";"0";"28";"1";"3";"1";"1";"0";"2"
"f51a-8a9c-6336-5b95-0da2-dd87-02d9-b81d";"121905";"15";"13";"wieś";"stały";"Świetlica Środowiskowa w Sygneczowie, Sygneczów 260, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1397";"1544";"415";"982";"1";"3";"0";"0";"0";"0";"0";"0";"0";"982";"0";"1";"981";"17";"11";"6";"0";"964";"76";"53";"7";"0";"0";"1";"0";"1";"1";"6";"0";"0";"0";"1";"0";"0";"0";"1";"5";"408";"59";"6";"7";"282";"19";"7";"2";"3";"2";"9";"0";"5";"0";"1";"3";"0";"1";"2";"78";"28";"6";"8";"3";"2";"2";"0";"4";"2";"0";"1";"5";"12";"1";"3";"0";"1";"0";"89";"25";"14";"5";"4";"1";"1";"5";"0";"5";"3";"10";"0";"0";"4";"2";"4";"6";"313";"68";"12";"7";"92";"5";"1";"2";"5";"32";"3";"1";"75";"3";"1";"1";"0";"1";"4"
"a6fc-828d-659a-1075-0236-31fa-2ee4-3b1e";"121905";"15";"14";"wieś";"stały";"Szkoła Podstawowa w Golkowicach, Golkowice 454, 30-698 Kraków";"gm. Wieliczka";"wielicki";"małopolskie";"1339";"1487";"482";"857";"0";"1";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"5";"5";"0";"0";"852";"61";"41";"4";"0";"1";"0";"1";"5";"0";"3";"0";"0";"2";"0";"0";"0";"1";"1";"2";"488";"97";"7";"6";"331";"7";"4";"5";"3";"4";"11";"0";"2";"3";"0";"1";"1";"2";"4";"73";"21";"6";"10";"5";"0";"1";"3";"5";"3";"0";"0";"6";"7";"1";"1";"2";"1";"1";"88";"39";"4";"5";"10";"0";"2";"2";"1";"3";"0";"6";"0";"2";"5";"0";"3";"6";"142";"44";"8";"13";"25";"2";"3";"3";"0";"14";"0";"0";"20";"2";"1";"2";"0";"3";"2"
"4e62-ed89-f95e-85e9-e454-7c74-efcc-7c92";"121905";"15";"15";"wieś";"stały";"Świetlica Środowiskowa w Janowicach, Janowice 402, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"930";"1027";"289";"641";"0";"2";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"3";"0";"3";"0";"638";"55";"39";"3";"1";"0";"0";"0";"4";"0";"4";"1";"0";"1";"0";"0";"2";"0";"0";"0";"403";"62";"7";"4";"286";"7";"1";"2";"8";"3";"4";"1";"5";"3";"0";"5";"2";"0";"3";"34";"9";"7";"3";"0";"2";"1";"1";"1";"0";"1";"0";"1";"5";"2";"1";"0";"0";"0";"33";"11";"2";"2";"1";"0";"4";"2";"1";"2";"0";"4";"0";"0";"4";"0";"0";"0";"113";"24";"3";"4";"30";"0";"1";"1";"0";"21";"0";"0";"25";"4";"0";"0";"0";"0";"0"
"a391-24a3-2283-bb7d-5761-9d17-2717-2d17";"121905";"15";"16";"wieś";"stały";"Szkoła Podstawowa w Podstolicach, Podstolice 204, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"766";"852";"223";"543";"0";"0";"0";"0";"0";"0";"0";"0";"0";"543";"0";"0";"543";"0";"0";"0";"0";"543";"45";"32";"7";"0";"1";"0";"0";"2";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"335";"47";"3";"3";"257";"1";"3";"1";"2";"3";"6";"1";"1";"0";"0";"0";"0";"2";"5";"27";"17";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"1";"1";"0";"0";"62";"19";"8";"7";"0";"0";"0";"1";"1";"3";"0";"7";"0";"2";"1";"0";"12";"1";"74";"12";"1";"0";"19";"5";"0";"0";"1";"5";"1";"0";"23";"1";"3";"1";"0";"0";"2"
"29a7-1879-4741-8552-058e-5a60-edb1-83a9";"121905";"15";"17";"wieś";"stały";"Szkoła Podstawowa w Koźmicach Wielkich, Koźmice Wielkie 605, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1134";"1250";"367";"767";"1";"5";"0";"0";"0";"0";"0";"0";"0";"767";"0";"0";"767";"9";"3";"6";"0";"758";"83";"56";"9";"0";"3";"0";"0";"5";"2";"0";"0";"0";"1";"0";"1";"5";"0";"0";"1";"502";"84";"10";"4";"359";"3";"2";"2";"14";"12";"5";"0";"4";"0";"0";"0";"0";"2";"1";"28";"15";"0";"3";"1";"0";"0";"2";"1";"0";"0";"0";"0";"0";"1";"1";"0";"3";"1";"47";"13";"6";"3";"1";"0";"0";"5";"0";"1";"1";"8";"0";"1";"2";"2";"2";"2";"98";"30";"4";"4";"18";"0";"0";"0";"2";"15";"0";"0";"21";"2";"0";"0";"0";"1";"1"
"a689-3646-cd0c-2225-9d25-efad-8694-2474";"121905";"15";"18";"wieś";"stały";"Szkoła Podstawowa w Koźmicach Wielkich, Koźmice Wielkie 605, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1181";"1305";"326";"855";"0";"2";"0";"0";"0";"0";"0";"0";"0";"855";"0";"0";"855";"2";"2";"0";"0";"853";"72";"60";"6";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"479";"70";"2";"5";"349";"5";"1";"4";"12";"3";"14";"0";"3";"2";"1";"2";"0";"2";"4";"55";"32";"4";"1";"3";"0";"0";"0";"6";"1";"2";"0";"1";"5";"0";"0";"0";"0";"0";"65";"28";"3";"3";"4";"2";"1";"0";"0";"3";"1";"13";"1";"0";"2";"0";"1";"3";"182";"46";"3";"8";"55";"1";"0";"2";"3";"29";"1";"0";"29";"1";"0";"2";"0";"0";"2"
"7023-1416-e045-8a38-99cd-c3dd-c966-ea95";"121905";"15";"19";"wieś";"stały";"Szkoła Podstawowa w Byszycach, Byszyce 1, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"549";"613";"141";"408";"1";"2";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"3";"2";"1";"0";"405";"23";"18";"3";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"288";"16";"1";"1";"253";"2";"0";"2";"1";"6";"1";"0";"2";"2";"0";"0";"0";"0";"1";"15";"8";"0";"2";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"28";"16";"1";"5";"0";"0";"0";"1";"0";"0";"0";"1";"0";"1";"1";"0";"1";"1";"51";"10";"2";"0";"13";"2";"1";"0";"3";"4";"0";"0";"13";"1";"0";"0";"1";"0";"1"
"c5a6-9128-6b41-4587-9333-69a2-e8fb-9774";"121905";"15";"20";"wieś";"stały";"Szkoła Podstawowa w Gorzkowie, Gorzków 168, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1030";"1143";"322";"708";"0";"2";"0";"0";"0";"0";"0";"0";"0";"708";"0";"0";"708";"8";"3";"5";"0";"700";"68";"50";"13";"0";"0";"0";"1";"2";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"422";"60";"5";"4";"310";"3";"1";"4";"8";"2";"9";"3";"3";"1";"0";"5";"1";"2";"1";"42";"22";"2";"3";"2";"1";"2";"3";"0";"2";"0";"0";"0";"1";"0";"0";"0";"4";"0";"36";"12";"2";"3";"1";"0";"1";"0";"1";"2";"0";"5";"0";"0";"1";"0";"5";"3";"132";"25";"4";"2";"34";"2";"1";"2";"1";"19";"4";"0";"34";"0";"0";"0";"1";"2";"1"
"2c48-bd09-1a26-dd46-620a-ca10-d488-4aba";"121905";"15";"21";"wieś";"stały";"Szkoła Podstawowa w Raciborsku, Raciborsko 71, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"889";"993";"244";"645";"0";"1";"0";"0";"0";"0";"0";"0";"0";"645";"0";"0";"645";"6";"2";"4";"0";"639";"65";"54";"5";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"356";"40";"3";"3";"284";"1";"3";"2";"2";"8";"8";"0";"1";"0";"0";"1";"0";"0";"0";"50";"22";"2";"4";"1";"0";"0";"1";"14";"2";"0";"0";"1";"1";"1";"0";"1";"0";"0";"40";"16";"3";"0";"3";"2";"4";"2";"2";"3";"1";"1";"0";"1";"0";"0";"0";"2";"128";"42";"5";"2";"23";"1";"2";"2";"0";"11";"0";"0";"36";"2";"0";"0";"1";"0";"1"
"19a5-8cd7-5aa0-a16c-9d55-dae3-1255-fcf4";"121905";"15";"22";"wieś";"stały";"Szkoła Podstawowa w Grajowie, Grajów 177, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"663";"741";"228";"435";"1";"5";"0";"0";"0";"0";"0";"0";"0";"435";"0";"0";"435";"7";"2";"5";"0";"428";"46";"37";"4";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"254";"35";"7";"4";"186";"2";"1";"0";"1";"4";"2";"0";"10";"0";"0";"1";"1";"0";"0";"28";"14";"1";"1";"1";"0";"0";"0";"3";"0";"1";"0";"2";"2";"0";"2";"0";"0";"1";"22";"9";"5";"1";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"1";"78";"16";"0";"0";"34";"0";"1";"0";"0";"6";"0";"0";"20";"0";"0";"0";"0";"0";"1"
"49f8-b1e4-6444-c1f8-b8d5-5576-bf16-f7a4";"121905";"15";"23";"wieś";"stały";"Świetlica Środowiskowa w Mietniowie, Mietniów 353, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"789";"881";"188";"601";"0";"0";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"2";"2";"0";"0";"599";"77";"33";"40";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"268";"46";"3";"0";"187";"4";"7";"3";"3";"4";"4";"0";"1";"0";"1";"1";"1";"2";"1";"37";"13";"5";"2";"1";"2";"0";"0";"2";"2";"0";"0";"0";"5";"0";"1";"1";"3";"0";"47";"14";"1";"0";"1";"0";"2";"2";"1";"0";"0";"3";"0";"0";"20";"0";"1";"2";"170";"34";"3";"1";"51";"0";"0";"0";"3";"8";"0";"0";"67";"0";"0";"0";"1";"2";"0"
"d891-bc7b-8ddc-6dbf-c39e-83b6-9ec7-f589";"121905";"15";"24";"wieś";"stały";"Wiejski Dom Kultury w Pawlikowicach, Pawlikowice 71, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1325";"1480";"404";"921";"7";"3";"0";"0";"0";"0";"0";"0";"0";"921";"0";"0";"921";"7";"2";"5";"0";"914";"96";"68";"16";"0";"1";"0";"1";"1";"0";"2";"0";"2";"0";"0";"2";"0";"0";"1";"2";"463";"70";"2";"6";"325";"3";"7";"5";"8";"6";"15";"0";"2";"2";"2";"1";"1";"3";"5";"65";"29";"4";"9";"3";"0";"3";"3";"0";"1";"1";"0";"1";"6";"0";"1";"2";"2";"0";"78";"31";"5";"7";"5";"2";"3";"0";"1";"1";"2";"2";"0";"0";"13";"0";"0";"6";"212";"45";"9";"10";"62";"6";"0";"2";"1";"20";"0";"1";"43";"2";"2";"0";"3";"2";"4"
"707a-15f3-ebb7-9756-1039-8489-f620-7bc1";"121905";"15";"25";"wieś";"stały";"Szkoła Podstawowa w Grajowie lokalizacja w Dobranowicach, Dobranowice 121, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"482";"540";"137";"345";"0";"1";"0";"0";"0";"0";"0";"0";"0";"344";"0";"0";"344";"4";"4";"0";"0";"340";"26";"22";"2";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"215";"25";"3";"1";"111";"2";"1";"0";"1";"1";"16";"0";"53";"0";"0";"0";"1";"0";"0";"23";"10";"0";"5";"1";"1";"0";"0";"2";"0";"1";"0";"0";"1";"0";"2";"0";"0";"0";"28";"10";"5";"0";"0";"0";"2";"0";"0";"0";"1";"4";"0";"0";"2";"0";"1";"3";"48";"4";"1";"1";"25";"0";"0";"0";"0";"3";"0";"0";"14";"0";"0";"0";"0";"0";"0"
"d465-51e0-043b-e792-e27b-0fce-0258-16fc";"121905";"15";"26";"wieś";"stały";"Dom Strażaka w Chorągwicy, Chorągwica 140, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"674";"749";"218";"456";"0";"4";"0";"0";"0";"0";"0";"0";"0";"456";"0";"0";"456";"3";"3";"0";"0";"453";"35";"26";"6";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"239";"30";"4";"1";"185";"1";"0";"3";"1";"4";"1";"1";"3";"0";"1";"1";"0";"3";"0";"43";"15";"6";"4";"0";"2";"0";"0";"0";"13";"1";"0";"1";"0";"0";"1";"0";"0";"0";"35";"21";"1";"2";"1";"1";"1";"0";"1";"1";"1";"2";"0";"0";"0";"0";"1";"2";"101";"32";"6";"2";"33";"2";"0";"0";"0";"3";"1";"0";"20";"0";"1";"0";"0";"1";"0"
"8a73-a9f1-229f-c40c-a327-b6cf-d18f-329e";"121905";"15";"27";"wieś";"stały";"Świetlica Środowiskowa w Lednicy Górnej, Lednica Górna 451, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1063";"1199";"289";"774";"0";"0";"0";"0";"0";"0";"0";"0";"0";"774";"0";"0";"774";"11";"7";"4";"0";"763";"117";"87";"16";"0";"0";"1";"0";"1";"0";"2";"1";"1";"0";"0";"0";"6";"0";"0";"2";"283";"33";"8";"3";"208";"1";"6";"4";"1";"3";"1";"1";"9";"1";"1";"1";"1";"0";"1";"83";"47";"8";"2";"1";"0";"0";"1";"3";"2";"4";"1";"3";"8";"2";"0";"0";"0";"1";"67";"14";"5";"0";"1";"1";"8";"0";"0";"1";"0";"2";"1";"0";"25";"1";"5";"3";"213";"61";"9";"10";"53";"4";"0";"3";"4";"10";"0";"1";"53";"1";"1";"0";"1";"1";"1"
"dd1d-8f28-a873-5165-67af-2079-6576-8f2e";"121905";"15";"28";"wieś";"stały";"Świetlica Środowiskowa w Sułkowie, Sułków 467, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1032";"1173";"266";"766";"0";"4";"0";"0";"0";"0";"0";"0";"0";"766";"0";"0";"766";"13";"12";"1";"0";"753";"109";"81";"8";"1";"0";"0";"2";"2";"0";"2";"1";"0";"0";"1";"0";"9";"1";"0";"1";"335";"63";"4";"5";"231";"4";"2";"2";"1";"3";"6";"0";"2";"0";"1";"4";"1";"3";"3";"43";"23";"3";"6";"0";"1";"0";"0";"1";"0";"0";"1";"2";"4";"1";"1";"0";"0";"0";"76";"30";"4";"4";"2";"1";"0";"2";"2";"4";"2";"6";"1";"1";"8";"2";"3";"4";"190";"40";"8";"7";"51";"3";"0";"6";"0";"10";"0";"0";"53";"3";"0";"0";"2";"2";"5"
"fd27-7cb8-36cb-eeab-ada0-25f7-5023-d025";"121905";"15";"29";"wieś";"stały";"Wiejski Dom Kultury w Małej Wsi, Mała Wieś 303, 32-002 Węgrzce Wielkie";"gm. Wieliczka";"wielicki";"małopolskie";"713";"794";"180";"533";"0";"3";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"8";"5";"3";"0";"525";"41";"29";"2";"0";"0";"1";"1";"1";"0";"3";"0";"0";"0";"1";"0";"0";"0";"0";"3";"275";"59";"2";"9";"179";"0";"1";"2";"1";"4";"6";"0";"3";"0";"1";"4";"0";"4";"0";"23";"14";"2";"5";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"39";"15";"1";"3";"2";"3";"4";"1";"1";"3";"1";"1";"1";"0";"1";"0";"0";"2";"147";"28";"1";"3";"38";"2";"0";"1";"0";"7";"0";"0";"62";"2";"0";"0";"0";"2";"1"
"92c8-c471-3ab8-47e7-74c3-c952-49a9-e3bd";"121905";"15";"30";"wieś";"stały";"Wiejski Dom Kultury w Strumianach, Strumiany 254, 32-002 Węgrzce Wielkie";"gm. Wieliczka";"wielicki";"małopolskie";"463";"506";"87";"376";"0";"2";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"3";"2";"1";"0";"373";"42";"31";"4";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"3";"134";"27";"0";"1";"86";"0";"4";"1";"0";"6";"1";"0";"3";"0";"2";"0";"0";"2";"1";"33";"18";"2";"2";"2";"0";"2";"0";"0";"0";"0";"0";"2";"2";"0";"2";"0";"1";"0";"29";"12";"6";"3";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"5";"135";"28";"1";"2";"25";"5";"0";"4";"1";"7";"0";"0";"53";"3";"0";"4";"0";"2";"0"
"f34e-7af6-339a-4c9e-a915-5067-1c79-6594";"121905";"15";"31";"wieś";"stały";"Szkoła Podstawowa w Węgrzcach Wielkich, Wegrzce Wielkie 190, 32-002 Węgrzce Wielkie";"gm. Wieliczka";"wielicki";"małopolskie";"1633";"1820";"337";"1296";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1296";"0";"1";"1295";"13";"7";"6";"0";"1282";"126";"96";"12";"1";"2";"0";"0";"2";"1";"5";"0";"0";"0";"1";"0";"2";"0";"4";"0";"570";"109";"4";"8";"369";"6";"6";"8";"4";"8";"18";"3";"3";"0";"4";"6";"1";"1";"12";"84";"50";"8";"9";"5";"0";"1";"2";"0";"1";"1";"0";"1";"2";"0";"0";"1";"3";"0";"93";"48";"9";"3";"6";"0";"4";"1";"1";"2";"1";"8";"0";"0";"4";"0";"1";"5";"409";"99";"11";"12";"45";"11";"5";"4";"3";"14";"13";"1";"177";"4";"2";"3";"2";"1";"2"
"958a-ae27-bad4-afee-18ac-3908-d443-6fec";"121905";"15";"32";"wieś";"stały";"Szkoła Podstawowa w Grabiu, Grabie 2, 32-002 Węgrzce Wielkie";"gm. Wieliczka";"wielicki";"małopolskie";"558";"614";"154";"404";"0";"1";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"6";"5";"1";"0";"398";"36";"25";"5";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"4";"1";"0";"0";"197";"19";"0";"0";"159";"2";"2";"0";"2";"2";"5";"1";"1";"0";"2";"1";"0";"0";"1";"15";"7";"1";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"22";"9";"1";"1";"1";"2";"0";"0";"2";"3";"0";"2";"0";"0";"0";"0";"0";"1";"128";"4";"0";"1";"3";"0";"0";"0";"0";"1";"0";"0";"118";"1";"0";"0";"0";"0";"0"
"301e-5fa0-4906-c63b-f43d-24b4-dd71-e308";"121905";"15";"33";"wieś";"stały";"Dom Ludowy w Brzegach, Brzegi 234, 32-002 Węgrzce Wielkie";"gm. Wieliczka";"wielicki";"małopolskie";"449";"502";"115";"334";"0";"2";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"2";"1";"1";"0";"332";"30";"21";"3";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"175";"28";"0";"2";"127";"2";"3";"1";"0";"2";"5";"0";"0";"1";"1";"1";"0";"0";"2";"8";"5";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"14";"1";"0";"0";"12";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"88";"15";"2";"2";"6";"2";"0";"1";"1";"0";"0";"0";"56";"0";"0";"1";"2";"0";"0"
