Nr komisji;Siedziba;TERYT Gminy;Gmina;Powiat;Województwo;Nr okręgu;Liczba komisji;Liczba uwzględnionych komisji;Komisja otrzymała kart do głosowania;Liczba wyborców uprawnionych do głosowania;Nie wykorzystano kart do głosowania;Liczba wyborców, którym wydano karty do głosowania;Liczba wyborców, którym wysłano pakiety wyborcze;Liczba wyborców, którym wydano karty do głosowania w lokalu wyborczym oraz w głosowaniu korespondencyjnym (łącznie);Liczba wyborców głosujących przez pełnomocnika;Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania;Liczba otrzymanych kopert zwrotnych;Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu;Liczba kopert zwrotnych, w których oświadczenie nie było podpisane;Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania;Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania;Liczba kopert na kartę do głosowania wrzuconych do urny;Liczba kart wyjętych z urny;W tym liczba kart wyjętych z kopert na kartę do głosowania;Liczba kart nieważnych;Liczba kart ważnych;Liczba głosów nieważnych;W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list;W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata;W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona;Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów;KOMITET WYBORCZY BEZPARTYJNI SAMORZĄDOWCY;KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE;KOMITET WYBORCZY NOWA LEWICA;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ;KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ;KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI;KOMITET WYBORCZY POLSKA JEST JEDNA;KOMITET WYBORCZY WYBORCÓW RUCHU DOBROBYTU I POKOJU;KOMITET WYBORCZY NORMALNY KRAJ;KOMITET WYBORCZY ANTYPARTIA;KOMITET WYBORCZY RUCH NAPRAWY POLSKI;KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA
13;Spółdzielczy Dom Kultury KORELAT w Oleśnicy, ul. Jana Kochanowskiego 5, 56-400 Oleśnica;21401;m. Oleśnica;oleśnicki;dolnośląskie;3;1;1;1292;1344;239;1053;0;1053;6;6;0;0;0;0;0;0;1053;0;0;1053;10;5;5;0;1043;39;129;114;307;64;373;17;;;;;
14;Hala Sportowa OKR Atol w Oleśnicy, ul. Jana Kochanowskiego 2, 56-400 Oleśnica;21401;m. Oleśnica;oleśnicki;dolnośląskie;3;1;1;1454;1591;227;1227;1;1228;1;9;1;0;0;0;0;1;1226;1;0;1226;17;9;8;0;1209;44;164;122;320;90;457;12;;;;;
15;Cech Rzemiosł Różnych oraz Małej i Średniej Przedsiębiorczości w Oleśnicy, ul. Wrocławska 41 - 43, 56-400 Oleśnica;21401;m. Oleśnica;oleśnicki;dolnośląskie;3;1;1;1301;1435;152;1149;1;1150;2;15;1;0;0;0;0;1;1150;1;0;1150;10;5;5;0;1140;30;178;101;338;74;402;17;;;;;
16;Oleśnicka Biblioteka Publiczna, ul. Mikołaja Reja 10, 56-400 Oleśnica;21401;m. Oleśnica;oleśnicki;dolnośląskie;3;1;1;1351;1501;169;1181;0;1181;1;14;0;0;0;0;0;0;1181;0;0;1181;12;5;7;0;1169;65;174;104;310;64;432;20;;;;;
17;Szkoła Podstawowa nr 8 im. Noblistów Polskich w Oleśnicy, ul. Wiejska 35, 56-400 Oleśnica;21401;m. Oleśnica;oleśnicki;dolnośląskie;3;1;1;1056;1012;146;910;0;910;2;8;0;0;0;0;0;0;910;0;0;910;13;5;8;0;897;27;138;83;229;40;366;14;;;;;
18;Szkoła Podstawowa nr 7 im. Jana Pawła II w Oleśnicy (wejście od ul. Chopina), ul. Juliusza Słowackiego 4, 56-400 Oleśnica;21401;m. Oleśnica;oleśnicki;dolnośląskie;3;1;1;1128;1189;276;852;1;853;4;5;1;0;0;0;0;1;853;1;0;853;16;7;9;0;837;22;102;99;302;45;256;11;;;;;
19;Zespół Szkół Zawodowych im. Marii Skłodowskiej-Curie w Oleśnicy, ul. Wojska Polskiego 67/69, 56-400 Oleśnica;21401;m. Oleśnica;oleśnicki;dolnośląskie;3;1;1;1242;1399;140;1102;2;1104;3;8;2;0;0;0;0;2;1104;2;0;1104;20;6;14;0;1084;29;199;106;261;66;402;21;;;;;
20;Przedszkole nr 6 w Oleśnicy, ul. Kazimierza Wielkiego 7, 56-400 Oleśnica;21401;m. Oleśnica;oleśnicki;dolnośląskie;3;1;1;1341;1368;262;1078;0;1078;1;11;0;0;0;0;0;0;1077;0;0;1077;17;10;7;0;1060;32;167;114;240;84;398;25;;;;;
21;Szkoła Podstawowa nr 3 im. Podróżników i Odkrywców Polskich w Oleśnicy, ul. Jana Kochanowskiego 8, 56-400 Oleśnica;21401;m. Oleśnica;oleśnicki;dolnośląskie;3;1;1;1641;1667;267;1374;1;1375;2;10;1;0;0;0;0;1;1375;1;0;1375;10;6;4;0;1365;33;225;147;330;101;517;12;;;;;
1;Centrum Usług Wspólnych w Bierutowie, ul. Kolejowa 7, 56-420 Bierutów;21402;gm. Bierutów;oleśnicki;dolnośląskie;3;1;1;1900;2012;467;1433;1;1434;6;16;1;0;0;0;0;1;1434;1;0;1434;26;8;18;0;1408;26;191;94;498;83;496;20;;;;;
2;Zespół Szkół Ponadpodstawowych w Bierutowie, ul. Plac Kościelny 2, 56-420 Bierutów;21402;gm. Bierutów;oleśnicki;dolnośląskie;3;1;1;1400;1504;408;991;2;993;7;22;2;0;0;0;0;2;993;2;0;993;21;12;9;0;972;25;116;72;380;71;293;15;;;;;
3;Szkoła Podstawowa w Wabienicach, Wabienice 92, 56-420 Bierutów;21402;gm. Bierutów;oleśnicki;dolnośląskie;3;1;1;300;311;87;213;0;213;0;1;0;0;0;0;0;0;213;0;0;213;10;6;4;0;203;8;22;14;93;10;54;2;;;;;
4;Szkoła Podstawowa w Zbytowej, Zbytowa 59a, 56-420 Bierutów;21402;gm. Bierutów;oleśnicki;dolnośląskie;3;1;1;550;600;132;418;0;418;0;4;0;0;0;0;0;0;418;0;0;418;7;5;2;0;411;12;45;19;204;25;91;15;;;;;
5;Budynek po szkole w Posadowicach, Posadowice 7, 56-420 Bierutów;21402;gm. Bierutów;oleśnicki;dolnośląskie;3;1;1;349;358;138;211;0;211;0;2;0;0;0;0;0;0;211;0;0;211;9;5;4;0;202;3;19;12;89;16;56;7;;;;;
6;Budynek po szkole w Solnikach Wielkich, Solniki Wielkie 22, 56-420 Bierutów;21402;gm. Bierutów;oleśnicki;dolnośląskie;3;1;1;351;371;101;250;0;250;1;2;0;0;0;0;0;0;250;0;0;250;3;2;1;0;247;11;36;26;101;19;52;2;;;;;
7;Budynek po szkole w Paczkowie, Paczków 24, 56-420 Bierutów;21402;gm. Bierutów;oleśnicki;dolnośląskie;3;1;1;150;182;32;118;0;118;0;3;0;0;0;0;0;0;118;0;0;118;2;1;1;0;116;5;13;5;59;7;26;1;;;;;
8;Świetlica OSP, Gorzesław 25, 56-420 Bierutów;21402;gm. Bierutów;oleśnicki;dolnośląskie;3;1;1;250;286;54;196;0;196;0;2;0;0;0;0;0;0;196;0;0;196;16;11;5;0;180;14;28;11;72;19;32;4;;;;;
9;Świetlica Wiejska, Jemielna 16, 56-420 Bierutów;21402;gm. Bierutów;oleśnicki;dolnośląskie;3;1;1;150;160;61;89;0;89;0;1;0;0;0;0;0;0;89;0;0;89;3;2;1;0;86;3;18;2;27;4;30;2;;;;;
10;Świetlica Wiejska, Karwiniec 22d, 56-420 Bierutów;21402;gm. Bierutów;oleśnicki;dolnośląskie;3;1;1;350;355;111;239;0;239;0;1;0;0;0;0;0;0;239;0;0;239;5;4;1;0;234;5;32;10;84;18;84;1;;;;;
11;Świetlica Wiejska, Kruszowice 34, 56-420 Bierutów;21402;gm. Bierutów;oleśnicki;dolnośląskie;3;1;1;150;152;44;106;0;106;0;1;0;0;0;0;0;0;106;0;0;106;6;4;2;0;100;1;23;5;32;10;28;1;;;;;
12;Szkoła Podstawowa w Wabienicach, Wabienice 92, 56-420 Bierutów;21402;gm. Bierutów;oleśnicki;dolnośląskie;3;1;1;350;371;135;215;0;215;0;0;0;0;0;0;0;0;215;0;0;215;8;6;2;0;207;10;30;17;77;26;41;6;;;;;
13;Świetlica Wiejska, Solniki Małe 7a, 56-420 Bierutów;21402;gm. Bierutów;oleśnicki;dolnośląskie;3;1;1;350;394;100;250;0;250;0;2;0;0;0;0;0;0;250;0;0;250;8;6;2;0;242;5;21;10;125;17;63;1;;;;;
14;Świetlica Wiejska, Zawidowice 39a, 56-420 Bierutów;21402;gm. Bierutów;oleśnicki;dolnośląskie;3;1;1;200;216;45;155;0;155;1;2;0;0;0;0;0;0;155;0;0;155;13;9;4;0;142;5;8;12;74;9;30;4;;;;;
1;Szkoła Podstawowa im. Ireny Sendlerowej, ul. Parkowa 5, 56-410 Dobroszyce;21403;gm. Dobroszyce;oleśnicki;dolnośląskie;3;1;1;2201;2258;416;1785;2;1787;4;64;2;1;0;0;0;1;1785;1;0;1785;26;15;11;0;1759;51;270;159;579;137;533;30;;;;;
2;Szkoła Podstawowa im. Ireny Sendlerowej, ul. Parkowa 5, 56-410 Dobroszyce;21403;gm. Dobroszyce;oleśnicki;dolnośląskie;3;1;1;1802;2009;332;1470;1;1471;2;62;1;1;0;0;0;0;1470;0;0;1470;14;5;9;0;1456;58;170;103;532;116;454;23;;;;;
3;Szkoła Podstawowa im. Orła Białego, Dobrzeń 9A, 56-410 Dobroszyce;21403;gm. Dobroszyce;oleśnicki;dolnośląskie;3;1;1;1101;1213;283;818;0;818;1;15;0;0;0;0;0;0;818;0;1;817;20;13;7;0;797;25;123;43;320;66;207;13;;;;;
1;Zespół Szkół w Dziadowej Kłodzie, ul. Słoneczna 5, 56-504 Dziadowa Kłoda;21404;gm. Dziadowa Kłoda;oleśnicki;dolnośląskie;3;1;1;1250;1352;310;939;0;939;0;2;0;0;0;0;0;0;939;0;0;939;34;21;13;0;905;27;171;80;249;76;260;42;;;;;
2;Szkoła Podstawowa w Miłowicach, Miłowice 27, 56-504 Dziadowa Kłoda;21404;gm. Dziadowa Kłoda;oleśnicki;dolnośląskie;3;1;1;1100;1211;316;784;0;784;1;6;0;0;0;0;0;0;784;0;0;784;33;33;0;0;751;17;175;55;298;48;139;19;;;;;
3;Świetlica wiejska w Dalborowicach, Dalborowice ul. Namysłowska 19, 56-504 Dziadowa Kłoda;21404;gm. Dziadowa Kłoda;oleśnicki;dolnośląskie;3;1;1;800;863;226;574;0;574;0;3;0;0;0;0;0;0;574;0;0;574;28;19;9;0;546;13;119;29;211;49;111;14;;;;;
1;Miejsko-Gminny Ośrodek Kultury w Międzyborzu, ul. Wrocławska 8, 56-513 Międzybórz;21405;gm. Międzybórz;oleśnicki;dolnośląskie;3;1;1;802;876;199;603;0;603;0;17;0;0;0;0;0;0;603;0;0;603;16;6;10;0;587;23;94;47;201;45;169;8;;;;;
2;Miejsko-Gminny Ośrodek Kultury w Międzyborzu, ul. Wrocławska 8, 56-513 Międzybórz;21405;gm. Międzybórz;oleśnicki;dolnośląskie;3;1;1;803;880;159;644;0;644;0;3;0;0;0;0;0;0;644;0;0;644;10;6;4;0;634;17;109;50;178;67;201;12;;;;;
3;Szkoła Podstawowa im. Jerzego Badury w Międzyborzu, ul. Wrocławska 6 - 6a, 56-513 Międzybórz;21405;gm. Międzybórz;oleśnicki;dolnośląskie;3;1;1;601;648;240;361;0;361;0;3;0;0;0;0;0;0;361;0;0;361;14;9;5;0;347;16;52;22;144;32;79;2;;;;;
4;Świetlica wiejska w Bukowinie Sycowskiej, Bukowina Sycowska 20A, 56-513 Międzybórz;21405;gm. Międzybórz;oleśnicki;dolnośląskie;3;1;1;803;851;226;577;0;577;0;11;0;0;0;0;0;0;577;0;1;576;24;14;10;0;552;16;79;39;197;52;163;6;;;;;
5;Świetlica Wiejska, Klonów 27, 56-513 Międzybórz;21405;gm. Międzybórz;oleśnicki;dolnośląskie;3;1;1;250;250;69;181;0;181;0;1;0;0;0;0;0;0;181;0;0;181;3;3;0;0;178;4;22;18;76;13;41;4;;;;;
6;Świetlica Wiejska, Kraszów 35A, 56-513 Międzybórz;21405;gm. Międzybórz;oleśnicki;dolnośląskie;3;1;1;300;330;87;213;0;213;0;2;0;0;0;0;0;0;213;0;1;212;9;8;1;0;203;11;32;12;82;25;38;3;;;;;
1;Świetlica Wiejska w Bystrem, Bystre ul. Wrocławska 14, 56-400 Oleśnica;21406;gm. Oleśnica;oleśnicki;dolnośląskie;3;1;1;783;763;191;592;0;592;2;7;0;0;0;0;0;0;592;0;0;592;8;3;5;0;584;37;81;40;185;36;193;12;;;;;
2;Szkoła Podstawowa w Ligocie Małej im. UNICEF, Ligota Mała 15, 56-400 Oleśnica;21406;gm. Oleśnica;oleśnicki;dolnośląskie;3;1;1;1253;1309;237;1016;0;1016;2;16;0;0;0;0;0;0;1016;0;0;1016;24;10;14;0;992;29;154;88;330;97;271;23;;;;;
3;Szkoła Podstawowa w Ligocie Polskiej, Ligota Polska 3, 56-400 Oleśnica;21406;gm. Oleśnica;oleśnicki;dolnośląskie;3;1;1;1606;1711;375;1231;1;1232;0;21;1;0;0;0;0;1;1232;1;0;1232;26;13;13;0;1206;46;220;82;412;116;317;13;;;;;
4;Świetlica Wiejska w Boguszycach, Boguszyce 118a, 56-400 Oleśnica;21406;gm. Oleśnica;oleśnicki;dolnośląskie;3;1;1;1003;1077;292;711;0;711;3;11;0;0;0;0;0;0;711;0;0;711;6;3;3;0;705;15;100;48;268;50;213;11;;;;;
5;Szkoła Podstawowa we Wszechświętem, Wszechświęte 16b, 56-400 Oleśnica;21406;gm. Oleśnica;oleśnicki;dolnośląskie;3;1;1;853;932;200;653;0;653;1;5;0;0;0;0;0;0;653;0;0;653;27;13;14;0;626;17;87;44;236;46;192;4;;;;;
6;Szkoła Podstawowa w Smolnej im. Kawalerów Orderu Uśmiechu, Smolna 70, 56-400 Oleśnica;21406;gm. Oleśnica;oleśnicki;dolnośląskie;3;1;1;1350;1482;254;1096;0;1096;2;9;0;0;0;0;0;0;1092;0;0;1092;23;14;9;0;1069;43;148;73;358;85;343;19;;;;;
7;Szkoła Podstawowa w Sokołowicach im. Orła Białego, Sokołowice 24, 56-400 Oleśnica;21406;gm. Oleśnica;oleśnicki;dolnośląskie;3;1;1;1866;2011;379;1487;0;1487;0;19;0;0;0;0;0;0;1486;0;0;1486;19;11;8;0;1467;35;244;124;406;107;534;17;;;;;
8;Świetlica Wiejska w Smardzowie, Smardzów ul. Wrocławska 12, 56-400 Oleśnica;21406;gm. Oleśnica;oleśnicki;dolnośląskie;3;1;1;1153;1179;221;932;0;932;1;17;0;0;0;0;0;0;932;0;0;932;14;7;7;0;918;29;140;64;317;77;272;19;;;;;
9;Świetlica Wiejska w Nieciszowie, Nieciszów 5A, 56-400 Oleśnica;21406;gm. Oleśnica;oleśnicki;dolnośląskie;3;1;1;632;609;105;527;0;527;2;10;0;0;0;0;0;0;527;0;0;527;6;3;3;0;521;18;99;26;113;47;209;9;;;;;
1;Publiczne Przedszkole nr 1, ul. Kaliska 8, 56-500 Syców;21407;gm. Syców;oleśnicki;dolnośląskie;3;1;1;1805;1944;340;1465;0;1465;1;10;0;0;0;0;0;0;1465;0;0;1465;21;12;9;0;1444;43;276;147;361;120;460;37;;;;;
2;Szkoła Podstawowa nr 2, ul. Adama Mickiewicza 5, 56-500 Syców;21407;gm. Syców;oleśnicki;dolnośląskie;3;1;1;1606;1674;438;1168;0;1168;1;18;0;0;0;0;0;0;1168;0;0;1168;25;10;15;0;1143;39;207;109;358;65;346;19;;;;;
3;Biblioteka Publiczna w Sycowie, ul. Kościelna 3A, 56-500 Syców;21407;gm. Syców;oleśnicki;dolnośląskie;3;1;1;1604;1745;272;1332;0;1332;0;9;0;0;0;0;0;0;1330;0;0;1330;16;12;4;0;1314;25;245;131;308;96;484;25;;;;;
4;Sala Ślubów Urzędu Stanu Cywilnego w Sycowie, pl. Wolności 7/3, 56-500 Syców;21407;gm. Syców;oleśnicki;dolnośląskie;3;1;1;1604;1701;373;1233;0;1233;7;13;0;0;0;0;0;0;1233;0;0;1233;12;9;3;0;1221;40;219;116;329;94;400;23;;;;;
5;Szkoła Podstawowa w Stradomi Wierzchniej, Stradomia Wierzchnia 64, 56-500 Syców;21407;gm. Syców;oleśnicki;dolnośląskie;3;1;1;751;851;183;568;0;568;0;4;0;0;0;0;0;0;568;0;0;568;16;6;10;0;552;19;98;49;189;36;154;7;;;;;
6;Szkoła Podstawowa w Drołtowicach, Drołtowice 12, 56-500 Syców;21407;gm. Syców;oleśnicki;dolnośląskie;3;1;1;300;352;74;226;0;226;1;1;0;0;0;0;0;0;226;0;0;226;3;3;0;0;223;9;37;21;68;28;54;6;;;;;
7;Szkoła Podstawowa w Działoszy, Działosza 62, 56-500 Syców;21407;gm. Syców;oleśnicki;dolnośląskie;3;1;1;853;939;212;641;0;641;0;4;0;0;0;0;0;0;641;0;0;641;12;4;8;0;629;38;135;48;195;58;145;10;;;;;
8;Publiczne Przedszkole nr 2 w Sycowie, ul. Komorowska 2, 56-500 Syców;21407;gm. Syców;oleśnicki;dolnośląskie;3;1;1;952;1025;240;712;1;713;1;5;1;0;0;0;0;1;713;1;0;713;22;15;7;0;691;15;138;68;181;52;221;16;;;;;
9;Świetlica wiejska, Ślizów 80d, 56-500 Syców;21407;gm. Syców;oleśnicki;dolnośląskie;3;1;1;400;435;92;308;0;308;0;0;0;0;0;0;0;0;308;0;0;308;9;4;5;0;299;9;100;26;85;23;51;5;;;;;
10;Świetlica wiejska w Wiosce, Wioska 19a, 56-500 Syców;21407;gm. Syców;oleśnicki;dolnośląskie;3;1;1;851;879;137;714;0;714;2;9;0;0;0;0;0;0;714;0;0;714;14;7;7;0;700;32;121;53;154;51;274;15;;;;;
11;Świetlica wiejska w Szczodrowie, Szczodrów 38, 56-500 Syców;21407;gm. Syców;oleśnicki;dolnośląskie;3;1;1;499;539;151;348;0;348;1;0;0;0;0;0;0;0;348;0;0;348;8;4;4;0;340;13;76;32;121;30;62;6;;;;;
12;Świetlica wiejska w Biskupicach, Biskupice 32, 56-500 Syców;21407;gm. Syców;oleśnicki;dolnośląskie;3;1;1;250;252;56;194;0;194;0;1;0;0;0;0;0;0;194;0;0;194;1;0;1;0;193;13;41;17;52;11;52;7;;;;;
13;Świetlica wiejska w Zawadzie, Zawada 12a, 56-500 Syców;21407;gm. Syców;oleśnicki;dolnośląskie;3;1;1;301;329;67;234;0;234;0;0;0;0;0;0;0;0;234;0;0;234;5;5;0;0;229;9;45;22;75;15;59;4;;;;;
1;Szkoła Podstawowa nr 2 im. Jana Pawła II, ul. Stefana Batorego 5, 56-416 Twardogóra;21408;gm. Twardogóra;oleśnicki;dolnośląskie;3;1;1;1804;2009;283;1520;0;1520;3;19;0;0;0;0;0;0;1520;0;1;1519;34;13;21;0;1485;44;240;130;520;84;429;38;;;;;
2;Szkoła Podstawowa nr 2 im. Jana Pawła II, ul. św. Jadwigi 7, 56-416 Twardogóra;21408;gm. Twardogóra;oleśnicki;dolnośląskie;3;1;1;1752;1886;422;1330;1;1331;4;20;1;0;0;0;0;1;1331;1;0;1331;30;17;13;0;1301;30;163;125;412;82;453;36;;;;;
3;Zakład Gospodarki Mieszkaniowej, ul. 1 Maja 2, 56-416 Twardogóra;21408;gm. Twardogóra;oleśnicki;dolnośląskie;3;1;1;2055;2255;435;1620;0;1620;3;47;0;0;0;0;0;0;1620;0;2;1618;40;22;18;0;1578;47;251;131;521;115;483;30;;;;;
4;Szkoła Podstawowa nr 2 im. Jana Pawła II, ul. Stefana Batorego 5, 56-416 Twardogóra;21408;gm. Twardogóra;oleśnicki;dolnośląskie;3;1;1;1053;1142;315;738;0;738;2;31;0;0;0;0;0;0;738;0;0;738;18;5;13;0;720;27;88;71;286;48;188;12;;;;;
5;Szkoła Podstawowa, Goszcz ul. Szkolna 1, 56-416 Twardogóra;21408;gm. Twardogóra;oleśnicki;dolnośląskie;3;1;1;1654;1784;420;1232;0;1232;1;18;0;0;0;0;0;0;1232;0;0;1232;40;28;12;0;1192;44;141;80;474;101;303;49;;;;;
6;Szkoła Podstawowa, Grabowno Wielkie 139a, 56-416 Twardogóra;21408;gm. Twardogóra;oleśnicki;dolnośląskie;3;1;1;701;765;237;464;0;464;0;5;0;0;0;0;0;0;464;0;0;464;13;4;9;0;451;17;65;40;165;31;129;4;;;;;
1;Przedszkole Miejskie Nr 4, ul. 1 Maja 33, 55-200 Oława;21501;m. Oława;oławski;dolnośląskie;3;1;1;1050;1136;204;846;1;847;1;8;0;0;0;0;0;0;846;0;0;846;13;7;6;0;833;25;105;77;248;64;297;17;;;;;
2;Szkoła Podstawowa Nr 5, ul. Kamienna 8, 55-200 Oława;21501;m. Oława;oławski;dolnośląskie;3;1;1;1250;1242;325;925;1;926;4;14;1;0;0;0;0;1;926;1;0;926;12;8;4;0;914;37;104;99;299;49;312;14;;;;;
3;Oławskie Centrum Rozwoju Społecznego, ul. 3 Maja 18i/u, 55-200 Oława;21501;m. Oława;oławski;dolnośląskie;3;1;1;1250;1376;217;1033;1;1034;1;16;1;0;0;0;0;1;1034;1;0;1034;16;11;5;0;1018;39;116;88;276;95;391;13;;;;;
4;"Klub ""Parnas"", ul. 1 Maja 13, 55-200 Oława";21501;m. Oława;oławski;dolnośląskie;3;1;1;800;882;196;604;0;604;1;5;0;0;0;0;0;0;604;0;0;604;15;6;9;0;589;17;47;46;217;37;219;6;;;;;
5;"Stowarzyszenie Pomocy Dzieciom ""Tęcza"" Centrum Terapeutyczno-Rehabilitacyjne, ul. 3 Maja 18k/u, 55-200 Oława";21501;m. Oława;oławski;dolnośląskie;3;1;1;754;848;165;589;0;589;0;17;0;0;0;0;0;0;589;0;0;589;6;6;0;0;583;18;68;56;178;44;212;7;;;;;
6;Świetlica Środowiskowa, ul. Młyńska 12b, 55-200 Oława;21501;m. Oława;oławski;dolnośląskie;3;1;1;1549;1681;302;1247;1;1248;4;14;0;0;0;0;0;0;1247;0;0;1247;24;13;11;0;1223;38;111;111;436;88;418;21;;;;;
7;Żłobek Miejski, ul. Bolesława Chrobrego 106a, 55-200 Oława;21501;m. Oława;oławski;dolnośląskie;3;1;1;1051;1127;207;844;0;844;2;8;0;0;0;0;0;0;844;0;0;844;10;6;4;0;834;15;81;68;317;61;281;11;;;;;
8;Szkoła Podstawowa Nr 6, ul. Sportowa 6, 55-200 Oława;21501;m. Oława;oławski;dolnośląskie;3;1;1;1705;1809;338;1364;0;1364;4;8;0;0;0;0;0;0;1366;0;0;1366;11;2;9;0;1355;42;139;118;436;87;517;16;;;;;
9;Liceum Ogólnokształcące Nr I, pl. Zamkowy 10, 55-200 Oława;21501;m. Oława;oławski;dolnośląskie;3;1;1;1350;1476;292;1054;0;1054;5;19;0;0;0;0;0;0;1058;0;4;1054;9;6;3;0;1045;37;117;130;350;72;327;12;;;;;
10;Ośrodek Kultury, ul. 11 Listopada 27, 55-200 Oława;21501;m. Oława;oławski;dolnośląskie;3;1;1;1576;1664;486;1090;0;1090;6;13;0;0;0;0;0;0;1092;0;0;1092;9;3;6;0;1083;29;130;116;395;66;337;10;;;;;
11;Centrum Kształcenia Zawodowego i Ustawicznego, ul. ks. Franciszka Kutrowskiego 31, 55-200 Oława;21501;m. Oława;oławski;dolnośląskie;3;1;1;1250;1305;258;992;0;992;4;9;0;0;0;0;0;0;992;0;0;992;10;6;4;0;982;29;142;73;264;70;391;13;;;;;
12;Centrum Kształcenia Zawodowego i Ustawicznego, ul. ks. Franciszka Kutrowskiego 31, 55-200 Oława;21501;m. Oława;oławski;dolnośląskie;3;1;1;1151;1105;217;934;0;934;1;12;0;0;0;0;0;0;934;0;1;933;6;5;1;0;927;23;123;61;262;73;377;8;;;;;
13;Szkoła Podstawowa Nr 4, ul. Władysława Broniewskiego 6, 55-200 Oława;21501;m. Oława;oławski;dolnośląskie;3;1;1;1850;1937;281;1569;0;1569;2;17;0;0;0;0;0;0;1569;0;0;1569;15;5;10;0;1554;61;259;168;359;111;576;20;;;;;
14;Szkoła Podstawowa Nr 4, ul. Władysława Broniewskiego 6, 55-200 Oława;21501;m. Oława;oławski;dolnośląskie;3;1;1;2100;2229;198;1899;0;1899;0;12;0;0;0;0;0;0;1902;0;0;1902;13;7;6;0;1889;46;358;168;373;146;764;34;;;;;
15;Zespół Szkolno-Przedszkolny Nr 1, ul. Jarosława Iwaszkiewicza 11, 55-200 Oława;21501;m. Oława;oławski;dolnośląskie;3;1;1;1700;1906;162;1538;0;1538;0;10;0;0;0;0;0;0;1538;0;0;1538;11;6;5;0;1527;45;239;150;382;123;564;24;;;;;
16;Zespół Szkolno-Przedszkolny Nr 1, ul. Jarosława Iwaszkiewicza 11, 55-200 Oława;21501;m. Oława;oławski;dolnośląskie;3;1;1;1150;1225;238;912;0;912;2;6;0;0;0;0;0;0;912;0;0;912;6;1;5;0;906;22;134;67;306;49;320;8;;;;;
17;Zespół Szkolno-Przedszkolny Nr 1, ul. Jarosława Iwaszkiewicza 11b, 55-200 Oława;21501;m. Oława;oławski;dolnośląskie;3;1;1;1196;1319;191;1003;0;1003;5;14;0;0;0;0;0;0;1005;0;0;1005;17;8;9;0;988;31;113;98;310;53;364;19;;;;;
1;Centrum Kultury i Czytelnictwa Gminy Domaniów, Domaniów 16, 55-216 Domaniów;21502;gm. Domaniów;oławski;dolnośląskie;3;1;1;299;323;55;244;0;244;0;2;0;0;0;0;0;0;244;0;0;244;4;3;1;0;240;8;23;13;103;28;64;1;;;;;
2;Centrum Kultury i Czytelnictwa Gminy Domaniów, Domaniów 16, 55-216 Domaniów;21502;gm. Domaniów;oławski;dolnośląskie;3;1;1;501;538;100;401;1;402;0;7;1;0;0;0;0;1;402;1;0;402;10;4;6;0;392;10;63;19;164;26;101;9;;;;;
3;Świetlica Wiejska w Goszczynie, Goszczyna 34B, 55-216 Domaniów;21502;gm. Domaniów;oławski;dolnośląskie;3;1;1;300;334;39;261;0;261;0;2;0;0;0;0;0;0;261;0;0;261;7;3;4;0;254;13;49;14;106;14;53;5;;;;;
4;Świetlica Wiejska w Piskorzowie, Piskorzów 33A, 55-216 Domaniów;21502;gm. Domaniów;oławski;dolnośląskie;3;1;1;200;236;38;162;0;162;0;4;0;0;0;0;0;0;162;0;0;162;5;4;1;0;157;5;32;10;59;12;39;0;;;;;
5;Sala Sportowa w Wierzbnie, Wierzbno 83A, 55-216 Domaniów;21502;gm. Domaniów;oławski;dolnośląskie;3;1;1;451;475;114;337;0;337;0;0;0;0;0;0;0;0;337;0;0;337;5;5;0;0;332;10;53;34;146;22;59;8;;;;;
6;Sala Sportowa w Wierzbnie, Wierzbno 83A, 55-216 Domaniów;21502;gm. Domaniów;oławski;dolnośląskie;3;1;1;459;498;74;385;0;385;0;2;0;0;0;0;0;0;385;0;0;385;9;5;4;0;376;11;43;26;167;38;82;9;;;;;
7;Świetlica Wiejska w Kończycach, Kończyce 26, 55-216 Domaniów;21502;gm. Domaniów;oławski;dolnośląskie;3;1;1;350;349;96;254;0;254;0;0;0;0;0;0;0;0;254;0;0;254;3;2;1;0;251;12;30;19;111;11;62;6;;;;;
