"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"SZYMAŃSKA Halina Barbara - KW PRAWO I SPRAWIEDLIWOŚĆ";"KOCHAN Magdalena Maria - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
15;"I Liceum Społeczne Fundacji ""Logos"", ul. Grunwaldzka 47, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;179;527
16;"Dom Kultury S. M. L.-W. ""Słowianin"", ul. Jana Matejki 43, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;342;749
17;"Szkoła Podstawowa Nr 6, ul. Stanisława Staszica 17, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;340;674
18;"I Liceum Społeczne Fundacji ""Logos"", ul. Grunwaldzka 47, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;248;532
19;"Informacja Turystyczna, pl. Słowiański 6/1, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;267;546
20;"Muzeum Rybołówstwa Morskiego, pl. Rybaka 1, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;233;701
21;"Kapitanat Portu, wyb. Wybrzeże Władysława IV 7, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;181;442
22;"Szkoła Podstawowa Nr 2, ul. Białoruska 2, 72-602 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;341;684
23;"Miejski Dom Kultury Filia Nr 2, ul. Sosnowa 18, 72-602 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;168;364
24;"Miejski Dom Kultury Filia Nr 3, ul. 1 Maja 40, 72-603 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;128;221
25;"Miejski Dom Kultury Filia Nr 1, ul. Zalewowa 40, 72-605 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;295;494
26;"Szpital Miejski im. Jana Garduły w Świnoujściu Sp. z o. o., ul. Mieszka I 7, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;10;21
27;"ZOD Fregata Spółka z o. o., ul. Bydgoska 14, 72-600 Świnoujście";326301;"m. Świnoujście";"Świnoujście";"zachodniopomorskie";1;1;11;16
