"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"KOWALIK Rafał - KW BEZPARTYJNI SAMORZĄDOWCY";"CHRÓŚCIKOWSKI Jerzy Mieczysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"ZAGDAŃSKI Dariusz Zbigniew - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"LIPIEC Marek - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"POZNAŃSKI Marek - KW NOWA DEMOKRACJA - TAK";"BRATKOWSKI Arkadiusz Tomasz - KWW ZAMOJSZCZYZNY"
21;"Zespół Szkoły Podstawowej i Przedszkola, Kalinowice 148A, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;37;213;64;112;13;38
22;"Świetlica Wiejska, Bortatycze 39A, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;27;152;34;85;5;41
23;"Świetlica Wiejska, Chyża 55, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;21;152;30;49;10;24
24;"Świetlica Wiejska, Hubale 26, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;10;74;17;26;1;16
25;"Świetlica Wiejska, Żdanówek 92, 22-400 Zamość";62014;"gm. Zamość";"zamojski";"lubelskie";1;1;11;91;21;39;4;27
1;"Technikum w Zwierzyńcu, ul. Browarna 1, 22-470 Zwierzyniec";62015;"gm. Zwierzyniec";"zamojski";"lubelskie";1;1;97;261;53;306;14;116
2;"Szkoła Podstawowa, ul. Partyzantów 3, 22-470 Zwierzyniec";62015;"gm. Zwierzyniec";"zamojski";"lubelskie";1;1;77;287;57;306;17;85
3;"Szkoła Filialna, Wywłoczka 153, 22-470 Zwierzyniec";62015;"gm. Zwierzyniec";"zamojski";"lubelskie";1;1;46;148;26;76;4;50
4;"Remiza OSP w Obroczy, Obrocz 106, 22-470 Zwierzyniec";62015;"gm. Zwierzyniec";"zamojski";"lubelskie";1;1;27;149;18;70;4;51
5;"Remiza OSP w Żurawnicy, Żurawnica 84, 22-470 Zwierzyniec";62015;"gm. Zwierzyniec";"zamojski";"lubelskie";1;1;78;153;25;55;7;22
6;"Remiza OSP, Kosobudy 69 A, 22-470 Zwierzyniec";62015;"gm. Zwierzyniec";"zamojski";"lubelskie";1;1;14;75;6;36;3;29
7;"Remiza OSP, Sochy 53, 22-470 Zwierzyniec";62015;"gm. Zwierzyniec";"zamojski";"lubelskie";1;1;9;91;13;21;4;27
8;"Remiza OSP, Topólcza 72A, 22-470 Zwierzyniec";62015;"gm. Zwierzyniec";"zamojski";"lubelskie";1;1;35;45;5;11;3;23
9;"Remiza OSP, Turzyniec 78, 22-470 Zwierzyniec";62015;"gm. Zwierzyniec";"zamojski";"lubelskie";1;1;41;95;8;31;1;24
1;"Zespół Szkół Ponadpodstawowych Nr 1 w Zamościu, ul. Waleriana Łukasińskiego 8, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;62;309;97;300;25;54
2;"Zespół Szkół Ponadpodstawowych Nr 2 w Zamościu, ul. Szczebrzeska 41, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;105;383;115;365;39;114
3;"Przedszkole Miejskie Nr 6 w Zamościu, ul. Dolna 4, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;106;483;128;455;25;123
4;"Przedszkole Miejskie Nr 9 w Zamościu, ul. Oboźna 10, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;89;422;75;399;28;92
5;"Spółdzielnia Mieszkaniowa w Zamościu (świetlica), ul. Elizy Orzeszkowej 28, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;62;330;63;296;20;59
6;"Szkoła Podstawowa Nr 3 w Zamościu, ul. Elizy Orzeszkowej 43, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;55;400;68;386;40;91
7;"Zespół Szkół Ponadpodstawowych Nr 4 z Oddziałami Integracyjnymi w Zamościu, ul. Marszałka J. Piłsudskiego 65, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;73;433;92;391;40;100
8;"Przedszkole Miejskie nr 14 w Zamościu, ul. Olchowa 11, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;81;367;86;303;24;124
9;"Szkoła Podstawowa Nr 9 w Zamościu, ul. Kalinowa 5a, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;75;385;95;347;21;99
10;"Szkoła Podstawowa Nr 9 w Zamościu, ul. Kalinowa 5a, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;77;342;96;283;19;59
11;"Przedszkole Miejskie Nr 14 w Zamościu, ul. Olchowa 11, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;94;569;105;398;39;130
12;"Katolicka Szkoła Podstawowa w Zamościu (świetlica), ul. Gen. Władysława Sikorskiego 11, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;91;518;156;386;45;82
13;"III Liceum Ogólnokształcące w Zamościu, ul. Jana Kilińskiego 15, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;103;404;95;545;34;152
14;"Komenda Miejska Państwowej Straży Pożarnej (świetlica) w Zamościu, ul. Jana Kilińskiego 62, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;80;390;78;372;31;89
15;"Szkoła Podstawowa Nr 10 z Oddziałami Integracyjnymi w Zamościu, ul. Peowiaków 30a, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;58;310;64;248;19;65
16;"Przedszkole Miejskie Nr 5 w Zamościu, ul. Peowiaków 76a, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;51;206;32;152;14;56
17;"Przedszkole Miejskie Nr 15 w Zamościu, ul. Hetmana Jana Zamoyskiego 4a, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;99;476;115;428;53;128
18;"Szkoła Podstawowa Nr 4 w Zamościu, ul. Hetmana Jana Zamoyskiego 4, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;60;504;83;496;41;92
19;"Zespół Szkół Ponadpodstawowych Nr 3 w Zamościu, ul. Hetmana Jana Zamoyskiego 62, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;65;496;93;465;32;116
20;"Przedszkole Miejskie Nr 12 w Zamościu, ul. Prymasa Stefana Wyszyńskiego 32, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;63;413;72;271;20;91
21;"Zamojski Dom Kultury w Zamościu, ul. Partyzantów 13, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;44;198;59;211;18;56
22;"Szkoła Podstawowa Nr 7 z Oddziałami Integracyjnymi w Zamościu, ul. Henryka Sienkiewicza 5, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;65;373;75;360;33;97
23;"Spółdzielnia Mieszkaniowa w Zamościu, ul. Prymasa Stefana Wyszyńskiego 50B, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;42;300;49;277;14;75
24;"Akademia Zamojska, ul. Hrubieszowska 24, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;86;475;99;376;40;133
25;"Przedszkole Miejskie Nr 2 w Zamościu, ul. Gminna 32, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;64;380;81;318;26;92
26;"Szkoła Podstawowa Nr 2 w Zamościu, ul. Lwowska 15, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;83;431;105;426;28;110
27;"Szkoła Podstawowa Nr 6 w Zamościu, ul. Orla 5, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;61;471;111;519;42;126
28;"Szkoła Podstawowa Nr 2 w Zamościu (wejście do obwodu nr 28 od strony dawnego Gimnazjum Nr 2), ul. Lwowska 15, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;101;497;165;433;29;117
29;"I Prywatne Technikum Hotelarskie w Zamościu, ul. Krasnobrodzka 22A, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;57;341;118;282;40;82
30;"Świetlica Osiedlowa w Zamościu, ul. Obronna 15, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;40;163;60;217;19;45
31;"Zakład Karny w Zamościu, ul. Okrzei 14, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;15;27;25;66;9;12
32;"Oddział Zewnętrzny Zakładu Karnego w Zamościu, ul. Hrubieszowska 40, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;19;54;36;62;7;22
33;"Zamojski Szpital Niepubliczny Sp. z o. o. w Zamościu, ul. Peowiaków 1, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;3;36;1;14;2;10
34;"Samodzielny Publiczny Szpital Wojewódzki im. Papieża Jana Pawła II w Zamościu, ul. Aleje Jana Pawła II 10, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;11;64;10;49;3;24
35;"NU-MED Centrum Diagnostyki i Terapii Onkologicznej Zamość Sp. z o. o., ul. Aleje Jana Pawła II 10, 22-400 Zamość";66401;"m. Zamość";"Zamość";"lubelskie";1;1;0;14;0;5;0;3
