"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"KEMPINSKI Radosław Grzegorz - KW PRAWO I SPRAWIEDLIWOŚĆ";"JAROCKA Krystyna Anna - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOBIAK Andrzej - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
1;"Szkoła Podstawowa, ul. Centralna 27, 86-005 Białe Błota";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;158;63;358
2;"Szkoła Podstawowa, ul. Centralna 27, 86-005 Białe Błota";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;211;98;442
3;"Szkoła Podstawowa, ul. Czerska 10, 86-005 Białe Błota";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;144;93;408
4;"Szkoła Podstawowa, ul. Czysta 1a, 86-005 Białe Błota";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;151;79;342
5;"Zakład Aktywności Zawodowej, ul. Centralna 27A, 86-005 Białe Błota";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;259;114;501
6;"Szkoła Podstawowa, ul. Czysta 1a, 86-005 Białe Błota";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;94;48;228
7;"Świetlica Wiejska, Ciele ul. Kościelna 6, 86-005 Białe Błota";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;214;144;729
8;"Świetlica Wiejska, Kruszyn Krajeński ul. Świerkowa 5, 86-005 Białe Błota";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;196;132;607
9;"Świetlica Wiejska, Lisi Ogon ul. Wyczynowa 2, 86-065 Łochowo";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;122;71;329
10;"Świetlica Wiejska, Łochowice ul. Spokojna 3, 86-065 Łochowo";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;119;53;436
11;"Gminne Centrum Kultury, ul. Jałowcowa 7, 86-065 Łochowo";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;369;198;885
12;"Szkoła Podstawowa, ul. Wierzbowa 2, 86-065 Łochowo";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;324;193;1070
13;"Świetlica Wiejska, Murowaniec ul. Staroszkolna 13, 86-005 Białe Błota";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;370;209;1126
14;"Świetlica Wiejska, Zielonka ul. Jaworowa 2, 86-005 Białe Błota";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;259;216;1192
15;"Szkoła Podstawowa, Przyłęki ul. Zabytkowa 5, 86-005 Białe Błota";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;195;155;648
16;"Świetlica Wiejska, Trzciniec ul. Gminna 19, 86-005 Białe Błota";40301;"gm. Białe Błota";"bydgoski";"kujawsko-pomorskie";1;1;58;33;191
1;"Świetlica w Boluminie, Bolumin ul. Parkowa 2, 86-070 Dąbrowa Chełmińska";40302;"gm. Dąbrowa Chełmińska";"bydgoski";"kujawsko-pomorskie";1;1;98;48;81
2;"Świetlica w Czemlewie, Czemlewo ul. Jasna 4, 86-070 Dąbrowa Chełmińska";40302;"gm. Dąbrowa Chełmińska";"bydgoski";"kujawsko-pomorskie";1;1;141;51;144
3;"Świetlica w Gzinie, Gzin ul. Długa 26, 86-070 Dąbrowa Chełmińska";40302;"gm. Dąbrowa Chełmińska";"bydgoski";"kujawsko-pomorskie";1;1;87;46;186
4;"Ochotnicza Straż Pożarna w Wałdowie Królewskim, Wałdowo Królewskie ul. Strażacka 1, 86-070 Dąbrowa Chełmińska";40302;"gm. Dąbrowa Chełmińska";"bydgoski";"kujawsko-pomorskie";1;1;96;35;243
5;"Zespół Szkół im. Mariana Rejewskiego w Ostromecku, Ostromecko ul. Szkolna 1, 86-070 Dąbrowa Chełmińska";40302;"gm. Dąbrowa Chełmińska";"bydgoski";"kujawsko-pomorskie";1;1;103;44;189
6;"Zespół Szkół im. Mariana Rejewskiego w Ostromecku, Ostromecko ul. Szkolna 1, 86-070 Dąbrowa Chełmińska";40302;"gm. Dąbrowa Chełmińska";"bydgoski";"kujawsko-pomorskie";1;1;169;69;313
7;"Zespół Szkół w Czarżu, Czarże ul. Chełmińska 47, 86-070 Dąbrowa Chełmińska";40302;"gm. Dąbrowa Chełmińska";"bydgoski";"kujawsko-pomorskie";1;1;154;65;220
8;"Zespół Szkół w Czarżu, Czarże ul. Chełmińska 47, 86-070 Dąbrowa Chełmińska";40302;"gm. Dąbrowa Chełmińska";"bydgoski";"kujawsko-pomorskie";1;1;117;44;181
9;"Zespół Szkół im. Celestyna Kamińskiego w Dąbrowie Chełmińskiej, ul. Sportowa 1, 86-070 Dąbrowa Chełmińska";40302;"gm. Dąbrowa Chełmińska";"bydgoski";"kujawsko-pomorskie";1;1;217;115;275
10;"Zespół Szkół im. Celestyna Kamińskiego w Dąbrowie Chełmińskiej, ul. Sportowa 1, 86-070 Dąbrowa Chełmińska";40302;"gm. Dąbrowa Chełmińska";"bydgoski";"kujawsko-pomorskie";1;1;202;149;369
11;"Świetlica w Strzyżawie, Strzyżawa 47A, 86-070 Dąbrowa Chełmińska";40302;"gm. Dąbrowa Chełmińska";"bydgoski";"kujawsko-pomorskie";1;1;61;17;63
1;"Szkoła Podstawowa w Dobrczu, ul. Długa 33, 86-022 Dobrcz";40303;"gm. Dobrcz";"bydgoski";"kujawsko-pomorskie";1;1;287;203;780
2;"Szkoła Podstawowa w Kotomierzu, Kotomierz ul. Koronowska 2, 86-022 Dobrcz";40303;"gm. Dobrcz";"bydgoski";"kujawsko-pomorskie";1;1;328;173;386
3;"Szkoła Podstawowa w Wudzynie, Wudzyn ul. Zamkowa 12, 86-022 Dobrcz";40303;"gm. Dobrcz";"bydgoski";"kujawsko-pomorskie";1;1;199;103;267
4;"Szkoła Podstawowa w Kozielcu, Kozielec 24, 86-022 Dobrcz";40303;"gm. Dobrcz";"bydgoski";"kujawsko-pomorskie";1;1;130;99;269
5;"Zespół Szkół w Borównie, Borówno ul. Szkolna 13, 86-022 Dobrcz";40303;"gm. Dobrcz";"bydgoski";"kujawsko-pomorskie";1;1;170;77;402
6;"Świetlica Wiejska w Strzelcach Górnych, Strzelce Górne ul. Diamentowa 14, 86-022 Dobrcz";40303;"gm. Dobrcz";"bydgoski";"kujawsko-pomorskie";1;1;174;87;421
7;"Świetlica Wiejska w Kusowie, Kusowo ul. Gdańska 26, 86-022 Dobrcz";40303;"gm. Dobrcz";"bydgoski";"kujawsko-pomorskie";1;1;97;69;216
8;"Szkoła Podstawowa w Dobrczu, ul. Długa 33, 86-022 Dobrcz";40303;"gm. Dobrcz";"bydgoski";"kujawsko-pomorskie";1;1;116;52;166
9;"Świetlica Wiejska w Wudzynku, Wudzynek ul. Główna 16, 86-022 Dobrcz";40303;"gm. Dobrcz";"bydgoski";"kujawsko-pomorskie";1;1;116;45;85
10;"Świetlica Wiejska w Stronnie, Stronno ul. Szkolna 30, 86-022 Dobrcz";40303;"gm. Dobrcz";"bydgoski";"kujawsko-pomorskie";1;1;154;81;279
11;"Świetlica Wiejska w Nekli, Nekla ul. Tęczowa 20b, 86-022 Dobrcz";40303;"gm. Dobrcz";"bydgoski";"kujawsko-pomorskie";1;1;134;79;257
12;"Świetlica Wiejska w Trzeciewcu, Trzeciewiec 62, 86-022 Dobrcz";40303;"gm. Dobrcz";"bydgoski";"kujawsko-pomorskie";1;1;124;59;136
13;"Świetlica Wiejska w Trzebieniu, Trzebień 40, 86-022 Dobrcz";40303;"gm. Dobrcz";"bydgoski";"kujawsko-pomorskie";1;1;61;39;49
1;"Centrum Kultury Synagoga, ul. Sienkiewicza 2, 86-010 Koronowo";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;193;80;206
2;"Zespół Szkół, ul. Jana Sobieskiego 16, 86-010 Koronowo";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;179;81;326
3;"Szkoła Podstawowa Nr 2 im. Jana Pawła II, ul. Dworcowa 48, 86-010 Koronowo";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;193;74;295
4;"Szkoła Podstawowa Nr 1 im. Komisji Edukacji Narodowej, ul. Pomianowskiego 16, 86-010 Koronowo";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;170;94;437
5;"Szkoła Podstawowa Nr 1 im. Komisji Edukacji Narodowej, ul. Pomianowskiego 16, 86-010 Koronowo";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;174;60;334
6;"Urząd Miejski, ul. Pomianowskiego 1, 86-010 Koronowo";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;273;118;465
7;"Szkoła Podstawowa Nr 2 im. Jana Pawła II, ul. Dworcowa 48, 86-010 Koronowo";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;210;96;578
8;"Miejsko-Gminny Ośrodek Sportu i Rekreacji, ul. Wąskotorowa 4, 86-010 Koronowo";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;238;105;510
9;"Szkoła Podstawowa im. Obrońców Westerplatte, ul. Tucholska 8, 86-013 Mąkowarsko";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;253;87;297
10;"Świetlica wiejska, Nowy Jasiniec 29, 86-010 Koronowo";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;123;63;173
11;"Zespół Szkół im. Leona Wyczółkowskiego, ul. Szkolna 7, 86-011 Wtelno";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;202;88;335
12;"Szkoła Podstawowa, Buszkowo 53, 86-010 Koronowo";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;89;42;97
13;"Szkoła Podstawowa, Witoldowo 33, 86-011 Wtelno";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;165;67;160
14;"Szkoła Podstawowa im. kpt. ż. w. Tadeusza Ziółkowskiego, Wierzchucin Królewski 35, 86-017 Wierzchucin Królewski";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;232;75;128
15;"Świetlica wiejska, Stary Dwór 21, 86-010 Koronowo";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;186;103;270
16;"Świetlica wiejska, Salno 51, 86-010 Koronowo";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;185;65;147
17;"Świetlica wiejska, Lucim 111, 86-013 Mąkowarsko";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;84;54;95
18;"Świetlica wiejska, Wiskitno 78, 86-017 Wierzchucin Królewski";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;118;48;96
19;"Świetlica wiejska, Tryszczyn ul. Bydgoska 12, 86-011 Wtelno";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;258;115;475
20;"Szkoła Podstawowa, Sitowiec 16, 86-010 Koronowo";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;88;36;59
21;"Świetlica wiejska, Samociążek ul. Olimpijska 26, 86-010 Koronowo";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;96;78;186
22;"Świetlica wiejska, Gościeradz ul. Bydgoska 7, 86-011 Wtelno";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;86;39;152
23;"Świetlica wiejska, Nowy Dwór 2, 86-010 Koronowo";40304;"gm. Koronowo";"bydgoski";"kujawsko-pomorskie";1;1;117;69;167
