"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"SZELIGA Sławomir Kazimierz - KW BEZPARTYJNI SAMORZĄDOWCY";"BOGDANOWICZ Mikołaj - KW PRAWO I SPRAWIEDLIWOŚĆ";"LATAWIEC Jarosław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"BREJZA Ryszard Franciszek - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"WEGNER Łukasz Mikołaj - KWW EUROPEJSKA LEWICA"
9;"Świetlica wiejska, Rycerzewo 26, 88-170 Pakość";40707;"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";1;1;12;57;12;52;7
10;"Świetlica wiejska, Wielowieś 40A, 88-170 Pakość";40707;"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";1;1;12;74;10;126;8
11;"Świetlica wiejska, Radłowo 30, 88-170 Pakość";40707;"gm. Pakość";"inowrocławski";"kujawsko-pomorskie";1;1;31;99;17;99;16
1;"Hala Sportowa, Rojewo 111, 88-111 Rojewo";40708;"gm. Rojewo";"inowrocławski";"kujawsko-pomorskie";1;1;29;164;16;101;25
2;"Szkoła Podstawowa imienia Błogosławionego Księdza Mariana Skrzypczaka, Rojewice 19, 88-111 Rojewo";40708;"gm. Rojewo";"inowrocławski";"kujawsko-pomorskie";1;1;10;97;43;146;28
3;"Zespół Szkolno-Przedszkolny Szkoła Podstawowa Rojewo-Filia Liszkowo, Liszkowo 82A, 88-180 Złotniki Kujawskie";40708;"gm. Rojewo";"inowrocławski";"kujawsko-pomorskie";1;1;18;137;31;100;16
4;"Świetlica wiejska, Płonkowo 29, 88-111 Rojewo";40708;"gm. Rojewo";"inowrocławski";"kujawsko-pomorskie";1;1;35;207;26;119;21
5;"Zespół Szkolno-Przedszkolny Szkoła Podstawowa Rojewo-Filia Ściborze, Ściborze 7A, 88-111 Rojewo";40708;"gm. Rojewo";"inowrocławski";"kujawsko-pomorskie";1;1;29;115;20;84;12
6;"Szkoła Podstawowa imienia Błogosławionego Księdza Mariana Skrzypczaka, Rojewice 19, 88-111 Rojewo";40708;"gm. Rojewo";"inowrocławski";"kujawsko-pomorskie";1;1;29;152;30;108;23
7;"Świetlica wiejska, Wybranowo 28, 88-181 Jaksice";40708;"gm. Rojewo";"inowrocławski";"kujawsko-pomorskie";1;1;11;64;27;42;5
8;"Świetlica wiejska, Topola 35, 88-111 Rojewo";40708;"gm. Rojewo";"inowrocławski";"kujawsko-pomorskie";1;1;14;71;7;42;12
1;"Szkoła Podstawowa im. Karola Urbańskiego, ul. Powstańców Wielkopolskich 3, 88-180 Złotniki Kujawskie";40709;"gm. Złotniki Kujawskie";"inowrocławski";"kujawsko-pomorskie";1;1;68;351;59;479;46
2;"Zespół Placówek Oświatowych w Tucznie, Tuczno ul. Pakoska 33, 88-180 Złotniki Kujawskie";40709;"gm. Złotniki Kujawskie";"inowrocławski";"kujawsko-pomorskie";1;1;75;300;81;301;49
3;"Świetlica wiejska, Gniewkówiec 25 A, 88-180 Złotniki Kujawskie";40709;"gm. Złotniki Kujawskie";"inowrocławski";"kujawsko-pomorskie";1;1;32;144;29;122;25
4;"Świetlica wiejska, Rucewo 37, 88-180 Złotniki Kujawskie";40709;"gm. Złotniki Kujawskie";"inowrocławski";"kujawsko-pomorskie";1;1;10;68;17;62;14
5;"Świetlica wiejska, Jordanowo 33/10, 88-180 Złotniki Kujawskie";40709;"gm. Złotniki Kujawskie";"inowrocławski";"kujawsko-pomorskie";1;1;21;113;37;89;35
6;"Szkoła Podstawowa im. Kardynała Stefana Wyszyńskiego Stowarzyszenia Przyjaciół Szkół Katolickich, Lisewo Kościelne 33, 88-180 Złotniki Kujawskie";40709;"gm. Złotniki Kujawskie";"inowrocławski";"kujawsko-pomorskie";1;1;21;112;29;128;20
7;"Świetlica wiejska, Niszczewice 17/1, 88-180 Złotniki Kujawskie";40709;"gm. Złotniki Kujawskie";"inowrocławski";"kujawsko-pomorskie";1;1;27;115;44;105;30
8;"Świetlica wiejska, Palczyn 6, 86-060 Nowa Wieś Wielka";40709;"gm. Złotniki Kujawskie";"inowrocławski";"kujawsko-pomorskie";1;1;75;26;78;33;30
9;"Świetlica wiejska, Będzitowo 4a, 88-180 Złotniki Kujawskie";40709;"gm. Złotniki Kujawskie";"inowrocławski";"kujawsko-pomorskie";1;1;12;58;17;72;4
10;"Szkoła Podstawowa im. Karola Urbańskiego, ul. Powstańców Wielkopolskich 3, 88-180 Złotniki Kujawskie";40709;"gm. Złotniki Kujawskie";"inowrocławski";"kujawsko-pomorskie";1;1;36;209;55;295;61
11;"Świetlica wiejska, Tarkowo Górne ul. Wspólna 5, 86-060 Nowa Wieś Wielka";40709;"gm. Złotniki Kujawskie";"inowrocławski";"kujawsko-pomorskie";1;1;4;35;10;59;10
12;"Świetlica wiejska, Dąbrówka Kujawska 9A, 88-180 Złotniki Kujawskie";40709;"gm. Złotniki Kujawskie";"inowrocławski";"kujawsko-pomorskie";1;1;10;74;17;90;9
1;"Zespół Szkół w Dąbrowie, ul. Szkolna 15, 88-306 Dąbrowa";40901;"gm. Dąbrowa";"mogileński";"kujawsko-pomorskie";1;1;26;171;26;171;41
2;"Zespół Szkół w Dąbrowie, ul. Szkolna 15, 88-306 Dąbrowa";40901;"gm. Dąbrowa";"mogileński";"kujawsko-pomorskie";1;1;18;127;29;124;28
3;"Świetlica Wiejska w Parlinie, Parlin 56A, 88-306 Dąbrowa";40901;"gm. Dąbrowa";"mogileński";"kujawsko-pomorskie";1;1;21;158;34;136;26
4;"Pałac w Słaboszewku, Słaboszewko 9, 88-306 Dąbrowa";40901;"gm. Dąbrowa";"mogileński";"kujawsko-pomorskie";1;1;24;108;20;110;25
5;"Świetlica Wiejska w Słaboszewie, Słaboszewo 36, 88-306 Dąbrowa";40901;"gm. Dąbrowa";"mogileński";"kujawsko-pomorskie";1;1;19;164;31;137;30
6;"Szkoła Podstawowa w Szczepanowie, Szczepanowo ul. Szkolna 1, 88-306 Dąbrowa";40901;"gm. Dąbrowa";"mogileński";"kujawsko-pomorskie";1;1;24;225;35;135;36
1;"Szkoła Podstawowa im. Kazimierza Woźnieckiego w Jeziorach Wielkich, Jeziora Wielkie 104, 88-324 Jeziora Wielkie";40902;"gm. Jeziora Wielkie";"mogileński";"kujawsko-pomorskie";1;1;33;173;24;163;30
2;"Szkoła Podstawowa im. Kazimierza Woźnieckiego w Jeziorach Wielkich, Jeziora Wielkie 104, 88-324 Jeziora Wielkie";40902;"gm. Jeziora Wielkie";"mogileński";"kujawsko-pomorskie";1;1;27;179;18;86;23
3;"Szkoła Podstawowa im. Powstańców Wielkopolskich w Wójcinie, Wójcin 59, 88-324 Jeziora Wielkie";40902;"gm. Jeziora Wielkie";"mogileński";"kujawsko-pomorskie";1;1;51;243;25;190;48
4;"Szkoła Podstawowa im. Powstańców Wielkopolskich w Wójcinie, Wójcin 59, 88-324 Jeziora Wielkie";40902;"gm. Jeziora Wielkie";"mogileński";"kujawsko-pomorskie";1;1;10;138;28;100;18
5;"Świetlica Wiejska w Kościeszkach, Kościeszki 39, 88-324 Jeziora Wielkie";40902;"gm. Jeziora Wielkie";"mogileński";"kujawsko-pomorskie";1;1;15;147;19;78;17
6;"Filia Szkoły Podstawowej im. Kazimierza Woźnieckiego w Jeziorach Wielkich, Rzeszynek 37, 88-324 Jeziora Wielkie";40902;"gm. Jeziora Wielkie";"mogileński";"kujawsko-pomorskie";1;1;6;134;19;70;15
7;"Świetlica Wiejska w Woli Kożuszkowej, Wola Kożuszkowa 70, 88-324 Jeziora Wielkie";40902;"gm. Jeziora Wielkie";"mogileński";"kujawsko-pomorskie";1;1;15;94;13;39;12
8;"Dom Pomocy Społecznej w Siemionkach, Siemionki 13, 88-324 Jeziora Wielkie";40902;"gm. Jeziora Wielkie";"mogileński";"kujawsko-pomorskie";1;1;0;3;0;4;0
1;"Zespół Szkolno-Przedszkolny w Mogilnie, ul. Powstańców Wlkp. 33, 88-300 Mogilno";40903;"gm. Mogilno";"mogileński";"kujawsko-pomorskie";1;1;70;255;63;503;80
2;"Mogileński Dom Kultury w Mogilnie, ul. Rynek 10, 88-300 Mogilno";40903;"gm. Mogilno";"mogileński";"kujawsko-pomorskie";1;1;66;262;72;386;58
3;"Szkoła Podstawowa nr 3 w Mogilnie, ul. Marszałka Piłsudskiego 18, 88-300 Mogilno";40903;"gm. Mogilno";"mogileński";"kujawsko-pomorskie";1;1;39;290;53;385;58
4;"Centrum Sportowo-Konferencyjne KS ""Pogoń Mogilno"", ul. Adama Mickiewicza 42, 88-300 Mogilno";40903;"gm. Mogilno";"mogileński";"kujawsko-pomorskie";1;1;43;255;50;452;54
5;"Zespół Szkół w Mogilnie, ul. Dworcowa 9, 88-300 Mogilno";40903;"gm. Mogilno";"mogileński";"kujawsko-pomorskie";1;1;50;326;55;437;89
6;"Starostwo Powiatowe w Mogilnie, ul. Ogrodowa 10, 88-300 Mogilno";40903;"gm. Mogilno";"mogileński";"kujawsko-pomorskie";1;1;54;317;75;510;94
7;"Przedszkole nr 3 w Mogilnie, ul. Marii Konopnickiej 15a, 88-300 Mogilno";40903;"gm. Mogilno";"mogileński";"kujawsko-pomorskie";1;1;72;357;91;560;88
8;"Szkoła Podstawowa w Wylatowie, Wylatowo 29, 88-342 Wylatowo";40903;"gm. Mogilno";"mogileński";"kujawsko-pomorskie";1;1;50;305;70;223;75
9;"Szkoła Podstawowa nr 3 w Mogilnie, ul. Marszałka Piłsudskiego 18, 88-300 Mogilno";40903;"gm. Mogilno";"mogileński";"kujawsko-pomorskie";1;1;47;213;67;251;50
10;"Świetlica wiejska w Dąbrówce, Dąbrówka 22, 88-300 Mogilno";40903;"gm. Mogilno";"mogileński";"kujawsko-pomorskie";1;1;29;119;20;104;22
11;"Szkoła Podstawowa we Wszedniu, Wszedzień 7, 88-300 Mogilno";40903;"gm. Mogilno";"mogileński";"kujawsko-pomorskie";1;1;39;198;38;240;70
12;"Świetlica wiejska w Józefowie, Józefowo 2A, 88-300 Mogilno";40903;"gm. Mogilno";"mogileński";"kujawsko-pomorskie";1;1;35;261;62;244;36
