"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"KOSIŃ Jakub - KW BEZPARTYJNI SAMORZĄDOWCY";"KACZMAREK Edmund Andrzej - KKW TRZECIA DROGA PSL-PL2050 SZYMONA HOŁOWNI";"WŁOSOWICZ Jacek Władysław - KW PRAWO I SPRAWIEDLIWOŚĆ";"SZAREK Sławomir Aleksander - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KUŁAGA Jerzy Mieczysław - KW ZJEDNOCZENIE CHRZEŚCIJAŃSKICH RODZIN"
1;"Szkoła Podstawowa w Oksie, ul. Pl. M. Reja 19, 28-363 Oksa";260205;"gm. Oksa";"jędrzejowski";"świętokrzyskie";1;1;21;409;229;26;6
2;"Remiza Ochotniczej Straży Pożarnej w Lipnie, Lipno 11, 28-363 Oksa";260205;"gm. Oksa";"jędrzejowski";"świętokrzyskie";1;1;11;99;132;11;0
3;"Remiza Ochotniczej Straży Pożarnej w Węgleszynie, Węgleszyn 85, 28-363 Oksa";260205;"gm. Oksa";"jędrzejowski";"świętokrzyskie";1;1;20;163;211;25;4
4;"Remiza Ochotniczej Straży Pożarnej w Tyńcu-Kolonii, Tyniec-Kolonia 5, 28-363 Oksa";260205;"gm. Oksa";"jędrzejowski";"świętokrzyskie";1;1;9;73;98;13;3
5;"Budynek po Szkole Podstawowej w Nowych Kanicach, Nowe Kanice 15A, 28-363 Oksa";260205;"gm. Oksa";"jędrzejowski";"świętokrzyskie";1;1;10;66;95;16;2
6;"Klub Senior + w Błogoszowie, Błogoszów 20, 28-363 Oksa";260205;"gm. Oksa";"jędrzejowski";"świętokrzyskie";1;1;3;107;82;18;0
7;"Remiza Ochotniczej Straży Pożarnej w Rembiechowej, Rembiechowa 30a, 28-363 Oksa";260205;"gm. Oksa";"jędrzejowski";"świętokrzyskie";1;1;10;101;120;10;1
8;"Dom Ludowy w Węgleszynie-Dębinie, Węgleszyn-Dębina 41A, 28-363 Oksa";260205;"gm. Oksa";"jędrzejowski";"świętokrzyskie";1;1;9;62;83;19;5
9;"Remiza Ochotniczej Straży Pożarnej w Zakrzowie, Zakrzów 48a, 28-363 Oksa";260205;"gm. Oksa";"jędrzejowski";"świętokrzyskie";1;1;4;65;68;12;1
1;"Szkoła Podstawowa w Krzcięcicach, Krzcięcice 34, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;11;74;113;11;0
2;"Remiza OSP w Borszowicach, Borszowice 11a, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;9;50;102;15;1
3;"Szkoła Podstawowa w Pawłowicach, Pawłowice 94, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;7;47;74;18;2
4;"Szkoła Podstawowa w Tarnawie, Tarnawa 119, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;40;265;233;43;2
5;"Szkoła Podstawowa w Mstyczowie, Mstyczów 37, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;15;70;78;23;2
6;"Remiza OSP w Klimontowie, Klimontów 42, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;25;102;231;45;2
7;"Świetlica Wiejska w Gniewięcinie, Gniewięcin 150, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;18;115;173;38;4
8;"Remiza OSP w Sędziszowie, ul. Jędrzejowska 10, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;49;326;312;58;6
9;"Przedszkole Samorządowe w Sędziszowie, os. Na Skarpie 8, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;53;364;472;103;12
10;"Żłobek Samorządowy ""Kraina Maluszka"" w Sędziszowie, os. Na Skarpie 8A, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;27;195;197;45;7
11;"Samorządowe Centrum Kultury w Sędziszowie, ul. Dworcowa 26, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;77;469;464;93;11
12;"Świetlica Wiejska w Mierzynie, Mierzyn 50A, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;14;88;117;16;1
13;"Szkoła Podstawowa Pawłowice-Oddział Przedszkolny, Boleścice 76, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;14;45;104;28;1
14;"Ośrodek Rehabilitacyjno-Edukacyjno-Wychowawczy w Zielonkach, Zielonki 17A, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;9;53;104;17;1
15;"Świetlica Wiejska w Łowini, Łowinia 40, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;4;36;79;19;1
16;"Świetlica Wiejska w Sosnowcu, Sosnowiec 52, 28-340 Sędziszów";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;8;62;89;13;0
17;"Ochotnicza Straż Pożarna w Przełaju, Przełaj 46, 28-340 Przełaj";260206;"gm. Sędziszów";"jędrzejowski";"świętokrzyskie";1;1;20;66;101;17;1
1;"Remiza Strażacka, Rożnica 209, 28-350 Słupia";260207;"gm. Słupia (Jędrzejowska)";"jędrzejowski";"świętokrzyskie";1;1;27;142;266;51;1
2;"Zespół Placówek Oświatowych w Słupi, Słupia 281, 28-350 Słupia";260207;"gm. Słupia (Jędrzejowska)";"jędrzejowski";"świętokrzyskie";1;1;30;373;408;67;14
3;"Remiza Strażacka, Raszków 51, 28-350 Słupia";260207;"gm. Słupia (Jędrzejowska)";"jędrzejowski";"świętokrzyskie";1;1;15;117;135;23;3
4;"Szkoła Podstawowa, Obiechów 47, 28-350 Słupia";260207;"gm. Słupia (Jędrzejowska)";"jędrzejowski";"świętokrzyskie";1;1;11;182;224;47;5
1;"Zespół Placówek Oświatowych w Mokrsku Dolnym, Mokrsko Dolne 50a, 28-305 Sobków";260208;"gm. Sobków";"jędrzejowski";"świętokrzyskie";1;1;25;183;254;41;6
2;"Szkoła Podstawowa w Chomentowie, Chomentów 72, 28-305 Sobków";260208;"gm. Sobków";"jędrzejowski";"świętokrzyskie";1;1;43;128;210;46;10
3;"Budynek Remizy w Brzegach, Brzegi 116, 28-305 Sobków";260208;"gm. Sobków";"jędrzejowski";"świętokrzyskie";1;1;66;266;359;81;10
4;"Świetlica Wiejska w Miąsowej, Osowa 13a, 28-305 Sobków";260208;"gm. Sobków";"jędrzejowski";"świętokrzyskie";1;1;74;265;539;112;16
5;"Szkoła Podstawowa w Sobkowie, ul. Źródłowa 4, 28-305 Sobków";260208;"gm. Sobków";"jędrzejowski";"świętokrzyskie";1;1;39;270;278;57;11
6;"Zespół Placówek Oświatowych w Korytnicy, Korytnica 206, 28-305 Sobków";260208;"gm. Sobków";"jędrzejowski";"świętokrzyskie";1;1;27;83;215;30;8
7;"Szkoła Podstawowa w Sokołowie Dolnym, Sokołów Dolny 91, 28-305 Sobków";260208;"gm. Sobków";"jędrzejowski";"świętokrzyskie";1;1;38;156;283;55;5
8;"Szkoła Podstawowa w Lipie, Lipa 6a, 28-305 Sobków";260208;"gm. Sobków";"jędrzejowski";"świętokrzyskie";1;1;15;66;177;23;9
1;"Samorządowa Szkoła Podstawowa w Brześciu, Brzeście 1, 28-330 Wodzisław";260209;"gm. Wodzisław";"jędrzejowski";"świętokrzyskie";1;1;43;257;396;78;2
2;"Środowiskowy Dom Kultury w Nawarzycach, Nawarzyce 48, 28-330 Wodzisław";260209;"gm. Wodzisław";"jędrzejowski";"świętokrzyskie";1;1;10;68;128;24;2
3;"Szkoła Podstawowa w Niegosławicach, Niegosławice 85, 28-330 Wodzisław";260209;"gm. Wodzisław";"jędrzejowski";"świętokrzyskie";1;1;29;130;262;32;13
4;"Samorządowa Szkoła Podstawowa w Wodzisławiu, ul. Szkolna 4, 28-330 Wodzisław";260209;"gm. Wodzisław";"jędrzejowski";"świętokrzyskie";1;1;48;382;326;52;8
5;"Szkoła Podstawowa w Mierzawie, Mierzawa 21, 28-330 Wodzisław";260209;"gm. Wodzisław";"jędrzejowski";"świętokrzyskie";1;1;28;104;98;24;3
6;"Szkoła Podstawowa w Piotrkowicach, Piotrkowice 41, 28-330 Wodzisław";260209;"gm. Wodzisław";"jędrzejowski";"świętokrzyskie";1;1;26;159;246;49;4
7;"Samorządowa Szkoła Podstawowa w Lubczy, Lubcza 83, 28-330 Wodzisław";260209;"gm. Wodzisław";"jędrzejowski";"świętokrzyskie";1;1;19;129;245;32;0
8;"Remiza OSP w Klemencicach, Klemencice 38, 28-330 Wodzisław";260209;"gm. Wodzisław";"jędrzejowski";"świętokrzyskie";1;1;20;85;79;17;1
1;"Zespół Szkolno-Przedszkolny w Bejscach, Bejsce 233, 28-512 Bejsce";260301;"gm. Bejsce";"kazimierski";"świętokrzyskie";1;1;56;383;604;87;9
2;"Samorządowa Szkoła Podstawowa im. Edwarda Haruzy w Dobiesławicach, Dobiesławice 38a, 28-512 Bejsce";260301;"gm. Bejsce";"kazimierski";"świętokrzyskie";1;1;20;198;336;52;8
3;"Dom Pomocy Społecznej w Bejscach, Bejsce 230, 28-512 Bejsce";260301;"gm. Bejsce";"kazimierski";"świętokrzyskie";1;1;4;4;10;2;2
1;"Zespół Szkolno-Przedszkolny im. Batalionów Chłopskich w Czarnocinie, Czarnocin 1, 28-506 Czarnocin";260302;"gm. Czarnocin";"kazimierski";"świętokrzyskie";1;1;16;135;241;30;1
2;"Filia Gminnej Biblioteki Publicznej w Michałowicach, Michałowice 33A, 28-506 Czarnocin";260302;"gm. Czarnocin";"kazimierski";"świętokrzyskie";1;1;21;134;295;39;9
3;"Szkoła Podstawowa im. Leona Wójcickiego w Sokolinie, Sokolina 19, 28-506 Czarnocin";260302;"gm. Czarnocin";"kazimierski";"świętokrzyskie";1;1;32;170;376;49;5
4;"Szkoła Podstawowa im. Armii Krajowej w Cieszkowach, Cieszkowy 30, 28-506 Czarnocin";260302;"gm. Czarnocin";"kazimierski";"świętokrzyskie";1;1;18;84;123;23;7
1;"Samorządowa Szkoła Podstawowa nr 1 im. Hugona Kołłątaja, ul. 1 Maja 1, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;25;321;279;56;10
2;"Samorządowa Szkoła Podstawowa nr 1 im. Hugona Kołłątaja, ul. 1 Maja 1, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;54;307;251;61;9
3;"Samorządowa Szkoła Podstawowa Nr 3 im. Jana Pawła II, ul. Szkolna 14, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;37;240;182;35;9
4;"Samorządowa Szkoła Podstawowa Nr 3 im. Jana Pawła II, ul. Szkolna 14, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;33;231;186;29;4
5;"Samorządowa Szkoła Podstawowa Nr 3 im. Jana Pawła II, ul. Szkolna 14, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;30;220;156;45;4
6;"Samorządowa Szkoła Podstawowa nr 1 im. Hugona Kołłątaja, ul. 1 Maja 1, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;29;193;270;38;6
7;"Samorządowa Szkoła Podstawowa nr 1 im. Hugona Kołłątaja, ul. 1 Maja 1, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;47;283;297;69;7
8;"Zespół Szkół Rolniczych, Cudzynowice 176, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;39;207;307;47;7
9;"Remiza OSP, Gabułtów 101, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;31;155;327;31;4
10;"Świetlica wiejska, Stradlice 84, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;20;97;187;29;4
11;"Budynek byłej Samorządowej Szkoły Podstawowej, Gorzków 80, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;18;115;270;43;6
12;"Budynek byłej Samorządowej Szkoły Podstawowej, Gorzków 80, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;24;111;255;32;6
13;"Samorządowa Szkoła Podstawowa im. ks. Andrzeja Biernackiego, Wielgus 59, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;37;157;311;46;4
14;"Świetlica wiejska, Sieradzice 82, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;45;138;328;45;6
15;"Samorządowa Szkoła Podstawowa im. ks. Władysława Latosa, Kamieńczyce 24, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;36;158;340;47;5
16;"Samodzielny Publiczny Zespół Opieki Zdrowotnej w Kazimierzy Wielkiej, ul. Partyzantów 12, 28-500 Kazimierza Wielka";260303;"gm. Kazimierza Wielka";"kazimierski";"świętokrzyskie";1;1;1;6;9;1;0
1;"Szkoła Podstawowa w Krzczonowie, Krzczonów 41, 28-520 Opatowiec";260304;"gm. Opatowiec";"kazimierski";"świętokrzyskie";1;1;17;101;212;38;2
2;"Dom Kultury w Opatowcu, ul. Rynek 16, 28-520 Opatowiec";260304;"gm. Opatowiec";"kazimierski";"świętokrzyskie";1;1;30;268;290;36;6
3;"Świetlica OSP w Rogowie, Rogów 54, 28-520 Opatowiec";260304;"gm. Opatowiec";"kazimierski";"świętokrzyskie";1;1;15;125;170;24;1
4;"Klub Seniora w Kocinie, Kocina 131, 28-520 Opatowiec";260304;"gm. Opatowiec";"kazimierski";"świętokrzyskie";1;1;8;75;109;20;1
5;"Świetlica Wiejska w Kamiennej, Kamienna 42, 28-520 Opatowiec";260304;"gm. Opatowiec";"kazimierski";"świętokrzyskie";1;1;4;24;72;7;0
1;"Klub Senior +, pl. plac Marii Skłodowskiej-Curie 1, 28-530 Skalbmierz";260305;"gm. Skalbmierz";"kazimierski";"świętokrzyskie";1;1;29;260;320;51;17
2;"Zespół Placówek Oświatowych w Skalbmierzu, ul. ppor. Sokoła 55, 28-530 Skalbmierz";260305;"gm. Skalbmierz";"kazimierski";"świętokrzyskie";1;1;15;77;333;26;3
3;"Zespół Placówek Oświatowych w Skalbmierzu, ul. ppor. Sokoła 55, 28-530 Skalbmierz";260305;"gm. Skalbmierz";"kazimierski";"świętokrzyskie";1;1;33;184;359;60;6
4;"Remiza Ochotniczej Straży Pożarnej w Boszczynku, Boszczynek 57, 28-530 Skalbmierz";260305;"gm. Skalbmierz";"kazimierski";"świętokrzyskie";1;1;12;81;341;26;1
5;"Remiza Ochotniczej Straży Pożarnej w Tempoczowie-Rędzinach, Tempoczów-Rędziny 83, 28-530 Skalbmierz";260305;"gm. Skalbmierz";"kazimierski";"świętokrzyskie";1;1;11;99;226;19;5
6;"Szkoła Podstawowa im. Mikołaja Reja w Topoli, Topola 259, 28-530 Skalbmierz";260305;"gm. Skalbmierz";"kazimierski";"świętokrzyskie";1;1;21;145;433;57;7
1;"Publiczna Szkoła Podstawowa im. Henryka Sienkiewicza, Czermno ul. Kościelna 86, 26-260 Fałków";260501;"gm. Fałków";"konecki";"świętokrzyskie";1;1;34;184;506;53;1
2;"Strażnica OSP w Fałkowie, ul. Plac Kościelny 11, 26-260 Fałków";260501;"gm. Fałków";"konecki";"świętokrzyskie";1;1;60;356;655;85;8
3;"Strażnica OSP w Turowicach, Turowice 67, 26-260 Fałków";260501;"gm. Fałków";"konecki";"świętokrzyskie";1;1;17;64;261;18;6
1;"Hala Sportowa w Szkole Podstawowej w Gowarczowie, ul. Szkolna 52, 26-225 Gowarczów";260502;"gm. Gowarczów";"konecki";"świętokrzyskie";1;1;55;259;353;64;13
2;"Szkoła Podstawowa w Gowarczowie, ul. Stanisława Żuka 3, 26-225 Gowarczów";260502;"gm. Gowarczów";"konecki";"świętokrzyskie";1;1;25;114;167;27;4
3;"Szkoła Podstawowa w Gowarczowie, ul. Szkolna 52, 26-225 Gowarczów";260502;"gm. Gowarczów";"konecki";"świętokrzyskie";1;1;36;128;307;44;9
4;"Remiza Ochotniczej Straży Pożarnej w Giełzowie, Giełzów 72a, 26-225 Gowarczów";260502;"gm. Gowarczów";"konecki";"świętokrzyskie";1;1;21;100;250;46;4
5;"Świetlica wiejska w Kamiennej Woli, Kamienna Wola 1A, 26-225 Gowarczów";260502;"gm. Gowarczów";"konecki";"świętokrzyskie";1;1;26;116;259;45;5
1;"Miejsko-Gminny Ośrodek Pomocy Społecznej w Końskich, ul. Armii Krajowej 22, 26-200 Końskie";260503;"gm. Końskie";"konecki";"świętokrzyskie";1;1;47;395;331;62;8
2;"Szkoła Podstawowa nr 1 im. Emilii Plater w Końskich, ul. Armii Krajowej 2, 26-200 Końskie";260503;"gm. Końskie";"konecki";"świętokrzyskie";1;1;53;454;348;60;10
3;"Szkoła Podstawowa nr 1 im. Emilii Plater w Końskich, ul. Armii Krajowej 2, 26-200 Końskie";260503;"gm. Końskie";"konecki";"świętokrzyskie";1;1;38;313;270;39;3
4;"Miejsko-Gminny Dom Kultury w Końskich, ul. Partyzantów 9, 26-200 Końskie";260503;"gm. Końskie";"konecki";"świętokrzyskie";1;1;80;516;392;69;6
5;"Niepubliczny Zakład Opieki Zdrowotnej ""Południowa"", ul. Południowa 1, 26-200 Końskie";260503;"gm. Końskie";"konecki";"świętokrzyskie";1;1;49;449;282;74;10
6;"Zespół Placówek Oświatowych w Stadnickiej Woli, Stadnicka Wola 55, 26-200 Końskie";260503;"gm. Końskie";"konecki";"świętokrzyskie";1;1;68;375;305;86;14
7;"I Liceum Ogólnokształcące im. Komisji Edukacji Narodowej w Końskich, ul. Kapitana Stoińskiego 4, 26-200 Końskie";260503;"gm. Końskie";"konecki";"świętokrzyskie";1;1;50;281;256;59;11
8;"Hala Sportowa w Końskich, ul. Kapitana Stoińskiego 2, 26-200 Końskie";260503;"gm. Końskie";"konecki";"świętokrzyskie";1;1;42;528;370;33;12
9;"Zespół Szkół Ponadpodstawowych Nr 3 w Końskich, ul. Marszałka Piłsudskiego 68, 26-200 Końskie";260503;"gm. Końskie";"konecki";"świętokrzyskie";1;1;42;450;313;56;5
10;"Zespół Przedszkolny nr 1 w Końskich-Przedszkole Nr 5 w Końskich, ul. księdza Józefa Granata 4, 26-200 Końskie";260503;"gm. Końskie";"konecki";"świętokrzyskie";1;1;57;406;266;48;9
11;"Biblioteka Publiczna Miasta i Gminy Końskie im. Cezarego Chlebowskiego, ul. Partyzantów 1, 26-200 Końskie";260503;"gm. Końskie";"konecki";"świętokrzyskie";1;1;57;384;337;65;10
12;"Szkoła Podstawowa nr 2 im. Stanisława Staszica w Końskich, ul. Polna 6, 26-200 Końskie";260503;"gm. Końskie";"konecki";"świętokrzyskie";1;1;85;555;486;70;16
