"Nr komisji";"Siedziba komisji";"TERYT Gminy";"Gmina";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"BIEJAT Magdalena Agnieszka - KW NOWA LEWICA";"GRODZKI Michał - KW PRAWO I SPRAWIEDLIWOŚĆ"
275;"Hala Sportowa Reduta, ul. Redutowa 37, 01-106 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1286;471
276;"Szkoła Podstawowa nr 132, ul. Grabowska 1, 01-236 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1468;748
277;"Przedszkole Nr 253, ul. Antka Rozpylacza 2, 01-107 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1962;540
278;"LXXXVI Liceum Ogólnokształcące, ul. Kajetana Garbińskiego 1, 01-122 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1057;416
279;"Przedszkole Nr 426, ul. Boguszewska 4, 01-250 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1904;357
280;"Szkoła Podstawowa nr 132, ul. Grabowska 1, 01-236 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;2458;466
281;"Zespół Wolskich Placówek Edukacji Kulturalnej, ul. Ludwiki 2/4, 01-226 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;889;363
282;"Przedszkole Nr 74, ul. Wolska 79, 01-141 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;819;378
283;"Zespół Poradni Psychologiczno-Pedagogicznych nr 1, ul. Zawiszy 13, 01-167 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;2143;455
284;"Zespół Poradni Psychologiczno-Pedagogicznych nr 1, ul. Zawiszy 13, 01-167 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1240;406
285;"Szkoła Podstawowa nr 386, ul. Grenady 16, 01-154 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;850;418
286;"Szkoła Podstawowa nr 386, ul. Grenady 16, 01-154 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;871;422
287;"Straż Miejska – IV Oddział Terenowy, ul. Kajetana Sołtyka 8/10, 01-163 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;778;360
288;"Oddział Przedszkola nr 237, ul. Leonarda 6/8, 01-183 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;732;372
289;"Szkoła Podstawowa nr 63, ul. Płocka 30, 01-148 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;764;311
290;"Szkoła Podstawowa nr 139, ul. Syreny 5/7, 01-132 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1191;381
291;"Szkoła Podstawowa nr 139, ul. Syreny 5/7, 01-132 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;847;456
292;"Wolskie Centrum Kultury „Działdowska”, ul. Działdowska 6, 01-184 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;887;416
293;"Szkoła Podstawowa Nr 387, ul. Marcina Kasprzaka 1/3, 01-211 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;778;380
294;"III Liceum Ogólnokształcące, ul. Rogalińska 2, 01-206 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;2171;570
295;"Zespół Szkół im. M. Konarskiego, ul. Okopowa 55A, 01-043 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1702;529
296;"Szkoła Podstawowa nr 166, ul. Żytnia 40, 01-014 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;936;423
297;"Szkoła Podstawowa nr 166, ul. Żytnia 40, 01-014 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;856;337
298;"Zespół Szkół Samochodowych i Licealnych nr 2, al. Aleja Jana Pawła II 69, 01-038 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;927;396
299;"Szkoła Podstawowa nr 222, ul. Esperanto 7A, 00-049 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1559;664
300;"Zespół Szkół Nr 127, ul. Smocza 19, 01-051 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;723;273
301;"Pływalnia Foka, ul. Esperanto 5, 01-049 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1022;414
302;"Zespół Szkół Nr 127, ul. Smocza 19, 01-051 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1041;408
303;"XXX Liceum Ogólnokształcące, ul. Wolność 1/3, 01-018 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1100;431
304;"XXX Liceum Ogólnokształcące, ul. Wolność 1/3, 01-018 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1149;467
305;"Pływalnia Delfin, ul. Marcina Kasprzaka 1/3, 01-211 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1521;426
306;"Poradnia Psychologiczno-Pedagogiczna Nr 2, ul. Karolkowa 53A, 01-197 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;740;255
307;"Oddział Szkoły Podstawowej nr 221, ul. Żelazna 71, 00-871 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1211;346
308;"Szkoła Podstawowa nr 221, ul. Ogrodowa 42/44, 00-876 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;902;404
309;"Szkoła Podstawowa nr 221, ul. Ogrodowa 42/44, 00-876 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;774;340
310;"Zespół Szkół Stenotypii i Języków Obcych, ul. Ogrodowa 16, 00-896 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;852;316
311;"Szkoła Podstawowa nr 25, ul. Grzybowska 35, 00-855 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1193;505
312;"Szkoła Podstawowa nr 25, ul. Grzybowska 35, 00-855 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1218;434
313;"XL Liceum Ogólnokształcące, ul. Platynowa 1, 00-808 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1371;599
314;"Szkoła Podstawowa nr 26, ul. Miedziana 8, 00-814 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;845;451
315;"Szkoła Podstawowa nr 26, ul. Miedziana 8, 00-814 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;807;389
316;"Szkoła Podstawowa nr 236, ul. Elekcyjna 21/23, 01-128 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;2004;401
317;"Szkoła Podstawowa Nr 403, ul. Kacpra Karlińskiego 6, 01-262 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;1002;194
1121;"Dom Pomocy Społecznej ""Budowlani"", ul. Elekcyjna 6, 01-128 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;18;20
1122;"Dom Pomocy Pracownika Służby Zdrowia, ul. Elekcyjna 37, 01-119 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;13;25
1123;"Dom Pomocy Społecznej ""Syrena"", ul. Syreny 26, 01-155 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;22;39
1124;"Instytut Gruźlicy i Chorób Płuc, ul. Płocka 26, 01-138 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;72;57
1125;"Wojewódzki Szpital Zakaźny, ul. Wolska 37, 01-201 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;32;19
1126;"Szpital Wolski im. dr Anny Gostyńskiej SPZOZ, ul. Marcina Kasprzaka 17, 01-211 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;36;39
1127;"Centrum Medyczne ""Żelazna"" Sp. z o. o., ul. Żelazna 90, 01-004 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;54;20
1128;"Centrum Leczniczo-Rehabilitacyjne i Medycyny Pracy ""Attis"" Sp. z o. o., ul. Górczewska 89, 01-401 Warszawa";146518;"Wola";"Warszawa";"mazowieckie";1;1;9;14
